ccid,crtid
C92767,CCRT00312
C92768,CCRT02064
C92773,CCRT01123
C92775,CCRT00176
C92776,CCRT02539
C92777,CCRT00040
C92777,CCRT00647
C92778,CCRT02341
C92779,CCRT02257
C92780,CCRT02215
C92781,CCRT00520
C92781,CCRT02405
C92782,CCRT02515
C92783,CCRT01638
C92784,CCRT01102
C92784,CCRT02529
C92785,CCRT02337
C92786,CCRT01127
C92787,CCRT01173
C92788,CCRT01912
C92789,CCRT00062
C92790,CCRT01719
C92794,CCRT02282
C92794,CCRT02851
C92798,CCRT02965
C92799,CCRT01009
C92801,CCRT01367
C92802,CCRT01996
C92803,CCRT02663
C92806,CCRT02815
C92807,CCRT00693
C92808,CCRT03354
C92812,CCRT01704
C92812,CCRT02262
C92813,CCRT00741
C92814,CCRT01128
C92815,CCRT03255
C92816,CCRT02257
C92817,CCRT02574
C92818,CCRT00457
C92819,CCRT00243
C92820,CCRT00775
C92821,CCRT02663
C92822,CCRT02551
C92823,CCRT02201
C92824,CCRT02071
C92825,CCRT02071
C92826,CCRT00733
C92827,CCRT01702
C92828,CCRT01248
C92829,CCRT00942
C92830,CCRT01831
C92831,CCRT00222
C92832,CCRT01633
C92834,CCRT00356
C92834,CCRT03367
C92835,CCRT02992
C92835,CCRT03121
C92836,CCRT02703
C92837,CCRT00940
C92838,CCRT02869
C92839,CCRT02479
C92839,CCRT03065
C92840,CCRT00061
C92841,CCRT02147
C92842,CCRT01938
C92843,CCRT02338
C92844,CCRT01010
C92845,CCRT02501
C92847,CCRT01540
C92848,CCRT00669
C92849,CCRT01448
C92850,CCRT02564
C92852,CCRT00059
C92853,CCRT02735
C92854,CCRT02257
C92855,CCRT01077
C92856,CCRT01077
C92857,CCRT00186
C92859,CCRT02918
C92860,CCRT02538
C92861,CCRT00489
C92862,CCRT00724
C92864,CCRT00237
C92865,CCRT01408
C92866,CCRT01539
C92867,CCRT03012
C92868,CCRT03141
C92869,CCRT02918
C92870,CCRT02493
C92870,CCRT02798
C92873,CCRT02150
C92873,CCRT02172
C92874,CCRT01349
C92875,CCRT00111
C92876,CCRT02532
C92877,CCRT02019
C92878,CCRT01603
C92879,CCRT01262
C92881,CCRT00391
C92881,CCRT01475
C92882,CCRT00021
C92883,CCRT01785
C92884,CCRT02215
C92885,CCRT00558
C92888,CCRT02663
C92889,CCRT00162
C92890,CCRT01831
C92891,CCRT02833
C92892,CCRT00734
C92892,CCRT02493
C92893,CCRT02926
C92894,CCRT01879
C92895,CCRT03115
C92896,CCRT03188
C92897,CCRT01838
C92897,CCRT02578
C92898,CCRT02648
C92899,CCRT00972
C92899,CCRT02835
C92900,CCRT02524
C92901,CCRT00814
C92901,CCRT01704
C92902,CCRT02430
C92904,CCRT01664
C92904,CCRT03018
C92905,CCRT00384
C92908,CCRT02513
C92910,CCRT02703
C92911,CCRT03285
C92912,CCRT03011
C92913,CCRT02064
C92914,CCRT02036
C92914,CCRT02971
C92915,CCRT01419
C92916,CCRT00940
C92917,CCRT00929
C92917,CCRT02256
C92918,CCRT00929
C92918,CCRT02256
C92920,CCRT02091
C92921,CCRT02717
C92922,CCRT02663
C92923,CCRT00483
C92923,CCRT01023
C92925,CCRT00370
C92925,CCRT01761
C92926,CCRT01141
C92927,CCRT00489
C92928,CCRT00655
C92929,CCRT01676
C92930,CCRT01886
C92930,CCRT02957
C92931,CCRT00814
C92931,CCRT00865
C92932,CCRT02791
C92933,CCRT02565
C92934,CCRT02631
C92935,CCRT01137
C92936,CCRT01360
C92936,CCRT02037
C92937,CCRT00814
C92937,CCRT00865
C92938,CCRT02986
C92939,CCRT01522
C92940,CCRT00171
C92940,CCRT00173
C92941,CCRT00176
C92943,CCRT00466
C92944,CCRT02435
C92945,CCRT00391
C92945,CCRT01475
C92946,CCRT02663
C92947,CCRT01499
C92949,CCRT02301
C92950,CCRT00489
C92951,CCRT01419
C92952,CCRT02019
C92953,CCRT03085
C92954,CCRT02107
C92955,CCRT02608
C92956,CCRT01057
C92958,CCRT03319
C92959,CCRT00737
C92960,CCRT01831
C92961,CCRT02004
C92961,CCRT03018
C92962,CCRT00585
C92962,CCRT02161
C92964,CCRT01561
C92982,CCRT02639
C92983,CCRT00782
C92983,CCRT02691
C92984,CCRT00383
C92984,CCRT02279
C92985,CCRT00585
C92985,CCRT02918
C92986,CCRT02207
C92987,CCRT03186
C92988,CCRT02141
C92989,CCRT03065
C92990,CCRT00663
C92991,CCRT00531
C92992,CCRT00558
C92993,CCRT00558
C92994,CCRT01538
C92995,CCRT02299
C92996,CCRT02069
C92997,CCRT01624
C92999,CCRT00674
C93000,CCRT01419
C93001,CCRT01499
C93001,CCRT02277
C93002,CCRT01479
C93002,CCRT02277
C93003,CCRT02639
C93005,CCRT02769
C93006,CCRT01717
C93007,CCRT00814
C93007,CCRT00865
C93008,CCRT03272
C93009,CCRT03255
C93010,CCRT01686
C93011,CCRT01511
C93012,CCRT00921
C93012,CCRT02247
C93013,CCRT02424
C93013,CCRT03304
C93014,CCRT00384
C93015,CCRT01057
C93016,CCRT01879
C93017,CCRT01172
C93017,CCRT02587
C93018,CCRT01041
C93019,CCRT03226
C93020,CCRT01752
C93021,CCRT01610
C93021,CCRT02405
C93022,CCRT02064
C93023,CCRT01511
C93024,CCRT01782
C93025,CCRT01761
C93026,CCRT03222
C93027,CCRT02172
C93027,CCRT03000
C93028,CCRT02550
C93029,CCRT02033
C93030,CCRT02034
C93033,CCRT03354
C93034,CCRT02006
C93037,CCRT02893
C93038,CCRT00387
C93038,CCRT01681
C93038,CCRT02578
C93038,CCRT02762
C93039,CCRT02215
C93040,CCRT00156
C93041,CCRT00653
C93042,CCRT03225
C93043,CCRT02716
C93047,CCRT03010
C93048,CCRT01574
C93048,CCRT02658
C93050,CCRT02487
C93051,CCRT01158
C93052,CCRT01475
C93053,CCRT01443
C93053,CCRT02617
C93055,CCRT02152
C93057,CCRT00683
C93058,CCRT00560
C93060,CCRT00407
C93060,CCRT03073
C93061,CCRT01842
C93062,CCRT01890
C93063,CCRT01422
C93065,CCRT03165
C93066,CCRT03201
C93068,CCRT00317
C93069,CCRT00992
C93070,CCRT01887
C93071,CCRT00061
C93071,CCRT02288
C93072,CCRT01831
C93073,CCRT01761
C93074,CCRT00242
C93075,CCRT00370
C93075,CCRT03037
C93076,CCRT02608
C93077,CCRT02299
C93078,CCRT01969
C93080,CCRT01467
C93080,CCRT01783
C93083,CCRT00256
C93085,CCRT02663
C93086,CCRT01511
C93087,CCRT01315
C93088,CCRT02064
C93089,CCRT02663
C93093,CCRT01158
C93096,CCRT00372
C93096,CCRT01495
C93097,CCRT03008
C93098,CCRT01495
C93098,CCRT02570
C93099,CCRT00215
C93100,CCRT00737
C93101,CCRT00401
C93102,CCRT02666
C93103,CCRT02564
C93104,CCRT02775
C93106,CCRT01996
C93107,CCRT02207
C93108,CCRT01419
C93109,CCRT02384
C93110,CCRT02332
C93111,CCRT01105
C93112,CCRT00175
C93112,CCRT01855
C93113,CCRT02139
C93114,CCRT01488
C93115,CCRT00814
C93116,CCRT02064
C93118,CCRT00410
C93118,CCRT01463
C93119,CCRT03115
C93120,CCRT00567
C93120,CCRT01013
C93121,CCRT02919
C93122,CCRT03106
C93123,CCRT03149
C93123,CCRT03322
C93124,CCRT02247
C93125,CCRT02184
C93126,CCRT01116
C93127,CCRT00222
C93128,CCRT01358
C93128,CCRT01987
C93129,CCRT02299
C93130,CCRT02064
C93131,CCRT01148
C93132,CCRT01245
C93132,CCRT02645
C93133,CCRT01300
C93134,CCRT01335
C93136,CCRT03008
C93137,CCRT01560
C93138,CCRT00761
C93138,CCRT02520
C93139,CCRT03142
C93140,CCRT02033
C93141,CCRT01887
C93143,CCRT00926
C93144,CCRT03190
C93145,CCRT01123
C93146,CCRT02064
C93147,CCRT02769
C93148,CCRT02666
C93149,CCRT01307
C93150,CCRT03141
C93150,CCRT03183
C93151,CCRT03262
C93153,CCRT02632
C93154,CCRT01000
C93155,CCRT03125
C93156,CCRT00287
C93156,CCRT00617
C93156,CCRT01234
C93156,CCRT01900
C93156,CCRT02969
C93156,CCRT03370
C93157,CCRT01010
C93157,CCRT01728
C93158,CCRT01787
C93158,CCRT02497
C93160,CCRT03045
C93161,CCRT01360
C93162,CCRT02663
C93163,CCRT02539
C93164,CCRT01709
C93166,CCRT02815
C93167,CCRT01452
C93168,CCRT00655
C93169,CCRT01649
C93170,CCRT00966
C93171,CCRT02869
C93172,CCRT02064
C93173,CCRT02064
C93174,CCRT01979
C93175,CCRT01137
C93176,CCRT03000
C93179,CCRT00237
C93179,CCRT03230
C93180,CCRT00605
C93181,CCRT00178
C93182,CCRT00250
C93184,CCRT02301
C93185,CCRT02115
C93186,CCRT01262
C93186,CCRT02172
C93188,CCRT00015
C93190,CCRT03099
C93191,CCRT02040
C93191,CCRT02141
C93191,CCRT02527
C93193,CCRT01300
C93194,CCRT03008
C93195,CCRT02967
C93196,CCRT02129
C93197,CCRT00835
C93198,CCRT03368
C93200,CCRT02184
C93201,CCRT02446
C93202,CCRT00370
C93202,CCRT01646
C93203,CCRT02578
C93204,CCRT01318
C93206,CCRT01514
C93207,CCRT02033
C93208,CCRT01082
C93208,CCRT03091
C93209,CCRT00890
C93210,CCRT01550
C93210,CCRT01732
C93211,CCRT01122
C93215,CCRT00015
C93216,CCRT03107
C93217,CCRT03107
C93218,CCRT01360
C93219,CCRT02608
C93222,CCRT00451
C93223,CCRT02743
C93224,CCRT02967
C93225,CCRT00940
C93227,CCRT00061
C93228,CCRT00712
C93229,CCRT00741
C93233,CCRT01159
C93234,CCRT01159
C93237,CCRT03060
C93238,CCRT02384
C93239,CCRT02328
C93240,CCRT00662
C93241,CCRT00045
C93241,CCRT02082
C93242,CCRT00162
C93243,CCRT01230
C93244,CCRT00669
C93245,CCRT01633
C93246,CCRT00926
C93247,CCRT00926
C93248,CCRT02917
C93249,CCRT00860
C93249,CCRT02815
C93250,CCRT00558
C93253,CCRT02064
C93254,CCRT00926
C93255,CCRT02632
C93256,CCRT02896
C93257,CCRT00061
C93257,CCRT00781
C93258,CCRT00172
C93259,CCRT02791
C93260,CCRT00926
C93261,CCRT02663
C93262,CCRT01759
C93263,CCRT01686
C93264,CCRT01938
C93265,CCRT01286
C93267,CCRT00526
C93268,CCRT02326
C93269,CCRT03065
C93269,CCRT03361
C93270,CCRT00768
C93270,CCRT02639
C93274,CCRT01262
C93275,CCRT00608
C93276,CCRT03000
C93277,CCRT00735
C93278,CCRT01360
C93279,CCRT03141
C93280,CCRT02163
C93280,CCRT02598
C93281,CCRT00338
C93282,CCRT00943
C93282,CCRT02313
C93283,CCRT00677
C93284,CCRT00562
C93285,CCRT02554
C93286,CCRT00926
C93287,CCRT00778
C93287,CCRT02501
C93288,CCRT02322
C93289,CCRT00814
C93290,CCRT02654
C93291,CCRT00963
C93292,CCRT01618
C93293,CCRT01938
C93294,CCRT00972
C93295,CCRT00127
C93296,CCRT02006
C93297,CCRT01831
C93298,CCRT02322
C93299,CCRT02337
C93299,CCRT02708
C93300,CCRT02222
C93301,CCRT00402
C93302,CCRT02663
C93303,CCRT02322
C93306,CCRT03000
C93307,CCRT01545
C93308,CCRT02207
C93309,CCRT03065
C93310,CCRT01840
C93310,CCRT02424
C93312,CCRT02019
C93312,CCRT02540
C93313,CCRT03248
C93314,CCRT03255
C93315,CCRT01010
C93316,CCRT00102
C93317,CCRT00391
C93317,CCRT01475
C93319,CCRT01676
C93320,CCRT00745
C93321,CCRT01948
C93322,CCRT01752
C93323,CCRT02208
C93324,CCRT03190
C93325,CCRT01159
C93326,CCRT01708
C93326,CCRT01760
C93327,CCRT00754
C93327,CCRT02596
C93328,CCRT00263
C93329,CCRT03296
C93330,CCRT02862
C93331,CCRT02663
C93332,CCRT03045
C93333,CCRT00657
C93333,CCRT01250
C93334,CCRT01887
C93335,CCRT00891
C93336,CCRT00440
C93337,CCRT02653
C93338,CCRT02967
C93338,CCRT03225
C93340,CCRT01979
C93342,CCRT00608
C93343,CCRT00149
C93343,CCRT03065
C93344,CCRT00496
C93344,CCRT01040
C93344,CCRT01272
C93344,CCRT02328
C93345,CCRT00305
C93346,CCRT01394
C93347,CCRT02339
C93348,CCRT02967
C93349,CCRT02475
C93349,CCRT02578
C93350,CCRT02223
C93351,CCRT01105
C93352,CCRT00061
C93353,CCRT02869
C93354,CCRT02791
C93355,CCRT02612
C93355,CCRT03218
C93357,CCRT02201
C93358,CCRT02611
C93359,CCRT01448
C93363,CCRT00495
C93364,CCRT02596
C93365,CCRT00032
C93365,CCRT00707
C93366,CCRT00439
C93367,CCRT00669
C93368,CCRT03285
C93369,CCRT03285
C93370,CCRT01121
C93371,CCRT03041
C93372,CCRT02481
C93373,CCRT00237
C93374,CCRT02223
C93375,CCRT01996
C93376,CCRT02223
C93377,CCRT02328
C93378,CCRT02301
C93380,CCRT01946
C93381,CCRT02918
C93382,CCRT02418
C93383,CCRT01976
C93384,CCRT01976
C93385,CCRT01069
C93386,CCRT02631
C93387,CCRT01189
C93388,CCRT01264
C93389,CCRT03012
C93391,CCRT01996
C93392,CCRT02606
C93393,CCRT01428
C93394,CCRT00153
C93395,CCRT01690
C93397,CCRT01123
C93398,CCRT02488
C93399,CCRT02687
C93400,CCRT02919
C93401,CCRT00351
C93402,CCRT00439
C93403,CCRT02064
C93404,CCRT00503
C93405,CCRT01646
C93406,CCRT02328
C93407,CCRT00242
C93409,CCRT02857
C93410,CCRT01641
C93410,CCRT02278
C93412,CCRT02893
C93415,CCRT01010
C93416,CCRT01975
C93416,CCRT02456
C93417,CCRT03274
C93418,CCRT01624
C93420,CCRT01013
C93421,CCRT03008
C93422,CCRT02663
C93423,CCRT01539
C93425,CCRT01831
C93427,CCRT00916
C93428,CCRT00775
C93429,CCRT02578
C93431,CCRT02332
C93432,CCRT01306
C93433,CCRT02694
C93434,CCRT01367
C93435,CCRT02791
C93436,CCRT02918
C93437,CCRT01312
C93437,CCRT02145
C93437,CCRT02481
C93438,CCRT01257
C93439,CCRT00298
C93440,CCRT02323
C93443,CCRT00907
C93444,CCRT00655
C93448,CCRT01110
C93449,CCRT00531
C93450,CCRT01702
C93451,CCRT01495
C93451,CCRT01717
C93452,CCRT02006
C93453,CCRT01382
C93454,CCRT03368
C93455,CCRT02506
C93456,CCRT02664
C93457,CCRT00172
C93458,CCRT01582
C93459,CCRT02282
C93460,CCRT01728
C93460,CCRT02339
C93461,CCRT01996
C93462,CCRT01057
C93463,CCRT02195
C93464,CCRT03234
C93465,CCRT00824
C93465,CCRT01315
C93466,CCRT02205
C93467,CCRT00375
C93468,CCRT03238
C93469,CCRT01317
C93470,CCRT01260
C93470,CCRT01317
C93471,CCRT01260
C93471,CCRT01317
C93472,CCRT00582
C93473,CCRT02223
C93474,CCRT02927
C93475,CCRT02845
C93476,CCRT02893
C93477,CCRT03190
C93478,CCRT00306
C93479,CCRT02791
C93480,CCRT02799
C93481,CCRT02682
C93482,CCRT01160
C93483,CCRT01082
C93483,CCRT01739
C93484,CCRT00061
C93485,CCRT02936
C93486,CCRT01367
C93487,CCRT01367
C93487,CCRT01903
C93488,CCRT01033
C93491,CCRT01033
C93492,CCRT01189
C93494,CCRT01000
C93496,CCRT00914
C93497,CCRT02588
C93498,CCRT01686
C93499,CCRT02069
C93500,CCRT00222
C93501,CCRT02409
C93501,CCRT02708
C93502,CCRT01148
C93503,CCRT03008
C93504,CCRT01443
C93505,CCRT02399
C93508,CCRT02493
C93508,CCRT02632
C93509,CCRT02419
C93510,CCRT00022
C93511,CCRT01256
C93512,CCRT02733
C93514,CCRT02201
C93515,CCRT00371
C93515,CCRT01495
C93516,CCRT02208
C93517,CCRT01522
C93518,CCRT00384
C93519,CCRT00067
C93520,CCRT02653
C93521,CCRT03210
C93522,CCRT01914
C93524,CCRT03285
C93525,CCRT03065
C93526,CCRT02341
C93527,CCRT00526
C93528,CCRT02716
C93534,CCRT01606
C93536,CCRT02264
C93537,CCRT02554
C93539,CCRT03190
C93540,CCRT00720
C93540,CCRT03168
C93540,CCRT03190
C93541,CCRT00720
C93541,CCRT03168
C93541,CCRT03190
C93544,CCRT00237
C93545,CCRT01924
C93546,CCRT00186
C93547,CCRT02064
C93551,CCRT03008
C93552,CCRT02201
C93553,CCRT00243
C93554,CCRT00451
C93555,CCRT00401
C93556,CCRT03272
C93557,CCRT01818
C93558,CCRT01578
C93559,CCRT00370
C93559,CCRT02339
C93560,CCRT00300
C93561,CCRT02986
C93562,CCRT02986
C93563,CCRT00575
C93564,CCRT00775
C93565,CCRT01042
C93565,CCRT02658
C93566,CCRT00061
C93566,CCRT00781
C93567,CCRT02666
C93568,CCRT00320
C93568,CCRT01238
C93569,CCRT01548
C93570,CCRT02663
C93571,CCRT00677
C93572,CCRT00595
C93573,CCRT02919
C93574,CCRT02247
C93576,CCRT03000
C93577,CCRT00181
C93578,CCRT02791
C93581,CCRT03089
C93583,CCRT01831
C93584,CCRT00489
C93586,CCRT02578
C93588,CCRT02341
C93589,CCRT01578
C93590,CCRT03041
C93591,CCRT02915
C93592,CCRT02541
C93592,CCRT02936
C93594,CCRT02926
C93595,CCRT00835
C93596,CCRT00348
C93598,CCRT00278
C93599,CCRT00293
C93600,CCRT01360
C93601,CCRT02666
C93602,CCRT02734
C93603,CCRT02986
C93604,CCRT02328
C93605,CCRT02716
C93606,CCRT01831
C93607,CCRT00131
C93608,CCRT01842
C93609,CCRT02944
C93610,CCRT02371
C93611,CCRT00263
C93612,CCRT02256
C93613,CCRT00278
C93614,CCRT02302
C93615,CCRT02815
C93616,CCRT03272
C93617,CCRT03065
C93618,CCRT03285
C93621,CCRT03285
C93622,CCRT01488
C93623,CCRT00811
C93624,CCRT02366
C93625,CCRT02082
C93627,CCRT01610
C93628,CCRT01679
C93629,CCRT01404
C93630,CCRT02663
C93631,CCRT01678
C93632,CCRT02716
C93633,CCRT02791
C93634,CCRT00972
C93634,CCRT02834
C93635,CCRT02215
C93635,CCRT02371
C93635,CCRT02936
C93636,CCRT03284
C93637,CCRT00176
C93638,CCRT00091
C93639,CCRT01831
C93641,CCRT01010
C93642,CCRT02980
C93643,CCRT00608
C93643,CCRT01046
C93644,CCRT01262
C93645,CCRT00876
C93647,CCRT00608
C93647,CCRT01046
C93648,CCRT00489
C93649,CCRT02409
C93651,CCRT00171
C93652,CCRT00148
C93653,CCRT00866
C93654,CCRT02223
C93655,CCRT00741
C93655,CCRT01010
C93656,CCRT00741
C93657,CCRT01873
C93658,CCRT03285
C93659,CCRT02957
C93660,CCRT01938
C93661,CCRT00880
C93662,CCRT00940
C93663,CCRT00131
C93664,CCRT02564
C93667,CCRT01571
C93669,CCRT02064
C93670,CCRT02698
C93671,CCRT02751
C93672,CCRT02299
C93674,CCRT02307
C93675,CCRT02936
C93677,CCRT02071
C93677,CCRT02288
C93678,CCRT00371
C93678,CCRT01082
C93679,CCRT02064
C93680,CCRT00668
C93681,CCRT01831
C93682,CCRT01633
C93683,CCRT01914
C93685,CCRT00061
C93686,CCRT02743
C93687,CCRT00926
C93688,CCRT02845
C93689,CCRT01496
C93689,CCRT02690
C93690,CCRT02095
C93691,CCRT02328
C93692,CCRT02663
C93693,CCRT01683
C93694,CCRT00161
C93695,CCRT01341
C93696,CCRT03165
C93697,CCRT01690
C93699,CCRT00811
C93700,CCRT01978
C93701,CCRT01453
C93702,CCRT00814
C93702,CCRT00865
C93703,CCRT03368
C93705,CCRT02558
C93706,CCRT02558
C93707,CCRT01949
C93708,CCRT03272
C93709,CCRT01879
C93712,CCRT02919
C93713,CCRT01063
C93713,CCRT02231
C93714,CCRT01448
C93715,CCRT00348
C93716,CCRT02666
C93717,CCRT01842
C93718,CCRT00712
C93718,CCRT02405
C93719,CCRT02472
C93720,CCRT01634
C93721,CCRT03301
C93722,CCRT02558
C93723,CCRT00940
C93724,CCRT01031
C93724,CCRT02006
C93725,CCRT00338
C93726,CCRT00370
C93726,CCRT00943
C93727,CCRT02743
C93728,CCRT00384
C93729,CCRT02301
C93731,CCRT03210
C93732,CCRT02430
C93733,CCRT01831
C93734,CCRT00203
C93735,CCRT00886
C93736,CCRT02026
C93738,CCRT01525
C93739,CCRT00972
C93740,CCRT01839
C93741,CCRT03089
C93745,CCRT00605
C93745,CCRT02677
C93746,CCRT02845
C93747,CCRT02247
C93748,CCRT01262
C93749,CCRT02919
C93750,CCRT00066
C93751,CCRT02149
C93752,CCRT02639
C93753,CCRT01511
C93754,CCRT00020
C93754,CCRT01336
C93755,CCRT00023
C93755,CCRT01820
C93755,CCRT02658
C93756,CCRT03285
C93757,CCRT01676
C93758,CCRT02919
C93759,CCRT02257
C93760,CCRT02666
C93761,CCRT01938
C93762,CCRT01311
C93763,CCRT01678
C93764,CCRT00451
C93765,CCRT00528
C93765,CCRT00724
C93766,CCRT01519
C93767,CCRT02223
C93768,CCRT03000
C93770,CCRT00278
C93771,CCRT00558
C93772,CCRT01831
C93773,CCRT00058
C93774,CCRT00609
C93775,CCRT02668
C93777,CCRT00706
C93778,CCRT00048
C93779,CCRT01082
C93779,CCRT01686
C93780,CCRT01971
C93781,CCRT01102
C93781,CCRT01641
C93782,CCRT00814
C93782,CCRT00865
C93783,CCRT03368
C93784,CCRT02859
C93785,CCRT02857
C93786,CCRT01082
C93786,CCRT01879
C93787,CCRT02401
C93788,CCRT03010
C93789,CCRT00588
C93790,CCRT02972
C93791,CCRT02493
C93791,CCRT02661
C93792,CCRT00789
C93792,CCRT02243
C93793,CCRT02395
C93794,CCRT02639
C93795,CCRT02446
C93796,CCRT01230
C93797,CCRT00056
C93798,CCRT00048
C93799,CCRT03008
C93800,CCRT02403
C93803,CCRT02183
C93803,CCRT02311
C93804,CCRT01752
C93805,CCRT00588
C93806,CCRT01585
C93807,CCRT01010
C93808,CCRT01879
C93809,CCRT00588
C93810,CCRT01831
C93811,CCRT03008
C93812,CCRT00669
C93813,CCRT01104
C93814,CCRT00465
C93815,CCRT02446
C93817,CCRT02857
C93818,CCRT00237
C93819,CCRT02833
C93820,CCRT01057
C93821,CCRT03115
C93822,CCRT03106
C93823,CCRT00605
C93824,CCRT03370
C93825,CCRT02201
C93826,CCRT02663
C93827,CCRT03272
C93828,CCRT00451
C93829,CCRT01471
C93829,CCRT01508
C93830,CCRT02071
C93831,CCRT02515
C93831,CCRT02851
C93833,CCRT02919
C93834,CCRT02791
C93835,CCRT01952
C93837,CCRT01055
C93837,CCRT02172
C93838,CCRT01055
C93839,CCRT00493
C93840,CCRT00401
C93841,CCRT01646
C93842,CCRT01646
C93842,CCRT02258
C93843,CCRT00310
C93844,CCRT02006
C93846,CCRT02424
C93847,CCRT02126
C93848,CCRT02126
C93849,CCRT01839
C93850,CCRT01040
C93851,CCRT02223
C93852,CCRT00756
C93855,CCRT02064
C93856,CCRT01996
C93857,CCRT01013
C93858,CCRT01623
C93859,CCRT01132
C93860,CCRT01718
C93861,CCRT01538
C93862,CCRT01360
C93865,CCRT00737
C93869,CCRT01963
C93870,CCRT02836
C93872,CCRT03165
C93873,CCRT00327
C93874,CCRT01996
C93877,CCRT00349
C93877,CCRT00860
C93878,CCRT02113
C93879,CCRT00571
C93881,CCRT00237
C93883,CCRT02065
C93884,CCRT00480
C93884,CCRT00481
C93884,CCRT02541
C93885,CCRT01110
C93886,CCRT02034
C93888,CCRT00926
C93889,CCRT01164
C93890,CCRT01323
C93891,CCRT00588
C93892,CCRT02919
C93893,CCRT02501
C93894,CCRT01489
C93894,CCRT02749
C93895,CCRT00321
C93896,CCRT01903
C93897,CCRT00290
C93898,CCRT01686
C93899,CCRT01686
C93900,CCRT01686
C93901,CCRT01082
C93901,CCRT01735
C93902,CCRT01404
C93905,CCRT01246
C93906,CCRT02855
C93907,CCRT02193
C93908,CCRT03362
C93909,CCRT02026
C93910,CCRT02246
C93912,CCRT01360
C93913,CCRT01578
C93914,CCRT00061
C93914,CCRT00860
C93915,CCRT02513
C93916,CCRT02513
C93917,CCRT01532
C93917,CCRT02617
C93918,CCRT02250
C93919,CCRT00860
C93919,CCRT02632
C93920,CCRT01578
C93921,CCRT00814
C93921,CCRT00865
C93922,CCRT02919
C93923,CCRT01594
C93924,CCRT01912
C93925,CCRT02666
C93926,CCRT00914
C93926,CCRT01437
C93928,CCRT02325
C93929,CCRT01831
C93930,CCRT02064
C93931,CCRT00171
C93932,CCRT03248
C93933,CCRT02695
C93935,CCRT00178
C93936,CCRT01367
C93937,CCRT03008
C93938,CCRT03337
C93939,CCRT02322
C93942,CCRT01615
C93943,CCRT00304
C93944,CCRT01367
C93945,CCRT00980
C93946,CCRT00585
C93946,CCRT00640
C93947,CCRT01102
C93947,CCRT02529
C93948,CCRT02071
C93948,CCRT02861
C93950,CCRT02513
C93951,CCRT02478
C93952,CCRT00669
C93953,CCRT02923
C93954,CCRT01504
C93955,CCRT02539
C93957,CCRT02069
C93960,CCRT01996
C93962,CCRT00815
C93963,CCRT03257
C93964,CCRT02369
C93965,CCRT02533
C93966,CCRT02483
C93968,CCRT00881
C93969,CCRT03066
C93970,CCRT00175
C93971,CCRT00281
C93972,CCRT01216
C93972,CCRT02542
C93973,CCRT03253
C93974,CCRT01091
C93975,CCRT02507
C93976,CCRT03169
C93977,CCRT00703
C93978,CCRT00474
C93979,CCRT00009
C93979,CCRT01967
C93980,CCRT03068
C93982,CCRT00145
C93983,CCRT01170
C93984,CCRT02301
C93985,CCRT02818
C93987,CCRT00166
C93989,CCRT03000
C93990,CCRT01699
C93991,CCRT01781
C93992,CCRT00117
C93993,CCRT02468
C93994,CCRT02924
C93995,CCRT02341
C93996,CCRT02668
C93997,CCRT01586
C93997,CCRT02456
C93998,CCRT00316
C93999,CCRT00489
C94000,CCRT02688
C94001,CCRT00872
C94002,CCRT03068
C94003,CCRT02639
C94004,CCRT00393
C94005,CCRT02739
C94006,CCRT01500
C94007,CCRT01898
C94007,CCRT02916
C94008,CCRT00852
C94009,CCRT01539
C94010,CCRT02072
C94011,CCRT01563
C94012,CCRT01563
C94012,CCRT02783
C94012,CCRT02788
C94012,CCRT03055
C94014,CCRT00307
C94014,CCRT02172
C94015,CCRT02056
C94016,CCRT02641
C94017,CCRT00345
C94017,CCRT01093
C94018,CCRT02630
C94019,CCRT02739
C94020,CCRT01938
C94021,CCRT02779
C94022,CCRT00056
C94023,CCRT00925
C94024,CCRT00348
C94025,CCRT00818
C94025,CCRT01253
C94026,CCRT01450
C94027,CCRT02181
C94028,CCRT03205
C94029,CCRT01465
C94030,CCRT02355
C94031,CCRT01660
C94032,CCRT02407
C94033,CCRT00201
C94033,CCRT02286
C94035,CCRT03292
C94036,CCRT01511
C94036,CCRT02679
C94039,CCRT01163
C94041,CCRT02663
C94042,CCRT03285
C94043,CCRT02424
C94044,CCRT00321
C94052,CCRT02825
C94054,CCRT02955
C94055,CCRT01870
C94056,CCRT01120
C94056,CCRT02739
C94057,CCRT02284
C94057,CCRT02668
C94058,CCRT01881
C94059,CCRT00237
C94061,CCRT02122
C94062,CCRT01722
C94065,CCRT01411
C94065,CCRT02087
C94067,CCRT02630
C94068,CCRT00251
C94070,CCRT03173
C94071,CCRT02806
C94072,CCRT00489
C94073,CCRT00335
C94074,CCRT00214
C94075,CCRT01862
C94076,CCRT01595
C94084,CCRT03028
C94085,CCRT01851
C94086,CCRT01450
C94087,CCRT00066
C94088,CCRT03002
C94089,CCRT01120
C94090,CCRT03253
C94093,CCRT02151
C94094,CCRT00912
C94095,CCRT01539
C94096,CCRT00090
C94098,CCRT00721
C94099,CCRT00939
C94100,CCRT02906
C94101,CCRT00878
C94101,CCRT02470
C94101,CCRT03088
C94102,CCRT00584
C94102,CCRT01700
C94103,CCRT02407
C94104,CCRT02757
C94105,CCRT00423
C94105,CCRT02894
C94108,CCRT02632
C94109,CCRT01500
