ccid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname
C112648,左門くんはサモナー,88,0,15,2015-10-05,2017-06-19,C119459,週刊少年ジャンプ
C112649,始末屋K,1,0,1,2015-12-14,2015-12-14,C119459,週刊少年ジャンプ
C112650,少女復旧リカバリーQ,1,0,1,2015-08-03,2015-08-03,C119459,週刊少年ジャンプ
C112651,「食戟のソーマ」原作附田祐斗先生 in ミラノ万博,1,0,0,2015-08-03,2015-08-03,C119459,週刊少年ジャンプ
C112652,スクールオブジャンプ,2,0,0,2016-05-30,2017-05-14,C119459,週刊少年ジャンプ
C112654,前衛のアーチャー,1,0,1,2016-01-22,2016-01-22,C119459,週刊少年ジャンプ
C112655,たくあんとバツの日常閻魔帳,21,0,3,2015-11-09,2016-10-17,C119459,週刊少年ジャンプ
C112657,超豪華Wふろく紹介マンガ!!,1,0,0,2016-01-22,2016-01-22,C119459,週刊少年ジャンプ
C112658,痛天街SCRAP,1,0,1,2016-02-15,2016-02-15,C119459,週刊少年ジャンプ
C112659,電王戦ルポ漫画in平泉中尊寺,1,0,0,2016-05-30,2016-05-30,C119459,週刊少年ジャンプ
C112660,DRAGON QUEST 蒼天のソウラ,1,0,1,2016-06-06,2016-06-06,C119459,週刊少年ジャンプ
C112661,とんかつDJアゲ太郎,1,0,0,2016-01-22,2016-01-22,C119459,週刊少年ジャンプ
C112662,人間 碓氷一臣,1,0,0,2016-03-21,2016-03-21,C119459,週刊少年ジャンプ
C112663,バクマン。age 13,1,0,1,2015-10-05,2015-10-05,C119459,週刊少年ジャンプ
C112664,バクマン。age 14,1,0,1,2015-10-12,2015-10-12,C119459,週刊少年ジャンプ
C112665,バディストライク,12,0,2,2015-11-30,2016-02-22,C119459,週刊少年ジャンプ
C112666,バトルスピリッツ ダブルドライブ,1,0,0,2016-06-20,2016-06-20,C119459,週刊少年ジャンプ
C112667,フードファイタータベル,2,0,1,2016-01-22,2016-02-01,C119459,週刊少年ジャンプ
C112668,ふぞろいの分身たち,1,0,0,2016-06-27,2016-06-27,C119459,週刊少年ジャンプ
C112669,フルチャージ!!家電ちゃん,1,0,1,2015-12-07,2015-12-07,C119459,週刊少年ジャンプ
C112670,僕のヒーローアカデミアすまっしゅ!!,4,0,0,2015-11-16,2017-07-24,C119459,週刊少年ジャンプ
C112671,燃えよ!サイ・ジャックD!!,1,0,0,2016-01-08,2016-01-08,C119459,週刊少年ジャンプ
C112672,ものの歩,45,0,8,2015-09-28,2016-08-08,C119459,週刊少年ジャンプ
C112674,勇者歓迎!ドラトンホテル,1,0,0,2015-10-19,2015-10-19,C119459,週刊少年ジャンプ
C112675,ゆらぎ荘の幽奈さん,72,0,14,2016-02-22,2017-07-31,C119459,週刊少年ジャンプ
C112676,龍刃伝ガガ丸,1,0,1,2015-09-14,2015-09-14,C119459,週刊少年ジャンプ
C112677,恋愛配達人ぽすお,1,0,1,2016-02-08,2016-02-08,C119459,週刊少年ジャンプ
C112679,Dr.プリズナー,32,0,3,2016-06-15,2017-01-29,C119033,週刊少年マガジン
C112680,VECTOR BALL,44,0,6,2016-05-11,2017-04-05,C119033,週刊少年マガジン
C112681,秋田県立超能力学園,2,0,0,2015-12-02,2015-12-02,C119033,週刊少年マガジン
C112683,インフェクション,32,0,3,2016-01-01,2016-08-17,C119033,週刊少年マガジン
C112684,ヴァンパイアキラー,1,0,0,2016-01-08,2016-01-08,C119033,週刊少年マガジン
C112685,炎炎ノ消防隊,88,0,17,2015-10-07,2017-07-26,C119033,週刊少年マガジン
C112686,おはよう。アサガオさん!,4,0,0,2016-06-08,2017-06-07,C119033,週刊少年マガジン
C112687,烏丸組曲,1,0,1,2016-04-06,2016-04-06,C119033,週刊少年マガジン
C112688,寄宿学校のジュリエット,2,0,0,2015-11-18,2016-11-09,C119033,週刊少年マガジン
C112689,恋と嘘,1,0,0,2015-11-25,2015-11-25,C119033,週刊少年マガジン
C112690,この剣が月を斬る,19,0,2,2016-07-13,2016-11-16,C119033,週刊少年マガジン
C112691,探してちょうだいMY書店,6,0,0,2016-01-29,2016-06-29,C119033,週刊少年マガジン
C112692,寒がり!雪女,1,0,0,2015-08-26,2015-08-26,C119033,週刊少年マガジン
C112693,シャーロット・ホームズの冒険,2,0,0,2016-03-23,2016-05-11,C119033,週刊少年マガジン
C112694,守護犬ジロー,1,0,0,2016-07-06,2016-07-06,C119033,週刊少年マガジン
C112695,私立堀鐔学園,1,0,0,2015-11-04,2015-11-04,C119033,週刊少年マガジン
C112696,進撃の巨人 LOST GIRLS,1,0,0,2016-04-20,2016-04-20,C119033,週刊少年マガジン
C112697,ダイヤのA act 2,84,0,13,2015-09-02,2017-07-26,C119033,週刊少年マガジン
C112698,ダイヤのB!! 青道高校吹奏楽部,2,0,1,2015-11-25,2016-01-08,C119033,週刊少年マガジン
C112699,担当・T屋物語 ～Yahoo!Topの載り方～,1,0,0,2016-02-24,2016-02-24,C119033,週刊少年マガジン
C112700,ツースリー,14,0,1,2015-09-16,2015-12-09,C119033,週刊少年マガジン
C112701,吊金先生,1,0,1,2015-08-12,2015-08-12,C119033,週刊少年マガジン
C112702,デザートイーグル,40,0,5,2015-08-26,2016-06-01,C119033,週刊少年マガジン
C112703,てのひらの熱を,15,0,1,2016-02-17,2016-05-25,C119033,週刊少年マガジン
C112704,なんでもしてあげる,1,0,0,2016-01-08,2016-01-08,C119033,週刊少年マガジン
C112705,僕たちの百物語,1,0,0,2015-08-26,2015-08-26,C119033,週刊少年マガジン
C112706,星に願いを,1,0,1,2016-02-03,2016-02-03,C119033,週刊少年マガジン
C112707,星野、目をつぶって。,62,0,8,2016-04-20,2017-07-19,C119033,週刊少年マガジン
C112708,みちがえる,1,0,0,2015-08-26,2015-08-26,C119033,週刊少年マガジン
C112709,ミラクル☆ギフト,1,0,0,2016-01-08,2016-01-08,C119033,週刊少年マガジン
C112710,無敵の人,24,0,4,2016-01-15,2016-06-22,C119033,週刊少年マガジン
C112711,もののて 江戸奇傑忍者絵巻,1,0,1,2015-08-05,2015-08-05,C119033,週刊少年マガジン
C112712,ユメ負イ,1,0,0,2015-08-26,2015-08-26,C119033,週刊少年マガジン
C112713,世にも奇妙な物語,3,0,2,2015-12-02,2016-06-01,C119033,週刊少年マガジン
C112714,ランカーズハイ,21,0,3,2016-04-13,2017-07-05,C119033,週刊少年マガジン
C112715,リア充の衝突,11,0,0,2015-08-12,2017-04-26,C119033,週刊少年マガジン
C112716,だって小山くんが艶い。,1,0,0,2015-11-25,2015-11-25,C117607,週刊少年サンデー
C112717,かくしごと ～愛と笑いの漫画家パパ×娘物語～,1,0,0,2016-07-06,2016-07-06,C119033,週刊少年マガジン
C112718,彼女はろくろ首,1,0,0,2015-08-26,2015-08-26,C119033,週刊少年マガジン
C112719,金のタマゴ,1,0,0,2016-05-25,2016-05-25,C119033,週刊少年マガジン
C112720,After Summer,1,0,0,2016-03-09,2016-03-09,C117607,週刊少年サンデー
C112721,DOWN,1,0,0,2015-10-28,2015-10-28,C117607,週刊少年サンデー
C112722,GULLIVER,1,0,0,2015-09-30,2015-09-30,C117607,週刊少年サンデー
C112723,アオザクラ 防衛大学校物語,53,0,8,2016-04-27,2017-07-12,C117607,週刊少年サンデー
C112724,暁の暴君,46,0,7,2015-10-07,2016-09-14,C117607,週刊少年サンデー
C112725,アド アストラ ペル アスペラ,8,0,3,2015-09-02,2016-05-11,C117607,週刊少年サンデー
C112726,天野めぐみはスキだらけ!,76,0,10,2015-12-16,2017-07-12,C117607,週刊少年サンデー
C112727,アルタイルの懺悔,1,0,1,2016-04-06,2016-04-06,C117607,週刊少年サンデー
C112728,お着替えのススメ,1,0,0,2015-09-30,2015-09-30,C117607,週刊少年サンデー
C112729,鬼ヲ辿リテ幾星霜,37,0,4,2016-05-25,2017-03-08,C117607,週刊少年サンデー
C112730,カナミの音楽,1,0,0,2016-03-16,2016-03-16,C117607,週刊少年サンデー
C112731,キャラクタイムズゴールデン,43,0,2,2015-07-29,2016-06-22,C117607,週刊少年サンデー
C112732,クメショート,1,0,1,2016-01-27,2016-01-27,C117607,週刊少年サンデー
C112733,心魂の灯籠 -Lamp of your Heart-,1,0,0,2015-12-16,2015-12-16,C117607,週刊少年サンデー
C112734,コドモの神様,1,0,0,2015-09-23,2015-09-23,C117607,週刊少年サンデー
C112735,古見さんは、コミュ症です。,96,0,7,2015-09-16,2017-07-12,C117607,週刊少年サンデー
C112736,最後のキモチ,1,0,0,2016-04-20,2016-04-20,C117607,週刊少年サンデー
C112737,最後の妖怪,1,0,0,2016-03-09,2016-03-09,C117607,週刊少年サンデー
C112738,サンデー非科学研究所,63,0,0,2016-04-06,2017-07-12,C117607,週刊少年サンデー
C112739,死ぬ気刑事,1,0,0,2016-06-08,2016-06-08,C117607,週刊少年サンデー
C112741,スメルハウンド,1,0,0,2016-04-13,2016-04-13,C117607,週刊少年サンデー
C112742,聖船のラー,1,0,1,2016-03-09,2016-03-09,C117607,週刊少年サンデー
C112743,双亡亭壊すべし,62,0,8,2016-03-23,2017-07-12,C117607,週刊少年サンデー
C112744,空に想う,1,0,0,2015-10-21,2015-10-21,C117607,週刊少年サンデー
C112745,だめてらすさま。,29,0,3,2015-12-02,2017-05-31,C117607,週刊少年サンデー
C112746,ニッペン!,19,0,1,2015-11-04,2016-03-23,C117607,週刊少年サンデー
C112747,初恋ゾンビ,85,0,16,2015-10-14,2017-07-12,C117607,週刊少年サンデー
C112748,柊様は自分を探している。,65,0,1,2016-02-03,2017-07-12,C117607,週刊少年サンデー
C112749,ファンタスティックリンク,1,0,0,2015-09-23,2015-09-23,C117607,週刊少年サンデー
C112750,ふれるときこえる,37,0,4,2015-12-23,2016-10-05,C117607,週刊少年サンデー
C112751,魔王城でおやすみ,62,0,7,2016-05-11,2017-07-12,C117607,週刊少年サンデー
C112752,マギレモノ,1,0,0,2015-12-09,2015-12-09,C117607,週刊少年サンデー
C112753,モンスターストライクをひっぱった漢たち,2,0,1,2015-10-07,2015-10-14,C117607,週刊少年サンデー
C115366,土竜の唄,1,0,1,2016-12-28,2016-12-28,C117607,週刊少年サンデー
C115368,東京喰種[トーキョーグール],2,0,1,2014-07-14,2014-07-14,C119459,週刊少年ジャンプ
C115371,トモダチゲーム,1,0,1,2017-04-26,2017-04-26,C119033,週刊少年マガジン
C115375,手品先輩,1,0,0,2016-09-21,2016-09-21,C119033,週刊少年マガジン
C115376,最強ボスザル伝アラシ!!!,2,0,0,2016-08-01,2017-07-17,C119459,週刊少年ジャンプ
C115377,フライング・ダーウィン,1,0,0,2016-08-01,2016-08-01,C119459,週刊少年ジャンプ
C115378,恋する水族マン,23,0,1,2016-08-03,2017-01-29,C119033,週刊少年マガジン
C115379,あしたもたぶん会いにいく,5,0,0,2016-07-21,2016-08-25,C120282,週刊少年チャンピオン
C115380,アイシテルの視線,1,0,0,2016-07-21,2016-07-21,C120282,週刊少年チャンピオン
C115381,吉田沙保里物語,1,0,1,2016-08-10,2016-08-10,C119033,週刊少年マガジン
C115382,遠藤航物語,1,0,0,2016-08-10,2016-08-10,C119033,週刊少年マガジン
C115383,ぐらんぶる,1,0,0,2016-08-17,2016-08-17,C119033,週刊少年マガジン
C115384,約束のネバーランド,49,0,14,2016-08-15,2017-07-31,C119459,週刊少年ジャンプ
C115385,わんぴぃすふぃるむごぉるど,1,0,0,2016-08-22,2016-08-22,C119459,週刊少年ジャンプ
C115386,はたらく死神さん,1,0,0,2016-08-04,2016-08-04,C120282,週刊少年チャンピオン
C115387,WILDロア,1,0,1,2016-08-18,2016-08-18,C120282,週刊少年チャンピオン
C115388,江戸忍稼業もののて,19,0,3,2016-08-31,2017-01-08,C119033,週刊少年マガジン
C115389,GANGKING,1,0,0,2016-08-31,2016-08-31,C119033,週刊少年マガジン
C115390,ラブラッシュ!,13,0,2,2016-09-05,2016-11-28,C119459,週刊少年ジャンプ
C115391,七つの大罪 キングのまんが道,2,0,0,2016-09-07,2017-01-22,C119033,週刊少年マガジン
C115392,迷え!七つの大罪学園!,1,0,0,2016-09-07,2016-09-07,C119033,週刊少年マガジン
C115393,ネズミと花火,8,0,1,2016-08-25,2016-10-20,C120282,週刊少年チャンピオン
C115394,イヴのお願い,1,0,0,2016-08-25,2016-08-25,C120282,週刊少年チャンピオン
C115395,レッドスプライト,14,0,2,2016-09-12,2016-12-12,C119459,週刊少年ジャンプ
C115396,Legacy,1,0,1,2016-09-19,2016-09-19,C119459,週刊少年ジャンプ
C115397,ベルリンは鐘ヤッホー,44,0,1,2016-09-01,2017-07-13,C120282,週刊少年チャンピオン
C115398,あーそぼっ!,3,0,0,2016-09-01,2016-11-10,C120282,週刊少年チャンピオン
C115399,エクソばんぱシストいあ,1,0,0,2016-09-07,2016-09-07,C117607,週刊少年サンデー
C115400,BEASTARS,42,0,9,2016-09-08,2017-07-13,C120282,週刊少年チャンピオン
C115401,BOY THE GOLD,1,0,1,2016-09-26,2016-09-26,C119459,週刊少年ジャンプ
C115402,フルバック,13,0,1,2016-09-28,2017-01-01,C119033,週刊少年マガジン
C115403,特別国家公務員改造者対策課 田中誠司,1,0,1,2016-10-03,2016-10-03,C119459,週刊少年ジャンプ
C115405,刃牙D区,1,0,0,2016-09-22,2016-09-22,C120282,週刊少年チャンピオン
C115406,刃牙×テラフォーマーズ[TERRA FORMARS],1,0,0,2016-09-22,2016-09-22,C120282,週刊少年チャンピオン
C115407,竹取憑き物語,1,0,1,2016-10-10,2016-10-10,C119459,週刊少年ジャンプ
C115409,あつまれ!ふしぎ研究部,41,0,5,2016-09-29,2017-07-13,C120282,週刊少年チャンピオン
C115410,ロロッロ!,5,0,1,2016-09-29,2016-10-27,C120282,週刊少年チャンピオン
C115411,骨が腐るまで,1,0,0,2016-10-19,2016-10-19,C119033,週刊少年マガジン
C115412,両さん・フォーエバー,1,0,0,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115413,企画の趣旨を理解してない奴の為の漫画。,1,0,0,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115414,もし超神田寿司にソーマ1話のあの人がやってきたら,1,0,0,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115415,左門くんは舎弟,1,0,0,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115416,美食屋両さん!!,1,0,0,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115417,バラバルジュラ,1,0,1,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115418,ボイスビーアンビシャス,1,0,0,2016-10-17,2016-10-17,C119459,週刊少年ジャンプ
C115419,始発電車,1,0,0,2016-10-05,2016-10-05,C117607,週刊少年サンデー
C115420,歪のアマルガム,18,0,2,2016-10-24,2017-03-06,C119459,週刊少年ジャンプ
C115421,ビブ。,1,0,0,2016-10-26,2016-10-26,C119033,週刊少年マガジン
C115422,青春兵器ナンバーワン,41,0,4,2016-10-31,2017-07-31,C119459,週刊少年ジャンプ
C115423,みんなのこち亀×べるぜバブ,1,0,0,2016-10-31,2016-10-31,C119459,週刊少年ジャンプ
C115424,RYOKO,22,0,5,2016-10-19,2017-03-29,C117607,週刊少年サンデー
C115425,川柳少女,41,0,4,2016-11-02,2017-07-26,C119033,週刊少年マガジン
C115426,Live a Zombie,2,0,0,2016-11-02,2017-06-14,C119033,週刊少年マガジン
C115427,アクターズ・ハイ,1,0,0,2016-11-02,2016-11-02,C119033,週刊少年マガジン
C115428,欅坂46イラストギャラリー! 渡辺梨加×瀬尾公治,1,0,1,2016-11-09,2016-11-09,C119033,週刊少年マガジン
C115429,欅坂46イラストギャラリー! 平手友梨奈×吉河美希,1,0,1,2016-11-09,2016-11-09,C119033,週刊少年マガジン
C115430,欅坂46イラストギャラリー! 今泉佑唯×絵本奈央,1,0,1,2016-11-09,2016-11-09,C119033,週刊少年マガジン
C115431,欅坂46イラストギャラリー! 長濱ねる×宮島礼吏,1,0,1,2016-11-09,2016-11-09,C119033,週刊少年マガジン
C115432,少年の反抗期は島を救うか,1,0,0,2016-10-27,2016-10-27,C120282,週刊少年チャンピオン
C115433,怪獣のトカゲ,2,0,1,2016-11-03,2016-11-03,C120282,週刊少年チャンピオン
C115434,みんなのこち亀×仲間りょう,1,0,0,2016-11-14,2016-11-14,C119459,週刊少年ジャンプ
C115435,不滅のあなたへ,32,0,3,2016-11-23,2017-07-26,C119033,週刊少年マガジン
C115437,みんなのこち亀×ニセコイ,1,0,0,2016-11-21,2016-11-21,C119459,週刊少年ジャンプ
C115438,悪魔のメムメムちゃん,1,0,0,2016-11-21,2016-11-21,C119459,週刊少年ジャンプ
C115439,こちら開盟学園生活支援部部室,1,0,0,2016-11-28,2016-11-28,C119459,週刊少年ジャンプ
C115440,秘密結社D対ファントム戦闘員エンタロウ,1,0,1,2016-11-28,2016-11-28,C119459,週刊少年ジャンプ
C115441,天使にエールを,1,0,0,2016-11-28,2016-11-28,C119459,週刊少年ジャンプ
C115442,デモンズプラン,12,0,2,2016-12-05,2017-03-06,C119459,週刊少年ジャンプ
C115443,こちら葛飾区亀有公園前派出所 みんなのこと亀×ぬらりひょんの孫,1,0,0,2016-12-05,2016-12-05,C119459,週刊少年ジャンプ
C115444,地球人間テラちゃん,2,0,0,2016-12-05,2016-12-12,C119459,週刊少年ジャンプ
C115445,DOCTOR STRANGE,1,0,1,2016-12-07,2016-12-07,C119033,週刊少年マガジン
C115446,PSYCHO LORD,5,0,0,2016-11-24,2016-12-29,C120282,週刊少年チャンピオン
C115447,アイドル志望遊戯,1,0,0,2016-11-24,2016-11-24,C120282,週刊少年チャンピオン
C115448,オレゴラッソ,12,0,2,2016-12-12,2017-03-13,C119459,週刊少年ジャンプ
C115450,こちら葛飾区亀有公園前派出所 みんなのこち亀,1,0,0,2016-12-12,2016-12-12,C119459,週刊少年ジャンプ
C115451,しゅうはすう,1,0,0,2016-12-14,2016-12-14,C119033,週刊少年マガジン
C115452,WAKU^2ホビーパーク,1,0,0,2016-12-08,2016-12-08,C120282,週刊少年チャンピオン
C115453,ミラクれ!微超能力部,3,0,0,2016-12-01,2016-12-15,C120282,週刊少年チャンピオン
C115454,非正規雇用死神パマパマ～青垣大和が殺せない～,1,0,0,2017-01-01,2017-01-01,C119459,週刊少年ジャンプ
C115455,私が甲子園に連れてったる!!,1,0,0,2017-01-01,2017-01-01,C119459,週刊少年ジャンプ
C115456,なんかすげぇ転校生,1,0,0,2017-01-01,2017-01-01,C119033,週刊少年マガジン
C115457,大きい目玉の人,1,0,0,2016-12-08,2016-12-08,C120282,週刊少年チャンピオン
C115458,頭突け!!横浜謳歌高校XXxX部,1,0,1,2017-01-08,2017-01-08,C119459,週刊少年ジャンプ
C115459,8月アウトロー,28,0,3,2017-01-08,2017-07-26,C119033,週刊少年マガジン
C115460,七つの大罪プロダクション,1,0,0,2017-01-08,2017-01-08,C119033,週刊少年マガジン
C115461,君島さんとアンドレ,1,0,0,2016-12-15,2016-12-15,C120282,週刊少年チャンピオン
C115462,6センチの絆,14,0,2,2017-01-15,2017-04-19,C119033,週刊少年マガジン
C115463,サバドル,1,0,0,2017-01-15,2017-01-15,C119033,週刊少年マガジン
C115464,乙女の極み,1,0,0,2017-01-15,2017-01-15,C119033,週刊少年マガジン
C115465,舞妓さんちのまかないさん,27,0,3,2016-12-28,2017-07-12,C117607,週刊少年サンデー
