miid,miname,mcid,mcname,date,price
M616363,週刊少年ジャンプ 1970年 表示号数31,C119459,週刊少年ジャンプ,1970-07-27,80.0
M558279,週刊少年チャンピオン 1970年 表示号数14,C120282,週刊少年チャンピオン,1970-07-27,80.0
M579286,週刊少年サンデー 1970年 表示号数32,C117607,週刊少年サンデー,1970-08-02,80.0
M537473,週刊少年マガジン 1970年 表示号数32,C119033,週刊少年マガジン,1970-08-02,80.0
M544796,週刊少年ジャンプ 1970年 表示号数32,C119459,週刊少年ジャンプ,1970-08-03,80.0
M558278,週刊少年チャンピオン 1970年 表示号数15,C120282,週刊少年チャンピオン,1970-08-03,80.0
M579285,週刊少年サンデー 1970年 表示号数33,C117607,週刊少年サンデー,1970-08-09,90.0
M537472,週刊少年マガジン 1970年 表示号数33,C119033,週刊少年マガジン,1970-08-09,80.0
M544795,週刊少年ジャンプ 1970年 表示号数33,C119459,週刊少年ジャンプ,1970-08-10,80.0
M558277,週刊少年チャンピオン 1970年 表示号数16,C120282,週刊少年チャンピオン,1970-08-10,80.0
M579284,週刊少年サンデー 1970年 表示号数34,C117607,週刊少年サンデー,1970-08-16,90.0
M537471,週刊少年マガジン 1970年 表示号数34,C119033,週刊少年マガジン,1970-08-16,90.0
M544794,週刊少年ジャンプ 1970年 表示号数34,C119459,週刊少年ジャンプ,1970-08-17,80.0
M558276,週刊少年チャンピオン 1970年 表示号数17,C120282,週刊少年チャンピオン,1970-08-17,80.0
M579283,週刊少年サンデー 1970年 表示号数35,C117607,週刊少年サンデー,1970-08-23,90.0
M537470,週刊少年マガジン 1970年 表示号数35,C119033,週刊少年マガジン,1970-08-23,90.0
M544793,週刊少年ジャンプ 1970年 表示号数35,C119459,週刊少年ジャンプ,1970-08-24,90.0
M558275,週刊少年チャンピオン 1970年 表示号数18,C120282,週刊少年チャンピオン,1970-08-24,80.0
M579282,週刊少年サンデー 1970年 表示号数36,C117607,週刊少年サンデー,1970-08-30,90.0
M537469,週刊少年マガジン 1970年 表示号数36,C119033,週刊少年マガジン,1970-08-30,90.0
M544792,週刊少年ジャンプ 1970年 表示号数36,C119459,週刊少年ジャンプ,1970-08-31,90.0
M558274,週刊少年チャンピオン 1970年 表示号数19,C120282,週刊少年チャンピオン,1970-08-31,80.0
M579281,週刊少年サンデー 1970年 表示号数37,C117607,週刊少年サンデー,1970-09-06,90.0
M537468,週刊少年マガジン 1970年 表示号数37,C119033,週刊少年マガジン,1970-09-06,90.0
M544791,週刊少年ジャンプ 1970年 表示号数37,C119459,週刊少年ジャンプ,1970-09-07,80.0
M558273,週刊少年チャンピオン 1970年 表示号数20,C120282,週刊少年チャンピオン,1970-09-07,90.0
M579280,週刊少年サンデー 1970年 表示号数38,C117607,週刊少年サンデー,1970-09-13,80.0
M537467,週刊少年マガジン 1970年 表示号数38,C119033,週刊少年マガジン,1970-09-13,90.0
M544790,週刊少年ジャンプ 1970年 表示号数38,C119459,週刊少年ジャンプ,1970-09-14,80.0
M558272,週刊少年チャンピオン 1970年 表示号数21,C120282,週刊少年チャンピオン,1970-09-14,80.0
M579279,週刊少年サンデー 1970年 表示号数39,C117607,週刊少年サンデー,1970-09-20,80.0
M537466,週刊少年マガジン 1970年 表示号数39,C119033,週刊少年マガジン,1970-09-20,80.0
M616364,週刊少年ジャンプ 1970年 表示号数39,C119459,週刊少年ジャンプ,1970-09-21,80.0
M558271,週刊少年チャンピオン 1970年 表示号数22,C120282,週刊少年チャンピオン,1970-09-21,80.0
M579278,週刊少年サンデー 1970年 表示号数40,C117607,週刊少年サンデー,1970-09-27,80.0
M537465,週刊少年マガジン 1970年 表示号数40,C119033,週刊少年マガジン,1970-09-27,80.0
M616365,週刊少年ジャンプ 1970年 表示号数40,C119459,週刊少年ジャンプ,1970-09-28,80.0
M558270,週刊少年チャンピオン 1970年 表示号数23,C120282,週刊少年チャンピオン,1970-09-28,80.0
M579277,週刊少年サンデー 1970年 表示号数41,C117607,週刊少年サンデー,1970-10-04,80.0
M537464,週刊少年マガジン 1970年 表示号数41,C119033,週刊少年マガジン,1970-10-04,80.0
M544789,週刊少年ジャンプ 1970年 表示号数41,C119459,週刊少年ジャンプ,1970-10-05,80.0
M558269,週刊少年チャンピオン 1970年 表示号数24,C120282,週刊少年チャンピオン,1970-10-05,80.0
M579276,週刊少年サンデー 1970年 表示号数42,C117607,週刊少年サンデー,1970-10-11,80.0
M537463,週刊少年マガジン 1970年 表示号数42,C119033,週刊少年マガジン,1970-10-11,80.0
M544788,週刊少年ジャンプ 1970年 表示号数42,C119459,週刊少年ジャンプ,1970-10-12,80.0
M558268,週刊少年チャンピオン 1970年 表示号数25,C120282,週刊少年チャンピオン,1970-10-12,90.0
M579275,週刊少年サンデー 1970年 表示号数43,C117607,週刊少年サンデー,1970-10-18,80.0
M537462,週刊少年マガジン 1970年 表示号数43,C119033,週刊少年マガジン,1970-10-18,80.0
M544787,週刊少年ジャンプ 1970年 表示号数43,C119459,週刊少年ジャンプ,1970-10-19,90.0
M558267,週刊少年チャンピオン 1970年 表示号数26,C120282,週刊少年チャンピオン,1970-10-19,80.0
M579274,週刊少年サンデー 1970年 表示号数44,C117607,週刊少年サンデー,1970-10-25,80.0
M537461,週刊少年マガジン 1970年 表示号数44,C119033,週刊少年マガジン,1970-10-25,80.0
M544786,週刊少年ジャンプ 1970年 表示号数44,C119459,週刊少年ジャンプ,1970-10-26,90.0
M558266,週刊少年チャンピオン 1970年 表示号数27,C120282,週刊少年チャンピオン,1970-10-26,80.0
M579273,週刊少年サンデー 1970年 表示号数45,C117607,週刊少年サンデー,1970-11-01,80.0
M537460,週刊少年マガジン 1970年 表示号数45,C119033,週刊少年マガジン,1970-11-01,80.0
M544785,週刊少年ジャンプ 1970年 表示号数45,C119459,週刊少年ジャンプ,1970-11-02,80.0
M558265,週刊少年チャンピオン 1970年 表示号数28,C120282,週刊少年チャンピオン,1970-11-02,90.0
M579272,週刊少年サンデー 1970年 表示号数46,C117607,週刊少年サンデー,1970-11-08,80.0
M537459,週刊少年マガジン 1970年 表示号数46,C119033,週刊少年マガジン,1970-11-08,80.0
M543303,週刊少年ジャンプ 1970年 表示号数46,C119459,週刊少年ジャンプ,1970-11-09,80.0
M558264,週刊少年チャンピオン 1970年 表示号数29,C120282,週刊少年チャンピオン,1970-11-09,80.0
M579271,週刊少年サンデー 1970年 表示号数47,C117607,週刊少年サンデー,1970-11-15,90.0
M537458,週刊少年マガジン 1970年 表示号数47,C119033,週刊少年マガジン,1970-11-15,80.0
M543988,週刊少年ジャンプ 1970年 表示号数47,C119459,週刊少年ジャンプ,1970-11-16,90.0
M558263,週刊少年チャンピオン 1970年 表示号数30,C120282,週刊少年チャンピオン,1970-11-16,80.0
M579270,週刊少年サンデー 1970年 表示号数48,C117607,週刊少年サンデー,1970-11-22,90.0
M537457,週刊少年マガジン 1970年 表示号数48,C119033,週刊少年マガジン,1970-11-22,80.0
M543845,週刊少年ジャンプ 1970年 表示号数48,C119459,週刊少年ジャンプ,1970-11-23,80.0
M558262,週刊少年チャンピオン 1970年 表示号数31,C120282,週刊少年チャンピオン,1970-11-23,90.0
M537456,週刊少年マガジン 1970年 表示号数49,C119033,週刊少年マガジン,1970-11-29,80.0
M543707,週刊少年ジャンプ 1970年 表示号数49,C119459,週刊少年ジャンプ,1970-11-30,80.0
M558261,週刊少年チャンピオン 1970年 表示号数32,C120282,週刊少年チャンピオン,1970-11-30,80.0
M579269,週刊少年サンデー 1970年 表示号数49,C117607,週刊少年サンデー,1970-12-01,90.0
M579268,週刊少年サンデー 1970年 表示号数50,C117607,週刊少年サンデー,1970-12-06,80.0
M537455,週刊少年マガジン 1970年 表示号数50,C119033,週刊少年マガジン,1970-12-06,80.0
M543232,週刊少年ジャンプ 1970年 表示号数50,C119459,週刊少年ジャンプ,1970-12-07,80.0
M558260,週刊少年チャンピオン 1970年 表示号数33,C120282,週刊少年チャンピオン,1970-12-07,90.0
M579267,週刊少年サンデー 1970年 表示号数51,C117607,週刊少年サンデー,1970-12-13,90.0
M537454,週刊少年マガジン 1970年 表示号数51,C119033,週刊少年マガジン,1970-12-13,80.0
M543077,週刊少年ジャンプ 1970年 表示号数51,C119459,週刊少年ジャンプ,1970-12-14,90.0
M558259,週刊少年チャンピオン 1970年 表示号数34,C120282,週刊少年チャンピオン,1970-12-14,80.0
M576237,週刊少年サンデー 1970年 表示号数52,C117607,週刊少年サンデー,1970-12-20,80.0
M537453,週刊少年マガジン 1970年 表示号数52,C119033,週刊少年マガジン,1970-12-20,80.0
M544587,週刊少年ジャンプ 1970年 表示号数52,C119459,週刊少年ジャンプ,1970-12-21,80.0
M558258,週刊少年チャンピオン 1970年 表示号数35,C120282,週刊少年チャンピオン,1970-12-21,90.0
M544554,週刊少年ジャンプ 1971年 表示号数1,C119459,週刊少年ジャンプ,1971-01-01,80.0
M558257,週刊少年チャンピオン 1971年 表示号数1,C120282,週刊少年チャンピオン,1971-01-01,90.0
M575912,週刊少年サンデー 1971年 表示号数1,C117607,週刊少年サンデー,1971-01-03,80.0
M537452,週刊少年マガジン 1971年 表示号数1,C119033,週刊少年マガジン,1971-01-03,80.0
M544784,週刊少年ジャンプ 1971年 表示号数2,C119459,週刊少年ジャンプ,1971-01-04,80.0
M558256,週刊少年チャンピオン 1971年 表示号数2,C120282,週刊少年チャンピオン,1971-01-04,90.0
M575730,週刊少年サンデー 1971年 表示号数2,C117607,週刊少年サンデー,1971-01-10,90.0
M537451,週刊少年マガジン 1971年 表示号数2,C119033,週刊少年マガジン,1971-01-10,90.0
M544783,週刊少年ジャンプ 1971年 表示号数3,C119459,週刊少年ジャンプ,1971-01-11,90.0
M558255,週刊少年チャンピオン 1971年 表示号数3,C120282,週刊少年チャンピオン,1971-01-11,100.0
M575624,週刊少年サンデー 1971年 表示号数3,C117607,週刊少年サンデー,1971-01-17,100.0
M537450,週刊少年マガジン 1971年 表示号数3,C119033,週刊少年マガジン,1971-01-17,100.0
M616727,週刊少年サンデー 1971年 表示号数4,C117607,週刊少年サンデー,1971-01-24,100.0
M537449,週刊少年マガジン 1971年 表示号数4,C119033,週刊少年マガジン,1971-01-24,100.0
M544782,週刊少年ジャンプ 1971年 表示号数5,C119459,週刊少年ジャンプ,1971-01-25,90.0
M558254,週刊少年チャンピオン 1971年 表示号数5,C120282,週刊少年チャンピオン,1971-01-25,100.0
M579265,週刊少年サンデー 1971年 表示号数6,C117607,週刊少年サンデー,1971-02-07,80.0
M537448,週刊少年マガジン 1971年 表示号数6,C119033,週刊少年マガジン,1971-02-07,90.0
M544780,週刊少年ジャンプ 1971年 表示号数7,C119459,週刊少年ジャンプ,1971-02-08,80.0
M558253,週刊少年チャンピオン 1971年 表示号数7,C120282,週刊少年チャンピオン,1971-02-08,90.0
M579264,週刊少年サンデー 1971年 表示号数7,C117607,週刊少年サンデー,1971-02-14,80.0
M537447,週刊少年マガジン 1971年 表示号数7,C119033,週刊少年マガジン,1971-02-14,80.0
M544779,週刊少年ジャンプ 1971年 表示号数8,C119459,週刊少年ジャンプ,1971-02-15,80.0
M558252,週刊少年チャンピオン 1971年 表示号数8,C120282,週刊少年チャンピオン,1971-02-15,90.0
M579263,週刊少年サンデー 1971年 表示号数8,C117607,週刊少年サンデー,1971-02-21,90.0
M537446,週刊少年マガジン 1971年 表示号数8,C119033,週刊少年マガジン,1971-02-21,80.0
M544778,週刊少年ジャンプ 1971年 表示号数9,C119459,週刊少年ジャンプ,1971-02-22,90.0
M558251,週刊少年チャンピオン 1971年 表示号数9,C120282,週刊少年チャンピオン,1971-02-22,90.0
M579262,週刊少年サンデー 1971年 表示号数9,C117607,週刊少年サンデー,1971-02-28,80.0
M537445,週刊少年マガジン 1971年 表示号数9,C119033,週刊少年マガジン,1971-02-28,80.0
M544777,週刊少年ジャンプ 1971年 表示号数10,C119459,週刊少年ジャンプ,1971-03-01,80.0
M558250,週刊少年チャンピオン 1971年 表示号数10,C120282,週刊少年チャンピオン,1971-03-01,90.0
M579261,週刊少年サンデー 1971年 表示号数10,C117607,週刊少年サンデー,1971-03-07,80.0
M537444,週刊少年マガジン 1971年 表示号数10,C119033,週刊少年マガジン,1971-03-07,80.0
M544776,週刊少年ジャンプ 1971年 表示号数11,C119459,週刊少年ジャンプ,1971-03-08,80.0
M558249,週刊少年チャンピオン 1971年 表示号数11,C120282,週刊少年チャンピオン,1971-03-08,90.0
M579260,週刊少年サンデー 1971年 表示号数11,C117607,週刊少年サンデー,1971-03-14,80.0
M537443,週刊少年マガジン 1971年 表示号数11,C119033,週刊少年マガジン,1971-03-14,80.0
M544775,週刊少年ジャンプ 1971年 表示号数12,C119459,週刊少年ジャンプ,1971-03-15,80.0
M558248,週刊少年チャンピオン 1971年 表示号数12,C120282,週刊少年チャンピオン,1971-03-15,80.0
M579259,週刊少年サンデー 1971年 表示号数12,C117607,週刊少年サンデー,1971-03-21,90.0
M537441,週刊少年マガジン 1971年 表示号数12,C119033,週刊少年マガジン,1971-03-21,80.0
M544774,週刊少年ジャンプ 1971年 表示号数13,C119459,週刊少年ジャンプ,1971-03-22,90.0
M558247,週刊少年チャンピオン 1971年 表示号数13,C120282,週刊少年チャンピオン,1971-03-22,80.0
M579258,週刊少年サンデー 1971年 表示号数13,C117607,週刊少年サンデー,1971-03-28,80.0
M537440,週刊少年マガジン 1971年 表示号数13,C119033,週刊少年マガジン,1971-03-28,80.0
M544773,週刊少年ジャンプ 1971年 表示号数14,C119459,週刊少年ジャンプ,1971-03-29,80.0
M558246,週刊少年チャンピオン 1971年 表示号数14,C120282,週刊少年チャンピオン,1971-03-29,90.0
M579257,週刊少年サンデー 1971年 表示号数14,C117607,週刊少年サンデー,1971-04-04,80.0
M537439,週刊少年マガジン 1971年 表示号数14,C119033,週刊少年マガジン,1971-04-04,90.0
M544772,週刊少年ジャンプ 1971年 表示号数15,C119459,週刊少年ジャンプ,1971-04-05,80.0
M558245,週刊少年チャンピオン 1971年 表示号数15,C120282,週刊少年チャンピオン,1971-04-05,90.0
M579256,週刊少年サンデー 1971年 表示号数16,C117607,週刊少年サンデー,1971-04-11,80.0
M537438,週刊少年マガジン 1971年 表示号数16,C119033,週刊少年マガジン,1971-04-11,90.0
M544771,週刊少年ジャンプ 1971年 表示号数16,C119459,週刊少年ジャンプ,1971-04-12,80.0
M558244,週刊少年チャンピオン 1971年 表示号数16,C120282,週刊少年チャンピオン,1971-04-12,90.0
M579255,週刊少年サンデー 1971年 表示号数17,C117607,週刊少年サンデー,1971-04-18,80.0
M537437,週刊少年マガジン 1971年 表示号数17,C119033,週刊少年マガジン,1971-04-18,90.0
M544770,週刊少年ジャンプ 1971年 表示号数17,C119459,週刊少年ジャンプ,1971-04-19,80.0
M558243,週刊少年チャンピオン 1971年 表示号数17,C120282,週刊少年チャンピオン,1971-04-19,90.0
M579254,週刊少年サンデー 1971年 表示号数18,C117607,週刊少年サンデー,1971-04-25,80.0
M537436,週刊少年マガジン 1971年 表示号数18,C119033,週刊少年マガジン,1971-04-25,90.0
M544769,週刊少年ジャンプ 1971年 表示号数18,C119459,週刊少年ジャンプ,1971-04-26,90.0
M558242,週刊少年チャンピオン 1971年 表示号数18,C120282,週刊少年チャンピオン,1971-04-26,90.0
M579253,週刊少年サンデー 1971年 表示号数19,C117607,週刊少年サンデー,1971-05-02,80.0
M537435,週刊少年マガジン 1971年 表示号数19,C119033,週刊少年マガジン,1971-05-02,80.0
M544768,週刊少年ジャンプ 1971年 表示号数19,C119459,週刊少年ジャンプ,1971-05-03,80.0
M558241,週刊少年チャンピオン 1971年 表示号数19,C120282,週刊少年チャンピオン,1971-05-03,90.0
M579252,週刊少年サンデー 1971年 表示号数20,C117607,週刊少年サンデー,1971-05-09,80.0
M537434,週刊少年マガジン 1971年 表示号数20,C119033,週刊少年マガジン,1971-05-09,80.0
M544767,週刊少年ジャンプ 1971年 表示号数20,C119459,週刊少年ジャンプ,1971-05-10,80.0
M558240,週刊少年チャンピオン 1971年 表示号数20,C120282,週刊少年チャンピオン,1971-05-10,90.0
M579250,週刊少年サンデー 1971年 表示号数21,C117607,週刊少年サンデー,1971-05-16,80.0
M537433,週刊少年マガジン 1971年 表示号数21,C119033,週刊少年マガジン,1971-05-16,80.0
M544766,週刊少年ジャンプ 1971年 表示号数21,C119459,週刊少年ジャンプ,1971-05-17,80.0
M558239,週刊少年チャンピオン 1971年 表示号数21,C120282,週刊少年チャンピオン,1971-05-17,90.0
M579249,週刊少年サンデー 1971年 表示号数22,C117607,週刊少年サンデー,1971-05-23,90.0
M537432,週刊少年マガジン 1971年 表示号数22,C119033,週刊少年マガジン,1971-05-23,90.0
M544765,週刊少年ジャンプ 1971年 表示号数22,C119459,週刊少年ジャンプ,1971-05-24,90.0
M558238,週刊少年チャンピオン 1971年 表示号数22,C120282,週刊少年チャンピオン,1971-05-24,90.0
M579248,週刊少年サンデー 1971年 表示号数23,C117607,週刊少年サンデー,1971-05-30,80.0
M537431,週刊少年マガジン 1971年 表示号数23,C119033,週刊少年マガジン,1971-05-30,90.0
M544764,週刊少年ジャンプ 1971年 表示号数23,C119459,週刊少年ジャンプ,1971-05-31,90.0
M558237,週刊少年チャンピオン 1971年 表示号数23,C120282,週刊少年チャンピオン,1971-05-31,90.0
M579247,週刊少年サンデー 1971年 表示号数24,C117607,週刊少年サンデー,1971-06-06,80.0
M537429,週刊少年マガジン 1971年 表示号数24,C119033,週刊少年マガジン,1971-06-06,80.0
M544763,週刊少年ジャンプ 1971年 表示号数24,C119459,週刊少年ジャンプ,1971-06-07,90.0
M558236,週刊少年チャンピオン 1971年 表示号数24,C120282,週刊少年チャンピオン,1971-06-07,90.0
M579246,週刊少年サンデー 1971年 表示号数25,C117607,週刊少年サンデー,1971-06-13,80.0
M537428,週刊少年マガジン 1971年 表示号数25,C119033,週刊少年マガジン,1971-06-13,80.0
M544762,週刊少年ジャンプ 1971年 表示号数25,C119459,週刊少年ジャンプ,1971-06-14,90.0
M558235,週刊少年チャンピオン 1971年 表示号数25,C120282,週刊少年チャンピオン,1971-06-14,90.0
M579245,週刊少年サンデー 1971年 表示号数26,C117607,週刊少年サンデー,1971-06-20,90.0
M537427,週刊少年マガジン 1971年 表示号数26,C119033,週刊少年マガジン,1971-06-20,80.0
M544761,週刊少年ジャンプ 1971年 表示号数26,C119459,週刊少年ジャンプ,1971-06-21,90.0
M558234,週刊少年チャンピオン 1971年 表示号数26,C120282,週刊少年チャンピオン,1971-06-21,90.0
M579244,週刊少年サンデー 1971年 表示号数27,C117607,週刊少年サンデー,1971-06-27,80.0
M537426,週刊少年マガジン 1971年 表示号数27,C119033,週刊少年マガジン,1971-06-27,80.0
M544760,週刊少年ジャンプ 1971年 表示号数27,C119459,週刊少年ジャンプ,1971-06-28,80.0
M558233,週刊少年チャンピオン 1971年 表示号数27,C120282,週刊少年チャンピオン,1971-06-28,90.0
M579243,週刊少年サンデー 1971年 表示号数28,C117607,週刊少年サンデー,1971-07-04,80.0
M537425,週刊少年マガジン 1971年 表示号数28,C119033,週刊少年マガジン,1971-07-04,80.0
M544759,週刊少年ジャンプ 1971年 表示号数28,C119459,週刊少年ジャンプ,1971-07-05,80.0
M558232,週刊少年チャンピオン 1971年 表示号数28,C120282,週刊少年チャンピオン,1971-07-05,90.0
M616728,週刊少年サンデー 1971年 表示号数29,C117607,週刊少年サンデー,1971-07-11,80.0
M537424,週刊少年マガジン 1971年 表示号数29,C119033,週刊少年マガジン,1971-07-11,80.0
M544758,週刊少年ジャンプ 1971年 表示号数29,C119459,週刊少年ジャンプ,1971-07-12,80.0
M558231,週刊少年チャンピオン 1971年 表示号数29,C120282,週刊少年チャンピオン,1971-07-12,90.0
M616729,週刊少年サンデー 1971年 表示号数30,C117607,週刊少年サンデー,1971-07-18,90.0
M537423,週刊少年マガジン 1971年 表示号数30,C119033,週刊少年マガジン,1971-07-18,80.0
M544757,週刊少年ジャンプ 1971年 表示号数30,C119459,週刊少年ジャンプ,1971-07-19,80.0
M558230,週刊少年チャンピオン 1971年 表示号数30,C120282,週刊少年チャンピオン,1971-07-19,90.0
M579241,週刊少年サンデー 1971年 表示号数31,C117607,週刊少年サンデー,1971-07-25,80.0
M537422,週刊少年マガジン 1971年 表示号数31,C119033,週刊少年マガジン,1971-07-25,80.0
M544756,週刊少年ジャンプ 1971年 表示号数31,C119459,週刊少年ジャンプ,1971-07-26,90.0
M558229,週刊少年チャンピオン 1971年 表示号数31,C120282,週刊少年チャンピオン,1971-07-26,90.0
M579240,週刊少年サンデー 1971年 表示号数32,C117607,週刊少年サンデー,1971-08-01,80.0
M537421,週刊少年マガジン 1971年 表示号数32,C119033,週刊少年マガジン,1971-08-01,80.0
M544755,週刊少年ジャンプ 1971年 表示号数32,C119459,週刊少年ジャンプ,1971-08-02,90.0
M558228,週刊少年チャンピオン 1971年 表示号数32,C120282,週刊少年チャンピオン,1971-08-02,90.0
M579239,週刊少年サンデー 1971年 表示号数33,C117607,週刊少年サンデー,1971-08-08,90.0
M537420,週刊少年マガジン 1971年 表示号数33,C119033,週刊少年マガジン,1971-08-08,80.0
M544754,週刊少年ジャンプ 1971年 表示号数33,C119459,週刊少年ジャンプ,1971-08-09,90.0
M558227,週刊少年チャンピオン 1971年 表示号数33,C120282,週刊少年チャンピオン,1971-08-09,90.0
M579238,週刊少年サンデー 1971年 表示号数34,C117607,週刊少年サンデー,1971-08-15,90.0
M537419,週刊少年マガジン 1971年 表示号数34,C119033,週刊少年マガジン,1971-08-15,90.0
M544753,週刊少年ジャンプ 1971年 表示号数34,C119459,週刊少年ジャンプ,1971-08-16,90.0
M558226,週刊少年チャンピオン 1971年 表示号数34,C120282,週刊少年チャンピオン,1971-08-16,90.0
M579237,週刊少年サンデー 1971年 表示号数35,C117607,週刊少年サンデー,1971-08-22,90.0
M537418,週刊少年マガジン 1971年 表示号数35,C119033,週刊少年マガジン,1971-08-22,90.0
M544752,週刊少年ジャンプ 1971年 表示号数35,C119459,週刊少年ジャンプ,1971-08-23,90.0
M558225,週刊少年チャンピオン 1971年 表示号数35,C120282,週刊少年チャンピオン,1971-08-23,90.0
M579236,週刊少年サンデー 1971年 表示号数36,C117607,週刊少年サンデー,1971-08-29,100.0
M537417,週刊少年マガジン 1971年 表示号数36,C119033,週刊少年マガジン,1971-08-29,100.0
M544751,週刊少年ジャンプ 1971年 表示号数36,C119459,週刊少年ジャンプ,1971-08-30,90.0
M558224,週刊少年チャンピオン 1971年 表示号数36,C120282,週刊少年チャンピオン,1971-08-30,90.0
M579235,週刊少年サンデー 1971年 表示号数37,C117607,週刊少年サンデー,1971-09-05,90.0
M537416,週刊少年マガジン 1971年 表示号数37,C119033,週刊少年マガジン,1971-09-05,100.0
M544750,週刊少年ジャンプ 1971年 表示号数37,C119459,週刊少年ジャンプ,1971-09-06,90.0
M558223,週刊少年チャンピオン 1971年 表示号数37,C120282,週刊少年チャンピオン,1971-09-06,90.0
M579234,週刊少年サンデー 1971年 表示号数38,C117607,週刊少年サンデー,1971-09-12,90.0
M537415,週刊少年マガジン 1971年 表示号数38,C119033,週刊少年マガジン,1971-09-12,90.0
M544749,週刊少年ジャンプ 1971年 表示号数38,C119459,週刊少年ジャンプ,1971-09-13,90.0
M558222,週刊少年チャンピオン 1971年 表示号数38,C120282,週刊少年チャンピオン,1971-09-13,90.0
M579233,週刊少年サンデー 1971年 表示号数39,C117607,週刊少年サンデー,1971-09-19,90.0
M537414,週刊少年マガジン 1971年 表示号数39,C119033,週刊少年マガジン,1971-09-19,90.0
M544748,週刊少年ジャンプ 1971年 表示号数39,C119459,週刊少年ジャンプ,1971-09-20,90.0
M558221,週刊少年チャンピオン 1971年 表示号数39,C120282,週刊少年チャンピオン,1971-09-20,90.0
M579232,週刊少年サンデー 1971年 表示号数40,C117607,週刊少年サンデー,1971-09-26,90.0
M537413,週刊少年マガジン 1971年 表示号数40,C119033,週刊少年マガジン,1971-09-26,90.0
M544747,週刊少年ジャンプ 1971年 表示号数40,C119459,週刊少年ジャンプ,1971-09-27,90.0
M558220,週刊少年チャンピオン 1971年 表示号数40,C120282,週刊少年チャンピオン,1971-09-27,90.0
M579231,週刊少年サンデー 1971年 表示号数41,C117607,週刊少年サンデー,1971-10-03,90.0
M537412,週刊少年マガジン 1971年 表示号数41,C119033,週刊少年マガジン,1971-10-03,90.0
M544746,週刊少年ジャンプ 1971年 表示号数41,C119459,週刊少年ジャンプ,1971-10-04,90.0
M558219,週刊少年チャンピオン 1971年 表示号数41,C120282,週刊少年チャンピオン,1971-10-04,90.0
M579230,週刊少年サンデー 1971年 表示号数42,C117607,週刊少年サンデー,1971-10-10,90.0
M537411,週刊少年マガジン 1971年 表示号数42,C119033,週刊少年マガジン,1971-10-10,90.0
M544745,週刊少年ジャンプ 1971年 表示号数42,C119459,週刊少年ジャンプ,1971-10-11,90.0
M558218,週刊少年チャンピオン 1971年 表示号数42,C120282,週刊少年チャンピオン,1971-10-11,90.0
M579229,週刊少年サンデー 1971年 表示号数43,C117607,週刊少年サンデー,1971-10-17,90.0
M537410,週刊少年マガジン 1971年 表示号数43,C119033,週刊少年マガジン,1971-10-17,90.0
M544744,週刊少年ジャンプ 1971年 表示号数43,C119459,週刊少年ジャンプ,1971-10-18,90.0
M558217,週刊少年チャンピオン 1971年 表示号数43,C120282,週刊少年チャンピオン,1971-10-18,90.0
M579228,週刊少年サンデー 1971年 表示号数44,C117607,週刊少年サンデー,1971-10-24,90.0
M537409,週刊少年マガジン 1971年 表示号数44,C119033,週刊少年マガジン,1971-10-24,90.0
M544743,週刊少年ジャンプ 1971年 表示号数44,C119459,週刊少年ジャンプ,1971-10-25,90.0
M558215,週刊少年チャンピオン 1971年 表示号数44,C120282,週刊少年チャンピオン,1971-10-25,90.0
M579227,週刊少年サンデー 1971年 表示号数45,C117607,週刊少年サンデー,1971-10-31,90.0
M537408,週刊少年マガジン 1971年 表示号数45,C119033,週刊少年マガジン,1971-10-31,90.0
M544742,週刊少年ジャンプ 1971年 表示号数45,C119459,週刊少年ジャンプ,1971-11-01,90.0
M558214,週刊少年チャンピオン 1971年 表示号数45,C120282,週刊少年チャンピオン,1971-11-01,90.0
M579226,週刊少年サンデー 1971年 表示号数46,C117607,週刊少年サンデー,1971-11-07,90.0
M537407,週刊少年マガジン 1971年 表示号数46,C119033,週刊少年マガジン,1971-11-07,90.0
M544741,週刊少年ジャンプ 1971年 表示号数46,C119459,週刊少年ジャンプ,1971-11-08,90.0
M558213,週刊少年チャンピオン 1971年 表示号数46,C120282,週刊少年チャンピオン,1971-11-08,90.0
M579225,週刊少年サンデー 1971年 表示号数47,C117607,週刊少年サンデー,1971-11-14,90.0
M537406,週刊少年マガジン 1971年 表示号数47,C119033,週刊少年マガジン,1971-11-14,90.0
M544740,週刊少年ジャンプ 1971年 表示号数47,C119459,週刊少年ジャンプ,1971-11-15,
M558212,週刊少年チャンピオン 1971年 表示号数47,C120282,週刊少年チャンピオン,1971-11-15,90.0
M579224,週刊少年サンデー 1971年 表示号数48,C117607,週刊少年サンデー,1971-11-21,90.0
M537405,週刊少年マガジン 1971年 表示号数48,C119033,週刊少年マガジン,1971-11-21,90.0
M544739,週刊少年ジャンプ 1971年 表示号数48,C119459,週刊少年ジャンプ,1971-11-22,90.0
M558211,週刊少年チャンピオン 1971年 表示号数48,C120282,週刊少年チャンピオン,1971-11-22,90.0
M579189,週刊少年サンデー 1971年 表示号数49,C117607,週刊少年サンデー,1971-11-28,90.0
M537404,週刊少年マガジン 1971年 表示号数49,C119033,週刊少年マガジン,1971-11-28,90.0
M544738,週刊少年ジャンプ 1971年 表示号数49,C119459,週刊少年ジャンプ,1971-11-29,90.0
M558210,週刊少年チャンピオン 1971年 表示号数49,C120282,週刊少年チャンピオン,1971-11-29,90.0
