acid,acname,初回放送日,アニメ各話数,作品名の文字数
C15282,カネコさん,2014-02-02,1,5
C15283,（仮）兎[カリウサギ] マサル 笑う夜には福来たるって マジっすか!?,2014-02-01,16,35
C15284,がんばれ! ルル ロロ TINY★TWIN★BEARS[第2期],2014-09-25,14,32
C15285,貴族小学生 アントワネットちゃん,2014-04-27,2,16
C15286,キョートカクテル [第1期],2014-09-16,16,14
C15287,きょうの料理 ビギナーズ [第8期],2014-03-31,72,18
C15288,きらめけ!! メガネボーイ,2014-05-01,36,13
C15329,GREGORY HORROR SHOW THE BLOODY KARTE,2001-04-07,12,36
C15330,[サンリオアニメ 世界名作劇場],2001-04-03,39,16
C15333,reckless bear,2001-11-05,4,13
C15334,THE CUCUMBERS!,2002-02-05,2,14
C15339,バットマン ザ・フューチャー,2002-02-08,30,14
C15340,PiNMeN,2002-06-05,12,6
C15341,スパイダーマン [2004年版・合作],2004-06-19,53,19
C15342,スマアニメ SPECIAL,2004-03-24,5,13
C15343,超生命体トランスフォーマー ビーストウォーズ リターンズ,2004-11-06,26,28
C15344,のってけエクスプレッツ,2004-04-18,26,11
C15345,ハウス・オブ・マウス ～ミッキーと ディズニーのなかまたち～,2004-06-18,1,30
C15346,[ペコラ],2004-02-13,1,5
C15347,GANTZ※,2004-12-21,2,6
C15349,超ぽじてぃぶ! ファイターズ 闘魂野球伝,2004-12-05,16,20
C15350,魔豆奇伝 パンダリアン,2005-01-08,26,11
C15351,プロジェクト パポ,2006-01-25,26,9
C15352,ウサビッチ[シーズン3],2008-10-14,13,12
C15355,ドラゴンボール改[第2期],2014-04-06,61,13
C15357,目玉焼きの黄身、いつつぶす？,2014-08-05,4,14
C15360,[デビクロってなに?],2014-11-06,3,11
C15361,Bonjour♪ 　恋味パティスリ～,2014-10-11,9,18
C15362,Calimro カリメロ,2014-10-07,78,12
C15363,CARDFIGHT!! ヴァンガードG,2014-10-26,48,19
C15364,Fate/stay night [Unlimited Blade Works]　[第1期],2014-10-05,13,45
C15365,G[Gundam]のレコンギスタ,2014-10-03,26,16
C15366,GARO 炎の刻印,2014-10-04,25,9
C15367,GF ガールフレンド（仮）,2014-10-06,13,13
C15368,Hi☆sCoool! セハガ～ル,2014-10-08,13,16
C15370,selector spread　WIXOSS,2014-10-04,12,22
C15371,SHIRO BAKO,2014-10-09,24,10
C15373,アニメ おしりかじり虫　[第3期],2014-10-06,10,17
C15374,オオカミ少女 と 黒王子,2014-10-05,13,12
C15375,おまけアニメ ゆるがろ ララフォンソのドキドキティータイム,2014-10-17,11,29
C15376,オレん家のフロ事情,2014-10-06,13,9
C15377,ガンダム ビルドファイターズトライ,2014-10-08,25,17
C15378,ぐらP＆ろで夫　[第1期],2014-10-20,10,13
C15379,グリザイアの果実,2014-10-05,13,8
C15380,クロスアンジュ 天使と竜の輪舞[ロンド],2014-10-05,25,20
C15381,こんな私たちがなりゆきでヒロインになった結果www なりヒロ,2014-10-07,12,30
C15382,デンキ街の本屋さん,2014-10-02,31,9
C15383,トリニティセブン,2014-10-08,12,8
C15384,ナノ・インベーダーズ,2014-10-10,12,10
C15385,俺、ツインテールに なります。,2014-10-10,12,15
C15386,怪盗ジョーカー MYSTERIOUS JOKER,2014-10-06,12,24
C15387,棺姫のチャイカ -- AVENGING BATTLE --,2014-10-09,10,29
C15388,甘城ブリリアント パーク,2014-10-03,13,12
C15389,寄生獣 セイの格率,2014-10-09,24,9
C15390,暁のヨナ -The girl standing　 in the blush of dawn-,2014-10-08,24,46
C15391,繰繰れ!コックリさん,2014-10-06,12,10
C15392,結城友奈は勇者である,2014-10-17,12,10
C15393,黒魔法少女 ワリー,2013-12-01,10,9
C15394,山賊の娘ローニャ,2014-10-04,27,8
C15395,四月は君の嘘　I met the girl　 under full-bloomed cherry　 blossoms. and my fate has　 begun to change.,2014-10-10,22,93
C15396,七つの大罪 The Seven Deadly Sins,2014-10-05,25,27
C15397,失われた未来を求めて A* la recherche du futur perdu,2014-10-04,12,41
C15398,弱虫ペダル GRANDE ROAD,2014-10-07,24,17
C15399,神撃のバハムート GENESIS,2014-10-06,13,16
C15400,接続無用,2014-12-03,4,4
C15401,大図書館の羊飼い a good librarian　like a good shepherd,2014-10-02,13,46
C15402,旦那が何を言っているかわからない件,2014-10-03,13,17
C15403,天体のメソッド,2014-10-05,13,7
C15404,島耕作のアジア立志伝　[第4期],2014-11-07,2,16
C15405,曇天に笑う,2014-10-04,12,5
C15406,魔弾の王と戦姫[ヴァナディーズ],2014-10-04,13,16
C15407,脇役目線 主客逆転! 教訓体感アニメ　[シリーズ],2014-11-02,4,25
C15408,蟲師 [続章][後半],2014-10-02,11,11
C15410,雨色ココア RAINY COCOA,2015-04-05,13,17
C15411,ΛLDNOΛH.ZERO[第2期],2015-01-04,13,17
C15412,VAMPIRE HOLMES,2015-04-04,12,14
C15413,うたの☆プリンスさまっ♪ マジ LOVE レボリューションズ,2015-04-05,13,30
C15414,うらわの調*ちゃん[うさぎ],2015-04-10,12,14
C15415,えとたま 干支魂,2015-04-09,12,8
C15416,終わりのセラフ,2015-04-04,12,7
C15417,怪 盗 ジョーカー MYSTERIOUS JOKER[第2期],2015-04-06,13,31
C15418,Gunslinger Stratos ―― THE ANIMATION ―,2015-04-04,12,37
C15419,キュートランスフォーマー 帰ってきたコンボイの謎*,2015-01-06,13,25
C15420,グリザイアの楽園,2015-04-19,10,8
C15421,黒子の バスケ[第3期],2015-01-11,25,12
C15422,血液型くん! 2,2015-01-08,24,8
C15423,血界戦線,2015-04-05,13,4
C15424,攻殻機動隊 ARISE ALTERNATIVE ARCHITECTURE,2015-04-05,12,36
C15425,シドニアの騎士 第九惑星戦役,2015-04-11,12,14
C15426,少年ハリウッド - HOLLY STAGE FOR 50 -,2015-01-10,13,30
C15427,SHOW BY ROCK!!,2015-04-05,12,14
C15428,蒼穹のファフナー Dead Aggressor EXODUS,2015-01-09,13,30
C15429,高宮なすのです! てーきゅうスピンオフ,2015-04-07,12,19
C15430,てさぐれ! 部活もの すぴんおふ プルプルんシャルム と遊ぼう,2015-04-05,12,31
C15431,DOG DAYS'',2015-01-11,12,10
C15432,トリアージX[イクス],2015-04-09,10,11
C15433,長門有希ちゃんの消失,2015-04-04,16,10
C15434,ニセコイ:,2015-04-08,13,5
C15435,にゅるにゅる!! KAKUSENくん 2期,2015-04-06,13,21
C15436,忍たま 乱太郎[第23期],2015-03-30,70,13
C15437,ハイスクール DXD BorN,2015-04-04,12,15
C15438,ハロー!! きんいろモザイク,2015-04-06,12,14
C15439,ぱんきす! 2次元,2015-01-08,24,9
C15440,パンチ ライン,2015-04-10,12,7
C15441,響け♪ ユーフォニアム Sound! Euhonium,2015-04-08,13,27
C15442,Fate ／ stay night [Unlinited Blade Works][第2期],2015-04-05,13,46
C15443,プラスティック メモリーズ,2015-04-09,13,13
C15444,放課後のプレアデス,2015-04-13,12,9
C15445,魔法少女 リリカル なのは☆ ViVid,2015-04-03,13,20
C15446,ミカグラ学園組曲,2015-04-07,12,8
C15447,みんな集まれ! ファルコム 学園 SC,2015-01-04,13,19
C15448,やはり俺の 青春ラブコメは まちがっている。 ― 続 ―,2015-04-03,13,28
C15449,ISUCA,2015-01-24,10,5
C15450,神様 はじめました ◎,2015-01-06,12,11
C15451,艦隊これくしょん 艦 これ Fleet Girls Collection KanColle Animation Sequence,2015-01-08,12,64
C15452,幸×腹 グラフィティ,2015-01-09,12,10
C15453,THE iDOLM＠STER シンデレラガールズ［第１期］,2015-01-03,15,29
C15454,銃皇無尽の ファフニール,2015-01-09,12,12
C15455,"純潔のマリア Soriérede Gré, Pucelle de Force",2015-01-11,12,38
C15456,ジョジョの 奇妙な冒険 スターダスト クルセイダース ［エジプト編］,2015-01-10,24,34
C15457,新妹魔王の契約者[テスタメント],2015-01-08,12,16
C15458,アブソリュート・ デュオ,2015-01-04,12,12
C15459,暗殺教室,2015-01-10,22,4
C15460,おじゃる丸［第18期］,2015-04-01,63,11
C15461,冴えない彼女*の 育てかた[ヒロイン],2015-01-09,13,19
C15462,聖剣使いの 禁呪詠唱[ワールドブレイク],2015-01-14,12,20
C15463,青春[アオハル]×機関銃,2015-07-03,13,12
C15464,赤髪の白雪姫[第1期],2015-07-13,12,11
C15465,アクエリオン ロゴス,2015-07-04,26,10
C15466,アニメ 怪獣酒場 カンパーイ!,2015-07-07,13,15
C15467,アルスラーン 戦記 THE HEROIC LEGEND OF ARSLAN,2015-04-05,26,37
C15468,VENUS PROJECT ―CLIMAX―,2015-07-05,12,22
C15469,うーさーの その日暮らし 夢幻編,2015-07-03,13,16
C15470,うしおととら,2015-07-03,26,6
C15471,英国一家、 日本を食べる Sushi and Beyond,2015-04-05,25,29
C15472,おくさまが 生徒会長！,2015-07-02,12,11
C15473,OVERLORD,2015-07-07,13,8
C15474,おまかせ! みらくるキャット団,2015-03-31,32,15
C15475,GANGSTA.,2015-07-05,13,8
C15476,キュートランスフォーマー さらなる人気者への道,2015-07-06,13,23
C15477,境界の RINNE,2015-03-22,26,9
C15478,銀魂゜,2015-04-08,54,3
C15479,空戦魔導士 候補生の教官,2015-07-10,12,12
C15480,くつだる。[第2期],2015-04-01,16,10
C15481,CLASSROOM CRISIS,2015-07-04,13,16
C15482,ケイオスドラゴン 赤竜戦役,2015-07-02,12,13
C15483,GATE 自衛隊 彼の地にて、斯く戦えり,2015-07-04,12,20
C15484,GOD EATER,2015-06-28,14,9
C15485,GON[第2期],2015-04-04,26,8
C15486,ジュエルペット Magical Change,2015-04-04,70,22
C15487,純情ロマンチカ3,2015-07-10,12,8
C15488,城下町の ダンデライオン,2015-07-03,23,12
C15489,食戟 の ソーマ,2015-04-04,25,8
C15490,洲崎西 THE ANIMATION,2015-07-08,13,17
C15491,戦姫絶唱 シンフォギアGX,2015-07-04,13,13
C15492,創勢の アクエリオン EVOL,2015-07-04,1,15
C15493,それが声優！,2015-07-10,13,6
C15494,ダイヤのA[エース] -SECOND SEASON-,2015-04-06,63,26
C15495,"DiABOLiK LOVERS MORE, BLOOD",2014-09-24,14,27
C15496,てーきゅう[第5期],2015-07-07,12,10
C15497,デュエル・マスターズVSR,2015-04-05,51,13
C15498,デュラララ!!×2転,2015-07-05,12,10
C15499,電波教師 HE IS AN ULTIMATE TEACHER,2015-04-04,24,30
C15500,DRAGON BALL 超[スーパー],2015-07-05,72,19
C15501,To LOVEる ダークネス2nd,2015-07-07,15,17
C15502,トランスフォーマー アドベンチャー[第1期],2015-03-15,13,22
C15503,トランスフォーマー アドベンチャー[第2期],2015-09-20,13,22
C15504,バトルスピリッツ 烈火魂[バーニングソウル],2015-04-01,51,22
C15505,BIKINI WARRIORS,2015-07-08,12,15
C15506,フューチャーカード バディファイト 100[HUNDRED],2015-04-11,50,30
C15507,ベイビーステップ[第2期],2015-03-22,26,13
C15508,枕男子[まくらのだんし],2015-07-14,12,12
C15509,ミス・モノクローム -The Animation- 2,2015-07-03,13,27
C15510,ミリオンドール,2015-06-30,13,7
C15511,六花の勇者,2015-07-05,12,5
C15512,WORKING!!!,2015-07-07,13,10
C15513,ワカコ酒,2015-07-05,13,4
C15514,キリン ザ ヌープ,2014-02-06,2,9
C15515,銀河特急 イチジョウマン 7,2014-04-13,35,14
C15516,ぐでたま,2014-03-31,432,4
C15517,Go!Go! 家電男子[第1期],2013-12-03,12,16
C15518,Go!Go! 家電男子[第2期],2013-12-02,69,16
C15519,コロッケトーサンがいく,2014-01-12,6,11
C15520,コンパクト もののくま,2013-12-06,92,11
C15521,The Sushitown あるスシのくらし,2014-04-05,72,22
C15522,深海魚,2014-03-16,5,3
C15523,すすめ! キッチン戦隊 クックルン[第2期],2014-03-31,62,22
C15524,Go! プリンセスプリキュア,2015-02-01,46,14
C15525,こにぎり くん,2015-02-20,2,7
C15527,戦国無双,2015-01-12,12,4
C15529,だんちがい,2015-07-03,13,5
C15530,蒼穹のファフナーDead Aggressor EXODUS[第2期],2015-10-03,26,34
C15531,対魔導学園35試験小隊,2015-10-08,24,11
C15532,Dance with Devils,2015-10-07,24,17
C15533,ちょぼらうにょぽみ劇場～新章～不思議なソメラ ちゃん,2015-09-30,26,26
C15534,DD北斗の拳 2イチゴ味+[プラス],2015-10-07,72,18
C15535,[せかいのおはなし シリーズ],2014-03-10,2,15
C15536,大怪獣ラッシュ ULTRA FRONTIER[第2期],2014-06-24,9,27
C15537,鷹の爪 EX[エクストリーム],2014-04-11,32,15
C15538,★ 時をかけるギャル ★ トキコ,2014-03-02,5,16
C15539,猫のダヤン,2014-04-26,34,5
C15540,猫 ピッチャー,2014-05-03,28,7
C15541,野 良 ス コ,2014-05-06,32,7
C15542,爆笑お笑いコンビ ツルとカメ,2014-08-17,3,14
C15543,パックワールド,2014-04-05,36,7
C15544,はなかっぱ[第5期],2014-03-31,57,10
C15545,fran❤cesca [フ ラ ン チェ ス カ],2014-07-07,24,25
C15546,みんなだいすき そらジロー,2013-12-03,158,13
C15547,迷宮家族Ⅱ,2014-04-01,30,5
C15549,森の人と 小てんぐちゃん,2014-03-07,1,12
C15550,LOVELY❤MOVIE いとしの ムーコ Lovely Muuuuuuuco! Season 2,2014-04-27,22,49
C15552,みんな集まれ! ファルコム 学園,2014-01-05,13,16
C15553,蟲 師 [続章][特別篇],2014-08-20,1,13
C15554,めいたんてい ラスカル,2014-01-09,12,11
C15555,もっふり モフ☆モフ,2014-04-08,25,10
C15556,闇 芝* 居[第2期],2014-07-07,13,11
C15557,落第騎士の 英雄譚[キャバルリィ]A TALE OF WORST ONE,2015-10-03,24,36
C15558,ランス アンドマスクスKnights of the World.,2015-10-02,24,32
C15559,ONE PUNCH MAN ワンパンマン,2015-10-05,24,20
C15560,ONE PIECEアドベンチャー オブ ネブランディア,2015-12-19,1,27
C15561,新妹魔王の契約者[テスタメント] BURST,2015-10-11,20,22
C15562,てーきゅう[第6期],2015-10-06,26,10
C15563,猫なんかよんでもこない。,2015-10-03,12,12
C15564,猫のダヤン日本へ行く,2015-10-17,23,10
C15565,ワールド フール ニュース,2014-04-17,13,13
C15568,株式会社きゅーか くさなぎ社長と秘書ロジコマ,2014-01-28,10,22
C15569,監督不行届,2014-04-04,13,5
C15570,君はバイシクル 私はトレインでGO HOME,2014-08-28,2,22
C15571,昆虫物語 てんとうむChu! と みつばちハッChu!,2014-04-29,10,27
C15572,サムソンの ダジャレDE英単語,2013-12-02,14,15
C15573,島耕作の アジア立志伝 [第3期],2014-08-17,2,17
C15574,シュガー** ソルジャー,2014-01-14,3,12
C15575,スミ子,2014-07-04,8,3
C15577,ダダダダ ダディーマン,2014-04-06,3,11
C15578,地下すぎアイドル あかえ ちゃん,2014-01-07,12,16
C15579,超ゼンマイロボ パトラッシュ,2013-12-07,13,14
C15581,ナンダカ ベロニカ,2014-03-10,10,9
C15583,バキバキ モンスター,2014-05-26,17,10
C15585,ハルマゲ丼の 地球侵略,2013-12-08,6,11
C15586,不思議の国のロンリ劇場,2014-04-29,9,11
C15588,みならい ディーバ （※生アニメ）,2014-07-14,10,17
C15589,ゆうとくんがいく,2013-12-06,1,8
C15591,ロマンチカ クロック,2014-01-28,3,10
C15592,脇役目線 主客逆転! 教訓体感アニメ [パイロット版],2014-05-11,3,27
C15593,わし*も[第1期],2014-03-10,10,9
C15595,島耕作の アジア立志伝 新春スペシャル 世界と戦う日本の長期戦略とは? 島耕作のアジア立志伝シンポジウム,2014-01-02,2,52
C15597,100分 de 名著 新春スペシャル 100分 de 幸福論,2014-01-02,4,30
C15598,ウサビッチ[ZERO],2015-04-10,14,11
C15599,うわばき クック,2015-01-05,13,8
C15600,オシリスの天秤,2015-09-23,10,7
C15601,【オレアレ】,2015-08-17,5,6
C15602,キョートカクテル Season 2,2015-05-16,18,17
C15603,金 夜 安部 礼司 ～平均的サラリーマンの異常な日常～,2015-07-04,5,27
C15604,Good Morning!!! DORONJO,2016-01-05,58,23
C15605,暗闇三太,2015-07-05,13,4
C15606,けいとのようせい ニットとウール,2015-08-24,2,16
C15607,極道酒場 でんでん ～極道大戦争外伝～,2015-06-06,3,19
C15608,探偵歌劇 ミルキィホームズ TD,2015-01-03,12,16
C15610,デス・パレード,2015-01-10,12,7
C15611,出番ですよ! オニギリズ,2015-05-30,6,12
C15612,デュラララ!!×2承,2015-01-11,12,10
C15613,ドアマイガーD,2015-01-05,13,7
C15614,東京乙女 レストラン 乙レス SD[サイドディシュ][第1期],2015-04-01,12,31
C15615,東京喰種 トーキョーグール √A,2015-01-09,12,16
C15616,どれみ えーる,2015-08-11,5,7
C15619,のんのんびより りぴーと,2015-06-16,15,12
C15620,ハッピー ジョージ,2016-01-08,15,9
C15621,はなかっぱ[第6期],2015-03-30,58,10
C15623,ビーズの森の らびぃ,2015-03-20,1,10
C15624,ピカイア![シリーズ],2015-04-29,13,11
C15625,美男 高校 地球防衛部 LOVE!,2015-01-07,12,17
C15626,干物妹[ひもうと]! うまるちゃん,2015-07-13,12,17
C15627,ふうせんいぬ ティニー[第2期],2016-01-08,12,16
C15628,Fate/kaleid liner プリズマ ★イリヤ 2wei Herz!,2015-07-25,10,38
C15630,ブーブーボーイ,2015-07-04,16,7
C15631,監獄 学園[プリズンスクール],2015-07-11,12,15
C15633,本当にあった 動物影絵館,2015-09-29,5,12
C15634,みりたり！,2015-01-02,13,5
C15635,モンスター 娘のいる日常,2015-07-08,12,12
C15636,ユリ熊嵐 LOVE BULLET・YURIKUMA ARASHI,2015-01-07,13,32
C15637,夜ノヤッターマン,2015-01-06,13,8
C15638,乱歩奇譚 Game of Laplace,2015-07-03,11,20
C15641,私たちが プロポーズ されないのには 101の理由が あってだな Season 2,2015-09-30,1,41
C15656,青春[アオハル]×機関銃[特別編],2015-12-25,2,17
C15657,雨色ココアRAINY COCOA Rainy colorへようこそ!,2015-10-04,26,34
C15658,アニメおしりかじり虫[第4期],2015-10-05,20,15
C15659,VALKYRIEDRIVE MERMAID,2015-10-10,24,21
C15660,俺がお嬢様学校に「庶民サンプル」 としてゲッツ❤された件,2015-10-07,24,28
C15661,終わりのセラフ名古屋決戦編,2015-10-03,26,13
C15662,温泉幼精ハコネちゃん,2015-10-04,26,10
C15663,学戦都市 アスタリスクTHE ASTERISK WARThe Academy City on the Water[第1期],2015-10-08,24,61
C15664,影鰐KAGEWANI,2015-10-02,26,10
C15665,K RETURN OF KINGS,2015-10-03,26,17
C15666,ご注文はうさぎですか??,2015-10-10,24,12
C15667,コメットルシファーNOW ADVENTURE BEGINS-WITH YOU. FRIENDSAND OUR DESTINY.,2015-10-07,24,63
C15668,小森さんは断れない!,2015-10-04,26,10
C15669,コンクリート・レボルティオ超人幻想,2015-10-04,26,17
C15670,櫻子さんの足下には 死体が埋まっている,2015-10-08,24,19
C15671,Steins;Gate[第23話（β） 改変版],2015-12-03,4,24
C15672,進撃!巨人中学校attack on titan : juniorhigh!,2015-10-04,27,37
C15673,- スタミュ -高校星歌劇,2015-10-06,24,13
C15674,すべてがFになる,2015-10-09,22,8
