マンガ作品ID,マンガ各話ID,掲載日,掲載位置,アニメ化,マンガ雑誌名
C112726,CE184963,2015-12-23,0.1629464285714285,False,週刊少年サンデー
C112726,CE184990,2016-01-06,0.2069767441860465,False,週刊少年サンデー
C112726,CE185019,2016-01-20,0.3606194690265487,False,週刊少年サンデー
C112726,CE185043,2016-01-27,0.2872807017543859,False,週刊少年サンデー
C112726,CE185062,2016-02-03,0.0782997762863534,False,週刊少年サンデー
C112726,CE185105,2016-02-10,0.7351694915254238,False,週刊少年サンデー
C112726,CE185121,2016-02-17,0.2977272727272727,False,週刊少年サンデー
C112729,CE185450,2016-05-25,0.0056710775047258,False,週刊少年サンデー
C112729,CE185489,2016-06-01,0.2084130019120459,False,週刊少年サンデー
C112729,CE185519,2016-06-08,0.2607802874743326,False,週刊少年サンデー
C112729,CE185547,2016-06-15,0.18580375782881,False,週刊少年サンデー
C112729,CE185580,2016-06-22,0.4004282655246253,False,週刊少年サンデー
C112729,CE185600,2016-06-29,0.0710172744721689,False,週刊少年サンデー
C112729,CE185626,2016-07-06,0.0067415730337078,False,週刊少年サンデー
C112729,CE185666,2016-07-13,0.5875831485587583,False,週刊少年サンデー
C112731,CE181379,2015-07-29,0.35,False,週刊少年サンデー
C112731,CE181420,2015-08-05,0.8523622047244095,False,週刊少年サンデー
C112731,CE181454,2015-08-19,0.9027777777777778,False,週刊少年サンデー
C112731,CE181479,2015-08-26,0.8119834710743802,False,週刊少年サンデー
C112731,CE181512,2015-09-02,0.984375,False,週刊少年サンデー
C112731,CE181534,2015-09-09,0.7884615384615384,False,週刊少年サンデー
C112731,CE181550,2015-09-16,0.274703557312253,False,週刊少年サンデー
C112731,CE181594,2015-09-23,0.5844444444444444,False,週刊少年サンデー
C112735,CE181557,2015-09-16,0.4881422924901186,False,週刊少年サンデー
C112735,CE181558,2015-09-16,0.5,False,週刊少年サンデー
C112735,CE181559,2015-09-16,0.5039525691699605,False,週刊少年サンデー
C112735,CE181560,2015-09-16,0.525691699604743,False,週刊少年サンデー
C112735,CE181561,2015-09-16,0.5335968379446641,False,週刊少年サンデー
C112735,CE181562,2015-09-16,0.5454545454545454,False,週刊少年サンデー
C112735,CE181563,2015-09-16,0.5533596837944664,False,週刊少年サンデー
C112735,CE181564,2015-09-16,0.5652173913043478,False,週刊少年サンデー
C112738,CE185315,2016-04-06,0.9757174392935982,False,週刊少年サンデー
C112738,CE185316,2016-04-06,0.9889624724061812,False,週刊少年サンデー
C112738,CE185340,2016-04-13,0.988558352402746,False,週刊少年サンデー
C112738,CE185365,2016-04-20,0.988399071925754,False,週刊少年サンデー
C112738,CE185390,2016-04-27,0.99009900990099,False,週刊少年サンデー
C112738,CE185418,2016-05-11,0.98989898989899,False,週刊少年サンデー
C112738,CE185449,2016-05-18,0.9889135254988912,False,週刊少年サンデー
C112738,CE185480,2016-05-25,0.9905482041587902,False,週刊少年サンデー
C112743,CE185239,2016-03-23,0.0066079295154185,False,週刊少年サンデー
C112743,CE185265,2016-03-30,0.006787330316742,False,週刊少年サンデー
C112743,CE185292,2016-04-06,0.1169977924944812,False,週刊少年サンデー
C112743,CE185322,2016-04-13,0.2494279176201373,False,週刊少年サンデー
C112743,CE185341,2016-04-20,0.0116009280742459,False,週刊少年サンデー
C112743,CE185369,2016-04-27,0.2514851485148515,False,週刊少年サンデー
C112743,CE185398,2016-05-11,0.2848484848484848,False,週刊少年サンデー
C112743,CE185431,2016-05-18,0.3082039911308204,False,週刊少年サンデー
C112745,CE184905,2015-12-02,0.394273127753304,False,週刊少年サンデー
C112745,CE187340,2016-10-26,0.0321361058601134,False,週刊少年サンデー
C112745,CE187369,2016-11-02,0.1192214111922141,False,週刊少年サンデー
C112745,CE187394,2016-11-09,0.2609699769053117,False,週刊少年サンデー
C112745,CE187420,2016-11-16,0.3704600484261501,False,週刊少年サンデー
C112745,CE187436,2016-11-22,0.0769230769230769,False,週刊少年サンデー
C112745,CE189514,2016-11-30,0.4219114219114219,False,週刊少年サンデー
C112745,CE189539,2016-12-07,0.4663573085846867,False,週刊少年サンデー
C112746,CE181736,2015-11-04,0.2692307692307692,False,週刊少年サンデー
C112746,CE181760,2015-11-11,0.3295454545454545,False,週刊少年サンデー
C112746,CE181782,2015-11-18,0.3,False,週刊少年サンデー
C112746,CE181807,2015-11-25,0.3773148148148148,False,週刊少年サンデー
C112746,CE184912,2015-12-02,0.7422907488986784,False,週刊少年サンデー
C112746,CE184936,2015-12-09,0.7606635071090048,False,週刊少年サンデー
C112746,CE184959,2015-12-16,0.8951219512195122,False,週刊少年サンデー
C112746,CE184982,2015-12-23,0.8950892857142857,False,週刊少年サンデー
C112747,CE181659,2015-10-14,0.0372807017543859,False,週刊少年サンデー
C112747,CE181685,2015-10-21,0.108294930875576,False,週刊少年サンデー
C112747,CE181715,2015-10-28,0.3149779735682819,False,週刊少年サンデー
C112747,CE181734,2015-11-04,0.1877828054298642,False,週刊少年サンデー
C112747,CE181764,2015-11-11,0.5204545454545455,False,週刊少年サンデー
C112747,CE181781,2015-11-18,0.2560975609756097,False,週刊少年サンデー
C112747,CE181805,2015-11-25,0.2800925925925926,False,週刊少年サンデー
C112747,CE184909,2015-12-02,0.6101321585903083,False,週刊少年サンデー
C112748,CE185061,2016-02-03,0.0067114093959731,False,週刊少年サンデー
C112748,CE185088,2016-02-10,0.1038135593220339,False,週刊少年サンデー
C112748,CE185089,2016-02-10,0.1419491525423729,False,週刊少年サンデー
C112748,CE185118,2016-02-17,0.175,False,週刊少年サンデー
C112748,CE185144,2016-02-24,0.2046413502109704,False,週刊少年サンデー
C112748,CE185170,2016-03-02,0.2117903930131004,False,週刊少年サンデー
C112748,CE185192,2016-03-09,0.1032110091743119,False,週刊少年サンデー
C112748,CE185220,2016-03-16,0.1728110599078341,False,週刊少年サンデー
C112750,CE184962,2015-12-23,0.0066964285714285,False,週刊少年サンデー
C112750,CE184992,2016-01-06,0.2906976744186046,False,週刊少年サンデー
C112750,CE185012,2016-01-20,0.1084070796460177,False,週刊少年サンデー
C112750,CE185050,2016-01-27,0.5942982456140351,False,週刊少年サンデー
C112750,CE185069,2016-02-03,0.3512304250559284,False,週刊少年サンデー
C112750,CE185102,2016-02-10,0.6207627118644068,False,週刊少年サンデー
C112750,CE185124,2016-02-17,0.4159090909090909,False,週刊少年サンデー
C112750,CE185151,2016-02-24,0.4535864978902953,False,週刊少年サンデー
C112751,CE185391,2016-05-11,0.0101010101010101,False,週刊少年サンデー
C112751,CE185392,2016-05-11,0.0626262626262626,False,週刊少年サンデー
C112751,CE185429,2016-05-18,0.2594235033259423,False,週刊少年サンデー
C112751,CE185430,2016-05-18,0.2860310421286031,False,週刊少年サンデー
C112751,CE185461,2016-05-25,0.3799621928166352,False,週刊少年サンデー
C112751,CE185493,2016-06-01,0.3804971319311663,False,週刊少年サンデー
C112751,CE185515,2016-06-08,0.1211498973305954,False,週刊少年サンデー
C112751,CE185550,2016-06-15,0.3194154488517745,False,週刊少年サンデー
C115378,CE186524,2016-08-03,0.3088888888888889,False,週刊少年マガジン
C115378,CE186544,2016-08-10,0.0705128205128205,False,週刊少年マガジン
C115378,CE186545,2016-08-10,0.0833333333333333,False,週刊少年マガジン
C115378,CE186574,2016-08-17,0.2866379310344827,False,週刊少年マガジン
C115378,CE186606,2016-08-31,0.575,False,週刊少年マガジン
C115378,CE186626,2016-09-07,0.2112970711297071,False,週刊少年マガジン
C115378,CE186652,2016-09-14,0.2780172413793103,False,週刊少年マガジン
C115378,CE186653,2016-09-14,0.2952586206896552,False,週刊少年マガジン
C115384,CE186152,2016-08-15,0.009861932938856,False,週刊少年ジャンプ
C115384,CE186180,2016-08-22,0.3232514177693761,False,週刊少年ジャンプ
C115384,CE186200,2016-09-05,0.3279678068410462,False,週刊少年ジャンプ
C115384,CE186226,2016-09-12,0.5646817248459959,False,週刊少年ジャンプ
C115384,CE186248,2016-09-19,0.5952848722986247,False,週刊少年ジャンプ
C115384,CE186271,2016-09-26,0.6864244741873805,False,週刊少年ジャンプ
C115384,CE186295,2016-10-03,0.7142857142857143,False,週刊少年ジャンプ
C115384,CE186308,2016-10-10,0.2668024439918534,False,週刊少年ジャンプ
C115388,CE186592,2016-08-31,0.0211538461538461,False,週刊少年マガジン
C115388,CE186627,2016-09-07,0.2238493723849372,False,週刊少年マガジン
C115388,CE186648,2016-09-14,0.0754310344827586,False,週刊少年マガジン
C115388,CE186680,2016-09-21,0.355603448275862,False,週刊少年マガジン
C115388,CE186701,2016-09-28,0.2381974248927038,False,週刊少年マガジン
C115388,CE186732,2016-10-05,0.5429184549356223,False,週刊少年マガジン
C115388,CE186756,2016-10-12,0.510593220338983,False,週刊少年マガジン
C115388,CE186757,2016-10-12,0.5529661016949152,False,週刊少年マガジン
C115390,CE186195,2016-09-05,0.0060362173038229,False,週刊少年ジャンプ
C115390,CE186222,2016-09-12,0.3716632443531827,False,週刊少年ジャンプ
C115390,CE186246,2016-09-19,0.5049115913555993,False,週刊少年ジャンプ
C115390,CE186269,2016-09-26,0.6137667304015296,False,週刊少年ジャンプ
C115390,CE186293,2016-10-03,0.6342857142857142,False,週刊少年ジャンプ
C115390,CE186317,2016-10-10,0.7556008146639511,False,週刊少年ジャンプ
C115390,CE186342,2016-10-17,0.7585513078470825,False,週刊少年ジャンプ
C115390,CE186363,2016-10-24,0.8343949044585988,False,週刊少年ジャンプ
C115393,CE185772,2016-08-25,0.4869358669833729,False,週刊少年チャンピオン
C115393,CE185802,2016-09-01,0.8108747044917257,False,週刊少年チャンピオン
C115393,CE185825,2016-09-08,0.918854415274463,False,週刊少年チャンピオン
C115393,CE185845,2016-09-15,0.8194774346793349,False,週刊少年チャンピオン
C115393,CE185871,2016-09-22,0.9232505643340858,False,週刊少年チャンピオン
C115393,CE185921,2016-10-06,0.9229024943310656,False,週刊少年チャンピオン
C115393,CE185945,2016-10-13,0.92,False,週刊少年チャンピオン
C115393,CE185970,2016-10-20,0.9664268585131894,False,週刊少年チャンピオン
C115395,CE186216,2016-09-12,0.0061601642710472,False,週刊少年ジャンプ
C115395,CE186239,2016-09-19,0.1630648330058939,False,週刊少年ジャンプ
C115395,CE186266,2016-09-26,0.4875717017208413,False,週刊少年ジャンプ
C115395,CE186288,2016-10-03,0.4019047619047619,False,週刊少年ジャンプ
C115395,CE186312,2016-10-10,0.4867617107942973,False,週刊少年ジャンプ
C115395,CE186340,2016-10-17,0.641851106639839,False,週刊少年ジャンプ
C115395,CE186360,2016-10-24,0.7112526539278131,False,週刊少年ジャンプ
C115395,CE186383,2016-10-31,0.839835728952772,False,週刊少年ジャンプ
C115397,CE185784,2016-09-01,0.0236406619385342,False,週刊少年チャンピオン
C115397,CE185792,2016-09-01,0.359338061465721,False,週刊少年チャンピオン
C115397,CE185808,2016-09-08,0.1431980906921241,False,週刊少年チャンピオン
C115397,CE185836,2016-09-15,0.4655581947743468,False,週刊少年チャンピオン
C115397,CE185864,2016-09-22,0.654627539503386,False,週刊少年チャンピオン
C115397,CE185890,2016-09-29,0.6848072562358276,False,週刊少年チャンピオン
C115397,CE185907,2016-10-06,0.3537414965986394,False,週刊少年チャンピオン
C115397,CE185932,2016-10-13,0.3952941176470588,False,週刊少年チャンピオン
C115400,CE185807,2016-09-08,0.0071599045346062,False,週刊少年チャンピオン
C115400,CE185833,2016-09-15,0.3111638954869358,False,週刊少年チャンピオン
C115400,CE185860,2016-09-22,0.4627539503386004,False,週刊少年チャンピオン
C115400,CE185889,2016-09-29,0.6326530612244898,False,週刊少年チャンピオン
C115400,CE185915,2016-10-06,0.6598639455782312,False,週刊少年チャンピオン
C115400,CE185931,2016-10-13,0.3411764705882353,False,週刊少年チャンピオン
C115400,CE185961,2016-10-20,0.5635491606714629,False,週刊少年チャンピオン
C115400,CE185982,2016-10-27,0.4352941176470588,False,週刊少年チャンピオン
C115402,CE186698,2016-09-28,0.0236051502145922,False,週刊少年マガジン
C115402,CE186726,2016-10-05,0.2124463519313304,False,週刊少年マガジン
C115402,CE186755,2016-10-12,0.4385593220338983,False,週刊少年マガジン
C115402,CE186780,2016-10-19,0.3497854077253219,False,週刊少年マガジン
C115402,CE186810,2016-10-26,0.5969162995594713,False,週刊少年マガジン
C115402,CE186824,2016-11-02,0.1089743589743589,False,週刊少年マガジン
C115402,CE186875,2016-11-09,0.8175965665236051,False,週刊少年マガジン
C115402,CE186901,2016-11-16,0.8612334801762115,False,週刊少年マガジン
C115409,CE185875,2016-09-29,0.0249433106575963,False,週刊少年チャンピオン
C115409,CE185876,2016-09-29,0.0793650793650793,False,週刊少年チャンピオン
C115409,CE185904,2016-10-06,0.2517006802721088,False,週刊少年チャンピオン
C115409,CE185905,2016-10-06,0.2743764172335601,False,週刊少年チャンピオン
C115409,CE185933,2016-10-13,0.4023529411764706,False,週刊少年チャンピオン
C115409,CE185953,2016-10-20,0.2326139088729016,False,週刊少年チャンピオン
C115409,CE185973,2016-10-27,0.0917647058823529,False,週刊少年チャンピオン
C115409,CE186000,2016-11-03,0.2470588235294117,False,週刊少年チャンピオン
C115420,CE186348,2016-10-24,0.0063694267515923,False,週刊少年ジャンプ
C115420,CE186371,2016-10-31,0.2689938398357289,False,週刊少年ジャンプ
C115420,CE186399,2016-11-07,0.6086105675146771,False,週刊少年ジャンプ
C115420,CE186415,2016-11-14,0.3698030634573304,False,週刊少年ジャンプ
C115420,CE186433,2016-11-21,0.2190889370932754,False,週刊少年ジャンプ
C115420,CE186457,2016-11-28,0.2627291242362525,False,週刊少年ジャンプ
C115420,CE186478,2016-12-05,0.2713472485768501,False,週刊少年ジャンプ
C115420,CE186512,2016-12-12,0.8003992015968064,False,週刊少年ジャンプ
C115422,CE186367,2016-10-31,0.0061601642710472,False,週刊少年ジャンプ
C115422,CE186390,2016-11-07,0.1898238747553816,False,週刊少年ジャンプ
C115422,CE186413,2016-11-14,0.2954048140043763,False,週刊少年ジャンプ
C115422,CE186437,2016-11-21,0.3752711496746204,False,週刊少年ジャンプ
C115422,CE186464,2016-11-28,0.5478615071283096,False,週刊少年ジャンプ
C115422,CE186487,2016-12-05,0.6394686907020873,False,週刊少年ジャンプ
C115422,CE186514,2016-12-12,0.8882235528942116,False,週刊少年ジャンプ
C115422,CE188154,2017-01-01,0.7586912065439673,False,週刊少年ジャンプ
C115424,CE187316,2016-10-19,0.0161662817551963,False,週刊少年サンデー
C115424,CE187343,2016-10-26,0.1606805293005671,False,週刊少年サンデー
C115424,CE187372,2016-11-02,0.2652068126520681,False,週刊少年サンデー
C115424,CE187392,2016-11-09,0.1639722863741339,False,週刊少年サンデー
C115424,CE187419,2016-11-16,0.3220338983050847,False,週刊少年サンデー
C115424,CE187441,2016-11-22,0.2587412587412587,False,週刊少年サンデー
C115424,CE189511,2016-11-30,0.3146853146853147,False,週刊少年サンデー
C115424,CE189540,2016-12-07,0.5081206496519721,False,週刊少年サンデー
C115425,CE186826,2016-11-02,0.1602564102564102,False,週刊少年マガジン
C115425,CE186827,2016-11-02,0.1816239316239316,False,週刊少年マガジン
C115425,CE186862,2016-11-09,0.4055793991416309,False,週刊少年マガジン
C115425,CE186863,2016-11-09,0.4184549356223176,False,週刊少年マガジン
C115425,CE186887,2016-11-16,0.3105726872246696,False,週刊少年マガジン
C115425,CE186918,2016-11-23,0.6346153846153846,False,週刊少年マガジン
C115425,CE186940,2016-11-30,0.4460580912863071,False,週刊少年マガジン
C115425,CE186965,2016-12-07,0.4333333333333333,False,週刊少年マガジン
C115435,CE186906,2016-11-23,0.0192307692307692,False,週刊少年マガジン
C115435,CE186932,2016-11-30,0.1431535269709543,False,週刊少年マガジン
C115435,CE186963,2016-12-07,0.3177777777777777,False,週刊少年マガジン
C115435,CE186985,2016-12-14,0.2422222222222222,False,週刊少年マガジン
C115435,CE188801,2017-01-01,0.7302631578947368,False,週刊少年マガジン
C115435,CE188815,2017-01-08,0.3326612903225806,False,週刊少年マガジン
C115435,CE188846,2017-01-15,0.5673076923076923,False,週刊少年マガジン
C115435,CE188872,2017-01-22,0.5,False,週刊少年マガジン
C115442,CE186474,2016-12-05,0.0056925996204933,False,週刊少年ジャンプ
C115442,CE186503,2016-12-12,0.4011976047904191,False,週刊少年ジャンプ
C115442,CE188149,2017-01-01,0.476482617586912,False,週刊少年ジャンプ
C115442,CE188166,2017-01-08,0.3504950495049505,False,週刊少年ジャンプ
C115442,CE188188,2017-01-15,0.3370577281191806,False,週刊少年ジャンプ
C115442,CE188211,2017-01-23,0.4398249452954048,False,週刊少年ジャンプ
C115442,CE188237,2017-01-30,0.8315334773218143,False,週刊少年ジャンプ
C115442,CE188257,2017-02-06,0.8779956427015251,False,週刊少年ジャンプ
C115448,CE186496,2016-12-12,0.0179640718562874,False,週刊少年ジャンプ
C115448,CE188144,2017-01-01,0.2556237218813906,False,週刊少年ジャンプ
C115448,CE188168,2017-01-08,0.4297029702970297,False,週刊少年ジャンプ
C115448,CE188191,2017-01-15,0.4599627560521415,False,週刊少年ジャンプ
C115448,CE188214,2017-01-23,0.5886214442013129,False,週刊少年ジャンプ
C115448,CE188233,2017-01-30,0.6112311015118791,False,週刊少年ジャンプ
C115448,CE188255,2017-02-06,0.7952069716775599,False,週刊少年ジャンプ
C115448,CE188277,2017-02-13,0.8813905930470347,False,週刊少年ジャンプ
C115459,CE188808,2017-01-08,0.0221774193548387,False,週刊少年マガジン
C115459,CE188835,2017-01-15,0.1557692307692307,False,週刊少年マガジン
C115459,CE188869,2017-01-22,0.3713692946058091,False,週刊少年マガジン
C115459,CE188897,2017-01-29,0.4622222222222222,False,週刊少年マガジン
C115459,CE188918,2017-02-08,0.2607758620689655,False,週刊少年マガジン
C115459,CE188939,2017-02-15,0.131403118040089,False,週刊少年マガジン
C115459,CE188974,2017-02-22,0.4989293361884368,False,週刊少年マガジン
C115459,CE189004,2017-03-01,0.663135593220339,False,週刊少年マガジン
C115462,CE188834,2017-01-15,0.0211538461538461,False,週刊少年マガジン
C115462,CE188862,2017-01-22,0.0643153526970954,False,週刊少年マガジン
C115462,CE188892,2017-01-29,0.22,False,週刊少年マガジン
C115462,CE188913,2017-02-08,0.0711206896551724,False,週刊少年マガジン
C115462,CE188943,2017-02-15,0.3140311804008908,False,週刊少年マガジン
C115462,CE188981,2017-02-22,0.7644539614561028,False,週刊少年マガジン
C115462,CE189007,2017-03-01,0.7860169491525424,False,週刊少年マガジン
C115462,CE189031,2017-03-08,0.7851063829787234,False,週刊少年マガジン
C115465,CE189578,2016-12-28,0.0099800399201596,False,週刊少年サンデー
C115465,CE189607,2017-01-11,0.0675381263616557,False,週刊少年サンデー
C115465,CE189638,2017-01-18,0.2903225806451613,False,週刊少年サンデー
C115465,CE189661,2017-01-25,0.1488469601677149,False,週刊少年サンデー
C115465,CE189691,2017-02-01,0.2668024439918534,False,週刊少年サンデー
C115465,CE189714,2017-02-08,0.1961259079903147,False,週刊少年サンデー
C115465,CE189743,2017-02-15,0.3594771241830065,False,週刊少年サンデー
C115465,CE189767,2017-02-22,0.2854030501089324,False,週刊少年サンデー
C115468,CE187633,2017-02-09,0.2611764705882353,False,週刊少年チャンピオン
C115468,CE187659,2017-02-16,0.4326241134751773,False,週刊少年チャンピオン
C115468,CE187689,2017-02-23,0.8266978922716628,False,週刊少年チャンピオン
C115468,CE187714,2017-03-02,0.9498861047835992,False,週刊少年チャンピオン
C115468,CE187737,2017-03-09,0.8964705882352941,False,週刊少年チャンピオン
C115468,CE187758,2017-03-16,0.83451536643026,False,週刊少年チャンピオン
C115468,CE187787,2017-03-23,0.9479905437352246,False,週刊少年チャンピオン
C115468,CE187810,2017-03-30,0.9482352941176472,False,週刊少年チャンピオン
C115478,CE187673,2017-02-23,0.0257611241217798,False,週刊少年チャンピオン
C115478,CE187704,2017-03-02,0.4851936218678815,False,週刊少年チャンピオン
C115478,CE187728,2017-03-09,0.5435294117647059,False,週刊少年チャンピオン
C115478,CE187753,2017-03-16,0.6453900709219859,False,週刊少年チャンピオン
C115478,CE187778,2017-03-23,0.6737588652482269,False,週刊少年チャンピオン
C115478,CE187798,2017-03-30,0.4258823529411765,False,週刊少年チャンピオン
C115478,CE187825,2017-04-06,0.6376470588235295,False,週刊少年チャンピオン
C115478,CE187853,2017-04-13,0.7947494033412887,False,週刊少年チャンピオン
C115479,CE187678,2017-02-23,0.405152224824356,False,週刊少年チャンピオン
C115479,CE187869,2017-04-20,0.4657210401891253,False,週刊少年チャンピオン
C115479,CE187886,2017-04-27,0.1599045346062052,False,週刊少年チャンピオン
C115479,CE187922,2017-05-11,0.7115839243498818,False,週刊少年チャンピオン
C115479,CE187950,2017-05-18,0.8912529550827423,False,週刊少年チャンピオン
C115479,CE187971,2017-05-25,0.7966903073286052,False,週刊少年チャンピオン
C115479,CE187986,2017-06-01,0.3937947494033413,False,週刊少年チャンピオン
C115479,CE188018,2017-06-08,0.7494305239179955,False,週刊少年チャンピオン
C115480,CE187694,2017-03-02,0.0250569476082004,False,週刊少年チャンピオン
C115480,CE187720,2017-03-09,0.1858823529411764,False,週刊少年チャンピオン
C115480,CE187751,2017-03-16,0.541371158392435,False,週刊少年チャンピオン
C115480,CE187776,2017-03-23,0.5791962174940898,False,週刊少年チャンピオン
C115480,CE187800,2017-03-30,0.4964705882352941,False,週刊少年チャンピオン
C115480,CE187824,2017-04-06,0.5905882352941176,False,週刊少年チャンピオン
C115480,CE187844,2017-04-13,0.4224343675417661,False,週刊少年チャンピオン
C115480,CE187874,2017-04-20,0.6690307328605201,False,週刊少年チャンピオン
C115484,CE187748,2017-03-16,0.3947990543735225,False,週刊少年チャンピオン
C115484,CE187772,2017-03-23,0.4373522458628842,False,週刊少年チャンピオン
C115484,CE187805,2017-03-30,0.731764705882353,False,週刊少年チャンピオン
C115484,CE187833,2017-04-06,0.9482352941176472,False,週刊少年チャンピオン
C115484,CE187857,2017-04-13,0.9474940334128878,False,週刊少年チャンピオン
C115484,CE187881,2017-04-20,0.9479905437352246,False,週刊少年チャンピオン
C115484,CE187904,2017-04-27,0.9236276849642004,False,週刊少年チャンピオン
C115484,CE187929,2017-05-11,0.9479905437352246,False,週刊少年チャンピオン
C115491,CE188280,2017-02-20,0.0068027210884353,False,週刊少年ジャンプ
C115491,CE188305,2017-02-27,0.3824130879345603,False,週刊少年ジャンプ
C115491,CE188329,2017-03-06,0.5587628865979382,False,週刊少年ジャンプ
C115491,CE188351,2017-03-13,0.7035490605427975,False,週刊少年ジャンプ
C115491,CE188371,2017-03-20,0.631236442516269,False,週刊少年ジャンプ
C115491,CE188388,2017-03-27,0.5325842696629214,False,週刊少年ジャンプ
C115491,CE188409,2017-04-03,0.5618661257606491,False,週刊少年ジャンプ
C115491,CE188425,2017-04-10,0.2984749455337691,False,週刊少年ジャンプ
C115492,CE188299,2017-02-27,0.0184049079754601,False,週刊少年ジャンプ
C115492,CE188325,2017-03-06,0.3773195876288659,False,週刊少年ジャンプ
C115492,CE188349,2017-03-13,0.6116910229645094,False,週刊少年ジャンプ
C115492,CE188373,2017-03-20,0.7527114967462039,False,週刊少年ジャンプ
C115492,CE188393,2017-03-27,0.7887640449438202,False,週刊少年ジャンプ
C115492,CE188412,2017-04-03,0.7281947261663286,False,週刊少年ジャンプ
C115492,CE188436,2017-04-10,0.8300653594771242,False,週刊少年ジャンプ
C115492,CE188458,2017-04-17,0.8813905930470347,False,週刊少年ジャンプ
C115493,CE188319,2017-03-06,0.0061855670103092,False,週刊少年ジャンプ
C115493,CE188344,2017-03-13,0.3862212943632568,False,週刊少年ジャンプ
C115493,CE188367,2017-03-20,0.457700650759219,False,週刊少年ジャンプ
C115493,CE188391,2017-03-27,0.7033707865168539,False,週刊少年ジャンプ
C115493,CE188415,2017-04-03,0.8417849898580122,False,週刊少年ジャンプ
C115493,CE188434,2017-04-10,0.7429193899782135,False,週刊少年ジャンプ
C115493,CE188454,2017-04-17,0.7096114519427403,False,週刊少年ジャンプ
C115493,CE188477,2017-04-24,0.8272138228941684,False,週刊少年ジャンプ
C115494,CE188339,2017-03-13,0.0062630480167014,False,週刊少年ジャンプ
C115494,CE188361,2017-03-20,0.2581344902386117,False,週刊少年ジャンプ
C115494,CE188381,2017-03-27,0.1325842696629213,False,週刊少年ジャンプ
C115494,CE188414,2017-04-03,0.8012170385395537,False,週刊少年ジャンプ
C115494,CE188427,2017-04-10,0.3986928104575163,False,週刊少年ジャンプ
C115494,CE188452,2017-04-17,0.6359918200408998,False,週刊少年ジャンプ
C115494,CE188467,2017-04-24,0.3218142548596112,False,週刊少年ジャンプ
C115494,CE188488,2017-05-01,0.3362637362637363,False,週刊少年ジャンプ
C115495,CE188358,2017-03-20,0.0065075921908893,False,週刊少年ジャンプ
C115495,CE188382,2017-03-27,0.1865168539325842,False,週刊少年ジャンプ
C115495,CE188400,2017-04-03,0.2008113590263691,False,週刊少年ジャンプ
C115495,CE188430,2017-04-10,0.5381263616557734,False,週刊少年ジャンプ
C115495,CE188455,2017-04-17,0.7505112474437627,False,週刊少年ジャンプ
C115495,CE188472,2017-04-24,0.593952483801296,False,週刊少年ジャンプ
C115495,CE188492,2017-05-01,0.5296703296703297,False,週刊少年ジャンプ
C115495,CE188527,2017-05-14,0.3601609657947686,False,週刊少年ジャンプ
C115507,CE187603,2017-01-26,0.0211764705882352,False,週刊少年チャンピオン
C115507,CE190259,2017-02-02,0.0930787589498806,False,週刊少年チャンピオン
C115507,CE187637,2017-02-09,0.4964705882352941,False,週刊少年チャンピオン
C115507,CE187661,2017-02-16,0.5555555555555556,False,週刊少年チャンピオン
C115507,CE187687,2017-02-23,0.7423887587822015,False,週刊少年チャンピオン
C115507,CE187709,2017-03-02,0.7494305239179955,False,週刊少年チャンピオン
C115507,CE187725,2017-03-09,0.4164705882352941,False,週刊少年チャンピオン
C115507,CE187756,2017-03-16,0.7588652482269503,False,週刊少年チャンピオン
C115512,CE188398,2017-04-03,0.0182555780933062,False,週刊少年ジャンプ
C115512,CE188423,2017-04-10,0.1982570806100217,False,週刊少年ジャンプ
C115512,CE188446,2017-04-17,0.3619631901840491,False,週刊少年ジャンプ
C115512,CE188465,2017-04-24,0.2354211663066954,False,週刊少年ジャンプ
C115512,CE188486,2017-05-01,0.2527472527472527,False,週刊少年ジャンプ
C115512,CE188506,2017-05-14,0.2434607645875251,False,週刊少年ジャンプ
C115512,CE188528,2017-05-14,0.3601609657947686,False,週刊少年ジャンプ
C115512,CE188558,2017-05-22,0.5623721881390593,False,週刊少年ジャンプ
C115520,CE189909,2017-04-05,0.0068027210884353,False,週刊少年サンデー
C115520,CE189936,2017-04-12,0.2835820895522388,False,週刊少年サンデー
C115520,CE189961,2017-04-19,0.3376344086021505,False,週刊少年サンデー
C115520,CE189984,2017-04-26,0.2419047619047619,False,週刊少年サンデー
C115520,CE190010,2017-05-10,0.2313883299798792,False,週刊少年サンデー
C115520,CE190035,2017-05-17,0.2295409181636726,False,週刊少年サンデー
C115520,CE190068,2017-05-24,0.4545454545454545,False,週刊少年サンデー
C115520,CE190083,2017-05-31,0.0326797385620915,False,週刊少年サンデー
C115521,CE189931,2017-04-12,0.0106609808102345,False,週刊少年サンデー
C115521,CE189960,2017-04-19,0.2688172043010752,False,週刊少年サンデー
C115521,CE189985,2017-04-26,0.2761904761904762,False,週刊少年サンデー
C115521,CE190008,2017-05-10,0.1830985915492957,False,週刊少年サンデー
C115521,CE190041,2017-05-17,0.4331337325349301,False,週刊少年サンデー
C115521,CE190064,2017-05-24,0.31002331002331,False,週刊少年サンデー
C115521,CE190091,2017-05-31,0.3202614379084967,False,週刊少年サンデー
C115521,CE190113,2017-06-07,0.1710843373493976,False,週刊少年サンデー
C115522,CE189037,2017-03-15,0.0236051502145922,False,週刊少年マガジン
C115522,CE189062,2017-03-22,0.0770833333333333,False,週刊少年マガジン
