マンガ作品ID,マンガ各話ID,掲載日,掲載位置,アニメ化,マンガ雑誌名,話数
C91540,CE22292,1991-02-06,0.6546762589928058,False,週刊少年マガジン,5
C91540,CE22262,1991-02-13,0.8417085427135679,False,週刊少年マガジン,6
C91540,CE22231,1991-02-20,0.2832512315270936,False,週刊少年マガジン,7
C91540,CE22219,1991-02-27,0.6972704714640199,False,週刊少年マガジン,8
C91558,CE00023,2011-05-18,0.032442748091603,False,週刊少年マガジン,1
C91558,CE00010,2011-05-25,0.4465811965811966,False,週刊少年マガジン,2
C91558,CE164172,2011-06-01,0.3665254237288136,False,週刊少年マガジン,3
C91558,CE164201,2011-06-08,0.5020661157024794,False,週刊少年マガジン,4
C91558,CE164223,2011-06-15,0.35625,False,週刊少年マガジン,5
C91558,CE164251,2011-06-22,0.4903640256959314,False,週刊少年マガジン,6
C91558,CE164287,2011-06-29,0.8905579399141631,False,週刊少年マガジン,7
C91558,CE164313,2011-07-06,0.8611111111111112,False,週刊少年マガジン,8
C91560,CE06784,2005-11-09,0.0246085011185682,False,週刊少年マガジン,1
C91560,CE06763,2005-11-16,0.1718426501035196,False,週刊少年マガジン,2
C91560,CE06742,2005-11-23,0.2835820895522388,False,週刊少年マガジン,3
C91560,CE06715,2005-11-30,0.2366737739872068,False,週刊少年マガジン,4
C91560,CE06703,2005-12-07,0.7142857142857143,False,週刊少年マガジン,5
C91560,CE06675,2005-12-14,0.6602972399150743,False,週刊少年マガジン,6
C91560,CE06647,2006-01-01,0.5770020533880903,False,週刊少年マガジン,7
C91560,CE06616,2006-01-11,0.3719626168224299,False,週刊少年マガジン,8
C91565,CE167658,2014-02-26,0.0911016949152542,True,週刊少年マガジン,1
C91565,CE167692,2014-03-05,0.3253275109170305,True,週刊少年マガジン,2
C91565,CE167714,2014-03-12,0.1696035242290749,True,週刊少年マガジン,3
C91565,CE167752,2014-03-19,0.561965811965812,True,週刊少年マガジン,4
C91565,CE167773,2014-03-26,0.3450413223140496,True,週刊少年マガジン,5
C91565,CE167796,2014-04-02,0.0662393162393162,True,週刊少年マガジン,6
C91565,CE167829,2014-04-09,0.274468085106383,True,週刊少年マガジン,7
C91565,CE167830,2014-04-09,0.3127659574468085,True,週刊少年マガジン,8
C91566,CE09312,2003-08-20,0.0289017341040462,False,週刊少年マガジン,1
C91566,CE09304,2003-09-03,0.6779324055666004,False,週刊少年マガジン,2
C91566,CE09009,2003-12-10,0.04,False,週刊少年マガジン,3
C91566,CE08993,2003-12-17,0.2463768115942029,False,週刊少年マガジン,4
C91566,CE08971,2004-01-06,0.3351254480286738,False,週刊少年マガジン,5
C91566,CE08952,2004-01-14,0.4362657091561939,False,週刊少年マガジン,6
C91566,CE08930,2004-01-21,0.4607843137254901,False,週刊少年マガジン,7
C91566,CE08908,2004-01-28,0.4723926380368098,False,週刊少年マガジン,8
C91636,CE127901,2002-01-23,0.0064102564102564,False,週刊少年サンデー,1
C91636,CE127885,2002-01-30,0.3219178082191781,False,週刊少年サンデー,2
C91636,CE127862,2002-02-06,0.3738532110091743,False,週刊少年サンデー,3
C91636,CE127842,2002-02-13,0.5481651376146789,False,週刊少年サンデー,4
C91636,CE127817,2002-02-20,0.5285087719298246,False,週刊少年サンデー,5
C91636,CE127789,2002-02-27,0.3188073394495412,False,週刊少年サンデー,6
C91636,CE127773,2002-03-06,0.6444954128440367,False,週刊少年サンデー,7
C91636,CE127739,2002-03-13,0.2522727272727272,False,週刊少年サンデー,8
C91643,CE168571,2001-08-22,0.0063559322033898,False,週刊少年サンデー,1
C91643,CE128322,2001-09-05,0.0064102564102564,False,週刊少年サンデー,2
C91643,CE128300,2001-09-12,0.1381578947368421,False,週刊少年サンデー,3
C91643,CE128275,2001-09-19,0.0573394495412844,False,週刊少年サンデー,4
C91643,CE128251,2001-09-26,0.0573394495412844,False,週刊少年サンデー,5
C91643,CE128229,2001-10-03,0.1536697247706422,False,週刊少年サンデー,6
C91643,CE128204,2001-10-10,0.0940366972477064,False,週刊少年サンデー,7
C91643,CE128178,2001-10-17,0.0068807339449541,False,週刊少年サンデー,8
C91645,CE120787,2008-08-20,0.0215686274509803,False,週刊少年サンデー,1
C91645,CE120764,2008-09-03,0.1679841897233201,False,週刊少年サンデー,2
C91645,CE120733,2008-09-10,0.0470588235294117,False,週刊少年サンデー,3
C91645,CE120715,2008-09-17,0.3132295719844358,False,週刊少年サンデー,4
C91645,CE120696,2008-09-24,0.5445344129554656,False,週刊少年サンデー,5
C91645,CE120675,2008-10-01,0.6659751037344398,False,週刊少年サンデー,6
C91645,CE120650,2008-10-08,0.6951754385964912,False,週刊少年サンデー,7
C91645,CE120620,2008-10-15,0.5334773218142549,False,週刊少年サンデー,8
C91647,CE121570,2008-01-07,0.0088652482269503,False,週刊少年サンデー,1
C91647,CE121551,2008-01-14,0.3581314878892733,False,週刊少年サンデー,2
C91647,CE121525,2008-01-23,0.341897233201581,False,週刊少年サンデー,3
C91647,CE121500,2008-01-30,0.312015503875969,False,週刊少年サンデー,4
C91647,CE121480,2008-02-06,0.5717054263565892,False,週刊少年サンデー,5
C91647,CE121450,2008-02-13,0.3024691358024691,False,週刊少年サンデー,6
C91647,CE121420,2008-02-20,0.0599173553719008,False,週刊少年サンデー,7
C91647,CE121400,2008-02-27,0.1914414414414414,False,週刊少年サンデー,8
C91648,CE137358,1993-08-18,0.0495283018867924,False,週刊少年サンデー,1
C91648,CE137337,1993-09-01,0.0592417061611374,False,週刊少年サンデー,2
C91648,CE137323,1993-09-08,0.396551724137931,False,週刊少年サンデー,3
C91648,CE137294,1993-09-15,0.0472636815920398,False,週刊少年サンデー,4
C91648,CE137278,1993-09-22,0.2960199004975124,False,週刊少年サンデー,5
C91648,CE137252,1993-09-29,0.1994949494949495,False,週刊少年サンデー,6
C91648,CE137229,1993-10-06,0.1097560975609756,False,週刊少年サンデー,7
C91648,CE137211,1993-10-13,0.3606965174129353,False,週刊少年サンデー,8
C91652,CE136318,1994-08-03,0.0070921985815602,True,週刊少年サンデー,1
C91652,CE136293,1994-08-10,0.0069605568445475,True,週刊少年サンデー,2
C91652,CE136272,1994-08-17,0.1962174940898345,True,週刊少年サンデー,3
C91652,CE136243,1994-08-24,0.1859956236323851,True,週刊少年サンデー,4
C91652,CE136217,1994-08-31,0.1172413793103448,True,週刊少年サンデー,5
C91652,CE136192,1994-09-07,0.1147540983606557,True,週刊少年サンデー,6
C91652,CE136167,1994-09-21,0.0614250614250614,True,週刊少年サンデー,7
C91652,CE136147,1994-09-28,0.2702702702702703,True,週刊少年サンデー,8
C91653,CE129364,2000-09-27,0.7374429223744292,False,週刊少年サンデー,1
C91653,CE129325,2000-10-04,0.0576036866359447,False,週刊少年サンデー,2
C91653,CE129303,2000-10-11,0.1036866359447004,False,週刊少年サンデー,3
C91653,CE129282,2000-10-18,0.1940639269406392,False,週刊少年サンデー,4
C91653,CE129257,2000-10-25,0.1118721461187214,False,週刊少年サンデー,5
C91653,CE129237,2000-11-01,0.2545871559633027,False,週刊少年サンデー,6
C91653,CE129209,2000-11-08,0.0068807339449541,False,週刊少年サンデー,7
C91653,CE129188,2000-11-15,0.1399082568807339,False,週刊少年サンデー,8
C91654,CE138730,1992-04-15,0.0074626865671641,False,週刊少年サンデー,1
C91654,CE138711,1992-04-22,0.1865671641791045,False,週刊少年サンデー,2
C91654,CE138690,1992-04-29,0.3171296296296296,False,週刊少年サンデー,3
C91654,CE138674,1992-05-06,0.5461346633416458,False,週刊少年サンデー,4
C91654,CE138649,1992-05-13,0.4793577981651376,False,週刊少年サンデー,5
C91654,CE138619,1992-05-27,0.1567164179104477,False,週刊少年サンデー,6
C91654,CE138597,1992-06-03,0.1965174129353233,False,週刊少年サンデー,7
C91654,CE138575,1992-06-10,0.2711442786069651,False,週刊少年サンデー,8
C91656,CE129965,2000-03-15,0.0195652173913043,False,週刊少年サンデー,1
C91656,CE129942,2000-03-22,0.0110619469026548,False,週刊少年サンデー,2
C91656,CE129925,2000-03-29,0.3065217391304348,False,週刊少年サンデー,3
C91656,CE129904,2000-04-05,0.4021739130434782,False,週刊少年サンデー,4
C91656,CE129878,2000-04-12,0.2565789473684211,False,週刊少年サンデー,5
C91656,CE129856,2000-04-19,0.3089244851258581,False,週刊少年サンデー,6
C91656,CE129831,2000-04-26,0.195852534562212,False,週刊少年サンデー,7
C91656,CE129814,2000-05-03,0.4769585253456221,False,週刊少年サンデー,8
C91657,CE121150,2008-05-07,0.0208333333333333,False,週刊少年サンデー,1
C91657,CE121131,2008-05-21,0.2944664031620553,False,週刊少年サンデー,2
C91657,CE121101,2008-05-28,0.1384297520661157,False,週刊少年サンデー,3
C91657,CE121074,2008-06-04,0.1460905349794238,False,週刊少年サンデー,4
C91657,CE121054,2008-06-11,0.4142857142857143,False,週刊少年サンデー,5
C91657,CE121027,2008-06-18,0.3497854077253219,False,週刊少年サンデー,6
C91657,CE121000,2008-06-25,0.2848101265822785,False,週刊少年サンデー,7
C91657,CE120973,2008-07-02,0.2817164179104477,False,週刊少年サンデー,8
C91658,CE120877,2008-07-30,0.5953389830508474,False,週刊少年サンデー,1
C91658,CE120843,2008-08-06,0.2898230088495575,False,週刊少年サンデー,2
C91658,CE120829,2008-08-13,0.722707423580786,False,週刊少年サンデー,3
C91658,CE120794,2008-08-20,0.3627450980392157,False,週刊少年サンデー,4
C91658,CE120780,2008-09-03,0.7727272727272727,False,週刊少年サンデー,5
C91658,CE120746,2008-09-10,0.5274509803921569,False,週刊少年サンデー,6
C91658,CE120717,2008-09-17,0.3832684824902724,False,週刊少年サンデー,7
C91658,CE120695,2008-09-24,0.5161943319838057,False,週刊少年サンデー,8
C91663,CE171472,2013-07-17,0.0433145009416195,False,週刊少年サンデー,1
C91663,CE171473,2013-07-17,0.1261770244821092,False,週刊少年サンデー,2
C91663,CE171502,2013-07-24,0.2216117216117216,False,週刊少年サンデー,3
C91663,CE171528,2013-07-31,0.2272727272727272,False,週刊少年サンデー,4
C91663,CE171550,2013-08-07,0.0396551724137931,False,週刊少年サンデー,5
C91663,CE171787,2013-10-16,0.0062240663900414,False,週刊少年サンデー,6
C91663,CE171814,2013-10-23,0.0811403508771929,False,週刊少年サンデー,7
C91663,CE171913,2013-11-20,0.0684647302904564,False,週刊少年サンデー,8
C91670,CE135599,1995-03-29,0.0202247191011235,True,週刊少年サンデー,1
C91670,CE135582,1995-04-05,0.2727272727272727,True,週刊少年サンデー,2
C91670,CE135555,1995-04-12,0.0815850815850815,True,週刊少年サンデー,3
C91670,CE135537,1995-04-19,0.2727272727272727,True,週刊少年サンデー,4
C91670,CE135511,1995-04-26,0.0663390663390663,True,週刊少年サンデー,5
C91670,CE135492,1995-05-03,0.2235872235872235,True,週刊少年サンデー,6
C91670,CE135472,1995-05-10,0.3024282560706401,True,週刊少年サンデー,7
C91670,CE135442,1995-05-24,0.0070921985815602,True,週刊少年サンデー,8
C91671,CE129566,2000-07-19,0.0201793721973094,False,週刊少年サンデー,1
C91671,CE129541,2000-07-26,0.0659090909090909,False,週刊少年サンデー,2
C91671,CE129521,2000-08-02,0.2545871559633027,False,週刊少年サンデー,3
C91671,CE129495,2000-08-09,0.1428571428571428,False,週刊少年サンデー,4
C91671,CE129471,2000-08-16,0.1536796536796536,False,週刊少年サンデー,5
C91671,CE129447,2000-08-23,0.1495901639344262,False,週刊少年サンデー,6
C91671,CE129430,2000-09-06,0.4831223628691983,False,週刊少年サンデー,7
C91671,CE129403,2000-09-13,0.3834745762711864,False,週刊少年サンデー,8
C91672,CE125561,2004-04-07,0.0197368421052631,False,週刊少年サンデー,1
C91672,CE125540,2004-04-14,0.1367713004484305,False,週刊少年サンデー,2
C91672,CE125523,2004-04-21,0.3481308411214953,False,週刊少年サンデー,3
C91672,CE125501,2004-04-28,0.2790178571428571,False,週刊少年サンデー,4
C91672,CE125483,2004-05-05,0.4836448598130841,False,週刊少年サンデー,5
C91672,CE168695,2004-05-12,0.4802631578947368,False,週刊少年サンデー,6
C91672,CE125458,2004-05-26,0.3904109589041096,False,週刊少年サンデー,7
C91672,CE125437,2004-06-02,0.4647577092511013,False,週刊少年サンデー,8
C91675,CE119984,2009-04-22,0.006276150627615,False,週刊少年サンデー,1
C91675,CE119965,2009-04-29,0.2995689655172414,False,週刊少年サンデー,2
C91675,CE119936,2009-05-13,0.235655737704918,False,週刊少年サンデー,3
C91675,CE119907,2009-05-20,0.1455696202531645,False,週刊少年サンデー,4
C91675,CE119889,2009-05-27,0.4527896995708154,False,週刊少年サンデー,5
C91675,CE119856,2009-06-03,0.2210743801652892,False,週刊少年サンデー,6
C91675,CE119836,2009-06-10,0.512987012987013,False,週刊少年サンデー,7
C91675,CE119805,2009-06-17,0.3745098039215686,False,週刊少年サンデー,8
C91676,CE122134,2007-06-27,0.0060240963855421,False,週刊少年サンデー,1
C91676,CE122115,2007-07-04,0.2444933920704846,False,週刊少年サンデー,2
C91676,CE122088,2007-07-11,0.1307053941908713,False,週刊少年サンデー,3
C91676,CE122067,2007-07-18,0.2841880341880342,False,週刊少年サンデー,4
C91676,CE122044,2007-07-25,0.3127659574468085,False,週刊少年サンデー,5
C91676,CE122019,2007-08-01,0.3553191489361702,False,週刊少年サンデー,6
C91676,CE121993,2007-08-08,0.3879668049792531,False,週刊少年サンデー,7
C91676,CE121967,2007-08-15,0.2809734513274336,False,週刊少年サンデー,8
C91677,CE127076,2002-10-16,0.0068807339449541,False,週刊少年サンデー,1
C91677,CE127054,2002-10-23,0.0748299319727891,False,週刊少年サンデー,2
C91677,CE127036,2002-10-30,0.328735632183908,False,週刊少年サンデー,3
C91677,CE127014,2002-11-06,0.4269406392694064,False,週刊少年サンデー,4
C91677,CE126984,2002-11-13,0.1301369863013698,False,週刊少年サンデー,5
C91677,CE126964,2002-11-20,0.2159090909090909,False,週刊少年サンデー,6
C91677,CE126946,2002-11-27,0.4620535714285714,False,週刊少年サンデー,7
C91677,CE126925,2002-12-11,0.504524886877828,False,週刊少年サンデー,8
C91681,CE170378,2012-08-29,0.0296610169491525,False,週刊少年サンデー,1
C91681,CE170404,2012-09-05,0.1017316017316017,False,週刊少年サンデー,2
C91681,CE170438,2012-09-12,0.4936440677966102,False,週刊少年サンデー,3
C91681,CE170467,2012-09-19,0.6132478632478633,False,週刊少年サンデー,4
C91681,CE170485,2012-09-26,0.2522321428571428,False,週刊少年サンデー,5
C91681,CE170523,2012-10-03,0.8979166666666667,False,週刊少年サンデー,6
C91681,CE170548,2012-10-10,0.9252136752136751,False,週刊少年サンデー,7
C91681,CE170552,2012-10-17,0.1395833333333333,False,週刊少年サンデー,8
C91688,CE121284,2008-04-02,0.2733050847457627,False,週刊少年サンデー,1
C91688,CE121266,2008-04-09,0.5581395348837209,False,週刊少年サンデー,2
C91688,CE121244,2008-04-16,0.6476377952755905,False,週刊少年サンデー,3
C91688,CE121091,2008-06-04,0.7448559670781894,False,週刊少年サンデー,4
C91688,CE120984,2008-07-02,0.7014925373134329,False,週刊少年サンデー,5
C91688,CE120927,2008-07-16,0.5805243445692884,False,週刊少年サンデー,6
C91688,CE120860,2008-08-06,0.9380530973451328,False,週刊少年サンデー,7
C91688,CE120657,2008-10-08,0.9912280701754386,False,週刊少年サンデー,8
C91690,CE171071,2013-03-20,0.0109649122807017,False,週刊少年サンデー,1
C91690,CE171104,2013-03-27,0.4216101694915254,False,週刊少年サンデー,2
C91690,CE171122,2013-04-03,0.1843220338983051,False,週刊少年サンデー,3
C91690,CE171147,2013-04-10,0.1876379690949227,False,週刊少年サンデー,4
C91690,CE171177,2013-04-17,0.3403805496828753,False,週刊少年サンデー,5
C91690,CE171207,2013-04-24,0.5366379310344828,False,週刊少年サンデー,6
C91690,CE171228,2013-05-08,0.4191489361702127,False,週刊少年サンデー,7
C91690,CE171253,2013-05-15,0.3662790697674418,False,週刊少年サンデー,8
C91698,CE140046,1991-01-23,0.3202764976958525,False,週刊少年サンデー,1
C91698,CE140025,1991-01-30,0.3457711442786069,False,週刊少年サンデー,2
C91698,CE140002,1991-02-06,0.3656716417910448,False,週刊少年サンデー,3
C91698,CE139979,1991-02-13,0.34375,False,週刊少年サンデー,4
C91698,CE139970,1991-02-20,0.9114832535885168,False,週刊少年サンデー,5
C91698,CE139947,1991-02-27,0.8253588516746412,False,週刊少年サンデー,6
C91698,CE139925,1991-03-06,0.8658536585365854,False,週刊少年サンデー,7
C91698,CE139903,1991-03-13,0.9129353233830846,False,週刊少年サンデー,8
C91706,CE123218,2006-06-21,0.0190677966101694,False,週刊少年サンデー,1
C91706,CE123199,2006-06-28,0.2467248908296943,False,週刊少年サンデー,2
C91706,CE123174,2006-07-05,0.2394067796610169,False,週刊少年サンデー,3
C91706,CE123155,2006-07-12,0.4630434782608695,False,週刊少年サンデー,4
C91706,CE123130,2006-07-19,0.3634361233480176,False,週刊少年サンデー,5
C91706,CE123105,2006-07-26,0.3423236514522821,False,週刊少年サンデー,6
C91706,CE123079,2006-08-02,0.3381742738589212,False,週刊少年サンデー,7
C91706,CE123058,2006-08-09,0.486,False,週刊少年サンデー,8
C91709,CE132666,1997-11-12,0.4637362637362637,False,週刊少年サンデー,1
C91709,CE132648,1997-11-19,0.696551724137931,False,週刊少年サンデー,2
C91709,CE132471,1998-01-16,0.2602150537634408,False,週刊少年サンデー,3
C91709,CE132453,1998-01-29,0.4806378132118451,False,週刊少年サンデー,4
C91709,CE132333,1998-03-04,0.2442922374429223,False,週刊少年サンデー,5
C91709,CE132321,1998-03-11,0.696551724137931,False,週刊少年サンデー,6
C91709,CE132151,1998-04-29,0.4795454545454545,False,週刊少年サンデー,7
C91709,CE131831,1998-08-05,0.462719298245614,False,週刊少年サンデー,8
C91730,CE134728,1996-01-18,0.3766519823788546,False,週刊少年サンデー,1
C91730,CE134707,1996-01-31,0.4231678486997636,False,週刊少年サンデー,2
C91730,CE134681,1996-02-07,0.2488372093023255,False,週刊少年サンデー,3
C91730,CE134659,1996-02-14,0.3522458628841607,False,週刊少年サンデー,4
C91730,CE134633,1996-02-21,0.2066508313539192,False,週刊少年サンデー,5
C91730,CE134618,1996-02-28,0.5391923990498813,False,週刊少年サンデー,6
C91730,CE134606,1996-03-06,0.9607843137254902,False,週刊少年サンデー,7
C91730,CE134583,1996-03-13,0.958997722095672,False,週刊少年サンデー,8
C91752,CE166342,2013-02-13,0.4319148936170213,False,週刊少年マガジン,1
C91752,CE166343,2013-02-13,0.451063829787234,False,週刊少年マガジン,2
C91752,CE166377,2013-02-20,0.6191489361702127,False,週刊少年マガジン,3
C91752,CE166394,2013-02-27,0.2488986784140969,False,週刊少年マガジン,4
C91752,CE166435,2013-03-06,0.8919491525423728,False,週刊少年マガジン,5
C91752,CE166459,2013-03-13,0.8029661016949152,False,週刊少年マガジン,6
C91752,CE166490,2013-03-20,0.9408163265306122,False,週刊少年マガジン,7
C91752,CE166513,2013-03-27,0.7971311475409836,False,週刊少年マガジン,8
C91753,CE02730,2009-03-25,0.0443037974683544,False,週刊少年マガジン,1
C91753,CE02708,2009-04-01,0.1683168316831683,False,週刊少年マガジン,2
C91753,CE02687,2009-04-08,0.2591743119266055,False,週刊少年マガジン,3
C91753,CE02658,2009-04-15,0.0793991416309012,False,週刊少年マガジン,4
C91753,CE02636,2009-04-22,0.1652360515021459,False,週刊少年マガジン,5
C91753,CE02628,2009-04-29,0.8608349900596421,False,週刊少年マガジン,6
C91753,CE02604,2009-05-13,0.8836734693877552,False,週刊少年マガジン,7
C91753,CE02580,2009-05-20,0.9118852459016392,False,週刊少年マガジン,8
C91767,CE119402,2009-10-07,0.0182926829268292,False,週刊少年サンデー,1
C91767,CE119385,2009-10-14,0.3094170403587444,False,週刊少年サンデー,2
C91767,CE119354,2009-10-21,0.3356481481481481,False,週刊少年サンデー,3
C91767,CE119329,2009-10-28,0.2762557077625571,False,週刊少年サンデー,4
C91767,CE119305,2009-11-04,0.3409090909090909,False,週刊少年サンデー,5
C91767,CE119283,2009-11-11,0.4258474576271186,False,週刊少年サンデー,6
C91767,CE119260,2009-11-18,0.4647577092511013,False,週刊少年サンデー,7
C91767,CE119230,2009-11-25,0.2074235807860262,False,週刊少年サンデー,8
C91769,CE118868,2010-03-17,0.0064655172413793,False,週刊少年サンデー,1
C91769,CE118847,2010-03-24,0.1418918918918918,False,週刊少年サンデー,2
C91769,CE118830,2010-03-31,0.5064102564102564,False,週刊少年サンデー,3
C91769,CE118807,2010-04-07,0.5127659574468085,False,週刊少年サンデー,4
C91769,CE118779,2010-04-14,0.2818930041152263,False,週刊少年サンデー,5
C91769,CE118757,2010-04-21,0.386574074074074,False,週刊少年サンデー,6
C91769,CE118733,2010-04-28,0.3804347826086957,False,週刊少年サンデー,7
C91769,CE118709,2010-05-12,0.4166666666666667,False,週刊少年サンデー,8
C91773,CE139841,1991-03-27,0.0156950672645739,False,週刊少年サンデー,1
C91773,CE139823,1991-04-03,0.2581395348837209,False,週刊少年サンデー,2
C91773,CE139798,1991-04-10,0.1794258373205741,False,週刊少年サンデー,3
C91773,CE139774,1991-04-17,0.0671641791044776,False,週刊少年サンデー,4
C91773,CE139751,1991-04-24,0.0465686274509803,False,週刊少年サンデー,5
C91773,CE139732,1991-05-01,0.2064676616915423,False,週刊少年サンデー,6
C91773,CE139705,1991-05-08,0.0940366972477064,False,週刊少年サンデー,7
C91773,CE139684,1991-05-22,0.1602870813397129,False,週刊少年サンデー,8
C91788,CE122201,2007-06-13,0.7604166666666666,False,週刊少年サンデー,1
C91788,CE119875,2009-06-03,0.890495867768595,False,週刊少年サンデー,2
C91788,CE119843,2009-06-10,0.79004329004329,False,週刊少年サンデー,3
C91788,CE119816,2009-06-17,0.7509803921568627,False,週刊少年サンデー,4
C91788,CE119794,2009-06-24,0.9012096774193548,False,週刊少年サンデー,5
C91788,CE119761,2009-07-01,0.6729166666666667,False,週刊少年サンデー,6
C91788,CE119743,2009-07-08,0.9377682403433476,False,週刊少年サンデー,7
C91788,CE119718,2009-07-15,0.9355555555555556,False,週刊少年サンデー,8
C91789,CE120913,2008-07-16,0.0168539325842696,False,週刊少年サンデー,1
C91789,CE120897,2008-07-23,0.3956692913385827,False,週刊少年サンデー,2
C91789,CE120874,2008-07-30,0.4639830508474576,False,週刊少年サンデー,3
C91789,CE120844,2008-08-06,0.3207964601769911,False,週刊少年サンデー,4
C91789,CE120823,2008-08-13,0.482532751091703,False,週刊少年サンデー,5
C91789,CE120803,2008-08-20,0.6803921568627451,False,週刊少年サンデー,6
C91789,CE120771,2008-09-03,0.4328063241106719,False,週刊少年サンデー,7
C91789,CE120738,2008-09-10,0.2372549019607843,False,週刊少年サンデー,8
C91790,CE124225,2005-07-20,0.0197368421052631,False,週刊少年サンデー,1
C91790,CE124205,2005-07-27,0.1844444444444444,False,週刊少年サンデー,2
C91790,CE124183,2005-08-03,0.1517094017094017,False,週刊少年サンデー,3
C91790,CE124167,2005-08-10,0.4762931034482758,False,週刊少年サンデー,4
C91790,CE124146,2005-08-17,0.5986238532110092,False,週刊少年サンデー,5
C91790,CE124120,2005-08-24,0.5393013100436681,False,週刊少年サンデー,6
C91790,CE124096,2005-09-07,0.475,False,週刊少年サンデー,7
C91790,CE124076,2005-09-14,0.62,False,週刊少年サンデー,8
C91806,CE20020,1993-06-16,0.0074626865671641,False,週刊少年マガジン,1
C91806,CE20006,1993-06-23,0.3349397590361446,False,週刊少年マガジン,2
C91806,CE19980,1993-06-30,0.0765432098765432,False,週刊少年マガジン,3
C91806,CE19961,1993-07-07,0.1695331695331695,False,週刊少年マガジン,4
C91806,CE19955,1993-07-14,0.7279236276849642,False,週刊少年マガジン,5
C91806,CE19929,1993-07-21,0.4447174447174447,False,週刊少年マガジン,6
C91806,CE19913,1993-07-28,0.6322115384615384,False,週刊少年マガジン,7
C91806,CE19891,1993-08-04,0.5674518201284796,False,週刊少年マガジン,8
C91828,CE08239,2004-08-25,0.1929824561403508,False,週刊少年マガジン,1
C91828,CE08176,2004-09-15,0.7261904761904762,False,週刊少年マガジン,2
C91828,CE08052,2004-10-20,0.905811623246493,False,週刊少年マガジン,3
C91828,CE07954,2004-11-17,0.9978768577494692,False,週刊少年マガジン,4
C91828,CE07856,2005-01-01,0.9787234042553192,False,週刊少年マガジン,5
C91828,CE07777,2005-01-26,0.8304093567251462,False,週刊少年マガジン,6
C91828,CE07654,2005-02-23,0.9743589743589745,False,週刊少年マガジン,7
C91828,CE07566,2005-03-16,0.4146868250539957,False,週刊少年マガジン,8
C91843,CE00416,2011-02-02,0.9978308026030368,False,週刊少年マガジン,1
C91843,CE00261,2011-03-16,0.9978947368421052,False,週刊少年マガジン,2
C91843,CE00154,2011-04-13,0.9979123173277662,False,週刊少年マガジン,3
C91843,CE164369,2011-07-20,0.9979035639412998,False,週刊少年マガジン,4
C91843,CE164532,2011-09-07,0.9978401727861772,False,週刊少年マガジン,5
C91843,CE164766,2011-11-09,0.9085106382978724,False,週刊少年マガジン,6
C91843,CE167893,2014-04-23,0.4107142857142857,False,週刊少年マガジン,7
C91843,CE179739,2015-05-27,0.1724890829694323,False,週刊少年マガジン,8
C91854,CE05826,2006-09-06,0.0193548387096774,False,週刊少年マガジン,1
C91854,CE05805,2006-09-13,0.3091684434968017,False,週刊少年マガジン,2
C91854,CE05781,2006-09-20,0.319910514541387,False,週刊少年マガジン,3
C91854,CE05755,2006-09-27,0.3126385809312638,False,週刊少年マガジン,4
C91854,CE05727,2006-10-04,0.2214765100671141,False,週刊少年マガジン,5
C91854,CE05720,2006-10-11,0.9668737060041408,False,週刊少年マガジン,6
C91854,CE05690,2006-10-18,0.8536585365853658,False,週刊少年マガジン,7
C91854,CE05666,2006-10-25,0.8663697104677061,False,週刊少年マガジン,8
C91859,CE13298,2000-01-01,0.5789473684210527,False,週刊少年マガジン,1
C91859,CE13299,2000-01-01,0.5957894736842105,False,週刊少年マガジン,2
C91859,CE13277,2000-01-02,0.7142857142857143,False,週刊少年マガジン,3
C91859,CE13246,2000-01-10,0.3410404624277456,False,週刊少年マガジン,4
C91859,CE13228,2000-01-22,0.6089613034623218,False,週刊少年マガジン,5
C91859,CE13188,2000-02-02,0.721881390593047,False,週刊少年マガジン,6
C91859,CE13156,2000-02-09,0.2872570194384449,False,週刊少年マガジン,7
C91859,CE13136,2000-02-16,0.3582417582417582,False,週刊少年マガジン,8
C91877,CE08877,2004-02-04,0.005736137667304,False,週刊少年マガジン,1
C91877,CE08857,2004-02-11,0.1515151515151515,False,週刊少年マガジン,2
C91877,CE08839,2004-02-18,0.3592436974789916,False,週刊少年マガジン,3
C91877,CE08821,2004-02-25,0.5890688259109311,False,週刊少年マガジン,4
C91877,CE08802,2004-03-03,0.6973180076628352,False,週刊少年マガジン,5
C91877,CE08777,2004-03-10,0.744140625,False,週刊少年マガジン,6
C91877,CE08730,2004-03-24,0.6719101123595506,False,週刊少年マガジン,7
C91877,CE08713,2004-03-31,0.8913934426229508,False,週刊少年マガジン,8
C91882,CE08184,2004-09-15,0.9861111111111112,False,週刊少年マガジン,1
C91882,CE08159,2004-09-22,0.9921722113502937,False,週刊少年マガジン,2
C91882,CE08134,2004-09-29,0.9921722113502937,False,週刊少年マガジン,3
C91882,CE08109,2004-10-06,0.9924953095684804,False,週刊少年マガジン,4
C91882,CE08085,2004-10-13,0.9921722113502937,False,週刊少年マガジン,5
C91882,CE08055,2004-10-20,0.9879759519038076,False,週刊少年マガジン,6
C91882,CE08030,2004-10-27,0.9919839679358716,False,週刊少年マガジン,7
C91882,CE08005,2004-11-03,0.991919191919192,False,週刊少年マガジン,8
C91918,CE165136,2012-03-07,0.022,True,週刊少年マガジン,1
C91918,CE165166,2012-03-14,0.1127659574468085,True,週刊少年マガジン,2
C91918,CE165201,2012-03-21,0.41699604743083,True,週刊少年マガジン,3
