アニメ作品ID,アニメ作品名,weekday,放送曜日,アニメ作品の合計話数
C11209,capeta,1,火,51
C11466,D.C.Ⅱ～ダ・カーポⅡ～,1,火,13
C14656,おじゃる丸[第16期],1,火,14
C9082,忍たま乱太郎 第2期,1,火,24
C14657,おとぎのくにの　イチジョウマン　7,1,火,1
C16107,スタミュ 高校星歌劇[第2期],1,火,12
C11309,電脳コイルCOIL A CIRCLE OF CHILDREN,1,火,1
C14776,パンダの たぷたぷ,1,火,86
C11233,ラムネ,1,火,12
C14746,神のみぞ知るセカイ - 女神篇 -,1,火,12
C9689,どっきりドクター,1,火,1
C11253,南の島の小さな飛行機バーディー[第1期],1,火,2
C16170,わしも[第5シリーズ],1,火,17
C14669,忍たま 乱太郎 [第21期],1,火,15
C14645,こたつたこ,1,火,1
C9665,スーパードール★リカちゃん,1,火,52
C11436,ひぐらしのなく頃に解,1,火,13
C9667,セイバーマリオネットJ to X,1,火,25
C11495,ナイトウィザードThe ANIMATION,1,火,13
C11172,ガン×ソード,1,火,26
C14750,DD 北斗の拳,1,火,2
C11174,プレイボール,1,火,13
C9669,聖ルミナス女学院,1,火,12
C14648,10秒チョットのアニメ,1,火,7
C11487,バンブーブレード,1,火,26
C14667,にゅるにゅる!! KAKUSENくん,1,火,21
C14762,超速変形 ジャイロゼッター,1,火,51
C11105,わがまま☆フェアリー ミルモでポン! ちゃあみんぐ,1,火,22
C14769,NARUTO SD[すごいどりょく] ロック・リーの 青春フルパワー忍伝,1,火,51
C14624,わいもくん きいろいかおしてババンバン,1,火,30
C11045,忍たま乱太郎［第12期］,1,火,16
C9717,日本一の男の魂,1,火,11
C11647,チーズスイートホーム,1,火,26
C14587,おじゃる丸[第12期],1,火,20
C14836,黒子の バスケ[第2期],1,火,1
C16082,ちょぼらうにょぽみ あいまいみー,1,火,12
C14704,おじゃる丸[第15期],1,火,19
C11393,CLAYMORE,1,火,1
C16080,弱虫ペダル NEW GENERATION,1,火,25
C14602,太宰 治生誕百年短編小説集,1,火,1
C16156,NEW GAME!!,1,火,12
C14701,宇宙兄弟,1,火,1
C16185,ロクでなし魔術講師と 禁忌教典,1,火,12
C9632,サイレントメビウス,1,火,26
C9563,ふたり暮らし,1,火,9
C14625,笑いのSHOW学校,1,火,1
C14851,翠星のガルガンティア,1,火,13
C14853,すすめ! キッチン戦隊 クックルン,1,火,4
C11621,ARIAThe ORIGINATION,1,火,13
C14594,きょうの料理 ビギナーズ[第3期],1,火,24
C16157,異世界はスマートフォンとともに。,1,火,12
C14698,Another,1,火,11
C9720,逮捕しちゃうぞ[Special],1,火,4
C11355,桃華月憚,1,火,25
C11623,GUNSLINGER GIRL.IL TEATRINO,1,火,14
C11053,U.H.O. フューチャーレスキュー2061,1,火,7
C14856,スパロウズ　ホテル　[第1期],1,火,6
C11353,SUGAR BUNNIES,1,火,26
C14857,スパロウズ　ホテル　[第2期],1,火,6
C11367,英國戀物語 エマ 第ニ幕,1,火,12
C14683,だじゃれ パラパラ,1,火,1
C14706,おべとも学園[第5期],1,火,40
C11083,だめっこどうぶつ,1,火,5
C9648,ふしぎなメルモ リニューアル,1,火,6
C14878,幕末義人伝 浪漫,1,火,12
C14678,学校の コワイ うわさ 新 花子さんがきた!!,1,火,18
C14615,NAKED WOLVES,1,火,3
C11318,BLUE DRAGON,1,火,1
C14828,きょうの料理　ビギナーズ　[第7期],1,火,8
C14709,神様 はじめました,1,火,13
C11089,モンチッチ,1,火,26
C11043,おじゃる丸［第7期］,1,火,18
C11385,エル・カザドEL CAZADOR DE LA BRUJA,1,火,26
C9654,浦安鉄筋家族,1,火,8
C14713,君と僕。2,1,火,13
C14824,がんばれ! ルル ロロ TINY★TWIN★BEARS,1,火,5
C14585,いない いない ばあっ![第14期],1,火,23
C11095,こみっくパーティーRevolution,1,火,13
C11406,トレジャーガウスト,1,火,1
C16065,フレームアームズ・ガール,1,火,24
C14614,忍たま乱太郎[第17期],1,火,18
C9630,カードキャプターさくら,1,火,35
C9574,宇宙海賊ミトの大冒険,1,火,13
C9578,イケてる2人,1,火,4
C9650,パニポニ,1,火,1
C14689,はなかっぱ[第2期],1,火,14
C11383,アイドルマスターXENOGLOSSIA,1,火,26
C16071,にゃんぼー![第1期],1,火,14
C14679,神のみぞ知るセカイⅡ,1,火,11
C11649,リトル・チャロ,1,火,1
C14533,忍たま 乱太郎[第18期],2,水,20
C14127,バクマン。[第3期],2,水,1
C15848,ツキウタ。 THE ANIMATION,2,水,14
C13207,きょうの料理 ビギナーズ [第2期],2,水,23
C15806,美少女遊戯ユニット クレーン ゲール Crane Game Girls,2,水,13
C15846,オトナの 一休さん[第1期],2,水,1
C13120,南の島の小さな飛行機 バーディー[第2期],2,水,2
C14100,うーさーの その日暮らし,2,水,12
C16162,夏目友人帳 陸,2,水,12
C14532,ガーゴイルズ,2,水,13
C14660,ダンボール 戦機 WARS[ウォーズ],2,水,37
C15495,"DiABOLiK LOVERS MORE, BLOOD",2,水,1
C14664,直球表題 ロボットアニメ,2,水,12
C15553,蟲 師 [続章][特別篇],2,水,1
C16223,ラブ米 -WE LOVE RICE-,2,水,13
C8967,ももいろシスターズ,2,水,6
C16228,忍たま乱太郎[第25期],2,水,13
C15523,すすめ! キッチン戦隊 クックルン[第2期],2,水,12
C14144,ロンゴマックス　論語MAX,2,水,3
C14677,額縁をくぐって物語の中へ　[スペシャル],2,水,1
C14166,たまゆら ～もあぐれっしぶ～,2,水,12
C13156,モッタイナイナイ ムッピといっしょ,2,水,3
C13170,ケンちゃんの 晩めし前!,2,水,74
C14250,ゆゆ式,2,水,12
C15532,Dance with Devils,2,水,24
C15516,ぐでたま,2,水,87
C14673,いない いない ばあっ![第16期],2,水,22
C14681,ZoobLes!,2,水,8
C15838,モブサイコ 100,2,水,12
C13182,いない いない ばあっ! [第12期],2,水,22
C15504,バトルスピリッツ 烈火魂[バーニングソウル],2,水,51
C15533,ちょぼらうにょぽみ劇場～新章～不思議なソメラ ちゃん,2,水,26
C13140,ななみちゃん[第3期],2,水,3
C14683,だじゃれ パラパラ,2,水,5
C16224,おじゃる丸[第20期],2,水,10
C16158,魔法陣グルグル,2,水,13
C13191,HUNTER × HUNTER[新],2,水,51
C16229,ふわふわアワー Pui Pui & Muu Muu,2,水,1
C16230,ポンコツクエスト-魔王と派遣の魔物たち-[第4期],2,水,7
C15541,野 良 ス コ,2,水,1
C14669,忍たま 乱太郎 [第21期],2,水,16
C13134,ぼてじん,2,水,14
C15505,BIKINI WARRIORS,2,水,12
C8943,ポコニャン!,2,水,34
C15544,はなかっぱ[第5期],2,水,18
C13130,機動戦士 ガンダム S［シード］ DESTINY ［総集編］砕かれた世界,2,水,1
C15534,DD北斗の拳 2イチゴ味+[プラス],2,水,48
C15525,こにぎり くん,2,水,1
C13684,クッキンアイドル アイ!マイ! まいん![第3期],2,水,15
C13111,パンツ コインちゃん,2,水,3
C15778,古代紀行 ドキュメンタリー 古事記の世界 CGアニメでひも解く 日本誕生物語 [第2期],2,水,1
C9018,とっても!ラッキーマン,2,水,26
C16182,遊戯王 VRAINS,2,水,42
C16203,はじめての ギャル,2,水,10
C14565,X-MEN エボリューション,2,水,2
C15699,うぇいくあっぷがーる ZOO!,2,水,10
C13018,なぞなぞう,2,水,1
C15780,深海 ダイバーズ,2,水,1
C15697,猫嫌いの家に 生まれた猫好きが 猫と暮らす絵日記,2,水,2
C13024,絶体絶命でんぢゃらすじーさん～おはスタ夏の特別編～,2,水,1
C15696,謎*新聞 ミライタイムズ [第1期],2,水,39
C15682,カワバカジマ,2,水,12
C9016,白雪姫の伝説,2,水,52
C14614,忍たま乱太郎[第17期],2,水,18
C14562,MONSTER[特別編],2,水,1
C14615,NAKED WOLVES,2,水,2
C15667,コメットルシファーNOW ADVENTURE BEGINS-WITH YOU. FRIENDSAND OUR DESTINY.,2,水,24
C16205,ベルセルク［2期］,2,水,1
C14560,スーパーロボット モンキー チーム ハイパー フォース GO!,2,水,5
C16179,ねこねこ日本史［第2シリーズ］,2,水,16
C15660,俺がお嬢様学校に「庶民サンプル」 としてゲッツ❤された件,2,水,24
C15793,ほのぼのログ honobono log,2,水,2
C15641,私たちが プロポーズ されないのには 101の理由が あってだな Season 2,2,水,1
C14607,どうする? しおん君,2,水,1
C15636,ユリ熊嵐 LOVE BULLET・YURIKUMA ARASHI,2,水,13
C15777,ゴー!ゴー! キッチン戦隊 クックルン,2,水,19
C14571,ヘラクレス,2,水,12
C14585,いない いない ばあっ![第14期],2,水,23
C16195,きょうの料理 ビギナーズ [第10期],2,水,20
C12951,ぱずりーず,2,水,1
C9080,親子クラブ,2,水,52
C15749,JKめし!,2,水,1
C14581,PERSONA-- trinity soul --,2,水,1
C16192,まけるな!! あくのぐんだん!,2,水,13
C12963,どうする? ゆうきくん,2,水,4
C14587,おじゃる丸[第12期],2,水,21
C15768,バリィさんの いまばり弁講座,2,水,24
C14589,鬼警部 アンパン,2,水,1
C12975,桂三枝の アニメで一席,2,水,1
C14594,きょうの料理 ビギナーズ[第3期],2,水,24
C15771,もじもじおばけ ばけまつ,2,水,1
C16187,Room Mate,2,水,12
C12983,ゴキブリ ちゃん,2,水,4
C12987,今日から〔○マ〕王!［第2期］,2,水,1
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],2,水,3
C16198,ナナマルサンバツ,2,水,12
C14573,ミッドナイト ホラースクール,2,水,25
C15776,きょうの料理 ビギナーズ [第9期],2,水,24
C14572,ポピーザぱフォーマーカウントダウンスペシャル,2,水,2
C16200,妖怪アパートの 幽雅な日常,2,水,13
C14605,探偵Xからの挑戦状![第8話]靴の中の死体-クリスマスの密室-,2,水,1
C13116,理科5年ふしぎワールド,2,水,19
C15635,モンスター 娘のいる日常,2,水,12
C14627,いない いない ばあっ![第15期],2,水,22
C15600,オシリスの天秤,2,水,10
C14645,こたつたこ,2,水,6
C15593,わし*も[第1期],2,水,2
C14688,はっぴ～カッピ,2,水,26
C13085,ぴよだまり,2,水,1
C13091,メジャー[第2期],2,水,1
C16213,最遊記 RELOAD BLAST,2,水,12
C14647,J.ブンガク　世界が愛した ニホンの感性　[第2期],2,水,1
C16214,てーきゅう［9期］,2,水,12
C13097,クレイアニメ 太鼓の達人[第2期],2,水,1
C8975,彼氏彼女の事情,2,水,1
C14536,漂流家族　昭和パンダ物語[第2期],2,水,1
C15581,ナンダカ ベロニカ,2,水,2
C16217,妄想科学ADV Chaos;Child,2,水,11
C13105,忍たま 乱太郎[第14期],2,水,10
C14648,10秒チョットのアニメ,2,水,6
C13107,おじゃる丸[第9期],2,水,18
C14653,東京レイヴンズ,2,水,24
C15800,ムズムズ18 エイティーン[第2期],2,水,1
C14535,漂流家族　昭和パンダ物語[第1期],2,水,1
C13109,いない いない ばあっ! [第11期],2,水,18
C15572,サムソンの ダジャレDE英単語,2,水,1
C14656,おじゃる丸[第16期],2,水,14
C16171,クリオネの灯り,2,水,12
C13056,ビーンワールド,2,水,1
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,2,水,12
C15601,【オレアレ】,2,水,1
C13058,人形アニメーションリカちゃん,2,水,2
C14628,ウチュレイ![2010夏],2,水,5
C15625,美男 高校 地球防衛部 LOVE!,2,水,12
C15624,ピカイア![シリーズ],2,水,4
C15621,はなかっぱ[第6期],2,水,18
C14559,義風堂々! 兼続と慶次,2,水,25
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,2,水,12
C13064,コロコロアニマル,2,水,12
C14553,Rose O Neill Kewpie,2,水,26
C15614,東京乙女 レストラン 乙レス SD[サイドディシュ][第1期],2,水,12
C13066,忍たま 乱太郎[第15期],2,水,10
C14550,ど～する?　地球のあした,2,水,6
C15606,けいとのようせい ニットとウール,2,水,1
C15799,ムズムズ18 エイティーン[第1期],2,水,1
C14633,株式会社ZOO,2,水,4
C13068,おじゃる丸[第10期],2,水,18
C15604,Good Morning!!! DORONJO,2,水,11
C14549,太宰 治　短編小説集　[第3期],2,水,1
C13070,[おかあさんと あそぼっ!] きょうの おはなし,2,水,3
C14636,きょうの料理 ビギナーズ[第4期],2,水,18
C13071,ななみちゃんのわくわくどうぶつえん,2,水,3
C14637,クッキンアイドル アイ!マイ! まいん![第2期],2,水,15
C14638,クノーチェ,2,水,1
C14548,太宰 治 短編小説集[第2期] 畜犬談,2,水,1
C15490,洲崎西 THE ANIMATION,2,水,13
C13271,王さまものがたり,2,水,1
C15478,銀魂゜,2,水,54
C13788,ましろ色シンフォニー -The color of lovers-,2,水,12
C15041,ハマトラ THE ANIMATION,2,水,12
C15999,ZIP! presents 朝だよ! 貝社員,2,水,39
C13786,マケン姫っ!,2,水,12
C13500,宮西達也劇場 おまえ うまそうだな,2,水,4
C13782,ほんとに あった! 霊媒先生,2,水,22
C15033,ノーゲーム ・ ノーライフ,2,水,12
C8764,楽しいムーミン一家 冒険日記,2,水,2
C8758,魔法のプリンセス ミンキーモモ［新］,2,水,62
C16001,バディゴ![第1期],2,水,1
C14819,ガイスト クラッシャー,2,水,35
C8651,ロビンフッドの大冒険,2,水,3
C16002,おじゃる丸[第19期],2,水,22
C8728,ハローESCARGOT島,2,水,20
C16003,バトルスピリッツ ダブルドライブ,2,水,38
C16004,謎新聞 ミライタイムズ The Mirai Times [第2期],2,水,30
C14824,がんばれ! ルル ロロ TINY★TWIN★BEARS,2,水,5
C16005,双星の陰陽師,2,水,37
C8726,おてんきボーイズ,2,水,2
C8659,からくり剣豪伝 ムサシロード,2,水,49
C13560,イナズマイレブン GO,2,水,47
C15008,くつだる｡,2,水,32
C14828,きょうの料理　ビギナーズ　[第7期],2,水,8
C13790,まみむめ もんち,2,水,4
C16085,捏造トラップ-NTR-,2,水,12
C14808,イナズマイレブン GO ギャラクシー,2,水,43
C13492,もっと ToLOVEる,2,水,12
C16099,ハンドシェイカー,2,水,12
C13832,汐留 ケ～ブル テレビ,2,水,21
C15092,いない いない ばあっ![第5期],2,水,13
C13830,元気!! 江古田ちゃん,2,水,22
C8810,地球SOS それいけコロリン,2,水,26
C15091,いない いない ばあっ![第4期],2,水,7
C13828,君に届け 2ND SEASON,2,水,13
C15087,妖怪ウォッチ,2,水,13
C15081,忍たま 乱太郎［第22期］,2,水,15
C15995,忍たま 乱太郎 [第24期],2,水,14
C13819,逆境無頼 カイジ 破戒録篇,2,水,26
C8639,魔法のエンジェル スイートミント,2,水,47
C14793,ヨルムンガンド,2,水,12
C13803,もしドラ　もし高校野球の女子マネージャーが　ドラッカーの『マネジメント』を読んだら,2,水,2
C15997,はなかっぱ[第7期],2,水,16
C14794,ヨルムンガンド PERFECT ORDER,2,水,13
C15057,ヤマノススメ セカンドシーズン,2,水,27
C15056,モモキュン ソード,2,水,12
C14796,リコーダーと　ランドセル　レ♪,2,水,13
C13467,リタと ナントカ,2,水,5
C14797,リトル・チャロ　～東北編～,2,水,12
C15052,まじもじ るるも,2,水,12
C14799,あいうら,2,水,12
C14803,アニメ　おしりかじり虫[第2期],2,水,3
C13842,森田さんは無口。,2,水,13
C13761,プ～　ねこ　小劇場　SHOW TIME,2,水,11
C13573,パッコロリン,2,水,26
C14853,すすめ! キッチン戦隊 クックルン,2,水,5
C16074,AKiBA'STRiP THE ANIMATION,2,水,13
C13709,忍たま 乱太郎[第19期],2,水,18
C14914,ミス・モノクローム -The Animation-,2,水,12
C14911,マジンガーZIP!,2,水,31
C14863,戦勇。[第1期],2,水,13
C14906,ポケットモンスター THE ORIGIN,2,水,4
C14864,戦勇。[第2期],2,水,13
C13705,ちはやふる,2,水,25
C14901,BLAZ*BLUE ALTER MEMORY,2,水,12
C13645,額縁をくぐって物語の中へ　[シリーズ],2,水,20
C16047,もじもじおばけ てんてんまる,2,水,1
C14865,大怪獣ラッシュ ULTRA FRONTIER,2,水,5
C13698,だぶる じぇい,2,水,11
C8696,おばけの…ホーリー,2,水,39
C14889,びじゅチューン!,2,水,2
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,2,水,26
C13690,これは×ゾンビ ですか?,2,水,1
C14885,はなかっぱ[第4期],2,水,8
C16066,武装少女マキャヴェリズム,2,水,12
C13673,おじゃる丸[第14期],2,水,18
C13675,おはよう忍者隊 ガッチャマン,2,水,96
C16058,Scared Rider XechS,2,水,12
C14929,LINE TOWN,2,水,62
C16014,ムズムズ18 エイティーン [第3期],2,水,1
C16030,THE NUMBERS ナンバカ,2,水,13
C16028,バリィさんの 諸国漫遊記,2,水,13
C13759,プ～ ねこ,2,水,11
C15005,カリーノ コニ,2,水,36
C13577,遊★戯★王 ZEXAL,2,水,2
C15004,ガイスト クラッシャー ゴッド編,2,水,15
C15001,おじゃる丸［第17期］,2,水,14
C13756,ひめ チェン! おとぎちっくアイドル リルぷりっ[のりスタ版],2,水,41
C13581,うっかりペネロペ[第2期],2,水,4
C13583,ちーすい丸,2,水,1
C14999,うーさーの その日暮らし 覚醒編,2,水,12
C13750,ハトのおよめさん ハトよめ,2,水,4
C14987,SOUL EATER NOT！,2,水,13
C14980,MARVEL ディスク・ウォーズ アベンジャーズ,2,水,51
C13585,おじゃる丸[第13期],2,水,18
C14978,LO*VE STAGE!!,2,水,1
C8710,絶対無敵ライジンオー,2,水,51
C14971,幕末 Ｒｏｃｋ,2,水,12
C14843,COPPELION,2,水,13
C13742,にゃん†ぱいあ The Animation,2,水,12
C14848,島耕作の　アジア立志伝[第1期],2,水,1
C14849,島耕作の アジア立志伝[第2期],2,水,10
C14958,精霊使いの剣舞,2,水,3
C13630,Steins;Gate,2,水,24
C13634,Teach,2,水,2
C13637,とびだせ! 土管 くん,2,水,6
C15480,くつだる。[第2期],2,水,16
C16100,けものフレンズ,2,水,13
C16101,ピアシェ～私のイタリアン～,2,水,12
C13992,ガッ活!,2,水,1
C15400,接続無用,2,水,4
C15390,暁のヨナ -The girl standing　 in the blush of dawn-,2,水,4
C13980,パパのいうことを 聞きなさい!,2,水,12
C15383,トリニティセブン,2,水,10
C13275,やっこはん姉妹きぬやっこ もめんやっこ,2,水,1
C14718,クッキンアイドル　アイ!マイ!　まいん![第4期],2,水,16
C14720,黒魔女さんが通る!!,2,水,60
C14728,獣旋バトル モンスーノ,2,水,52
C15377,ガンダム ビルドファイターズトライ,2,水,25
C16135,ようこそ実力至上主義の教室へ,2,水,12
C13277,ウスペラーズ,2,水,1
C14731,新世界より,2,水,25
C15368,Hi☆sCoool! セハガ～ル,2,水,13
C13971,ふしぎのヤッポ島　プキプキとポイ,2,水,5
C14733,スッキリ!!　×　映画　ひみつの　アッコちゃん　[～テクマクマヤコン　テクマクマヤコン　ステキなOLにな～れ!～],2,水,2
C16131,カイトアンサ,2,水,12
C15357,目玉焼きの黄身、いつつぶす？,2,水,1
C8891,ノンタンと いっしょ,2,水,66
C15351,プロジェクト パポ,2,水,6
C14743,ガッ活!　[第2期],2,水,3
C16127,徒然チルドレン,2,水,12
C16126,アホガール,2,水,12
C8332,ファンタジーアドベンチャー 長靴をはいた猫の冒険,2,水,26
C15342,スマアニメ SPECIAL,2,水,5
C15889,ねこねこ日本史,2,水,27
C13264,タチコマな日々,2,水,1
C13211,U.H.O.フューチャーレスキュー2061U.H.Oレポート,2,水,5
C13213,今日からマ*王![第3期],2,水,1
C14079,貧乏神が!,2,水,1
C8941,恐竜惑星,2,水,15
C15462,聖剣使いの 禁呪詠唱[ワールドブレイク],2,水,10
C14689,はなかっぱ[第2期],2,水,14
C15460,おじゃる丸［第18期］,2,水,21
C13233,レオナルド博士 と キリン村のなかま でしょ,2,水,1
C8933,熱血最強ゴウザウラー,2,水,51
C14699,あらしのよるに ひみつのともだち,2,水,26
C15876,斉木楠雄のΨ難,2,水,11
C8328,ヨーヨーの猫つまみ,2,水,26
C15441,響け♪ ユーフォニアム Sound! Euhonium,2,水,13
C13240,南の島の小さな飛行機バーディー（第3期）,2,水,15
C16150,ノラと皇女と 野良猫ハート,2,水,12
C15436,忍たま 乱太郎[第23期],2,水,13
C14704,おじゃる丸[第15期],2,水,18
C13246,きょうの料理ビギナーズ,2,水,23
C15434,ニセコイ:,2,水,13
C13256,ウエルベールの物語Sisters of Wellber,2,水,13
C13258,優しさと感動のこだま,2,水,50
C8903,カリメロ（新）,2,水,3
C14707,CARDFIGHT!! ヴァンガード アジアサーキット編,2,水,1
C8330,元気爆発ガンバルガー,2,水,47
C13844,森田さんは無口。2,2,水,13
C15341,スパイダーマン [2004年版・合作],2,水,8
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,2,水,1
C14775,パブー ＆モジーズ,2,水,1
C15972,TO BE HERO,2,水,12
C14776,パンダの たぷたぷ,2,水,86
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,2,水,12
C15974,てーきゅう[第8期],2,水,12
C13372,やさいのようせいN.Y. SALAD[第2期],2,水,5
C15975,ナゾトキネ,2,水,13
C15976,夏目友人帳 伍,2,水,12
C13376,ソフィア物語 ～ブルガリア バラの谷から～,2,水,3
C13378,チビナックス3,2,水,25
C15977,奇異太郎少年の 妖怪絵日記,2,水,12
C13384,ニコニコ♪コニーちゃん,2,水,1
C15270,はりきり体育ノ介　[第1期],2,水,7
C13386,なぜ? どうして? がおがおぶーっ!,2,水,5
C13849,神様ドォルズ,2,水,13
C15978,装神少女 まとい Matoi the Sacred Slayer,2,水,13
C15979,美少女遊戯ユニット クレーン ゲール Galaxy Crane Game Girls,2,水,24
C15980,魔法少女なんて もういいですから。 セカンドシーズン,2,水,12
C14778,100分 de 名著,2,水,96
C16102,One Room,2,水,12
C15234,MONSTER・HIGH こわ・イケガールズ,2,水,8
C13396,スッキリ!!・クロラ,2,水,4
C15094,バットマン THE ANIMATED SERIES,2,水,5
C15274,愛天地無用!,2,水,12
C8883,おやゆび姫物語,2,水,26
C8844,手塚治虫の 旧約聖書物語 In The Beginning,2,水,6
C14774,はなかっぱ[第3期],2,水,10
C15340,PiNMeN,2,水,12
C15339,バットマン ザ・フューチャー,2,水,5
C14750,DD 北斗の拳,2,水,11
C8522,チロリン村物語,2,水,34
C13927,アマガミ SS +[plus],2,水,1
C14757,リトル・チャロ4 New York Again,2,水,33
C13322,ダンボール 戦機,2,水,44
C15288,きらめけ!! メガネボーイ,2,水,6
C13323,ともだち8にん,2,水,16
C16110,王室教師ハイネ,2,水,12
C13325,ドラゴンクライシス!,2,水,11
C13330,ウエルベールの物語 Sisters of Wellber 第二幕,2,水,13
C8853,あしたへフリーキック,2,水,1
C13913,ネギま!? MAGISTER NEGI MAGI,2,水,25
C15287,きょうの料理 ビギナーズ [第8期],2,水,18
C13350,ぴっくみー,2,水,24
C14770,忍たま 乱太郎[第20期],2,水,17
C13905,イナズマイレブン GO クロノ・ストーン,2,水,51
C13354,おじゃる丸[第11期],2,水,18
C13903,ダンボール　戦機　W,2,水,58
C13356,忍たま乱太郎[第16期],2,水,20
C15280,おはよう ハクション 大魔王,2,水,36
C13358,いない いない ばあっ! [第13期],2,水,22
C15971,CHEATING CRAFT,2,水,12
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],2,水,13
C13124,理科6年ふしぎ情報局,2,水,20
C15763,探偵 チームKZ*[カッズ]事件 ノート,2,水,32
C9634,プリンセスナイン如月女子高野球部,2,水,26
C10606,まっすぐにいこう。,2,水,1
C10602,一騎当千,2,水,13
C9829,超生命体 トランスフォーマー ビーストウォーズ メタルス,2,水,18
C10590,Divergence EVE,2,水,13
C12519,和和和 ワッピちゃん,2,水,14
C11387,OverDrive,2,水,26
C9831,無限の リヴァイアス,2,水,26
C11389,大江戸ロケット,2,水,26
C11391,キスダムENGAGE planet,2,水,26
C9213,はりもぐハーリー[第1期],2,水,16
C11393,CLAYMORE,2,水,25
C10571,忍たま乱太郎[第11期],2,水,16
C11395,この青空に約束を─～ようこそつぐみ寮へ～,2,水,13
C11397,神曲奏界ポリフォニカ,2,水,12
C12538,忍たま乱太郎[第7期],2,水,15
C10569,おじゃる丸[第6期］,2,水,18
C9841,THE ビッグオー,2,水,13
C12540,ぴりっとQ,2,水,22
C9428,少女革命ウテナ,2,水,39
C10567,GO!GO! カートくん,2,水,1
C10622,勇午 交渉人,2,水,12
C9418,のらねこダウンタウン,2,水,2
C9818,イッパツ危機娘,2,水,4
C11357,SaintBeast光陰叙事詩天使譚,2,水,13
C11300,Romeo×Juliet,2,水,1
C12122,秘密結社鷹の爪カウントダウン,2,水,11
C10730,まっすぐにいこう。［第2期］,2,水,1
C12458,彩雲国物語,2,水,1
C12120,君に届け,2,水,24
C9804,COLORFUL,2,水,4
C12118,11eyes,2,水,12
C9243,忍たま乱太郎[第3期],2,水,24
C10714,トランスフォーマー スーパーリンク,2,水,1
C9654,浦安鉄筋家族,2,水,8
C11406,トレジャーガウスト,2,水,1
C10712,RAGNARÖK THE ANIMATION,2,水,26
C9648,ふしぎなメルモ リニューアル,2,水,8
C10703,ごくせん,2,水,13
C10701,SDガンダムフォース,2,水,52
C9806,アレクサンダー戦記［合作］,2,水,4
C10675,PEACE MAKER 鐵,2,水,24
C9810,サイボーグ クロちゃん,2,水,1
C11345,ひとひら,2,水,12
C9636,ブレンパワード,2,水,26
C10647,神魂合体ゴーダンナー!!,2,水,13
C9221,ハニ太郎です。,2,水,15
C9650,パニポニ,2,水,2
C12547,ちょこッとSister,2,水,24
C9430,スーパーフィッシング グランダー武蔵,2,水,25
C12037,蒼天航路,2,水,26
C10480,出撃! マシンロボ レスキュー,2,水,51
C11489,BLUE DROP 天使達の戯曲,2,水,13
C12620,うっかりペネロペ,2,水,5
C10470,HAPPY★LESSON ADVANCE,2,水,3
C11491,逆境無頼カイジUltimate Survivor,2,水,26
C9189,ロボットパルタ［シリーズ］,2,水,2
C9476,あずみマンマ・ミーア,2,水,13
C11493,素敵探偵ラビリンス,2,水,25
C12630,おじゃる丸［第8期］,2,水,18
C11498,Myself;Yourself,2,水,13
C12612,魔法食堂チャラポンタン,2,水,5
C11500,魔人探偵脳噛ネウロ,2,水,25
C11983,爆丸 バトルブローラーズ ニューヴェストロイア,2,水,1
C9861,ヨシモト ムチッ子物語[CG版],2,水,17
C12632,忍たま乱太郎［第13期］,2,水,11
C12639,ドラえもん［新・第2期］,2,水,1
C10440,忍たま乱太郎［第10期］,2,水,16
C12641,絶体絶命 でんぢゃらす じーさん [第3期],2,水,23
C11531,秘密[トップシークレット]The Revelation,2,水,26
C9600,ロードス島戦記 英雄騎士伝,2,水,27
C11551,Disneyスティッチ!,2,水,25
C9179,クマのプー太郎,2,水,54
C11502,もっけ,2,水,12
C12452,しばわんこの和のこころ,2,水,3
C11480,サンリオぽこあぽこ,2,水,5
C11468,Hello Kitty りんごの森とパラレルタウン,2,水,1
C10552,カスミン[第3期],2,水,26
C9626,アリスSOS,2,水,6
C9207,赤ちゃんと僕,2,水,12
C9855,ONE PIECE,2,水,65
C11414,CODE-E,2,水,12
C9857,いつも心に太陽を!,2,水,4
C11416,ドージンワーク,2,水,12
C9444,救命戦士ナノセイバー,2,水,1
C9197,ニャッキ!,2,水,1
C9446,白鯨伝説,2,水,27
C9622,忍たま乱太郎[第6期],2,水,12
C11426,ケンコー全裸系水泳部ウミショー,2,水,13
C12587,ゴースト ハント,2,水,25
C12589,少年陰陽師,2,水,26
C11430,ZOMBIE-LOAN,2,水,11
C12591,DEATH NOTE,2,水,38
C12593,ヤマトナデシコ七変化❤,2,水,25
C10506,エアマスター,2,水,27
C11432,BUZZER BEATER,2,水,13
C9193,アリス 探偵局[第1期],2,水,1
C10496,かっぱまき,2,水,26
C9859,101 101匹わんちゃん,2,水,10
C11428,School Days,2,水,11
C10426,げんきげんきノンタン,2,水,3
C9392,春庭家の3人目,2,水,9
C12130,たまごっち!,2,水,1
C10995,ファンタジック チルドレン,2,水,1
C10992,NARUTO疾風伝,2,水,1
C11123,ガラスの仮面［新］,2,水,51
