アニメ作品ID,アニメ作品名,weekday,放送曜日,アニメ作品の合計話数
C10278,真・女神転生 D[デビル]チルドレン ライト＆ダーク,5,土,52
C10276,カスミン［第2期］,5,土,26
C10274,ゲットバッカーズ 奪還屋,5,土,49
C10272,機動戦士 ガンダムSEED,5,土,50
C10267,PLATONIC CHAIN,5,土,24
C10348,満月をさがして,5,土,52
C11106,ふしぎ星の★ふたご姫,5,土,51
C11135,ツバサ・クロニクル　年代記[第1期],5,土,26
C11141,交響詩篇 エウレカセブン,5,土,1
C12009,真マジンガー衝撃! Z編on television,5,土,25
C11994,アニメ 冬のソナタ,5,土,25
C11983,爆丸 バトルブローラーズ ニューヴェストロイア,5,土,22
C11975,極上!! めちゃモテ 委員長,5,土,53
C11973,アラド戦記スラップアップパーティー,5,土,26
C11948,キャラディのジョ～クな毎日,5,土,56
C11944,マリー＆ガリー,5,土,1
C11928,鋼殻のレギオス,5,土,1
C11926,鉄腕バーディーDECODE:02,5,土,10
C11924,獣の奏者 エリン,5,土,60
C11916,マリア様がみてる[第4期],5,土,13
C11908,クプ～!!まめゴマ!,5,土,51
C11892,アキカン!,5,土,1
C11883,おねがい!ポクポン,5,土,13
C11881,お茶犬緑[リョク]っとものがたり,5,土,13
C11875,刀語[カタナガタリ],5,土,9
C11866,しゅごキャラ!! どきっ,5,土,51
C11864,地獄少女 三鼎,5,土,27
C11862,鉄のラインバレル,5,土,24
C11860,かんなぎCrazy Shrine Maidens,5,土,13
C11852,黒執事,5,土,1
C11818,ネットミラクルショッピング[第1期],5,土,6
C11816,熱走!亀1グランプリ,5,土,13
C12043,ヴァイス・サヴァイヴ,5,土,16
C12069,エレメントハンター,5,土,39
C12071,CANAAN,5,土,13
C12072,アニメ くるねこ[第1期],5,土,13
C12309,Fate/stay night,5,土,24
C12292,蛙男劇場,5,土,57
C12286,TAMA＆FRIENDS 探せ! 魔法のプニプニストーン,5,土,26
C12282,TOKKÔ 特公,5,土,2
C12243,極上!! めちゃモテ 委員長 Second Collection,5,土,50
C12241,SD ガンダム 三国伝 Brave Battle Warriors,5,土,51
C12231,まじっく快斗 KID THE PHANTOM THIEF 第1話 「蘇る怪盗」,5,土,1
C12217,デュエル・マスターズ クロス ショック,5,土,50
C12215,ジュエルペット　てぃんくる☆,5,土,51
C12213,Angel Beats!,5,土,13
C12203,リトル・チャロ2 英語に恋する物語,5,土,1
C11814,開運 大便小僧,5,土,26
C12193,マジカノ,5,土,12
C12152,怪盗レーニャ,5,土,8
C12144,COBRA THE ANIMATION,5,土,13
C12143,ハヤテのごとく!!Hayate the combat batler2nd season,5,土,25
C12141,ヴァイス* サヴァイヴR,5,土,12
C12126,ご姉弟物語,5,土,32
C12098,テガミバチ,5,土,25
C12096,生徒会の一存 碧陽学園生徒会議事録,5,土,12
C12092,戦う司書 The Book of Bantorra,5,土,9
C12086,しゅご キャラ! ぷっち ぷち,5,土,25
C12084,しゅご キャラ!!! どっきどきっ,5,土,25
C12082,炬燵猫,5,土,26
C12176,フラカッパー,5,土,2
C11794,鉄腕バーディーDECODE,5,土,13
C11766,ULTRAVIOLETCode 044,5,土,1
C11764,テレパシー少女❤蘭,5,土,26
C11343,REIDEEN,5,土,26
C11326,まめうしくん,5,土,52
C11324,しゅごキャラ!,5,土,51
C11322,機動戦士ガンダム00,5,土,25
C11320,ラブ★コンLOVELY★COMPLEX,5,土,24
C11318,BLUE DRAGON,5,土,51
C11316,地球[テラ]へ・・・,5,土,26
C11314,sola,5,土,13
C11312,精霊の守り人,5,土,25
C11310,風の少女エミリー,5,土,26
C11309,電脳コイルCOIL A CIRCLE OF CHILDREN,5,土,28
C11361,Shining Tears X Wind,5,土,13
C11283,デルトラクエスト,5,土,64
C11259,サムライチャンプルー［セカンドシーズン］,5,土,9
C11257,モリゾーとキッコロ ［第2期］,5,土,12
C11247,ガイキング REGEND OF DAIKU-MARYU,5,土,13
C11231,BLOOD+,5,土,52
C11195,韋駄天翔［イダテンジャンプ］,5,土,52
C11193,福島民話館 ねぇ みんな…2,5,土,48
C11168,奥さまは 魔法少女 Bewitched Arnès,5,土,13
C11164,シュガシュガルーン,5,土,51
C11156,機動新撰組 萌えよ剣TV,5,土,13
C11146,絶対少年,5,土,26
C11143,新釈 戦国英雄伝説 眞田十勇士 ─The Animation─ ［シリーズ］,5,土,12
C11269,恋する天使 アンジェリーク ～かがやきの明日～,5,土,12
C14641,月間ショート劇場★★　侵略派遣美少女　ミリ,5,土,3
C11365,スパイダーライダーズよみがえる太陽,5,土,27
C11440,ぽてまよ,5,土,12
C11752,ゴルゴ13,5,土,50
C11712,BLUE DRAGON天界の七竜,5,土,51
C11710,THE ANIMATIONドルアーガの塔the Aegis of URUK,5,土,12
C11708,マクロスF[フロンティア],5,土,2
C11697,聖剣の刀鍛冶[ブラックスミス],5,土,12
C11660,天体戦士サンレッド,5,土,26
C11655,忍者玉丸,5,土,26
C11652,かのこん,5,土,12
C11643,BUS GAMER,5,土,3
C11609,教えて! 土管くん,5,土,5
C11595,破天荒遊戯,5,土,10
C11410,湾岸MIDNIGHT,5,土,1
C11593,全力ウサギ,5,土,52
C11577,エレキングthe Animation,5,土,13
C11575,流星のロックマントライブ,5,土,21
C11571,ボノロン～不思議な森のいいつたえ～,5,土,7
C11563,げんしけん2,5,土,12
C11547,あやまるアニマル,5,土,18
C11542,あまつき,5,土,13
C11523,Rocket!ぼくらを月につれてって新・月世界旅行,5,土,5
C11483,一期一会恋バナ友バナ,5,土,13
C11472,天才?Dr.ハマックス,5,土,12
C11470,デュエル・マスターズゼロ,5,土,25
C11446,もえたん,5,土,1
C11587,おしゃべりなちゅどんズ,5,土,25
C14651,デュエル・マスターズ ビクトリー V3,5,土,51
C13314,さぁイコー!たまごっち,5,土,12
C15412,VAMPIRE HOLMES,5,土,12
C15087,妖怪ウォッチ,5,土,2
C15611,出番ですよ! オニギリズ,5,土,6
C15610,デス・パレード,5,土,12
C15079,東京ESP,5,土,11
C15608,探偵歌劇 ミルキィホームズ TD,5,土,12
C15607,極道酒場 でんでん ～極道大戦争外伝～,5,土,3
C15076,団地 ともお［第2期］,5,土,90
C15406,魔弾の王と戦姫[ヴァナディーズ],5,土,13
C14768,DOG DAYS',5,土,13
C14772,薄桜鬼 新選組 奇譚 黎明録,5,土,1
C15014,スペース★ダンディ［第1期］,5,土,1
C15073,信長協奏曲,5,土,10
C14875,はいたい七葉　[第2期],5,土,13
C15016,ソードアート･オンラインⅡ,5,土,21
C15603,金 夜 安部 礼司 ～平均的サラリーマンの異常な日常～,5,土,5
C15602,キョートカクテル Season 2,5,土,1
C14775,パブー ＆モジーズ,5,土,36
C15506,フューチャーカード バディファイト 100[HUNDRED],5,土,50
C15070,健全ロボ ダイミダラー,5,土,12
C14764,超ロボット生命体 トランスフォーマー プライム,5,土,52
C15089,六畳間の侵略者!?,5,土,13
C15090,蟲 師 ［続章］,5,土,12
C15628,Fate/kaleid liner プリズマ ★イリヤ 2wei Herz!,5,土,10
C15242,THE iDOLM@STER シンデレラガールズ[第2期],5,土,14
C15675,ノラガミARAGOTO,5,土,8
C15499,電波教師 HE IS AN ULTIMATE TEACHER,5,土,24
C15239,ピクレレ めざせ! ウクレレピクニック イン ハワイ,5,土,15
C14885,はなかっぱ[第4期],5,土,2
C15666,ご注文はうさぎですか??,5,土,24
C15665,K RETURN OF KINGS,5,土,18
C15520,コンパクト もののくま,5,土,88
C14752,デート・ア・ライブ,5,土,12
C14776,パンダの たぷたぷ,5,土,1
C15661,終わりのセラフ名古屋決戦編,5,土,26
C14877,爆TECH! 爆丸 ガチ,5,土,39
C15631,監獄 学園[プリズンスクール],5,土,12
C15405,曇天に笑う,5,土,11
C15630,ブーブーボーイ,5,土,16
C15232,ダンジョンに出会いを 求める のは間違っているだろうか FAMILIA MYTH,5,土,13
C15092,いない いない ばあっ![第5期],5,土,1
C14758,リトルバスターズ!　～Refrain～,5,土,12
C14759,探検 ドリランド,5,土,36
C15091,いない いない ばあっ![第4期],5,土,1
C15659,VALKYRIEDRIVE MERMAID,5,土,24
C15244,下ネタという 概念が存在しない 退屈な世界,5,土,12
C15067,金田一少年の 事件簿Ｒ[リターンズ],5,土,25
C15579,超ゼンマイロボ パトラッシュ,5,土,13
C15540,猫 ピッチャー,5,土,11
C15517,Go!Go! 家電男子[第1期],5,土,4
C15539,猫のダヤン,5,土,34
C15049,プリ❤パラ,5,土,64
C14822,がんばれ! おでんくん LILY FRANKY PRESENTS The Adventure of Oden-kun,5,土,90
C14852,Super Seishun Brothers -超青春姉弟s-,5,土,14
C15047,フューチャーカード バディファイト,5,土,65
C15530,蒼穹のファフナーDead Aggressor EXODUS[第2期],5,土,18
C14850,ジュエルペット ハッピネス,5,土,52
C15046,プピポー!,5,土,15
C15425,シドニアの騎士 第九惑星戦役,5,土,12
C14825,君のいる町,5,土,12
C15426,少年ハリウッド - HOLLY STAGE FOR 50 -,5,土,13
C14830,銀河機攻隊 マジェスティック プリンス,5,土,1
C14832,キングダム[第1期][総集編],5,土,9
C14845,サーバント×サービス,5,土,2
C14833,キングダム[第2期],5,土,17
C15032,のうりん,5,土,12
C15521,The Sushitown あるスシのくらし,5,土,36
C15433,長門有希ちゃんの消失,5,土,16
C14811,ウサビッチ[第5期],5,土,2
C15418,Gunslinger Stratos ―― THE ANIMATION ―,5,土,12
C15543,パックワールド,5,土,36
C15437,ハイスクール DXD BorN,5,土,12
C14872,断裁分離の クライムエッジ,5,土,13
C14871,探検 ドリランド -1000年の真宝[まほう]-,5,土,51
C14778,100分 de 名著,5,土,2
C14867,D.C.Ⅲ ～ダ・カーポⅢ～,5,土,13
C15021,デート･ア･ライブⅡ,5,土,10
C15564,猫のダヤン日本へ行く,5,土,23
C14782,プリティー リズム ディア・マイ・フューチャー,5,土,51
C15563,猫なんかよんでもこない。,5,土,12
C14873,団地 ともお,5,土,47
C15023,デュエル･マスターズ VS,5,土,49
C15060,ロボットガールズ Z,5,土,2
C15024,テンカイナイト,5,土,51
C15560,ONE PIECEアドベンチャー オブ ネブランディア,5,土,1
C15557,落第騎士の 英雄譚[キャバルリィ]A TALE OF WORST ONE,5,土,24
C15059,レディ ジュエルペット,5,土,51
C15436,忍たま 乱太郎[第23期],5,土,1
C14861,絶対防衛 レヴィアタン,5,土,13
C14806,石田 と あさくら,5,土,13
C15416,終わりのセラフ,5,土,12
C14786,松本零士 オズマ,5,土,6
C15245,Charlotte,5,土,1
C14842,古代紀行ドキュメンタリー　古事記の世界　CGアニメでひも解く　日本誕生物語[実写併用],5,土,2
C14924,勇しぶ。 勇者に なれなかった俺は しぶしぶ就職を決意しました。,5,土,12
C15370,selector spread　WIXOSS,5,土,12
C15281,おへんろ。 - 八十八歩記 - [はちはちあるき],5,土,34
C14697,新しい生物,5,土,4
C15711,スクールガール ストライカーズ Animation Channel,5,土,13
C14920,問題児たちが 異世界から来る そうですよ?,5,土,10
C14722,ゴーゴー!　マジムン,5,土,12
C15459,暗殺教室,5,土,22
C15491,戦姫絶唱 シンフォギアGX,5,土,13
C15343,超生命体トランスフォーマー ビーストウォーズ リターンズ,5,土,13
C15483,GATE 自衛隊 彼の地にて、斯く戦えり,5,土,12
C14915,みに ヴぁん mini vanguard,5,土,37
C14910,マジでオタクなイングリッシュ! りぼんちゃん 英語で戦う魔法少女 the TV[第2期],5,土,10
C14727,しまじろうのわお!,5,土,90
C15456,ジョジョの 奇妙な冒険 スターダスト クルセイダース ［エジプト編］,5,土,24
C14904,ぼくは王さま,5,土,14
C15366,GARO 炎の刻印,5,土,25
C15720,初恋モンスター,5,土,12
C14701,宇宙兄弟,5,土,49
C15489,食戟 の ソーマ,5,土,25
C14938,ログ・ホライズン,5,土,25
C14703,エリアの騎士,5,土,37
C15361,Bonjour♪ 　恋味パティスリ～,5,土,9
C15362,Calimro カリメロ,5,土,38
C15329,GREGORY HORROR SHOW THE BLOODY KARTE,5,土,10
C15477,境界の RINNE,5,土,25
C14990,TERRA FORMARS,5,土,13
C14729,ジュエルペット きら★デコッ,5,土,52
C15485,GON[第2期],5,土,26
C15283,（仮）兎[カリウサギ] マサル 笑う夜には福来たるって マジっすか!?,5,土,16
C14950,星刻の竜騎士[ドラグナー],5,土,12
C15730,こども刑事 めめたん,5,土,8
C15486,ジュエルペット Magical Change,5,土,70
C14991,Wake Up， Girls!,5,土,12
C15341,スパイダーマン [2004年版・合作],5,土,8
C15397,失われた未来を求めて A* la recherche du futur perdu,5,土,12
C15465,アクエリオン ロゴス,5,土,22
C15481,CLASSROOM CRISIS,5,土,12
C14903,僕の妹は 大阪 おかん,5,土,12
C14730,ジョジョの 奇妙な冒険,5,土,26
C15760,牙狼 紅蓮ノ月,5,土,35
C14692,ペンギン の問題 DX?,5,土,26
C15270,はりきり体育ノ介　[第1期],5,土,1
C14895,ふたりは ミルキィホームズ,5,土,13
C15394,山賊の娘ローニャ,5,土,27
C14687,爆丸 バトルブローラーズ ガンダリアンインベーダーズ,5,土,2
C15453,THE iDOLM＠STER シンデレラガールズ［第１期］,5,土,15
C14691,ペンギン　の問題　DX,5,土,26
C15247,NHKスペシャル 故宮 TREASURES OF IMPERIAL CHINA,5,土,1
C15449,ISUCA,5,土,10
C15010,ケロロ,5,土,24
C14890,ひだまり　スケッチ　沙英・ヒロ　卒業編,5,土,2
C15688,MAGI シンドバッドの冒険,5,土,13
C15684,脳に快感! スペシャル バカと科学で バ科学 なのだ!!,5,土,3
C15013,ジョジョの 奇妙な冒険 スターダストクルセイダース,5,土,24
C14744,GATCHAMAN CROWDS,5,土,12
C14902,変態王子と 笑わない猫。,5,土,12
C14743,ガッ活!　[第2期],5,土,22
C14953,最近、 妹のようすが ちょっと おかしい んだが｡,5,土,4
C14661,ちはやふる 2,5,土,25
C14731,新世界より,5,土,1
C15705,猫のダヤン ふしぎ劇場,5,土,14
C15492,創勢の アクエリオン EVOL,5,土,1
C15704,time↗ bokan 24,5,土,13
C15703,DIGIMON UNIVERSE アプリモンスターズ,5,土,13
C15702,91 Days,5,土,12
C15701,美男○*高校 地球防衛部 LOVE! LOVE!,5,土,12
C15339,バットマン ザ・フューチャー,5,土,4
C15273,ワールドトリガー,5,土,1
C14900,フルーティー侍,5,土,12
C14899,プリティー リズム レインボーライブ,5,土,51
C14951,生徒会 役員共＊,5,土,14
C15697,猫嫌いの家に 生まれた猫好きが 猫と暮らす絵日記,5,土,2
C15272,ログ・ホライズン　[第2期],5,土,25
C15758,忍たま 乱太郎 の 宇宙 大冒険 with コズミック フロント☆ N E X T,5,土,1
C15350,魔豆奇伝 パンダリアン,5,土,26
C15271,まじっく快斗 1412,5,土,24
C15468,VENUS PROJECT ―CLIMAX―,6,日,12
C15430,てさぐれ! 部活もの すぴんおふ プルプルんシャルム と遊ぼう,6,日,12
C11265,こちら葛飾区 亀有公園前 派出所 [スペシャル] 両津の 浅草リニューアル 大作戦!! ～あぁ 思い出の花やしき～,6,日,1
C11261,こちら葛飾区 亀有公園前 派出所 [スペシャル] 走れ! 両津式チンチン電車 ～思い出の大次郎号～,6,日,1
C9620,魔法のステージ ファンシーララ,6,日,26
C9618,ひみつのアッコちゃん（第3作）,6,日,44
C15866,おなら吾郎,6,日,12
C11474,やっとかめ探偵団,6,日,14
C15475,GANGSTA.,6,日,13
C11502,もっけ,6,日,12
C11514,はたらキッズ マイハム組,6,日,50
C11247,ガイキング REGEND OF DAIKU-MARYU,6,日,26
C15471,英国一家、 日本を食べる Sushi and Beyond,6,日,1
C15431,DOG DAYS'',6,日,12
C11328,ef -a tale of memories.,6,日,12
C11450,シグルイ,6,日,1
C11330,キミキスpure rouge,6,日,24
C9646,頭文字D,6,日,25
C11335,古代王者恐竜キングDキッズ・アドベンチャー,6,日,49
C11341,MOONLIGHTMILE1stシーズンLift off,6,日,13
C15447,みんな集まれ! ファルコム 学園 SC,6,日,13
C11347,おねがいマイメロディすっきり♪,6,日,52
C11322,機動戦士ガンダム00,6,日,1
C15455,"純潔のマリア Soriérede Gré, Pucelle de Force",6,日,12
C11320,ラブ★コンLOVELY★COMPLEX,6,日,1
C15458,アブソリュート・ デュオ,6,日,12
C11349,ロビー＆[と]ケロビー,6,日,52
C9659,ポポロクロイス物語,6,日,25
C15442,Fate ／ stay night [Unlinited Blade Works][第2期],6,日,13
C11369,スカルマン,6,日,13
C11371,ゲゲゲの鬼太郎[第5作],6,日,100
C11373,天元突破グレンラガン,6,日,27
C11375,ハヤテのごとく!Hayate the combat butler,6,日,52
C15879,デュエル・マスターズVSRF,6,日,28
C11412,鉄子の旅,6,日,14
C15436,忍たま 乱太郎[第23期],6,日,2
C15467,アルスラーン 戦記 THE HEROIC LEGEND OF ARSLAN,6,日,26
C11442,さよなら絶望先生,6,日,12
C15869,ふらいんぐうぃっち,6,日,12
C11296,アニ*クリ15,6,日,2
C15872,魔法つかい プリキュア！,6,日,45
C11333,Yes!プリキュア5,6,日,49
C14657,おとぎのくにの　イチジョウマン　7,6,日,1
C15427,SHOW BY ROCK!!,6,日,12
C11892,アキカン!,6,日,11
C15914,七つの大罪 聖戦の予兆[しるし] The Seven Deadly Sins -Signs of holy war-,6,日,4
C11877,ハートキャッチプリキュア!,6,日,49
C15913,田中くんは いつも けだるげ,6,日,12
C11873,はなまる 幼稚園,6,日,1
C15374,オオカミ少女 と 黒王子,6,日,13
C15379,グリザイアの果実,6,日,13
C15380,クロスアンジュ 天使と竜の輪舞[ロンド],6,日,25
C15393,黒魔法少女 ワリー,6,日,10
C11894,WHITE ALBUM[第1期],6,日,13
C11854,TALES OF THE ABYSS,6,日,26
C11834,ねぎぼうずのあさたろう,6,日,48
C11822,絶対やれるギリシャ神話,6,日,13
C11820,カン・ゴローの四字熟語な生活,6,日,22
C11818,ネットミラクルショッピング[第1期],6,日,1
C15907,トランスフォーマー アドベンチャー マイクロンの章 PRIME OF MICRON,6,日,19
C15906,クラシカロイド,6,日,2
C9528,KAIKAN フレーズ,6,日,25
C11810,バトルスピリッツ少年突破バシン,6,日,50
C11800,夏目友人帳,6,日,1
C15908,ちょびっと づかん,6,日,25
C9499,フォーチュン・クエストL,6,日,26
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,6,日,12
C11910,エグザムライ戦国,6,日,12
C12015,クロス×ゲーム,6,日,50
C9450,中華一番,6,日,52
C12013,GUIN SAGA,6,日,26
C12009,真マジンガー衝撃! Z編on television,6,日,1
C12005,セキレイ Pure Engagement,6,日,12
C11998,まほろまてぃっくAutomatic Maidenただいま◇おかえり,6,日,2
C11996,ひだまりスケッチ×365[特別編],6,日,4
C11994,アニメ 冬のソナタ,6,日,2
C15343,超生命体トランスフォーマー ビーストウォーズ リターンズ,6,日,13
C15344,のってけエクスプレッツ,6,日,26
C11978,バトルスピリッツ 少年激覇ダン,6,日,50
C15349,超ぽじてぃぶ! ファイターズ 闘魂野球伝,6,日,16
C11969,毎日かあさん,6,日,51
C11955,こんにちは アン before green gables,6,日,39
C11948,キャラディのジョ～クな毎日,6,日,57
C15355,ドラゴンボール改[第2期],6,日,61
C11934,フレッシュプリキュア!,6,日,50
C11928,鋼殻のレギオス,6,日,23
C15362,Calimro カリメロ,6,日,27
C15363,CARDFIGHT!! ヴァンガードG,6,日,48
C15364,Fate/stay night [Unlimited Blade Works]　[第1期],6,日,13
C11796,薬師寺涼子の怪奇事件簿,6,日,13
C15396,七つの大罪 The Seven Deadly Sins,6,日,25
C15904,3月のライオン March comes in like a lion,6,日,1
C11756,二十面相の娘,6,日,22
C11635,古代王者 恐竜キング Dキッズ・アドベンチャー 翼竜伝説,6,日,30
C11631,ヤッターマン,6,日,26
C11617,ポルフィの長い旅,6,日,52
C11615,【俗・】さよなら絶望先生,6,日,13
C15894,LIFE! アニメ,6,日,1
C11605,true tears,6,日,13
C11603,シゴフミ,6,日,12
C11601,君が主で執事が俺でThey are my noble Masters,6,日,13
C11599,attacked kuma3[第1期],6,日,11
C15420,グリザイアの楽園,6,日,10
C11581,20th Anniversaryああっ女神さまっ闘う翼,6,日,2
C15421,黒子の バスケ[第3期],6,日,25
C15423,血界戦線,6,日,13
C9584,おジャ魔女どれみ,6,日,50
C9586,B[ボンバーマン]ビーダマン 爆外伝 V,6,日,50
C15424,攻殻機動隊 ARISE ALTERNATIVE ARCHITECTURE,6,日,12
C11567,しおんの王The Powers of Hard Blood,6,日,22
C9594,デジモン アドベンチャー,6,日,54
C11555,Maple Story,6,日,25
C15886,くまみこ Girl Meats Bear,6,日,12
C11525,家電漫才ジョンテレビSHOW,6,日,25
C9561,DTエイトロン,6,日,22
C11516,ぷるるんっ! しずくちゃん あはっ☆,6,日,51
C11641,Yes!プリキュア5 Go Go!,6,日,48
C11649,リトル・チャロ,6,日,3
C11754,狂乱家族日記,6,日,25
C15403,天体のメソッド,6,日,13
C11730,SOUL・EATER,6,日,1
C11726,BLASSREITER,6,日,25
C11724,ネットゴーストPIPOPA,6,日,51
C11722,D.C.Ⅱ S.S.,6,日,13
C11720,絶対可憐チルドレン,6,日,52
C11718,コードギアス反逆のルルーシュ R2,6,日,26
C11714,おねがい マイメロディ きららっ★,6,日,52
C9547,GTO,6,日,35
C15407,脇役目線 主客逆転! 教訓体感アニメ　[シリーズ],6,日,4
C15408,蟲師 [続章][後半],6,日,10
C11687,戦国BASARA,6,日,12
C11686,純情ロマンチカ2,6,日,12
C11679,初恋限定。[ハツコイリミテッド],6,日,13
C11668,ライブオンCARDLIVER 翔[かける],6,日,51
C11662,イナズマイレブン,6,日,26
C15410,雨色ココア RAINY COCOA,6,日,13
C15411,ΛLDNOΛH.ZERO[第2期],6,日,13
C9555,スーパーマン,6,日,3
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,6,日,11
C15413,うたの☆プリンスさまっ♪ マジ LOVE レボリューションズ,6,日,13
C11241,蟲師,6,日,20
C15500,DRAGON BALL 超[スーパー],6,日,72
C11219,IGPX Immortal Grand Prix,6,日,2
C15672,進撃!巨人中学校attack on titan : juniorhigh!,6,日,27
C10376,最終兵器彼女,6,日,1
C10358,ぴたテン,6,日,26
C10356,天使な小生意気,6,日,50
C10354,電光超特急 ヒカリアン,6,日,53
C10352,デジモンフロンティア,6,日,50
C15676,ハッカドールTHE・あにめ～しょん,6,日,26
C15678,こちら葛*飾区 亀有公園前 派出所［2016年スペシャル］,6,日,1
C15689,DAYS,6,日,12
C10322,モカイヌ,6,日,13
C10306,ギャラクシー エンジェル ［第2期］,6,日,18
C10304,おジャ魔女どれみドッカ～ン!,6,日,49
C15692,食戟 の ソーマ 弐ノ皿,6,日,13
C10300,ヘイ!ヘイ! シュルーム,6,日,73
C10292,piano,6,日,1
C15693,Peeping Life TVシーズン1 ??,6,日,96
C9891,おジャ魔女どれみ♯,6,日,48
C9893,ニャニが ニャンだー ニャンダーかめん,6,日,72
C9895,マイアミ★ガンズ,6,日,13
C10286,デュエル・マスターズ,6,日,1
C9899,GREGORY HORROR SHOW -THE SECOND GUEST-,6,日,10
C15669,コンクリート・レボルティオ超人幻想,6,日,26
C15668,小森さんは断れない!,6,日,26
C10415,冒険者 THE MAN WAS FROM SPAIN,6,日,4
C15662,温泉幼精ハコネちゃん,6,日,26
C10567,GO!GO! カートくん,6,日,2
C15592,脇役目線 主客逆転! 教訓体感アニメ [パイロット版],6,日,3
C10542,妄想科学シリーズ ワンダバスタイル,6,日,12
C10540,FIRE STORM,6,日,26
C9845,週刊ストーリーランド,6,日,1
C10538,成恵の世界,6,日,12
C10536,デ・ジ・キャラットにょ,6,日,52
C10534,ソニックX,6,日,52
C15605,暗闇三太,6,日,13
C10524,ASTRO BOY 鉄腕アトム,6,日,50
C10280,ギャラクシーエンジェル[A] [第3期],6,日,26
C15612,デュラララ!!×2承,6,日,12
C15620,ハッピー ジョージ,6,日,1
C10494,クラッシュギアNitro,6,日,50
C10492,明日のナージャ,6,日,49
C10490,魔獣戦線THE APOCALYPSE,6,日,13
C10472,グリーングリーン,6,日,13
C9859,101 101匹わんちゃん,6,日,2
C10454,STRATOS4,6,日,13
C15657,雨色ココアRAINY COCOA Rainy colorへようこそ!,6,日,26
C10432,Weｉβ kreuz Glühen,6,日,1
C10430,ポケットモンスター アドバンスジェネレーション,6,日,1
C10518,人間交差点,6,日,13
C10573,トントンあったとにいがたの昔ばなし,6,日,13
C15697,猫嫌いの家に 生まれた猫好きが 猫と暮らす絵日記,6,日,2
C15706,ViVid Strike! Thou shalt not be afraid I am with you,6,日,13
C15738,ハイキュー!! セカンドシーズン,6,日,38
C15739,ブレイブビーツ,6,日,33
C10082,RUN=DIM,6,日,13
C10080,デジモンテイマーズ,6,日,51
C10078,超GALS! 寿蘭,6,日,52
C9973,BRIGA DOON まりん と メラン,6,日,2
C10074,Cosmic Baton Girl コメットさん★,6,日,31
C10072,機動天使エンジェリックレイヤー,6,日,26
C10060,サラリーマン金太郎,6,日,20
C10056,も～っと! おジャ魔女どれみ,6,日,49
C15770,かってな ほしうらない,6,日,13
C9985,GREGORY HORROR SHOW ―THE LAST TRAIN―,6,日,10
C10038,ドッとKONIちゃん,6,日,20
C10032,学校の怪談,6,日,19
C15740,機動戦士ガンダム 鉄血のオルフェンズ,6,日,38
C15742,大家さんは思春期!,6,日,12
C10022,ベイビーフィリックス,6,日,20
C15743,Dimension W,6,日,12
C15759,CARDFIGHT!! ヴァンガードG ギアースクライシス編,6,日,38
C9993,VANDREAD,6,日,1
C10003,PROJECT ARMS,6,日,26
C15737,ナースウィッチ 小麦ちゃん R,6,日,12
C10129,フィギュア17 つばさ＆ヒカル,6,日,13
C10131,まみむめ★もがちょ,6,日,13
C15736,デュラララ!!×2結,6,日,12
C15707,おくさまが 生徒会長!+!,6,日,12
C10233,ぱにょ ぱにょ デ・ジ・キャラット,6,日,13
C9913,くまの子ウーフ,6,日,15
C10231,パタパタ飛行船 の 冒険,6,日,1
C15708,雨色ココア RAINY COCOA in Hawaii,6,日,12
C9921,デジモン アドベンチャー0*2,6,日,50
C15709,魔法少女 育成計画,6,日,12
C10215,i wish you were here あなたがここにいてほしい,6,日,4
C10211,サイボーグ009[第3作] THE CYBORG SOLDIER,6,日,50
C15710,CARDFIGHT!! ヴァンガードG NEXT,6,日,13
C10256,攻殻機動隊 STAND ALONE COMPLEX,6,日,4
C15716,とんかつ DJ アゲ太郎,6,日,12
C10189,キャプテン翼［新］,6,日,52
C15723,きもしば[第1期],6,日,13
C15724,ペペペペン議員,6,日,13
C15728,こわ◎ぼん,6,日,13
C10179,ストレイシープ ポーのちっちゃな大冒険,6,日,2
C15729,どうしても干支にはいりたい,6,日,13
C10163,PROJECT ARMS The 2nd Chapter,6,日,26
C15735,うたわれるもの 偽りの仮面,6,日,37
C10147,星界の戦旗Ⅱ,6,日,1
C15771,もじもじおばけ ばけまつ,6,日,1
C10191,激闘! クラッシュギアT[TURBO],6,日,68
C15585,ハルマゲ丼の 地球侵略,6,日,6
C10577,MEZZO DANGER SERVICE AGENCY,6,日,13
C10592,住めば都のコスモス荘すっとこ大戦ドッコイダー,6,日,4
C12017,ジュエルペット,6,日,51
C15502,トランスフォーマー アドベンチャー[第1期],6,日,13
C10997,BLEACH,6,日,1
C10986,月面兎兵器ミーナ,6,日,11
C10976,レ・ミゼラブル 少女コゼット,6,日,52
C10965,まじめにふまじめ かいけつゾロリ,6,日,97
C10961,ふたりは プリキュアMax Heart,6,日,47
C15503,トランスフォーマー アドベンチャー[第2期],6,日,13
C15845,B-PROJECT 鼓動*アンビシャス,6,日,13
C10946,Sweet Valerian,6,日,18
C15843,BLUE MERMAID ハイスクール・フリート,6,日,12
C15842,僕のヒーローアカデミア,6,日,13
C10926,Φなる・ あぷろーち,6,日,13
C10924,W Wish ダブルウィッシュ,6,日,13
C10922,うた∽かた,6,日,12
