パッケージID,ゲームパッケージの発売日,価格,プラットフォーム名,価格%1000,メーカー名
M740698,2013-02-07,3315.0,プレイステーション3,315.0,ソニー
M753229,2013-02-07,4571.0,プレイステーションVita,571.0,ソニー
M753634,2013-02-07,926.0,プレイステーションVita,926.0,ソニー
M761680,2013-02-07,7800.0,プレイステーションVita,800.0,ソニー
M761678,2013-02-07,7100.0,プレイステーションVita,100.0,ソニー
M761170,2013-02-07,2800.0,プレイステーション・ポータブル,800.0,ソニー
M753231,2013-02-07,4571.0,プレイステーションVita,571.0,ソニー
M722095,2013-02-07,6264.0,ニンテンドー3DS,264.0,任天堂
M739809,2013-02-07,6280.0,プレイステーション・ポータブル,280.0,ソニー
M761168,2013-02-07,2300.0,プレイステーション・ポータブル,300.0,ソニー
M750023,2013-02-12,926.0,Wii,926.0,任天堂
M753228,2013-02-12,4300.0,プレイステーションVita,300.0,ソニー
M753230,2013-02-12,4300.0,プレイステーションVita,300.0,ソニー
M745379,2013-02-13,514.0,ニンテンドー3DS,514.0,任天堂
M747781,2013-02-13,100.0,ニンテンドー3DS,100.0,任天堂
M764722,2013-02-13,823.0,プレイステーション3,823.0,ソニー
M765961,2013-02-13,514.0,ニンテンドー3DS,514.0,任天堂
M753026,2013-02-13,410.0,ニンテンドー3DS,410.0,任天堂
M743728,2013-02-13,823.0,プレイステーション3,823.0,ソニー
M759266,2013-02-14,4743.0,プレイステーション3,743.0,ソニー
M752670,2013-02-14,6264.0,プレイステーション3,264.0,ソニー
M738555,2013-02-14,5554.0,プレイステーション3,554.0,ソニー
M748782,2013-02-14,5750.0,プレイステーション・ポータブル,750.0,ソニー
M738623,2013-02-14,2848.0,プレイステーション3,848.0,ソニー
M748783,2013-02-14,6280.0,プレイステーションVita,280.0,ソニー
M749842,2013-02-14,1543.0,プレイステーション3,543.0,ソニー
M757662,2013-02-14,6264.0,ニンテンドー3DS,264.0,任天堂
M748787,2013-02-14,6480.0,プレイステーションVita,480.0,ソニー
M757664,2013-02-14,6264.0,ニンテンドー3DS,264.0,任天堂
M754213,2013-02-14,6280.0,プレイステーション・ポータブル,280.0,ソニー
M742249,2013-02-14,5696.0,プレイステーションVita,696.0,ソニー
M750915,2013-02-14,5143.0,プレイステーション3,143.0,ソニー
M734091,2013-02-14,6800.0,プレイステーション3,800.0,ソニー
M742248,2013-02-14,5637.0,プレイステーションVita,637.0,ソニー
M748785,2013-02-14,5980.0,プレイステーション・ポータブル,980.0,ソニー
M748784,2013-02-14,9980.0,プレイステーション・ポータブル,980.0,ソニー
M738012,2013-02-14,5143.0,プレイステーション3,143.0,ソニー
M721363,2013-02-14,5981.0,プレイステーション・ポータブル,981.0,ソニー
M766951,2013-02-14,4800.0,プレイステーション・ポータブル,800.0,ソニー
M755644,2013-02-14,2469.0,プレイステーション3,469.0,ソニー
M759265,2013-02-14,3790.0,プレイステーション3,790.0,ソニー
M744236,2013-02-19,1028.0,プレイステーション3,28.0,ソニー
M761053,2013-02-20,514.0,ニンテンドー3DS,514.0,任天堂
M749078,2013-02-20,1028.0,プレイステーションVita,28.0,ソニー
M761476,2013-02-20,514.0,ニンテンドー3DS,514.0,任天堂
M749077,2013-02-20,1028.0,プレイステーション3,28.0,ソニー
M744506,2013-02-20,3703.0,プレイステーション3,703.0,ソニー
M733966,2013-02-20,3024.0,プレイステーション・ポータブル,24.0,ソニー
M743454,2013-02-21,4800.0,プレイステーション・ポータブル,800.0,ソニー
M757532,2013-02-21,9505.0,プレイステーション3,505.0,ソニー
M751101,2013-02-21,5184.0,WiiU,184.0,任天堂
M753653,2013-02-21,2800.0,プレイステーション3,800.0,ソニー
M751677,2013-02-21,6800.0,プレイステーション・ポータブル,800.0,ソニー
M763281,2013-02-21,3619.0,プレイステーション3,619.0,ソニー
M753654,2013-02-21,2674.0,プレイステーション3,674.0,ソニー
M751678,2013-02-21,4800.0,プレイステーション・ポータブル,800.0,ソニー
M746190,2013-02-21,2469.0,プレイステーション3,469.0,ソニー
M749108,2013-02-21,6800.0,プレイステーションVita,800.0,ソニー
M756713,2013-02-21,5966.0,ニンテンドー3DS,966.0,任天堂
M749107,2013-02-21,6480.0,プレイステーションVita,480.0,ソニー
M753226,2013-02-21,4571.0,プレイステーションVita,571.0,ソニー
M752016,2013-02-21,5981.0,プレイステーション・ポータブル,981.0,ソニー
M752532,2013-02-21,3619.0,プレイステーション3,619.0,ソニー
M756712,2013-02-21,5966.0,ニンテンドー3DS,966.0,任天堂
M751576,2013-02-21,2667.0,プレイステーション・ポータブル,667.0,ソニー
M752014,2013-02-21,6459.0,プレイステーション・ポータブル,459.0,ソニー
M756841,2013-02-21,3480.0,プレイステーション3,480.0,ソニー
M751553,2013-02-21,2667.0,プレイステーション・ポータブル,667.0,ソニー
M751552,2013-02-21,2571.0,プレイステーション・ポータブル,571.0,ソニー
M740946,2013-02-21,2880.0,プレイステーション・ポータブル,880.0,ソニー
M720525,2013-02-21,6648.0,プレイステーション3,648.0,ソニー
M745990,2013-02-21,3703.0,プレイステーション3,703.0,ソニー
M740951,2013-02-21,3619.0,プレイステーション3,619.0,ソニー
M752692,2013-02-21,2667.0,プレイステーション・ポータブル,667.0,ソニー
M747670,2013-02-21,5800.0,プレイステーション・ポータブル,800.0,ソニー
M752015,2013-02-21,9505.0,プレイステーション・ポータブル,505.0,ソニー
M752691,2013-02-21,2880.0,プレイステーション・ポータブル,880.0,ソニー
M747906,2013-02-21,2800.0,プレイステーション・ポータブル,800.0,ソニー
M745989,2013-02-21,3619.0,プレイステーション3,619.0,ソニー
M753225,2013-02-21,4423.0,プレイステーションVita,423.0,ソニー
M766696,2013-02-21,2800.0,プレイステーション3,800.0,ソニー
M740948,2013-02-21,2667.0,プレイステーション・ポータブル,667.0,ソニー
M754193,2013-02-21,2484.0,プレイステーション3,484.0,ソニー
M743453,2013-02-21,7800.0,プレイステーション・ポータブル,800.0,ソニー
M763431,2013-02-27,6264.0,プレイステーション3,264.0,ソニー
M752873,2013-02-27,1020.0,WiiU,20.0,任天堂
M750442,2013-02-27,617.0,ニンテンドー3DS,617.0,任天堂
M750443,2013-02-27,617.0,ニンテンドー3DS,617.0,任天堂
M747785,2013-02-27,100.0,ニンテンドー3DS,100.0,任天堂
M759123,2013-02-27,617.0,ゲームアーカイブス,617.0,ソニー
M763695,2013-02-28,6648.0,プレイステーションVita,648.0,ソニー
M751831,2013-02-28,1944.0,ニンテンドー3DS,944.0,任天堂
M746939,2013-02-28,1234.0,プレイステーションVita,234.0,ソニー
M746277,2013-02-28,2263.0,ニンテンドー3DS,263.0,任天堂
M755128,2013-02-28,4980.0,プレイステーションVita,980.0,ソニー
M729163,2013-02-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M746276,2013-02-28,2263.0,ニンテンドー3DS,263.0,任天堂
M756067,2013-02-28,6151.0,プレイステーション3,151.0,ソニー
M742849,2013-02-28,7800.0,プレイステーション・ポータブル,800.0,ソニー
M746133,2013-02-28,2571.0,プレイステーション・ポータブル,571.0,ソニー
M756736,2013-02-28,7981.0,プレイステーション3,981.0,ソニー
M742628,2013-02-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M742848,2013-02-28,4937.0,プレイステーション・ポータブル,937.0,ソニー
M762838,2013-02-28,6600.0,プレイステーション3,600.0,ソニー
M740596,2013-02-28,1955.0,プレイステーション3,955.0,ソニー
M752587,2013-02-28,5966.0,ニンテンドー3DS,966.0,任天堂
M760603,2013-02-28,2800.0,プレイステーション・ポータブル,800.0,ソニー
M729162,2013-02-28,8800.0,プレイステーション・ポータブル,800.0,ソニー
M760605,2013-02-28,2667.0,プレイステーション・ポータブル,667.0,ソニー
M749207,2013-02-28,5600.0,プレイステーション・ポータブル,600.0,ソニー
M758712,2013-02-28,5657.0,ニンテンドー3DS,657.0,任天堂
M731374,2013-02-28,5800.0,プレイステーションVita,800.0,ソニー
M746871,2013-02-28,2667.0,プレイステーション・ポータブル,667.0,ソニー
M762836,2013-02-28,7200.0,プレイステーション3,200.0,ソニー
M731373,2013-02-28,3292.0,プレイステーションVita,292.0,ソニー
M758713,2013-02-28,5143.0,ニンテンドー3DS,143.0,任天堂
M742850,2013-02-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M729160,2013-02-28,5122.0,プレイステーション・ポータブル,122.0,ソニー
M729161,2013-02-28,7800.0,プレイステーション・ポータブル,800.0,ソニー
M742629,2013-02-28,2980.0,プレイステーション・ポータブル,980.0,ソニー
M720874,2013-02-28,5980.0,プレイステーション・ポータブル,980.0,ソニー
M762039,2013-02-28,7800.0,プレイステーション3,800.0,ソニー
M746870,2013-02-28,2800.0,プレイステーション・ポータブル,800.0,ソニー
M762040,2013-02-28,5800.0,プレイステーション3,800.0,ソニー
M756749,2013-02-28,2667.0,プレイステーション・ポータブル,667.0,ソニー
M758473,2013-02-28,6980.0,プレイステーション3,980.0,ソニー
M737319,2013-03-06,510.0,ニンテンドー3DS,510.0,任天堂
M737436,2013-03-06,514.0,ニンテンドー3DS,514.0,任天堂
M765200,2013-03-06,514.0,ニンテンドー3DS,514.0,任天堂
M746974,2013-03-06,514.0,ニンテンドー3DS,514.0,任天堂
M757187,2013-03-06,500.0,ニンテンドー3DS,500.0,任天堂
M758261,2013-03-06,200.0,ニンテンドーDS,200.0,任天堂
M736839,2013-03-06,300.0,ニンテンドー3DS,300.0,任天堂
M745786,2013-03-07,5800.0,プレイステーション・ポータブル,800.0,ソニー
M760924,2013-03-07,5800.0,プレイステーション・ポータブル,800.0,ソニー
M738949,2013-03-07,7344.0,プレイステーション3,344.0,ソニー
M754808,2013-03-07,7400.0,プレイステーション3,400.0,ソニー
M759819,2013-03-07,5980.0,プレイステーション・ポータブル,980.0,ソニー
M759818,2013-03-07,8552.0,プレイステーション・ポータブル,552.0,ソニー
M762174,2013-03-07,6980.0,プレイステーション3,980.0,ソニー
M759817,2013-03-07,5431.0,プレイステーション・ポータブル,431.0,ソニー
M745893,2013-03-07,5981.0,プレイステーション・ポータブル,981.0,ソニー
M746139,2013-03-07,5122.0,プレイステーション・ポータブル,122.0,ソニー
M760923,2013-03-07,7800.0,プレイステーション・ポータブル,800.0,ソニー
M742651,2013-03-07,5695.0,プレイステーションVita,695.0,ソニー
M745892,2013-03-07,6459.0,プレイステーション・ポータブル,459.0,ソニー
M766058,2013-03-07,2667.0,プレイステーション・ポータブル,667.0,ソニー
M747509,2013-03-07,7300.0,プレイステーション3,300.0,ソニー
M762175,2013-03-07,6789.0,プレイステーション3,789.0,ソニー
M766057,2013-03-07,2667.0,プレイステーション・ポータブル,667.0,ソニー
M757310,2013-03-07,6264.0,ニンテンドー3DS,264.0,任天堂
M760922,2013-03-07,5452.0,プレイステーション・ポータブル,452.0,ソニー
M738948,2013-03-07,6800.0,プレイステーション3,800.0,ソニー
M742648,2013-03-07,5380.0,プレイステーションVita,380.0,ソニー
M745785,2013-03-07,7800.0,プレイステーション・ポータブル,800.0,ソニー
M742650,2013-03-07,7600.0,プレイステーションVita,600.0,ソニー
M751571,2013-03-07,5996.0,プレイステーションVita,996.0,ソニー
M751572,2013-03-07,6171.0,プレイステーションVita,171.0,ソニー
M759903,2013-03-07,2800.0,プレイステーション・ポータブル,800.0,ソニー
M759901,2013-03-07,3024.0,プレイステーション・ポータブル,24.0,ソニー
M752348,2013-03-07,4834.0,ニンテンドー3DS,834.0,任天堂
M753569,2013-03-07,2000.0,ニンテンドー3DS,0.0,任天堂
M752347,2013-03-07,5378.0,ニンテンドー3DS,378.0,任天堂
M764977,2013-03-12,926.0,Wii,926.0,任天堂
M747304,2013-03-13,500.0,ニンテンドー3DS,500.0,任天堂
M751247,2013-03-13,514.0,ニンテンドー3DS,514.0,任天堂
M760319,2013-03-13,823.0,ニンテンドー3DS,823.0,任天堂
M740158,2013-03-14,6648.0,プレイステーション3,648.0,ソニー
M756430,2013-03-14,2800.0,プレイステーション・ポータブル,800.0,ソニー
M750557,2013-03-14,9505.0,プレイステーション・ポータブル,505.0,ソニー
M743893,2013-03-14,4800.0,プレイステーション・ポータブル,800.0,ソニー
M755868,2013-03-14,3800.0,プレイステーション・ポータブル,800.0,ソニー
M755867,2013-03-14,3600.0,プレイステーション・ポータブル,600.0,ソニー
M743891,2013-03-14,4629.0,プレイステーション・ポータブル,629.0,ソニー
M749756,2013-03-14,7344.0,ニンテンドー3DS,344.0,任天堂
M720647,2013-03-14,2800.0,プレイステーション3,800.0,ソニー
M750558,2013-03-14,5981.0,プレイステーション・ポータブル,981.0,ソニー
M742812,2013-03-14,6264.0,プレイステーションVita,264.0,ソニー
M756429,2013-03-14,2365.0,プレイステーション・ポータブル,365.0,ソニー
M738180,2013-03-14,2571.0,プレイステーションVita,571.0,ソニー
M758017,2013-03-14,2848.0,プレイステーション3,848.0,ソニー
M742815,2013-03-14,9800.0,プレイステーションVita,800.0,ソニー
M762833,2013-03-14,2362.0,プレイステーション3,362.0,ソニー
M742824,2013-03-14,4800.0,プレイステーションVita,800.0,ソニー
M739559,2013-03-14,5695.0,プレイステーション3,695.0,ソニー
M750556,2013-03-14,6459.0,プレイステーション・ポータブル,459.0,ソニー
M743890,2013-03-14,6789.0,プレイステーション3,789.0,ソニー
M765058,2013-03-14,2561.0,ニンテンドー3DS,561.0,任天堂
M742813,2013-03-14,5800.0,プレイステーションVita,800.0,ソニー
M743889,2013-03-14,7200.0,プレイステーション3,200.0,ソニー
M744548,2013-03-14,2551.0,プレイステーション・ポータブル,551.0,ソニー
M742823,2013-03-14,5184.0,プレイステーションVita,184.0,ソニー
M745256,2013-03-14,2667.0,プレイステーション3,667.0,ソニー
M749757,2013-03-14,7344.0,ニンテンドー3DS,344.0,任天堂
M757090,2013-03-19,2800.0,ニンテンドー3DS,800.0,任天堂
M764329,2013-03-19,823.0,ニンテンドー3DS,823.0,任天堂
M739675,2013-03-19,1543.0,プレイステーションVita,543.0,ソニー
M752513,2013-03-19,514.0,ニンテンドー3DS,514.0,任天堂
M755651,2013-03-19,2469.0,プレイステーション3,469.0,ソニー
M758976,2013-03-19,400.0,ニンテンドー3DS,400.0,任天堂
M749891,2013-03-19,514.0,ニンテンドー3DS,514.0,任天堂
M757091,2013-03-19,2800.0,ニンテンドー3DS,800.0,任天堂
M753013,2013-03-20,6804.0,WiiU,804.0,任天堂
M755935,2013-03-20,3579.0,プレイステーション・ポータブル,579.0,ソニー
M721361,2013-03-20,7600.0,プレイステーション3,600.0,ソニー
M743362,2013-03-20,8381.0,プレイステーション・ポータブル,381.0,ソニー
M738306,2013-03-20,5800.0,プレイステーションVita,800.0,ソニー
M763553,2013-03-20,2880.0,ニンテンドー3DS,880.0,任天堂
M755615,2013-03-20,6459.0,ニンテンドー3DS,459.0,任天堂
M738305,2013-03-20,8800.0,プレイステーションVita,800.0,ソニー
M759546,2013-03-20,7800.0,プレイステーション3,800.0,ソニー
M753012,2013-03-20,6804.0,WiiU,804.0,任天堂
M759548,2013-03-20,7344.0,プレイステーションVita,344.0,ソニー
M758595,2013-03-20,4571.0,ニンテンドー3DS,571.0,任天堂
M738303,2013-03-20,3292.0,プレイステーションVita,292.0,ソニー
M737912,2013-03-20,5122.0,ニンテンドー3DS,122.0,任天堂
M737911,2013-03-20,5122.0,ニンテンドー3DS,122.0,任天堂
M743363,2013-03-20,5800.0,プレイステーション・ポータブル,800.0,ソニー
M760133,2013-03-20,4800.0,プレイステーション・ポータブル,800.0,ソニー
M760132,2013-03-20,6800.0,プレイステーション・ポータブル,800.0,ソニー
M759547,2013-03-20,8424.0,プレイステーション3,424.0,ソニー
M755936,2013-03-20,6665.0,プレイステーションVita,665.0,ソニー
M757803,2013-03-20,7800.0,プレイステーションVita,800.0,ソニー
M757804,2013-03-20,5800.0,プレイステーションVita,800.0,ソニー
M757802,2013-03-20,5554.0,プレイステーションVita,554.0,ソニー
M759292,2013-03-20,3800.0,プレイステーション・ポータブル,800.0,ソニー
M758516,2013-03-20,6200.0,プレイステーション3,200.0,ソニー
M755937,2013-03-20,3791.0,プレイステーション・ポータブル,791.0,ソニー
M721362,2013-03-20,4571.0,ニンテンドー3DS,571.0,任天堂
M755938,2013-03-20,6648.0,プレイステーションVita,648.0,ソニー
M751454,2013-03-20,6800.0,プレイステーション3,800.0,ソニー
M720873,2013-03-20,6800.0,プレイステーションVita,800.0,ソニー
M764723,2013-03-21,823.0,ゲームアーカイブス,823.0,ソニー
M756818,2013-03-21,3394.0,プレイステーション3,394.0,ソニー
M756817,2013-03-21,1646.0,プレイステーション3,646.0,ソニー
M758018,2013-03-21,2674.0,プレイステーション3,674.0,ソニー
M739784,2013-03-26,4937.0,プレイステーション3,937.0,ソニー
M752775,2013-03-27,514.0,ニンテンドー3DS,514.0,任天堂
M759748,2013-03-27,823.0,ニンテンドー3DS,823.0,任天堂
M761554,2013-03-27,800.0,ニンテンドー3DS,800.0,任天堂
M734397,2013-03-27,3980.0,プレイステーション2,980.0,ソニー
M734254,2013-03-27,514.0,ニンテンドー3DS,514.0,任天堂
M737057,2013-03-27,617.0,ニンテンドー3DS,617.0,任天堂
M742774,2013-03-28,4780.0,プレイステーション・ポータブル,780.0,ソニー
M761818,2013-03-28,8500.0,プレイステーション・ポータブル,500.0,ソニー
M761819,2013-03-28,6000.0,プレイステーション・ポータブル,0.0,ソニー
M762211,2013-03-28,5800.0,ニンテンドー3DS,800.0,任天堂
M761866,2013-03-28,5985.0,プレイステーション・ポータブル,985.0,ソニー
M765863,2013-03-28,5184.0,ニンテンドー3DS,184.0,任天堂
M762212,2013-03-28,5800.0,ニンテンドー3DS,800.0,任天堂
M752013,2013-03-28,2800.0,プレイステーション・ポータブル,800.0,ソニー
M763285,2013-03-28,6800.0,プレイステーションVita,800.0,ソニー
M755596,2013-03-28,6090.0,Wii,90.0,任天堂
M739238,2013-03-28,3065.0,ニンテンドー3DS,65.0,任天堂
M742780,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M760414,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M763283,2013-03-28,6300.0,プレイステーションVita,300.0,ソニー
M740611,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M760415,2013-03-28,7980.0,プレイステーション・ポータブル,980.0,ソニー
M760416,2013-03-28,6800.0,プレイステーション・ポータブル,800.0,ソニー
M754702,2013-03-28,309.0,プレイステーション3,309.0,ソニー
M742775,2013-03-28,2980.0,プレイステーション・ポータブル,980.0,ソニー
M741675,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M764661,2013-03-28,2800.0,プレイステーション・ポータブル,800.0,ソニー
M764663,2013-03-28,2410.0,プレイステーション・ポータブル,410.0,ソニー
M764664,2013-03-28,2800.0,プレイステーション・ポータブル,800.0,ソニー
M751127,2013-03-28,5000.0,プレイステーション・ポータブル,0.0,ソニー
M751128,2013-03-28,8800.0,プレイステーション・ポータブル,800.0,ソニー
M751129,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M751146,2013-03-28,7600.0,プレイステーション・ポータブル,600.0,ソニー
M766909,2013-03-28,4743.0,プレイステーションVita,743.0,ソニー
M764660,2013-03-28,2295.0,プレイステーション・ポータブル,295.0,ソニー
M747945,2013-03-28,4700.0,WiiU,700.0,任天堂
M745237,2013-03-28,5862.0,ニンテンドー3DS,862.0,任天堂
M755249,2013-03-28,9980.0,プレイステーション・ポータブル,980.0,ソニー
M744990,2013-03-28,3065.0,ニンテンドー3DS,65.0,任天堂
M744398,2013-03-28,2484.0,プレイステーション3,484.0,ソニー
M738172,2013-03-28,3065.0,ニンテンドー3DS,65.0,任天堂
M755250,2013-03-28,5980.0,プレイステーション・ポータブル,980.0,ソニー
M740610,2013-03-28,8980.0,プレイステーション・ポータブル,980.0,ソニー
M741674,2013-03-28,7800.0,プレイステーション・ポータブル,800.0,ソニー
M758560,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M763284,2013-03-28,8800.0,プレイステーションVita,800.0,ソニー
M763455,2013-03-28,6990.0,プレイステーション3,990.0,ソニー
M760051,2013-03-28,8800.0,プレイステーション・ポータブル,800.0,ソニー
M755233,2013-03-28,7980.0,プレイステーション・ポータブル,980.0,ソニー
M744396,2013-03-28,7300.0,プレイステーション3,300.0,ソニー
M760052,2013-03-28,5800.0,プレイステーション・ポータブル,800.0,ソニー
M758558,2013-03-28,5724.0,プレイステーション・ポータブル,724.0,ソニー
M752972,2013-03-28,3800.0,プレイステーション3,800.0,ソニー
M758559,2013-03-28,6800.0,プレイステーション・ポータブル,800.0,ソニー
M734271,2013-03-30,4104.0,WiiU,104.0,任天堂
M734273,2013-03-30,4104.0,WiiU,104.0,任天堂
M766982,2013-04-02,2800.0,プレイステーション・ポータブル,800.0,ソニー
M766981,2013-04-02,2800.0,プレイステーション・ポータブル,800.0,ソニー
M766984,2013-04-02,7280.0,プレイステーション・ポータブル,280.0,ソニー
M736840,2013-04-03,500.0,ニンテンドー3DS,500.0,任天堂
M766162,2013-04-03,510.0,ニンテンドー3DS,510.0,任天堂
M751592,2013-04-03,309.0,ニンテンドー3DS,309.0,任天堂
M754858,2013-04-03,514.0,ニンテンドー3DS,514.0,任天堂
M765189,2013-04-03,514.0,ニンテンドー3DS,514.0,任天堂
M736813,2013-04-03,300.0,ニンテンドー3DS,300.0,任天堂
M746625,2013-04-03,1234.0,プレイステーション3,234.0,ソニー
M753981,2013-04-04,5800.0,プレイステーション・ポータブル,800.0,ソニー
M747137,2013-04-04,4104.0,ニンテンドー3DS,104.0,任天堂
M753979,2013-04-04,5184.0,プレイステーション・ポータブル,184.0,ソニー
M753980,2013-04-04,7800.0,プレイステーション・ポータブル,800.0,ソニー
M747135,2013-04-04,4104.0,ニンテンドー3DS,104.0,任天堂
M739020,2013-04-04,6264.0,ニンテンドー3DS,264.0,任天堂
M741269,2013-04-04,6800.0,プレイステーション3,800.0,ソニー
M762041,2013-04-04,6264.0,プレイステーション3,264.0,ソニー
M747133,2013-04-04,4104.0,ニンテンドー3DS,104.0,任天堂
M763528,2013-04-09,926.0,Wii,926.0,任天堂
M752664,2013-04-09,6264.0,プレイステーション3,264.0,ソニー
M758489,2013-04-10,514.0,ニンテンドー3DS,514.0,任天堂
M749831,2013-04-10,514.0,ニンテンドー3DS,514.0,任天堂
M748622,2013-04-10,1905.0,ニンテンドー3DS,905.0,任天堂
M764075,2013-04-10,1143.0,ニンテンドー3DS,143.0,任天堂
M746537,2013-04-11,4834.0,ニンテンドー3DS,834.0,任天堂
M761613,2013-04-11,7800.0,プレイステーション・ポータブル,800.0,ソニー
M761614,2013-04-11,5800.0,プレイステーション・ポータブル,800.0,ソニー
M720872,2013-04-11,5378.0,ニンテンドー3DS,378.0,任天堂
M762746,2013-04-11,2057.0,プレイステーション3,57.0,ソニー
M761611,2013-04-11,5184.0,プレイステーション・ポータブル,184.0,ソニー
M765992,2013-04-17,400.0,ニンテンドー3DS,400.0,任天堂
M753041,2013-04-17,514.0,ニンテンドー3DS,514.0,任天堂
M751922,2013-04-17,514.0,ニンテンドー3DS,514.0,任天堂
M754656,2013-04-17,400.0,ニンテンドー3DS,400.0,任天堂
M746321,2013-04-17,510.0,WiiU,510.0,任天堂
M762788,2013-04-17,1543.0,ゲームアーカイブス,543.0,ソニー
M763208,2013-04-17,514.0,WiiU,514.0,任天堂
M743706,2013-04-17,1543.0,プレイステーション3,543.0,ソニー
M748655,2013-04-17,1234.0,ゲームアーカイブス,234.0,ソニー
M746295,2013-04-18,4937.0,ニンテンドー3DS,937.0,任天堂
M737265,2013-04-18,7800.0,プレイステーション・ポータブル,800.0,ソニー
M763145,2013-04-18,6476.0,プレイステーション・ポータブル,476.0,ソニー
M752325,2013-04-18,2800.0,プレイステーション3,800.0,ソニー
M746296,2013-04-18,5184.0,ニンテンドー3DS,184.0,任天堂
M746834,2013-04-18,4937.0,ニンテンドー3DS,937.0,任天堂
M761041,2013-04-18,6800.0,プレイステーション・ポータブル,800.0,ソニー
M763595,2013-04-18,2777.0,プレイステーション3,777.0,ソニー
M734180,2013-04-18,5250.0,プレイステーションVita,250.0,ソニー
M752994,2013-04-18,3800.0,プレイステーション3,800.0,ソニー
M737266,2013-04-18,5800.0,プレイステーション・ポータブル,800.0,ソニー
M734195,2013-04-18,5980.0,プレイステーション・ポータブル,980.0,ソニー
M740952,2013-04-18,7124.0,プレイステーション3,124.0,ソニー
M734181,2013-04-18,5800.0,プレイステーションVita,800.0,ソニー
M763597,2013-04-18,3703.0,プレイステーション3,703.0,ソニー
M734194,2013-04-18,5600.0,プレイステーション・ポータブル,600.0,ソニー
M744814,2013-04-18,3800.0,プレイステーション3,800.0,ソニー
M752309,2013-04-18,4571.0,ニンテンドー3DS,571.0,任天堂
M746297,2013-04-18,4937.0,ニンテンドー3DS,937.0,任天堂
M751052,2013-04-24,400.0,ニンテンドー3DS,400.0,任天堂
M756334,2013-04-24,1714.0,WiiU,714.0,任天堂
M734578,2013-04-24,514.0,ニンテンドー3DS,514.0,任天堂
M760008,2013-04-24,1543.0,プレイステーション・ポータブル,543.0,ソニー
M755066,2013-04-24,514.0,ニンテンドー3DS,514.0,任天堂
M736814,2013-04-24,300.0,ニンテンドー3DS,300.0,任天堂
M736815,2013-04-24,700.0,ニンテンドー3DS,700.0,任天堂
M744371,2013-04-24,510.0,ニンテンドー3DS,510.0,任天堂
M748618,2013-04-24,617.0,ゲームアーカイブス,617.0,ソニー
M738631,2013-04-25,4990.0,プレイステーション3,990.0,ソニー
M761626,2013-04-25,5143.0,プレイステーションVita,143.0,ソニー
M764623,2013-04-25,2800.0,プレイステーション・ポータブル,800.0,ソニー
M761627,2013-04-25,5800.0,プレイステーションVita,800.0,ソニー
M764620,2013-04-25,2800.0,プレイステーション3,800.0,ソニー
M763003,2013-04-25,6000.0,プレイステーションVita,0.0,ソニー
M763002,2013-04-25,8800.0,プレイステーションVita,800.0,ソニー
M763001,2013-04-25,6300.0,プレイステーションVita,300.0,ソニー
M741547,2013-04-25,2678.0,プレイステーション・ポータブル,678.0,ソニー
M762749,2013-04-25,3200.0,プレイステーションVita,200.0,ソニー
M759863,2013-04-25,4968.0,プレイステーション3,968.0,ソニー
M764142,2013-04-25,4800.0,プレイステーション3,800.0,ソニー
M764141,2013-04-25,5800.0,プレイステーション3,800.0,ソニー
M755288,2013-04-25,5800.0,プレイステーションVita,800.0,ソニー
M755289,2013-04-25,6800.0,プレイステーションVita,800.0,ソニー
M750258,2013-04-25,1234.0,プレイステーションVita,234.0,ソニー
M762751,2013-04-25,3480.0,プレイステーションVita,480.0,ソニー
M720467,2013-04-25,7600.0,プレイステーション3,600.0,ソニー
M742776,2013-04-25,5980.0,ニンテンドー3DS,980.0,任天堂
M751384,2013-04-25,2300.0,プレイステーション・ポータブル,300.0,ソニー
M760308,2013-04-25,2940.0,プレイステーションVita,940.0,ソニー
M760309,2013-04-25,2800.0,プレイステーションVita,800.0,ソニー
M751385,2013-04-25,2800.0,プレイステーション・ポータブル,800.0,ソニー
M742777,2013-04-25,3980.0,ニンテンドー3DS,980.0,任天堂
M760734,2013-04-25,5980.0,プレイステーション・ポータブル,980.0,ソニー
M762921,2013-04-25,3400.0,プレイステーションVita,400.0,ソニー
M762919,2013-04-25,2940.0,プレイステーションVita,940.0,ソニー
M762917,2013-04-25,3400.0,プレイステーション3,400.0,ソニー
M739609,2013-04-25,3400.0,プレイステーションVita,400.0,ソニー
M739607,2013-04-25,3024.0,プレイステーションVita,24.0,ソニー
M759862,2013-04-25,4600.0,プレイステーション3,600.0,ソニー
M751523,2013-04-25,3400.0,プレイステーションVita,400.0,ソニー
M751522,2013-04-25,3570.0,プレイステーションVita,570.0,ソニー
M766310,2013-04-25,5637.0,ニンテンドー3DS,637.0,任天堂
