mcname,ccname,cename,four_colored
週刊少年サンデー,天野めぐみはスキだらけ!,第29話 だから天野…,True
週刊少年サンデー,初恋ゾンビ,第32話 いばら姫のご乱心,True
週刊少年サンデー,古見さんは、コミュ症です。,コミュ 15 登校です。,True
週刊少年サンデー,サイケまたしても,TAKE 48: 悲しんでくれるかよ?,True
週刊少年サンデー,だがしかし,第100かし:プテメン 2,True
週刊少年サンデー,アオザクラ 防衛大学校物語,第8話 指導の意味,True
週刊少年サンデー,湯神くんには友達がいない,第49話×綿貫さんは集められない,True
週刊少年サンデー,常住戦陣!!ムシブギョー,第256陣 決行の刻,True
週刊少年サンデー,魔王城でおやすみ,第12夜 ねむれよいこよ,True
週刊少年サンデー,暁の暴君,第36話 朱点一真という男,True
週刊少年サンデー,鬼ヲ辿リテ幾星霜,第7話 アキと西神鬼の過去,True
週刊少年サンデー,双亡亭壊すべし,第16回 対抗者達,True
週刊少年サンデー,境界のRINNE,第335話 庭の裏口,True
週刊少年サンデー,ふれるときこえる,第26話 ホッとした,True
週刊少年チャンピオン,鮫島、最後の十五日,第81話:八日目「鮫島-丈影」 10,True
週刊少年チャンピオン,AIの遺伝子,第35話 2つの告白,True
週刊少年チャンピオン,猫神じゃらし!,愛17話 猫神さまの神社!,True
週刊少年チャンピオン,ハリガネサービス,第106話 advance,True
週刊少年チャンピオン,少年ラケット,SPIN.58/目指すは世界一,True
週刊少年チャンピオン,マル勇 九ノ島さん,第10話 勇者の力 人の力,True
週刊少年チャンピオン,刃牙道,代120話 「斬り込む」,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,284キンポ 浦安血の味,True
週刊少年チャンピオン,猫神じゃらし!,第19話 猫神さまと学校!,True
週刊少年チャンピオン,六道の悪女たち,第8話 お前は死刑だ,True
週刊少年チャンピオン,刃牙道,第121話 「傷跡」,True
週刊少年チャンピオン,弱虫ペダル,RIDE.413 3人の強者!!!,True
週刊少年チャンピオン,囚人リク,第266房 神軍,True
週刊少年チャンピオン,ネズミと花火,第1話 発火,True
週刊少年チャンピオン,ベルリンは鐘ヤッホー,第1話/虫歯　／　　／　でかした!　／　痛歯　／　質実剛健,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第55死 John meets Draluc,True
週刊少年チャンピオン,BEASTARS,第1話 満月なのでご紹介します,True
週刊少年チャンピオン,弱虫ペダル,RIDE.415 勝利者,True
週刊少年チャンピオン,弱虫ペダル,RIDE.416 表彰台,True
週刊少年チャンピオン,バイオハザード ～ヘヴンリーアイランド～,第39話 [アンブレラの遺産],True
週刊少年チャンピオン,刃牙道,第126話 「守護り」,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,290キンポ 腸,True
週刊少年チャンピオン,あつまれ!ふしぎ研究部,第1話 「ようこそふしぎ研究部へ」,True
週刊少年チャンピオン,バキ外伝 疵面-スカーフェイス-,第54撃 素手喧嘩,True
週刊少年チャンピオン,ハリガネサービス,第115話 vision,True
週刊少年チャンピオン,あつまれ!ふしぎ研究部,第3話 同化のふしぎ,True
週刊少年チャンピオン,マル勇 九ノ島さん,第19話 ショータイム,True
週刊少年チャンピオン,六道の悪女たち,第16話 危険なバイク,True
週刊少年チャンピオン,猫神じゃらし!,第29話 猫神さまと食欲の秋!,True
週刊少年チャンピオン,BEASTARS,第6話 ケモノたちの一等星,True
週刊少年チャンピオン,弱虫ペダル,RIDE.420 二人のクライム,True
週刊少年チャンピオン,実は私は,第181話 「白神葉子と黒峰朝陽 3」,True
週刊少年チャンピオン,少年ラケット,SPIN.69/その手は届かないけれど,True
週刊少年チャンピオン,囚人リク,第275房 出口,True
週刊少年チャンピオン,鮫島、最後の十五日,第94話:九日目【鮫島-闘海丸】 6,True
週刊少年チャンピオン,吸血鬼すぐ死ぬ,第63死:ドレスアップ・フォー・ユー!!,True
週刊少年チャンピオン,六道の悪女たち,第19話 暴走姫・莇美,True
週刊少年チャンピオン,刃牙道,第132話 「孤独」,True
週刊少年チャンピオン,六道の悪女たち,第20話 3人目の悪女,True
週刊少年チャンピオン,BEASTARS,第10話 プライバシーは舞台裏に,True
週刊少年チャンピオン,ドカベン ドリームトーナメント編,,True
週刊少年チャンピオン,鮫島、最後の十五日,第97話:九日目～その後 2,True
週刊少年チャンピオン,あつまれ!ふしぎ研究部,第10話 透明のふしぎ,True
週刊少年チャンピオン,Gメン,第96話 黒い天使,True
週刊少年チャンピオン,弱虫ペダル,RIDE.425 最終日、スタート!!,True
週刊少年チャンピオン,ハリガネサービス,第122話 投身,True
週刊少年チャンピオン,刃牙道,第136話 「騒乱」,True
週刊少年チャンピオン,毎度!浦安鉄筋家族,300キンポ 大鉄ゲソ,True
週刊少年チャンピオン,AIの遺伝子,第53話 ガラテア,True
週刊少年ジャンプ,ONE PIECE,第832話 ジェルマ王国,True
週刊少年ジャンプ,僕のヒーローアカデミア,僕のヒーローマスメディア No.041,True
週刊少年ジャンプ,火ノ丸相撲,第105番 1日目終了,True
週刊少年ジャンプ,食戟のソーマ,175 遠月列車は行く,True
週刊少年ジャンプ,背すじをピン!と～鹿高競技ダンス部へようこそ～,STEP 59 仕掛ける!,True
週刊少年ジャンプ,ONE PIECE,第833話 ヴィンスモーク・ジャッジ,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.100 編め必殺技,True
週刊少年ジャンプ,ブラッククローバー,ページ 71 運命を斬り拓く,True
週刊少年ジャンプ,左門くんはサモナー,第42話 左門くんは左門くんでシルエット不自然だし不粋というかゲスい,True
週刊少年ジャンプ,約束のネバーランド,第1話 GFハウス,True
週刊少年ジャンプ,ONE PIECE,ONE PIECE FILM GOLD 大ヒット御礼!!ゴールデンラッシュとじこみ付録!!超特製ベリー札メモ!!,True
週刊少年ジャンプ,ブラッククローバー,ページ 72 限界の先,True
週刊少年ジャンプ,斉木楠雄のΨ難,第206χ 超（無駄）無力のΨ難,True
週刊少年ジャンプ,ONE PIECE,第835話 魂の国,True
週刊少年ジャンプ,ニセコイ,最終話 ヤクソク,True
週刊少年ジャンプ,約束のネバーランド,第2話 出口,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,4:クソオヤジ…!!,True
週刊少年ジャンプ,BLEACH,685.無欠の果て,True
週刊少年ジャンプ,ラブラッシュ!,第1話 「好き!!」,True
週刊少年ジャンプ,BLEACH,686. Death ＆ Strawberry,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.103 THE試験,True
週刊少年ジャンプ,レッドスプライト,第1話 スプライト,True
週刊少年ジャンプ,ハイキュー!!,第219話 空腹,True
週刊少年ジャンプ,ラブラッシュ!,第2話 決意,True
週刊少年ジャンプ,ハイキュー!!,第220話 合流,True
週刊少年ジャンプ,レッドスプライト,第2話 赤い雷,True
週刊少年ジャンプ,食戟のソーマ,181 熊肉を攻略せよ,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.106 1年A組,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,5: モモシキとキンシキ!!,True
週刊少年ジャンプ,火ノ丸相撲,第112番 童子切安綱と草薙剣 3,True
週刊少年ジャンプ,こちら葛飾区亀有公園前派出所,40周年だよ全員集合の巻,True
週刊少年ジャンプ,こちら葛飾区亀有公園前派出所,始末書の両さんの巻,True
週刊少年ジャンプ,銀魂,第605訓 ハチマキ巻いたら受験生に見える,True
週刊少年ジャンプ,斉木楠雄のΨ難,第213χ 海藤兄妹のΨ難,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,32 忍の里の狭霧さん,True
週刊少年ジャンプ,ハイキュー!!,第224話 返還,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,33 忍の里のコガラシさん,True
週刊少年ジャンプ,食戟のソーマ,185 好敵手との再戦,True
週刊少年ジャンプ,歪のアマルガム,第1回 怪物-かいぶつ-,True
週刊少年ジャンプ,ハイキュー!!,第225話 ぎくしゃく,True
週刊少年ジャンプ,左門くんはサモナー,第52話 左門くんは一周年,True
週刊少年ジャンプ,約束のネバーランド,第10話 コントロール,True
週刊少年ジャンプ,青春兵器ナンバーワン,mission 1: 転校生,True
週刊少年ジャンプ,歪のアマルガム,第2回 ダンス・マカブル,True
週刊少年ジャンプ,火ノ丸相撲,第117番 大太刀高校と白楼高校,True
週刊少年ジャンプ,ONE PIECE,第843話 ヴィンスモーク・サンジ,True
週刊少年ジャンプ,青春兵器ナンバーワン,mission 2: 体力測定,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,6: ウスラトンカチ,True
週刊少年ジャンプ,鬼滅の刃,第35話 散り散り,True
週刊少年ジャンプ,ブラッククローバー,ページ 84 戦場の決断,True
週刊少年ジャンプ,銀魂,,True
週刊少年ジャンプ,斉木楠雄のΨ難,第218χ PK学園文化Ψ本番編,True
週刊少年ジャンプ,磯部磯兵衛物語～浮世はつらいよ～,第210話 参勤交代!さらば磯部藩で候,True
週刊少年ジャンプ,ブラッククローバー,ページ 85 暴れ牛奮迅,True
週刊少年ジャンプ,僕のヒーローアカデミア,No.114 合否その後に,True
週刊少年ジャンプ,斉木楠雄のΨ難,第219χ ゲームのΨ難,True
週刊少年ジャンプ,食戟のソーマ,191 熱戦の果てに,True
週刊少年ジャンプ,火ノ丸相撲,第121番 怖いもの知らず,True
週刊少年ジャンプ,ゆらぎ荘の幽奈さん,39 年中ハロウィンゆらぎ荘,True
週刊少年ジャンプ,デモンズプラン,process 1 ハッピーエンドのその先に,True
週刊少年ジャンプ,トリコ,グルメ 396 まだ見ぬ食材!!,True
週刊少年ジャンプ,約束のネバーランド,第16話 秘密の部屋とW・ミネルヴァ,True
週刊少年ジャンプ,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,7: 激突…!!,True
週刊少年ジャンプ,オレゴラッソ,#1 As the man is BANBA“その男バンバ”,True
週刊少年ジャンプ,鬼滅の刃,第40話 ヒノカミ,True
週刊少年ジャンプ,デモンズプラン,process 2 思い出いっぱいリュックにつめて,True
週刊少年ジャンプ,左門くんはサモナー,第59話 左門くんは種モミを強奪する側のタイプ,True
週刊少年マガジン,DAYS,,True
週刊少年マガジン,恋する水族マン,第1話 アザラシバカ,True
週刊少年マガジン,ダイヤのA act 2,第42話/何やってんだよ,True
週刊少年マガジン,星野、目をつぶって。,第15話 サマー・ソルジャー,True
週刊少年マガジン,風夏,#119 風夏!,True
週刊少年マガジン,この剣が月を斬る,第7話 もう一人の少年,True
週刊少年マガジン,Dr.プリズナー,#10 医者と正義,True
週刊少年マガジン,江戸忍稼業もののて,第1話 “世知辛忍”,True
週刊少年マガジン,DAYS,163rd day 疑問,True
週刊少年マガジン,あひるの空,第527話 BIG TIME CHANGES 36,True
週刊少年マガジン,七つの大罪,第188話/友を救うその剣その魂,True
週刊少年マガジン,江戸忍稼業もののて,第2話 “餓鬼の命”,True
週刊少年マガジン,炎炎ノ消防隊,第44話:生まれる第7,True
週刊少年マガジン,DAYS,165th day 最高の采配,True
週刊少年マガジン,DAYS,DAYS NAVI,True
週刊少年マガジン,ドメスティックな彼女,第108話 それぞれの文化祭,True
週刊少年マガジン,FAIRY TAIL,第500話 炎と氷,True
週刊少年マガジン,リアルアカウント,account 83 暴力という選択,True
週刊少年マガジン,星野、目をつぶって。,第21話 眠れぬ森の君のため,True
週刊少年マガジン,フルバック,,True
週刊少年マガジン,Dr.プリズナー,#15 零時のパートナー,True
週刊少年マガジン,DAYS,168th day 共鳴,True
週刊少年マガジン,ACMA:GAME,173 望んでしまったものは,True
週刊少年マガジン,山田くんと7人の魔女,第224話 一緒にはいられねーか。,True
週刊少年マガジン,江戸忍稼業もののて,第7話 “手鎖夫婦”,True
週刊少年マガジン,ダイヤのA act 2,第51話/いい顔になってきた,True
週刊少年マガジン,ドメスティックな彼女,第113話 想いの行方,True
週刊少年マガジン,Baby Steps ベイビーステップ,#407 自主性,True
