マンガ作品名,ccid,掲載年,各話数,count,mean,掲載形態
弱虫ペダル,,1998,0.0,,0.0,4色カラー
弱虫ペダル,,1998,0.0,,0.0,モノクロ
弱虫ペダル,,1999,0.0,,0.0,4色カラー
弱虫ペダル,,1999,0.0,,0.0,モノクロ
弱虫ペダル,,2000,0.0,,0.0,4色カラー
弱虫ペダル,,2000,0.0,,0.0,モノクロ
弱虫ペダル,,2001,0.0,,0.0,4色カラー
弱虫ペダル,,2001,0.0,,0.0,モノクロ
弱虫ペダル,,2002,0.0,,0.0,4色カラー
弱虫ペダル,,2002,0.0,,0.0,モノクロ
弱虫ペダル,,2003,0.0,,0.0,4色カラー
弱虫ペダル,,2003,0.0,,0.0,モノクロ
弱虫ペダル,,2004,0.0,,0.0,4色カラー
弱虫ペダル,,2004,0.0,,0.0,モノクロ
弱虫ペダル,,2005,0.0,,0.0,4色カラー
弱虫ペダル,,2005,0.0,,0.0,モノクロ
弱虫ペダル,,2006,0.0,,0.0,4色カラー
弱虫ペダル,,2006,0.0,,0.0,モノクロ
弱虫ペダル,,2007,0.0,,0.0,4色カラー
弱虫ペダル,,2007,0.0,,0.0,モノクロ
