プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日
プレイステーションVita,3,クオリティコンフィデンス株式会社,3,木
プレイステーションVita,3,コトブキソリューション,1,木
プレイステーションVita,3,コナミデジタルエンタテインメント,1,木
プレイステーションVita,3,コンパイルハート,13,木
プレイステーションVita,3,コーエーテクモゲームス,30,木
プレイステーションVita,3,システムソフト・アルファー株式会社,36,木
プレイステーションVita,3,シルバースタージャパン,4,木
プレイステーションVita,3,スクウェア・エニックス,2,木
プレイステーションVita,3,スパイク・チュンソフト,11,木
プレイステーションVita,3,スマイルアクス,1,木
