プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日,メーカー名
NINTENDO64,0,任天堂株式会社,2,月,任天堂
NINTENDO64,1,任天堂株式会社,2,火,任天堂
NINTENDO64,1,株式会社メディアファクトリー,1,火,任天堂
NINTENDO64,2,コナミ株式会社,2,水,任天堂
NINTENDO64,2,任天堂株式会社,4,水,任天堂
NINTENDO64,2,東京エレクトロンデバイス株式会社,1,水,任天堂
NINTENDO64,2,株式会社カプコン,1,水,任天堂
NINTENDO64,2,株式会社ランドネットDD,1,水,任天堂
NINTENDO64,3,カルチャーブレーン,1,木,任天堂
NINTENDO64,3,ゲームバンク株式会社,1,木,任天堂
NINTENDO64,3,コナミ株式会社,15,木,任天堂
NINTENDO64,3,ハドソン,1,木,任天堂
NINTENDO64,3,ビデオシステム株式会社,1,木,任天堂
NINTENDO64,3,任天堂株式会社,3,木,任天堂
NINTENDO64,3,株式会社コーエー,1,木,任天堂
NINTENDO64,3,株式会社スパイク,1,木,任天堂
NINTENDO64,3,株式会社タイトー,1,木,任天堂
NINTENDO64,3,株式会社ハドソン,1,木,任天堂
NINTENDO64,4,GAMEBANK,1,金,任天堂
NINTENDO64,4,アスミック・エース エンタテインメント株式会社,2,金,任天堂
NINTENDO64,4,アテナ,1,金,任天堂
NINTENDO64,4,イマジニア株式会社,10,金,任天堂
NINTENDO64,4,エニックス,1,金,任天堂
NINTENDO64,4,エレクトロニック・アーツ・スクウェア株式会社,1,金,任天堂
NINTENDO64,4,エレクトロニック・アーツ・ビクター株式会社,1,金,任天堂
NINTENDO64,4,エレクトロニック・アーツ株式会社,1,金,任天堂
NINTENDO64,4,コナミ株式会社,2,金,任天堂
NINTENDO64,4,ハドソン,3,金,任天堂
NINTENDO64,4,バンプレスト,1,金,任天堂
NINTENDO64,4,ヒューマン株式会社,1,金,任天堂
NINTENDO64,4,ビクターインタラクティブソフトウェア,1,金,任天堂
NINTENDO64,4,ビデオシステム株式会社,1,金,任天堂
NINTENDO64,4,ボトムアップ,2,金,任天堂
NINTENDO64,4,ユービーアイソフト株式会社,1,金,任天堂
NINTENDO64,4,任天堂株式会社,12,金,任天堂
NINTENDO64,4,株式会社アクレイムジャパン,3,金,任天堂
NINTENDO64,4,株式会社アスキー,2,金,任天堂
NINTENDO64,4,株式会社アスキーサムシンググッド,1,金,任天堂
NINTENDO64,4,株式会社アスミック,1,金,任天堂
NINTENDO64,4,株式会社アテナ,2,金,任天堂
NINTENDO64,4,株式会社アルトロン,1,金,任天堂
NINTENDO64,4,株式会社エポック社,3,金,任天堂
NINTENDO64,4,株式会社カプコン,1,金,任天堂
NINTENDO64,4,株式会社カルチャーブレーン,4,金,任天堂
NINTENDO64,4,株式会社コトブキシステム,6,金,任天堂
NINTENDO64,4,株式会社コンパイル,1,金,任天堂
NINTENDO64,4,株式会社ショウエイシステム,1,金,任天堂
NINTENDO64,4,株式会社セタ,4,金,任天堂
NINTENDO64,4,株式会社タイトー,4,金,任天堂
NINTENDO64,4,株式会社タカラ,4,金,任天堂
NINTENDO64,4,株式会社ティーアンドイーソフト,1,金,任天堂
NINTENDO64,4,株式会社ハドソン,7,金,任天堂
NINTENDO64,4,株式会社バンダイ,3,金,任天堂
NINTENDO64,4,株式会社バンプレスト,1,金,任天堂
NINTENDO64,4,株式会社ビクターインタラクティブソフトウェア,2,金,任天堂
NINTENDO64,4,株式会社ビスコ,1,金,任天堂
NINTENDO64,4,株式会社ビック東海,1,金,任天堂
NINTENDO64,4,株式会社ボトムアップ,2,金,任天堂
NINTENDO64,4,株式会社光栄,1,金,任天堂
NINTENDO64,4,株式会社日本システムサプライ,2,金,任天堂
NINTENDO64,4,株式会社日本テレネット,1,金,任天堂
NINTENDO64,5,イマジニア株式会社,1,土,任天堂
NINTENDO64,5,ゲームバンク株式会社,1,土,任天堂
NINTENDO64,5,コナミ株式会社,2,土,任天堂
NINTENDO64,5,任天堂株式会社,7,土,任天堂
NINTENDO64,5,株式会社ハドソン,1,土,任天堂
NINTENDO64,6,SETA,1,日,任天堂
NINTENDO64,6,任天堂株式会社,4,日,任天堂
NINTENDO64,6,株式会社ハドソン,1,日,任天堂
NintendoSwitch,1,Angry Mob Games,1,火,任天堂
NintendoSwitch,1,DotEmu SAS.,1,火,任天堂
NintendoSwitch,1,Psyonix Inc.,1,火,任天堂
NintendoSwitch,1,Raw Fury,1,火,任天堂
NintendoSwitch,1,"Yacht Club Games, LLC",1,火,任天堂
NintendoSwitch,1,aeiowu LLC,1,火,任天堂
NintendoSwitch,1,カヤック,1,火,任天堂
NintendoSwitch,1,ハムスター,1,火,任天堂
NintendoSwitch,1,ユービーアイソフト株式会社,1,火,任天堂
NintendoSwitch,2,シティコネクション,1,水,任天堂
NintendoSwitch,2,セガゲームス,1,水,任天堂
NintendoSwitch,2,テイクツー・インタラクティブ・ジャパン合同会社,1,水,任天堂
NintendoSwitch,2,ハムスター,2,水,任天堂
NintendoSwitch,2,ワーナー ブラザース ジャパン合同会社,2,水,任天堂
NintendoSwitch,3,3goo,2,木,任天堂
NintendoSwitch,3,Adult Swim Games,1,木,任天堂
NintendoSwitch,3,Annapurna Interactive,1,木,任天堂
NintendoSwitch,3,Asteroid Base,1,木,任天堂
NintendoSwitch,3,Bulbware Sp. z o.o.,1,木,任天堂
NintendoSwitch,3,CIRCLE Ent.,1,木,任天堂
NintendoSwitch,3,Chorus Worldwide Games Limited,1,木,任天堂
NintendoSwitch,3,Collavier,2,木,任天堂
NintendoSwitch,3,Devolver Digital,1,木,任天堂
NintendoSwitch,3,Drool LLC,1,木,任天堂
NintendoSwitch,3,Dry Cactus,1,木,任天堂
NintendoSwitch,3,FDG Entertainment,1,木,任天堂
NintendoSwitch,3,Frozenbyte,1,木,任天堂
NintendoSwitch,3,GameTrust Games,1,木,任天堂
NintendoSwitch,3,Grey Box,1,木,任天堂
NintendoSwitch,3,Harmonix,1,木,任天堂
NintendoSwitch,3,Headup Games,2,木,任天堂
NintendoSwitch,3,Hypersect,1,木,任天堂
NintendoSwitch,3,INSIDE SYSTEM,1,木,任天堂
NintendoSwitch,3,Kitfox Games,1,木,任天堂
NintendoSwitch,3,MAGES.,1,木,任天堂
NintendoSwitch,3,MUTAN,1,木,任天堂
NintendoSwitch,3,OVER FENCE,1,木,任天堂
NintendoSwitch,3,Panic Button,1,木,任天堂
NintendoSwitch,3,Pikii合同会社,1,木,任天堂
NintendoSwitch,3,PlayEveryWare,1,木,任天堂
NintendoSwitch,3,Plug In Digital,2,木,任天堂
NintendoSwitch,3,QuantumAstroGuild,2,木,任天堂
NintendoSwitch,3,ROCKSTAR GAMES,1,木,任天堂
NintendoSwitch,3,Raw Fury,1,木,任天堂
NintendoSwitch,3,Raw Fury AB,1,木,任天堂
NintendoSwitch,3,Rising Star Games,3,木,任天堂
NintendoSwitch,3,Shin’en Multimedia,1,木,任天堂
NintendoSwitch,3,Team17,1,木,任天堂
NintendoSwitch,3,Thomas Happ Games LLC,1,木,任天堂
NintendoSwitch,3,UNTIES,2,木,任天堂
NintendoSwitch,3,Vertex Pop Inc.,1,木,任天堂
NintendoSwitch,3,Vivid Helix,1,木,任天堂
NintendoSwitch,3,Wired Productions,1,木,任天堂
NintendoSwitch,3,Young Fun Studio,1,木,任天堂
NintendoSwitch,3,Zen Studios,2,木,任天堂
NintendoSwitch,3,flow,1,木,任天堂
NintendoSwitch,3,tinyBuild LLC,1,木,任天堂
NintendoSwitch,3,アメージング,1,木,任天堂
NintendoSwitch,3,アークシステムワークス株式会社,5,木,任天堂
NintendoSwitch,3,インティ・クリエイツ,6,木,任天堂
NintendoSwitch,3,インテンス,1,木,任天堂
NintendoSwitch,3,オインクゲームズ,1,木,任天堂
NintendoSwitch,3,オーイズミ・アミュージオ,1,木,任天堂
NintendoSwitch,3,カプコン,5,木,任天堂
NintendoSwitch,3,ケムコ,3,木,任天堂
NintendoSwitch,3,コトブキソリューション,1,木,任天堂
NintendoSwitch,3,コラビエ,1,木,任天堂
NintendoSwitch,3,コーエーテクモゲームス,28,木,任天堂
NintendoSwitch,3,シティコネクション,1,木,任天堂
NintendoSwitch,3,シルバースタージャパン,6,木,任天堂
NintendoSwitch,3,ジェイコンテンツ,1,木,任天堂
NintendoSwitch,3,ジュピター,1,木,任天堂
NintendoSwitch,3,スクウェア・エニックス,11,木,任天堂
NintendoSwitch,3,スターサイン,2,木,任天堂
NintendoSwitch,3,スマイルアクス,1,木,任天堂
NintendoSwitch,3,セガゲームス,3,木,任天堂
NintendoSwitch,3,ゼロディブ,3,木,任天堂
NintendoSwitch,3,ソリッドスフィア株式会社,1,木,任天堂
NintendoSwitch,3,テヨンジャパン合同会社,2,木,任天堂
NintendoSwitch,3,トイディア,1,木,任天堂
NintendoSwitch,3,ハップ,1,木,任天堂
NintendoSwitch,3,ハムスター,42,木,任天堂
NintendoSwitch,3,バンダイナムコエンターテインメント,7,木,任天堂
NintendoSwitch,3,フライハイワークス株式会社,17,木,任天堂
NintendoSwitch,3,ブループリント,1,木,任天堂
NintendoSwitch,3,ポイソフト,1,木,任天堂
NintendoSwitch,3,マーベラス,3,木,任天堂
NintendoSwitch,3,メディアスケープ株式会社,1,木,任天堂
NintendoSwitch,3,メディアファイブ,1,木,任天堂
NintendoSwitch,3,メビウス,4,木,任天堂
NintendoSwitch,3,ユービーアイソフト株式会社,2,木,任天堂
NintendoSwitch,3,レイニーフロッグ合同会社,11,木,任天堂
NintendoSwitch,3,ロックスター・ゲームス,1,木,任天堂
NintendoSwitch,3,ワーナー,2,木,任天堂
NintendoSwitch,3,ワーナー ブラザース ジャパン合同会社,2,木,任天堂
NintendoSwitch,3,ワーナーブラザースジャパン合同会社,2,木,任天堂
NintendoSwitch,3,日本コロムビア株式会社,3,木,任天堂
NintendoSwitch,3,日本一ソフトウェア,1,木,任天堂
NintendoSwitch,4,Mojang,1,金,任天堂
NintendoSwitch,4,SPRINGLOADED,1,金,任天堂
NintendoSwitch,4,アークシステムワークス株式会社,2,金,任天堂
NintendoSwitch,4,インティ・クリエイツ,1,金,任天堂
NintendoSwitch,4,エレクトロニック・アーツ株式会社,2,金,任天堂
NintendoSwitch,4,カプコン,4,金,任天堂
NintendoSwitch,4,コナミデジタルエンタテインメント,2,金,任天堂
NintendoSwitch,4,コーエーテクモゲームス,2,金,任天堂
NintendoSwitch,4,シティコネクション,1,金,任天堂
NintendoSwitch,4,スクウェア・エニックス,5,金,任天堂
NintendoSwitch,4,セガゲームス,2,金,任天堂
NintendoSwitch,4,テイクツー・インタラクティブ・ジャパン合同会社,3,金,任天堂
NintendoSwitch,4,ハムスター,6,金,任天堂
NintendoSwitch,4,バンダイナムコエンターテインメント,2,金,任天堂
NintendoSwitch,4,フライハイワークス株式会社,1,金,任天堂
NintendoSwitch,4,ポイソフト,1,金,任天堂
NintendoSwitch,4,ポケモン,2,金,任天堂
NintendoSwitch,4,マーベラス,1,金,任天堂
NintendoSwitch,4,任天堂株式会社,22,金,任天堂
NintendoSwitch,4,日本一ソフトウェア,2,金,任天堂
NintendoSwitch,5,任天堂株式会社,1,土,任天堂
SC-3000,5,セガ・エンタープライゼス,1,土,セガ
SC-3000,6,セガ・エンタープライゼス,1,日,セガ
SEGAマーク3,2,セガ・エンタープライゼス,1,水,セガ
SEGAマーク3,3,セガ・エンタープライゼス,1,木,セガ
SEGAマーク3,5,セガ・エンタープライゼス,1,土,セガ
SEGAマーク3,6,セガ・エンタープライゼス,6,日,セガ
SG-1000,5,セガ・エンタープライゼス,1,土,セガ
SG-1000,6,セガ・エンタープライゼス,1,日,セガ
Wii,0,アイレムソフトウェアエンジニアリング株式会社,1,月,任天堂
Wii,0,株式会社ハドソン,1,月,任天堂
Wii,0,株式会社バンダイナムコゲームス,1,月,任天堂
Wii,1,Activision,1,火,任天堂
Wii,1,Interplay,2,火,任天堂
Wii,1,アイレムソフトウェアエンジニアリング株式会社,8,火,任天堂
Wii,1,アークシステムワークス株式会社,31,火,任天堂
Wii,1,エム・ティー・オー株式会社,1,火,任天堂
Wii,1,エレクトロニック・アーツ株式会社,5,火,任天堂
Wii,1,ゲームロフト株式会社,8,火,任天堂
Wii,1,サン電子株式会社,12,火,任天堂
Wii,1,シムス株式会社,3,火,任天堂
Wii,1,ジョルダン株式会社,1,火,任天堂
Wii,1,ティーアンドエス,1,火,任天堂
Wii,1,テクモ株式会社,11,火,任天堂
Wii,1,ナツメ株式会社,2,火,任天堂
Wii,1,ネットファーム・コミュニケーションズ株式会社,2,火,任天堂
Wii,1,ポケモン; 任天堂,5,火,任天堂
Wii,1,ヤマサエンタテイメント株式会社,1,火,任天堂
Wii,1,ユービーアイソフト株式会社,1,火,任天堂
Wii,1,任天堂株式会社,88,火,任天堂
Wii,1,元気株式会社,1,火,任天堂
Wii,1,加賀クリエイト株式会社,9,火,任天堂
Wii,1,富士ソフト株式会社,1,火,任天堂
Wii,1,廣済堂,1,火,任天堂
Wii,1,日本コンピュータシステム株式会社,5,火,任天堂
Wii,1,日本ファルコム株式会社,8,火,任天堂
Wii,1,有限会社スタジオ斬,5,火,任天堂
Wii,1,有限会社ラックプラス,1,火,任天堂
Wii,1,株式会社D4エンタープライズ,72,火,任天堂
Wii,1,株式会社Miracle Kidz,1,火,任天堂
Wii,1,株式会社SNKプレイモア,4,火,任天堂
Wii,1,株式会社アイイーインスティテュート,4,火,任天堂
Wii,1,株式会社アガツマ・エンタテインメント,2,火,任天堂
Wii,1,株式会社アジェンダ,3,火,任天堂
Wii,1,株式会社アスタリズム,1,火,任天堂
Wii,1,株式会社アルファ・ユニット,2,火,任天堂
Wii,1,株式会社アートディンク,3,火,任天堂
Wii,1,株式会社インターチャネル,1,火,任天堂
Wii,1,株式会社エイチアイ,1,火,任天堂
Wii,1,株式会社エイチーム,3,火,任天堂
Wii,1,株式会社エクシング,1,火,任天堂
Wii,1,株式会社エンターブレイン,4,火,任天堂
Wii,1,株式会社カプコン,30,火,任天堂
Wii,1,株式会社ガスト,1,火,任天堂
Wii,1,株式会社ゲームアーツ,1,火,任天堂
Wii,1,株式会社コナミデジタルエンタテインメント,27,火,任天堂
Wii,1,株式会社コーエー,4,火,任天堂
Wii,1,株式会社サイバード,2,火,任天堂
Wii,1,株式会社サンタエンタテイメント,1,火,任天堂
Wii,1,株式会社シルバースタージャパン,3,火,任天堂
Wii,1,株式会社ジー・モード,10,火,任天堂
Wii,1,株式会社スクウェア・エニックス,54,火,任天堂
Wii,1,株式会社スパイク,2,火,任天堂
Wii,1,株式会社ズーム,3,火,任天堂
Wii,1,株式会社セガ,78,火,任天堂
Wii,1,株式会社タイトー,6,火,任天堂
Wii,1,株式会社タカラトミー,12,火,任天堂
Wii,1,株式会社チュンソフト,3,火,任天堂
Wii,1,株式会社ディースリー・パブリッシャー,3,火,任天堂
Wii,1,株式会社トムクリエイト,1,火,任天堂
Wii,1,株式会社トライファースト,3,火,任天堂
Wii,1,株式会社ハドソン,77,火,任天堂
Wii,1,株式会社ハムスター,17,火,任天堂
Wii,1,株式会社ハル研究所,1,火,任天堂
Wii,1,株式会社バンダイナムコゲームス,85,火,任天堂
Wii,1,株式会社パオン,2,火,任天堂
Wii,1,株式会社ペルペトゥーム,2,火,任天堂
Wii,1,株式会社ホームメディア,2,火,任天堂
Wii,1,株式会社ポイソフト,3,火,任天堂
Wii,1,株式会社ポニーキャニオン,2,火,任天堂
Wii,1,株式会社マーベラスエンターテイメント,8,火,任天堂
Wii,1,株式会社ユードー,1,火,任天堂
Wii,1,株式会社レコム,1,火,任天堂
Wii,1,株式会社日本一ソフトウェア,1,火,任天堂
Wii,1,株式会社童,1,火,任天堂
Wii,2,アクティビジョン株式会社,1,水,任天堂
Wii,2,アークシステムワークス株式会社,1,水,任天堂
Wii,2,エレクトロニック・アーツ株式会社,1,水,任天堂
Wii,2,ゲームロフト株式会社,1,水,任天堂
Wii,2,サン電子株式会社,1,水,任天堂
Wii,2,任天堂株式会社,6,水,任天堂
Wii,2,株式会社D4エンタープライズ,3,水,任天堂
Wii,2,株式会社アイイーインスティテュート,1,水,任天堂
Wii,2,株式会社エイチーム,1,水,任天堂
Wii,2,株式会社カプコン,2,水,任天堂
Wii,2,株式会社コナミデジタルエンタテインメント,2,水,任天堂
Wii,2,株式会社コーエー,2,水,任天堂
Wii,2,株式会社スクウェア・エニックス,2,水,任天堂
Wii,2,株式会社スパイク,2,水,任天堂
Wii,2,株式会社セガ,5,水,任天堂
Wii,2,株式会社ディースリー・パブリッシャー,2,水,任天堂
Wii,2,株式会社ハドソン,6,水,任天堂
Wii,2,株式会社ハムスター,1,水,任天堂
Wii,2,株式会社バンダイナムコゲームス,3,水,任天堂
Wii,3,SQUARE ENIX,1,木,任天堂
Wii,3,THQジャパン株式会社,8,木,任天堂
Wii,3,アイディアファクトリー株式会社,2,木,任天堂
Wii,3,アクティビジョン株式会社,9,木,任天堂
Wii,3,アークシステムワークス株式会社,5,木,任天堂
Wii,3,イグニッション・エンターテイメント,1,木,任天堂
Wii,3,ウォルト・ディズニー・ジャパン株式会社,7,木,任天堂
Wii,3,エム・ティー・オー株式会社,2,木,任天堂
Wii,3,エレクトロニック・アーツ,2,木,任天堂
Wii,3,エレクトロニック・アーツ株式会社,37,木,任天堂
Wii,3,カプコン,3,木,任天堂
Wii,3,コナミデジタルエンタテイメント,1,木,任天堂
Wii,3,コナミデジタルエンタテインメント,1,木,任天堂
Wii,3,コーエー,1,木,任天堂
Wii,3,コードマスターズ株式会社,1,木,任天堂
Wii,3,ジョルダン株式会社,1,木,任天堂
Wii,3,スクウェア・エニックス,1,木,任天堂
Wii,3,セガ,5,木,任天堂
Wii,3,テクモ株式会社,4,木,任天堂
Wii,3,テラボックス,1,木,任天堂
Wii,3,バンダイナムコゲームス,1,木,任天堂
Wii,3,ポケモン; 任天堂,1,木,任天堂
Wii,3,マーベラスインタラクティブ,1,木,任天堂
Wii,3,マーベラスエンターテイメント,1,木,任天堂
Wii,3,ユービーアイソフト株式会社,14,木,任天堂
Wii,3,ロケットカンパニー株式会社,4,木,任天堂
Wii,3,任天堂株式会社,74,木,任天堂
Wii,3,株式会社AQインタラクティブ,3,木,任天堂
Wii,3,株式会社SNKプレイモア,2,木,任天堂
Wii,3,株式会社アイイーインスティテュート,4,木,任天堂
Wii,3,株式会社アガツマ・エンタテインメント,1,木,任天堂
Wii,3,株式会社アルファ・ユニット,2,木,任天堂
Wii,3,株式会社インターチャネル,1,木,任天堂
Wii,3,株式会社インターチャネル・ホロン,1,木,任天堂
Wii,3,株式会社イーフロンティア,1,木,任天堂
Wii,3,株式会社オフィスクリエイト,1,木,任天堂
Wii,3,株式会社カプコン,28,木,任天堂
Wii,3,株式会社コナミデジタルエンタテインメント,2,木,任天堂
Wii,3,株式会社コンパイルハート,3,木,任天堂
Wii,3,株式会社コーエー,14,木,任天堂
Wii,3,株式会社コーエーテクモゲームス,4,木,任天堂
Wii,3,株式会社サクセス,4,木,任天堂
Wii,3,株式会社ジャレコ,2,木,任天堂
Wii,3,株式会社スクウェア・エニックス,14,木,任天堂
Wii,3,株式会社スターフィッシュ・エスディ,2,木,任天堂
Wii,3,株式会社スティング,2,木,任天堂
Wii,3,株式会社スパイク,5,木,任天堂
Wii,3,株式会社スパイク・チュンソフト,1,木,任天堂
Wii,3,株式会社セガ,28,木,任天堂
Wii,3,株式会社タイトー,6,木,任天堂
Wii,3,株式会社タカラトミー,13,木,任天堂
Wii,3,株式会社ディースリー・パブリッシャー,11,木,任天堂
Wii,3,株式会社ドラス,1,木,任天堂
Wii,3,株式会社ハドソン,31,木,任天堂
Wii,3,株式会社バンダイナムコゲームス,76,木,任天堂
Wii,3,株式会社フロム・ソフトウェア,1,木,任天堂
Wii,3,株式会社マーベラスAQL,1,木,任天堂
Wii,3,株式会社マーベラスエンターテイメント,17,木,任天堂
Wii,3,株式会社ユークス,1,木,任天堂
Wii,3,株式会社レベルファイブ,2,木,任天堂
Wii,3,株式会社日本一ソフトウェア,1,木,任天堂
Wii,3,株式会社角川ゲームス,1,木,任天堂
Wii,3,株式会社角川書店,1,木,任天堂
Wii,3,角川書店,1,木,任天堂
Wii,4,Activision,1,金,任天堂
Wii,4,ゲームロフト株式会社,1,金,任天堂
Wii,4,任天堂株式会社,1,金,任天堂
Wii,4,株式会社D4エンタープライズ,2,金,任天堂
Wii,4,株式会社カプコン,1,金,任天堂
Wii,4,株式会社コーエーテクモゲームス,1,金,任天堂
Wii,4,株式会社パオン,1,金,任天堂
Wii,5,カプコン,1,土,任天堂
Wii,5,テクモ株式会社,2,土,任天堂
Wii,5,ポケモン; 任天堂,1,土,任天堂
Wii,5,ユービーアイソフト株式会社,1,土,任天堂
Wii,5,任天堂株式会社,20,土,任天堂
Wii,5,株式会社カプコン,5,土,任天堂
Wii,5,株式会社コナミデジタルエンタテインメント,2,土,任天堂
Wii,5,株式会社スパイク,1,土,任天堂
Wii,5,株式会社セガ,12,土,任天堂
Wii,5,株式会社ハドソン,9,土,任天堂
Wii,5,株式会社バンダイナムコゲームス,4,土,任天堂
Wii,5,株式会社バンプレスト,1,土,任天堂
Wii,5,株式会社ポケモン,1,土,任天堂
Wii,5,株式会社レベルファイブ,1,土,任天堂
WiiU,0,任天堂株式会社,3,月,任天堂
WiiU,1,Gakken×TOPPAN,1,火,任天堂
WiiU,1,アイレムソフトウェアエンジニアリング株式会社,1,火,任天堂
WiiU,1,アークシステムワークス株式会社,1,火,任天堂
WiiU,1,ユニティ・テクノロジーズ・ジャパン合同会社,1,火,任天堂
WiiU,1,レイニーフロッグ合同会社,1,火,任天堂
WiiU,1,任天堂株式会社,5,火,任天堂
WiiU,1,株式会社カプコン,1,火,任天堂
WiiU,1,株式会社コナミデジタルエンタテインメント,1,火,任天堂
WiiU,1,株式会社スパイク・チュンソフト,1,火,任天堂
WiiU,1,株式会社バンダイナムコエンターテインメント,1,火,任天堂
WiiU,1,株式会社パオン・ディーピー,1,火,任天堂
WiiU,2,FullPowerSideAttack.com,1,水,任天堂
WiiU,2,Nussoft,1,水,任天堂
WiiU,2,Pikii合同会社,3,水,任天堂
WiiU,2,Teyon Japan合同会社,5,水,任天堂
WiiU,2,アイレムソフトウェアエンジニアリング株式会社,5,水,任天堂
WiiU,2,アークシステムワークス株式会社,16,水,任天堂
WiiU,2,イマジニア株式会社,2,水,任天堂
WiiU,2,エクストリーム,5,水,任天堂
WiiU,2,エレクトロニック・アーツ株式会社,2,水,任天堂
WiiU,2,カプコン,3,水,任天堂
WiiU,2,クロスファンクション株式会社,6,水,任天堂
WiiU,2,コトブキソリューション,1,水,任天堂
WiiU,2,コナミデジタルエンタテインメント,4,水,任天堂
WiiU,2,サン電子株式会社,5,水,任天堂
WiiU,2,シティコネクション,4,水,任天堂
WiiU,2,スパイシーソフト株式会社,2,水,任天堂
WiiU,2,テヨンジャパン合同会社,1,水,任天堂
WiiU,2,ビヨンド・インタラクティブ株式会社,2,水,任天堂
WiiU,2,ピッキー合同会社,1,水,任天堂
WiiU,2,フライハイワークス株式会社,4,水,任天堂
WiiU,2,ポケモン,1,水,任天堂
WiiU,2,マーベラス,1,水,任天堂
WiiU,2,ユニティ・テクノロジーズ・ジャパン合同会社,6,水,任天堂
WiiU,2,ユービーアイソフト株式会社,2,水,任天堂
WiiU,2,レイニーフロッグ合同会社,21,水,任天堂
WiiU,2,ロケットカンパニー株式会社,4,水,任天堂
WiiU,2,任天堂株式会社,167,水,任天堂
WiiU,2,加賀クリエイト株式会社,2,水,任天堂
WiiU,2,有限会社カルチャーブレーンエクセル,3,水,任天堂
WiiU,2,株市会社ケムコ,3,水,任天堂
WiiU,2,株式会社アトラス,8,水,任天堂
WiiU,2,株式会社インターグロー,4,水,任天堂
WiiU,2,株式会社エクストリーム,5,水,任天堂
WiiU,2,株式会社カプコン,57,水,任天堂
WiiU,2,株式会社カルチャーブレーン,3,水,任天堂
WiiU,2,株式会社クロスファンクション,1,水,任天堂
WiiU,2,株式会社コナミデジタルエンタテインメント,91,水,任天堂
WiiU,2,株式会社コーエーテクモゲームス,9,水,任天堂
WiiU,2,株式会社サン電子,2,水,任天堂
WiiU,2,株式会社シルバースタージャパン,1,水,任天堂
WiiU,2,株式会社スクウェア・エニックス,29,水,任天堂
WiiU,2,株式会社スパイク・チュンソフト,2,水,任天堂
WiiU,2,株式会社スマイルブーム,1,水,任天堂
WiiU,2,株式会社セガ,2,水,任天堂
WiiU,2,株式会社セガゲームス,6,水,任天堂
WiiU,2,株式会社ディースリー・パブリッシャー,2,水,任天堂
WiiU,2,株式会社ハムスター,9,水,任天堂
WiiU,2,株式会社ハル研究所,2,水,任天堂
WiiU,2,株式会社バンダイナムコエンターテインメント,9,水,任天堂
WiiU,2,株式会社バンダイナムコゲームス,26,水,任天堂
WiiU,2,株式会社バーンハウスエフェクト,1,水,任天堂
WiiU,2,株式会社パオン・ディーピー,1,水,任天堂
WiiU,2,株式会社ポケモン,7,水,任天堂
WiiU,2,株式会社マーベラス,3,水,任天堂
WiiU,2,株式会社ユビキタスエンターテインメント,1,水,任天堂
WiiU,2,株式会社ロケットスタジオ,1,水,任天堂
WiiU,2,株式会社賈船,15,水,任天堂
WiiU,2,賈船,6,水,任天堂
WiiU,3,アークシステムワークス株式会社,1,木,任天堂
WiiU,3,コードマスターズ株式会社,2,木,任天堂
WiiU,3,スクウェア・エニックス,1,木,任天堂
WiiU,3,ユービーアイソフト株式会社,12,木,任天堂
WiiU,3,ワーナー エンターテイメント ジャパン株式会社,10,木,任天堂
WiiU,3,ワーナー ブラザース ジャパン合同会社,2,木,任天堂
WiiU,3,ワーナーエンターテイメント ジャパン株式会社,4,木,任天堂
WiiU,3,任天堂株式会社,72,木,任天堂
WiiU,3,日本マイクロソフト株式会社,2,木,任天堂
WiiU,3,株式会社カプコン,3,木,任天堂
WiiU,3,株式会社コナミデジタルエンタテインメント,3,木,任天堂
WiiU,3,株式会社コーエーテクモゲームス,10,木,任天堂
WiiU,3,株式会社シルバースタージャパン,2,木,任天堂
WiiU,3,株式会社スクウェア・エニックス,7,木,任天堂
WiiU,3,株式会社スパイク・チュンソフト,4,木,任天堂
WiiU,3,株式会社セガ,10,木,任天堂
WiiU,3,株式会社セガゲームス,1,木,任天堂
WiiU,3,株式会社ディースリー・パブリッシャー,2,木,任天堂
WiiU,3,株式会社ハムスター,2,木,任天堂
WiiU,3,株式会社バンダイナムコエンターテインメント,4,木,任天堂
WiiU,3,株式会社バンダイナムコゲームス,17,木,任天堂
WiiU,3,株式会社角川ゲームス,2,木,任天堂
WiiU,4,Simogo AB,1,金,任天堂
WiiU,4,任天堂株式会社,4,金,任天堂
WiiU,4,株式会社スクウェア・エニックス,1,金,任天堂
WiiU,4,株式会社ポケモン,2,金,任天堂
WiiU,5,アークシステムワークス株式会社,1,土,任天堂
WiiU,5,エレクトロニック・アーツ株式会社,3,土,任天堂
WiiU,5,ユービーアイソフト株式会社,4,土,任天堂
WiiU,5,ワーナーエンターテイメント ジャパン株式会社,2,土,任天堂
WiiU,5,任天堂株式会社,33,土,任天堂
WiiU,5,株式会社Tozai Games,1,土,任天堂
WiiU,5,株式会社カプコン,2,土,任天堂
WiiU,5,株式会社ケムコ,1,土,任天堂
WiiU,5,株式会社コーエーテクモゲームス,4,土,任天堂
WiiU,5,株式会社スクウェア・エニックス,2,土,任天堂
WiiU,5,株式会社バンダイナムコゲームス,2,土,任天堂
WiiU,6,任天堂株式会社,1,日,任天堂
ゲームアーカイブス,1,SEモバイル・アンド・オンライン株式会社,1,火,ソニー
ゲームアーカイブス,1,アークシステムワークス株式会社,1,火,ソニー
ゲームアーカイブス,1,エンターグラム,1,火,ソニー
ゲームアーカイブス,1,株式会社カプコン,1,火,ソニー
