プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日,メーカー名
プレイステーション,3,ソニー・ミュージックエンタテインメント,13,木,ソニー
プレイステーション,3,ソフトオフィス,1,木,ソニー
プレイステーション,3,ソフトバンク株式会社,1,木,ソニー
プレイステーション,3,タイトー,18,木,ソニー
プレイステーション,3,"タイトー,タイトー",1,木,ソニー
プレイステーション,3,タカラ,22,木,ソニー
プレイステーション,3,タムソフト,1,木,ソニー
プレイステーション,3,ダイキ,1,木,ソニー
プレイステーション,3,ダイナ,1,木,ソニー
プレイステーション,3,ダズ,7,木,ソニー
プレイステーション,3,チュンソフト,4,木,ソニー
プレイステーション,3,ツーワン (to ONE),1,木,ソニー
プレイステーション,3,ティー・イー・エヌ研究所,3,木,ソニー
プレイステーション,3,ティー・ワイ・オー,2,木,ソニー
プレイステーション,3,テイジイエル,1,木,ソニー
プレイステーション,3,テイチク株式会社,3,木,ソニー
プレイステーション,3,テクノスジャパン,1,木,ソニー
プレイステーション,3,テクノソフト,4,木,ソニー
プレイステーション,3,テクモ株式会社,19,木,ソニー
プレイステーション,3,テクモ株式会社 (TECMO),1,木,ソニー
プレイステーション,3,ディースリー・パブリッシャー,104,木,ソニー
プレイステーション,3,ディースリー・パブリッシャーズ,1,木,ソニー
プレイステーション,3,デジキューブ,8,木,ソニー
プレイステーション,3,デジタルフロンティア,2,木,ソニー
プレイステーション,3,データイースト株式会社,8,木,ソニー
プレイステーション,3,データウエスト株式会社,1,木,ソニー
プレイステーション,3,データム・ポリスター,4,木,ソニー
プレイステーション,3,トミー,4,木,ソニー
プレイステーション,3,トワイライトエクスプレス,3,木,ソニー
プレイステーション,3,トンキンハウス,6,木,ソニー
プレイステーション,3,ドラス,5,木,ソニー
プレイステーション,3,ナインライブス,1,木,ソニー
プレイステーション,3,ナガセ,5,木,ソニー
プレイステーション,3,ナグザット,1,木,ソニー
プレイステーション,3,ナムコ,30,木,ソニー
プレイステーション,3,ヌーサイト,1,木,ソニー
プレイステーション,3,"ヌーサイト,コナミ株式会社",1,木,ソニー
プレイステーション,3,"ネクサス インターラクト, ダズ",1,木,ソニー
プレイステーション,3,"ネクサス インターラクト,ダズ",1,木,ソニー
プレイステーション,3,ネットビレッジ株式会社,1,木,ソニー
プレイステーション,3,ネメシス,1,木,ソニー
プレイステーション,3,ハックベリー,1,木,ソニー
プレイステーション,3,ハドソン,12,木,ソニー
プレイステーション,3,ハムスター,14,木,ソニー
プレイステーション,3,ハーティロビン,1,木,ソニー
プレイステーション,3,ハーベストワン,3,木,ソニー
プレイステーション,3,バップ,2,木,ソニー
プレイステーション,3,バンダイ,65,木,ソニー
プレイステーション,3,バンダイ エレクトロニクス事業部,5,木,ソニー
プレイステーション,3,バンダイ マルチメディア事業部,1,木,ソニー
プレイステーション,3,"バンダイ,バンダイ",1,木,ソニー
プレイステーション,3,バンダイビジュアル株式会社,12,木,ソニー
プレイステーション,3,バンプレスト,30,木,ソニー
プレイステーション,3,パイオニア エル・ディー・シー株式会社,1,木,ソニー
プレイステーション,3,パイオニアLDC 株式会社,2,木,ソニー
プレイステーション,3,パイオニアLDC株式会社,3,木,ソニー
プレイステーション,3,パシフィック・センチュリー・サイバーワークス・ジャパン株式会社,4,木,ソニー
プレイステーション,3,パックインソフト,1,木,ソニー
プレイステーション,3,パンドラボックス,5,木,ソニー
プレイステーション,3,ヒューマン株式会社,30,木,ソニー
プレイステーション,3,ヒューマン株式会社 (HUMAN ENTERTAINMENT),1,木,ソニー
プレイステーション,3,ビクター インタラクティブ ソフトウェア,2,木,ソニー
プレイステーション,3,ビクター インタラクティブ ソフトウェア パック・イン・ソフト,1,木,ソニー
プレイステーション,3,ビクター インタラクティブ ソフトウエア,2,木,ソニー
プレイステーション,3,ビクター インタラクテイブ ソフトウェア,1,木,ソニー
プレイステーション,3,ビクターインタラクティブ ソフトウェア,1,木,ソニー
プレイステーション,3,ビクターインタラクティブソフトウェア,12,木,ソニー
プレイステーション,3,ビクターインタラクティブソフトウエア,5,木,ソニー
プレイステーション,3,ビクターインタラクティブソフトウエア ビクターソフト本部,2,木,ソニー
プレイステーション,3,ビクターインタラクティブ・ソフトウェア,1,木,ソニー
プレイステーション,3,ビクトリー,1,木,ソニー
プレイステーション,3,ビスコ,3,木,ソニー
プレイステーション,3,ビング株式会社,3,木,ソニー
プレイステーション,3,ビーピーエス,4,木,ソニー
プレイステーション,3,ビー・ファクトリー,3,木,ソニー
プレイステーション,3,ピクターインタラクティブソフトウエア,1,木,ソニー
プレイステーション,3,ファブコミュニケーションズ,1,木,ソニー
プレイステーション,3,ファミリーソフト,1,木,ソニー
プレイステーション,3,フェザード,1,木,ソニー
プレイステーション,3,フォグ,1,木,ソニー
プレイステーション,3,フォーウィンズ,1,木,ソニー
プレイステーション,3,フジミック,1,木,ソニー
プレイステーション,3,フロム・ソフトウェア,10,木,ソニー
プレイステーション,3,ブレイク,1,木,ソニー
プレイステーション,3,プリンセスソフト,1,木,ソニー
プレイステーション,3,"プリンセスソフト,ゼロシステム",1,木,ソニー
プレイステーション,3,プログレス,1,木,ソニー
プレイステーション,3,プロデュース,1,木,ソニー
プレイステーション,3,ヘクト,8,木,ソニー
プレイステーション,3,ベック,1,木,ソニー
プレイステーション,3,ボトムアップ,1,木,ソニー
プレイステーション,3,ポニーキャニオン,5,木,ソニー
プレイステーション,3,ポノス株式会社,1,木,ソニー
プレイステーション,3,ポリグラム株式会社,1,木,ソニー
プレイステーション,3,マイクロキャビン,2,木,ソニー
プレイステーション,3,マイクロネット,2,木,ソニー
プレイステーション,3,マックスファイブ,1,木,ソニー
プレイステーション,3,マックスベット,5,木,ソニー
プレイステーション,3,マップジャパン,4,木,ソニー
プレイステーション,3,マップジャパン株式会社,14,木,ソニー
プレイステーション,3,マーベラスエンターテイメント,1,木,ソニー
プレイステーション,3,メガハウス,1,木,ソニー
プレイステーション,3,メディアエンターテイメント,13,木,ソニー
プレイステーション,3,メディアエンターテインメント,1,木,ソニー
プレイステーション,3,メディアギャロップ,2,木,ソニー
プレイステーション,3,メディアクエスト,2,木,ソニー
プレイステーション,3,メディアファクトリー,3,木,ソニー
プレイステーション,3,メディアリング,6,木,ソニー
プレイステーション,3,メディアワークス,7,木,ソニー
プレイステーション,3,メディアワークス ゲーム事業部,3,木,ソニー
プレイステーション,3,ヤマサエンタテイメント株式会社,5,木,ソニー
プレイステーション,3,ヤマサエンタテインメント株式会社,4,木,ソニー
プレイステーション,3,ユークス,4,木,ソニー
プレイステーション,3,ユービーアイソフト株式会社,3,木,ソニー
プレイステーション,3,ライト スタッフ,1,木,ソニー
プレイステーション,3,ライトスタッフ,1,木,ソニー
プレイステーション,3,リバーヒルソフト,9,木,ソニー
プレイステーション,3,レイ,1,木,ソニー
プレイステーション,3,ロボット,1,木,ソニー
プレイステーション,3,ワークジャム,1,木,ソニー
プレイステーション,3,ヴィアール・ワン,1,木,ソニー
プレイステーション,3,ヴィジット,5,木,ソニー
プレイステーション,3,ヴィジット コンシューマ事業本部,1,木,ソニー
プレイステーション,3,ヴィジットコンシューマ事業本部,1,木,ソニー
プレイステーション,3,三井物産株式会社; 日本テレネット,1,木,ソニー
プレイステーション,3,伊藤忠商事株式会社,3,木,ソニー
プレイステーション,3,元気株式会社,7,木,ソニー
プレイステーション,3,光栄,10,木,ソニー
プレイステーション,3,加賀テック株式会社,14,木,ソニー
プレイステーション,3,小学館プロダクション,3,木,ソニー
プレイステーション,3,市川ソフト開発,1,木,ソニー
プレイステーション,3,悠紀エンタープライズ,1,木,ソニー
プレイステーション,3,日本コンピュータシステム メサイヤ事業部,1,木,ソニー
プレイステーション,3,日本コンピュータシステム株式会社,4,木,ソニー
プレイステーション,3,日本コンピュータシステム株式会社メサイヤ事業部,1,木,ソニー
プレイステーション,3,日本シスコン,3,木,ソニー
プレイステーション,3,日本システム,1,木,ソニー
プレイステーション,3,日本テレネット,11,木,ソニー
プレイステーション,3,日本一ソフトウェア,4,木,ソニー
プレイステーション,3,日本物産株式会社,13,木,ソニー
プレイステーション,3,有限会社セイブ開発,1,木,ソニー
プレイステーション,3,未来ソフト,1,木,ソニー
プレイステーション,3,東京書籍株式会社,6,木,ソニー
プレイステーション,3,東北新社,2,木,ソニー
プレイステーション,3,東映ビデオ株式会社,1,木,ソニー
プレイステーション,3,東芝EMI株式会社,4,木,ソニー
プレイステーション,3,株式会社BMGJAPAN,1,木,ソニー
プレイステーション,3,株式会社SNKプレイモア,7,木,ソニー
プレイステーション,3,株式会社やのまん,2,木,ソニー
プレイステーション,3,株式会社アイフォー,1,木,ソニー
プレイステーション,3,株式会社アイマジック,14,木,ソニー
プレイステーション,3,株式会社アクアシステム,1,木,ソニー
プレイステーション,3,株式会社アクワイア,1,木,ソニー
プレイステーション,3,株式会社アスキー,23,木,ソニー
プレイステーション,3,株式会社アスキーサムシンググッド,2,木,ソニー
プレイステーション,3,株式会社アスク,5,木,ソニー
プレイステーション,3,株式会社アテナ,5,木,ソニー
プレイステーション,3,株式会社アリカ,3,木,ソニー
プレイステーション,3,株式会社アートディンク,21,木,ソニー
プレイステーション,3,株式会社インターチャネル,3,木,ソニー
プレイステーション,3,株式会社ウエップシステム,3,木,ソニー
プレイステーション,3,株式会社エクシング,17,木,ソニー
プレイステーション,3,株式会社エス・エヌ・ケイ,15,木,ソニー
プレイステーション,3,株式会社エニックス,5,木,ソニー
プレイステーション,3,株式会社エポック社,6,木,ソニー
プレイステーション,3,株式会社エンターテインメントソフトウェアパブリッシング,1,木,ソニー
プレイステーション,3,株式会社エンターブレイン,4,木,ソニー
プレイステーション,3,株式会社オフィスクリエイト,3,木,ソニー
プレイステーション,3,株式会社オークス,3,木,ソニー
プレイステーション,3,株式会社カプコン,55,木,ソニー
プレイステーション,3,株式会社カルチャーブレーン,7,木,ソニー
プレイステーション,3,株式会社ガスト,2,木,ソニー
プレイステーション,3,株式会社キッド,6,木,ソニー
プレイステーション,3,株式会社クロスノーツ,1,木,ソニー
プレイステーション,3,株式会社グローバル・A・エンタテインメント,1,木,ソニー
プレイステーション,3,株式会社ケイエスエス,11,木,ソニー
プレイステーション,3,株式会社ゲームアーツ,1,木,ソニー
プレイステーション,3,株式会社ココナッツジャパンエンターテイメント,8,木,ソニー
プレイステーション,3,株式会社コナミコンピュータエンタテインメント東京,1,木,ソニー
プレイステーション,3,株式会社コンパイル,4,木,ソニー
プレイステーション,3,株式会社コーエー,75,木,ソニー
プレイステーション,3,株式会社サイバーフロント,1,木,ソニー
プレイステーション,3,株式会社サクセス,97,木,ソニー
プレイステーション,3,株式会社シスコンエンタテイメント,13,木,ソニー
プレイステーション,3,株式会社ジャレコ,7,木,ソニー
プレイステーション,3,株式会社スクウェア,8,木,ソニー
プレイステーション,3,株式会社スクウェア・エニックス,23,木,ソニー
プレイステーション,3,株式会社スターフィッシュ・エスディ,5,木,ソニー
プレイステーション,3,株式会社スティング,4,木,ソニー
プレイステーション,3,株式会社スパイク,7,木,ソニー
プレイステーション,3,株式会社スパイク・チュンソフト,15,木,ソニー
プレイステーション,3,株式会社セガ,1,木,ソニー
プレイステーション,3,株式会社セタ,3,木,ソニー
プレイステーション,3,株式会社ソニー・コンピュータエンタテインメント,64,木,ソニー
プレイステーション,3,株式会社ソニー・ミュージックエンタテインメント,4,木,ソニー
プレイステーション,3,株式会社タイトー,21,木,ソニー
プレイステーション,3,株式会社タカラ,40,木,ソニー
プレイステーション,3,株式会社タカラトミー,15,木,ソニー
プレイステーション,3,株式会社ツクダオリジナル,1,木,ソニー
プレイステーション,3,株式会社ティーアンドイーソフト,4,木,ソニー
プレイステーション,3,株式会社テイジイエル,1,木,ソニー
プレイステーション,3,株式会社テイジイエル企画,2,木,ソニー
プレイステーション,3,株式会社テイチクエンタテインメント,4,木,ソニー
プレイステーション,3,株式会社ディースリー・パブリッシャー,20,木,ソニー
プレイステーション,3,株式会社ディー・クルーズ,1,木,ソニー
プレイステーション,3,株式会社デジキューブ,6,木,ソニー
プレイステーション,3,株式会社トミー,11,木,ソニー
プレイステーション,3,株式会社トレジャー,1,木,ソニー
プレイステーション,3,株式会社ナガセ,4,木,ソニー
プレイステーション,3,株式会社ナムコ,23,木,ソニー
プレイステーション,3,株式会社ハックベリー,2,木,ソニー
プレイステーション,3,株式会社ハドソン,9,木,ソニー
プレイステーション,3,株式会社ハムスター,52,木,ソニー
プレイステーション,3,株式会社バップ,3,木,ソニー
プレイステーション,3,株式会社バンダイ,61,木,ソニー
プレイステーション,3,株式会社バンダイナムコゲームス,5,木,ソニー
プレイステーション,3,株式会社バンプレスト,29,木,ソニー
プレイステーション,3,株式会社パンサーソフトウェア,3,木,ソニー
プレイステーション,3,株式会社パンドラボックス,2,木,ソニー
プレイステーション,3,株式会社ビクターインタラクティブソフトウエア,29,木,ソニー
プレイステーション,3,株式会社ビーピーエス,2,木,ソニー
プレイステーション,3,株式会社ファブコミュニケーションズ,6,木,ソニー
プレイステーション,3,株式会社フォグ,2,木,ソニー
プレイステーション,3,株式会社フォーウィンズ,4,木,ソニー
プレイステーション,3,株式会社フロム・ソフトウェア,7,木,ソニー
プレイステーション,3,株式会社ポニーキャニオン,4,木,ソニー
プレイステーション,3,株式会社マイクロキャビン,5,木,ソニー
プレイステーション,3,株式会社マグノリア,1,木,ソニー
プレイステーション,3,株式会社マーベラスエンターテイメント,1,木,ソニー
プレイステーション,3,株式会社メディアエンターテイメント,37,木,ソニー
プレイステーション,3,株式会社メディアギャロップ,1,木,ソニー
プレイステーション,3,株式会社メディアファクトリー,6,木,ソニー
プレイステーション,3,株式会社メディアリング,10,木,ソニー
プレイステーション,3,株式会社メディアワークス,12,木,ソニー
プレイステーション,3,株式会社リバーヒルソフト,11,木,ソニー
プレイステーション,3,株式会社ワークジャム,2,木,ソニー
プレイステーション,3,株式会社ヴィジット,33,木,ソニー
プレイステーション,3,株式会社光栄,13,木,ソニー
プレイステーション,3,株式会社悠紀エンタープライズ,3,木,ソニー
プレイステーション,3,株式会社日本テレネット,16,木,ソニー
プレイステーション,3,株式会社日本一ソフトウェア,8,木,ソニー
プレイステーション,3,株式会社毎日コミュニケーションズ,7,木,ソニー
プレイステーション,3,株式会社翔泳社,4,木,ソニー
プレイステーション,3,株式会社角川書店,4,木,ソニー
プレイステーション,3,株式会社講談社,7,木,ソニー
プレイステーション,3,毎日コミュニケーションズ,3,木,ソニー
プレイステーション,3,童,3,木,ソニー
プレイステーション,3,翔泳社,5,木,ソニー
プレイステーション,3,"翔泳社 ソフトウェアソリューション局,タカラ",1,木,ソニー
プレイステーション,3,角川書店,4,木,ソニー
プレイステーション,3,角川書店 ソフト事業部,1,木,ソニー
プレイステーション,3,講談社,11,木,ソニー
プレイステーション,3,豊丸産業株式会社,1,木,ソニー
プレイステーション,3,魔法株式会社,8,木,ソニー
プレイステーション,4,BMGジャパン,2,金,ソニー
プレイステーション,4,BMGビクター株式会社,2,金,ソニー
プレイステーション,4,"CYAN,サイバーフロント",1,金,ソニー
プレイステーション,4,GAPS iNC. ギャップス,1,金,ソニー
プレイステーション,4,KOEI,1,金,ソニー
プレイステーション,4,OZクラブ,2,金,ソニー
プレイステーション,4,PIONEER LDC,2,金,ソニー
プレイステーション,4,SQUARE SOFT,1,金,ソニー
プレイステーション,4,SUNSOFT,1,金,ソニー
プレイステーション,4,TOMY,1,金,ソニー
プレイステーション,4,Team Bughouse,1,金,ソニー
プレイステーション,4,Tears,1,金,ソニー
プレイステーション,4,やのまんソフトウェア事業部,1,金,ソニー
プレイステーション,4,アイディアファクトリー,2,金,ソニー
プレイステーション,4,アイディアファクトリー株式会社,1,金,ソニー
プレイステーション,4,アイランドクリエイション,1,金,ソニー
プレイステーション,4,アイレムソフトウェアエンジニアリング株式会社,1,金,ソニー
プレイステーション,4,アクレイムジャパン,6,金,ソニー
プレイステーション,4,アジェンダ,2,金,ソニー
プレイステーション,4,アスキー,4,金,ソニー
プレイステーション,4,アスク講談社,2,金,ソニー
プレイステーション,4,アスミック,4,金,ソニー
プレイステーション,4,アスミック ソフトウェア事業部,1,金,ソニー
プレイステーション,4,アスミック・エースエンタテインメント株式会社,1,金,ソニー
プレイステーション,4,アテナ,4,金,ソニー
プレイステーション,4,アトラス,7,金,ソニー
プレイステーション,4,アミューズ,1,金,ソニー
プレイステーション,4,アルトロン,2,金,ソニー
プレイステーション,4,アローマ,1,金,ソニー
プレイステーション,4,アンティノスレコード,2,金,ソニー
プレイステーション,4,アークシステムワークス株式会社,1,金,ソニー
プレイステーション,4,アートディンク,9,金,ソニー
プレイステーション,4,イマジニア株式会社,10,金,ソニー
プレイステーション,4,インプローレ株式会社,1,金,ソニー
プレイステーション,4,インベックス,1,金,ソニー
プレイステーション,4,イースリースタッフ,1,金,ソニー
プレイステーション,4,ウィザード,1,金,ソニー
プレイステーション,4,ウエップシステム,2,金,ソニー
プレイステーション,4,エクシング,3,金,ソニー
プレイステーション,4,エクシングアミューズメントソフトG,1,金,ソニー
プレイステーション,4,エクシングエンタティメント,1,金,ソニー
プレイステーション,4,エクシングエンタテイメント,2,金,ソニー
プレイステーション,4,エス・エヌ・ケイ,3,金,ソニー
プレイステーション,4,エス・ピー・エス,1,金,ソニー
プレイステーション,4,エレクトロニック・アーツ・ビクター株式会社,21,金,ソニー
プレイステーション,4,エンジェル,1,金,ソニー
プレイステーション,4,オクタゴン・エンタテインメント,1,金,ソニー
プレイステーション,4,オラシオン,1,金,ソニー
プレイステーション,4,オープンブック9003株式会社,1,金,ソニー
プレイステーション,4,カネコ,1,金,ソニー
プレイステーション,4,カプコン,7,金,ソニー
プレイステーション,4,ガスト,3,金,ソニー
プレイステーション,4,キングレコード,1,金,ソニー
プレイステーション,4,キングレコード株式会社,1,金,ソニー
プレイステーション,4,ギャガ・コミュニケーションズ,4,金,ソニー
プレイステーション,4,ギャップス,1,金,ソニー
プレイステーション,4,グラムス株式会社,2,金,ソニー
プレイステーション,4,ケイエスエス,1,金,ソニー
プレイステーション,4,ゲンソフト,1,金,ソニー
プレイステーション,4,ゲームバンク株式会社,1,金,ソニー
プレイステーション,4,ココナッツジャパンエンターテイメント,6,金,ソニー
プレイステーション,4,コトブキシステム株式会社,2,金,ソニー
プレイステーション,4,コナミ株式会社,26,金,ソニー
プレイステーション,4,コピアシステム,1,金,ソニー
プレイステーション,4,コンパイル,1,金,ソニー
プレイステーション,4,コーエー,1,金,ソニー
プレイステーション,4,サイバーテックデザイン,1,金,ソニー
プレイステーション,4,サミー株式会社,1,金,ソニー
プレイステーション,4,サンテックジャパン,1,金,ソニー
プレイステーション,4,サン電子株式会社,12,金,ソニー
プレイステーション,4,サン電子株式会社（SUNSOFT）,1,金,ソニー
プレイステーション,4,ザウルス,2,金,ソニー
プレイステーション,4,シャグリ・ラ,1,金,ソニー
プレイステーション,4,シャングリラ,1,金,ソニー
プレイステーション,4,シャングリ・ラ,1,金,ソニー
プレイステーション,4,シンコー・ミュージック,1,金,ソニー
プレイステーション,4,ジャレコ,5,金,ソニー
プレイステーション,4,スカイ・シンク・システム株式会社,3,金,ソニー
プレイステーション,4,スクウェア,11,金,ソニー
プレイステーション,4,ズーム,2,金,ソニー
プレイステーション,4,セタ,2,金,ソニー
プレイステーション,4,ソニーコンピュータエンタテインメント,1,金,ソニー
プレイステーション,4,ソニー・コンピュータエンタテインメント,42,金,ソニー
プレイステーション,4,ソニー・コンピュータ・エンタテインメント,1,金,ソニー
プレイステーション,4,ソニー・ミュージックエンタテインメント,4,金,ソニー
プレイステーション,4,ソネット・コンピュータエンタテイメント,1,金,ソニー
プレイステーション,4,ソフトバンク株式会社,6,金,ソニー
プレイステーション,4,ソフトビジョン インターナショナル,1,金,ソニー
プレイステーション,4,"ソフトビジョン インターナショナル,ココナッツ ジャパン エンターテイメント",2,金,ソニー
プレイステーション,4,タイトー,6,金,ソニー
プレイステーション,4,タカラ,11,金,ソニー
プレイステーション,4,ツカモト株式会社,1,金,ソニー
プレイステーション,4,ツクダオリジナル,1,金,ソニー
プレイステーション,4,ティー・イー・エヌ研究所,3,金,ソニー
プレイステーション,4,テイジイエル,1,金,ソニー
プレイステーション,4,テクノソフト,3,金,ソニー
プレイステーション,4,テクモ株式会社,5,金,ソニー
プレイステーション,4,データイースト株式会社,4,金,ソニー
プレイステーション,4,データム・ポリスター,2,金,ソニー
プレイステーション,4,トミー,4,金,ソニー
プレイステーション,4,トミー ゲームソフト事業部,1,金,ソニー
プレイステーション,4,トンキンハウス,3,金,ソニー
プレイステーション,4,ナグザット,6,金,ソニー
プレイステーション,4,ナムコ,20,金,ソニー
プレイステーション,4,ニュー,2,金,ソニー
プレイステーション,4,ネクサスインタラクト,1,金,ソニー
プレイステーション,4,ネクサスインターラクト,2,金,ソニー
プレイステーション,4,バップ,2,金,ソニー
プレイステーション,4,バンタンインターナショナル電脳工場,1,金,ソニー
プレイステーション,4,バンダイ,9,金,ソニー
プレイステーション,4,バンダイビジュアル株式会社,7,金,ソニー
プレイステーション,4,バンプレスト,13,金,ソニー
プレイステーション,4,パイオニア エル・ディー・シー株式会社,2,金,ソニー
プレイステーション,4,パイオニアLDC株式会社,2,金,ソニー
プレイステーション,4,パトラ,1,金,ソニー
プレイステーション,4,パンサーソフトウェア,1,金,ソニー
プレイステーション,4,ヒューマン株式会社,15,金,ソニー
プレイステーション,4,ビクターインタラクティブソフトウェア,2,金,ソニー
プレイステーション,4,ビクターインタラクティブソフトウェア パック・イン・ソフト部,1,金,ソニー
プレイステーション,4,ビクターインタラクティブソフトウェアパックインソフト本部,1,金,ソニー
プレイステーション,4,ビクターエンタテインメント,1,金,ソニー
プレイステーション,4,ビクターエンタテインメント株式会社,6,金,ソニー
プレイステーション,4,ビック東海,1,金,ソニー
プレイステーション,4,ビデオシステム株式会社,1,金,ソニー
プレイステーション,4,ビーピーエス,3,金,ソニー
プレイステーション,4,ピーディ,1,金,ソニー
プレイステーション,4,ピーピーエス,2,金,ソニー
プレイステーション,4,ファミリーソフト,2,金,ソニー
プレイステーション,4,フジテレビ,1,金,ソニー
プレイステーション,4,フロム・ソフトウェア,2,金,ソニー
プレイステーション,4,プランニングオフィスワダ,1,金,ソニー
プレイステーション,4,ヘクト,2,金,ソニー
プレイステーション,4,ポニーキャニオン,1,金,ソニー
プレイステーション,4,ポニー・キャニオン,1,金,ソニー
プレイステーション,4,ポリグラム株式会社,2,金,ソニー
プレイステーション,4,マックスファイブ,1,金,ソニー
プレイステーション,4,マップジャパン,2,金,ソニー
プレイステーション,4,マップジャパン株式会社,1,金,ソニー
プレイステーション,4,マルチソフト株式会社,1,金,ソニー
プレイステーション,4,メディアクエスト,4,金,ソニー
プレイステーション,4,メディアリング,1,金,ソニー
プレイステーション,4,メディアワークス,2,金,ソニー
プレイステーション,4,ユービーアイソフト株式会社,2,金,ソニー
プレイステーション,4,ライトスタッフ,2,金,ソニー
プレイステーション,4,リバーヒルソフト,4,金,ソニー
プレイステーション,4,レイ・アップ ソネット部,1,金,ソニー
プレイステーション,4,ヴァージン インタラクティブ エンタテインメント株式会社,1,金,ソニー
プレイステーション,4,ヴァージン インタラクティブ エンターテインメント株式会社,1,金,ソニー
プレイステーション,4,ヴァージンインタラクティブエンタテインメント株式会社,2,金,ソニー
プレイステーション,4,ヴィジット,3,金,ソニー
プレイステーション,4,伊藤忠商事株式会社,1,金,ソニー
プレイステーション,4,元気株式会社,5,金,ソニー
プレイステーション,4,光栄,15,金,ソニー
プレイステーション,4,日本コンピュータシステム株式会社,1,金,ソニー
プレイステーション,4,日本シスコン,1,金,ソニー
プレイステーション,4,日本テレネット,1,金,ソニー
プレイステーション,4,日本物産株式会社,10,金,ソニー
プレイステーション,4,有限会社セイブ開発,2,金,ソニー
プレイステーション,4,東京書籍株式会社,2,金,ソニー
プレイステーション,4,東北新社,4,金,ソニー
プレイステーション,4,株式会社BMGJAPAN,1,金,ソニー
プレイステーション,4,株式会社やのまん,1,金,ソニー
プレイステーション,4,株式会社アジェンダ,1,金,ソニー
プレイステーション,4,株式会社アスキー,1,金,ソニー
プレイステーション,4,株式会社アテナ,4,金,ソニー
プレイステーション,4,株式会社エクシング,7,金,ソニー
プレイステーション,4,株式会社エス・エヌ・ケイ,3,金,ソニー
プレイステーション,4,株式会社エポック社,2,金,ソニー
プレイステーション,4,株式会社カプコン,11,金,ソニー
プレイステーション,4,株式会社ガスト,2,金,ソニー
プレイステーション,4,株式会社ケイエスエス,4,金,ソニー
プレイステーション,4,株式会社ココナッツジャパンエンターテイメント,9,金,ソニー
プレイステーション,4,株式会社コンパイル,1,金,ソニー
プレイステーション,4,株式会社コーエー,7,金,ソニー
プレイステーション,4,株式会社ジャレコ,2,金,ソニー
プレイステーション,4,株式会社セタ,4,金,ソニー
プレイステーション,4,株式会社ゼネラル・エンタテイメント,1,金,ソニー
プレイステーション,4,株式会社ソニー・コンピュータエンタテインメント,10,金,ソニー
プレイステーション,4,株式会社ソニー・ミュージックエンタテインメント,1,金,ソニー
プレイステーション,4,株式会社タイトー,4,金,ソニー
プレイステーション,4,株式会社タカラ,5,金,ソニー
プレイステーション,4,株式会社テイジイエル,1,金,ソニー
プレイステーション,4,株式会社テイジイエル企画,1,金,ソニー
プレイステーション,4,株式会社ディー・クルーズ,1,金,ソニー
プレイステーション,4,株式会社データム・ポリスター,1,金,ソニー
プレイステーション,4,株式会社トミー,3,金,ソニー
プレイステーション,4,株式会社ナムコ,1,金,ソニー
プレイステーション,4,株式会社ハンズオン・エンタテインメント,2,金,ソニー
プレイステーション,4,株式会社バップ,2,金,ソニー
プレイステーション,4,株式会社バンダイ,10,金,ソニー
プレイステーション,4,株式会社バンダイナムコゲームス,1,金,ソニー
プレイステーション,4,株式会社バンプレスト,9,金,ソニー
プレイステーション,4,株式会社ビーピーエス,1,金,ソニー
プレイステーション,4,株式会社フロム・ソフトウェア,2,金,ソニー
プレイステーション,4,株式会社マイクロネット,1,金,ソニー
プレイステーション,4,株式会社メディアエンターテイメント,2,金,ソニー
プレイステーション,4,株式会社メディアワークス,2,金,ソニー
プレイステーション,4,株式会社ヴィジット,1,金,ソニー
プレイステーション,4,株式会社光栄,10,金,ソニー
プレイステーション,4,株式会社呉ソフトウェア工房,1,金,ソニー
プレイステーション,4,株式会社日本一ソフトウェア,3,金,ソニー
プレイステーション,4,株式会社毎日コミュニケーションズ,1,金,ソニー
プレイステーション,4,株式会社翔泳社,5,金,ソニー
プレイステーション,4,毎日コミュニケーションズ,1,金,ソニー
プレイステーション,4,翔泳社,1,金,ソニー
プレイステーション,4,角川書店,1,金,ソニー
プレイステーション,4,講談社,2,金,ソニー
プレイステーション,4,金子製作所（KANEKO）,1,金,ソニー
プレイステーション,4,集英社・セタ BUSTARD!!製作委員会,1,金,ソニー
プレイステーション,4,魔法株式会社,1,金,ソニー
プレイステーション,5,アイディアファクトリー株式会社,1,土,ソニー
プレイステーション,5,アークシステムワークス株式会社,1,土,ソニー
プレイステーション,5,アートディンク,1,土,ソニー
プレイステーション,5,エニックス,1,土,ソニー
プレイステーション,5,エレクトロニック・アーツ・スクウェア株式会社,1,土,ソニー
プレイステーション,5,エレクトロニック・アーツ・ビクター株式会社,1,土,ソニー
プレイステーション,5,コナミ株式会社,3,土,ソニー
プレイステーション,5,コピアシステム,1,土,ソニー
プレイステーション,5,コーエー,2,土,ソニー
プレイステーション,5,サン電子株式会社,2,土,ソニー
プレイステーション,5,ソニー・コンピュータエンタテインメント,2,土,ソニー
プレイステーション,5,タイトー,1,土,ソニー
プレイステーション,5,データイースト株式会社,1,土,ソニー
プレイステーション,5,ナムコ,1,土,ソニー
プレイステーション,5,メディアファクトリー,1,土,ソニー
プレイステーション,5,ヴァージンインタラクティブエンタテインメント株式会社,1,土,ソニー
