acid,アニメ作品名,アニメ各話数,放送日数,声優数
C15676,ハッカドールTHE・あにめ～しょん,26,13,5.0
C15677,緋弾のアリアAA,24,12,16.0
C15678,こちら葛*飾区 亀有公園前 派出所［2016年スペシャル］,1,1,17.0
C15682,カワバカジマ,12,12,
C15684,脳に快感! スペシャル バカと科学で バ科学 なのだ!!,3,2,2.0
C15686,怪 盗 ジョーカー MYSTERIOUS JOKER[第3期],13,13,14.0
C15687,文豪ストレイドッグス[第1期],12,12,17.0
C15688,MAGI シンドバッドの冒険,13,11,18.0
C15689,DAYS,12,12,19.0
C15690,少年メイド,12,12,17.0
C15691,坂本ですが?,25,12,19.0
C15692,食戟 の ソーマ 弐ノ皿,13,13,
C15693,Peeping Life TVシーズン1 ??,96,12,1.0
C15694,ミス・モノクローム-The Animation- 3,26,13,9.0
C15695,ヤングブラック.ジャック,24,12,20.0
C15696,謎*新聞 ミライタイムズ [第1期],40,39,2.0
C15697,猫嫌いの家に 生まれた猫好きが 猫と暮らす絵日記,13,13,1.0
C15698,BAR 嫌われ野菜,13,13,6.0
C15699,うぇいくあっぷがーる ZOO!,10,9,8.0
C15700,うさぎのモフィ [第2期],12,12,5.0
C15701,美男○*高校 地球防衛部 LOVE! LOVE!,12,12,13.0
C15702,91 Days,12,12,19.0
C15703,DIGIMON UNIVERSE アプリモンスターズ,13,13,11.0
C15704,time↗ bokan 24,13,13,15.0
C15705,猫のダヤン ふしぎ劇場,14,14,2.0
C15706,ViVid Strike! Thou shalt not be afraid I am with you,13,13,12.0
C15707,おくさまが 生徒会長!+!,12,12,10.0
C15708,雨色ココア RAINY COCOA in Hawaii,12,12,10.0
C15709,魔法少女 育成計画,12,12,12.0
C15710,CARDFIGHT!! ヴァンガードG NEXT,13,13,15.0
C15711,スクールガール ストライカーズ Animation Channel,13,13,15.0
C15713,フーパの おでまし大作戦!! 大成功!?,6,6,3.0
C15714,不思議の国のロンリ劇場 [第2期],10,10,1.0
C15715,ぷれぷれ ぷれあです,8,8,8.0
C15716,とんかつ DJ アゲ太郎,12,12,14.0
C15717,甘々と稲妻,12,12,15.0
C15718,SHOW BY ROCK!! しょ～と!!,12,12,17.0
C15720,初恋モンスター,12,12,19.0
C15721,不機嫌な モノノケ庵,13,13,17.0
C15722,アルプスの少女ハイジ? ちゃら おんじ,80,16,1.0
C15723,きもしば[第1期],13,13,
C15724,ペペペペン議員,13,13,2.0
C15725,WORKING!!! [最終回すぺしゃる],2,1,18.0
C15726,ゆるゆりさん★ハイ!TV ANIMATION SERIES SEASON THREE,24,12,18.0
C15727,普通の女子校生が【ろこどる】やってみた。[クリスマススペシャル],2,1,17.0
C15728,こわ◎ぼん,13,13,1.0
C15729,どうしても干支にはいりたい,13,13,12.0
C15730,こども刑事 めめたん,8,8,1.0
C15735,うたわれるもの 偽りの仮面,37,25,
C15736,デュラララ!!×2結,12,12,
C15737,ナースウィッチ 小麦ちゃん R,12,12,
C15738,ハイキュー!! セカンドシーズン,38,25,
C15739,ブレイブビーツ,33,22,
C15740,機動戦士ガンダム 鉄血のオルフェンズ,39,26,
C15741,虹色デイズ,25,25,
C15742,大家さんは思春期!,12,12,
C15743,Dimension W,12,12,
C15744,灰と幻想の グリムガル,12,12,
C15745,ハルタとチカは青春する ハルチカ HARUTA ＆ CHIKA,12,12,
C15746,赤髪の白雪姫［第2期］,12,12,
C15747,シュヴァルツェスマーケン,12,12,
C15748,蒼の彼方のフォーリズム,12,12,
C15749,JKめし!,27,27,4.0
C15750,てーきゅう［第7期］,13,13,
C15751,血液型くん! 4,12,12,
C15752,魔法少女なんて もういいですから。,12,12,
C15753,ミニ はま MINIMUM-HAMATORA,10,10,6.0
C15755,島耕作の アジア新世紀伝 新春スペシャル Special,2,1,16.0
C15758,忍たま 乱太郎 の 宇宙 大冒険 with コズミック フロント☆ N E X T,2,2,8.0
C15759,CARDFIGHT!! ヴァンガードG ギアースクライシス編,38,26,
C15760,牙狼 紅蓮ノ月,38,28,
C15761,金田一 少年の 事件簿R[リターンズ]［第2期］,34,22,
C15762,新あたしンち,115,24,
C15763,探偵 チームKZ*[カッズ]事件 ノート,32,16,
C15764,テレビアニメ いとしの ムーコ Lovely Muuuuuuuco!,38,25,
C15765,どちゃもん じゅにあ,26,16,
C15766,ルパン三世［第4期］,48,24,
C15767,おそ松さん,98,26,
C15768,バリィさんの いまばり弁講座,24,24,1.0
C15769,マルタの冒険[第2期],12,12,9.0
C15770,かってな ほしうらない,13,13,
C15771,もじもじおばけ ばけまつ,13,13,1.0
C15774,ガンバレー部 NEXT!,6,6,5.0
C15775,Q PHILOSOPHY FOR CHILDREN [こどものための哲学] [第3回],1,1,
C15776,きょうの料理 ビギナーズ [第9期],96,96,1.0
C15777,ゴー!ゴー! キッチン戦隊 クックルン,96,95,8.0
C15778,古代紀行 ドキュメンタリー 古事記の世界 CGアニメでひも解く 日本誕生物語 [第2期],4,4,1.0
C15779,小学生女子のおなやみ ぶっちゃけトーク★ 女の子って。』,4,4,1.0
C15780,深海 ダイバーズ,8,8,
C15781,鷹の爪 DO,38,35,2.0
C15782,団地 ともお [スペシャル],1,1,18.0
C15783,野球部 あるある,9,3,
C15784,ゆるゆり なちゅやちゅみ!+[ぷらす],2,2,13.0
C15786,世にも 奇妙 な物語 25周年スペシャル・春 ～人気マンガ家競演編～ [第3話],1,1,3.0
C15787,藤子不二雄Ⓐの 笑ゥせぇるすまん［第3期］,13,13,
C15788,この素晴らしい 世界に祝福を!,10,10,
C15789,無彩限の ファントム・ワールド Myriad Colors Phantom World,13,13,
C15790,アクティヴレイド 機動強襲室第八係[第2期],12,12,
C15791,少女たちは 荒野を目指す ～Girls beyond the youth KOYA～,12,12,
C15792,NΘRN9 ノルン+ノネット,13,13,
C15793,ほのぼのログ honobono log,10,10,
C15794,それいけ! サブイボマスク,8,8,
C15795,腐男子 高校生活,13,13,
C15796,薄桜鬼 御伽草子,26,8,
C15797,ラララ ララちゃん,24,24,
C15798,ラララ ララちゃん ミニ,24,24,
C15799,ムズムズ18 エイティーン[第1期],5,5,
C15800,ムズムズ18 エイティーン[第2期],5,4,
C15801,猫も、オンダケ,12,12,
C15802,僕だけがいない街,12,12,
C15803,PHANTASY STAR ONLINE 2 THE ANIMATION,12,12,
C15804,だがしかし,23,12,
C15805,おじさんとマシュマロ,13,13,
C15806,美少女遊戯ユニット クレーン ゲール Crane Game Girls,13,13,
C15807,暗殺教室[第2期],25,25,
C15808,Divine Gate,12,12,
C15809,靈劍山 星屑たちの宴,12,12,
C15810,ヘヴィー オブジェクト,37,30,
C15811,GATE 自衛隊 彼の地にて、斯く戦えり[第2期],12,12,
C15812,亜人[第1期],13,13,
C15813,パンでP e a c e !,13,12,
C15831,血界戦線[12話],1,1,13.0
C15832,金田一 少年の 事件簿R Special 明智警部の事件簿,2,1,14.0
C15833,昭和元禄 落語心中,13,13,11.0
C15834,闇 芝* 居[第3期],13,13,2.0
C15835,Re:ゼロ から始める異世界生活,26,26,17.0
C15836,アルスラーン戦記 THE HEROIC LEGEND OF ARSLAN - 風塵乱舞 -,8,8,18.0
C15837,D.Gray-man HALLOW,13,13,13.0
C15838,モブサイコ 100,13,13,14.0
C15839,ラクエン ロジック Luck & Logic,13,13,16.0
C15840,[わたしたち、らくろじ部!][第1期],12,12,4.0
C15841,タイムトラベル少女 マリ・ワカと8人の科学者たち,12,12,17.0
C15842,僕のヒーローアカデミア,13,13,18.0
C15843,BLUE MERMAID ハイスクール・フリート,12,12,16.0
C15844,チア男子!!,13,13,17.0
C15845,B-PROJECT 鼓動*アンビシャス,13,13,15.0
C15846,オトナの 一休さん[第1期],3,3,1.0
C15847,アイコトバ,4,4,3.0
C15848,ツキウタ。 THE ANIMATION,14,14,19.0
C15849,RAGNASTRIKE ANGELS,12,12,10.0
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],11,11,7.0
C15851,Re:ぷち Re:プチから始める異世界生活,14,14,9.0
C15852,最弱無敗の 神装機竜 UNDEFEATED BAHAMUT CHRONICLE,12,12,13.0
C15853,PRINCE OF STRIDE ALTERNATIVE BOYS SPRINT TO THE END OF SUMMER,12,12,19.0
C15854,おしえて! ギャル子 ちゃん,12,12,17.0
C15855,紅殻のパンドラ GHOST URN,12,12,14.0
C15856,石膏ボーイズ,12,12,15.0
C15857,旅街レイトショー Awaiting my journey,4,4,8.0
C15858,この男子、 魔法がお仕事です。,4,4,8.0
C15859,彼女と彼女の猫 -Everything Flows-,4,4,4.0
C15860,ブブキ・ブランキ,13,13,16.0
C15861,うしおととら[第2期],13,13,18.0
C15862,がんばれ! ルル ロロ TINY★TWIN★BEARS[第3期],10,10,7.0
C15863,あはれ! 名作 くん,26,24,2.0
C15864,なめこ せかいのともだち,22,22,10.0
C15865,コンクリート ・ レボルティオ 超人幻想 THE LAST SONG,11,11,19.0
C15866,おなら吾郎,14,14,
C15867,宇宙 パトロール ルル 子,13,13,14.0
C15868,ばなにゃ バナナにひそむにゃんこ,13,13,2.0
C15869,ふらいんぐうぃっち,12,11,14.0
C15870,甲鉄城のカバネリ,12,12,22.0
C15871,ジョジョの 奇妙な冒険 ダイヤモンドは砕けない,39,39,16.0
C15872,魔法つかい プリキュア！,45,45,18.0
C15873,クロムクロ,26,26,20.0
C15874,ベイブレードバースト,39,39,16.0
C15875,KAGEWANI 影鰐 承,13,13,13.0
C15876,斉木楠雄のΨ難,65,60,16.0
C15878,銀河機攻隊 マジェスティック プリンス[第25話],1,1,13.0
C15879,デュエル・マスターズVSRF,28,26,17.0
C15880,うさかめ USAKAME High School,13,13,10.0
C15881,ワガママ ハイスペック,12,12,2.0
C15882,ぐらP & ろで夫 II,27,27,3.0
C15883,鬼斬,13,13,10.0
C15884,ばくおん!!,12,12,16.0
C15885,OZMAFIA!!,12,12,11.0
C15886,くまみこ Girl Meats Bear,12,12,17.0
C15887,三者三葉,12,12,13.0
C15888,少年 アシベ Go! Go! ゴマちゃん,26,26,12.0
C15889,ねこねこ日本史,27,26,2.0
C15890,あん ハピ♪ ANNE HAPPY,12,12,9.0
C15891,はんだくん,24,12,
C15892,orange,13,13,
C15893,あまんちゅ！,14,12,13.0
C15894,LIFE! アニメ,2,2,
C15896,この美術部 には 問題がある！,27,12,
C15897,うさぎのモフィ[第3期],15,15,7.0
C15898,12歳。 ～ちっちゃなムネのトキメキ～ [第2期],12,12,15.0
C15899,アイドル メモリーズ,12,12,12.0
C15900,ステラのまほう,12,12,11.0
C15901,3ねんDくみ ガラスの仮面,13,13,5.0
C15902,怪 盗 ジョーカー MYSTERIOUS JOKER [第4期],13,13,15.0
C15903,あおおに ～じ・あにめぇしょん～,12,12,5.0
C15904,3月のライオン March comes in like a lion,27,13,19.0
C15905,ALL OUT!!,12,12,19.0
C15906,クラシカロイド,14,14,17.0
C15907,トランスフォーマー アドベンチャー マイクロンの章 PRIME OF MICRON,19,19,14.0
C15908,ちょびっと づかん,25,25,6.0
C15909,ネトゲの嫁は 女の子じゃない と思った？,12,12,13.0
C15910,パンパカパンツ W おNEW!,26,26,7.0
C15911,ももくり,14,14,11.0
C15912,12歳。 ～ちっちゃなムネのトキメキ～[第1期],12,12,12.0
C15913,田中くんは いつも けだるげ,12,12,11.0
C15914,七つの大罪 聖戦の予兆[しるし] The Seven Deadly Sins -Signs of holy war-,4,4,16.0
C15915,サバ パラ Saba-gee Paradise,6,3,7.0
C15916,ベルセルク[新],12,12,19.0
C15917,アンジュ・ヴィエルジュ “Progress“:Girls facing destiny against Worlds' Ending,12,12,
C15937,TERRA FORMARS REVENGE,13,13,13.0
C15938,ビッグ オーダー,10,10,16.0
C15939,迷 家[マヨイガ],12,12,14.0
C15940,学戦都市 アスタリスク THE ASTERISK WAR The Academy City on the Water[第2期],12,12,13.0
C15941,ハンドレッド,12,12,12.0
C15942,学級王 ヤマザキ[30分版],41,38,
C15945,おそ松さん おうまでこばなし,10,1,12.0
C15951,Bloodivores,12,12,8.0
C15952,うちのタマ知りませんか? タマ ＆ フレンズ,14,14,7.0
C15953,ブブキ・ブランキ 星の巨人,12,12,18.0
C15954,終末の イゼッタ,13,13,19.0
C15955,うたの☆プリンスさまっ♪ マジ LOVE レジェンドスター,13,13,18.0
C15956,マジきゅんっ! ルネッサンス,13,13,14.0
C15957,機動戦士ガンダム 鉄血のオルフェンズ [第2期],14,14,14.0
C15958,タイガーマスク W,12,12,14.0
C15959,おはよう！ コケッコー さん,13,13,4.0
C15960,こねこのチー ポンポンらー大冒険,13,13,8.0
C15961,ぴったんこ! ねこざかな,13,13,7.0
C15962,モンスター ハンター ストーリーズ ライド オン RIDE ON,13,13,19.0
C15963,刀剣乱舞 花丸,12,12,18.0
C15964,バディゴ![第2期],4,4,
C15965,学園ハンサム,12,12,8.0
C15966,灼熱の 卓球娘,12,12,13.0
C15967,〔侍霊演武/SOUL BUSTER〕 將星乱,12,12,20.0
C15968,TRICKSTER ――― 江戸川乱歩 「少年探偵団」より ―――,12,12,15.0
C15969,WWW.WORKING!!,13,13,19.0
C15970,信長の忍び,14,14,13.0
C15971,CHEATING CRAFT,12,12,9.0
C15972,TO BE HERO,12,12,9.0
C15973,あに トレ！ XX anime de training ひとつ屋根の下で,12,12,7.0
C15974,てーきゅう[第8期],12,12,10.0
C15975,ナゾトキネ,13,13,13.0
C15976,夏目友人帳 伍,12,12,11.0
C15977,奇異太郎少年の 妖怪絵日記,12,12,9.0
C15978,装神少女 まとい Matoi the Sacred Slayer,13,13,16.0
C15979,美少女遊戯ユニット クレーン ゲール Galaxy Crane Game Girls,24,12,9.0
C15980,魔法少女なんて もういいですから。 セカンドシーズン,12,12,7.0
C15981,文豪ストレイドッグス [第2期],13,12,17.0
C15982,ユーリ!!! YURI ON ICE,12,12,12.0
C15983,競女!!!!!!!! HiP WHiP GiRL,12,12,19.0
C15984,フリップ フラッパーズ,13,13,9.0
C15985,ブレイブ ウィッチーズ 第502統合戦闘航空団 World Witches Series,13,13,12.0
C15986,響け♪ ユーフォニアム2 Sound! Euphonium,13,13,18.0
C15987,DRIFTERS Battle in a Brand-new World War,12,12,16.0
C15988,ガーリッシュナンバー gi（a）rlish number,12,12,15.0
C15989,バーナード嬢曰く。,13,13,5.0
C15990,私 がモテて どうすんだ,12,12,12.0
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,13,13,3.0
C15992,Lostorage incited WIXOSS,12,12,19.0
C15993,マクロス〔。/DELTA〕,28,27,10.0
C15994,美少女戦士 セーラームーン Crystal Season III,13,13,14.0
C15995,忍たま 乱太郎 [第24期],70,70,17.0
C15996,わしも[第4期],44,44,15.0
C15997,はなかっぱ[第7期],52,26,16.0
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],65,65,11.0
C15999,ZIP! presents 朝だよ! 貝社員,190,190,
C16000,ジョーカー・ゲーム,12,12,18.0
C16001,バディゴ![第1期],3,3,
C16002,おじゃる丸[第19期],66,66,14.0
C16003,バトルスピリッツ ダブルドライブ,38,38,15.0
C16004,謎新聞 ミライタイムズ The Mirai Times [第2期],31,31,3.0
C16005,双星の陰陽師,37,37,18.0
C16006,亜人[第2期],13,12,19.0
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,13,12,8.0
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,12,12,18.0
C16009,うどんの国の 金色毛鞠,12,12,17.0
C16010,ガオガオ ちゃんと 青い空[うどんの国の 金色毛鞠],11,11,
C16011,戦国鳥獣戯画 ～甲～,12,12,2.0
C16012,はがね オーケストラ,12,12,8.0
C16013,どちゃもん じゅにあ [第2期],9,7,6.0
C16014,ムズムズ18 エイティーン [第3期],5,5,1.0
C16015,舟を編む,11,11,13.0
C16016,おしえて！ じしょたんず!![舟を編む],11,11,4.0
C16017,シャ～ミィ と かげぼうや,1,1,
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,10,10,7.0
C16019,100％ パスカル先生,2,2,
C16020,ポケットモンスター サン＆ムーン,9,7,16.0
C16021,神々の記,4,4,1.0
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,4,4,7.0
C16023,INAZMA DELIVERY [第1期],2,2,
C16024,かみさまみならい ヒミツのここたま,80,50,18.0
C16025,きょ～ふ! ゾンビ猫,40,40,1.0
C16026,みに ヴぁん[第2期],13,13,14.0
C16027,ポケットモンスター XY ＆ Z,38,37,13.0
C16028,バリィさんの 諸国漫遊記,23,23,1.0
C16029,ミム マム ミント,5,5,
C16030,THE NUMBERS ナンバカ,13,13,19.0
C16031,SUSHI POLICE,13,13,1.0
C16032,ポンコツクエスト -魔王と派遣の魔物たち- [第3期],12,12,2.0
C16033,リルリルフェアリル ～妖精のドア～,86,48,13.0
C16034,GOD EATER [メテオライト編],4,4,13.0
C16037,エンドライド,24,23,18.0
C16038,逆転裁判 その「真実」、異議あり!,24,24,13.0
C16039,フューチャーカード バディファイト DDD,39,39,16.0
C16040,アグレッシブ 烈子,38,38,
C16041,ぼのぼの[新],38,38,7.0
C16042,アイカツ! スターズ,37,37,14.0
C16043,境界の RINNE [第2期],34,25,19.0
C16044,CoCO ＆ NiCO ココ と ニコ,39,39,2.0
C16045,ひとくち どうわ,8,8,1.0
C16046,忍者 ハットリくん [インド版][第3期],52,26,10.0
C16047,もじもじおばけ てんてんまる,4,4,
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,24,24,15.0
C16049,カミワザ ワンダ,35,35,19.0
C16050,ダイ・バスター トーテム徹底調査SP,1,1,6.0
C16051,ゴーゴー! ドッコラショ,4,4,
C16052,ネコこのゴロ,30,30,1.0
C16054,オシリスの天秤 2,11,11,16.0
C16055,もじもじおばけ おぎゃく,3,3,1.0
C16056,ラブライブ! サンシャイン!! School idol project,14,14,17.0
C16057,パズドラ クロス PUZZLE＆DRAGONS,26,26,19.0
C16058,Scared Rider XechS,12,12,16.0
C16059,魔法少女? なりあ☆がーるず,12,12,11.0
C16060,レガリア The Three Sacred Stars,18,18,14.0
C16061,銀の墓守り,12,12,8.0
C16062,GRANBLUE FANTASY The Animation,13,13,10.0
C16063,MARGINAL#4 KISSから創造るBig Bang,12,12,9.0
C16064,つぐもも,13,12,13.0
C16065,フレームアームズ・ガール,24,12,8.0
C16066,武装少女マキャヴェリズム,12,12,16.0
C16067,BORUTO -ボルト- NARUTO NEXT GENERATIONS,27,27,11.0
C16068,ショートアニメ 「わたしたち、らくろじ部!」 [第2期],10,10,5.0
C16070,ヘボット!,15,15,11.0
C16071,にゃんぼー![第1期],14,14,11.0
C16072,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,10,10,17.0
C16073,アイドル事変,12,12,9.0
C16074,AKiBA'STRiP THE ANIMATION,13,13,6.0
C16075,ACCA13区監察課,12,12,16.0
C16076,うらら迷路帖,12,12,8.0
C16077,ēlDLIVE エルドライブ,12,12,8.0
C16078,この素晴らしい 世界に祝福を!2,10,10,12.0
C16079,亜人ちゃんは語りたい,13,13,9.0
C16080,弱虫ペダル NEW GENERATION,25,25,13.0
C16081,リトル ウィッチ アカデミア,25,25,9.0
C16082,ちょぼらうにょぽみ あいまいみー,13,13,8.0
C16083,政宗くんのリベンジ,12,12,12.0
C16084,セイレン,12,12,8.0
C16085,捏造トラップ-NTR-,12,12,4.0
C16086,メイドインアビス,13,13,10.0
C16087,DIVE!!,12,12,12.0
C16088,幼女戦記,13,13,13.0
C16089,風夏,12,12,13.0
C16090,南鎌倉高校女子自転車部,13,13,7.0
C16091,青の祓魔師 エクソシスト 京都不浄王篇,12,12,18.0
C16092,昭和元禄落語心中 -助六再び篇-,12,12,13.0
C16093,ガヴリールドロップアウト,12,12,4.0
C16094,鬼平 ONIHEI,14,14,14.0
C16095,ちるらん にぶんの壱,12,12,10.0
C16096,恋と嘘,12,12,17.0
C16097,バチカン奇跡調査官,12,12,7.0
C16098,コンビニカレシ,12,12,15.0
C16099,ハンドシェイカー,12,12,19.0
C16100,けものフレンズ,13,13,15.0
C16101,ピアシェ～私のイタリアン～,12,12,6.0
C16102,One Room,12,12,3.0
C16103,小林さんちのメイドラゴン,13,13,9.0
C16104,Rewrite[2ndシーズン],10,10,7.0
C16105,アリスと蔵六,13,13,11.0
C16106,笑ゥせぇるすまんNEW,24,12,1.0
C16107,スタミュ 高校星歌劇[第2期],12,12,18.0
C16108,アイドルタイムプリパラ,26,26,16.0
C16109,サクラダリセット,24,24,19.0
C16110,王室教師ハイネ,12,12,7.0
C16111,クロックワーク・プラネット,12,12,5.0
C16112,月がきれい,44,13,18.0
C16113,ツインエンジェルBREAK,12,12,11.0
C16114,正解するカド,13,13,18.0
C16115,カブキブ！,12,12,10.0
C16116,エロマンガ先生,13,13,7.0
C16117,有頂天家族2,13,13,15.0
C16118,ID-0,12,12,8.0
C16119,ソード・オラトリア,13,13,8.0
C16120,賭ケグルイ,13,13,10.0
C16121,縁結びの妖狐ちゃん,13,13,8.0
C16122,活撃 刀剣乱舞,12,12,14.0
C16123,戦姫絶唱シンフォギアAXZ,14,14,18.0
C16124,バトルガール ハイスクール,12,12,19.0
C16125,潔癖男子! 青山くん,13,13,17.0
C16126,アホガール,12,12,12.0
C16127,徒然チルドレン,12,12,12.0
C16128,アクションヒロイン チアフルーツ,12,12,10.0
C16129,18if,13,13,15.0
C16130,時間の支配者,13,13,7.0
C16131,カイトアンサ,12,12,9.0
C16132,ベイブレードバースト ゴッド,26,26,7.0
C16133,アキンド星の リトル・ペソ,12,12,5.0
C16134,100％ パスカル先生,71,25,11.0
C16135,ようこそ実力至上主義の教室へ,12,12,14.0
C16136,闇芝居［4期］,13,11,5.0
C16137,快把我哥帯走 兄に付ける薬はない!,12,12,4.0
C16138,将国のアルタイル,12,11,19.0
C16139,セントールの悩み,25,13,5.0
C16140,地獄少女 宵伽,13,13,7.0
C16141,ゼロから始める魔法の書,12,12,5.0
C16142,覆面系ノイズ,12,12,6.0
C16143,アトム ザ・ビギニング,12,12,8.0
C16144,Fate/Apocrypha,13,13,16.0
C16145,闇芝居[五期],13,13,5.0
C16146,ボールルームへようこそ,13,12,19.0
C16147,プリンセス・プリンシパル,20,13,11.0
C16148,Re:CREATORS,25,25,10.0
C16149,sin 七つの大罪,15,15,10.0
C16150,ノラと皇女と 野良猫ハート,12,12,11.0
C16151,がんがん がんこちゃん,11,10,11.0
C16152,ひなこのーと,12,12,5.0
C16153,DUEL MASTERS デュエル・マスターズ［2017］,28,26,1.0
C16154,ひとりじめ マイヒーロー,12,12,16.0
C16155,天使の3P!,12,12,9.0
C16156,NEW GAME!!,12,12,13.0
C16157,異世界はスマートフォンとともに。,12,12,8.0
C16158,魔法陣グルグル,13,13,10.0
C16159,にゃんこデイズ,12,12,7.0
C16160,恋愛暴君,12,12,16.0
C16161,神撃のバハムート VIRGIN SOUL,24,24,8.0
C16162,夏目友人帳 陸,12,12,10.0
C16163,冴えない彼女の育てかた♭,11,11,7.0
C16164,BanG Dream! バンドリ,23,23,9.0
C16165,異世界食堂,24,12,9.0
C16166,アイドルマスター シンデレラガールズ劇場,29,13,17.0
C16167,MARVEL フューチャー アベンジャーズ,12,12,8.0
C16168,ピカイア! PIKAIA,13,12,9.0
C16169,キラキラ☆ プリキュア アラモード,33,33,7.0
C16170,わしも[第5シリーズ],34,34,10.0
C16171,クリオネの灯り,12,12,8.0
C16172,靈劍山 叡智への資格,12,12,16.0
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,12,12,12.0
C16174,チェインクロニクル ヘクセイタスの閃,12,12,17.0
C16175,ひなろじ from Luck＆Logic,15,12,16.0
C16176,SUPER LOVERS 2,10,10,10.0
C16177,リルリルフェアリル ～魔法の鏡～,32,26,9.0
C16178,THE REFLECTION -ザ・リフレクション-,13,13,11.0
C16179,ねこねこ日本史［第2シリーズ］,16,16,7.0
C16180,銀魂.,12,12,4.0
C16181,境界のRINNE［第3シリーズ］,59,25,21.0
C16182,遊戯王 VRAINS,42,25,8.0
C16183,信長の忍び ～伊勢・金ヶ崎篇～,26,26,17.0
C16184,僕のヒーローアカデミア［第2期］,26,26,17.0
C16185,ロクでなし魔術講師と 禁忌教典,12,12,6.0
C16186,フューチャーカード バディファイトX〔バッツ〕,27,27,11.0
C16187,Room Mate,12,12,3.0
C16188,戦隊ヒーロー スキヤキフォース -ぐんまの平和を願うシーズン-,24,24,1.0
C16190,プリプリちいちゃん!!,25,25,4.0
C16191,キャッチーくんの ナイス キャッチ!,13,13,
C16192,まけるな!! あくのぐんだん!,13,12,16.0
C16193,超・少年探偵団 NEO,13,13,10.0
C16194,サクラクエスト,25,25,12.0
C16195,きょうの料理 ビギナーズ [第10期],82,82,1.0
C16196,コトリ サンバ,10,10,6.0
C16197,ブレンド・S,2,2,7.0
C16198,ナナマルサンバツ,12,12,16.0
C16199,The SNACK WORLD スナックワールド,24,23,6.0
C16200,妖怪アパートの 幽雅な日常,13,13,15.0
C16201,スカートの中はケダモノでした。,12,12,
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,25,25,4.0
C16203,はじめての ギャル,10,10,10.0
C16204,あはれ!名作くん［2期］［ビットワールド］,21,20,1.0
C16205,ベルセルク［2期］,14,14,14.0
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,12,12,8.0
C16207,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,12,12,14.0
C16208,少年アシベ Go!Go! ゴマちゃん[第2シリーズ],16,16,4.0
C16209,進撃の巨人 Season2,13,13,14.0
C16210,戦国鳥獣戯画 ～乙～,10,10,5.0
C16211,僧侶と交わる 色欲の夜に…,12,12,
C16212,ナイツ＆マジック,14,13,6.0
C16213,最遊記 RELOAD BLAST,12,12,10.0
C16214,てーきゅう［9期］,12,12,9.0
C16215,クズの本懐,12,12,5.0
C16216,無責任 ギャラクシー☆タイラー,13,13,5.0
C16217,妄想科学ADV Chaos;Child,11,10,19.0
C16218,龍の歯医者,2,2,8.0
C16219,SPIRITPACT,10,10,3.0
C16220,ゲーマーズ!,13,12,6.0
C16221,Tales of Zestiria the X［第2期］,11,11,8.0
C16222,ふるさとめぐり 日本の昔ばなし,77,26,1.0
C16223,ラブ米 -WE LOVE RICE-,13,12,15.0
C16224,おじゃる丸[第20期],34,31,10.0
C16225,オトナの一休さん[第2期],13,13,1.0
C16226,女川中バスケ部　5人の夏,1,1,7.0
C16227,終物語[オワリモノガタリ][第2期],8,2,10.0
C16228,忍たま乱太郎[第25期],60,57,12.0
C16229,ふわふわアワー Pui Pui & Muu Muu,1,1,
C16230,ポンコツクエスト-魔王と派遣の魔物たち-[第4期],7,6,
C16231,ムズムズ18　エイティーン[第4期],6,1,1.0
C16233,ユニコーンのキュピ,1,1,
C16236,げんばのじょう 玄蕃之丞［あにめたまご2017］,1,1,14.0
C7163,鉄腕アトム,193,193,5.0
C7171,狼少年ケン,86,86,8.0
C7207,サザエさん,1175,855,10.0
C7449,ルパン三世,23,23,5.0
C7522,アルプスの少女ハイジ,52,52,8.0
C7556,宇宙戦艦ヤマト,26,26,8.0
C7786,機動戦士ガンダム,43,43,11.0
C8319,SLAM DUNK,101,99,
C8321,ママはぽよぽよザウルスがお好き,104,52,
C8323,ご近所物語,50,50,
C8325,飛べ! イサミ,50,50,
C8328,ヨーヨーの猫つまみ,130,130,
C8330,元気爆発ガンバルガー,47,46,
C8332,ファンタジーアドベンチャー 長靴をはいた猫の冒険,26,26,
C8334,サラダ十勇士 トマトマン,50,50,
C8338,超電動ロボ 鉄人28号FX,47,47,
C8504,それいけ！アンパンマン,958,797,6.0
C8522,チロリン村物語,170,170,
C8524,まんが日本史［NHK版］,40,40,
