プラットフォーム名,パッケージ名,ゲームパッケージの価格,年代
ドリームキャスト,ZERO GUNNER 2 ドリコレ,2800.0,2000
プレイステーション,THE バレーボール,1500.0,2000
プレイステーション2,GetBackers 奪還屋 ～奪われた無限城～,7140.0,2000
プレイステーション2,テニスの王子様 RUSH＆DREAM!,7140.0,2000
プレイステーション,THE YELLOW MONKEY trancemission VJ Remix,4800.0,2000
プレイステーション2,上海 三国牌闘儀,6090.0,2000
プレイステーション2,武刃街,7140.0,2000
プレイステーション2,SIMPLE 2000 シリーズ Ultimate Vol. 6 ラブ★アッパー!,2100.0,2000
ゲームボーイ,メダロット3 パーツコレクション ～Zからの超戦場～,4300.0,2000
プレイステーション,パカパカパッションスペシャル,4800.0,2000
ワンダースワン,グランスタ クロニクル,5200.0,2000
Xbox,O・TO・GI ～百鬼討伐絵巻～,6800.0,2000
プレイステーション2,"SIMPLE 2000 シリーズ Vol. 23 THE パズルコレクション2,000問",2000.0,2000
ゲームボーイアドバンス,SIMPLE 2960ともだち シリーズ Vol. 1 THE テーブルゲームコレクション～麻雀・将棋・花札・リバーシ～,2960.0,2000
プレイステーション2,オペレーターズサイド USBマイク同梱版 PlayStation2® the Best; マイク同梱版,5460.0,2000
ゲームボーイアドバンス,NARUTO -ナルト- RPG ～受けつがれし火の意志～,5040.0,2000
ワンダースワン,デジモンテイマーズ ブレイブテイマー,4500.0,2000
ニンテンドーゲームキューブ,ZOIDS VS. 3,7140.0,2000
プレイステーション,OPTION チューニングカーバトル スペックR,5800.0,2000
プレイステーション2,はじめの一歩 VICTORIOUS BOXERS,6800.0,2000
プレイステーション,サラリーマン接待麻雀,4800.0,2000
ドリームキャスト,サクラ大戦 メモリアルパック（カレンダー同梱）,3800.0,2000
プレイステーション,必殺パチンコステーションnow5 ゲゲゲの鬼太郎,3800.0,2000
プレイステーション2,九龍妖魔學園紀,7329.0,2000
プレイステーション,パチスロ帝王 メーカー推奨マニュアル3 ～アイムエンジェルホワイト2＆ブルー2～ Best of Best,2800.0,2000
プレイステーション2,THE KING OF FIGHTERS 94 RE-BOUT,7140.0,2000
ゲームボーイアドバンス,ツインシリーズ5 わんわん名探偵EX/魔法の国のケーキ屋さん物語,4599.0,2000
プレイステーション,マネーアイドル・エクスチェンジャー 廉価版,1500.0,2000
プレイステーション,SuperLite 1500 シリーズ Carnage Heart,1500.0,2000
プレイステーション,プロ野球 熱闘ぱずるスタジアム ファミリープライス 1500シリーズ,1500.0,2000
ニンテンドーゲームキューブ,機動戦士ガンダム 戦士達の軌跡,6800.0,2000
プレイステーション2,電車でGO! プロフェッショナル2,7140.0,2000
プレイステーション2,実況パワフルプロ野球10,7329.0,2000
ドリームキャスト,機動戦艦ナデシコ NADESICO THE MISSION ドリコレ,2800.0,2000
ゲームボーイアドバンス,犬夜叉 ～奈落の罠! 迷いの森の招待状～,4800.0,2000
ゲームボーイアドバンス,モンスターゲート 大いなるダンジョン ~封印のオーブ~,4800.0,2000
Xbox,WWE RAW 限定版,12800.0,2000
ゲームボーイ,ゲームボーイ ドラゴンクエスト3  そして伝説へ…,6400.0,2000
ゲームボーイ,ミスタードリラー,3800.0,2000
MicrosoftWindows,とぅふぁいと ラブ対戦格闘,1000.0,2000
プレイステーション,Major Wave シリーズ アーケードヒッツ 雷電,1500.0,2000
プレイステーション,みんなのタカラモノ ぼくのチョロQ,3800.0,2000
ゲームボーイアドバンス,"ハローキティコレクション ミラクルファッションメーカー ゲームボーイアドバンス本体""ハローキティーバージョン""同梱セット（ローソン専売）",15500.0,2000
プレイステーション,DiORAMOS,5800.0,2000
ゲームボーイアドバンス,Piaキャロットへようこそ!! 3.3,6195.0,2000
ニンテンドーゲームキューブ,BLOODY ROAR extreme,6800.0,2000
MicrosoftWindows,ドラゴンペナンス 龍珠演舞,5800.0,2000
プレイステーション2,楽勝! パチスロ宣言,6090.0,2000
MicrosoftWindows,まゆしゅ〜,1575.0,2000
プレイステーション,ぼくのなつやすみ Summer Holiday 20th Century PlayStation the Best,5800.0,2000
ゲームボーイ,X-MEN MUTANT ACADEMY,3980.0,2000
プレイステーション2,007 EVERTHING OR NOTHING,7140.0,2000
プレイステーション,トワイライトシンドローム～再会～ スパイクライブラリー＃005,2800.0,2000
プレイステーション,バーチャパチスロ5 ～山佐・北電子・オリンピア～ THE BEST BUY,2800.0,2000
プレイステーション2,SuperLite 2000 恋愛アドベンチャー Ever17 ～the out of infinity～ Premium Edition,2100.0,2000
ドリームキャスト,機天烈少年'S ガンガガン マイクデバイス同梱版,6800.0,2000
プレイステーション,みんなのタカラモノ わたしのリカちゃん,3800.0,2000
ゲームボーイアドバンス,V-RALLY 3,4800.0,2000
ニンテンドーゲームキューブ,ソニック ヒーローズ,6980.0,2000
ドリームキャスト,プロ野球チームをつくろう!＆あそぼう!,,2000
プレイステーション,パチスロ帝王W ～アラベスクR・ホットロッドクイーン～ Best of Best,1980.0,2000
MicrosoftWindows,ときめきメモリアルタイピング,4900.0,2000
Xbox,METAL WOLF CHAOS,6800.0,2000
プレイステーション2,レイマン レボリューション!,7140.0,2000
ゲームボーイアドバンス,さくらももこのウキウキカーニバル,4800.0,2000
プレイステーション2,SILENT SCOPE,,2000
プレイステーション,NICE PRICE シリーズ Vol. 10 「囲碁を打とう! 」,2200.0,2000
ネオジオポケット,おえかきパズル,2980.0,2000
プレイステーション2,タイピング恋愛白書 BOYS BE…,5040.0,2000
プレイステーション2,トゥルークライム -STREETS OF L.A.-,7140.0,2000
プレイステーション,ファイヤープロレスリングG Spike Library,2800.0,2000
ドリームキャスト,GetBass 2: SEGA BASS FISHING,,2000
プレイステーション2,SPACE RAIDERS（スペースレイダース）,6090.0,2000
プレイステーション,ザ・マエストロムジーク メリークリスマス アペンドディスク,1980.0,2000
ゲームボーイ,遊☆戯☆王 デュエルモンスターズ3 三聖戦神降臨 初回限定版,4500.0,2000
プレイステーション2,MOBILE SUIT GUNDAM めぐりあい宇宙,7329.0,2000
プレイステーション,SUMMON NIGHT 2,5800.0,2000
ゲームボーイアドバンス,優駿ラプソディ～♪,4800.0,2000
ドリームキャスト,D+VINE［LUV］ 初回限定版,6800.0,2000
ゲームボーイ,パズルボブル4,3800.0,2000
ドリームキャスト,はっぴーぶりーでぃんぐ,6800.0,2000
プレイステーション,漢字クイズ ～漢字検定にチャレンジ～,1500.0,2000
プレイステーション,ロックマンX5,5800.0,2000
プレイステーション2,SIMPLE 2000 シリーズ Ultimate Vol. 8 激闘! 迷路キング,2100.0,2000
ゲームボーイアドバンス,ポケットモンスター ファイアレッド ソフト単品版,3800.0,2000
プレイステーション,アジト3,6800.0,2000
プレイステーション2,FIFA 2002 ロード・トゥ・ FIFAワールドカップ,6800.0,2000
MicrosoftWindows,CROSSGATE ALL IN ONE PACK 竜の砂時計 / 楽園の卵 / 天界の騎士と星詠の歌姫,6800.0,2000
ドリームキャスト,カルドセプト セカンド ドリコレ,2800.0,2000
ゲームボーイ,なかよしペットシリーズ4 かわいい子猫,4200.0,2000
プレイステーション2,かいけつゾロリ めざせ!! いたずらキング,4410.0,2000
プレイステーション,Major Wave シリーズ フォーメーションサッカー'98,1500.0,2000
ネオジオポケット,INFINITY cure.,4800.0,2000
プレイステーション2,実況WORLD SOCCER 2001,7329.0,2000
ゲームボーイアドバンス,学校をつくろう!! アドバンス,4980.0,2000
MicrosoftWindows,Need for speed underground,7980.0,2000
ゲームボーイアドバンス,魔法のパンプキン ～アンとグレッグの大冒険～,4800.0,2000
プレイステーション,美少女恋愛麻雀シリーズ2nd 私立鳳凰学園 1年純愛組,3800.0,2000
プレイステーション,SuperLite 1500 シリーズ ウィザーズハーモニー2,1500.0,2000
プレイステーション2,十六夜れんか ～かみふるさと～,7140.0,2000
プレイステーション・ポータブル,ARMORED CORE FORMULA FRONT,5040.0,2000
プレイステーション2,帝国千戦記 初回限定版,7140.0,2000
MicrosoftWindows,セレスティン 光と影と宇宙海賊,6800.0,2000
プレイステーション,G1 JOCKEY 2000,5800.0,2000
ドリームキャスト,あいかぎ ～ひだまりと彼女の部屋着～ 初回限定版,7800.0,2000
プレイステーション2,Erde ～ネズの樹の下で～,7140.0,2000
プレイステーション2,必殺パチンコステーションV5 ピンクレディー,6090.0,2000
プレイステーション,日本プロ麻雀連盟公認 本格プロ麻雀 真・徹萬 廉価版,2800.0,2000
プレイステーション2,ミッシングパーツ side A ザ・探偵ストーリーズ,7140.0,2000
ゲームボーイ,Dance Dance Revolution GB2,4800.0,2000
プレイステーション2,幻想水滸伝4,7329.0,2000
ワンダースワン,NARUTO 木ノ葉忍法帖,4500.0,2000
ゲームボーイアドバンス,ボボボーボ・ボーボボ 爆闘ハジケ大戦,5040.0,2000
ゲームボーイアドバンス,おしゃべりインコ倶楽部,4800.0,2000
プレイステーション2,熱チュー! プロ野球2002,7140.0,2000
ゲームボーイアドバンス,燃えろ!! ジャレココレクション,5040.0,2000
MicrosoftWindows,トランプ,1200.0,2000
プレイステーション2,超高速麻雀,2100.0,2000
ドリームキャスト,ゴルフしようよ コースデータ集 アドベンチャー編,1980.0,2000
プレイステーション2,スロッターUPコア2 豪打! ミナミの帝王,4200.0,2000
プレイステーション2,テイルズ オブ シンフォニア,7140.0,2000
プレイステーション,SIMPLE キャラクター 2000 シリーズ Vol.08 科学忍者隊ガッチャマン THE シューティング,2000.0,2000
プレイステーション,BEAT PLANET MUSIC,5800.0,2000
プレイステーション2,フィッシュ アイズ 3 ～記憶の破片たち～,7140.0,2000
プレイステーション2,零 ～zero～ PlayStation2® the Best,3150.0,2000
ゲームボーイアドバンス,新約 聖剣伝説 ゲームボーイアドバンスSP マナブルー・エディション,18300.0,2000
プレイステーション・ポータブル,AI囲碁,3990.0,2000
プレイステーション,THE カジノ,1500.0,2000
ゲームボーイアドバンス,ベストプレープロ野球,5800.0,2000
プレイステーション2,CAPCOM FIGHTING Jam,7329.0,2000
プレイステーション2,サンライズ英雄譚R,7800.0,2000
ワンダースワン,うずまき 呪いシミュレーション,3800.0,2000
プレイステーション2,ハドソンセレクション Vol. 1 キュービックロードランナー,3150.0,2000
プレイステーション2,三國志 8,10290.0,2000
プレイステーション2,マイト アンド マジック ～デイ・オブ・ザ・デストロイヤー～,7140.0,2000
ゲームボーイアドバンス,テニスの王子様 2004 Stylish Silver,4980.0,2000
プレイステーション2,超・バトル封神,5800.0,2000
ドリームキャスト,Blue-Sky-Blue 【s】 空を舞う翼 初回限定版,7800.0,2000
プレイステーション,バーチャル競艇21,5800.0,2000
プレイステーション,Mat Hoffman's PRO BMX,5800.0,2000
ゲームボーイアドバンス,燃えろ!! ジャレココレクション,5040.0,2000
プレイステーション,トゥームレイダー4: ラスト レベレーション,5800.0,2000
プレイステーション2,まーじゃんパーティー アイドルと麻雀勝負,5460.0,2000
プレイステーション2,実況パワフルプロ野球7,7140.0,2000
MicrosoftWindows,Double Reaction MAIN DISC,6090.0,2000
ドリームキャスト,THE KING OF FIGHTERS 2001,5800.0,2000
プレイステーション2,RS2  ～ライディングスピリッツ2～,7140.0,2000
プレイステーション2,シャドウハーツ2,7140.0,2000
プレイステーション,蒼魔灯 PlayStation® the Best,2800.0,2000
プレイステーション2,将棋ワールドチャンピオン 激指2,5040.0,2000
プレイステーション2,ファイナル ファンタジー11 ジラートの幻影 拡張データディスク,4179.0,2000
プレイステーション,音楽ツクール かなでーる2 廉価版,2800.0,2000
ドリームキャスト,魔女のお茶会 初回限定版,7900.0,2000
