アニメ作品ID,アニメ作品名,放送曜日,合計話数
C15659,VALKYRIEDRIVE MERMAID,土,24
C14991,Wake Up， Girls!,土,12
C10780,頭文字［［イニシャル］］D Fourth Stage,土,25
C14825,君のいる町,土,12
C10778,ぷぎゅる,土,1
C10175,VANDREAD the Second Stage,土,1
C15631,監獄 学園[プリズンスクール],土,12
C10764,モリゾーとキッコロ［第1期］,土,24
C15010,ケロロ,土,24
C15013,ジョジョの 奇妙な冒険 スターダストクルセイダース,土,24
C15014,スペース★ダンディ［第1期］,土,1
C15761,金田一 少年の 事件簿R[リターンズ]［第2期］,土,34
C15016,ソードアート･オンラインⅡ,土,21
C15630,ブーブーボーイ,土,16
C10757,ロックマンエグゼBEAST,土,25
C14822,がんばれ! おでんくん LILY FRANKY PRESENTS The Adventure of Oden-kun,土,90
C15021,デート･ア･ライブⅡ,土,10
C10006,Mr.Digital TOKORO the comical cartoon ［第1期］,土,24
C11013,機動戦士 ガンダム S［シード］ DESTINy,土,51
C15628,Fate/kaleid liner プリズマ ★イリヤ 2wei Herz!,土,10
C11025,学園アリス,土,27
C15661,終わりのセラフ名古屋決戦編,土,26
C14832,キングダム[第1期][総集編],土,9
C15760,牙狼 紅蓮ノ月,土,35
C15665,K RETURN OF KINGS,土,18
C10143,コスモウォーリアー零,土,13
C10020,真・女神転生 デビチル,土,50
C14950,星刻の竜騎士[ドラグナー],土,12
C15675,ノラガミARAGOTO,土,8
C14951,生徒会 役員共＊,土,14
C14953,最近、 妹のようすが ちょっと おかしい んだが｡,土,4
C15758,忍たま 乱太郎 の 宇宙 大冒険 with コズミック フロント☆ N E X T,土,1
C10018,Sci-Fi HARRY,土,20
C10151,SAMURAI GIRL リアルバウト ハイスクール,土,1
C15666,ご注文はうさぎですか??,土,24
C10016,勝負師伝説 哲也,土,20
C10801,マーメイドメロディー ぴちぴちピッチ ピュア,土,39
C10145,ののちゃん,土,61
C14833,キングダム[第2期],土,17
C10799,DAN DOH!!,土,26
C14973,FAIRY TAIL［第2期］,土,102
C10795,今日から 〔○マ〕王![第1期],土,48
C15711,スクールガール ストライカーズ Animation Channel,土,13
C10797,ケロロ軍曹,土,205
C11998,まほろまてぃっくAutomatic Maidenただいま◇おかえり,日,2
C12359,ぽかぽか森のラスカル,日,30
C9891,おジャ魔女どれみ♯,日,48
C10022,ベイビーフィリックス,日,20
C12013,GUIN SAGA,日,26
C12345,ふたりは プリキュアSplash★Star,日,48
C12009,真マジンガー衝撃! Z編on television,日,1
C10060,サラリーマン金太郎,日,20
C10003,PROJECT ARMS,日,26
C9993,VANDREAD,日,1
C10306,ギャラクシー エンジェル ［第2期］,日,18
C12315,陰からマモル!,日,12
C12317,タクティカルロア,日,13
C11996,ひだまりスケッチ×365[特別編],日,4
C10032,学校の怪談,日,19
C10300,ヘイ!ヘイ! シュルーム,日,73
C12337,吟遊黙示録マイネリーベ wieder,日,13
C9450,中華一番,日,52
C10322,モカイヌ,日,13
C10056,も～っと! おジャ魔女どれみ,日,49
C10304,おジャ魔女どれみドッカ～ン!,日,49
C9985,GREGORY HORROR SHOW ―THE LAST TRAIN―,日,10
C12005,セキレイ Pure Engagement,日,12
C10038,ドッとKONIちゃん,日,20
C12341,びんちょうタン,日,3
C12176,フラカッパー,日,2
C10074,Cosmic Baton Girl コメットさん★,日,31
C9341,こちら葛飾区亀有公園前派出所,日,196
C10233,ぱにょ ぱにょ デ・ジ・キャラット,日,13
C9921,デジモン アドベンチャー0*2,日,50
C12215,ジュエルペット　てぃんくる☆,日,1
C10231,パタパタ飛行船 の 冒険,日,1
C10131,まみむめ★もがちょ,日,13
C9344,The Adventure of STRAY SHEEP ストレイシープの大冒険,日,1
C9346,家なき子レミ,日,23
C10147,星界の戦旗Ⅱ,日,1
C10215,i wish you were here あなたがここにいてほしい,日,4
C10211,サイボーグ009[第3作] THE CYBORG SOLDIER,日,50
C12104,夢色 パティシエール,日,49
C9348,花より男子,日,49
C9913,くまの子ウーフ,日,15
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,日,1
C10163,PROJECT ARMS The 2nd Chapter,日,26
C12128,青い文学,日,12
C10189,キャプテン翼［新］,日,52
C12203,リトル・チャロ2 英語に恋する物語,日,1
C11994,アニメ 冬のソナタ,日,2
C12196,NANA,日,4
C12193,マジカノ,日,1
C12185,戦国 BASARA弐,日,12
C9366,わんころべえ,日,26
C12181,生徒会 役員共,日,13
C12160,増田こうすけ劇場 ギャグ マンガ 日和 +[プラス],日,12
C10179,ストレイシープ ポーのちっちゃな大冒険,日,2
C12174,聖痕の クェイサー,日,24
C10191,激闘! クラッシュギアT[TURBO],日,68
C10072,機動天使エンジェリックレイヤー,日,26
C12217,デュエル・マスターズ クロス ショック,日,1
C9398,Bビーダマン 爆外伝,日,41
C12015,クロス×ゲーム,日,50
C9893,ニャニが ニャンだー ニャンダーかめん,日,72
C9895,マイアミ★ガンズ,日,13
C12017,ジュエルペット,日,51
C9973,BRIGA DOON まりん と メラン,日,2
C12019,神曲奏界ポリフォニカcrimson S,日,12
C10078,超GALS! 寿蘭,日,52
C10292,piano,日,1
C10080,デジモンテイマーズ,日,51
C9899,GREGORY HORROR SHOW -THE SECOND GUEST-,日,10
C12021,戦場のヴァルキュリアVALKYRIA・CHRONICLES,日,26
C10082,RUN=DIM,日,13
C9311,スレイヤーズNEXT,日,1
C12221,GIANT KILLING,日,26
C12023,DRAGON BALL KAI,日,97
C12247,メタルファイト ベイブレード 爆,日,51
C12025,鋼の錬金術師 FULLMETAL ALCHEMIST,日,65
C12027,花咲ける 青少年,日,45
C12243,極上!! めちゃモテ 委員長 Second Collection,日,1
C10286,デュエル・マスターズ,日,1
C12029,メタルファイトベイブレード,日,51
C10280,ギャラクシーエンジェル[A] [第3期],日,26
C12061,よくわかる現代魔法,日,13
C10256,攻殻機動隊 STAND ALONE COMPLEX,日,4
C9404,銀河漂流バイファム13,日,26
C12072,アニメ くるねこ[第1期],日,37
C12223,ひめ チェン! おとぎちっくアイドル リルぷりっ,日,51
C10129,フィギュア17 つばさ＆ヒカル,日,13
C12282,TOKKÔ 特公,日,13
C12053,【懺・】さよなら絶望先生,日,13
C11834,ねぎぼうずのあさたろう,日,48
C10354,電光超特急 ヒカリアン,日,53
C11371,ゲゲゲの鬼太郎[第5作],日,100
C11369,スカルマン,日,13
C10803,それいけ! ズッコケ三人組,日,26
C11349,ロビー＆[と]ケロビー,日,52
C10805,超ぽじてぃぶ! ファイターズ,日,34
C11347,おねがいマイメロディすっきり♪,日,52
C11341,MOONLIGHTMILE1stシーズンLift off,日,13
C11335,古代王者恐竜キングDキッズ・アドベンチャー,日,49
C10807,マシュマロ通信［タイムズ］,日,50
C10809,美鳥の日々,日,13
C10811,じゃがいぬくん［シリーズ］,日,17
C10813,レジェンズ 甦る竜王伝説,日,50
C11333,Yes!プリキュア5,日,49
C11330,キミキスpure rouge,日,24
C11328,ef -a tale of memories.,日,12
C9646,頭文字D,日,25
C10853,留守電アワー SODANブラザーズ,日,23
C10859,IZUMO 猛き剣の閃記,日,12
C10862,ゾイドフューザーズ,日,26
C11373,天元突破グレンラガン,日,27
C11322,機動戦士ガンダム00,日,1
C11375,ハヤテのごとく!Hayate the combat butler,日,52
C11412,鉄子の旅,日,14
C10726,ふたりはプリキュア,日,48
C11555,Maple Story,日,25
C9594,デジモン アドベンチャー,日,54
C10736,火の鳥,日,13
C11525,家電漫才ジョンテレビSHOW,日,25
C10747,AIR ［IN SUMMER］,日,2
C10751,強殖装甲 ガイバー The Bioboosted Armor,日,1
C11516,ぷるるんっ! しずくちゃん あはっ☆,日,51
C11514,はたらキッズ マイハム組,日,50
C11502,もっけ,日,12
C11474,やっとかめ探偵団,日,14
C9796,小梅ちゃんが行く!!,日,6
C9618,ひみつのアッコちゃん（第3作）,日,44
C9620,魔法のステージ ファンシーララ,日,26
C9794,おるちゅばんエビちゅ,日,12
C11450,シグルイ,日,1
C9792,愛の若草山物語,日,6
C10766,絶体絶命 でんぢゃらす じーさん ［第2期］,日,51
C11442,さよなら絶望先生,日,12
C10784,じゃがいぬくん,日,17
C10724,かいけつゾロリ,日,52
C11320,ラブ★コンLOVELY★COMPLEX,日,1
C10872,モンキーターンV,日,25
C11158,おくさまは 女子高生,日,13
C9685,デビルマンレディー,日,26
C11148,雪の女王,日,36
C11141,交響詩篇 エウレカセブン,日,50
C10946,Sweet Valerian,日,18
C11137,ゾイド ジェネシス,日,50
C10961,ふたりは プリキュアMax Heart,日,47
C11116,創聖のアクエリオン,日,1
C10965,まじめにふまじめ かいけつゾロリ,日,97
C10976,レ・ミゼラブル 少女コゼット,日,52
C11110,MÄR メルヘヴン MÄRCHEN AWAKENS ROMANCE,日,102
C11108,おねがいマイメロディ,日,51
C11093,英國戀物語エマ,日,12
C11079,好きなものは好きだからしｮうがない!!,日,12
C11077,ギャラリーフェイク,日,37
C10986,月面兎兵器ミーナ,日,11
C10997,BLEACH,日,1
C11049,みらくる! ぱんぞう,日,20
C11037,コロッケ!［第2期］,日,26
C10926,Φなる・ あぷろーち,日,13
C10870,ポストペット モモ便,日,24
C10924,W Wish ダブルウィッシュ,日,13
C11184,ひまわりっ!!,日,13
C11296,アニ*クリ15,日,2
C10882,エルフェン リート,日,13
C10886,アガサ・クリスティーの名探偵ポワロとマープル,日,39
C9659,ポポロクロイス物語,日,25
C11265,こちら葛飾区 亀有公園前 派出所 [スペシャル] 両津の 浅草リニューアル 大作戦!! ～あぁ 思い出の花やしき～,日,1
C10888,マリア様がみてる 春,日,13
C11261,こちら葛飾区 亀有公園前 派出所 [スペシャル] 走れ! 両津式チンチン電車 ～思い出の大次郎号～,日,1
C10896,DearS,日,13
C9750,それゆけ! 宇宙戦艦ヤマモト・ヨーコ,日,26
C11247,ガイキング REGEND OF DAIKU-MARYU,日,26
C10900,モンキー・パンチ 漫画活動大写真,日,13
C11241,蟲師,日,20
C9746,ムーぽん[第1期],日,1
C11219,IGPX Immortal Grand Prix,日,2
C11201,Canvas2 キャンバス2～虹色のスケッチ～,日,1
C11199,魔法少女リリカルなのはA's,日,13
C10922,うた∽かた,日,12
C11197,格闘美神 武龍［ウーロン］,日,25
C11191,銀盤 カレイドスコープ,日,12
C11166,D.C.S.S. ～ダ・カーポ セカンドシーズン～,日,26
C10352,デジモンフロンティア,日,50
C10716,モンキーターン,日,25
C9584,おジャ魔女どれみ,日,50
C9855,ONE PIECE,日,713
C10524,ASTRO BOY 鉄腕アトム,日,50
C11877,ハートキャッチプリキュア!,日,49
C11873,はなまる 幼稚園,日,1
C10532,金色の ガッシュベル!!,日,150
C10534,ソニックX,日,52
C10536,デ・ジ・キャラットにょ,日,52
C10538,成恵の世界,日,12
C9845,週刊ストーリーランド,日,1
C10540,FIRE STORM,日,26
C11854,TALES OF THE ABYSS,日,26
C10542,妄想科学シリーズ ワンダバスタイル,日,12
C11033,おれたちイジワルケイ,日,14
C11822,絶対やれるギリシャ神話,日,13
C11820,カン・ゴローの四字熟語な生活,日,22
C11818,ネットミラクルショッピング[第1期],日,1
C10567,GO!GO! カートくん,日,2
C11810,バトルスピリッツ少年突破バシン,日,50
C11800,夏目友人帳,日,1
C9499,フォーチュン・クエストL,日,26
C10573,トントンあったとにいがたの昔ばなし,日,13
C10518,人間交差点,日,13
C11894,WHITE ALBUM[第1期],日,13
C10356,天使な小生意気,日,50
C10358,ぴたテン,日,26
C10376,最終兵器彼女,日,1
C11978,バトルスピリッツ 少年激覇ダン,日,50
C11969,毎日かあさん,日,51
C10415,冒険者 THE MAN WAS FROM SPAIN,日,4
C11955,こんにちは アン before green gables,日,39
C11948,キャラディのジョ～クな毎日,日,57
C10430,ポケットモンスター アドバンスジェネレーション,日,1
C11934,フレッシュプリキュア!,日,50
C10432,Weｉβ kreuz Glühen,日,1
C11928,鋼殻のレギオス,日,23
C10454,STRATOS4,日,13
C9859,101 101匹わんちゃん,日,2
C10472,グリーングリーン,日,13
C10490,魔獣戦線THE APOCALYPSE,日,13
C10492,明日のナージャ,日,49
C11910,エグザムライ戦国,日,12
C10494,クラッシュギアNitro,日,50
C11892,アキカン!,日,11
C9586,B[ボンバーマン]ビーダマン 爆外伝 V,日,50
C9528,KAIKAN フレーズ,日,25
C10577,MEZZO DANGER SERVICE AGENCY,日,13
C9814,ぐるぐるタウンはなまるくん,日,106
C11641,Yes!プリキュア5 Go Go!,日,48
C11635,古代王者 恐竜キング Dキッズ・アドベンチャー 翼竜伝説,日,30
C11631,ヤッターマン,日,26
C9561,DTエイトロン,日,22
C11617,ポルフィの長い旅,日,52
C10659,おもいっきり科学アドベンチャー そーなんだ!,日,26
C11615,【俗・】さよなら絶望先生,日,13
C10661,君が望む永遠,日,14
C11605,true tears,日,13
C11603,シゴフミ,日,12
C11601,君が主で執事が俺でThey are my noble Masters,日,13
C10663,銀河鉄道物語,日,26
C11599,attacked kuma3[第1期],日,11
C10665,高橋留美子劇場 人魚の森,日,11
C10667,ポポロクロイス,日,26
C10679,藍より青し ～縁～,日,12
C11581,20th Anniversaryああっ女神さまっ闘う翼,日,2
C11567,しおんの王The Powers of Hard Blood,日,22
C9555,スーパーマン,日,3
C11796,薬師寺涼子の怪奇事件簿,日,13
C9816,ごぞんじ! 月光仮面 くん,日,25
C11662,イナズマイレブン,日,26
C10592,住めば都のコスモス荘すっとこ大戦ドッコイダー,日,4
C11756,二十面相の娘,日,22
C11754,狂乱家族日記,日,25
C10594,D.C. ダ・カーポ,日,26
C10596,高橋留美子劇場,日,13
C11730,SOUL・EATER,日,1
C11726,BLASSREITER,日,25
C10622,勇午 交渉人,日,1
C11724,ネットゴーストPIPOPA,日,51
C11722,D.C.Ⅱ S.S.,日,13
C11720,絶対可憐チルドレン,日,52
C11718,コードギアス反逆のルルーシュ R2,日,26
C11714,おねがい マイメロディ きららっ★,日,52
C10638,Gungrave,日,1
C9547,GTO,日,35
C11687,戦国BASARA,日,12
C11686,純情ロマンチカ2,日,12
C11679,初恋限定。[ハツコイリミテッド],日,13
C11668,ライブオンCARDLIVER 翔[かける],日,51
C11649,リトル・チャロ,日,3
C12363,おねがいマイメロディ くるくるシャッフル!,日,51
C13312,星新一ショートsHORT劇場,日,5
C12367,牙 TV ANIMATION SERIES,日,51
C15035,ノブナガン,日,13
C15031,にゃ～めん,日,22
C15030,ニセコイ,日,20
C15028,トライブ クルクル,日,50
C15022,てさぐれ！ 部活もの あんこーる,日,12
C15018,それでも世界は美しい,日,12
C15016,ソードアート･オンラインⅡ,日,4
C15007,"キャプテン･アース WHEN I OPENED THE DOOR CALLED TRUTH, MY CHILDHOOD ENDED. IT WAS A SUMMER I COULD NEVER FORGET.",日,25
C15006,ガンダムさん,日,12
C14998,ウィッチクラフトワークス,日,12
C14995,アカメが斬る!,日,3
C14993,ΛLDNOΛH. ZERO,日,12
C14989,survival game club! さばげぶっ!,日,12
C14970,毎度! 浦安鉄 筋家族,日,25
C14967,魔法科高校の 劣等生,日,26
C14965,暴れん坊力士!! 松太郎,日,23
C14957,召しませ ロードス島 戦記 それって おいしいの?,日,13
C14953,最近、 妹のようすが ちょっと おかしい んだが｡,日,8
C16037,エンドライド,日,24
C14949,世界征服 謀略のズヴィズダー,日,12
C14948,人生相談 テレビアニメーション 人生,日,13
C14947,神々の悪戯[あそび],日,12
C14945,CARDFIGHT!! ヴァンガード レギオンメイト編,日,33
C14943,47都道府犬 Ｒ,日,36
C14938,ログ・ホライズン,日,2
C14931,ラブライブ! School idol project,日,13
C16048,CARDFIGHT!! ヴァンガードG ストライドゲート編,日,24
C16011,戦国鳥獣戯画 ～甲～,日,12
C16010,ガオガオ ちゃんと 青い空[うどんの国の 金色毛鞠],日,11
C16009,うどんの国の 金色毛鞠,日,12
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,日,12
C15341,スパイダーマン [2004年版・合作],日,7
C15339,バットマン ザ・フューチャー,日,3
C15329,GREGORY HORROR SHOW THE BLOODY KARTE,日,2
C15285,貴族小学生 アントワネットちゃん,日,2
