pkgid,pkgname,publisher,date,price
M765245,脳力トレーナー ポータブル2,株式会社セガ,2006-05-25,2940.0
M749339,シュガシュガルーン クイーン試験は大パニック☆,株式会社バンダイナムコゲームス,2006-05-25,5040.0
M745321,イーディスメモリーズ ～新天魔界 GOCV～,アイディアファクトリー株式会社,2006-05-25,5040.0
M764102,大戦略DS,元気株式会社,2006-05-25,5040.0
M746438,オレたちゲーセン族 プーヤン,株式会社ハムスター,2006-05-25,2000.0
M741522,PETER JACKSON'S キング・コング オフィシャル ゲーム オブ ザ ムービー,ユービーアイソフト株式会社,2006-05-25,5040.0
M746736,かまいたちの夜2 特別篇,株式会社セガ,2006-05-25,5040.0
M762548,新・豪血寺一族 -煩悩解放-,エキサイト,2006-05-25,7140.0
M757180,まわしてつなげるタッチパニック,任天堂株式会社,2006-05-25,3800.0
M750580,そしてこの宇宙にきらめく君の詩,株式会社データム・ポリスター,2006-05-25,7140.0
M757218,ミステリート ～八十神かおるの事件ファイル～ 初回限定版,株式会社ヴューズ,2006-05-25,9240.0
M759739,宇宙刑事魂,株式会社バンダイ,2006-05-25,7140.0
M757217,ミステリート ～八十神かおるの事件ファイル～,株式会社ヴューズ,2006-05-25,7140.0
M721955,SAMURAI7,アイディアファクトリー,2006-05-25,7140.0
M765529,必勝パチンコ★パチスロ攻略シリーズ Vol. 4 CR明日があるさ よしもとワールド,株式会社ディースリー・パブリッシャー,2006-05-25,5040.0
M764638,転生學園幻蒼録 アスミック得だねシリーズ,アスミック・エース株式会社,2006-05-25,2800.0
M742079,SAMURAI7 限定版,アイディアファクトリー株式会社,2006-05-25,12390.0
M761591,桜華 ～心輝かせる桜～ スペシャルパック,エムスリイエンタテインメント株式会社,2006-05-25,9240.0
M746441,オレたちゲーセン族 魂斗羅,株式会社ハムスター,2006-05-25,2000.0
M747144,キミキス,株式会社エンターブレイン,2006-05-25,7140.0
M742524,SIMPLE DS シリーズ Vol. 8 THE 鑑識官,株式会社ディースリー・パブリッシャー,2006-05-25,2800.0
M746440,オレたちゲーセン族 悪魔城ドラキュラ,株式会社ハムスター,2006-05-25,2000.0
M743552,TTスーパーバイクス ～リアルロードレーシング～,株式会社スクウェア・エニックス,2006-05-25,6090.0
M721251,つよきす ～Mighty Heart～ 完全生産限定版,オークス,2006-05-25,8400.0
M719005,機神飛翔デモンベイン DX版,"ニトロプラス,ホビボックス株式会社",2006-05-26,9975.0
M721952,WORLD FOOTBALL CLIMAX （ワールドフットボールクライマックス）,セガ,2006-06-01,7140.0
M759371,ワールドフットボール クライマックス 日本代表パッケージ,株式会社セガ,2006-06-01,7140.0
M748981,サンライズ英雄譚3,株式会社サンライズインタラクティブ,2006-06-01,7140.0
M737011,2006 FIFA ワールドカップ ドイツ大会,エレクトロニック・アーツ株式会社,2006-06-01,5040.0
M740712,METROID PRIME HUNTERS,任天堂株式会社,2006-06-01,4800.0
M721951,漢字の渡り鳥,サクセス,2006-06-01,3990.0
M739449,GENJI PlayStation2® the Best,株式会社ソニー・コンピュータエンタテインメント,2006-06-08,2800.0
M752888,ナムコミュージアム PSP® the Best,株式会社バンダイナムコゲームス,2006-06-08,2800.0
M761325,降魔霊符伝 イヅナ,株式会社サクセス,2006-06-08,5040.0
M764633,天誅 忍大全 PSP® the Best,株式会社フロム・ソフトウェア,2006-06-08,2800.0
M751589,テイルズ オブ レジェンディア PlayStation2® the Best,株式会社バンダイナムコゲームス,2006-06-08,2800.0
M721249,第3次スーパーロボット大戦 α -終焉の銀河へ- PlayStation2® the Best,バンプレスト,2006-06-08,3800.0
M721250,ワンダと巨像 PlayStation2 the Best,ソニー・コンピュータエンタテインメント,2006-06-08,2800.0
M721950,転生八犬士封魔録,サクセス,2006-06-08,6090.0
M750333,スロッターUPマニア 超沖スロ! パイオニア DORART VALUE,株式会社ドラス,2006-06-08,2100.0
M752879,ナムコ クロス カプコン PlayStation2® the Best,株式会社ナムコ,2006-06-08,2800.0
M747057,ギタルマン ライブ!,株式会社コーエー,2006-06-08,5040.0
M764137,大都技研公式パチスロシミュレーター 吉宗 ポータブル,株式会社大都技研,2006-06-08,4410.0
M757418,みんな大好き塊魂 PlayStation2® the Best,株式会社バンダイナムコゲームス,2006-06-08,2800.0
M758291,ラチェット＆クランク4th ギリギリ銀河のギガバトル PlayStation2® the Best,株式会社ソニー・コンピュータエンタテインメント,2006-06-08,2800.0
M759483,ワンダと巨像 PlayStation2® the Best,株式会社ソニー・コンピュータエンタテインメント,2006-06-08,2800.0
M746165,エレメンタル ジェレイド -纏え、翠風の剣- TAITO BEST,株式会社タイトー,2006-06-08,2940.0
M721949,必勝パチンコ★パチスロ攻略シリーズ Vol. 5 CR新世紀エヴァンゲリオン・セカンドインパクト＆パチスロ新世紀エヴァンゲリオン,ディースリー・パブリッシャー,2006-06-08,6279.0
M721947,METAL SAGA 鋼の季節,サクセス,2006-06-15,5040.0
M755650,プリンス・オブ・ペルシャ 二つの魂,ユービーアイソフト株式会社,2006-06-15,7140.0
M750520,ゾイドダッシュ,株式会社タカラトミー,2006-06-15,5040.0
M756199,ぼくは航空管制官 エアポートヒーロー 成田,エレクトロニック・アーツ株式会社,2006-06-15,5040.0
M755767,プレイステーション・ポータブル -どこでもいっしょ-レッツ学校! お勉強パック（セラミック・ホワイト）,株式会社ソニー・コンピュータエンタテインメント,2006-06-15,28140.0
M751713,デジモンストーリー,株式会社バンダイナムコゲームス,2006-06-15,5040.0
M721948,怪盗ルソー,バンダイナムコゲームス,2006-06-15,5040.0
M740900,MYST（ミスト）,株式会社セガ,2006-06-15,3990.0
M766930,薔薇ノ木ニ薔薇ノ花咲ク -Das Versprechen-,株式会社インターチャネル,2006-06-15,7140.0
M754543,ビートダウン カプコレ,株式会社カプコン,2006-06-15,2940.0
M752193,-どこでもいっしょ- レッツ学校!,株式会社ソニー・コンピュータエンタテインメント,2006-06-15,5040.0
M721248,逆転裁判 蘇る逆転 Best Price!,カプコン,2006-06-15,2100.0
M745521,ヴァルキリープロファイル2 -シルメリア- ARTIFACT BOX,株式会社スクウェア・エニックス,2006-06-22,14910.0
M760409,格闘美神 武龍,株式会社バンダイナムコゲームス,2006-06-22,7140.0
M734954,真・三國無双4 special,コーエー,2006-06-22,5800.0
M760426,学園アリス ～きらきら★メモリーキッス～,株式会社キッズステーション,2006-06-22,7140.0
M742521,SIMPLE DS シリーズ Vol. 5 THE トランプ,株式会社ディースリー・パブリッシャー,2006-06-22,2800.0
M721946,リサと一緒に大陸横断 A列車で行こう,アイディアファクトリー株式会社,2006-06-22,5040.0
M756790,マジカルバケーション 5つの星がならぶとき,任天堂株式会社,2006-06-22,4800.0
M734010,ギャラクシーエンジェル 2  ～絶対領域の扉～ デラックスパック,株式会社ブロッコリー,2006-06-22,9240.0
M734009,ギャラクシーエンジェル 2  ～絶対領域の扉～,株式会社ブロッコリー,2006-06-22,7140.0
M721247,THE KING OF FIGHTERS 11,SNKプレイモア,2006-06-22,7140.0
M721945,VALKYRIE PROFILE SILMERIA,スクウェア・エニックス,2006-06-22,8190.0
M748421,コロコロころん,株式会社サイバーフロント,2006-06-22,3990.0
M750584,ソニーコンピュータサイエンス研究所 茂木健一郎博士監修 脳に快感 アハ体験!,株式会社セガ,2006-06-22,2940.0
M757546,メタルスラッグ,株式会社SNKプレイモア,2006-06-29,7140.0
M751927,デフジャム・ファイト・フォー・NY EA BEST HITS,エレクトロニック・アーツ株式会社,2006-06-29,3129.0
M755702,フル スペクトラム ウォリアー,株式会社セガ,2006-06-29,3990.0
M764365,超ドラゴンボールZ,株式会社バンダイナムコゲームス,2006-06-29,7140.0
M756178,ぼくのなつやすみポータブル ムシムシ博士とてっぺん山の秘密!!,株式会社ソニー・コンピュータエンタテインメント,2006-06-29,5040.0
M742647,Soul Link EXTENSION 初回限定生産版,株式会社インターチャネル,2006-06-29,9240.0
M742646,Soul Link EXTENSION,株式会社インターチャネル,2006-06-29,7140.0
M747765,ぐるみん,日本ファルコム株式会社,2006-06-29,5040.0
M743873,WINBACK 2 Project Poseidon,株式会社コーエー,2006-06-29,7140.0
M739066,Festa!! HYPER GIRLS PARTY 限定版,株式会社キッド,2006-06-29,9240.0
M756614,マーセナリーズ EA BEST HITS,エレクトロニック・アーツ株式会社,2006-06-29,3129.0
M745143,アルティメット スパイダーマン,株式会社タイトー,2006-06-29,7140.0
M758369,ラリーショックス＆フリークスタイル モトクロス EA BEST HITS,エレクトロニック・アーツ株式会社,2006-06-29,4179.0
M740876,MVPベースボール2005 EA BEST HITS,エレクトロニック・アーツ株式会社,2006-06-29,3129.0
M745463,イリスのアトリエ グランファンタズム,株式会社ガスト,2006-06-29,7140.0
M755021,ファインダーラブ ほしのあき 南国トラブル ランデブー,株式会社カプコン,2006-06-29,5040.0
M755022,ファインダーラブ ほしのあき 南国トラブル ランデブー 限定版,株式会社カプコン,2006-06-29,9030.0
M755024,ファインダーラブ 原史奈 ふたりのふたりで…。 限定版,株式会社カプコン,2006-06-29,9030.0
M755025,ファインダーラブ 工藤里紗 ファーストショットは君と。,株式会社カプコン,2006-06-29,5040.0
M755026,ファインダーラブ 工藤里紗 ファーストショットは君と。 限定版,株式会社カプコン,2006-06-29,9030.0
M755023,ファインダーラブ 原史奈 ふたりのふたりで…。,株式会社カプコン,2006-06-29,5040.0
M761459,魂響（たまゆら） ～御霊送りの詩～,株式会社ヴューズ,2006-06-29,7140.0
M742359,SIMPLE 2000 シリーズ Vol. 100 THE 男たちの機銃砲座,株式会社ディースリー・パブリッシャー,2006-06-29,2100.0
M721943,タッチで漫才! メガミの笑壺DS,アーテイン,2006-06-29,3990.0
M739065,Festa!! HYPER GIRLS PARTY,株式会社キッド,2006-06-29,7140.0
M721944,頭を鍛えて遊ぶ対戦矢印パズル パピぃぬ ベクタ→ 1,メガサイバー,2006-06-29,3990.0
M755030,ファインディング・ニモ タッチでニモ,株式会社セガ,2006-06-29,5040.0
M742360,SIMPLE 2000 シリーズ Vol. 101 THE お姉チャンポン ～THE 姉チャン2 特別編～,株式会社ディースリー・パブリッシャー,2006-06-29,2100.0
M739196,FIFAストリート2,エレクトロニック・アーツ株式会社,2006-06-29,6090.0
M742177,SEGA AGES 2500 シリーズ Vol. 24 ラストブロンクス-東京番外地-,株式会社セガ,2006-06-29,2625.0
M719721,こいいろ Chu! Lips 初回版,ピースソフト,2006-06-30,8800.0
M734867,こいいろ Chu! Lips 初回版,ピースソフト,2006-06-30,8800.0
M719720,はちゅかの,XERO,2006-06-30,9240.0
M746510,カーズ,THQジャパン株式会社,2006-07-06,5040.0
M746511,カーズ,THQジャパン株式会社,2006-07-06,5040.0
M746513,カーズ,THQジャパン株式会社,2006-07-06,3990.0
M765426,緋色の欠片 限定版,アイディアファクトリー株式会社,2006-07-06,9240.0
M734193,ゼノサーガ エピソード 3  ［ツァラトゥストラはかく語りき］,株式会社バンダイナムコゲームス,2006-07-06,7329.0
M764133,大都技研プレミアムパチスロコレクション 吉宗,株式会社大都技研,2006-07-06,4410.0
M746512,カーズ,THQジャパン株式会社,2006-07-06,6090.0
M746509,カーズ,THQジャパン株式会社,2006-07-06,6090.0
M766452,幽★遊★白書 FOREVER PlayStation2® the Best,株式会社バンプレスト,2006-07-06,2800.0
M765425,緋色の欠片,アイディアファクトリー株式会社,2006-07-06,7140.0
M760200,花帰葬,株式会社プロトタイプ,2006-07-06,5040.0
M757303,ミロンのほしぞらしゃぼん パズル組曲,株式会社ハドソン,2006-07-06,3990.0
M741803,RAIN WONDER TRIP （レイン ワンダー トリップ）,株式会社バンダイナムコゲームス,2006-07-06,6090.0
M748309,こどものための読み聞かせ えほんであそぼう3,株式会社スターフィッシュ・エスディ,2006-07-06,2982.0
M748308,こどものための読み聞かせ えほんであそぼう2,株式会社スターフィッシュ・エスディ,2006-07-06,2982.0
M748307,こどものための読み聞かせ えほんであそぼう1,株式会社スターフィッシュ・エスディ,2006-07-06,2982.0
M746868,ガンダム トゥルーオデッセイ ～失われしGの伝説～ PlayStation2® the Best,株式会社バンダイナムコゲームス,2006-07-06,2800.0
M763649,戦神 -いくさがみ- PlayStation2® the Best,元気株式会社,2006-07-06,2800.0
M766781,零 ～刺青の聲～ PlayStation2® the Best,テクモ株式会社,2006-07-06,2800.0
M763887,太鼓の達人 ゴー! ゴー! 五代目 PlayStation2® the Best,株式会社バンダイナムコゲームス,2006-07-06,2800.0
M755781,ブレイブストーリー ワタルの冒険,株式会社ソニー・コンピュータエンタテインメント,2006-07-06,7140.0
M722205,ブレイブストーリー ボクのキオクとネガイ,バンダイナムコゲームス,2006-07-06,5040.0
M742023,R-TYPE FINAL PlayStation2® the Best,アイレムソフトウェアエンジニアリング株式会社,2006-07-06,2800.0
M741804,RAIN WONDER TRIP （レイン ワンダー トリップ） 限定版,株式会社バンダイナムコゲームス,2006-07-06,9980.0
M759084,ロックマン ゼクス,株式会社カプコン,2006-07-06,5040.0
M750854,タイトーメモリーズ 上巻 TAITO BEST,株式会社スクウェア・エニックス,2006-07-06,2604.0
M755782,ブレイブストーリー 新たなる旅人,株式会社ソニー・コンピュータエンタテインメント,2006-07-06,5040.0
M721246,鉄拳 DARK RESURRECTION,バンダイナムコゲームス,2006-07-06,5040.0
M736883,「ラブ★コン ～パンチDEコント～」,株式会社AQインタラクティブ,2006-07-13,6090.0
M762891,真・爆走デコトラ伝説 ～天下統一頂上決戦～ Spike The Best,株式会社スパイク,2006-07-13,2800.0
M736884,「ラブ★コン ～パンチDEコント～」 限定版,株式会社AQインタラクティブ,2006-07-13,9240.0
M748950,サルゲッチュ ミリオンモンキーズ,株式会社ソニー・コンピュータエンタテインメント,2006-07-13,6090.0
M747397,クイズ機動戦士ガンダム 問戦士DX,株式会社バンダイナムコゲームス,2006-07-13,5040.0
M721939,ジュクゴン,セガ,2006-07-13,1980.0
M721938,LocoRoco,ソニー・コンピュータエンタテインメント,2006-07-13,5040.0
M764585,天外魔境 第四の黙示録,株式会社ハドソン,2006-07-13,5040.0
M737629,bit Generations DIALHEX,任天堂株式会社,2006-07-13,2000.0
M721941,dotsream,任天堂株式会社,2006-07-13,2000.0
M737627,bit Generations BOUNDISH,任天堂株式会社,2006-07-13,2000.0
M755001,ファイプロ・リターンズ Spike The Best,株式会社スパイク,2006-07-13,2800.0
M760391,街ingメーカー2 ～続・ぼくの街づくり～,株式会社ディースリー・パブリッシャー,2006-07-13,6090.0
M740961,NARUTO-ナルト-ナルトRPG3 霊獣 VS 木ノ葉小隊,株式会社タカラトミー,2006-07-13,5040.0
M743497,Touch! ボンバーマンランド,株式会社ハドソン,2006-07-20,5040.0
M746941,ガンパレード・オーケストラ 青の章 ～光の海から手紙を送ります～ 限定版,株式会社ソニー・コンピュータエンタテインメント,2006-07-20,13440.0
M746940,ガンパレード・オーケストラ 青の章 ～光の海から手紙を送ります～,株式会社ソニー・コンピュータエンタテインメント,2006-07-20,7140.0
M737733,BLEACH ～ヒート・ザ・ソウル3～,株式会社ソニー・コンピュータエンタテインメント,2006-07-20,5040.0
M756570,ボンバーマンポータブル,株式会社ハドソン,2006-07-20,5040.0
M734257,ドラゴンクエスト5 天空の花嫁 ULTIMATE HITS,株式会社スクウェア・エニックス,2006-07-20,2940.0
M756129,ポータブル・アイランド 手のひらのリゾート,株式会社バンダイナムコゲームス,2006-07-20,5040.0
M745886,ウルトラマン Fighting Evolution 0,株式会社バンプレスト,2006-07-20,5040.0
M753686,パイレーツ・オブ・カリビアン / デッドマンズ・チェスト,株式会社ディースリー・パブリッシャー,2006-07-20,5040.0
M741133,NEOGEOオンラインコレクション 餓狼伝説バトルアーカイブズ1,株式会社SNKプレイモア,2006-07-20,5040.0
M721936,バトルスタジアムD.O.N,バンダイナムコゲームス,2006-07-20,7140.0
M749930,スターオーシャン Till the End of Time ディレクターズカット ULTIMATE HITS,株式会社スクウェア・エニックス,2006-07-20,2940.0
M757183,まわすんだ～!!,株式会社タイトー,2006-07-20,5040.0
M734261,ドラゴンクエスト8空と海と大地と呪われし姫君 ULTIMATE HITS,株式会社スクウェア・エニックス,2006-07-20,2940.0
M721245,FINAL FANTASY 8 ULTIMATE HITS,スクウェア・エニックス,2006-07-20,2500.0
M750247,スペクトラルフォース ラジカルエレメンツ IF コレクション,アイディアファクトリー株式会社,2006-07-20,2940.0
M721935,バトルスタジアムD.O.N,バンダイナムコゲームス,2006-07-20,7140.0
M761592,桜坂消防隊 アイレムコレクション,アイレムソフトウェアエンジニアリング株式会社,2006-07-20,2800.0
M734025,キングスフィールド アディショナル1,株式会社フロム・ソフトウェア,2006-07-20,3990.0
M758834,レッスルキングダム,株式会社ユークス,2006-07-20,7140.0
M757342,みんなのDSゼミナール カンペキ英単語力,TDKコア株式会社,2006-07-20,3990.0
M753166,ニンテンドーDS ブラウザー ニンテンドーDS Lite用,任天堂株式会社,2006-07-24,3800.0
M753164,ニンテンドーDS ブラウザー ニンテンドーDSLite用; 販売店限定版,任天堂株式会社,2006-07-24,3800.0
M753165,ニンテンドーDS ブラウザー ニンテンドーDS用,任天堂株式会社,2006-07-24,3800.0
M761286,甲虫王者ムシキング ～グレイテストチャンピオンへの道2～,株式会社セガ,2006-07-27,5040.0
M764466,鳥篭の向こうがわ,株式会社拓洋興業,2006-07-27,7140.0
M743791,We Are*,株式会社キッド,2006-07-27,7140.0
M743792,We Are* 限定版,株式会社キッド,2006-07-27,9240.0
M744882,あそびにいくヨ! ～ちきゅうぴんちのこんやくせんげん～,アイディアファクトリー株式会社,2006-07-27,7140.0
M734625,三國志9 with パワーアップキット KOEI The Best,株式会社コーエー,2006-07-27,4515.0
M737628,bit Generations COLORIS,任天堂株式会社,2006-07-27,2000.0
M761442,今日からマ王! はじマりの旅 プレミアムBOX,株式会社バンダイナムコゲームス,2006-07-27,10290.0
M761441,今日からマ王! はじマりの旅,株式会社バンダイナムコゲームス,2006-07-27,7140.0
M721930,キン肉マン マッスルグランプリ MAX,バンダイナムコゲームス,2006-07-27,7140.0
M758249,ラスト・エスコート～黒蝶スペシャルナイト～Last Escort Kokucho Special Night,株式会社ディースリー・パブリッシャー,2006-07-27,4179.0
M766877,六ツ星きらり～ほしふるみやこ～,エムスリイエンタテインメント株式会社,2006-07-27,7140.0
M737630,bit Generations DIGIDRIVE,任天堂株式会社,2006-07-27,2000.0
M737631,bit Generations Soundvoyager,任天堂株式会社,2006-07-27,2000.0
M744883,あそびにいくヨ! ～ちきゅうぴんちのこんやくせんげん～ 限定版,アイディアファクトリー株式会社,2006-07-27,10290.0
M757073,マリオバスケ3on3,任天堂株式会社,2006-07-27,4800.0
M721931,真・三國無双3 コーエー定番シリーズ,コーエー,2006-07-27,1980.0
M750499,ゼロパイロット・零,Project ZERO PILOT,2006-07-27,7140.0
M721932,ORBITAL,任天堂株式会社,2006-07-27,2000.0
M737754,BLOOD+ ～双翼のバトル輪舞曲（ロンド）～,株式会社ソニー・コンピュータエンタテインメント,2006-07-27,7140.0
M721929,電車でGO! POCKET 東海道線編,タイトー,2006-07-27,3990.0
M721933,旋光の輪舞 ReV.X,グレフ,2006-07-27,7140.0
M751047,たまごっちのプチプチおみせっち ごひーきに,株式会社バンダイナムコゲームス,2006-07-27,5040.0
M720795,かまいたちの夜x3 三日月島事件の真相,セガ,2006-07-27,6090.0
M742362,SIMPLE 2000 シリーズ Vol. 103 THE 地球防衛軍タクティクス,株式会社ディースリー・パブリッシャー,2006-07-27,2100.0
M750789,ダービースタリオンP,株式会社エンターブレイン,2006-07-27,5460.0
M755483,ブラザー イン アームズ 名誉の代償,ユービーアイソフト株式会社,2006-07-27,7140.0
M752061,トゥルー・クライム ～ニューヨークシティ～,株式会社スパイク,2006-07-27,7140.0
M721244,Zill O'll ～infinite～ KOEI The Best,コーエー,2006-07-27,2800.0
M721243,戦国BASARA2,カプコン,2006-07-27,7329.0
M718927,はぴねす!りらっくす,アレス,2006-07-28,340.0
M739197,FIFAストリート2,エレクトロニック・アーツ株式会社,2006-08-03,5040.0
M742361,SIMPLE 2000 シリーズ Vol. 102 THE 歩兵～戦場の犬たち～,株式会社ディースリー・パブリッシャー,2006-08-03,2100.0
M720794,MONSTER HUNTER PORTABLE PSP the Best,カプコン,2006-08-03,3129.0
M753802,パズルシリーズ ジグソーパズル こねこめくり編,株式会社ハドソン,2006-08-03,2940.0
M760632,気持ちよさ連鎖パズル トリオンキューブ,株式会社バンダイナムコゲームス,2006-08-03,3990.0
M722204,虫っ 町の昆虫ものがたり,タイトー,2006-08-03,5040.0
M753801,パズルシリーズ ジグソーパズル こいぬめくり編,株式会社ハドソン,2006-08-03,2940.0
M745583,ウィザードリィ・外伝 ～戦闘の監獄～,株式会社スクウェア・エニックス,2006-08-03,7140.0
M737901,Carnage Heart PORTABLE（カルネージハート ポータブル）,元気株式会社,2006-08-03,5040.0
M762021,実戦パチスロ必勝法! 北斗の拳SE 限定版,株式会社セガ,2006-08-03,7140.0
M749971,スターフォックス コマンド,任天堂株式会社,2006-08-03,4800.0
M738871,Every Extend Extra エブリ エクステンド エクストラ,株式会社バンダイナムコゲームス,2006-08-03,5040.0
M742108,SDガンダム G GENERATION PORTABLE,株式会社バンダイナムコゲームス,2006-08-03,5040.0
M721926,リズム天国,任天堂株式会社,2006-08-03,3800.0
M765530,必勝パチンコ★パチスロ攻略シリーズ Vol. 6 7Cafe ～型式名ボンバーパワフル2～,株式会社ディースリー・パブリッシャー,2006-08-03,3990.0
M765675,風雲幕末伝 PlayStation2® the Best,元気株式会社,2006-08-03,2800.0
M721927,実戦パチスロ必勝法! 北斗の拳SE,セガ,2006-08-03,4410.0
M764331,虫姫さま TAITO BEST,株式会社スクウェア・エニックス,2006-08-03,2940.0
M760783,極魔界村,株式会社カプコン,2006-08-03,5229.0
M721928,バイトヘル2000 PSP the Best,ソニー・コンピュータエンタテインメント,2006-08-03,2800.0
M755160,ファントム・ブレイブ 2周目はじめました。 PlayStation2® the Best,株式会社日本一ソフトウェア,2006-08-03,2800.0
M742364,SIMPLE 2000 シリーズ Vol. 105 THE メイド服と機関銃,株式会社ディースリー・パブリッシャー,2006-08-10,2100.0
M762482,信長の野望・天下創世 with パワーアップキット KOEI The Best,株式会社コーエー,2006-08-10,4515.0
M747391,クイズきらめきスターロード,株式会社タイトー,2006-08-10,5040.0
M760382,凱歌の号砲 エアランドフォース コーエー定番シリーズ,株式会社コーエー,2006-08-10,2940.0
M742363,SIMPLE 2000 シリーズ Vol. 104 THE ロボットつくろうぜっ! ～激闘! ロボットファイト～,株式会社ディースリー・パブリッシャー,2006-08-10,2100.0
M762022,実戦パチスロ必勝法! 北斗の拳SE DS,株式会社セガ,2006-08-10,4410.0
M752924,ナンプレ＆お絵かきパズル,株式会社サクセス,2006-08-10,2940.0
M745196,アンジェリーク エトワール KOEI The Best,株式会社コーエー,2006-08-10,2940.0
M721923,英単語ターゲット 1900DS,IEインスティテュート,2006-08-10,3800.0
M761737,三國志戦記2 コーエー定番シリーズ,株式会社コーエー,2006-08-10,1575.0
M765786,亡国のイージス2035 ～ウォーシップガンナー～ KOEI The Best,株式会社コーエー,2006-08-10,2940.0
M753204,ネオロマンスBOX ～ポータブルセレクション～,株式会社コーエー,2006-08-10,7140.0
M757783,メルティブラッド アクトカデンツァ,株式会社エコールソフトウェア,2006-08-10,6090.0
M764312,中学英単語ターゲット 1800DS,株式会社アイイーインスティテュート,2006-08-10,3990.0
M753203,ネオロマンスBOX ～トリプルセレクション～,株式会社コーエー,2006-08-10,7140.0
M753793,パズルシリーズ Vol. 4 カックロ,株式会社ハドソン,2006-08-10,2940.0
M762030,実践パチスロ必勝法! 北斗の拳 SE ポータブル,株式会社セガ,2006-08-10,4410.0
M761754,山佐Digiポータブル 祭の達人 ウィンちゃんの夏祭り,ヤマサエンタテイメント株式会社,2006-08-10,3990.0
M753202,ネオロマンスBOX ～アンジェリークセレクション～,株式会社コーエー,2006-08-10,8925.0
M719679,カレと彼の間で DXツインズパック版,ビジュアルアーツ,2006-08-11,3800.0
M721922,大都技研公式パチスロシミュレーター 秘宝伝,大都技研,2006-08-17,4410.0
M761893,七田式トレーニング 右脳鍛錬ウノタンポータブル,株式会社インターチャネル,2006-08-24,5040.0
M741600,planetarian ～ちいさなほしのゆめ～,株式会社プロトタイプ,2006-08-24,2940.0
M737572,biohazard 4 PlayStation2® the Best,株式会社カプコン,2006-08-24,3990.0
M751058,タマラン,株式会社ソニー・コンピュータエンタテインメント,2006-08-24,3990.0
M729676,FINAL FANTASY 3 クリスタルエディション,株式会社スクウェア・エニックス,2006-08-24,22780.0
M753551,バイオハザード コード: ベロニカ 完全版 プレミアムパック,株式会社カプコン,2006-08-24,2604.0
M742869,Strawberry Panic! ストロベリー・パニック! 初回限定版,株式会社メディアワークス,2006-08-24,9240.0
M742868,Strawberry Panic! ストロベリー・パニック!,株式会社メディアワークス,2006-08-24,7140.0
M761532,最強将棋 激指スペシャル,株式会社毎日コミュニケーションズ,2006-08-24,2940.0
M740330,Like Life an hour ベスト版,株式会社PIACCI,2006-08-24,2940.0
M752007,てんたま2wins 2800コレクション,株式会社キッド,2006-08-24,2940.0
M752005,てんたま -1st Sunny Side- 2800コレクション,株式会社キッド,2006-08-24,2940.0
M720793,Devil May Cry PlayStation2 the Best,カプコン,2006-08-24,2604.0
M739647,GUILTY GEAR JUDGMENT （ギルティギア ジャッジメント）,アークシステムワークス株式会社,2006-08-24,5040.0
M729675,FINAL FANTASY 3,株式会社スクウェア・エニックス,2006-08-24,5980.0
M734696,新天魔界 ジェネレーション オブ カオス5 IF コレクション,アイディアファクトリー株式会社,2006-08-24,2940.0
M743925,WinningPost6 2006,株式会社コーエー,2006-08-24,5040.0
M745147,アルティメットスパイダーマン,株式会社スクウェア・エニックス,2006-08-24,7140.0
M752295,トム・クランシーシリーズ スプリンターセル カオスセオリー UBISOFT BEST,ユービーアイソフト株式会社,2006-08-24,2940.0
M750886,ダイノキングバトル 太古からの漂流者,株式会社タイトー,2006-08-24,5040.0
M740887,My Merry May with be 2800コレクション,株式会社キッド,2006-08-24,2940.0
M734026,キングスフィールド アディショナル2,株式会社フロム・ソフトウェア,2006-08-24,3990.0
M756911,マビノxスタイル 2800コレクション,株式会社キッド,2006-08-24,2940.0
M742455,SIMPLE 2500 シリーズ Portable!! Vol. 7 THE どこでも漢字クイズ ～チャレンジ! 漢字検定2006～,株式会社ディースリー・パブリッシャー,2006-08-24,2625.0
M758829,レッスルエンジェルス SURVIVOR,株式会社サクセス,2006-08-24,7140.0
M736861,_summer＃＃ アンダーバーサマーダブルシャープ 初回限定版,株式会社PIACCI,2006-08-24,9975.0
M736860,_summer＃＃ アンダーバーサマーダブルシャープ,株式会社PIACCI,2006-08-24,7140.0
M753687,パイレーツ・オブ・カリビアン デットマンズ・チェスト,株式会社ディースリー・パブリッシャー,2006-08-24,5040.0
M740813,MotoGP,株式会社バンダイナムコゲームス,2006-08-24,5040.0
M719719,Pretty flap チョコレート テイスト,"ティラミスヴィラ,イーアンツ有限会社",2006-08-25,7800.0
M734971,大航海時代onlineラ・フロンテーラ,コーエー,2006-08-30,5800.0
M757513,メダル オブ オナー ヨーロッパ強襲 EA BEST HITS,エレクトロニック・アーツ株式会社,2006-08-31,3129.0
M745442,イブ ～ニュージェネレーション～ DXパック,株式会社角川書店,2006-08-31,9240.0
M748573,ザ・シムズ＆ザ・アーブズ シムズ・イン・ザ・シティ EA BEST HITS,エレクトロニック・アーツ株式会社,2006-08-31,4179.0
M748447,コンデムド サイコクライム,株式会社セガ,2006-08-31,7140.0
M760436,学園ヘヴン BOY'S LOVE SCRAMBLE! ベスト版,株式会社インターチャネル,2006-08-31,3045.0
M734737,太閤立志伝4,株式会社コーエー,2006-08-31,5040.0
M748235,こころを休める大人の塗り絵DS,株式会社アーテイン,2006-08-31,3990.0
