year,ゲームプラットフォーム名,ゲームパッケージ数,ゲームパブリッシャー数,メーカー名,発売年
2002,セガサターン,0,0,セガ,2002-01-01
2002,プレイステーション,310,82,ソニー,2002-01-01
2002,NINTENDO64,0,0,任天堂,2002-01-01
2002,ドリームキャスト,74,30,セガ,2002-01-01
2002,プレイステーション2,423,111,ソニー,2002-01-01
2002,ゲームボーイアドバンス,162,62,任天堂,2002-01-01
2002,ニンテンドーゲームキューブ,45,23,任天堂,2002-01-01
2002,ニンテンドーDS,0,0,任天堂,2002-01-01
2002,プレイステーション・ポータブル,0,0,ソニー,2002-01-01
2002,Wii,0,0,任天堂,2002-01-01
2002,ゲームアーカイブス,0,0,ソニー,2002-01-01
2002,プレイステーション3,0,0,ソニー,2002-01-01
2002,ニンテンドー3DS,0,0,任天堂,2002-01-01
2002,プレイステーションVita,0,0,ソニー,2002-01-01
2002,WiiU,0,0,任天堂,2002-01-01
2002,プレイステーション4,0,0,ソニー,2002-01-01
2002,NintendoSwitch,0,0,任天堂,2002-01-01
2003,ファミリーコンピュータ,0,0,任天堂,2003-01-01
2003,SC-3000,0,0,セガ,2003-01-01
2003,SG-1000,0,0,セガ,2003-01-01
2003,SEGAマーク3,0,0,セガ,2003-01-01
2003,セガ・マスターシステム,0,0,セガ,2003-01-01
2003,メガドライブ,0,0,セガ,2003-01-01
2003,ゲームボーイ,1,1,任天堂,2003-01-01
2003,ゲームギア,0,0,セガ,2003-01-01
2003,スーパーファミコン,0,0,任天堂,2003-01-01
2003,セガサターン,0,0,セガ,2003-01-01
2003,プレイステーション,96,35,ソニー,2003-01-01
2003,NINTENDO64,0,0,任天堂,2003-01-01
2003,ドリームキャスト,55,22,セガ,2003-01-01
2003,プレイステーション2,547,129,ソニー,2003-01-01
2003,ゲームボーイアドバンス,131,53,任天堂,2003-01-01
2003,ニンテンドーゲームキューブ,80,34,任天堂,2003-01-01
2003,ニンテンドーDS,0,0,任天堂,2003-01-01
2003,プレイステーション・ポータブル,0,0,ソニー,2003-01-01
2003,Wii,0,0,任天堂,2003-01-01
2003,ゲームアーカイブス,0,0,ソニー,2003-01-01
2003,プレイステーション3,0,0,ソニー,2003-01-01
2003,ニンテンドー3DS,0,0,任天堂,2003-01-01
2003,プレイステーションVita,0,0,ソニー,2003-01-01
2003,WiiU,0,0,任天堂,2003-01-01
2003,プレイステーション4,0,0,ソニー,2003-01-01
2003,NintendoSwitch,0,0,任天堂,2003-01-01
2004,ファミリーコンピュータ,0,0,任天堂,2004-01-01
2004,SC-3000,0,0,セガ,2004-01-01
2004,SG-1000,0,0,セガ,2004-01-01
2004,SEGAマーク3,0,0,セガ,2004-01-01
2004,セガ・マスターシステム,0,0,セガ,2004-01-01
2004,メガドライブ,0,0,セガ,2004-01-01
2004,ゲームボーイ,0,0,任天堂,2004-01-01
2004,ゲームギア,0,0,セガ,2004-01-01
2004,スーパーファミコン,0,0,任天堂,2004-01-01
2004,セガサターン,0,0,セガ,2004-01-01
2004,プレイステーション,13,8,ソニー,2004-01-01
2004,NINTENDO64,0,0,任天堂,2004-01-01
2004,ドリームキャスト,25,18,セガ,2004-01-01
2004,プレイステーション2,634,122,ソニー,2004-01-01
2004,ゲームボーイアドバンス,170,46,任天堂,2004-01-01
2004,ニンテンドーゲームキューブ,42,19,任天堂,2004-01-01
2004,ニンテンドーDS,10,9,任天堂,2004-01-01
2004,プレイステーション・ポータブル,16,14,ソニー,2004-01-01
2004,Wii,0,0,任天堂,2004-01-01
2004,ゲームアーカイブス,0,0,ソニー,2004-01-01
2004,プレイステーション3,0,0,ソニー,2004-01-01
2004,ニンテンドー3DS,0,0,任天堂,2004-01-01
2004,プレイステーションVita,0,0,ソニー,2004-01-01
2004,WiiU,0,0,任天堂,2004-01-01
2004,プレイステーション4,0,0,ソニー,2004-01-01
2004,NintendoSwitch,0,0,任天堂,2004-01-01
2005,ファミリーコンピュータ,0,0,任天堂,2005-01-01
2005,SC-3000,0,0,セガ,2005-01-01
2005,SG-1000,0,0,セガ,2005-01-01
2005,SEGAマーク3,0,0,セガ,2005-01-01
2005,セガ・マスターシステム,0,0,セガ,2005-01-01
2005,メガドライブ,0,0,セガ,2005-01-01
2005,ゲームボーイ,0,0,任天堂,2005-01-01
2005,ゲームギア,0,0,セガ,2005-01-01
2005,スーパーファミコン,0,0,任天堂,2005-01-01
2005,セガサターン,0,0,セガ,2005-01-01
2005,プレイステーション,0,0,ソニー,2005-01-01
2005,NINTENDO64,0,0,任天堂,2005-01-01
2005,ドリームキャスト,2,2,セガ,2005-01-01
2005,プレイステーション2,667,102,ソニー,2005-01-01
2005,ゲームボーイアドバンス,83,28,任天堂,2005-01-01
2005,ニンテンドーゲームキューブ,41,16,任天堂,2005-01-01
2005,ニンテンドーDS,85,35,任天堂,2005-01-01
2005,プレイステーション・ポータブル,103,34,ソニー,2005-01-01
2005,Wii,0,0,任天堂,2005-01-01
2005,ゲームアーカイブス,0,0,ソニー,2005-01-01
2005,プレイステーション3,0,0,ソニー,2005-01-01
2005,ニンテンドー3DS,0,0,任天堂,2005-01-01
2005,プレイステーションVita,0,0,ソニー,2005-01-01
2005,WiiU,0,0,任天堂,2005-01-01
2005,プレイステーション4,0,0,ソニー,2005-01-01
2005,NintendoSwitch,0,0,任天堂,2005-01-01
2006,ファミリーコンピュータ,0,0,任天堂,2006-01-01
2006,SC-3000,0,0,セガ,2006-01-01
2006,SG-1000,0,0,セガ,2006-01-01
2006,SEGAマーク3,0,0,セガ,2006-01-01
2006,セガ・マスターシステム,0,0,セガ,2006-01-01
2006,メガドライブ,0,0,セガ,2006-01-01
2006,ゲームボーイ,0,0,任天堂,2006-01-01
2006,ゲームギア,0,0,セガ,2006-01-01
2006,スーパーファミコン,0,0,任天堂,2006-01-01
2006,セガサターン,0,0,セガ,2006-01-01
2006,プレイステーション,1,1,ソニー,2006-01-01
2006,NINTENDO64,0,0,任天堂,2006-01-01
2006,ドリームキャスト,2,1,セガ,2006-01-01
2006,プレイステーション2,557,99,ソニー,2006-01-01
2006,ゲームボーイアドバンス,46,16,任天堂,2006-01-01
2006,ニンテンドーゲームキューブ,9,5,任天堂,2006-01-01
2006,ニンテンドーDS,203,58,任天堂,2006-01-01
2006,プレイステーション・ポータブル,225,60,ソニー,2006-01-01
2006,Wii,68,16,任天堂,2006-01-01
2006,ゲームアーカイブス,18,8,ソニー,2006-01-01
2006,プレイステーション3,21,9,ソニー,2006-01-01
2006,ニンテンドー3DS,0,0,任天堂,2006-01-01
2006,プレイステーションVita,0,0,ソニー,2006-01-01
2006,WiiU,0,0,任天堂,2006-01-01
2006,プレイステーション4,0,0,ソニー,2006-01-01
2006,NintendoSwitch,0,0,任天堂,2006-01-01
2007,ファミリーコンピュータ,0,0,任天堂,2007-01-01
2007,SC-3000,0,0,セガ,2007-01-01
2007,SG-1000,0,0,セガ,2007-01-01
2007,SEGAマーク3,0,0,セガ,2007-01-01
2007,セガ・マスターシステム,0,0,セガ,2007-01-01
2007,メガドライブ,0,0,セガ,2007-01-01
2007,ゲームボーイ,0,0,任天堂,2007-01-01
2007,ゲームギア,0,0,セガ,2007-01-01
2007,スーパーファミコン,0,0,任天堂,2007-01-01
2007,セガサターン,0,0,セガ,2007-01-01
2007,プレイステーション,0,0,ソニー,2007-01-01
2007,NINTENDO64,0,0,任天堂,2007-01-01
2007,ドリームキャスト,1,1,セガ,2007-01-01
2007,プレイステーション2,425,87,ソニー,2007-01-01
2007,ゲームボーイアドバンス,0,0,任天堂,2007-01-01
2007,ニンテンドーゲームキューブ,0,0,任天堂,2007-01-01
2007,ニンテンドーDS,377,94,任天堂,2007-01-01
2007,プレイステーション・ポータブル,160,45,ソニー,2007-01-01
2007,Wii,300,44,任天堂,2007-01-01
2007,ゲームアーカイブス,136,20,ソニー,2007-01-01
2007,プレイステーション3,79,26,ソニー,2007-01-01
2007,ニンテンドー3DS,0,0,任天堂,2007-01-01
2007,プレイステーションVita,0,0,ソニー,2007-01-01
2007,WiiU,0,0,任天堂,2007-01-01
2007,プレイステーション4,0,0,ソニー,2007-01-01
2007,NintendoSwitch,0,0,任天堂,2007-01-01
2008,ファミリーコンピュータ,0,0,任天堂,2008-01-01
2008,SC-3000,0,0,セガ,2008-01-01
2008,SG-1000,0,0,セガ,2008-01-01
2008,SEGAマーク3,0,0,セガ,2008-01-01
2008,セガ・マスターシステム,0,0,セガ,2008-01-01
2008,メガドライブ,0,0,セガ,2008-01-01
2008,ゲームボーイ,0,0,任天堂,2008-01-01
2008,ゲームギア,0,0,セガ,2008-01-01
2008,スーパーファミコン,0,0,任天堂,2008-01-01
2008,セガサターン,0,0,セガ,2008-01-01
2008,プレイステーション,0,0,ソニー,2008-01-01
2008,NINTENDO64,0,0,任天堂,2008-01-01
2008,ドリームキャスト,0,0,セガ,2008-01-01
2008,プレイステーション2,312,78,ソニー,2008-01-01
2008,ゲームボーイアドバンス,0,0,任天堂,2008-01-01
2008,ニンテンドーゲームキューブ,0,0,任天堂,2008-01-01
2008,ニンテンドーDS,448,100,任天堂,2008-01-01
2008,プレイステーション・ポータブル,155,52,ソニー,2008-01-01
2008,Wii,326,61,任天堂,2008-01-01
2008,ゲームアーカイブス,111,20,ソニー,2008-01-01
2008,プレイステーション3,146,36,ソニー,2008-01-01
2008,ニンテンドー3DS,0,0,任天堂,2008-01-01
2008,プレイステーションVita,0,0,ソニー,2008-01-01
2008,WiiU,0,0,任天堂,2008-01-01
2008,プレイステーション4,0,0,ソニー,2008-01-01
2008,NintendoSwitch,0,0,任天堂,2008-01-01
2009,ファミリーコンピュータ,0,0,任天堂,2009-01-01
2009,SC-3000,0,0,セガ,2009-01-01
2009,SG-1000,0,0,セガ,2009-01-01
2009,SEGAマーク3,0,0,セガ,2009-01-01
2009,セガ・マスターシステム,0,0,セガ,2009-01-01
2009,メガドライブ,0,0,セガ,2009-01-01
2009,ゲームボーイ,0,0,任天堂,2009-01-01
2009,ゲームギア,0,0,セガ,2009-01-01
2009,スーパーファミコン,0,0,任天堂,2009-01-01
2009,セガサターン,0,0,セガ,2009-01-01
2009,プレイステーション,0,0,ソニー,2009-01-01
2009,NINTENDO64,0,0,任天堂,2009-01-01
2009,ドリームキャスト,0,0,セガ,2009-01-01
2009,プレイステーション2,182,52,ソニー,2009-01-01
2009,ゲームボーイアドバンス,0,0,任天堂,2009-01-01
2009,ニンテンドーゲームキューブ,0,0,任天堂,2009-01-01
2009,ニンテンドーDS,464,96,任天堂,2009-01-01
2009,プレイステーション・ポータブル,488,82,ソニー,2009-01-01
2009,Wii,347,68,任天堂,2009-01-01
2009,ゲームアーカイブス,97,23,ソニー,2009-01-01
2009,プレイステーション3,152,38,ソニー,2009-01-01
2009,ニンテンドー3DS,0,0,任天堂,2009-01-01
2009,プレイステーションVita,0,0,ソニー,2009-01-01
2009,WiiU,0,0,任天堂,2009-01-01
2009,プレイステーション4,0,0,ソニー,2009-01-01
2009,NintendoSwitch,0,0,任天堂,2009-01-01
2010,ファミリーコンピュータ,0,0,任天堂,2010-01-01
2010,SC-3000,0,0,セガ,2010-01-01
2010,SG-1000,0,0,セガ,2010-01-01
2010,SEGAマーク3,0,0,セガ,2010-01-01
2010,セガ・マスターシステム,0,0,セガ,2010-01-01
2010,メガドライブ,0,0,セガ,2010-01-01
2010,ゲームボーイ,0,0,任天堂,2010-01-01
2010,ゲームギア,0,0,セガ,2010-01-01
2010,スーパーファミコン,0,0,任天堂,2010-01-01
2010,セガサターン,0,0,セガ,2010-01-01
2010,プレイステーション,1,1,ソニー,2010-01-01
2010,NINTENDO64,0,0,任天堂,2010-01-01
2010,ドリームキャスト,0,0,セガ,2010-01-01
2010,プレイステーション2,92,31,ソニー,2010-01-01
2010,ゲームボーイアドバンス,0,0,任天堂,2010-01-01
2010,ニンテンドーゲームキューブ,0,0,任天堂,2010-01-01
2010,ニンテンドーDS,377,98,任天堂,2010-01-01
2010,プレイステーション・ポータブル,637,94,ソニー,2010-01-01
2010,Wii,162,34,任天堂,2010-01-01
2010,ゲームアーカイブス,204,23,ソニー,2010-01-01
2010,プレイステーション3,214,48,ソニー,2010-01-01
2010,ニンテンドー3DS,0,0,任天堂,2010-01-01
2010,プレイステーションVita,0,0,ソニー,2010-01-01
2010,WiiU,0,0,任天堂,2010-01-01
2010,プレイステーション4,0,0,ソニー,2010-01-01
2010,NintendoSwitch,0,0,任天堂,2010-01-01
2011,ファミリーコンピュータ,0,0,任天堂,2011-01-01
2011,SC-3000,0,0,セガ,2011-01-01
2011,SG-1000,0,0,セガ,2011-01-01
2011,SEGAマーク3,0,0,セガ,2011-01-01
2011,セガ・マスターシステム,0,0,セガ,2011-01-01
2011,メガドライブ,0,0,セガ,2011-01-01
2011,ゲームボーイ,0,0,任天堂,2011-01-01
2011,ゲームギア,0,0,セガ,2011-01-01
2011,スーパーファミコン,0,0,任天堂,2011-01-01
2011,セガサターン,0,0,セガ,2011-01-01
2011,プレイステーション,0,0,ソニー,2011-01-01
2011,NINTENDO64,0,0,任天堂,2011-01-01
2011,ドリームキャスト,0,0,セガ,2011-01-01
2011,プレイステーション2,18,12,ソニー,2011-01-01
2011,ゲームボーイアドバンス,0,0,任天堂,2011-01-01
2011,ニンテンドーゲームキューブ,0,0,任天堂,2011-01-01
2011,ニンテンドーDS,151,53,任天堂,2011-01-01
2011,プレイステーション・ポータブル,505,84,ソニー,2011-01-01
2011,Wii,101,28,任天堂,2011-01-01
2011,ゲームアーカイブス,123,19,ソニー,2011-01-01
2011,プレイステーション3,291,59,ソニー,2011-01-01
2011,ニンテンドー3DS,172,49,任天堂,2011-01-01
2011,プレイステーションVita,43,15,ソニー,2011-01-01
2011,WiiU,0,0,任天堂,2011-01-01
2011,プレイステーション4,0,0,ソニー,2011-01-01
2011,NintendoSwitch,0,0,任天堂,2011-01-01
2012,ファミリーコンピュータ,0,0,任天堂,2012-01-01
2012,SC-3000,0,0,セガ,2012-01-01
2012,SG-1000,0,0,セガ,2012-01-01
2012,SEGAマーク3,0,0,セガ,2012-01-01
2012,セガ・マスターシステム,0,0,セガ,2012-01-01
2012,メガドライブ,0,0,セガ,2012-01-01
2012,ゲームボーイ,0,0,任天堂,2012-01-01
2012,ゲームギア,0,0,セガ,2012-01-01
2012,スーパーファミコン,0,0,任天堂,2012-01-01
2012,セガサターン,0,0,セガ,2012-01-01
2012,プレイステーション,0,0,ソニー,2012-01-01
2012,NINTENDO64,0,0,任天堂,2012-01-01
2012,ドリームキャスト,0,0,セガ,2012-01-01
2012,プレイステーション2,0,0,ソニー,2012-01-01
2012,ゲームボーイアドバンス,0,0,任天堂,2012-01-01
2012,ニンテンドーゲームキューブ,0,0,任天堂,2012-01-01
2012,ニンテンドーDS,76,26,任天堂,2012-01-01
2012,プレイステーション・ポータブル,535,70,ソニー,2012-01-01
2012,Wii,43,10,任天堂,2012-01-01
2012,ゲームアーカイブス,59,14,ソニー,2012-01-01
2012,プレイステーション3,334,52,ソニー,2012-01-01
2012,ニンテンドー3DS,312,55,任天堂,2012-01-01
2012,プレイステーションVita,167,36,ソニー,2012-01-01
2012,WiiU,28,9,任天堂,2012-01-01
2012,プレイステーション4,0,0,ソニー,2012-01-01
2012,NintendoSwitch,0,0,任天堂,2012-01-01
2013,ファミリーコンピュータ,0,0,任天堂,2013-01-01
2013,SC-3000,0,0,セガ,2013-01-01
2013,SG-1000,0,0,セガ,2013-01-01
2013,SEGAマーク3,0,0,セガ,2013-01-01
2013,セガ・マスターシステム,0,0,セガ,2013-01-01
2013,メガドライブ,0,0,セガ,2013-01-01
2013,ゲームボーイ,0,0,任天堂,2013-01-01
2013,ゲームギア,0,0,セガ,2013-01-01
2013,スーパーファミコン,0,0,任天堂,2013-01-01
2013,セガサターン,0,0,セガ,2013-01-01
2013,プレイステーション,0,0,ソニー,2013-01-01
2013,NINTENDO64,0,0,任天堂,2013-01-01
2013,ドリームキャスト,0,0,セガ,2013-01-01
2013,プレイステーション2,1,1,ソニー,2013-01-01
2013,ゲームボーイアドバンス,0,0,任天堂,2013-01-01
2013,ニンテンドーゲームキューブ,0,0,任天堂,2013-01-01
2013,ニンテンドーDS,15,9,任天堂,2013-01-01
2013,プレイステーション・ポータブル,378,43,ソニー,2013-01-01
2013,Wii,7,4,任天堂,2013-01-01
2013,ゲームアーカイブス,46,11,ソニー,2013-01-01
2013,プレイステーション3,473,58,ソニー,2013-01-01
2013,ニンテンドー3DS,478,64,任天堂,2013-01-01
2013,プレイステーションVita,305,41,ソニー,2013-01-01
2013,WiiU,167,20,任天堂,2013-01-01
2013,プレイステーション4,0,0,ソニー,2013-01-01
2013,NintendoSwitch,0,0,任天堂,2013-01-01
2014,ファミリーコンピュータ,0,0,任天堂,2014-01-01
2014,SC-3000,0,0,セガ,2014-01-01
2014,SG-1000,0,0,セガ,2014-01-01
2014,SEGAマーク3,0,0,セガ,2014-01-01
2014,セガ・マスターシステム,0,0,セガ,2014-01-01
2014,メガドライブ,0,0,セガ,2014-01-01
2014,ゲームボーイ,0,0,任天堂,2014-01-01
2014,ゲームギア,0,0,セガ,2014-01-01
2014,スーパーファミコン,0,0,任天堂,2014-01-01
2014,セガサターン,0,0,セガ,2014-01-01
2014,プレイステーション,0,0,ソニー,2014-01-01
2014,NINTENDO64,0,0,任天堂,2014-01-01
2014,ドリームキャスト,0,0,セガ,2014-01-01
2014,プレイステーション2,0,0,ソニー,2014-01-01
2014,ゲームボーイアドバンス,0,0,任天堂,2014-01-01
2014,ニンテンドーゲームキューブ,0,0,任天堂,2014-01-01
2014,ニンテンドーDS,7,4,任天堂,2014-01-01
2014,プレイステーション・ポータブル,176,28,ソニー,2014-01-01
2014,Wii,1,1,任天堂,2014-01-01
2014,ゲームアーカイブス,58,14,ソニー,2014-01-01
2014,プレイステーション3,398,49,ソニー,2014-01-01
2014,ニンテンドー3DS,387,75,任天堂,2014-01-01
2014,プレイステーションVita,412,61,ソニー,2014-01-01
2014,WiiU,233,25,任天堂,2014-01-01
2014,プレイステーション4,208,38,ソニー,2014-01-01
2014,NintendoSwitch,0,0,任天堂,2014-01-01
2015,ファミリーコンピュータ,0,0,任天堂,2015-01-01
2015,SC-3000,0,0,セガ,2015-01-01
2015,SG-1000,0,0,セガ,2015-01-01
2015,SEGAマーク3,0,0,セガ,2015-01-01
2015,セガ・マスターシステム,0,0,セガ,2015-01-01
2015,メガドライブ,0,0,セガ,2015-01-01
2015,ゲームボーイ,0,0,任天堂,2015-01-01
2015,ゲームギア,0,0,セガ,2015-01-01
2015,スーパーファミコン,0,0,任天堂,2015-01-01
2015,セガサターン,0,0,セガ,2015-01-01
2015,プレイステーション,0,0,ソニー,2015-01-01
2015,NINTENDO64,0,0,任天堂,2015-01-01
2015,ドリームキャスト,0,0,セガ,2015-01-01
2015,プレイステーション2,0,0,ソニー,2015-01-01
2015,ゲームボーイアドバンス,0,0,任天堂,2015-01-01
2015,ニンテンドーゲームキューブ,0,0,任天堂,2015-01-01
2015,ニンテンドーDS,0,0,任天堂,2015-01-01
2015,プレイステーション・ポータブル,33,10,ソニー,2015-01-01
2015,Wii,1,1,任天堂,2015-01-01
2015,ゲームアーカイブス,59,14,ソニー,2015-01-01
2015,プレイステーション3,244,42,ソニー,2015-01-01
2015,ニンテンドー3DS,342,73,任天堂,2015-01-01
2015,プレイステーションVita,529,76,ソニー,2015-01-01
2015,WiiU,222,34,任天堂,2015-01-01
2015,プレイステーション4,336,66,ソニー,2015-01-01
2015,NintendoSwitch,0,0,任天堂,2015-01-01
2016,ファミリーコンピュータ,0,0,任天堂,2016-01-01
2016,SC-3000,0,0,セガ,2016-01-01
2016,SG-1000,0,0,セガ,2016-01-01
2016,SEGAマーク3,0,0,セガ,2016-01-01
2016,セガ・マスターシステム,0,0,セガ,2016-01-01
2016,メガドライブ,0,0,セガ,2016-01-01
2016,ゲームボーイ,0,0,任天堂,2016-01-01
2016,ゲームギア,0,0,セガ,2016-01-01
2016,スーパーファミコン,0,0,任天堂,2016-01-01
2016,セガサターン,0,0,セガ,2016-01-01
2016,プレイステーション,0,0,ソニー,2016-01-01
2016,NINTENDO64,0,0,任天堂,2016-01-01
2016,ドリームキャスト,0,0,セガ,2016-01-01
2016,プレイステーション2,0,0,ソニー,2016-01-01
2016,ゲームボーイアドバンス,0,0,任天堂,2016-01-01
2016,ニンテンドーゲームキューブ,0,0,任天堂,2016-01-01
2016,ニンテンドーDS,0,0,任天堂,2016-01-01
2016,プレイステーション・ポータブル,5,2,ソニー,2016-01-01
2016,Wii,0,0,任天堂,2016-01-01
2016,ゲームアーカイブス,22,7,ソニー,2016-01-01
2016,プレイステーション3,116,26,ソニー,2016-01-01
2016,ニンテンドー3DS,364,64,任天堂,2016-01-01
2016,プレイステーションVita,494,72,ソニー,2016-01-01
2016,WiiU,149,32,任天堂,2016-01-01
2016,プレイステーション4,534,99,ソニー,2016-01-01
2016,NintendoSwitch,0,0,任天堂,2016-01-01
2017,ファミリーコンピュータ,0,0,任天堂,2017-01-01
2017,SC-3000,0,0,セガ,2017-01-01
2017,SG-1000,0,0,セガ,2017-01-01
2017,SEGAマーク3,0,0,セガ,2017-01-01
2017,セガ・マスターシステム,0,0,セガ,2017-01-01
2017,メガドライブ,0,0,セガ,2017-01-01
2017,ゲームボーイ,0,0,任天堂,2017-01-01
2017,ゲームギア,0,0,セガ,2017-01-01
2017,スーパーファミコン,0,0,任天堂,2017-01-01
2017,セガサターン,0,0,セガ,2017-01-01
2017,プレイステーション,0,0,ソニー,2017-01-01
2017,NINTENDO64,0,0,任天堂,2017-01-01
2017,ドリームキャスト,0,0,セガ,2017-01-01
2017,プレイステーション2,0,0,ソニー,2017-01-01
2017,ゲームボーイアドバンス,0,0,任天堂,2017-01-01
2017,ニンテンドーゲームキューブ,0,0,任天堂,2017-01-01
2017,ニンテンドーDS,0,0,任天堂,2017-01-01
2017,プレイステーション・ポータブル,0,0,ソニー,2017-01-01
2017,Wii,0,0,任天堂,2017-01-01
2017,ゲームアーカイブス,17,7,ソニー,2017-01-01
2017,プレイステーション3,33,13,ソニー,2017-01-01
2017,ニンテンドー3DS,208,48,任天堂,2017-01-01
2017,プレイステーションVita,398,65,ソニー,2017-01-01
2017,WiiU,43,13,任天堂,2017-01-01
2017,プレイステーション4,791,143,ソニー,2017-01-01
2017,NintendoSwitch,318,96,任天堂,2017-01-01
2018,ファミリーコンピュータ,0,0,任天堂,2018-01-01
2018,SC-3000,0,0,セガ,2018-01-01
2018,SG-1000,0,0,セガ,2018-01-01
2018,SEGAマーク3,0,0,セガ,2018-01-01
2018,セガ・マスターシステム,0,0,セガ,2018-01-01
2018,メガドライブ,0,0,セガ,2018-01-01
2018,ゲームボーイ,0,0,任天堂,2018-01-01
2018,ゲームギア,0,0,セガ,2018-01-01
2018,スーパーファミコン,0,0,任天堂,2018-01-01
2018,セガサターン,0,0,セガ,2018-01-01
2018,プレイステーション,0,0,ソニー,2018-01-01
2018,NINTENDO64,0,0,任天堂,2018-01-01
2018,ドリームキャスト,0,0,セガ,2018-01-01
2018,プレイステーション2,0,0,ソニー,2018-01-01
2018,ゲームボーイアドバンス,0,0,任天堂,2018-01-01
2018,ニンテンドーゲームキューブ,0,0,任天堂,2018-01-01
2018,ニンテンドーDS,0,0,任天堂,2018-01-01
2018,プレイステーション・ポータブル,0,0,ソニー,2018-01-01
2018,Wii,0,0,任天堂,2018-01-01
2018,ゲームアーカイブス,0,0,ソニー,2018-01-01
2018,プレイステーション3,0,0,ソニー,2018-01-01
2018,ニンテンドー3DS,0,0,任天堂,2018-01-01
2018,プレイステーションVita,0,0,ソニー,2018-01-01
2018,WiiU,0,0,任天堂,2018-01-01
2018,プレイステーション4,5,5,ソニー,2018-01-01
2018,NintendoSwitch,2,2,任天堂,2018-01-01
2019,ファミリーコンピュータ,0,0,任天堂,2019-01-01
2019,SC-3000,0,0,セガ,2019-01-01
2019,SG-1000,0,0,セガ,2019-01-01
2019,SEGAマーク3,0,0,セガ,2019-01-01
2019,セガ・マスターシステム,0,0,セガ,2019-01-01
2019,メガドライブ,0,0,セガ,2019-01-01
2019,ゲームボーイ,0,0,任天堂,2019-01-01
2019,ゲームギア,0,0,セガ,2019-01-01
2019,スーパーファミコン,0,0,任天堂,2019-01-01
2019,セガサターン,0,0,セガ,2019-01-01
2019,プレイステーション,0,0,ソニー,2019-01-01
2019,NINTENDO64,0,0,任天堂,2019-01-01
2019,ドリームキャスト,0,0,セガ,2019-01-01
2019,プレイステーション2,0,0,ソニー,2019-01-01
2019,ゲームボーイアドバンス,0,0,任天堂,2019-01-01
2019,ニンテンドーゲームキューブ,0,0,任天堂,2019-01-01
2019,ニンテンドーDS,0,0,任天堂,2019-01-01
2019,プレイステーション・ポータブル,1,1,ソニー,2019-01-01
2019,Wii,0,0,任天堂,2019-01-01
2019,ゲームアーカイブス,0,0,ソニー,2019-01-01
2019,プレイステーション3,0,0,ソニー,2019-01-01
2019,ニンテンドー3DS,0,0,任天堂,2019-01-01
2019,プレイステーションVita,0,0,ソニー,2019-01-01
2019,WiiU,0,0,任天堂,2019-01-01
2019,プレイステーション4,0,0,ソニー,2019-01-01
2019,NintendoSwitch,0,0,任天堂,2019-01-01
