ceid,cename,ccid,miid,page_start,page_end,pages,page_start_position,two_colored,four_colored,miname,mcid,mcname,date,price,ccname
CE58926,其之四百六十八 悪夢ふたたび,C87667,M543597,75.0,87.0,13.0,0.1592356687898089,False,False,週刊少年ジャンプ 1994年 表示号数21,C119459,週刊少年ジャンプ,1994-05-09,200.0,DRAGON　BALL
CE58948,其之四百六十七 さらば誇り高き戦士,C87667,M543598,63.0,75.0,13.0,0.1563275434243176,False,False,週刊少年ジャンプ 1994年 表示号数20,C119459,週刊少年ジャンプ,1994-05-02,190.0,DRAGON　BALL
CE58967,其之四百六十六 黒幕の最後,C87667,M543599,85.0,97.0,13.0,0.1868131868131868,False,False,週刊少年ジャンプ 1994年 表示号数19,C119459,週刊少年ジャンプ,1994-04-25,200.0,DRAGON　BALL
CE58987,其之四百六十五 怒る魔人ブウ,C87667,M543600,79.0,91.0,13.0,0.1941031941031941,False,False,週刊少年ジャンプ 1994年 表示号数18,C119459,週刊少年ジャンプ,1994-04-18,190.0,DRAGON　BALL
CE59007,其之四百六十四 ベジータ 最後の決死戦,C87667,M543601,57.0,69.0,13.0,0.14214463840399,False,False,週刊少年ジャンプ 1994年 表示号数17,C119459,週刊少年ジャンプ,1994-04-11,190.0,DRAGON　BALL
CE59028,其之四百六十三 圧倒的な不気味パワー,C87667,M543602,67.0,79.0,13.0,0.1583924349881796,False,False,週刊少年ジャンプ 1994年 表示号数16,C119459,週刊少年ジャンプ,1994-04-04,200.0,DRAGON　BALL
CE59048,其之四百六十二 魔人ブウの脅威,C87667,M543603,65.0,77.0,13.0,0.1473922902494331,False,False,週刊少年ジャンプ 1994年 表示号数15,C119459,週刊少年ジャンプ,1994-03-28,200.0,DRAGON　BALL
CE59069,其之四百六十一 こいつが魔人ブウ!?,C87667,M543604,65.0,77.0,13.0,0.1604938271604938,False,False,週刊少年ジャンプ 1994年 表示号数14,C119459,週刊少年ジャンプ,1994-03-21,190.0,DRAGON　BALL
CE59089,其之四百六十 魔人ブウ出現か!?,C87667,M543605,63.0,75.0,13.0,0.1547911547911548,False,False,週刊少年ジャンプ 1994年 表示号数13,C119459,週刊少年ジャンプ,1994-03-14,190.0,DRAGON　BALL
CE59108,其之四百五十九 カウントダウン,C87667,M543606,77.0,89.0,13.0,0.1770114942528735,False,False,週刊少年ジャンプ 1994年 表示号数12,C119459,週刊少年ジャンプ,1994-03-07,200.0,DRAGON　BALL
CE59129,其之四百五十八 ふたつの死闘,C87667,M543607,63.0,75.0,13.0,0.1563275434243176,False,False,週刊少年ジャンプ 1994年 表示号数11,C119459,週刊少年ジャンプ,1994-02-28,190.0,DRAGON　BALL
CE59149,其之四百五十七 ベジータのプライド,C87667,M543608,79.0,91.0,13.0,0.18854415274463,False,False,週刊少年ジャンプ 1994年 表示号数10,C119459,週刊少年ジャンプ,1994-02-21,200.0,DRAGON　BALL
CE59170,其之四百五十六 宿命の対決 孫悟空 対 ベジータ,C87667,M543609,77.0,89.0,13.0,0.184652278177458,False,False,週刊少年ジャンプ 1994年 表示号数9,C119459,週刊少年ジャンプ,1994-02-14,190.0,DRAGON　BALL
CE59189,其之四百五十五 みつけられた邪心,C87667,M543610,75.0,87.0,13.0,0.1789976133651551,False,False,週刊少年ジャンプ 1994年 表示号数8,C119459,週刊少年ジャンプ,1994-02-07,190.0,DRAGON　BALL
CE59208,其之四百五十四 勝者決定!!!,C87667,M543611,79.0,91.0,13.0,0.1931540342298288,False,False,週刊少年ジャンプ 1994年 表示号数7,C119459,週刊少年ジャンプ,1994-01-31,190.0,DRAGON　BALL
CE59228,其之四百五十三 決勝戦の行方,C87667,M543615,105.0,119.0,15.0,0.2229299363057325,False,False,週刊少年ジャンプ 1994年 表示号数5,C119459,週刊少年ジャンプ,1994-01-18,200.0,DRAGON　BALL
CE59246,其之四百五十二 ダ＾ーブラ登場!!,C87667,M543617,19.0,35.0,17.0,0.0408602150537634,True,True,週刊少年ジャンプ 1994年 表示号数3,C119459,週刊少年ジャンプ,1994-01-10,200.0,DRAGON　BALL
CE59268,其之四百五十一 魔獣ヤコンのごちそう,C87667,M543618,93.0,105.0,13.0,0.2062084257206208,False,False,週刊少年ジャンプ 1994年 表示号数2,C119459,週刊少年ジャンプ,1994-01-08,200.0,DRAGON　BALL
CE59289,其之四百五十 ステージ2のヤコン,C87667,M543619,71.0,83.0,13.0,0.1735941320293398,False,False,週刊少年ジャンプ 1994年 表示号数1,C119459,週刊少年ジャンプ,1994-01-01,190.0,DRAGON　BALL
CE59308,其之四百四十九 ゲーム,C87667,M543620,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1993年 表示号数52,C119459,週刊少年ジャンプ,1993-12-13,190.0,DRAGON　BALL
CE59328,其之四百四十八 虎穴に入らずんば・・・,C87667,M543621,67.0,79.0,13.0,0.1519274376417233,False,False,週刊少年ジャンプ 1993年 表示号数51,C119459,週刊少年ジャンプ,1993-12-06,200.0,DRAGON　BALL
CE59348,其之四百四十七 知っていたバビディ,C87667,M543622,49.0,61.0,13.0,0.1198044009779951,False,False,週刊少年ジャンプ 1993年 表示号数50,C119459,週刊少年ジャンプ,1993-11-29,190.0,DRAGON　BALL
CE59369,其之四百四十六 魔導師バビディ,C87667,M543623,73.0,85.0,13.0,0.1776155717761557,False,False,週刊少年ジャンプ 1993年 表示号数49,C119459,週刊少年ジャンプ,1993-11-22,190.0,DRAGON　BALL
CE59390,其之四百四十五 恐るべき謎,C87667,M543624,123.0,137.0,15.0,0.2645161290322581,False,False,週刊少年ジャンプ 1993年 表示号数48,C119459,週刊少年ジャンプ,1993-11-15,200.0,DRAGON　BALL
CE59411,其之四百四十四 奪われたエネルギー,C87667,M543625,107.0,119.0,13.0,0.2565947242206235,False,False,週刊少年ジャンプ 1993年 表示号数47,C119459,週刊少年ジャンプ,1993-11-08,190.0,DRAGON　BALL
CE59432,其之 四百四十三 動き始めた作戦,C87667,M543626,95.0,109.0,15.0,0.2278177458033573,False,False,週刊少年ジャンプ 1993年 表示号数46,C119459,週刊少年ジャンプ,1993-11-01,190.0,DRAGON　BALL
CE59450,其之四百四十二 悟飯 怒る!!,C87667,M543627,77.0,89.0,13.0,0.1770114942528735,False,False,週刊少年ジャンプ 1993年 表示号数45,C119459,週刊少年ジャンプ,1993-10-25,200.0,DRAGON　BALL
CE59471,其之四百四十一 ビーデル ボロボロ,C87667,M543628,57.0,69.0,13.0,0.14214463840399,False,False,週刊少年ジャンプ 1993年 表示号数44,C119459,週刊少年ジャンプ,1993-10-18,190.0,DRAGON　BALL
CE59491,其之四百四十 シンの意外な正体,C87667,M543629,57.0,69.0,13.0,0.1366906474820144,False,False,週刊少年ジャンプ 1993年 表示号数43,C119459,週刊少年ジャンプ,1993-10-11,190.0,DRAGON　BALL
CE59513,其之四百三十九 クリリンそしてピッコロの闘い,C87667,M543630,81.0,93.0,13.0,0.1942446043165467,False,False,週刊少年ジャンプ 1993年 表示号数42,C119459,週刊少年ジャンプ,1993-10-04,190.0,DRAGON　BALL
CE59533,其之四百三十八 対戦相手決定す!,C87667,M543631,77.0,91.0,15.0,0.180327868852459,False,False,週刊少年ジャンプ 1993年 表示号数41,C119459,週刊少年ジャンプ,1993-09-27,190.0,DRAGON　BALL
CE59554,其之四百三十七 不思議なふたり,C87667,M543632,67.0,79.0,13.0,0.1533180778032036,False,False,週刊少年ジャンプ 1993年 表示号数40,C119459,週刊少年ジャンプ,1993-09-20,200.0,DRAGON　BALL
CE59575,其之四百三十六 ミスター・サタンのド根性!,C87667,M543633,55.0,69.0,15.0,0.1371571072319202,False,False,週刊少年ジャンプ 1993年 表示号数39,C119459,週刊少年ジャンプ,1993-09-13,190.0,DRAGON　BALL
CE59594,其之四百三十五 「少年の部」勝者決定!,C87667,M543634,73.0,85.0,13.0,0.1670480549199084,False,False,週刊少年ジャンプ 1993年 表示号数38,C119459,週刊少年ジャンプ,1993-09-06,200.0,DRAGON　BALL
CE59614,其之四百三十四 トランクス対孫悟天2,C87667,M543635,91.0,103.0,13.0,0.1956989247311828,False,False,週刊少年ジャンプ 1993年 表示号数36,C119459,週刊少年ジャンプ,1993-08-23,200.0,DRAGON　BALL
CE59636,其之四百三十三 トランクス対孫悟天,C87667,M543636,81.0,95.0,15.0,0.1942446043165467,False,False,週刊少年ジャンプ 1993年 表示号数35,C119459,週刊少年ジャンプ,1993-08-16,190.0,DRAGON　BALL
CE59655,其之四百三十二 ふたりの小さな超戦士,C87667,M543637,67.0,81.0,15.0,0.1533180778032036,False,False,週刊少年ジャンプ 1993年 表示号数34,C119459,週刊少年ジャンプ,1993-08-09,200.0,DRAGON　BALL
CE59675,其之四百三十一 予選開始,C87667,M543638,67.0,81.0,15.0,0.1646191646191646,False,False,週刊少年ジャンプ 1993年 表示号数33,C119459,週刊少年ジャンプ,1993-08-02,190.0,DRAGON　BALL
CE59693,其之四百三十 ドラゴンチーム集合!!,C87667,M543639,53.0,67.0,15.0,0.1289537712895377,False,False,週刊少年ジャンプ 1993年 表示号数32,C119459,週刊少年ジャンプ,1993-07-26,190.0,DRAGON　BALL
CE59712,其之四百二十九 迫る天下一武道会,C87667,M543640,87.0,101.0,15.0,0.2018561484918793,False,False,週刊少年ジャンプ 1993年 表示号数31,C119459,週刊少年ジャンプ,1993-07-19,200.0,DRAGON　BALL
CE59734,其之四百二十八 ビーデルさんの舞空術,C87667,M543641,87.0,101.0,15.0,0.2009237875288683,False,False,週刊少年ジャンプ 1993年 表示号数30,C119459,週刊少年ジャンプ,1993-07-12,190.0,DRAGON　BALL
CE59753,其之四百二十七 特訓開始!!,C87667,M543642,85.0,99.0,15.0,0.1945080091533181,False,False,週刊少年ジャンプ 1993年 表示号数29,C119459,週刊少年ジャンプ,1993-07-05,200.0,DRAGON　BALL
CE59771,其之四百二十六 天下一武道会,C87667,M543643,63.0,77.0,15.0,0.1510791366906475,False,False,週刊少年ジャンプ 1993年 表示号数28,C119459,週刊少年ジャンプ,1993-06-28,190.0,DRAGON　BALL
CE59790,其之四百二十五 バレた!!!,C87667,M543644,73.0,85.0,13.0,0.1709601873536299,False,False,週刊少年ジャンプ 1993年 表示号数27,C119459,週刊少年ジャンプ,1993-06-21,190.0,DRAGON　BALL
CE59809,其之四百二十四 ビーデル緊急出動,C87667,M543645,111.0,125.0,15.0,0.2505643340857788,False,False,週刊少年ジャンプ 1993年 表示号数26,C119459,週刊少年ジャンプ,1993-06-14,200.0,DRAGON　BALL
CE59826,其之四百二十三 ニューヒーロー誕生!!,C87667,M543646,75.0,87.0,13.0,0.1870324189526184,False,False,週刊少年ジャンプ 1993年 表示号数25,C119459,週刊少年ジャンプ,1993-06-07,190.0,DRAGON　BALL
CE59845,其之四百二十二 悟飯、とても疲れる,C87667,M543647,65.0,79.0,15.0,0.1536643026004728,False,False,週刊少年ジャンプ 1993年 表示号数24,C119459,週刊少年ジャンプ,1993-05-31,190.0,DRAGON　BALL
CE59865,其之四百二十一 サタンシティのハイスクール,C87667,M543648,71.0,85.0,15.0,0.1727493917274939,False,False,週刊少年ジャンプ 1993年 表示号数23,C119459,週刊少年ジャンプ,1993-05-24,190.0,DRAGON　BALL
CE59883,其之四百二十 未来に平和を・・・,C87667,M543650,59.0,73.0,15.0,0.1337868480725623,False,False,週刊少年ジャンプ 1993年 表示号数21,C119459,週刊少年ジャンプ,1993-05-10,200.0,DRAGON　BALL
CE59904,其之四百十九 もうひとつの結末,C87667,M543651,65.0,79.0,15.0,0.1589242053789731,False,False,週刊少年ジャンプ 1993年 表示号数20,C119459,週刊少年ジャンプ,1993-05-03,190.0,DRAGON　BALL
CE59923,其之四百十八 さようなら戦士たち,C87667,M543652,73.0,87.0,15.0,0.1709601873536299,False,False,週刊少年ジャンプ 1993年 表示号数19,C119459,週刊少年ジャンプ,1993-04-26,200.0,DRAGON　BALL
CE59943,其之四百十七 大団円,C87667,M543653,63.0,77.0,15.0,0.1510791366906475,False,False,週刊少年ジャンプ 1993年 表示号数18,C119459,週刊少年ジャンプ,1993-04-19,190.0,DRAGON　BALL
CE59964,其之四百十六 かめはめ波対かめはめ波 最後の決戦,C87667,M543654,82.0,94.0,13.0,0.1885057471264367,False,False,週刊少年ジャンプ 1993年 表示号数17,C119459,週刊少年ジャンプ,1993-04-12,200.0,DRAGON　BALL
CE59984,其之四百十五 孫悟空からのメッセージ,C87667,M543655,69.0,81.0,13.0,0.1646778042959427,False,False,週刊少年ジャンプ 1993年 表示号数16,C119459,週刊少年ジャンプ,1993-04-05,190.0,DRAGON　BALL
CE60004,其之四百十四 思わぬ形勢逆転,C87667,M543656,71.0,85.0,15.0,0.1595505617977528,False,False,週刊少年ジャンプ 1993年 表示号数15,C119459,週刊少年ジャンプ,1993-03-29,200.0,DRAGON　BALL
CE60024,其之四百十三 苦しむ孫悟飯,C87667,M543657,93.0,105.0,13.0,0.2230215827338129,False,False,週刊少年ジャンプ 1993年 表示号数14,C119459,週刊少年ジャンプ,1993-03-22,190.0,DRAGON　BALL
CE60043,其之四百十二 セルゲームの結末,C87667,M543658,96.0,110.0,15.0,0.2358722358722358,False,False,週刊少年ジャンプ 1993年 表示号数13,C119459,週刊少年ジャンプ,1993-03-15,190.0,DRAGON　BALL
CE60059,其之四百十一 追いつめられたセル,C87667,M543659,9.0,29.0,21.0,0.0212765957446808,True,True,週刊少年ジャンプ 1993年 表示号数12,C119459,週刊少年ジャンプ,1993-03-08,200.0,DRAGON　BALL
CE60081,其之四百十 究極のかめはめ波,C87667,M543660,71.0,85.0,15.0,0.1727493917274939,False,False,週刊少年ジャンプ 1993年 表示号数11,C119459,週刊少年ジャンプ,1993-03-01,190.0,DRAGON　BALL
CE60100,其之四百九 本気対本気,C87667,M543661,57.0,71.0,15.0,0.14214463840399,False,False,週刊少年ジャンプ 1993年 表示号数10,C119459,週刊少年ジャンプ,1993-02-22,190.0,DRAGON　BALL
CE60119,其之四百八 孫悟飯爆発!!,C87667,M543662,61.0,75.0,15.0,0.1521197007481296,False,False,週刊少年ジャンプ 1993年 表示号数9,C119459,週刊少年ジャンプ,1993-02-15,190.0,DRAGON　BALL
CE60137,其之四百七 セルジュニアの地獄,C87667,M543663,43.0,57.0,15.0,0.1072319201995012,False,False,週刊少年ジャンプ 1993年 表示号数8,C119459,週刊少年ジャンプ,1993-02-08,190.0,DRAGON　BALL
CE60157,其之四百六 16号の秘密兵器,C87667,M543664,69.0,83.0,15.0,0.1678832116788321,False,False,週刊少年ジャンプ 1993年 表示号数7,C119459,週刊少年ジャンプ,1993-02-01,190.0,DRAGON　BALL
CE60176,其之四百五 怒るか孫悟飯,C87667,M543665,67.0,81.0,15.0,0.1453362255965292,False,False,週刊少年ジャンプ 1993年 表示号数5,C119459,週刊少年ジャンプ,1993-01-25,200.0,DRAGON　BALL
CE60196,其之四百四 発進!超孫悟飯,C87667,M543666,19.0,41.0,23.0,0.0403397027600849,True,True,週刊少年ジャンプ 1993年 表示号数3,C119459,週刊少年ジャンプ,1993-01-15,200.0,DRAGON　BALL
CE60221,其之四百三 悟空を超えた戦士,C87667,M543667,111.0,125.0,15.0,0.2540045766590389,False,False,週刊少年ジャンプ 1993年 表示号数2,C119459,週刊少年ジャンプ,1993-01-08,200.0,DRAGON　BALL
CE60239,其之四百二 孫悟空 謎の行動,C87667,M543668,69.0,83.0,15.0,0.1695331695331695,False,False,週刊少年ジャンプ 1993年 表示号数1,C119459,週刊少年ジャンプ,1993-01-01,190.0,DRAGON　BALL
CE60257,其之四百一 かめかめ波フルパワー,C87667,M543669,81.0,93.0,13.0,0.1914893617021276,False,False,週刊少年ジャンプ 1992年 表示号数52,C119459,週刊少年ジャンプ,1992-12-14,200.0,DRAGON　BALL
CE60276,其之四百 敗北か死か!,C87667,M543670,71.0,85.0,15.0,0.1770573566084788,False,False,週刊少年ジャンプ 1992年 表示号数51,C119459,週刊少年ジャンプ,1992-12-07,190.0,DRAGON　BALL
CE60294,其之三百九十九 最高レベルの決戦,C87667,M543671,73.0,87.0,15.0,0.1776155717761557,False,False,週刊少年ジャンプ 1992年 表示号数50,C119459,週刊少年ジャンプ,1992-11-30,190.0,DRAGON　BALL
CE60314,其之三百九十八 孫悟空フルパワー,C87667,M543672,81.0,95.0,15.0,0.2009925558312655,False,False,週刊少年ジャンプ 1992年 表示号数49,C119459,週刊少年ジャンプ,1992-11-23,190.0,DRAGON　BALL
CE60332,其之三百九十七 セル対孫悟空!!,C87667,M543673,65.0,79.0,15.0,0.1620947630922693,False,False,週刊少年ジャンプ 1992年 表示号数48,C119459,週刊少年ジャンプ,1992-11-16,190.0,DRAGON　BALL
CE60351,其之三百九十六 セルゲームのお荷物!?,C87667,M543674,61.0,75.0,15.0,0.1521197007481296,False,False,週刊少年ジャンプ 1992年 表示号数47,C119459,週刊少年ジャンプ,1992-11-09,190.0,DRAGON　BALL
CE60371,其之三百九十五 フルメンバー集合!!,C87667,M543675,65.0,79.0,15.0,0.1515151515151515,False,False,週刊少年ジャンプ 1992年 表示号数46,C119459,週刊少年ジャンプ,1992-11-02,200.0,DRAGON　BALL
CE60391,其之三百九十四 セルゲーム始まる,C87667,M543676,61.0,75.0,15.0,0.1521197007481296,False,False,週刊少年ジャンプ 1992年 表示号数45,C119459,週刊少年ジャンプ,1992-10-26,190.0,DRAGON　BALL
CE60411,其之三百九十三 新しい神様,C87667,M543677,91.0,105.0,15.0,0.2235872235872235,False,False,週刊少年ジャンプ 1992年 表示号数44,C119459,週刊少年ジャンプ,1992-10-19,190.0,DRAGON　BALL
CE60429,其之三百九十二 王立防衛軍の抵抗,C87667,M543678,75.0,89.0,15.0,0.1732101616628175,False,False,週刊少年ジャンプ 1992年 表示号数43,C119459,週刊少年ジャンプ,1992-10-12,200.0,DRAGON　BALL
CE60448,其之三百九十一 大決戦前の休息,C87667,M543679,59.0,73.0,15.0,0.1471321695760598,False,False,週刊少年ジャンプ 1992年 表示号数42,C119459,週刊少年ジャンプ,1992-10-05,190.0,DRAGON　BALL
CE60467,其之三百九十 悟空と悟飯 外へ,C87667,M543680,69.0,83.0,15.0,0.1720698254364089,False,False,週刊少年ジャンプ 1992年 表示号数41,C119459,週刊少年ジャンプ,1992-09-28,190.0,DRAGON　BALL
CE60486,其之三百八十九 戦慄のメッセージ,C87667,M543681,67.0,81.0,15.0,0.1670822942643391,False,False,週刊少年ジャンプ 1992年 表示号数40,C119459,週刊少年ジャンプ,1992-09-21,190.0,DRAGON　BALL
CE60506,其之三百八十八 セルの思いつき,C87667,M543682,81.0,95.0,15.0,0.1923990498812351,False,False,週刊少年ジャンプ 1992年 表示号数39,C119459,週刊少年ジャンプ,1992-09-14,200.0,DRAGON　BALL
CE60525,其之三百八十七 超パワーのバランス,C87667,M543683,85.0,99.0,15.0,0.2068126520681265,False,False,週刊少年ジャンプ 1992年 表示号数38,C119459,週刊少年ジャンプ,1992-09-07,190.0,DRAGON　BALL
CE60541,其之三百八十六 父を超えた超トランクス!,C87667,M543684,9.0,28.0,20.0,0.0209790209790209,True,True,週刊少年ジャンプ 1992年 表示号数36,C119459,週刊少年ジャンプ,1992-08-31,200.0,DRAGON　BALL
CE60562,其之三百八十五 トランクス始動開始,C87667,M543685,79.0,91.0,13.0,0.1931540342298288,False,False,週刊少年ジャンプ 1992年 表示号数35,C119459,週刊少年ジャンプ,1992-08-17,190.0,DRAGON　BALL
CE60583,其之三百八十四 ベジータ、執念の秘策,C87667,M543686,59.0,73.0,15.0,0.1471321695760598,False,False,週刊少年ジャンプ 1992年 表示号数34,C119459,週刊少年ジャンプ,1992-08-10,190.0,DRAGON　BALL
CE60602,其之三百八十三 形勢逆転!!,C87667,M543687,69.0,83.0,15.0,0.1600928074245939,False,False,週刊少年ジャンプ 1992年 表示号数33,C119459,週刊少年ジャンプ,1992-08-03,200.0,DRAGON　BALL
CE60621,其之三百八十二 完全体 完成!!,C87667,M543688,63.0,77.0,15.0,0.1496437054631829,False,False,週刊少年ジャンプ 1992年 表示号数32,C119459,週刊少年ジャンプ,1992-07-27,190.0,DRAGON　BALL
CE60641,其之三百八十一 ベジータの好奇心 セルを助ける,C87667,M543689,81.0,95.0,15.0,0.189695550351288,False,False,週刊少年ジャンプ 1992年 表示号数31,C119459,週刊少年ジャンプ,1992-07-20,200.0,DRAGON　BALL
CE60660,其之三百八十 逃げろ!!18号,C87667,M543690,59.0,73.0,15.0,0.1442542787286063,False,False,週刊少年ジャンプ 1992年 表示号数30,C119459,週刊少年ジャンプ,1992-07-13,190.0,DRAGON　BALL
CE60680,其之三百七十九 絶たれた!?セルの完全体,C87667,M543691,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1992年 表示号数29,C119459,週刊少年ジャンプ,1992-07-06,190.0,DRAGON　BALL
CE60698,其之三百七十八 超ベジータ,C87667,M543692,69.0,83.0,15.0,0.1543624161073825,False,False,週刊少年ジャンプ 1992年 表示号数28,C119459,週刊少年ジャンプ,1992-06-29,190.0,DRAGON　BALL
CE60718,其之三百七十七 孫悟空と孫悟飯,C87667,M543693,69.0,83.0,15.0,0.1720698254364089,False,False,週刊少年ジャンプ 1992年 表示号数27,C119459,週刊少年ジャンプ,1992-06-22,190.0,DRAGON　BALL
CE60736,其之三百七十六 ベジータに自信あり!,C87667,M543694,69.0,83.0,15.0,0.1631205673758865,False,False,週刊少年ジャンプ 1992年 表示号数26,C119459,週刊少年ジャンプ,1992-06-15,190.0,DRAGON　BALL
CE60755,其之三百七十五 ベジータ、トランクス発進!!,C87667,M543695,75.0,89.0,15.0,0.1693002257336343,False,False,週刊少年ジャンプ 1992年 表示号数25,C119459,週刊少年ジャンプ,1992-06-08,200.0,DRAGON　BALL
CE60776,其之三百七十四 悟空とセル 初めての対峙,C87667,M543696,63.0,77.0,15.0,0.1532846715328467,False,False,週刊少年ジャンプ 1992年 表示号数24,C119459,週刊少年ジャンプ,1992-06-01,190.0,DRAGON　BALL
CE60795,其之三百七十三 阻止せよ!セルの完全体,C87667,M543697,67.0,81.0,15.0,0.1654320987654321,False,False,週刊少年ジャンプ 1992年 表示号数23,C119459,週刊少年ジャンプ,1992-05-25,190.0,DRAGON　BALL
CE60812,其之三百七十一 動き始めた16号!,C87667,M543698,11.0,31.0,21.0,0.0247191011235955,True,True,週刊少年ジャンプ 1992年 表示号数21,C119459,週刊少年ジャンプ,1992-05-18,200.0,DRAGON　BALL
CE60817,其之三百七十二 決死の16号パワー!!,C87667,M543698,125.0,139.0,15.0,0.2808988764044944,False,False,週刊少年ジャンプ 1992年 表示号数21,C119459,週刊少年ジャンプ,1992-05-18,200.0,DRAGON　BALL
CE60834,其之三百七十 新生ピッコロ決死の抵抗,C87667,M543699,71.0,85.0,15.0,0.171912832929782,False,False,週刊少年ジャンプ 1992年 表示号数20,C119459,週刊少年ジャンプ,1992-05-04,190.0,DRAGON　BALL
CE60853,其之三百六十九 人造人間対セル,C87667,M543700,65.0,79.0,15.0,0.1612903225806451,False,False,週刊少年ジャンプ 1992年 表示号数19,C119459,週刊少年ジャンプ,1992-04-27,190.0,DRAGON　BALL
CE60872,其之三百六十八 忍びよるセル,C87667,M543701,51.0,65.0,15.0,0.1253071253071253,False,False,週刊少年ジャンプ 1992年 表示号数18,C119459,週刊少年ジャンプ,1992-04-20,190.0,DRAGON　BALL
CE60892,其之三百六十七 新生ピッコロ対17号,C87667,M543702,61.0,75.0,15.0,0.1513647642679901,False,False,週刊少年ジャンプ 1992年 表示号数17,C119459,週刊少年ジャンプ,1992-04-13,190.0,DRAGON　BALL
CE60912,其之三百六十六 サイヤ人たちの修行,C87667,M543703,83.0,97.0,15.0,0.2029339853300733,False,False,週刊少年ジャンプ 1992年 表示号数16,C119459,週刊少年ジャンプ,1992-04-06,190.0,DRAGON　BALL
CE60930,其之三百六十五 目覚めた孫悟空,C87667,M543704,71.0,85.0,15.0,0.171912832929782,False,False,週刊少年ジャンプ 1992年 表示号数15,C119459,週刊少年ジャンプ,1992-03-30,190.0,DRAGON　BALL
CE60948,其之三百六十四 笑うセル,C87667,M543705,71.0,85.0,15.0,0.1694510739856801,False,False,週刊少年ジャンプ 1992年 表示号数14,C119459,週刊少年ジャンプ,1992-03-23,190.0,DRAGON　BALL
CE60967,其之三百六十三 解けた怪物の謎,C87667,M543706,75.0,89.0,15.0,0.1685393258426966,False,False,週刊少年ジャンプ 1992年 表示号数13,C119459,週刊少年ジャンプ,1992-03-16,200.0,DRAGON　BALL
CE61001,其之三百六十二 ジンジャータウンの決闘,C87667,M543708,71.0,85.0,15.0,0.1744471744471744,False,False,週刊少年ジャンプ 1992年 表示号数12,C119459,週刊少年ジャンプ,1992-03-09,190.0,DRAGON　BALL
CE61021,其之三百六十一 謎の生物、ついに出現!!,C87667,M543709,85.0,99.0,15.0,0.2048192771084337,False,False,週刊少年ジャンプ 1992年 表示号数11,C119459,週刊少年ジャンプ,1992-03-02,190.0,DRAGON　BALL
CE61038,其之三百六十 神と大魔王の融合,C87667,M543710,59.0,73.0,15.0,0.1464019851116625,False,False,週刊少年ジャンプ 1992年 表示号数10,C119459,週刊少年ジャンプ,1992-02-24,190.0,DRAGON　BALL
CE61057,其之三百五十九 神様は見た!!,C87667,M543711,83.0,97.0,15.0,0.1890660592255125,False,False,週刊少年ジャンプ 1992年 表示号数9,C119459,週刊少年ジャンプ,1992-02-17,200.0,DRAGON　BALL
CE61075,其之三百五十八 邪悪な予感,C87667,M543712,57.0,71.0,15.0,0.14004914004914,False,False,週刊少年ジャンプ 1992年 表示号数8,C119459,週刊少年ジャンプ,1992-02-10,190.0,DRAGON　BALL
CE61094,其之三百五十七 ブルマからの知らせ,C87667,M543713,65.0,79.0,15.0,0.1566265060240964,False,False,週刊少年ジャンプ 1992年 表示号数7,C119459,週刊少年ジャンプ,1992-02-03,190.0,DRAGON　BALL
CE61114,其之三百五十六 神様の条件,C87667,M543714,81.0,95.0,15.0,0.1942446043165467,False,False,週刊少年ジャンプ 1992年 表示号数6,C119459,週刊少年ジャンプ,1992-01-27,190.0,DRAGON　BALL
CE61134,其之三百五十五 ピッコロの決意,C87667,M543715,87.0,106.0,20.0,0.1887201735357917,False,False,週刊少年ジャンプ 1992年 表示号数5,C119459,週刊少年ジャンプ,1992-01-20,200.0,DRAGON　BALL
CE61158,其之三百五十四 余裕の人造人間たち,C87667,M543716,21.0,45.0,25.0,0.0459518599562363,True,True,週刊少年ジャンプ 1992年 表示号数3,C119459,週刊少年ジャンプ,1992-01-13,200.0,DRAGON　BALL
CE61181,其之三百五十三 さすがのベジータ,C87667,M543717,75.0,89.0,15.0,0.1670378619153674,False,False,週刊少年ジャンプ 1992年 表示号数1,C119459,週刊少年ジャンプ,1992-01-01,200.0,DRAGON　BALL
CE61200,其之三百五十二ベジータ対18号,C87667,M543718,73.0,87.0,15.0,0.1717647058823529,False,False,週刊少年ジャンプ 1991年 表示号数52,C119459,週刊少年ジャンプ,1991-12-16,190.0,DRAGON　BALL
CE61220,其之三百五十一謎の16号,C87667,M543719,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1991年 表示号数51,C119459,週刊少年ジャンプ,1991-12-09,190.0,DRAGON　BALL
CE61239,其之三百五十 17号・18号、そして・・・16号,C87667,M543720,77.0,91.0,15.0,0.180327868852459,False,False,週刊少年ジャンプ 1991年 表示号数50,C119459,週刊少年ジャンプ,1991-12-02,190.0,DRAGON　BALL
CE61259,其之三百四十九 目覚めた17号、18号,C87667,M543721,69.0,83.0,15.0,0.1557562076749435,False,False,週刊少年ジャンプ 1991年 表示号数49,C119459,週刊少年ジャンプ,1991-11-25,200.0,DRAGON　BALL
