ceid,cename,ccid,miid,page_start,page_end,pages,page_start_position,two_colored,four_colored,miname,mcid,mcname,date,price,ccname
CE61279,其之三百四十八 研究所へ・・・!!,C87667,M543722,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1991年 表示号数48,C119459,週刊少年ジャンプ,1991-11-18,190.0,DRAGON　BALL
CE61297,其之三百四十七 トランクスの疑惑,C87667,M543723,65.0,79.0,15.0,0.1577669902912621,False,False,週刊少年ジャンプ 1991年 表示号数47,C119459,週刊少年ジャンプ,1991-11-11,190.0,DRAGON　BALL
CE61316,其之三百四十六 トランクス再登場,C87667,M543724,55.0,69.0,15.0,0.1371571072319202,False,False,週刊少年ジャンプ 1991年 表示号数46,C119459,週刊少年ジャンプ,1991-11-04,190.0,DRAGON　BALL
CE61335,其之三百四十五 20号 逃げる!,C87667,M543725,79.0,93.0,15.0,0.1791383219954648,False,False,週刊少年ジャンプ 1991年 表示号数45,C119459,週刊少年ジャンプ,1991-10-28,200.0,DRAGON　BALL
CE61355,其之三百四十四 うろたえる人造人間,C87667,M543726,63.0,77.0,15.0,0.1555555555555555,False,False,週刊少年ジャンプ 1991年 表示号数44,C119459,週刊少年ジャンプ,1991-10-21,190.0,DRAGON　BALL
CE61374,其之三百四十三 ベジータ出現,C87667,M543727,63.0,77.0,15.0,0.1563275434243176,False,False,週刊少年ジャンプ 1991年 表示号数43,C119459,週刊少年ジャンプ,1991-10-14,190.0,DRAGON　BALL
CE61393,其之三百四十二 悟空、敗れる!,C87667,M543728,77.0,91.0,15.0,0.1778290993071593,False,False,週刊少年ジャンプ 1991年 表示号数42,C119459,週刊少年ジャンプ,1991-10-07,200.0,DRAGON　BALL
CE61412,其之三百四十一 どうした孫悟空,C87667,M543729,61.0,75.0,15.0,0.1491442542787286,False,False,週刊少年ジャンプ 1991年 表示号数41,C119459,週刊少年ジャンプ,1991-09-30,190.0,DRAGON　BALL
CE61431,其之三百四十 孫悟空対レッドリボン軍の恨み,C87667,M543730,65.0,79.0,15.0,0.1620947630922693,False,False,週刊少年ジャンプ 1991年 表示号数40,C119459,週刊少年ジャンプ,1991-09-23,190.0,DRAGON　BALL
CE61450,其之三百三十九 ヤムチャ 間一髪!!,C87667,M543731,59.0,73.0,15.0,0.1464019851116625,False,False,週刊少年ジャンプ 1991年 表示号数39,C119459,週刊少年ジャンプ,1991-09-16,190.0,DRAGON　BALL
CE61468,其之三百三十八 人造人間 街へ・・・,C87667,M543732,65.0,79.0,15.0,0.1536643026004728,False,False,週刊少年ジャンプ 1991年 表示号数38,C119459,週刊少年ジャンプ,1991-09-09,190.0,DRAGON　BALL
CE160528,其之三百三十七 集う超【スーパー】戦士たち,C87667,M616369,23.0,41.0,19.0,0.0526315789473684,True,True,週刊少年ジャンプ 1991年 表示号数36,C119459,週刊少年ジャンプ,1991-08-26,200.0,DRAGON　BALL
CE61486,其之三百三十六 3年後の賭け,C87667,M543734,73.0,87.0,15.0,0.173396674584323,False,False,週刊少年ジャンプ 1991年 表示号数35,C119459,週刊少年ジャンプ,1991-08-19,190.0,DRAGON　BALL
CE61507,其之三百三十五 恐怖のメッセージ,C87667,M543735,89.0,103.0,15.0,0.2186732186732186,False,False,週刊少年ジャンプ 1991年 表示号数34,C119459,週刊少年ジャンプ,1991-08-12,190.0,DRAGON　BALL
CE61525,其之三百三十四 未来から来た少年,C87667,M543736,61.0,75.0,15.0,0.1513647642679901,False,False,週刊少年ジャンプ 1991年 表示号数33,C119459,週刊少年ジャンプ,1991-08-05,190.0,DRAGON　BALL
CE61544,其之三百三十三 帰って来た孫悟空,C87667,M543737,69.0,83.0,15.0,0.1678832116788321,False,False,週刊少年ジャンプ 1991年 表示号数32,C119459,週刊少年ジャンプ,1991-07-29,190.0,DRAGON　BALL
CE61563,其之三百三十二 ふたりめの超【スーパー】サイヤ人,C87667,M543738,75.0,89.0,15.0,0.1824817518248175,False,False,週刊少年ジャンプ 1991年 表示号数31,C119459,週刊少年ジャンプ,1991-07-22,190.0,DRAGON　BALL
CE61582,其之三百三十一 謎の少年,C87667,M543739,79.0,97.0,19.0,0.1824480369515011,False,False,週刊少年ジャンプ 1991年 表示号数30,C119459,週刊少年ジャンプ,1991-07-15,200.0,DRAGON　BALL
CE61601,其之三百三十 フリーザ親子地球に降り立つ,C87667,M543740,59.0,73.0,15.0,0.1471321695760598,False,False,週刊少年ジャンプ 1991年 表示号数29,C119459,週刊少年ジャンプ,1991-07-08,190.0,DRAGON　BALL
CE61620,其之三百二十九 帰らない悟空,C87667,M543741,69.0,83.0,15.0,0.1678832116788321,False,False,週刊少年ジャンプ 1991年 表示号数28,C119459,週刊少年ジャンプ,1991-07-01,190.0,DRAGON　BALL
CE61638,其之三百二十八 ナメック星 消ゆ,C87667,M543742,69.0,83.0,15.0,0.1654676258992805,False,False,週刊少年ジャンプ 1991年 表示号数27,C119459,週刊少年ジャンプ,1991-06-24,190.0,DRAGON　BALL
CE61657,其之三百二十七 すべての終わり,C87667,M543743,73.0,85.0,13.0,0.1725768321513002,False,False,週刊少年ジャンプ 1991年 表示号数26,C119459,週刊少年ジャンプ,1991-06-17,190.0,DRAGON　BALL
CE61676,其三百二十六 空しい決着,C87667,M543744,87.0,101.0,15.0,0.1990846681922196,False,False,週刊少年ジャンプ 1991年 表示号数25,C119459,週刊少年ジャンプ,1991-06-10,200.0,DRAGON　BALL
CE61696,其之三百二十五 見切りつけた孫悟空,C87667,M543745,57.0,71.0,15.0,0.14004914004914,False,False,週刊少年ジャンプ 1991年 表示号数24,C119459,週刊少年ジャンプ,1991-06-03,190.0,DRAGON　BALL
CE61716,其之三百二十四 静かなる激闘,C87667,M543746,79.0,93.0,15.0,0.1950617283950617,False,False,週刊少年ジャンプ 1991年 表示号数23,C119459,週刊少年ジャンプ,1991-05-27,190.0,DRAGON　BALL
CE61733,其三百二十二 両者最後の大決戦!,C87667,M543748,49.0,63.0,15.0,0.1203931203931203,False,False,週刊少年ジャンプ 1991年 表示号数20,C119459,週刊少年ジャンプ,1991-05-06,190.0,DRAGON　BALL
CE61753,其之三百二十一 フリーザ決死のフルパワー,C87667,M543749,63.0,77.0,15.0,0.1525423728813559,False,False,週刊少年ジャンプ 1991年 表示号数19,C119459,週刊少年ジャンプ,1991-04-29,190.0,DRAGON　BALL
CE61773,其之三百二十 消え去るナメック星と希望,C87667,M543750,61.0,75.0,15.0,0.1513647642679901,False,False,週刊少年ジャンプ 1991年 表示号数18,C119459,週刊少年ジャンプ,1991-04-22,190.0,DRAGON　BALL
CE61793,其之三百十九 フリーザ初めての屈辱と絶望,C87667,M543751,61.0,75.0,15.0,0.1513647642679901,False,False,週刊少年ジャンプ 1991年 表示号数17,C119459,週刊少年ジャンプ,1991-04-15,190.0,DRAGON　BALL
CE61813,其之 三百十八 伝説の超【スーパー】サイヤ人,C87667,M543752,73.0,87.0,15.0,0.1701631701631701,False,False,週刊少年ジャンプ 1991年 表示号数16,C119459,週刊少年ジャンプ,1991-04-08,200.0,DRAGON　BALL
CE61833,其之三百十七 生か死か・・・,C87667,M543753,53.0,69.0,17.0,0.1315136476426799,False,False,週刊少年ジャンプ 1991年 表示号数15,C119459,週刊少年ジャンプ,1991-04-01,190.0,DRAGON　BALL
CE61851,其之三百十六 宇宙の恨み、フリーザを貫く!!,C87667,M543754,65.0,77.0,13.0,0.1573849878934624,False,False,週刊少年ジャンプ 1991年 表示号数14,C119459,週刊少年ジャンプ,1991-03-25,190.0,DRAGON　BALL
CE61871,其之三百十五 ラストチャンス!特大元気玉,C87667,M543755,83.0,97.0,15.0,0.2029339853300733,False,False,週刊少年ジャンプ 1991年 表示号数13,C119459,週刊少年ジャンプ,1991-03-18,190.0,DRAGON　BALL
CE61890,其之三百十四 孫悟空 最後の決断,C87667,M543756,95.0,109.0,15.0,0.2214452214452214,False,False,週刊少年ジャンプ 1991年 表示号数12,C119459,週刊少年ジャンプ,1991-03-11,200.0,DRAGON　BALL
CE61909,其之三百十三 20倍界王拳の賭け,C87667,M543757,51.0,65.0,15.0,0.1271820448877805,False,False,週刊少年ジャンプ 1991年 表示号数11,C119459,週刊少年ジャンプ,1991-03-04,190.0,DRAGON　BALL
CE61929,其之三百十ニ 怪物フリーザ,C87667,M543758,83.0,97.0,15.0,0.2029339853300733,False,False,週刊少年ジャンプ 1991年 表示号数10,C119459,週刊少年ジャンプ,1991-02-25,190.0,DRAGON　BALL
CE61948,其之三百十一 肉弾戦,C87667,M543759,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1991年 表示号数9,C119459,週刊少年ジャンプ,1991-02-18,190.0,DRAGON　BALL
CE61967,其之三百十 さぐり合い,C87667,M543760,83.0,97.0,15.0,0.2069825436408977,False,False,週刊少年ジャンプ 1991年 表示号数8,C119459,週刊少年ジャンプ,1991-02-11,190.0,DRAGON　BALL
CE61986,其之三百九 両者ゆずらず!,C87667,M543761,77.0,91.0,15.0,0.1891891891891892,False,False,週刊少年ジャンプ 1991年 表示号数7,C119459,週刊少年ジャンプ,1991-02-04,190.0,DRAGON　BALL
CE62005,其之三百八 ベジータ死す!!,C87667,M543762,81.0,95.0,15.0,0.1914893617021276,False,False,週刊少年ジャンプ 1991年 表示号数6,C119459,週刊少年ジャンプ,1991-01-28,190.0,DRAGON　BALL
CE62025,其之三百七 超決戦の火ブタ切る!!,C87667,M543763,59.0,73.0,15.0,0.1362586605080831,False,False,週刊少年ジャンプ 1991年 表示号数5,C119459,週刊少年ジャンプ,1991-01-21,200.0,DRAGON　BALL
CE62044,其之三百五 フリーザか!ベジータか!,C87667,M543765,25.0,43.0,19.0,0.0569476082004555,True,True,週刊少年ジャンプ 1991年 表示号数3,C119459,週刊少年ジャンプ,1991-01-08,200.0,DRAGON　BALL
CE62051,其之三百六 孫悟空・・・復活!!,C87667,M543765,161.0,173.0,13.0,0.3667425968109339,False,False,週刊少年ジャンプ 1991年 表示号数3,C119459,週刊少年ジャンプ,1991-01-08,200.0,DRAGON　BALL
CE62068,其之三百四 超【スーパー】サイヤ人 そして超【スーパー】フリーザ誕生!?,C87667,M543766,77.0,91.0,15.0,0.1770114942528735,False,False,週刊少年ジャンプ 1991年 表示号数1,C119459,週刊少年ジャンプ,1991-01-01,200.0,DRAGON　BALL
CE62088,其三百三 フリーザのダメ押し!!!,C87667,M543767,65.0,79.0,15.0,0.1536643026004728,False,False,週刊少年ジャンプ 1990年 表示号数53,C119459,週刊少年ジャンプ,1990-12-17,190.0,DRAGON　BALL
CE62108,其之三百ニ フリーザ第2の変身,C87667,M543768,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1990年 表示号数52,C119459,週刊少年ジャンプ,1990-12-10,190.0,DRAGON　BALL
CE62128,其之三百一 はてしないエスカレート!!,C87667,M543769,89.0,101.0,13.0,0.210401891252955,False,False,週刊少年ジャンプ 1990年 表示号数51,C119459,週刊少年ジャンプ,1990-12-03,190.0,DRAGON　BALL
CE62148,其之三百 ピッコロの自信,C87667,M543770,85.0,99.0,15.0,0.1990632318501171,False,False,週刊少年ジャンプ 1990年 表示号数50,C119459,週刊少年ジャンプ,1990-11-26,190.0,DRAGON　BALL
CE62167,其之二百九十九 戦士の復活,C87667,M543771,83.0,97.0,15.0,0.1990407673860911,False,False,週刊少年ジャンプ 1990年 表示号数49,C119459,週刊少年ジャンプ,1990-11-19,190.0,DRAGON　BALL
CE62186,其之二百九十八 悟飯ボロボロ,C87667,M543772,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1990年 表示号数48,C119459,週刊少年ジャンプ,1990-11-12,190.0,DRAGON　BALL
CE62207,其之二百九十七 悟飯逆上!!,C87667,M543773,75.0,89.0,15.0,0.1798561151079136,False,False,週刊少年ジャンプ 1990年 表示号数47,C119459,週刊少年ジャンプ,1990-11-05,190.0,DRAGON　BALL
CE62247,其之二百九十六 フリーザ超変身!!,C87667,M543775,71.0,85.0,15.0,0.1655011655011655,False,False,週刊少年ジャンプ 1990年 表示号数46,C119459,週刊少年ジャンプ,1990-10-29,200.0,DRAGON　BALL
CE62267,其之二百四十五 おもいがけぬスーパーパワーアップ,C87667,M543776,71.0,85.0,15.0,0.1670588235294117,False,False,週刊少年ジャンプ 1990年 表示号数45,C119459,週刊少年ジャンプ,1990-10-22,190.0,DRAGON　BALL
CE62287,其之二百九十四 最後の願い,C87667,M543777,73.0,87.0,15.0,0.1709601873536299,False,False,週刊少年ジャンプ 1990年 表示号数44,C119459,週刊少年ジャンプ,1990-10-15,190.0,DRAGON　BALL
CE62307,其之二百九十三みっつの願い,C87667,M543778,63.0,77.0,15.0,0.1510791366906475,False,False,週刊少年ジャンプ 1990年 表示号数43,C119459,週刊少年ジャンプ,1990-10-08,190.0,DRAGON　BALL
CE62326,其之二百九十二 いでよ本場の神龍【シェンロン】!!,C87667,M543779,43.0,57.0,15.0,0.1031175059952038,False,False,週刊少年ジャンプ 1990年 表示号数42,C119459,週刊少年ジャンプ,1990-10-01,190.0,DRAGON　BALL
CE62346,其之二百九十一 怒りのフリーザ!!!,C87667,M543780,73.0,87.0,15.0,0.1709601873536299,False,False,週刊少年ジャンプ 1990年 表示号数41,C119459,週刊少年ジャンプ,1990-09-24,190.0,DRAGON　BALL
CE62365,其之二百九十 ギニュー敗れる!!!,C87667,M543781,43.0,57.0,15.0,0.1021377672209026,False,False,週刊少年ジャンプ 1990年 表示号数40,C119459,週刊少年ジャンプ,1990-09-17,190.0,DRAGON　BALL
CE62385,其之二百八十九 ギニュー痛恨の大誤算!!,C87667,M543782,69.0,83.0,15.0,0.1615925058548009,False,False,週刊少年ジャンプ 1990年 表示号数39,C119459,週刊少年ジャンプ,1990-09-10,190.0,DRAGON　BALL
CE62404,其之二百八十八 悟空か!?ギニューか!?,C87667,M543783,65.0,79.0,15.0,0.1536643026004728,False,False,週刊少年ジャンプ 1990年 表示号数38,C119459,週刊少年ジャンプ,1990-09-03,190.0,DRAGON　BALL
CE62421,其之二百八十七ボディ・チェンジ,C87667,M543784,25.0,44.0,20.0,0.0569476082004555,True,True,週刊少年ジャンプ 1990年 表示号数37,C119459,週刊少年ジャンプ,1990-08-27,200.0,DRAGON　BALL
CE62443,其之二百八十六 ナメック星の戦士ネイル,C87667,M543785,65.0,79.0,15.0,0.1597051597051597,False,False,週刊少年ジャンプ 1990年 表示号数36,C119459,週刊少年ジャンプ,1990-08-20,180.0,DRAGON　BALL
CE62462,其之二百八十五 危うし 最長老 たち,C87667,M543786,65.0,79.0,15.0,0.1508120649651972,False,False,週刊少年ジャンプ 1990年 表示号数35,C119459,週刊少年ジャンプ,1990-08-13,190.0,DRAGON　BALL
CE62482,其之二百八十四 ギニュー隊長のプライド,C87667,M543787,59.0,73.0,15.0,0.1471321695760598,False,False,週刊少年ジャンプ 1990年 表示号数34,C119459,週刊少年ジャンプ,1990-08-06,180.0,DRAGON　BALL
CE62501,其之二百八十三ギニュー隊長おでまし!!,C87667,M543788,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1990年 表示号数33,C119459,週刊少年ジャンプ,1990-07-30,180.0,DRAGON　BALL
CE62520,其之二百八十ニ ベジータの複雑な心,C87667,M543789,93.0,107.0,15.0,0.2262773722627737,False,False,週刊少年ジャンプ 1990年 表示号数32,C119459,週刊少年ジャンプ,1990-07-23,180.0,DRAGON　BALL
CE62538,其之二百八十一対決!!ジースとバータ,C87667,M543790,69.0,83.0,15.0,0.1600928074245939,False,False,週刊少年ジャンプ 1990年 表示号数31,C119459,週刊少年ジャンプ,1990-07-16,190.0,DRAGON　BALL
CE62558,其之二百八十超【スーパー】サイヤ人!?,C87667,M543791,63.0,77.0,15.0,0.1555555555555555,False,False,週刊少年ジャンプ 1990年 表示号数30,C119459,週刊少年ジャンプ,1990-07-09,180.0,DRAGON　BALL
CE62580,其之二百七十九 不思議な孫悟空,C87667,M543792,59.0,73.0,15.0,0.1471321695760598,False,False,週刊少年ジャンプ 1990年 表示号数29,C119459,週刊少年ジャンプ,1990-07-02,180.0,DRAGON　BALL
CE62603,其之二百七十八 孫悟飯 死す!?,C87667,M543793,97.0,111.0,15.0,0.2293144208037825,False,False,週刊少年ジャンプ 1990年 表示号数28,C119459,週刊少年ジャンプ,1990-06-25,190.0,DRAGON　BALL
CE62625,其之二百七十七 笑うフリーザ,C87667,M543794,81.0,95.0,15.0,0.199017199017199,False,False,週刊少年ジャンプ 1990年 表示号数27,C119459,週刊少年ジャンプ,1990-06-18,180.0,DRAGON　BALL
CE62644,其之二百七十六 絶望のベジータ,C87667,M543795,123.0,137.0,15.0,0.2840646651270208,False,False,週刊少年ジャンプ 1990年 表示号数26,C119459,週刊少年ジャンプ,1990-06-11,190.0,DRAGON　BALL
CE62662,其之二百七十五 ベジータの速攻!!,C87667,M543796,57.0,71.0,15.0,0.1393643031784841,False,False,週刊少年ジャンプ 1990年 表示号数25,C119459,週刊少年ジャンプ,1990-06-04,180.0,DRAGON　BALL
CE62681,其之二百七十四グルドの超能力,C87667,M543797,69.0,83.0,15.0,0.1678832116788321,False,False,週刊少年ジャンプ 1990年 表示号数24,C119459,週刊少年ジャンプ,1990-05-28,180.0,DRAGON　BALL
CE62701,其之二百七十三 恐怖のギニュー特戦隊,C87667,M543798,59.0,73.0,15.0,0.1471321695760598,False,False,週刊少年ジャンプ 1990年 表示号数23,C119459,週刊少年ジャンプ,1990-05-21,180.0,DRAGON　BALL
CE62719,其之二百七十ニ 間にあえ!!ななつのドラゴンボール,C87667,M543799,25.0,43.0,19.0,0.0566893424036281,True,True,週刊少年ジャンプ 1990年 表示号数21,C119459,週刊少年ジャンプ,1990-05-14,200.0,DRAGON　BALL
CE62745,其之二百七十一 接近!!ギニュー特戦隊,C87667,M543800,105.0,119.0,15.0,0.260545905707196,False,False,週刊少年ジャンプ 1990年 表示号数20,C119459,週刊少年ジャンプ,1990-04-30,180.0,DRAGON　BALL
CE62762,其二百七十大戦争の予感,C87667,M543801,63.0,77.0,15.0,0.1525423728813559,False,False,週刊少年ジャンプ 1990年 表示号数19,C119459,週刊少年ジャンプ,1990-04-23,180.0,DRAGON　BALL
CE62782,其之二百六十九悟飯とベジータのドラゴンボール,C87667,M543802,61.0,75.0,15.0,0.1513647642679901,False,False,週刊少年ジャンプ 1990年 表示号数18,C119459,週刊少年ジャンプ,1990-04-16,180.0,DRAGON　BALL
CE62804,其之二百六十八 ベジータ快進撃!,C87667,M543803,95.0,109.0,15.0,0.2193995381062355,False,False,週刊少年ジャンプ 1990年 表示号数17,C119459,週刊少年ジャンプ,1990-04-09,190.0,DRAGON　BALL
CE62824,其之二百六十七 恐怖の再会,C87667,M543804,83.0,97.0,15.0,0.2029339853300733,False,False,週刊少年ジャンプ 1990年 表示号数16,C119459,週刊少年ジャンプ,1990-04-02,180.0,DRAGON　BALL
CE62843,其二百六十六 笑うベジータ怒るフリーザ,C87667,M543805,95.0,109.0,15.0,0.2214452214452214,False,False,週刊少年ジャンプ 1990年 表示号数15,C119459,週刊少年ジャンプ,1990-03-26,180.0,DRAGON　BALL
CE62863,其之二百六十五移り変わる7個のドラゴンボール,C87667,M543806,83.0,97.0,15.0,0.205955334987593,False,False,週刊少年ジャンプ 1990年 表示号数14,C119459,週刊少年ジャンプ,1990-03-19,180.0,DRAGON　BALL
CE62881,其之二百六十四 最長老の家,C87667,M543808,79.0,93.0,15.0,0.1876484560570071,False,False,週刊少年ジャンプ 1990年 表示号数13,C119459,週刊少年ジャンプ,1990-03-12,190.0,DRAGON　BALL
CE62903,其之二百六十三 ザーボンの秘めた力,C87667,M543809,103.0,117.0,15.0,0.253071253071253,False,False,週刊少年ジャンプ 1990年 表示号数12,C119459,週刊少年ジャンプ,1990-03-05,180.0,DRAGON　BALL
CE62921,其之二百六十二ベジータとザーボン,C87667,M543810,85.0,99.0,15.0,0.2068126520681265,False,False,週刊少年ジャンプ 1990年 表示号数11,C119459,週刊少年ジャンプ,1990-02-26,180.0,DRAGON　BALL
CE62941,其之二百六十一 びびる界王さま,C87667,M543811,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1990年 表示号数10,C119459,週刊少年ジャンプ,1990-02-19,180.0,DRAGON　BALL
CE62960,其之二百六十 ドラゴンボール最後の1個,C87667,M543812,69.0,83.0,15.0,0.1678832116788321,False,False,週刊少年ジャンプ 1990年 表示号数9,C119459,週刊少年ジャンプ,1990-02-12,180.0,DRAGON　BALL
CE62980,其之二百五十九6個めのドラゴンボール,C87667,M543813,51.0,65.0,15.0,0.1271820448877805,False,False,週刊少年ジャンプ 1990年 表示号数8,C119459,週刊少年ジャンプ,1990-02-05,180.0,DRAGON　BALL
CE63001,其之二百五十八 危険がいっぱい!!,C87667,M543814,75.0,89.0,15.0,0.1798561151079136,False,False,週刊少年ジャンプ 1990年 表示号数7,C119459,週刊少年ジャンプ,1990-01-29,180.0,DRAGON　BALL
CE63024,其之二百五十七 怯えるドドリア,C87667,M543815,83.0,97.0,15.0,0.1873589164785553,False,False,週刊少年ジャンプ 1990年 表示号数6,C119459,週刊少年ジャンプ,1990-01-22,200.0,DRAGON　BALL
CE63043,其之二百五十五 孫悟飯 逆上!!,C87667,M543816,21.0,39.0,19.0,0.0474040632054176,True,True,週刊少年ジャンプ 1990年 表示号数5,C119459,週刊少年ジャンプ,1990-01-15,200.0,DRAGON　BALL
CE63047,其之二百五十六 死を呼ぶ追跡者!!,C87667,M543816,125.0,143.0,19.0,0.2821670428893905,False,True,週刊少年ジャンプ 1990年 表示号数5,C119459,週刊少年ジャンプ,1990-01-15,200.0,DRAGON　BALL
CE63066,其之二百五十四 ナメック星人の抵抗,C87667,M543817,83.0,97.0,15.0,0.1971496437054631,False,False,週刊少年ジャンプ 1990年 表示号数3,C119459,週刊少年ジャンプ,1990-01-08,190.0,DRAGON　BALL
CE63085,其之二百五十三 ある村の攻防戦,C87667,M543818,57.0,71.0,15.0,0.14004914004914,False,False,週刊少年ジャンプ 1990年 表示号数1,C119459,週刊少年ジャンプ,1990-01-01,180.0,DRAGON　BALL
CE63105,其之二百五十ニ 怯えるナメック星人,C87667,M543819,57.0,71.0,15.0,0.14004914004914,False,False,週刊少年ジャンプ 1989年 表示号数52,C119459,週刊少年ジャンプ,1989-12-11,180.0,DRAGON　BALL
CE63125,其之二百五十一 孫悟空の宇宙船,C87667,M543820,65.0,79.0,15.0,0.1597051597051597,False,False,週刊少年ジャンプ 1989年 表示号数51,C119459,週刊少年ジャンプ,1989-12-04,180.0,DRAGON　BALL
CE63146,其之二百五十 孫悟空 復活!!,C87667,M543821,91.0,105.0,15.0,0.2111368909512761,False,False,週刊少年ジャンプ 1989年 表示号数50,C119459,週刊少年ジャンプ,1989-11-27,190.0,DRAGON　BALL
CE63165,其之二百四十九 ベジータのスーパーパワー,C87667,M543822,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1989年 表示号数49,C119459,週刊少年ジャンプ,1989-11-20,180.0,DRAGON　BALL
CE63185,其之二百四十八 謎のストレンジャー,C87667,M543823,65.0,79.0,15.0,0.1536643026004728,False,False,週刊少年ジャンプ 1989年 表示号数48,C119459,週刊少年ジャンプ,1989-11-13,180.0,DRAGON　BALL
CE63203,其之二百四十七暗雲うずまくナメック星,C87667,M543824,9.0,29.0,21.0,0.0221130221130221,True,True,週刊少年ジャンプ 1989年 表示号数47,C119459,週刊少年ジャンプ,1989-11-06,180.0,DRAGON　BALL
CE63226,其之二百四十六 ベジータ復活!!,C87667,M543825,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1989年 表示号数46,C119459,週刊少年ジャンプ,1989-10-30,180.0,DRAGON　BALL
CE63245,其之二百四十五 ナメック星行き発進!!,C87667,M543826,81.0,95.0,15.0,0.1942446043165467,False,False,週刊少年ジャンプ 1989年 表示号数45,C119459,週刊少年ジャンプ,1989-10-23,180.0,DRAGON　BALL
CE63266,其之二百四十四 宇宙船 発見!!,C87667,M543827,75.0,89.0,15.0,0.1870324189526184,False,False,週刊少年ジャンプ 1989年 表示号数44,C119459,週刊少年ジャンプ,1989-10-16,180.0,DRAGON　BALL
CE63285,其之二百四十三 めざせ!ナメックの星,C87667,M543828,65.0,79.0,15.0,0.1597051597051597,False,False,週刊少年ジャンプ 1989年 表示号数43,C119459,週刊少年ジャンプ,1989-10-09,180.0,DRAGON　BALL
CE63305,其之二百四十ニ 憂うつな幕切れ・・・,C87667,M543829,59.0,73.0,15.0,0.1449631449631449,False,False,週刊少年ジャンプ 1989年 表示号数42,C119459,週刊少年ジャンプ,1989-10-02,180.0,DRAGON　BALL
CE63324,其之二百四十一 孫悟空の頼み・・・,C87667,M543830,61.0,75.0,15.0,0.1484184914841849,False,False,週刊少年ジャンプ 1989年 表示号数41,C119459,週刊少年ジャンプ,1989-09-25,180.0,DRAGON　BALL
CE63344,其之二百四十 最後の賭け!!,C87667,M543831,51.0,65.0,15.0,0.1271820448877805,False,False,週刊少年ジャンプ 1989年 表示号数40,C119459,週刊少年ジャンプ,1989-09-18,180.0,DRAGON　BALL
CE63365,其之二百三十九 ボロボロの戦士たち,C87667,M543832,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1989年 表示号数39,C119459,週刊少年ジャンプ,1989-09-11,180.0,DRAGON　BALL
CE63387,其之二百三十八 元気玉の行方!!,C87667,M543833,75.0,89.0,15.0,0.1798561151079136,False,False,週刊少年ジャンプ 1989年 表示号数38,C119459,週刊少年ジャンプ,1989-09-04,180.0,DRAGON　BALL
CE63405,其之二百三十七もういちど元気玉!!,C87667,M543834,23.0,41.0,19.0,0.0526315789473684,True,True,週刊少年ジャンプ 1989年 表示号数37,C119459,週刊少年ジャンプ,1989-08-28,190.0,DRAGON　BALL
CE63429,其之二百三十六 ささやかな抵抗,C87667,M543835,93.0,107.0,15.0,0.2177985948477751,False,False,週刊少年ジャンプ 1989年 表示号数36,C119459,週刊少年ジャンプ,1989-08-21,180.0,DRAGON　BALL
CE63449,其之二百三十五孫悟空、虫の息!!,C87667,M543836,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1989年 表示号数35,C119459,週刊少年ジャンプ,1989-08-14,180.0,DRAGON　BALL
CE63470,其之二百三十四 どうなる!?元気玉!!,C87667,M543837,65.0,79.0,15.0,0.1597051597051597,False,False,週刊少年ジャンプ 1989年 表示号数34,C119459,週刊少年ジャンプ,1989-08-07,180.0,DRAGON　BALL
CE63489,其之二百三十三 だせるか!?元気玉!!,C87667,M543838,65.0,79.0,15.0,0.1558752997601918,False,False,週刊少年ジャンプ 1989年 表示号数33,C119459,週刊少年ジャンプ,1989-07-31,180.0,DRAGON　BALL
CE63512,其之二百三十二『月』,C87667,M543839,117.0,131.0,15.0,0.2846715328467153,False,False,週刊少年ジャンプ 1989年 表示号数32,C119459,週刊少年ジャンプ,1989-07-24,180.0,DRAGON　BALL
CE63530,其之二百三十一 レッドゾーンの闘い!,C87667,M543840,71.0,85.0,15.0,0.1655011655011655,False,False,週刊少年ジャンプ 1989年 表示号数31,C119459,週刊少年ジャンプ,1989-07-17,180.0,DRAGON　BALL
CE63551,其之二百三十 あぶない3倍界王拳!,C87667,M543841,59.0,73.0,15.0,0.1414868105515587,False,False,週刊少年ジャンプ 1989年 表示号数30,C119459,週刊少年ジャンプ,1989-07-10,180.0,DRAGON　BALL
CE63568,其之二百二十九天下分け目の超決戦!!,C87667,M543842,6.0,27.0,22.0,0.0147420147420147,True,True,週刊少年ジャンプ 1989年 表示号数29,C119459,週刊少年ジャンプ,1989-07-03,180.0,DRAGON　BALL
