,ceid,cename,pages,page_start_position,ccname,mcname,date
217,CE00217,code:125 徴の射す方,20.0,0.4118942731277533,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-03-23
218,CE00218,-BOUT 64- 男の限界,20.0,0.4647577092511013,A-BOUT!,週刊少年マガジン,2011-03-23
219,CE00219,第446話 母とは,22.0,0.5088105726872246,ゴッドハンド輝,週刊少年マガジン,2011-03-23
220,CE00220,Season 2 -絶望ノ匣(パンドラノハコ)- File 62 暗躍する影,20.0,0.5572687224669604,BLOODY MONDAY,週刊少年マガジン,2011-03-23
221,CE00221,第73話 フォンナンバー,18.0,0.6013215859030837,GE ～グッドエンディング～,週刊少年マガジン,2011-03-23
222,CE00222,SHONAN 14DAYS LESSON.58 アングリー・フィスト,19.0,0.6409691629955947,GTO,週刊少年マガジン,2011-03-23
223,CE00223,神話 4: GO!GO!サークル[後編],8.0,0.6850220264317181,ゼウスの種,週刊少年マガジン,2011-03-23
224,CE00224,Round 928 どんな表情で,18.0,0.7026431718061674,はじめの一歩,週刊少年マガジン,2011-03-23
225,CE00225,320時間目 負けない、負けられない!!,18.0,0.7422907488986784,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-03-23
226,CE00226,第102話 Salvation:施無畏,20.0,0.7819383259911894,エデンの檻,週刊少年マガジン,2011-03-23
227,CE00227,#83 麗しのひいちゃん,6.0,0.8259911894273128,波打際のむろみさん,週刊少年マガジン,2011-03-23
228,CE00228,第320話 ローラー,16.0,0.8392070484581498,あひるの空,週刊少年マガジン,2011-03-23
229,CE00229,第76話 ゲーリー・オブ伝統,8.0,0.8788546255506607,だぶるじぇい,週刊少年マガジン,2011-03-23
230,CE00230,#126 最高の笑顔,18.0,0.8964757709251101,君のいる町,週刊少年マガジン,2011-03-23
231,CE00231,#156 友達の友達,18.0,0.9361233480176212,Baby Steps ベイビーステップ,週刊少年マガジン,2011-03-23
232,CE00232,File.300 デカスリートへの道!!(その1),6.0,0.9757709251101322,もう、しませんから。,週刊少年マガジン,2011-03-23
233,CE00233,File.301 デカスリートへの道!!(その2),6.0,0.9889867841409692,もう、しませんから。,週刊少年マガジン,2011-03-23
234,CE00234,-BOUT 62- 涙,13.0,0.0210526315789473,A-BOUT!,週刊少年マガジン,2011-03-16
235,CE00235,-BOUT 63- 最後の覇者,17.0,0.0505263157894736,A-BOUT!,週刊少年マガジン,2011-03-16
236,CE00236,code:124 届かぬ谺,20.0,0.0863157894736842,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-03-16
237,CE00237,第27話 「たかみな」,20.0,0.1284210526315789,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-03-16
238,CE00238,第85話,24.0,0.1705263157894737,我間乱 ～GAMARAN～,週刊少年マガジン,2011-03-16
239,CE00239,第224話 ゾルディオの野望,20.0,0.2210526315789473,FAIRY TAIL,週刊少年マガジン,2011-03-16
240,CE00240,#155 ゾーン,18.0,0.2631578947368421,Baby Steps ベイビーステップ,週刊少年マガジン,2011-03-16
241,CE00241,第4話 ブラパン大作戦!!,23.0,0.3010526315789473,この彼女はフィクションです。,週刊少年マガジン,2011-03-16
242,CE00242,#216 恐るべし、合気道DF,20.0,0.3557894736842105,エリアの騎士,週刊少年マガジン,2011-03-16
243,CE00243,319時間目 1000％バトル!!,18.0,0.3978947368421052,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-03-16
244,CE00244,第445話 忘られぬ声,22.0,0.4357894736842105,ゴッドハンド輝,週刊少年マガジン,2011-03-16
245,CE00245,第319話 ギブ,16.0,0.4821052631578947,あひるの空,週刊少年マガジン,2011-03-16
246,CE00246,#82 玉虫色の乙姫さん,6.0,0.52,波打際のむろみさん,週刊少年マガジン,2011-03-16
247,CE00247,Season 2 -絶望ノ匣(パンドラノハコ)- File 61 カゴの中の鳥,20.0,0.5326315789473685,BLOODY MONDAY,週刊少年マガジン,2011-03-16
248,CE00248,SHONAN 14DAYS LESSON.57 ビター・メモリーズ,19.0,0.5747368421052632,GTO,週刊少年マガジン,2011-03-16
249,CE00249,Trick:308,18.0,0.6168421052631579,エア・ギア,週刊少年マガジン,2011-03-16
250,CE00250,第229話/イメージ,20.0,0.6547368421052632,ダイヤのA,週刊少年マガジン,2011-03-16
251,CE00251,神話 3: GO!GO!サークル!!,8.0,0.6968421052631579,ゼウスの種,週刊少年マガジン,2011-03-16
252,CE00252,第13話 創造主。,20.0,0.7136842105263158,振り向くな君は,週刊少年マガジン,2011-03-16
253,CE00253,第72話 クロス,18.0,0.7557894736842106,GE ～グッドエンディング～,週刊少年マガジン,2011-03-16
254,CE00254,#126　／　乙女なので　／　どう○い　／　重量級の愛　／　安全保証　／　とっさ　／　いやしの言葉　／　おこぼれ,4.0,0.7936842105263158,生徒会役員共,週刊少年マガジン,2011-03-16
255,CE00255,Round 927 減量:増量:両者計量,18.0,0.8021052631578948,はじめの一歩,週刊少年マガジン,2011-03-16
256,CE00256,第255話 「親譲りの無鉄砲で子供の時からゾロ目ばかり見てゐる」,12.0,0.84,さよなら絶望先生,週刊少年マガジン,2011-03-16
257,CE00257,第101話 A soliloquy:意味深な呟き,20.0,0.8652631578947368,エデンの檻,週刊少年マガジン,2011-03-16
258,CE00258,202限目 はじめからそのつもりだ。,20.0,0.9073684210526316,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-03-16
259,CE00259,第75話 ポケットの中の伝統,8.0,0.9494736842105264,だぶるじぇい,週刊少年マガジン,2011-03-16
260,CE00260,File.299 テコンドーでモテ計画!!,6.0,0.9663157894736842,もう、しませんから。,週刊少年マガジン,2011-03-16
261,CE00261,,2.0,0.9978947368421052,ミヤジマがお知らせします。,週刊少年マガジン,2011-03-16
262,CE00262,第100話 excavation:発見,22.0,0.0244444444444444,エデンの檻,週刊少年マガジン,2011-03-09
263,CE00263,201限目 ゴリラ。,20.0,0.0733333333333333,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-03-09
264,CE00264,SHONAN 14DAYS LESSON.56 フットステップ・イン・ザ・ダーク,19.0,0.1177777777777777,GTO,週刊少年マガジン,2011-03-09
265,CE00265,#125　／　隠れ巨乳共　／　おだて名人　／　抜きポイント　／　青い時代　／　あの頃から今　／　OB　／　大人の日,4.0,0.1622222222222222,生徒会役員共,週刊少年マガジン,2011-03-09
266,CE00266,Round 926 未知なる体へ,18.0,0.1711111111111111,はじめの一歩,週刊少年マガジン,2011-03-09
267,CE00267,第254話 「壁木灘」,12.0,0.2111111111111111,さよなら絶望先生,週刊少年マガジン,2011-03-09
268,CE00268,第12話 使命。,20.0,0.2377777777777777,振り向くな君は,週刊少年マガジン,2011-03-09
269,CE00269,code:123 にゃんまる讃歌,20.0,0.2822222222222222,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-03-09
270,CE00270,第3話 Who done it!?,26.0,0.3266666666666666,この彼女はフィクションです。,週刊少年マガジン,2011-03-09
271,CE00271,第26話 トラブル,20.0,0.3844444444444444,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-03-09
272,CE00272,第223話 人間の扉,20.0,0.4288888888888889,FAIRY TAIL,週刊少年マガジン,2011-03-09
273,CE00273,第228話/先輩達,20.0,0.4733333333333333,ダイヤのA,週刊少年マガジン,2011-03-09
274,CE00274,第71話 キス＆クライ,18.0,0.5177777777777778,GE ～グッドエンディング～,週刊少年マガジン,2011-03-09
275,CE00275,#154 前へ,18.0,0.5577777777777778,Baby Steps ベイビーステップ,週刊少年マガジン,2011-03-09
276,CE00276,神話 2: 心のスーツ,8.0,0.5977777777777777,ゼウスの種,週刊少年マガジン,2011-03-09
277,CE00277,第84話,20.0,0.6155555555555555,我間乱 ～GAMARAN～,週刊少年マガジン,2011-03-09
278,CE00278,#81 歴史認識とむろみさん,6.0,0.66,波打際のむろみさん,週刊少年マガジン,2011-03-09
279,CE00279,#125 デートするか。,18.0,0.6733333333333333,君のいる町,週刊少年マガジン,2011-03-09
280,CE00280,Trick:307,18.0,0.7133333333333334,エア・ギア,週刊少年マガジン,2011-03-09
281,CE00281,第318話 キャプテン 4,18.0,0.7533333333333333,あひるの空,週刊少年マガジン,2011-03-09
282,CE00282,Season 2 -絶望ノ匣(パンドラノハコ)- File 60 必要な体,20.0,0.7933333333333333,BLOODY MONDAY,週刊少年マガジン,2011-03-09
283,CE00283,318時間目 決戦!!,18.0,0.8377777777777777,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-03-09
284,CE00284,-BOUT 61- せめて不良らしく,20.0,0.8777777777777778,A-BOUT!,週刊少年マガジン,2011-03-09
285,CE00285,第444話 出会い,22.0,0.9222222222222224,ゴッドハンド輝,週刊少年マガジン,2011-03-09
286,CE00286,第74話 ウォール・スト伝統,8.0,0.9711111111111111,だぶるじぇい,週刊少年マガジン,2011-03-09
287,CE00287,File.298 ブンブン絶叫体験!,6.0,0.9888888888888888,もう、しませんから。,週刊少年マガジン,2011-03-09
288,CE00288,200限目 おまえはやればできる!!,22.0,0.0236051502145922,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-03-02
289,CE00289,第99話 Extermination:勝利,20.0,0.0708154506437768,エデンの檻,週刊少年マガジン,2011-03-02
290,CE00290,Round 925 二つの教え,18.0,0.1137339055793991,はじめの一歩,週刊少年マガジン,2011-03-02
291,CE00291,#124 挑戦状,18.0,0.1523605150214592,君のいる町,週刊少年マガジン,2011-03-02
292,CE00292,SHONAN 14DAYS LESSON.55 スカイ・ハイ,19.0,0.1909871244635193,GTO,週刊少年マガジン,2011-03-02
293,CE00293,第253話 「『いきすぎ』の構造」,12.0,0.2381974248927038,さよなら絶望先生,週刊少年マガジン,2011-03-02
294,CE00294,第317話 キャプテン 3,18.0,0.2639484978540772,あひるの空,週刊少年マガジン,2011-03-02
295,CE00295,神話 1: 名前で呼んで下さい,22.0,0.3025751072961373,ゼウスの種,週刊少年マガジン,2011-03-02
296,CE00296,第70話 ラヴァーソウル,18.0,0.3497854077253219,GE ～グッドエンディング～,週刊少年マガジン,2011-03-02
297,CE00297,第222話 「具現のアーク」,20.0,0.388412017167382,FAIRY TAIL,週刊少年マガジン,2011-03-02
298,CE00298,,12.0,0.4313304721030043,カウントラブル,週刊少年マガジン,2011-03-02
299,CE00299,第83話,20.0,0.4570815450643777,我間乱 ～GAMARAN～,週刊少年マガジン,2011-03-02
300,CE00300,第2話 こんな女に誰がした,48.0,0.5,この彼女はフィクションです。,週刊少年マガジン,2011-03-02
301,CE00301,第227話/カムバック,20.0,0.6115879828326181,ダイヤのA,週刊少年マガジン,2011-03-02
302,CE00302,-BOUT 60- 疼く、感情,20.0,0.6545064377682404,A-BOUT!,週刊少年マガジン,2011-03-02
303,CE00303,第25話 無理,20.0,0.6974248927038627,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-03-02
304,CE00304,#124　／　壁のむこう側　／　スズ印　／　現代版思春期　／　他人の目　／　オンナ　／　人体の神秘　／　OKサイン,4.0,0.740343347639485,生徒会役員共,週刊少年マガジン,2011-03-02
305,CE00305,#215 行くぜ、アラーキー!!,20.0,0.7489270386266095,エリアの騎士,週刊少年マガジン,2011-03-02
306,CE00306,第443話 あるべき姿,22.0,0.7918454935622318,ゴッドハンド輝,週刊少年マガジン,2011-03-02
307,CE00307,Trick:306,18.0,0.8390557939914163,エア・ギア,週刊少年マガジン,2011-03-02
308,CE00308,#80 パワーバランスとむろみさん,6.0,0.8776824034334764,波打際のむろみさん,週刊少年マガジン,2011-03-02
309,CE00309,第11話 心臓。,20.0,0.8905579399141631,振り向くな君は,週刊少年マガジン,2011-03-02
310,CE00310,#153 今できる全て,18.0,0.9334763948497854,Baby Steps ベイビーステップ,週刊少年マガジン,2011-03-02
311,CE00311,第73話 白覆面の魔王 伝統ロイヤー,8.0,0.9721030042918456,だぶるじぇい,週刊少年マガジン,2011-03-02
312,CE00312,File.297 美女と極めるビリヤード!(後編),6.0,0.9892703862660944,もう、しませんから。,週刊少年マガジン,2011-03-02
313,CE00313,第1話 非実在彼女,60.0,0.01931330472103,この彼女はフィクションです。,週刊少年マガジン,2011-02-23
314,CE00314,第226話/カミナリ,20.0,0.148068669527897,ダイヤのA,週刊少年マガジン,2011-02-23
315,CE00315,code:122 甦す炎,20.0,0.1909871244635193,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-02-23
316,CE00316,第24話 光と影,20.0,0.2339055793991416,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-02-23
317,CE00317,119限目 だからこそだ。,20.0,0.2768240343347639,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-02-23
318,CE00318,第442話 生命のバトン,22.0,0.3197424892703863,ゴッドハンド輝,週刊少年マガジン,2011-02-23
319,CE00319,#123 怒られて,18.0,0.3669527896995708,君のいる町,週刊少年マガジン,2011-02-23
320,CE00320,#0 Girls Talk,10.0,0.4055793991416309,ラブプラス Rinko Days,週刊少年マガジン,2011-02-23
321,CE00321,第221話 大魔法世界,20.0,0.4313304721030043,FAIRY TAIL,週刊少年マガジン,2011-02-23
322,CE00322,#123　／　血がたぎる　／　くせもの　／　もったいないおばけ　／　裏の組織　／　復活の日　／　男女の間合い　／　一挙一動,4.0,0.4785407725321888,生徒会役員共,週刊少年マガジン,2011-02-23
323,CE00323,第82話,20.0,0.4871244635193133,我間乱 ～GAMARAN～,週刊少年マガジン,2011-02-23
324,CE00324,#214 DFに決まってんだろ,20.0,0.5300429184549357,エリアの騎士,週刊少年マガジン,2011-02-23
325,CE00325,第69話 アイラブユー,18.0,0.572961373390558,GE ～グッドエンディング～,週刊少年マガジン,2011-02-23
326,CE00326,#152 好機,18.0,0.6115879828326181,Baby Steps ベイビーステップ,週刊少年マガジン,2011-02-23
327,CE00327,317時間目 崩壊へのカウントダウン!,18.0,0.6502145922746781,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-02-23
328,CE00328,Round 924 クリとイモと助言,18.0,0.6888412017167382,はじめの一歩,週刊少年マガジン,2011-02-23
329,CE00329,第252話 「蒲団に入ると気持ちいい」,12.0,0.7274678111587983,さよなら絶望先生,週刊少年マガジン,2011-02-23
330,CE00330,第316話 キャプテン 2,18.0,0.7532188841201717,あひるの空,週刊少年マガジン,2011-02-23
331,CE00331,第10話 桜高の実力。,20.0,0.7918454935622318,振り向くな君は,週刊少年マガジン,2011-02-23
332,CE00332,-BOUT 59- 獣の柾木、岐路の風間,20.0,0.8347639484978541,A-BOUT!,週刊少年マガジン,2011-02-23
333,CE00333,#79 芽生えとイエティ,6.0,0.8776824034334764,波打際のむろみさん,週刊少年マガジン,2011-02-23
334,CE00334,Trick:305,18.0,0.8905579399141631,エア・ギア,週刊少年マガジン,2011-02-23
335,CE00335,Season 2 -絶望ノ匣(パンドラノハコ)- File 59 暗闇からの正体,20.0,0.9291845493562232,BLOODY MONDAY,週刊少年マガジン,2011-02-23
336,CE00336,第72話 CAN YOU CELEB伝統,8.0,0.9721030042918456,だぶるじぇい,週刊少年マガジン,2011-02-23
337,CE00337,File.296 美女と極めるビリヤード!(前編),6.0,0.9892703862660944,もう、しませんから。,週刊少年マガジン,2011-02-23
338,CE00338,第220話 妖精姉妹,25.0,0.0222222222222222,FAIRY TAIL,週刊少年マガジン,2011-02-16
339,CE00339,-BOUT 58- 獣の戦い,24.0,0.0777777777777777,A-BOUT!,週刊少年マガジン,2011-02-16
340,CE00340,第23話 これがファン,24.0,0.1311111111111111,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-02-16
341,CE00341,第98話 Her words were true:的中,24.0,0.1844444444444444,エデンの檻,週刊少年マガジン,2011-02-16
342,CE00342,第8話 闘将。,22.0,0.2377777777777777,振り向くな君は,週刊少年マガジン,2011-02-16
343,CE00343,第225話/落とし穴,20.0,0.2866666666666667,ダイヤのA,週刊少年マガジン,2011-02-16
344,CE00344,#151 タイミング,22.0,0.3311111111111111,Baby Steps ベイビーステップ,週刊少年マガジン,2011-02-16
345,CE00345,第441話 誓いの言葉,24.0,0.3844444444444444,ゴッドハンド輝,週刊少年マガジン,2011-02-16
346,CE00346,198限目 これだから男ってのは嫌だよ!!,20.0,0.4377777777777777,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-02-16
347,CE00347,Season 2 -絶望ノ匣(パンドラノハコ)- File 58 獅子身中の虫,20.0,0.4822222222222222,BLOODY MONDAY,週刊少年マガジン,2011-02-16
348,CE00348,Trick:304,18.0,0.5266666666666666,エア・ギア,週刊少年マガジン,2011-02-16
349,CE00349,#122 爆弾娘ふたたび,18.0,0.5666666666666667,君のいる町,週刊少年マガジン,2011-02-16
350,CE00350,316時間目 「真実」は何処に!?,18.0,0.6066666666666667,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-02-16
351,CE00351,第68話 ハンティング,18.0,0.6466666666666666,GE ～グッドエンディング～,週刊少年マガジン,2011-02-16
352,CE00352,code:121 記憶のカケラ,20.0,0.6866666666666666,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-02-16
353,CE00353,#122　／　ひらがなのわな　／　料理マスター　／　通りすがりメイド　／　安否確認　／　愛の手形　／　テレの役割　／　決めゼリフ,4.0,0.7311111111111112,生徒会役員共,週刊少年マガジン,2011-02-16
354,CE00354,SHONAN 14DAYS LESSON.54 バードメン,19.0,0.74,GTO,週刊少年マガジン,2011-02-16
355,CE00355,#213 準々決勝、キックオフ!,20.0,0.7844444444444445,エリアの騎士,週刊少年マガジン,2011-02-16
356,CE00356,第81話,20.0,0.8288888888888889,我間乱 ～GAMARAN～,週刊少年マガジン,2011-02-16
357,CE00357,#78 仲裁とむろみさん,6.0,0.8733333333333333,波打際のむろみさん,週刊少年マガジン,2011-02-16
358,CE00358,第315話 キャプテン,18.0,0.8866666666666667,あひるの空,週刊少年マガジン,2011-02-16
359,CE00359,第9話 チーム。,20.0,0.9266666666666666,振り向くな君は,週刊少年マガジン,2011-02-16
360,CE00360,第71話 AKB4伝統,8.0,0.9711111111111111,だぶるじぇい,週刊少年マガジン,2011-02-16
361,CE00361,File.295 もうしま歌会始,6.0,0.9888888888888888,もう、しませんから。,週刊少年マガジン,2011-02-16
362,CE00362,Trick:303,20.0,0.0244444444444444,エア・ギア,週刊少年マガジン,2011-02-09
363,CE00363,SHONAN 14DAYS LESSON.53 恋する気持ち,17.0,0.0688888888888888,GTO,週刊少年マガジン,2011-02-09
364,CE00364,第314話 手をのばすその太陽に,18.0,0.1133333333333333,あひるの空,週刊少年マガジン,2011-02-09
365,CE00365,第97話 Truth or nonsense:真実かデタラメか,20.0,0.1533333333333333,エデンの檻,週刊少年マガジン,2011-02-09
366,CE00366,Season 2 -絶望ノ匣(パンドラノハコ)- File 57 ヘンゼルとグレーテル,20.0,0.1977777777777777,BLOODY MONDAY,週刊少年マガジン,2011-02-09
367,CE00367,第219話 竜神の煌炎,20.0,0.2422222222222222,FAIRY TAIL,週刊少年マガジン,2011-02-09
368,CE00368,-BOUT 57- カードの選択を,20.0,0.2866666666666667,A-BOUT!,週刊少年マガジン,2011-02-09
369,CE00369,第22話 みのり推し,20.0,0.3311111111111111,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-02-09
370,CE00370,第7話 HEART BEAT,20.0,0.3755555555555555,振り向くな君は,週刊少年マガジン,2011-02-09
371,CE00371,第224話/最後の教え,20.0,0.42,ダイヤのA,週刊少年マガジン,2011-02-09
372,CE00372,#121 Destinyで、すれ違い。,18.0,0.4644444444444444,君のいる町,週刊少年マガジン,2011-02-09
373,CE00373,315時間目 宿命の戦いに向けて!,18.0,0.5044444444444445,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-02-09
374,CE00374,197限目 受験がんば❤,20.0,0.5444444444444444,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-02-09
375,CE00375,#121　／　状況判断力　／　1対1　／　エア文字　／　真実の探求者　／　みなぎる祭典　／　素行調査員　／　伝言調査員,4.0,0.5888888888888889,生徒会役員共,週刊少年マガジン,2011-02-09
376,CE00376,Round 923 そんなコト言った?,15.0,0.5977777777777777,はじめの一歩,週刊少年マガジン,2011-02-09
377,CE00377,エビ・フラ彦さん　／　グローブ,2.0,0.6311111111111111,チョイとだけ劇場,週刊少年マガジン,2011-02-09
378,CE00378,第251話 「生まれ出づる難民」,12.0,0.6377777777777778,さよなら絶望先生,週刊少年マガジン,2011-02-09
379,CE00379,第80話,20.0,0.6644444444444444,我間乱 ～GAMARAN～,週刊少年マガジン,2011-02-09
380,CE00380,#150 イメージ,18.0,0.7088888888888889,Baby Steps ベイビーステップ,週刊少年マガジン,2011-02-09
381,CE00381,第70話 スト伝統ファイター,8.0,0.7488888888888889,だぶるじぇい,週刊少年マガジン,2011-02-09
382,CE00382,#212 2つの願い,20.0,0.7666666666666667,エリアの騎士,週刊少年マガジン,2011-02-09
383,CE00383,code:120 未知なる小竜,20.0,0.8111111111111111,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-02-09
384,CE00384,第440話 信じるもの,22.0,0.8555555555555555,ゴッドハンド輝,週刊少年マガジン,2011-02-09
385,CE00385,第67話 ショック,18.0,0.9044444444444444,GE ～グッドエンディング～,週刊少年マガジン,2011-02-09
386,CE00386,#14 勝手にしやがれ,20.0,0.9444444444444444,BUN BUN BEE,週刊少年マガジン,2011-02-09
387,CE00387,File.294 迷監督・西本!?(後編),6.0,0.9888888888888888,もう、しませんから。,週刊少年マガジン,2011-02-09
388,CE00388,第20話 幽霊,21.0,0.0260303687635574,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-02-02
389,CE00389,-BOUT 56-五人目の適格者,20.0,0.071583514099783,A-BOUT!,週刊少年マガジン,2011-02-02
390,CE00390,#211 祭りの後,20.0,0.1149674620390455,エリアの騎士,週刊少年マガジン,2011-02-02
391,CE00391,#149 直視,18.0,0.158351409978308,Baby Steps ベイビーステップ,週刊少年マガジン,2011-02-02
392,CE00392,第66話 ユキ,18.0,0.1973969631236442,GE ～グッドエンディング～,週刊少年マガジン,2011-02-02
393,CE00393,第68話 グ伝統・カブキ,10.0,0.2364425162689804,だぶるじぇい,週刊少年マガジン,2011-02-02
394,CE00394,第69話 グ伝統・ムタ,8.0,0.2581344902386117,だぶるじぇい,週刊少年マガジン,2011-02-02
395,CE00395,第6話 太陽。,20.0,0.2754880694143167,振り向くな君は,週刊少年マガジン,2011-02-02
396,CE00396,第96話 Tomorrow:希望,20.0,0.3188720173535792,エデンの檻,週刊少年マガジン,2011-02-02
397,CE00397,Season 2 -絶望ノ匣(パンドラノハコ)- File 56 突きつけられた恐怖,20.0,0.3622559652928416,BLOODY MONDAY,週刊少年マガジン,2011-02-02
398,CE00398,SHONAN 14DAYS LESSON.52 Check Out Love,18.0,0.4056399132321041,GTO,週刊少年マガジン,2011-02-02
399,CE00399,第313話 それぞれの,18.0,0.4446854663774403,あひるの空,週刊少年マガジン,2011-02-02
400,CE00400,Trick:302,18.0,0.4837310195227766,エア・ギア,週刊少年マガジン,2011-02-02
401,CE00401,Round 922 小島の武器,15.0,0.5227765726681128,はじめの一歩,週刊少年マガジン,2011-02-02
402,CE00402,フクちゃん　／　英和辞典　／　国語辞典　／　仮眠　／　早起き,2.0,0.5553145336225597,チョイとだけ劇場,週刊少年マガジン,2011-02-02
403,CE00403,第250話 「一杯のエスプレッソ分」,12.0,0.561822125813449,さよなら絶望先生,週刊少年マガジン,2011-02-02
404,CE00404,#119　／　即行動　／　空世辞　／　ちっちゃい息吹　／　精神修業　／　輝く鉄棒　／　親の背中　／　求められる味,4.0,0.5878524945770065,生徒会役員共,週刊少年マガジン,2011-02-02
405,CE00405,#120　／　肉刺知識　／　むしろ問う　／　優しさブラック　／　戦歴　／　スポブラ　／　手が届く場所　／　2人の会長,4.0,0.596529284164859,生徒会役員共,週刊少年マガジン,2011-02-02
406,CE00406,第218話 火竜vs.炎神,20.0,0.6052060737527115,FAIRY TAIL,週刊少年マガジン,2011-02-02
407,CE00407,第223話/すてごま,20.0,0.648590021691974,ダイヤのA,週刊少年マガジン,2011-02-02
408,CE00408,196限目 僕たちはずっと。,20.0,0.6919739696312365,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-02-02
409,CE00409,第79話,20.0,0.735357917570499,我間乱 ～GAMARAN～,週刊少年マガジン,2011-02-02
410,CE00410,code:119 時を翔る少女,20.0,0.7787418655097614,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-02-02
411,CE00411,#13 これが悪運,20.0,0.8221258134490239,BUN BUN BEE,週刊少年マガジン,2011-02-02
412,CE00412,#120 思ってるよりも,18.0,0.8655097613882863,君のいる町,週刊少年マガジン,2011-02-02
413,CE00413,第21話 10秒間,20.0,0.9045553145336226,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-02-02
414,CE00414,#77 恣意と無為とむろみさん,6.0,0.9479392624728852,波打際のむろみさん,週刊少年マガジン,2011-02-02
415,CE00415,File.293 迷監督・西本!?(前編),6.0,0.9609544468546638,もう、しませんから。,週刊少年マガジン,2011-02-02
416,CE00416,,2.0,0.9978308026030368,ミヤジマがお知らせします。,週刊少年マガジン,2011-02-02
417,CE00417,第65話 バーサス,26.0,0.024390243902439,GE ～グッドエンディング～,週刊少年マガジン,2011-01-29
418,CE00418,#210 試合終了,20.0,0.082039911308204,エリアの騎士,週刊少年マガジン,2011-01-29
419,CE00419,-BOUT 55- 士に至る破戒、そして,20.0,0.1263858093126385,A-BOUT!,週刊少年マガジン,2011-01-29
420,CE00420,#75 夢で会えたらむろみさん,6.0,0.1707317073170731,波打際のむろみさん,週刊少年マガジン,2011-01-29
421,CE00421,#76 ひいちゃんとむろみさん,6.0,0.1840354767184035,波打際のむろみさん,週刊少年マガジン,2011-01-29
422,CE00422,第19話 男女男男女?,20.0,0.1973392461197339,AKB49 ～恋愛禁止条例～,週刊少年マガジン,2011-01-29
423,CE00423,#148 現状把握,18.0,0.2416851441241685,Baby Steps ベイビーステップ,週刊少年マガジン,2011-01-29
424,CE00424,第5話 赤丸。,22.0,0.2815964523281596,振り向くな君は,週刊少年マガジン,2011-01-29
425,CE00425,#12 これが蜂,20.0,0.3303769401330377,BUN BUN BEE,週刊少年マガジン,2011-01-29
426,CE00426,第217話 「失われた魔法」,20.0,0.3747228381374722,FAIRY TAIL,週刊少年マガジン,2011-01-29
427,CE00427,第78話,20.0,0.4190687361419069,我間乱 ～GAMARAN～,週刊少年マガジン,2011-01-29
428,CE00428,code:118 思い出ぺんぎん,20.0,0.4634146341463415,CODE:BREAKER コード:ブレイカー,週刊少年マガジン,2011-01-29
429,CE00429,第439話 ここにいる意味,22.0,0.5077605321507761,ゴッドハンド輝,週刊少年マガジン,2011-01-29
430,CE00430,#119 再会の夜に,18.0,0.5565410199556541,君のいる町,週刊少年マガジン,2011-01-29
431,CE00431,第95話 Captive birds:逃げ場無し,20.0,0.5964523281596452,エデンの檻,週刊少年マガジン,2011-01-29
432,CE00432,195限目 必ずみんなで殿大に行こう!,20.0,0.6407982261640798,ヤンキー君とメガネちゃん,週刊少年マガジン,2011-01-29
433,CE00433,Trick:301,18.0,0.6851441241685144,エア・ギア,週刊少年マガジン,2011-01-29
434,CE00434,SHONAN 14DAYS LESSON.51 Not Alone,17.0,0.729490022172949,GTO,週刊少年マガジン,2011-01-29
435,CE00435,314時間目 REBIRTH,18.0,0.7694013303769401,魔法先生 ネギま! MAGISTER NEGI MAGI,週刊少年マガジン,2011-01-29
436,CE00436,Round 921 この人は少し,18.0,0.8093126385809313,はじめの一歩,週刊少年マガジン,2011-01-29
437,CE00437,第249話 「イワンのなかば」,12.0,0.8492239467849224,さよなら絶望先生,週刊少年マガジン,2011-01-29
