アニメ作品名ID,初出年代,初出曜日,クール数,初出曜日ID,初出年代ID
C9867,1990,月,1クール以下,0,0
C9418,1990,月,1クール以下,0,0
C9869,1990,月,1クール以下,0,0
C9110,1990,月,1クール以下,0,0
C9066,1990,月,1クール以下,0,0
C9534,1990,月,1クール以下,0,0
C9622,1990,月,1クール以下,0,0
C9476,1990,月,1クール以下,0,0
C9551,1990,月,1クール以下,0,0
C15091,1990,月,2クール以上,0,0
C9221,1990,月,2クール以上,0,0
C9213,1990,月,2クール以上,0,0
C12538,1990,月,2クール以上,0,0
C9661,1990,月,2クール以上,0,0
C9497,1990,月,2クール以上,0,0
C12797,1990,月,2クール以上,0,0
C9851,1990,月,2クール以上,0,0
C9297,1990,月,2クール以上,0,0
C9257,1990,月,2クール以上,0,0
C9281,1990,月,2クール以上,0,0
C9243,1990,月,2クール以上,0,0
C9082,1990,月,2クール以上,0,0
C8672,1990,月,2クール以上,0,0
C8927,1990,月,2クール以上,0,0
C9410,1990,月,2クール以上,0,0
C9628,1990,月,2クール以上,0,0
C9663,1990,月,2クール以上,0,0
C8726,1990,月,2クール以上,0,0
C12715,1990,月,2クール以上,0,0
C9762,1990,月,2クール以上,0,0
C9754,1990,月,2クール以上,0,0
C9800,1990,月,2クール以上,0,0
C8668,1990,月,2クール以上,0,0
C9752,1990,月,2クール以上,0,0
C9205,1990,月,2クール以上,0,0
C8734,1990,月,2クール以上,0,0
C9006,1990,月,2クール以上,0,0
C9719,1990,月,2クール以上,0,0
C8728,1990,月,2クール以上,0,0
C9756,1990,月,2クール以上,0,0
C9699,1990,月,2クール以上,0,0
C9008,1990,月,2クール以上,0,0
C8941,1990,月,2クール以上,0,0
C9626,1990,月,2クール以上,0,0
C9724,1990,月,2クール以上,0,0
C8623,1990,月,2クール以上,0,0
C8684,1990,月,2クール以上,0,0
C8524,1990,月,2クール以上,0,0
C12729,1990,月,2クール以上,0,0
C8768,1990,月,2クール以上,0,0
C8522,1990,月,2クール以上,0,0
C8702,1990,月,2クール以上,0,0
C8794,1990,月,2クール以上,0,0
C9124,1990,月,2クール以上,0,0
C9380,1990,月,2クール以上,0,0
C9527,1990,月,2クール以上,0,0
C9028,1990,月,2クール以上,0,0
C9279,1990,月,2クール以上,0,0
C9572,1990,月,2クール以上,0,0
C9624,1990,月,2クール以上,0,0
C12701,1990,月,2クール以上,0,0
C9501,1990,月,2クール以上,0,0
C9094,1990,月,2クール以上,0,0
C9863,1990,月,2クール以上,0,0
C8909,1990,月,2クール以上,0,0
C8891,1990,月,2クール以上,0,0
C8943,1990,月,2クール以上,0,0
C8696,1990,月,2クール以上,0,0
C12421,1990,月,2クール以上,0,0
C9442,1990,月,2クール以上,0,0
C8825,1990,月,2クール以上,0,0
C9283,1990,月,2クール以上,0,0
C8849,1990,月,2クール以上,0,0
C9592,1990,火,1クール以下,1,0
C9578,1990,火,1クール以下,1,0
C9701,1990,火,1クール以下,1,0
C9784,1990,火,1クール以下,1,0
C9804,1990,火,1クール以下,1,0
C9818,1990,火,1クール以下,1,0
C9857,1990,火,1クール以下,1,0
C9865,1990,火,1クール以下,1,0
C9543,1990,火,1クール以下,1,0
C8844,1990,火,1クール以下,1,0
C9563,1990,火,1クール以下,1,0
C12771,1990,火,1クール以下,1,0
C15787,1990,火,1クール以下,1,0
C8961,1990,火,1クール以下,1,0
C9574,1990,火,1クール以下,1,0
C9730,1990,火,1クール以下,1,0
C9790,1990,火,1クール以下,1,0
C9669,1990,火,1クール以下,1,0
C9525,1990,火,1クール以下,1,0
C8808,1990,火,2クール以上,1,0
C9181,1990,火,2クール以上,1,0
C8817,1990,火,2クール以上,1,0
C9853,1990,火,2クール以上,1,0
C8842,1990,火,2クール以上,1,0
C8957,1990,火,2クール以上,1,0
C9245,1990,火,2クール以上,1,0
C9299,1990,火,2クール以上,1,0
C9350,1990,火,2クール以上,1,0
C9352,1990,火,2クール以上,1,0
C9632,1990,火,2クール以上,1,0
C9667,1990,火,2クール以上,1,0
C9671,1990,火,2クール以上,1,0
C9758,1990,火,2クール以上,1,0
C9760,1990,火,2クール以上,1,0
C9825,1990,火,2クール以上,1,0
C9827,1990,火,2クール以上,1,0
C9720,1990,火,2クール以上,1,0
C9217,1990,火,2クール以上,1,0
C9820,1990,火,2クール以上,1,0
C9822,1990,火,2クール以上,1,0
C9717,1990,火,2クール以上,1,0
C9539,1990,火,2クール以上,1,0
C8674,1990,火,2クール以上,1,0
C12419,1990,火,2クール以上,1,0
C9630,1990,火,2クール以上,1,0
C9156,1990,火,2クール以上,1,0
C9010,1990,火,2クール以上,1,0
C9333,1990,火,2クール以上,1,0
C8328,1990,火,2クール以上,1,0
C12757,1990,火,2クール以上,1,0
C9528,1990,火,2クール以上,1,0
C12769,1990,火,2クール以上,1,0
C8804,1990,火,2クール以上,1,0
C9732,1990,火,2クール以上,1,0
C8526,1990,火,2クール以上,1,0
C8704,1990,火,2クール以上,1,0
C8945,1990,火,2クール以上,1,0
C9012,1990,火,2クール以上,1,0
C9014,1990,火,2クール以上,1,0
C9665,1990,火,2クール以上,1,0
C8815,1990,火,2クール以上,1,0
C8736,1990,火,2クール以上,1,0
C8853,1990,火,2クール以上,1,0
C8706,1990,火,2クール以上,1,0
C15942,1990,火,2クール以上,1,0
C9247,1990,火,2クール以上,1,0
C9806,1990,水,1クール以下,2,0
C9695,1990,水,1クール以下,2,0
C9673,1990,水,1クール以下,2,0
C8967,1990,水,1クール以下,2,0
C9648,1990,水,1クール以下,2,0
C9654,1990,水,1クール以下,2,0
C9560,1990,水,1クール以下,2,0
C9677,1990,水,1クール以下,2,0
C9764,1990,水,1クール以下,2,0
C9786,1990,水,2クール以上,2,0
C9513,1990,水,2クール以上,2,0
C9841,1990,水,2クール以上,2,0
C9829,1990,水,2クール以上,2,0
C9861,1990,水,2クール以上,2,0
C8332,1990,水,2クール以上,2,0
C9084,1990,水,2クール以上,2,0
C9249,1990,水,2クール以上,2,0
C9301,1990,水,2クール以上,2,0
C9430,1990,水,2クール以上,2,0
C9493,1990,水,2クール以上,2,0
C9675,1990,水,2クール以上,2,0
C9766,1990,水,2クール以上,2,0
C9831,1990,水,2クール以上,2,0
C12785,1990,水,2クール以上,2,0
C8883,1990,水,2クール以上,2,0
C9600,1990,水,2クール以上,2,0
C9634,1990,水,2クール以上,2,0
C9636,1990,水,2クール以上,2,0
C9580,1990,水,2クール以上,2,0
C9354,1990,水,2クール以上,2,0
C9428,1990,水,2クール以上,2,0
C9193,1990,水,2クール以上,2,0
C9444,1990,水,2クール以上,2,0
C9689,1990,水,2クール以上,2,0
C9162,1990,水,2クール以上,2,0
C9303,1990,水,2クール以上,2,0
C9565,1990,水,2クール以上,2,0
C8330,1990,水,2クール以上,2,0
C8639,1990,水,2クール以上,2,0
C8810,1990,水,2クール以上,2,0
C9179,1990,水,2クール以上,2,0
C9018,1990,水,2クール以上,2,0
C8659,1990,水,2クール以上,2,0
C8710,1990,水,2クール以上,2,0
C8933,1990,水,2クール以上,2,0
C9016,1990,水,2クール以上,2,0
C9160,1990,水,2クール以上,2,0
C9877,1990,水,2クール以上,2,0
C12783,1990,水,2クール以上,2,0
C8758,1990,水,2クール以上,2,0
C9547,1990,水,2クール以上,2,0
C9291,1990,水,2クール以上,2,0
C9505,1990,水,2クール以上,2,0
C9285,1990,水,2クール以上,2,0
C9855,1990,水,2クール以上,2,0
C12759,1990,木,1クール以下,3,0
C9472,1990,木,1クール以下,3,0
C9521,1990,木,1クール以下,3,0
C9656,1990,木,1クール以下,3,0
C9679,1990,木,1クール以下,3,0
C9833,1990,木,1クール以下,3,0
C9434,1990,木,1クール以下,3,0
C9483,1990,木,1クール以下,3,0
C9503,1990,木,1クール以下,3,0
C9523,1990,木,1クール以下,3,0
C9576,1990,木,1クール以下,3,0
C9640,1990,木,1クール以下,3,0
C9768,1990,木,1クール以下,3,0
C9770,1990,木,1クール以下,3,0
C9788,1990,木,2クール以上,3,0
C9843,1990,木,2クール以上,3,0
C8857,1990,木,2クール以上,3,0
C8764,1990,木,2クール以上,3,0
C9251,1990,木,2クール以上,3,0
C8547,1990,木,2クール以上,3,0
C9164,1990,木,2クール以上,3,0
C9253,1990,木,2クール以上,3,0
C9436,1990,木,2クール以上,3,0
C9495,1990,木,2クール以上,3,0
C9638,1990,木,2クール以上,3,0
C9681,1990,木,2クール以上,3,0
C9329,1990,木,2クール以上,3,0
C9602,1990,木,2クール以上,3,0
C8840,1990,木,2クール以上,3,0
C9532,1990,木,2クール以上,3,0
C9207,1990,木,2クール以上,3,0
C9382,1990,木,2クール以上,3,0
C8718,1990,木,2クール以上,3,0
C8973,1990,木,2クール以上,3,0
C9020,1990,木,2クール以上,3,0
C9728,1990,木,2クール以上,3,0
C8738,1990,木,2クール以上,3,0
C9305,1990,木,2クール以上,3,0
C9090,1990,木,2クール以上,3,0
C9259,1990,木,2クール以上,3,0
C8666,1990,木,2クール以上,3,0
C8680,1990,木,2クール以上,3,0
C8776,1990,木,2クール以上,3,0
C9201,1990,木,2クール以上,3,0
C9223,1990,木,2クール以上,3,0
C8549,1990,木,2クール以上,3,0
C8766,1990,木,2クール以上,3,0
C8901,1990,木,2クール以上,3,0
C8712,1990,木,2クール以上,3,0
C9485,1990,木,2クール以上,3,0
C8903,1990,木,2クール以上,3,0
C9470,1990,木,2クール以上,3,0
C8649,1990,木,2クール以上,3,0
C8631,1990,木,2クール以上,3,0
C9778,1990,木,2クール以上,3,0
C9845,1990,木,2クール以上,3,0
C8846,1990,木,2クール以上,3,0
C8847,1990,木,2クール以上,3,0
C9650,1990,木,2クール以上,3,0
C9080,1990,木,2クール以上,3,0
C9392,1990,金,1クール以下,4,0
C9088,1990,金,1クール以下,4,0
C9356,1990,金,1クール以下,4,0
C9384,1990,金,1クール以下,4,0
C9487,1990,金,1クール以下,4,0
C9102,1990,金,1クール以下,4,0
C8690,1990,金,1クール以下,4,0
C9056,1990,金,1クール以下,4,0
C9549,1990,金,1クール以下,4,0
C9604,1990,金,1クール以下,4,0
C9606,1990,金,1クール以下,4,0
C9738,1990,金,1クール以下,4,0
C9875,1990,金,1クール以下,4,0
C9847,1990,金,2クール以上,4,0
C9808,1990,金,2クール以上,4,0
C9582,1990,金,2クール以上,4,0
C8682,1990,金,2クール以上,4,0
C8855,1990,金,2クール以上,4,0
C8893,1990,金,2クール以上,4,0
C8975,1990,金,2クール以上,4,0
C9176,1990,金,2クール以上,4,0
C9255,1990,金,2クール以上,4,0
C9311,1990,金,2クール以上,4,0
C9358,1990,金,2クール以上,4,0
C9438,1990,金,2クール以上,4,0
C9440,1990,金,2クール以上,4,0
C9489,1990,金,2クール以上,4,0
C9608,1990,金,2クール以上,4,0
C9658,1990,金,2クール以上,4,0
C9736,1990,金,2クール以上,4,0
C9835,1990,金,2クール以上,4,0
C9837,1990,金,2クール以上,4,0
C9740,1990,金,2クール以上,4,0
C9062,1990,金,2クール以上,4,0
C9772,1990,金,2クール以上,4,0
C9511,1990,金,2クール以上,4,0
C12799,1990,金,2クール以上,4,0
C8959,1990,金,2クール以上,4,0
C9235,1990,金,2クール以上,4,0
C9307,1990,金,2クール以上,4,0
C8708,1990,金,2クール以上,4,0
C9172,1990,金,2クール以上,4,0
C8529,1990,金,2クール以上,4,0
C8720,1990,金,2クール以上,4,0
C8722,1990,金,2クール以上,4,0
C8770,1990,金,2クール以上,4,0
C8676,1990,金,2クール以上,4,0
C8790,1990,金,2クール以上,4,0
C8923,1990,金,2クール以上,4,0
C8760,1990,金,2クール以上,4,0
C8939,1990,金,2クール以上,4,0
C8949,1990,金,2クール以上,4,0
C9022,1990,金,2クール以上,4,0
C9174,1990,金,2クール以上,4,0
C9331,1990,金,2クール以上,4,0
C8334,1990,金,2クール以上,4,0
C8633,1990,金,2クール以上,4,0
C9026,1990,金,2クール以上,4,0
C9780,1990,金,2クール以上,4,0
C9774,1990,金,2クール以上,4,0
C9323,1990,金,2クール以上,4,0
C9096,1990,金,2クール以上,4,0
C8885,1990,金,2クール以上,4,0
C9390,1990,金,2クール以上,4,0
C8835,1990,金,2クール以上,4,0
C9309,1990,金,2クール以上,4,0
C9446,1990,金,2クール以上,4,0
C12681,1990,金,2クール以上,4,0
C9203,1990,金,2クール以上,4,0
C8504,1990,金,2クール以上,4,0
C8533,1990,土,1クール以下,5,0
C9693,1990,土,2クール以上,5,0
C8740,1990,土,2クール以上,5,0
C8897,1990,土,2クール以上,5,0
C9313,1990,土,2クール以上,5,0
C9315,1990,土,2クール以上,5,0
C9597,1990,土,2クール以上,5,0
C9599,1990,土,2クール以上,5,0
C9687,1990,土,2クール以上,5,0
C8700,1990,土,2クール以上,5,0
C8887,1990,土,2クール以上,5,0
C8977,1990,土,2クール以上,5,0
C8979,1990,土,2クール以上,5,0
C9464,1990,土,2クール以上,5,0
C9491,1990,土,2クール以上,5,0
C9610,1990,土,2クール以上,5,0
C9644,1990,土,2クール以上,5,0
C9742,1990,土,2クール以上,5,0
C9744,1990,土,2クール以上,5,0
C9782,1990,土,2クール以上,5,0
C9812,1990,土,2クール以上,5,0
C12663,1990,土,2クール以上,5,0
C9616,1990,土,2クール以上,5,0
C9642,1990,土,2クール以上,5,0
C8635,1990,土,2クール以上,5,0
C9024,1990,土,2クール以上,5,0
C9474,1990,土,2クール以上,5,0
C9612,1990,土,2クール以上,5,0
C8688,1990,土,2クール以上,5,0
C8686,1990,土,2クール以上,5,0
C8782,1990,土,2クール以上,5,0
C8780,1990,土,2クール以上,5,0
C9295,1990,土,2クール以上,5,0
C8951,1990,土,2クール以上,5,0
C9000,1990,土,2クール以上,5,0
C9748,1990,土,2クール以上,5,0
C8798,1990,土,2クール以上,5,0
C8838,1990,土,2クール以上,5,0
C9588,1990,土,2クール以上,5,0
C9683,1990,土,2クール以上,5,0
C9478,1990,土,2クール以上,5,0
C8325,1990,土,2クール以上,5,0
C8545,1990,土,2クール以上,5,0
C8661,1990,土,2クール以上,5,0
C8806,1990,土,2クール以上,5,0
C8895,1990,土,2クール以上,5,0
C8929,1990,土,2クール以上,5,0
C8992,1990,土,2クール以上,5,0
C9072,1990,土,2クール以上,5,0
C9140,1990,土,2クール以上,5,0
C9289,1990,土,2クール以上,5,0
C9360,1990,土,2クール以上,5,0
C9362,1990,土,2クール以上,5,0
C9364,1990,土,2クール以上,5,0
C9394,1990,土,2クール以上,5,0
C9400,1990,土,2クール以上,5,0
C9402,1990,土,2クール以上,5,0
C9746,1990,土,2クール以上,5,0
C9398,1990,土,2クール以上,5,0
C8321,1990,土,2クール以上,5,0
C8698,1990,土,2クール以上,5,0
C9146,1990,土,2クール以上,5,0
C9386,1990,土,2クール以上,5,0
C9344,1990,土,2クール以上,5,0
C8935,1990,土,2クール以上,5,0
C9002,1990,土,2クール以上,5,0
C8692,1990,土,2クール以上,5,0
C9810,1990,土,2クール以上,5,0
C9802,1990,土,2クール以上,5,0
C9321,1990,土,2クール以上,5,0
C9293,1990,土,2クール以上,5,0
C9849,1990,土,2クール以上,5,0
C9614,1990,土,2クール以上,5,0
C8955,1990,土,2クール以上,5,0
C8899,1990,土,2クール以上,5,0
C8319,1990,土,2クール以上,5,0
C9792,1990,日,1クール以下,6,0
C9794,1990,日,1クール以下,6,0
C9796,1990,日,1クール以下,6,0
C8724,1990,日,2クール以上,6,0
C8981,1990,日,2クール以上,6,0
C9004,1990,日,2クール以上,6,0
C9154,1990,日,2クール以上,6,0
C9366,1990,日,2クール以上,6,0
C9620,1990,日,2クール以上,6,0
C9659,1990,日,2クール以上,6,0
C9750,1990,日,2クール以上,6,0
C9816,1990,日,2クール以上,6,0
C8869,1990,日,2クール以上,6,0
C8784,1990,日,2クール以上,6,0
C9404,1990,日,2クール以上,6,0
C9561,1990,日,2クール以上,6,0
C9346,1990,日,2クール以上,6,0
C9685,1990,日,2クール以上,6,0
C9499,1990,日,2クール以上,6,0
C9646,1990,日,2クール以上,6,0
C9152,1990,日,2クール以上,6,0
C8746,1990,日,2クール以上,6,0
C8867,1990,日,2クール以上,6,0
C8953,1990,日,2クール以上,6,0
C9618,1990,日,2クール以上,6,0
C8837,1990,日,2クール以上,6,0
C8925,1990,日,2クール以上,6,0
C9128,1990,日,2クール以上,6,0
C8792,1990,日,2クール以上,6,0
C9092,1990,日,2クール以上,6,0
C8577,1990,日,2クール以上,6,0
C8694,1990,日,2クール以上,6,0
C9120,1990,日,2クール以上,6,0
C8323,1990,日,2クール以上,6,0
C8762,1990,日,2クール以上,6,0
C9348,1990,日,2クール以上,6,0
C9584,1990,日,2クール以上,6,0
C9586,1990,日,2クール以上,6,0
C8338,1990,日,2クール以上,6,0
C9594,1990,日,2クール以上,6,0
C9287,1990,日,2クール以上,6,0
C9126,1990,日,2クール以上,6,0
C8821,1990,日,2クール以上,6,0
C9450,1990,日,2クール以上,6,0
C9215,1990,日,2クール以上,6,0
C8998,1990,日,2クール以上,6,0
C8657,1990,日,2クール以上,6,0
C9814,1990,日,2クール以上,6,0
C8889,1990,日,2クール以上,6,0
C9277,1990,日,2クール以上,6,0
C8651,1990,日,2クール以上,6,0
C9341,1990,日,2クール以上,6,0
C7207,1990,日,2クール以上,6,0
C9122,1990,日,2クール以上,6,0
C10068,2000,月,1クール以下,0,1
C10565,2000,月,1クール以下,0,1
C13037,2000,月,1クール以下,0,1
C13166,2000,月,1クール以下,0,1
C9705,2000,月,1クール以下,0,1
C13316,2000,月,1クール以下,0,1
C13374,2000,月,1クール以下,0,1
C10153,2000,月,1クール以下,0,1
C10606,2000,月,1クール以下,0,1
C12657,2000,月,1クール以下,0,1
C12975,2000,月,1クール以下,0,1
C11406,2000,月,1クール以下,0,1
C11656,2000,月,1クール以下,0,1
C13018,2000,月,1クール以下,0,1
C13024,2000,月,1クール以下,0,1
C13275,2000,月,1クール以下,0,1
C13277,2000,月,1クール以下,0,1
C13384,2000,月,1クール以下,0,1
C14535,2000,月,1クール以下,0,1
C11579,2000,月,1クール以下,0,1
C10051,2000,月,1クール以下,0,1
C12983,2000,月,1クール以下,0,1
C10217,2000,月,1クール以下,0,1
C13058,2000,月,1クール以下,0,1
C12939,2000,月,1クール以下,0,1
C12805,2000,月,1クール以下,0,1
C13156,2000,月,1クール以下,0,1
C11780,2000,月,1クール以下,0,1
C13396,2000,月,1クール以下,0,1
C10426,2000,月,1クール以下,0,1
C11083,2000,月,1クール以下,0,1
C12620,2000,月,1クール以下,0,1
C13372,2000,月,1クール以下,0,1
C13386,2000,月,1クール以下,0,1
C15094,2000,月,1クール以下,0,1
C12929,2000,月,1クール以下,0,1
C13020,2000,月,1クール以下,0,1
C13105,2000,月,1クール以下,0,1
C10841,2000,月,1クール以下,0,1
C13042,2000,月,1クール以下,0,1
C13044,2000,月,1クール以下,0,1
C13046,2000,月,1クール以下,0,1
C13048,2000,月,1クール以下,0,1
C13050,2000,月,1クール以下,0,1
C13052,2000,月,1クール以下,0,1
C13168,2000,月,1クール以下,0,1
C14588,2000,月,1クール以下,0,1
C13066,2000,月,1クール以下,0,1
C13111,2000,月,1クール以下,0,1
C10818,2000,月,1クール以下,0,1
C10478,2000,月,1クール以下,0,1
C10828,2000,月,1クール以下,0,1
C10963,2000,月,1クール以下,0,1
C10978,2000,月,1クール以下,0,1
C11017,2000,月,1クール以下,0,1
C11081,2000,月,1クール以下,0,1
C11273,2000,月,1クール以下,0,1
C11275,2000,月,1クール以下,0,1
C11444,2000,月,1クール以下,0,1
C11464,2000,月,1クール以下,0,1
C11476,2000,月,1クール以下,0,1
C11670,2000,月,1クール以下,0,1
C11676,2000,月,1クール以下,0,1
C11772,2000,月,1クール以下,0,1
C11930,2000,月,1クール以下,0,1
C12033,2000,月,1クール以下,0,1
C12055,2000,月,1クール以下,0,1
C12108,2000,月,1クール以下,0,1
C12321,2000,月,1クール以下,0,1
C14622,2000,月,1クール以下,0,1
C9881,2000,月,1クール以下,0,1
C9901,2000,月,1クール以下,0,1
C9931,2000,月,1クール以下,0,1
C9991,2000,月,1クール以下,0,1
C13070,2000,月,1クール以下,0,1
C10028,2000,月,1クール以下,0,1
C10030,2000,月,1クール以下,0,1
C10076,2000,月,1クール以下,0,1
C10826,2000,月,1クール以下,0,1
C10910,2000,月,1クール以下,0,1
C10969,2000,月,1クール以下,0,1
C11047,2000,月,1クール以下,0,1
C11203,2000,月,1クール以下,0,1
C11559,2000,月,1クール以下,0,1
C11619,2000,月,1クール以下,0,1
C11645,2000,月,1クール以下,0,1
C11672,2000,月,1クール以下,0,1
C11699,2000,月,1クール以下,0,1
C11734,2000,月,1クール以下,0,1
C11798,2000,月,1クール以下,0,1
C11912,2000,月,1クール以下,0,1
C11918,2000,月,1クール以下,0,1
C12035,2000,月,1クール以下,0,1
C12039,2000,月,1クール以下,0,1
C12074,2000,月,1クール以下,0,1
C12110,2000,月,1クール以下,0,1
C12112,2000,月,1クール以下,0,1
C12335,2000,月,1クール以下,0,1
C12517,2000,月,1クール以下,0,1
C12569,2000,月,1クール以下,0,1
C12573,2000,月,1クール以下,0,1
C12635,2000,月,1クール以下,0,1
C12933,2000,月,1クール以下,0,1
C13095,2000,月,1クール以下,0,1
C11553,2000,月,1クール以下,0,1
C10165,2000,月,1クール以下,0,1
C10237,2000,月,2クール以上,0,1
C12381,2000,月,2クール以上,0,1
C10042,2000,月,2クール以上,0,1
C13097,2000,月,2クール以上,0,1
C14580,2000,月,2クール以上,0,1
C11480,2000,月,2クール以上,0,1
C10127,2000,月,2クール以上,0,1
C12801,2000,月,2クール以上,0,1
C13581,2000,月,2クール以上,0,1
C14604,2000,月,2クール以上,0,1
C14614,2000,月,2クール以上,0,1
C12894,2000,月,2クール以上,0,1
C12848,2000,月,2クール以上,0,1
C12476,2000,月,2クール以上,0,1
C13356,2000,月,2クール以上,0,1
C10571,2000,月,2クール以上,0,1
C11286,2000,月,2クール以上,0,1
C11736,2000,月,2クール以上,0,1
C12031,2000,月,2クール以上,0,1
C12545,2000,月,2クール以上,0,1
C13366,2000,月,2クール以上,0,1
C10957,2000,月,2クール以上,0,1
C11561,2000,月,2クール以上,0,1
C11728,2000,月,2クール以上,0,1
C11778,2000,月,2クール以上,0,1
C12100,2000,月,2クール以上,0,1
C12803,2000,月,2クール以上,0,1
C9923,2000,月,2クール以上,0,1
C11308,2000,月,2クール以上,0,1
C11330,2000,月,2クール以上,0,1
C13075,2000,月,2クール以上,0,1
C10161,2000,月,2クール以上,0,1
C10412,2000,月,2クール以上,0,1
C10636,2000,月,2クール以上,0,1
C10890,2000,月,2クール以上,0,1
C11087,2000,月,2クール以上,0,1
C11170,2000,月,2クール以上,0,1
C11201,2000,月,2クール以上,0,1
C11381,2000,月,2クール以上,0,1
C11557,2000,月,2クール以上,0,1
C11674,2000,月,2クール以上,0,1
C11732,2000,月,2クール以上,0,1
C11760,2000,月,2クール以上,0,1
C11957,2000,月,2クール以上,0,1
C11959,2000,月,2クール以上,0,1
C12377,2000,月,2クール以上,0,1
C12379,2000,月,2クール以上,0,1
C12571,2000,月,2クール以上,0,1
C12888,2000,月,2クール以上,0,1
C12910,2000,月,2クール以上,0,1
C11647,2000,月,2クール以上,0,1
C11940,2000,月,2クール以上,0,1
C10496,2000,月,2クール以上,0,1
C9989,2000,月,2クール以上,0,1
C9555,2000,月,2クール以上,0,1
C10928,2000,月,2クール以上,0,1
C11377,2000,月,2クール以上,0,1
C11379,2000,月,2クール以上,0,1
C11569,2000,月,2クール以上,0,1
C11312,2000,月,2クール以上,0,1
C10308,2000,月,2クール以上,0,1
C12937,2000,月,2クール以上,0,1
C10438,2000,月,2クール以上,0,1
C10782,2000,月,2クール以上,0,1
C15333,2000,月,2クール以上,0,1
C10247,2000,月,2クール以上,0,1
C13240,2000,月,2クール以上,0,1
C15092,2000,月,2クール以上,0,1
C9997,2000,月,2クール以上,0,1
C13360,2000,月,2クール以上,0,1
C10324,2000,月,2クール以上,0,1
C12427,2000,月,2クール以上,0,1
C12630,2000,月,2クール以上,0,1
C12813,2000,月,2クール以上,0,1
C13068,2000,月,2クール以上,0,1
C10569,2000,月,2クール以上,0,1
C11043,2000,月,2クール以上,0,1
C13107,2000,月,2クール以上,0,1
C13350,2000,月,2クール以上,0,1
C10334,2000,月,2クール以上,0,1
C13122,2000,月,2クール以上,0,1
C13354,2000,月,2クール以上,0,1
C13348,2000,月,2クール以上,0,1
C12817,2000,月,2クール以上,0,1
C14587,2000,月,2クール以上,0,1
C11637,2000,月,2クール以上,0,1
C9903,2000,月,2クール以上,0,1
C12641,2000,月,2クール以上,0,1
C12917,2000,月,2クール以上,0,1
C11039,2000,月,2クール以上,0,1
C12831,2000,月,2クール以上,0,1
C12919,2000,月,2クール以上,0,1
C13109,2000,月,2クール以上,0,1
C12947,2000,月,2クール以上,0,1
C12474,2000,月,2クール以上,0,1
C14625,2000,月,2クール以上,0,1
C9960,2000,月,2クール以上,0,1
C13207,2000,月,2クール以上,0,1
C13246,2000,月,2クール以上,0,1
C14594,2000,月,2クール以上,0,1
C11938,2000,月,2クール以上,0,1
C10955,2000,月,2クール以上,0,1
C12106,2000,月,2クール以上,0,1
C12319,2000,月,2クール以上,0,1
C12637,2000,月,2クール以上,0,1
C9883,2000,月,2クール以上,0,1
C9933,2000,月,2クール以上,0,1
C12819,2000,月,2クール以上,0,1
C12874,2000,月,2クール以上,0,1
C13358,2000,月,2クール以上,0,1
C14585,2000,月,2クール以上,0,1
C10062,2000,月,2クール以上,0,1
C10235,2000,月,2クール以上,0,1
C10476,2000,月,2クール以上,0,1
C10544,2000,月,2クール以上,0,1
C10699,2000,月,2クール以上,0,1
C10815,2000,月,2クール以上,0,1
C11112,2000,月,2クール以上,0,1
C11730,2000,月,2クール以上,0,1
C12385,2000,月,2クール以上,0,1
C10930,2000,月,2クール以上,0,1
C13182,2000,月,2クール以上,0,1
C10524,2000,月,2クール以上,0,1
C11296,2000,月,2クール以上,0,1
C14615,2000,月,2クール以上,0,1
C11253,2000,月,2クール以上,0,1
C10312,2000,月,2クール以上,0,1
C12951,2000,月,2クール以上,0,1
C10286,2000,月,2クール以上,0,1
C12540,2000,月,2クール以上,0,1
C13170,2000,月,2クール以上,0,1
C14607,2000,月,2クール以上,0,1
C11019,2000,月,2クール以上,0,1
C13203,2000,月,2クール以上,0,1
C12519,2000,月,2クール以上,0,1
C11527,2000,月,2クール以上,0,1
C12945,2000,月,2クール以上,0,1
C11041,2000,月,2クール以上,0,1
C12383,2000,月,2クール以上,0,1
C12130,2000,月,2クール以上,0,1
C10066,2000,月,2クール以上,0,1
C12132,2000,月,2クール以上,0,1
C10026,2000,月,2クール以上,0,1
C12963,2000,月,2クール以上,0,1
C13242,2000,月,2クール以上,0,1
C10847,2000,月,2クール以上,0,1
C14629,2000,月,2クール以上,0,1
C12876,2000,月,2クール以上,0,1
C12647,2000,月,2クール以上,0,1
C13271,2000,月,2クール以上,0,1
C9798,2000,月,2クール以上,0,1
C12921,2000,月,2クール以上,0,1
C14572,2000,火,1クール以下,1,1
C9983,2000,火,1クール以下,1,1
C14602,2000,火,1クール以下,1,1
C15347,2000,火,1クール以下,1,1
C9536,2000,火,1クール以下,1,1
C8814,2000,火,1クール以下,1,1
C12896,2000,火,1クール以下,1,1
C10718,2000,火,1クール以下,1,1
C10732,2000,火,1クール以下,1,1
C10167,2000,火,1クール以下,1,1
C10845,2000,火,1クール以下,1,1
C10248,2000,火,1クール以下,1,1
C10932,2000,火,1クール以下,1,1
C12532,2000,火,1クール以下,1,1
C13457,2000,火,1クール以下,1,1
C10585,2000,火,1クール以下,1,1
C10720,2000,火,1クール以下,1,1
C11233,2000,火,1クール以下,1,1
C11367,2000,火,1クール以下,1,1
C11424,2000,火,1クール以下,1,1
C11658,2000,火,1クール以下,1,1
C11664,2000,火,1クール以下,1,1
