acid,acname,asid,n_ae,first_date,last_date,crtid,crtname
C16150,ノラと皇女と 野良猫ハート,C6698,12,2017-07-12,2017-09-27,ACRT00043,HARUKAZE
C16152,ひなこのーと,C6683,12,2017-04-07,2017-06-23,ACRT00548,三月
C16153,DUEL MASTERS デュエル・マスターズ［2017］,C2650,28,2017-04-02,2017-09-24,ACRT00958,松本しげのぶ
C16154,ひとりじめ マイヒーロー,C6692,12,2017-07-08,2017-09-23,ACRT00151,ありいめめこ
C16155,天使の3P!,C6669,12,2017-07-10,2017-09-25,ACRT00215,てぃんくる
C16155,天使の3P!,C6669,12,2017-07-10,2017-09-25,ACRT01278,蒼山サグ
C16156,NEW GAME!!,C6421,12,2017-07-11,2017-09-26,ACRT00880,得能正太郎
C16157,異世界はスマートフォンとともに。,C6670,12,2017-07-11,2017-09-26,ACRT00632,兎塚エイジ
C16157,異世界はスマートフォンとともに。,C6670,12,2017-07-11,2017-09-26,ACRT00648,冬原パトラ
C16158,魔法陣グルグル,C1643,13,2017-07-05,2017-09-27,ACRT01301,衛藤ヒロユキ
C16159,にゃんこデイズ,C6618,12,2017-01-08,2017-03-26,ACRT00205,たらばがに
C16160,恋愛暴君,C6639,12,2017-04-07,2017-06-23,ACRT00547,三星めがね
C16161,神撃のバハムート VIRGIN SOUL,C5906,24,2017-04-08,2017-09-30,ACRT00023,Cygames
C16162,夏目友人帳 陸,C3392,12,2017-04-05,2017-06-21,ACRT01234,緑川ゆき
C16163,冴えない彼女の育てかた♭,C5951,11,2017-04-14,2017-06-23,ACRT00580,丸戸史明
C16163,冴えない彼女の育てかた♭,C5951,11,2017-04-14,2017-06-23,ACRT01099,深崎暮人
C16164,BanG Dream! バンドリ,C6363,23,2017-01-01,2017-06-24,ACRT00052,ISSEN
C16164,BanG Dream! バンドリ,C6363,23,2017-01-01,2017-06-24,ACRT00236,ひと和
C16165,異世界食堂,C6713,24,2017-07-04,2017-09-19,ACRT00311,エナミカツミ
C16165,異世界食堂,C6713,24,2017-07-04,2017-09-19,ACRT01124,犬塚惇平
C16166,アイドルマスター シンデレラガールズ劇場,C3174,29,2017-04-04,2017-06-27,ACRT00447,バンダイナムコエンターテインメント
C16166,アイドルマスター シンデレラガールズ劇場,C3174,29,2017-04-04,2017-06-27,ACRT01118,熊ジェット
C16167,MARVEL フューチャー アベンジャーズ,C5713,12,2017-07-22,2017-10-07,ACRT00055,JackKirby
C16167,MARVEL フューチャー アベンジャーズ,C5713,12,2017-07-22,2017-10-07,ACRT00108,StanLee
C16167,MARVEL フューチャー アベンジャーズ,C5713,12,2017-07-22,2017-10-07,ACRT00500,マーベル・コミックス
C16169,キラキラ☆ プリキュア アラモード,C2833,33,2017-02-05,2017-09-24,ACRT00950,東堂いづみ
C16170,わしも[第5シリーズ],C6065,34,2017-04-03,2017-09-26,ACRT00770,安齋肇
C16170,わしも[第5シリーズ],C6065,34,2017-04-03,2017-09-26,ACRT00779,宮藤官九郎
C16171,クリオネの灯り,C6695,12,2017-07-12,2017-09-27,ACRT00435,ナチュラルレイン
C16172,靈劍山 叡智への資格,C6265,12,2017-01-08,2017-03-26,ACRT00705,国王陛下
C16172,靈劍山 叡智への資格,C6265,12,2017-01-08,2017-03-26,ACRT01126,猪画
C16172,靈劍山 叡智への資格,C6265,12,2017-01-08,2017-03-26,ACRT01272,菌小莫
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,C6696,12,2017-07-12,2017-09-27,ACRT00022,CYBIRD
C16173,イケメン 戦国 時をかけるが 恋ははじまらない,C6696,12,2017-07-12,2017-09-27,ACRT00829,山田シロ
C16174,チェインクロニクル ヘクセイタスの閃,C6714,12,2017-01-08,2017-03-26,ACRT00101,SEGA
C16175,ひなろじ from Luck＆Logic,C6351,15,2017-07-01,2017-09-23,ACRT00104,Septpia
C16176,SUPER LOVERS 2,C6418,10,2017-01-12,2017-03-16,ACRT00148,あべ美幸
C16177,リルリルフェアリル ～魔法の鏡～,C6581,32,2017-04-07,2017-09-29,ACRT00369,サンリオ
C16177,リルリルフェアリル ～魔法の鏡～,C6581,32,2017-04-07,2017-09-29,ACRT00400,セガトイズ
C16178,THE REFLECTION -ザ・リフレクション-,C6699,13,2017-07-01,2017-10-07,ACRT00392,スタン・リー
C16178,THE REFLECTION -ザ・リフレクション-,C6699,13,2017-07-01,2017-10-07,ACRT01356,長濵博史
C16179,ねこねこ日本史［第2シリーズ］,C6397,16,2017-04-05,2017-09-20,ACRT00197,そにしけんじ
C16180,銀魂.,C3079,12,2017-01-09,2017-03-27,ACRT01206,空知英秋
C16181,境界のRINNE［第3シリーズ］,C5983,59,2017-04-08,2017-09-23,ACRT01394,高橋留美子
C16182,遊戯王 VRAINS,C2116,42,2017-04-05,2017-09-27,ACRT00390,スタジオ・ダイス
C16182,遊戯王 VRAINS,C2116,42,2017-04-05,2017-09-27,ACRT01392,高橋和希
C16183,信長の忍び ～伊勢・金ヶ崎篇～,C6508,26,2017-04-08,2017-09-30,ACRT01336,重野なおき
C16184,僕のヒーローアカデミア［第2期］,C6353,26,2017-03-25,2017-09-30,ACRT00719,堀越耕平
C16185,ロクでなし魔術講師と 禁忌教典,C6682,12,2017-04-04,2017-06-20,ACRT00546,三嶋くろね
C16185,ロクでなし魔術講師と 禁忌教典,C6682,12,2017-04-04,2017-06-20,ACRT01236,羊太郎
C16186,フューチャーカード バディファイトX〔バッツ〕,C5766,27,2017-04-01,2017-09-30,ACRT00470,ブシロード
C16186,フューチャーカード バディファイトX〔バッツ〕,C5766,27,2017-04-01,2017-09-30,ACRT00790,小学館
C16186,フューチャーカード バディファイトX〔バッツ〕,C5766,27,2017-04-01,2017-09-30,ACRT01144,田村光久
C16187,Room Mate,C6626,12,2017-04-12,2017-06-28,ACRT00102,SMIRAL
C16190,プリプリちいちゃん!!,C6707,25,2017-04-15,2017-09-30,ACRT01015,植田優生紀
C16190,プリプリちいちゃん!!,C6707,25,2017-04-15,2017-09-30,ACRT01228,篠塚ひろむ
C16192,まけるな!! あくのぐんだん!,C6719,13,2017-04-05,2017-06-21,ACRT00881,徳井青空
C16193,超・少年探偵団 NEO,C6720,13,2017-01-02,2017-03-27,ACRT01067,江戸川乱歩
C16194,サクラクエスト,C6721,25,2017-04-06,2017-09-21,ACRT00009,AlexandreS.D.Celibidache
C16196,コトリ サンバ,C6727,10,2016-01-04,2016-03-07,ACRT00790,小学館
C16197,ブレンド・S,C6729,2,2017-10-08,2017-10-15,ACRT00566,中山幸
C16198,ナナマルサンバツ,C6691,12,2017-07-05,2017-09-20,ACRT00936,杉基イクラ
C16199,The SNACK WORLD スナックワールド,C6563,24,2017-04-13,2017-09-21,ACRT00064,LEVEL5
C16200,妖怪アパートの 幽雅な日常,C6688,13,2017-07-05,2017-09-27,ACRT01098,深山和香
C16200,妖怪アパートの 幽雅な日常,C6688,13,2017-07-05,2017-09-27,ACRT01381,香月日輪
C16201,スカートの中はケダモノでした。,C6690,12,2017-07-03,2017-09-18,ACRT00440,ハナマルオ
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,C1240,25,2017-04-15,2017-09-30,ACRT00408,タカラトミー
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,C1240,25,2017-04-15,2017-09-30,ACRT00562,上田陽平
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,C1240,25,2017-04-15,2017-09-30,ACRT00732,大井崇司
C16202,トミカハイパーレスキュー ドライブヘッド -機動救急警察-,C1240,25,2017-04-15,2017-09-30,ACRT00882,徳山光俊
C16203,はじめての ギャル,C6693,10,2017-07-12,2017-09-13,ACRT01016,植野メグル
C16204,あはれ!名作くん［2期］［ビットワールド］,C6373,21,2017-04-07,2017-09-29,ACRT00084,Pieinthesky
C16205,ベルセルク［2期］,C2024,14,2017-04-05,2017-07-01,ACRT00554,三浦建太郎
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,C6686,12,2017-04-12,2017-06-28,ACRT00396,スパイク・チュンソフト
C16206,喧嘩番長 乙女 GIRL BEATS BOYS,C6686,12,2017-04-12,2017-06-28,ACRT01149,画黒蜜きなこ
C16207,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,C6685,12,2017-04-11,2017-06-27,ACRT00133,ue
C16207,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,C6685,12,2017-04-11,2017-06-27,ACRT00972,枯野瑛
C16208,少年アシベ Go!Go! ゴマちゃん[第2シリーズ],C1213,16,2017-04-04,2017-09-19,ACRT00998,森下裕美
C16209,進撃の巨人 Season2,C4784,13,2017-04-02,2017-06-25,ACRT01310,諫山創
C16211,僧侶と交わる 色欲の夜に…,C6680,12,2017-04-03,2017-06-19,ACRT01165,真臣レオン
C16212,ナイツ＆マジック,C6687,14,2017-07-02,2017-09-24,ACRT00750,天酒之瓢
C16212,ナイツ＆マジック,C6687,14,2017-07-02,2017-09-24,ACRT01417,黒銀
C16213,最遊記 RELOAD BLAST,C2380,12,2017-07-05,2017-09-20,ACRT00846,峰倉かずや
C16214,てーきゅう［9期］,C4727,12,2017-07-12,2017-09-27,ACRT00085,Piyo
C16214,てーきゅう［9期］,C4727,12,2017-07-12,2017-09-27,ACRT00531,ルーツ
C16215,クズの本懐,C6676,12,2017-01-13,2017-03-31,ACRT01028,横槍メンゴ
C16216,無責任 ギャラクシー☆タイラー,C1451,13,2017-07-04,2017-09-26,ACRT00688,吉岡平
C16217,妄想科学ADV Chaos;Child,C3407,11,2017-01-11,2017-03-15,ACRT00019,CHIYOMARUSTUDIO
C16217,妄想科学ADV Chaos;Child,C3407,11,2017-01-11,2017-03-15,ACRT00069,MAGES.
C16217,妄想科学ADV Chaos;Child,C3407,11,2017-01-11,2017-03-15,ACRT00885,志倉千代丸
C16218,龍の歯医者,C6677,2,2017-02-18,2017-02-25,ACRT01246,舞城王太郎
C16219,SPIRITPACT,C6674,10,2017-01-07,2017-03-11,ACRT01117,灵契
C16219,SPIRITPACT,C6674,10,2017-01-07,2017-03-11,ACRT01133,瓶子
C16220,ゲーマーズ!,C6715,13,2017-07-13,2017-09-28,ACRT00606,仙人掌
C16220,ゲーマーズ!,C6715,13,2017-07-13,2017-09-28,ACRT01277,葵せきな
C16221,Tales of Zestiria the X［第2期］,C2453,11,2017-01-08,2017-03-19,ACRT00447,バンダイナムコエンターテインメント
C16223,ラブ米 -WE LOVE RICE-,C6717,13,2017-04-05,2017-06-21,ACRT00511,ヤオヨロズ
C16223,ラブ米 -WE LOVE RICE-,C6717,13,2017-04-05,2017-06-21,ACRT01388,高林ユーキ
C16224,おじゃる丸[第20期],C2158,34,2017-04-05,2017-06-16,ACRT01123,犬丸りん
C16227,終物語[オワリモノガタリ][第2期],C3542,8,2017-08-12,2017-08-19,ACRT00119,VOFAN
C16227,終物語[オワリモノガタリ][第2期],C3542,8,2017-08-12,2017-08-19,ACRT01304,西尾維新
C16228,忍たま乱太郎[第25期],C1462,60,2017-04-03,2017-06-22,ACRT00813,尼子騒兵衛
C16233,ユニコーンのキュピ,C6702,1,2017-03-20,2017-03-20,ACRT00219,とよさきあき
C7163,鉄腕アトム,C979,193,1963-01-01,1966-12-31,ACRT00894,手塚治虫
C7171,狼少年ケン,,86,1963-11-25,1965-08-16,ACRT00745,大野寛夫
C7207,サザエさん,C1945,1175,1999-12-05,2016-12-25,ACRT01357,長谷川町子
C7449,ルパン三世,C2445,23,1971-10-24,1972-03-26,ACRT00508,モンキー・パンチ
C7522,アルプスの少女ハイジ,C2956,52,1974-01-06,1974-12-29,ACRT00516,ヨハンナ・スピリ
C7556,宇宙戦艦ヤマト,C3157,26,1974-10-06,1975-03-30,ACRT00824,山本暎一
C7556,宇宙戦艦ヤマト,C3157,26,1974-10-06,1975-03-30,ACRT01307,西崎義展
C7786,機動戦士ガンダム,C4512,43,1979-04-07,1980-01-26,ACRT00782,富野喜幸
C7786,機動戦士ガンダム,C4512,43,1979-04-07,1980-01-26,ACRT01173,矢立肇
C8319,SLAM DUNK,C1484,101,1993-10-16,1996-03-23,ACRT00595,井上雄彦
C8321,ママはぽよぽよザウルスがお好き,C1784,104,1995-09-02,1996-08-31,ACRT01373,青沼貴子
C8323,ご近所物語,C1785,50,1995-09-10,1996-09-01,ACRT01171,矢沢あい
C8325,飛べ! イサミ,C1752,50,1995-04-08,1996-03-30,ACRT01358,長谷川裕一
C8328,ヨーヨーの猫つまみ,C1315,130,1992-03-31,1993-01-16,ACRT00268,わちふぃーるど
C8328,ヨーヨーの猫つまみ,C1315,130,1992-03-31,1993-01-16,ACRT01072,池田あきこ
C8334,サラダ十勇士 トマトマン,C1318,50,1992-04-03,1993-03-27,ACRT01224,笹川ひろし
C8338,超電動ロボ 鉄人28号FX,C3965,47,1992-04-05,1993-03-30,ACRT01026,横山光輝
C8504,それいけ！アンパンマン,C7048,958,1999-12-03,2016-12-23,ACRT00260,やなせたかし
C8526,お～い! 竜馬,C1322,41,1992-04-07,1993-03-30,ACRT00791,小山ゆう
C8526,お～い! 竜馬,C1322,41,1992-04-07,1993-03-30,ACRT01042,武田鉄矢
C8529,ドラゴンリーグ,C1469,39,1993-05-07,1994-03-06,ACRT01411,鷹城冴貴
C8545,ムカムカパラダイス,C1566,51,1993-09-04,1994-08-27,ACRT00154,いがらしゆみこ
C8545,ムカムカパラダイス,C1566,51,1993-09-04,1994-08-27,ACRT01250,芝風美子
C8549,ジャングルの王者 ターちゃん❤,C1482,50,1993-10-14,1994-09-29,ACRT00883,徳弘正也
C8577,シティーハンター3,C6942,13,1990-01-14,1990-12-24,ACRT00666,北条司
C8623,アイドル天使 ようこそようこ,C1042,43,1990-04-02,1991-02-04,ACRT01380,首藤剛志
C8631,楽しいムーミン一家,C1967,78,1990-04-12,1991-10-03,ACRT00430,トーベ・ヤンソン
C8631,楽しいムーミン一家,C1967,78,1990-04-12,1991-10-03,ACRT00520,ラッセ・ヤンソン
C8633,ふしぎの海のナディア,C1048,39,1990-04-13,1991-04-12,ACRT00380,ジュール・ベルヌ
C8635,もーれつア太郎［新］,C1845,47,1990-04-21,1990-12-22,ACRT01322,赤塚不二夫
C8651,ロビンフッドの大冒険,C1067,58,1990-07-29,1992-10-28,ACRT00284,アレクサンドル・デュマ
C8657,まじかる★タルるートくん,C1073,87,1990-09-02,1992-05-10,ACRT01066,江川達也
C8659,からくり剣豪伝 ムサシロード,C1075,50,1990-10-03,1991-09-25,ACRT00484,マインド
C8666,平成イヌ物語 バウ,C1483,80,1993-10-14,1994-09-22,ACRT00422,テリー山本
C8672,PEACH COMMAND 新桃太郎伝説,C7141,24,1990-10-08,1991-04-01,ACRT00185,さくまあきら
C8674,八百八町表裏 化粧師,C1077,20,1990-09-25,1991-04-30,ACRT01175,石ノ森章太郎
C8676,三丁目の夕日,C1078,53,1990-10-12,1991-09-21,ACRT01306,西岸良平
C8680,三つ目がとおる,C6825,48,1990-10-18,1991-09-26,ACRT00894,手塚治虫
C8682,江戸っ子ボーイ がってん太助,C1080,22,1990-10-19,1991-03-22,ACRT01029,樫本学ヴ
C8686,おちゃめなふたご -クレア学院物語-,C1149,26,1991-01-05,1991-11-02,ACRT00299,イーニッド・ブライトン
C8688,おれは直角,C1150,36,1991-01-05,1991-10-12,ACRT00791,小山ゆう
C8692,きんぎょ注意報!,C1151,108,1991-01-12,1992-02-29,ACRT01127,猫部ねこ
C8694,トラップ一家物語,C1152,41,1991-01-13,1991-12-28,ACRT00488,マリア・フォン・トラップ
C8698,太陽の勇者ファイバード,C1154,48,1991-02-02,1992-02-01,ACRT01173,矢立肇
C8702,ゲッターロボ號,C3022,50,1991-02-11,1992-01-27,ACRT00417,ダイナミックプロ
C8702,ゲッターロボ號,C3022,50,1991-02-11,1992-01-27,ACRT01059,永井豪
C8702,ゲッターロボ號,C3022,50,1991-02-11,1992-01-27,ACRT01180,石川賢
C8704,緊急発進セイバーキッズ,C1158,50,1991-02-19,1992-02-11,ACRT00508,モンキー・パンチ
C8706,藤子不二雄Ⓐの 笑ゥせぇるすまん［第2期］,C937,51,1991-03-12,1992-03-24,ACRT01286,藤子不二雄Ⓐ
C8708,新世紀GPXサイバーフォーミュラ,C1161,37,1991-03-15,1991-12-20,ACRT01173,矢立肇
C8718,少年アシベ,C1166,111,1991-04-11,1991-12-28,ACRT00998,森下裕美
C8720,ハイスクールミステリー 学園七不思議,C1167,41,1991-04-12,1992-03-13,ACRT00213,つのだじろう
C8724,シティーハンター'91,C6942,13,1991-04-28,1991-10-10,ACRT00666,北条司
C8736,ちいさなおばけアッチ コッチ ソッチ,C1175,99,1991-04-09,1992-04-07,ACRT00617,佐々木洋子
C8736,ちいさなおばけアッチ コッチ ソッチ,C1175,99,1991-04-09,1992-04-07,ACRT01309,角野栄子
C8738,21エモン,C1177,39,1991-05-02,1992-03-26,ACRT01284,藤子・Ｆ・不二雄
C8746,おにいさまへ…,C1187,45,1991-07-14,1992-05-31,ACRT01075,池田理代子
C8758,魔法のプリンセス ミンキーモモ［新］,C5889,62,1991-10-02,1992-12-23,ACRT01380,首藤剛志
C8760,ゲンジ通信あげだま,C1199,51,1991-10-04,1992-09-25,ACRT00185,さくまあきら
C8760,ゲンジ通信あげだま,C1199,51,1991-10-04,1992-09-25,ACRT00781,富田祐弘
C8762,キン肉マン キン肉星王位争奪編,C6466,46,1991-10-06,1992-09-27,ACRT00262,ゆでたまご
C8764,楽しいムーミン一家 冒険日記,C1967,26,1991-10-10,1992-03-26,ACRT00430,トーベ・ヤンソン
C8764,楽しいムーミン一家 冒険日記,C1967,26,1991-10-10,1992-03-26,ACRT00520,ラッセ・ヤンソン
C8768,炎の闘球児 ドッジ弾平,C1202,48,1991-10-14,1992-09-21,ACRT00181,こしたてつひろ
C8770,横山光輝 三国志,C1203,47,1991-10-18,1992-09-25,ACRT01026,横山光輝
C8776,DRAGON QUEST ダイの大冒険,C945,46,1991-10-17,1992-09-24,ACRT00549,三条陸
C8776,DRAGON QUEST ダイの大冒険,C945,46,1991-10-17,1992-09-24,ACRT01205,稲田浩司
C8780,丸出だめ夫,C1207,47,1991-11-02,1992-09-26,ACRT01008,森田拳次
C8784,ウルトラマンキッズ 母をたずねて3000万光年,C4490,26,1991-11-17,1992-05-24,ACRT00646,円谷皐
C8792,大草原の小さな天使 ブッシュベイビー,C1305,40,1992-01-12,1992-12-20,ACRT00301,ウィリアム・H・スティーブンソン
C8804,宇宙の騎士テッカマンブレード,C3334,50,1992-02-18,1993-02-02,ACRT00414,タツノコプロ企画室
C8806,美少女戦士セーラームーン,C1314,46,1992-03-07,1993-02-27,ACRT01039,武内直子
C8808,藤子不二雄Ⓐのさすらいくん,C1324,14,1992-03-24,1992-06-30,ACRT01286,藤子不二雄Ⓐ
C8814,STRaNGE DaWN,C2389,5,2000-09-05,2000-09-26,ACRT00623,佐藤順一
C8821,蒼き伝説シュート!,C1492,58,1993-11-07,1994-12-25,ACRT00741,大島司
C8835,赤ずきんチャチャ,C1570,74,1994-01-07,1995-06-30,ACRT00876,彩花みん
C8837,七つの海のティコ,C1571,38,1994-01-16,1994-12-18,ACRT00868,広尾明
C8837,七つの海のティコ,C1571,38,1994-01-16,1994-12-18,ACRT01121,片渕須直
C8838,キューティーハニーF,C2911,39,1997-02-15,1998-01-31,ACRT01059,永井豪
C8838,キューティーハニーF,C2911,39,1997-02-15,1998-01-31,ACRT01376,飯坂友佳子
C8840,ケロケロちゃいむ,C1981,30,1997-03-06,1997-09-25,ACRT01294,藤田まぐろ
C8844,手塚治虫の 旧約聖書物語 In The Beginning,C1984,26,1997-04-01,1997-05-09,ACRT00894,手塚治虫
C8847,クッキングパパ,C1326,157,1992-04-09,1995-05-25,ACRT00161,うえやまとち
C8855,まぼろしまぼちゃん,C1330,24,1992-04-17,1992-09-25,ACRT00661,勝川克志
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,C1331,23,1992-04-23,1992-10-01,ACRT00187,さだやす圭
C8869,妖精ディック,C1337,26,1992-06-07,1992-12-06,ACRT00340,キャサリン・Ｅ・ブリッグズ
C8883,おやゆび姫物語,C1353,26,1992-09-30,1993-03-31,ACRT00373,シャルル・ペロー
C8885,姫ちゃんのリボン,C1358,64,1992-10-02,1993-12-24,ACRT01051,水沢めぐみ
C8887,少年アシベ2,C1166,75,1992-10-03,1993-03-27,ACRT00998,森下裕美
C8889,ツヨシしっかりしなさい,C1359,112,1992-10-04,1994-12-25,ACRT01062,永松潔
C8891,ノンタンと いっしょ,C1360,258,1992-10-05,1994-03-18,ACRT00342,キヨノサチコ
C8893,スーパーヅガン,C1361,42,1992-10-09,1993-03-19,ACRT01120,片山まさゆき
C8895,南国年パプワくん,C1362,42,1992-10-10,1993-10-02,ACRT00979,柴田亜美
C8897,フランダースの犬 -ぼくのパトラッシュ-,C3212,24,1992-10-10,1993-03-27,ACRT00303,ウィーダ
C8899,幽☆遊☆白書,C1363,112,1992-10-10,1995-01-07,ACRT00647,冨樫義博
C8903,カリメロ（新）,C3179,52,1992-10-15,1993-12-31,ACRT00426,トニー・パゴット
C8903,カリメロ（新）,C3179,52,1992-10-15,1993-12-31,ACRT00438,ニーノ・パゴット
C8909,コボちゃん［シリーズ］,C1074,123,1992-10-19,1994-03-21,ACRT01014,植田まさし
C8923,ミラクル★ガールズ,C1449,51,1993-01-08,1993-12-24,ACRT01200,秋元奈美
C8925,若草物語 ナンとジョー先生,C1450,40,1993-01-17,1993-12-19,ACRT00527,ルイーザ・メイ・オルコット
C8927,無責任艦長タイラー,C1451,26,1993-01-25,1993-07-19,ACRT00688,吉岡平
C8929,勇者特急マイトガイン,C1452,47,1993-01-30,1994-01-22,ACRT01173,矢立肇
C8935,美少女戦士セーラームーンR,C1314,43,1993-03-06,1994-03-12,ACRT01039,武内直子
C8939,機動戦士Vガンダム,C1457,51,1993-04-02,1994-03-25,ACRT00783,富野由悠季
C8939,機動戦士Vガンダム,C1457,51,1993-04-02,1994-03-25,ACRT01173,矢立肇
C8943,ポコニャン!,C1459,170,1993-04-05,1995-03-17,ACRT01284,藤子・Ｆ・不二雄
C8949,剣勇伝説YAIBA,C1461,52,1993-04-09,1994-04-01,ACRT01372,青山剛昌
C8951,忍たま 乱太郎［第1期］,C1462,95,1993-04-10,1994-03-19,ACRT00813,尼子騒兵衛
C8953,GS美神,C1463,45,1993-04-11,1994-03-06,ACRT01019,椎名高志
C8955,さくらももこ劇場 コジコジ,C2023,100,1997-10-04,1999-09-25,ACRT00186,さくらももこ
C8957,吸血姫 美夕,C7078,25,1997-10-07,1998-03-31,ACRT00714,垣野内成美
C8957,吸血姫 美夕,C7078,25,1997-10-07,1998-03-31,ACRT00863,平野俊貴
C8959,発明BOYカニパン,C2139,31,1998-07-03,1999-01-29,ACRT00168,えん
C8967,ももいろシスターズ,C2146,23,1998-08-26,1998-10-06,ACRT00259,ももせたまみ
C8973,時空探偵ゲンシクン,C2141,39,1998-10-01,1999-06-24,ACRT00708,園田英樹
C8975,彼氏彼女の事情,C2151,34,1998-10-02,1999-03-26,ACRT01086,津田雅美
C8977,突撃!パッパラ隊,C2152,25,1998-10-03,1999-03-27,ACRT00964,松沢夏樹
C8979,魔術士オーフェン,C2153,24,1998-10-03,1999-03-27,ACRT01203,秋田禎信
C8979,魔術士オーフェン,C2153,24,1998-10-03,1999-03-27,ACRT01262,草河遊也
C8981,ガサラキ,C2154,25,1998-10-04,1999-03-28,ACRT01173,矢立肇
C8981,ガサラキ,C2154,25,1998-10-04,1999-03-28,ACRT01396,高橋良輔
C8992,勇者警察ジェイデッカー,C1576,48,1994-02-05,1995-01-28,ACRT01173,矢立肇
C8998,ママレ～ド❤ボ～イ,C1580,76,1994-03-13,1995-09-03,ACRT00683,吉住渉
C9000,美少女戦士セーラームーンS,C1314,38,1994-03-19,1995-02-25,ACRT01039,武内直子
C9002,モンタナ・ジョーンズ,C1582,52,1994-04-02,1995-04-08,ACRT00383,ジー・バゴット
C9002,モンタナ・ジョーンズ,C1582,52,1994-04-02,1995-04-08,ACRT00492,マルコ・バゴット
C9006,ゴールFH,C1583,39,1994-04-04,1994-12-26,ACRT00784,寺島優
C9010,〔○超〕くせになりそう❤,C1585,39,1994-04-05,1995-01-03,ACRT00221,なかの弥生
C9010,〔○超〕くせになりそう❤,C1585,39,1994-04-05,1995-01-03,ACRT00692,吉村杏
C9012,覇王大系リューナイト,C1586,52,1994-04-05,1995-03-28,ACRT00607,伊東岳彦
C9016,白雪姫の伝説,C1588,52,1994-04-06,1995-03-29,ACRT00304,ウイルヘルム・グリム
C9016,白雪姫の伝説,C1588,52,1994-04-06,1995-03-29,ACRT00512,ヤコブ・グリム
C9018,とっても!ラッキーマン,C1590,50,1994-04-06,1995-03-23,ACRT00335,ガモウひろし
C9020,おまかせスクラッパーズ,C1591,39,1994-04-07,1995-01-05,ACRT00508,モンキー・パンチ
C9022,銀河戦国群雄伝ライ,C1592,52,1994-04-08,1995-03-31,ACRT01166,真鍋譲治
C9028,サッカーフィーバー,C1595,52,1994-04-04,1995-03-27,ACRT00383,ジー・バゴット
C9028,サッカーフィーバー,C1595,52,1994-04-04,1995-03-27,ACRT00493,マルコ・パゴット
C9056,メタルファイター❤MIKU,C1621,13,1994-07-08,1994-09-30,ACRT00814,尾川大作
C9062,ハックルベリー・フィン物語,C1629,26,1994-08-26,1995-03-03,ACRT00495,マーク・トゥエイン
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],C1631,10,1994-08-15,1994-09-23,ACRT00999,森京詞姫
C9072,とんでぶーりん,C1635,51,1994-09-03,1995-08-26,ACRT01009,森真理
C9072,とんでぶーりん,C1635,51,1994-09-03,1995-08-26,ACRT01074,池田多恵子
C9082,忍たま乱太郎 第2期,C1462,120,1994-10-03,1995-03-24,ACRT00813,尼子騒兵衛
C9084,BLUE SEED,C1660,26,1994-10-05,1995-03-29,ACRT01401,高田裕三
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,C1642,12,1994-10-07,1994-12-23,ACRT00983,桂正和
C9090,魔法陣グルグル,C1643,45,1994-10-13,1995-09-14,ACRT01302,衛藤ヒロヨウキ
C9092,マクロス7,C6156,49,1994-10-16,1995-09-24,ACRT01083,河森正治
C9094,魔法騎士レイアース,C1644,50,1994-10-17,1995-12-16,ACRT00020,CLAMP
C9096,キャプテン翼J,C6735,47,1994-10-21,1995-12-22,ACRT01397,高橋陽一
C9110,サイボーグ花ちゃん,C1653,12,1994-11-28,1994-12-22,ACRT00298,イワモトケンチ
C9120,空想科学世界ガリバーボーイ,C1724,50,1995-01-08,1995-12-24,ACRT00867,広井王子
C9120,空想科学世界ガリバーボーイ,C1724,50,1995-01-08,1995-12-24,ACRT01253,芦田豊雄
C9126,NINKŪ -忍空-,C1726,55,1995-01-15,1996-02-24,ACRT00984,桐山光侍
C9128,ロミオの青い空,C1727,33,1995-01-15,1995-12-17,ACRT00522,リザ・テツナー
C9140,黄金勇者ゴルドラン,C1731,48,1995-02-04,1996-01-27,ACRT01173,矢立肇
C9146,美少女戦士セーラームーンSuperS,C1314,42,1995-03-04,1996-03-02,ACRT01039,武内直子
C9154,天地無用!,C1430,26,1995-04-02,1995-09-24,ACRT00996,梶島正樹
C9156,あずきちゃん,C1740,39,1995-04-04,1995-12-29,ACRT01201,秋元康
C9160,愛天使伝説ウェディングピーチ,C1742,51,1995-04-05,1996-03-27,ACRT00423,テンユウ
C9160,愛天使伝説ウェディングピーチ,C1742,51,1995-04-05,1996-03-27,ACRT00781,富田祐弘
C9160,愛天使伝説ウェディングピーチ,C1742,51,1995-04-05,1996-03-27,ACRT01313,谷沢直
C9162,ヤンボウ ニンボウ トンボウ,C1743,39,1995-04-05,1996-01-24,ACRT01379,飯沢匡
C9164,行け! 稲中卓球部,C1744,52,1995-04-06,1995-09-28,ACRT00682,古谷実
