acid,acname,asid,n_ae,first_date,last_date,actid,actname,wiki_size,gender
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT06222,大塚芳忠,265116.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT06398,宮崎敦吉,46687.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT06424,宮野真守,302282.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT01746,小松未可子,182836.0,female
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT06688,山本格,34959.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT06892,平川大輔,227941.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT07122,木下浩之,48163.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT07418,森川智之,360890.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT07515,櫻井孝宏,325313.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT03276,洲崎綾,151603.0,female
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08090,福山潤,286760.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08124,稲葉実,135033.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08217,細谷佳正,278593.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08409,藤巻大悟,7892.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08640,野島昭生,72201.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08643,野川雅史,30985.0,male
C16006,亜人[第2期],C6185,13,2016-10-08,2016-12-24,ACT08731,鈴村健一,277331.0,male
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT00626,五十嵐裕美,270249.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT01383,大久保瑠美,155901.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT02384,日笠陽子,314736.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT02660,東城咲耶子,18256.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT02663,東山奈央,240205.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT02948,森永理科,24399.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT02990,楠田亜衣奈,75871.0,female
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,C6524,13,2016-10-07,2016-12-24,ACT03400,渡部優衣,67248.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT00748,伊藤静,196877.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT00801,佐倉綾音,271380.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT01183,吉田仁美,30787.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT01766,小林沙苗,99085.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT06688,山本格,34959.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT06986,成田剣,86696.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT02411,明坂聡美,123765.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT07326,柳田淳一,56922.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT07341,柿原徹也,209963.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT07399,梶裕貴,300256.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT03209,沢城みゆき,354094.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT07660,津田健次郎,196296.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT08019,石塚運昇,150802.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT08027,石川界人,286942.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT08029,石川英郎,71407.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT04073,能登麻美子,204373.0,female
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT08521,谷山紀章,156122.0,male
C16008,Occultic;Nine THERE ARE NO SUCH THING AS “OCCULT”. IT CAN BE DISPRIVED ALL BY SCIENCE. ONLY THE ONES WHO HAVE ACCEPTED EVERYTHING. CAN GET THE RIGHT TO KNOW THE TRUTH.,C6528,12,2016-10-09,2016-12-25,ACT04697,長縄まりあ,67807.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT05365,中博史,110244.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT00455,中原麻衣,170568.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT05409,中村悠一,306485.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT00640,井上喜久子,241858.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT01127,古城門志帆,20091.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT06370,宝亀克寿,133623.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT01753,小林ゆう,192664.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT02061,嶋村侑,67489.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT02589,本渡楓,117680.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT07175,杉田智和,330195.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT03485,牧野由依,92581.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT03644,皆口裕子,96252.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT08090,福山潤,286760.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT08139,立花慎之介,148992.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT04115,花澤香菜,393910.0,female
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT08990,鳥海浩輔,317207.0,male
C16009,うどんの国の 金色毛鞠,C6529,12,2016-10-09,2016-12-25,ACT09026,黒田崇矢,89353.0,male
C16011,戦国鳥獣戯画 ～甲～,C6530,12,2016-10-09,2016-12-25,ACT06802,峯田大夢,20221.0,male
C16011,戦国鳥獣戯画 ～甲～,C6530,12,2016-10-09,2016-12-25,ACT07189,村井良大,32166.0,male
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT00496,中恵光城,44148.0,female
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT05617,佐々木啓夫,26848.0,male
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT06383,宮健一,6181.0,male
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT07018,斉藤壮馬,258033.0,male
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT02681,松井恵理子,107721.0,female
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT07458,榎木淳弥,119011.0,male
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT03086,水原薫,31760.0,female
C16012,はがね オーケストラ,C6531,12,2016-10-10,2016-12-26,ACT07924,畠山豪介,13932.0,male
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12,ACT05147,ふくまつ進紗,48940.0,male
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12,ACT05342,下和田ヒロキ,37619.0,male
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12,ACT00773,佐々木日菜子,11555.0,female
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12,ACT02270,成田紗矢香,18653.0,female
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12,ACT02785,柚木涼香,116872.0,female
C16013,どちゃもん じゅにあ [第2期],C6216,9,2016-10-10,2016-12-12,ACT08336,菅沼久義,55476.0,male
C16014,ムズムズ18 エイティーン [第3期],C6256,5,2016-10-11,2016-10-18,ACT07823,玄田哲章,258062.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT01289,坂本真綾,224185.0,female
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT02327,斎藤千和,200217.0,female
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT02384,日笠陽子,314736.0,female
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT02999,榊原良子,68914.0,female
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT03019,横尾まり,42055.0,female
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT07515,櫻井孝宏,325313.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT07672,浅沼晋太郎,108394.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT08078,神谷浩史,236741.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT08482,西村知道,125751.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT04421,谷育子,50758.0,female
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT08681,金尾哲夫,90900.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT08876,飛田展男,138303.0,male
C16015,舟を編む,C6532,11,2016-10-14,2016-12-23,ACT09014,麦人,133673.0,male
C16016,おしえて！ じしょたんず!![舟を編む],C6532,11,2016-10-14,2016-12-23,ACT00290,ブリドカットセーラ恵美,55415.0,female
C16016,おしえて！ じしょたんず!![舟を編む],C6532,11,2016-10-14,2016-12-23,ACT01400,大地葉,83129.0,female
C16016,おしえて！ じしょたんず!![舟を編む],C6532,11,2016-10-14,2016-12-23,ACT02753,松田颯水,60255.0,female
C16016,おしえて！ じしょたんず!![舟を編む],C6532,11,2016-10-14,2016-12-23,ACT03427,澁谷梓希,35012.0,female
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT05611,佐々健太,29663.0,male
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT01671,寺崎裕香,58501.0,female
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT01753,小林ゆう,192664.0,female
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT02428,星谷美緒,26916.0,female
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT03102,水橋かおり,132220.0,female
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT04284,藤原夏海,49032.0,female
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,C6535,10,2016-10-21,2016-12-23,ACT04407,諸星すみれ,66477.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT05105,うえだゆうじ,101819.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT05287,三宅健太,155933.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT05298,三木眞一郎,216561.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT00424,上田麗奈,156086.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT05387,中川慶一,25343.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT01473,大谷育江,128332.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT02263,愛河里花子,47451.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT02728,松本梨香,106972.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT02764,林原めぐみ,272558.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT03074,武隈史子,8935.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT07692,浪川大輔,284320.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT03488,犬山イヌコ,38940.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT03680,真堂圭,69451.0,female
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT08019,石塚運昇,150802.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT08027,石川界人,286942.0,male
C16020,ポケットモンスター サン＆ムーン,C1985,9,2016-11-17,2016-12-27,ACT04195,菊地瞳,9640.0,female
C16021,神々の記,C6537,4,2016-11-25,2016-12-16,ACT07418,森川智之,360890.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT05330,上村祐翔,74418.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT06535,小林裕介,117051.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT06679,山本和臣,49510.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT07153,本城雄太郎,13850.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT07388,梅原裕一郎,166171.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT07637,河本啓佑,71880.0,male
C16022,ななにんのあやかし ‐ ちみちみ魍魎 !! 現代物語 ‐,C6538,4,2016-12-05,2016-12-26,ACT07926,白井悠介,199192.0,male
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT00096,かかずゆみ,51953.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT00346,三上遥香,9183.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT00882,儀武ゆう子,38978.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT06103,坪井智浩,40721.0,male
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT01671,寺崎裕香,58501.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT02263,愛河里花子,47451.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT02294,折笠富美子,105986.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT02589,本渡楓,117680.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT02644,村瀬迪与,14084.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT02785,柚木涼香,116872.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT03425,潘めぐみ,136450.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT03639,白鳥由里,49511.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT03692,矢作紗友里,76905.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT03725,石原夏織,130853.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT04311,藤村歩,77278.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT04424,豊口めぐみ,130318.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT04426,豊崎愛生,151691.0,female
C16024,かみさまみならい ヒミツのここたま,C6574,80,2016-01-07,2016-12-22,ACT04513,遠藤綾,142495.0,female
C16025,きょ～ふ! ゾンビ猫,C6577,40,2015-12-25,2016-09-30,ACT02145,平山笑美,46527.0,female
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT05548,代永翼,125830.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT06318,奈良徹,52412.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT06651,山口隆行,16508.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT06947,後藤ヒロキ,42197.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT07167,杉山紀彰,115987.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT07404,森久保祥太郎,202836.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT07416,森嶋秀太,47431.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT03006,榎本温子,57083.0,female
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT03048,橘田いずみ,48783.0,female
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT03381,渡辺明乃,78630.0,female
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT03514,生天目仁美,104701.0,female
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT07997,石井マーク,32696.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT08122,稲田徹,143323.0,male
C16026,みに ヴぁん[第2期],C4517,13,2016-01-02,2016-03-26,ACT08814,阿部敦,102953.0,male
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT05105,うえだゆうじ,101819.0,male
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT00102,かないみか,116003.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT05298,三木眞一郎,216561.0,male
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT00434,下屋則子,50272.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT00719,伊瀬茉莉也,134730.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT05934,古島清孝,30399.0,male
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT01473,大谷育江,128332.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT01671,寺崎裕香,58501.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT02728,松本梨香,106972.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT02764,林原めぐみ,272558.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT07399,梶裕貴,300256.0,male
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT03481,牧口真幸,30523.0,female
C16027,ポケットモンスター XY ＆ Z,C1985,38,2016-01-14,2016-10-27,ACT03488,犬山イヌコ,38940.0,female
C16028,バリィさんの 諸国漫遊記,C6229,23,2016-01-06,2016-06-24,ACT03260,津久井彩文,7703.0,female
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT05330,上村祐翔,74418.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT05699,保志総一朗,171039.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT05714,光富崇雄,15052.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT06262,大河元気,53056.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT06319,奥山敬人,10005.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT06358,安達勇人,24059.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT01753,小林ゆう,192664.0,female
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT06515,小林大紀,35759.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT06676,山本匠馬,20095.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT02411,明坂聡美,123765.0,female
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT07341,柿原徹也,209963.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT07525,武内駿輔,129623.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT07588,汐崎アイル,16975.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT07660,津田健次郎,196296.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT08175,筆村栄心,10478.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT08217,細谷佳正,278593.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT08394,藤原祐規,46657.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT08535,豊永利行,146689.0,male
C16030,THE NUMBERS ナンバカ,C6580,13,2016-10-05,2016-12-28,ACT08792,関智一,266637.0,male
C16031,SUSHI POLICE,C6570,13,2016-01-07,2016-03-31,ACT04194,菊地由美,11435.0,female
C16032,ポンコツクエスト -魔王と派遣の魔物たち- [第3期],C6201,12,2016-01-25,2016-12-26,ACT06594,小野賢章,152740.0,male
C16032,ポンコツクエスト -魔王と派遣の魔物たち- [第3期],C6201,12,2016-01-25,2016-12-26,ACT02258,悠木碧,292984.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT00596,久野美咲,92095.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT00935,内田彩,158768.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT01815,小笠原早紀,37082.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT02393,日高里菜,163991.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT02990,楠田亜衣奈,75871.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT03368,渡谷美帆,21593.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT03400,渡部優衣,67248.0,female
C16033,リルリルフェアリル ～妖精のドア～,C6581,86,2016-01-30,2016-12-24,ACT07926,白井悠介,199192.0,male
