acid,acname,asid,n_ae,first_date,last_date,actid,actname,wiki_size,gender
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT00102,かないみか,116003.0,female
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT05700,保村真,45464.0,male
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT06001,吉野裕行,149454.0,male
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT01887,山口眞弓,19635.0,female
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT02359,新谷良子,73259.0,female
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT03209,沢城みゆき,354094.0,female
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT03569,田村ゆかり,224325.0,female
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT08390,藤原啓治,203368.0,male
C10001,ギャラクシー エンジェル,C2483,24,2001-04-08,2001-09-30,ACT08818,陶山章央,35185.0,male
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT00309,一城みゆ希,56617.0,female
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT05298,三木眞一郎,216561.0,male
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT00377,三浦智子,5704.0,female
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT01426,大本眞基子,85374.0,female
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT02597,本間ゆかり,10820.0,female
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT07620,池田秀一,128079.0,male
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT08067,神奈延年,99998.0,male
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT08176,筈見純,60472.0,male
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT04025,緒方恵美,125592.0,female
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT08582,速水奨,177325.0,male
C10003,PROJECT ARMS,C2484,26,2001-04-08,2001-09-30,ACT04907,高山みなみ,110520.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT00041,TARAKO,52657.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT05217,パンチユーホー,5234.0,male
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT05287,三宅健太,155933.0,male
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT01016,勝生真沙子,98866.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT06052,園部啓一,47266.0,male
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT06079,坂口候一,37301.0,male
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT01299,城雅子,20996.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT06527,小林清志,151665.0,male
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT02657,東さおり,6745.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT03923,笹本優子,26854.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT04196,菊地祥子,7951.0,female
C10005,探偵少年カゲマン,C2485,6,2001-11-28,2002-01-16,ACT04424,豊口めぐみ,130318.0,female
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT05268,一条和矢,50026.0,male
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT00389,三石琴乃,154613.0,female
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT05428,中田和宏,68471.0,male
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT06798,岸野一彦,47729.0,male
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT02827,根谷美智子,67678.0,female
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT07636,河合義雄,12851.0,male
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT04124,芳野美樹,4859.0,female
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT08482,西村知道,125751.0,male
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT04493,進藤尚美,45775.0,female
C10008,GEAR戦士[ギアファイター]  電童,C2404,38,2000-10-04,2001-06-27,ACT08921,高戸靖広,47026.0,male
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT06334,子安武人,253119.0,male
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT06633,山口勝平,171251.0,male
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT02295,折笠愛,91307.0,female
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT07255,松本保典,161149.0,male
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT03189,池澤春菜,76981.0,female
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT03440,瀧本富士子,29509.0,female
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT08236,置鮎龍太郎,208838.0,male
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT08792,関智一,266637.0,male
C10010,グラビテーション,C2336,13,2000-10-04,2001-01-10,ACT05021,鶴ひろみ,94777.0,female
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT05386,中嶋聡彦,36378.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT05751,内海賢二,128940.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT06035,喜安浩平,29566.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT01667,寺内よりえ,21680.0,female
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT06471,小山力也,183982.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT01755,小林優子,42689.0,female
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT06526,小林正寛,12988.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT01766,小林沙苗,99085.0,female
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT06583,小野坂昌也,93182.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT07418,森川智之,360890.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT07866,田中正彦,88790.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT07965,真殿光昭,76049.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT08019,石塚運昇,150802.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT08390,藤原啓治,203368.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT08792,関智一,266637.0,male
C10012,はじめの 一歩 THE FIGHTING!,C2406,75,2000-10-04,2002-03-27,ACT08923,高木渉,174971.0,male
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT05428,中田和宏,68471.0,male
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT05432,中田譲治,139946.0,male
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT00640,井上喜久子,241858.0,female
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT05699,保志総一朗,171039.0,male
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT01312,堀江由衣,298079.0,female
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT06334,子安武人,253119.0,male
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT02103,川澄綾子,190814.0,female
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT02482,有島モユ,13707.0,female
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT02860,桑島法子,154671.0,female
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT03006,榎本温子,57083.0,female
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT08154,竹村拓,26004.0,male
C10014,アルジェント ソーマ,C2407,24,2000-10-06,2001-03-23,ACT03977,紗ゆり,26876.0,female
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT00410,上村典子,27542.0,female
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT06218,大塚周夫,142451.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT06799,岸野幸正,28534.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT06901,平田広明,128743.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT06996,戸谷公次,57805.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT07285,松野太紀,44365.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT03154,永島由子,37093.0,female
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT08236,置鮎龍太郎,208838.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT08251,肝付兼太,98042.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT08855,青野武,148284.0,male
C10016,勝負師伝説 哲也,C2408,20,2000-10-07,2001-03-24,ACT08923,高木渉,174971.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT00247,ゆかな,123558.0,female
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT05604,伊藤龍,4201.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT01062,千葉紗子,65895.0,female
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT05891,千葉進歩,70816.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT01312,堀江由衣,298079.0,female
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT06691,山本泰輔,7516.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT07586,永野広一,17617.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT03212,沢海陽子,51094.0,female
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT07842,田中信夫,55981.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT07866,田中正彦,88790.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT08210,細井治,20237.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT08288,若本規夫,172292.0,male
C10018,Sci-Fi HARRY,C2409,20,2000-10-07,2001-03-24,ACT04600,金月真美,36721.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT00247,ゆかな,123558.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT05476,亀山助清,26049.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT00640,井上喜久子,241858.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT06094,坂東尚樹,44290.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT01444,大沢千秋,10173.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT06275,大畑伸太郎,31065.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT01768,小林由美子,64535.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT06768,岩崎征実,32663.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT06781,岩田光央,75446.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT07404,森久保祥太郎,202836.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT03138,氷上恭子,51032.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT08046,石田彰,280140.0,male
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT04613,釘宮理恵,302690.0,female
C10020,真・女神転生 デビチル,C4027,50,2000-10-07,2001-09-29,ACT08911,高塚正也,40113.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT00115,くまいもとこ,51038.0,female
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT05374,中尾隆聖,119062.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT00787,佐久間レイ,62157.0,female
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT00953,冬馬由美,88982.0,female
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT06079,坂口候一,37301.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT06633,山口勝平,171251.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT02505,望月久代,20762.0,female
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT07404,森久保祥太郎,202836.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT07418,森川智之,360890.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT03006,榎本温子,57083.0,female
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT03120,水谷優子,81038.0,female
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT07586,永野広一,17617.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT07823,玄田哲章,258062.0,male
C10022,ベイビーフィリックス,C2410,65,2000-10-08,2001-06-29,ACT08783,関俊彦,180371.0,male
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT00139,さとうあい,46036.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT05428,中田和宏,68471.0,male
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT02580,本多知恵子,76824.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT02764,林原めぐみ,272558.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT02827,根谷美智子,67678.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT02974,椎名へきる,66187.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT07726,渋谷茂,21406.0,male
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT03569,田村ゆかり,224325.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT03689,真田アサミ,51070.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT08029,石川英郎,71407.0,male
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT08090,福山潤,286760.0,male
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT08564,辻親八,111399.0,male
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT04609,金田朋子,83741.0,female
C10024,無敵王 トライゼノン,C2411,22,2000-10-14,2001-03-24,ACT08886,飯田浩志,10649.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT00489,中川亜紀子,44388.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT00670,京田尚子,62726.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT05732,八奈見乗児,97273.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT06428,家中宏,81564.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT06633,山口勝平,171251.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT06986,成田剣,86696.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT07285,松野太紀,44365.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT02860,桑島法子,154671.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT07418,森川智之,360890.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT03373,渡辺久美子,58209.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT03640,百々麻子,19115.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT03697,矢島晶子,94516.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT08231,緒方賢一,138375.0,male
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT04073,能登麻美子,204373.0,female
C10026,犬夜叉,C2413,171,2000-10-16,2004-09-13,ACT08565,辻谷耕史,59992.0,male
C10028,CYBERSIX,C2414,13,2000-10-16,2001-01-08,ACT07823,玄田哲章,258062.0,male
C10028,CYBERSIX,C2414,13,2000-10-16,2001-01-08,ACT08125,穂積隆信,55395.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT05174,キートン山田,60496.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT01312,堀江由衣,298079.0,female
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT06491,小川真司,84351.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT06500,小杉十郎太,122448.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT01768,小林由美子,64535.0,female
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT06723,山野井仁,72546.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT06922,広瀬正志,86022.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT07512,檜山修之,143063.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT08288,若本規夫,172292.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT08792,関智一,266637.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT08879,飯塚昭三,118155.0,male
C10030,人造人間 キカイダー THE ANIMATION,C2415,13,2000-10-16,2001-01-08,ACT04907,高山みなみ,110520.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT00389,三石琴乃,154613.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT05374,中尾隆聖,119062.0,male
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT00790,佐久間紅美,27723.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT06376,室園丈裕,36565.0,male
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT02065,川上とも子,101372.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT02593,本田貴子,89417.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT03265,津村まこと,35324.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT03320,深水由美,12167.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT04725,間宮くるみ,18442.0,female
C10032,学校の怪談,C2416,20,2000-10-22,2001-03-11,ACT08841,青山穣,87623.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT05298,三木眞一郎,216561.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT01073,南央美,43741.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT06272,大滝進矢,58186.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT06316,太田真一郎,30876.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT06633,山口勝平,171251.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT02263,愛河里花子,47451.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT07255,松本保典,161149.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT02860,桑島法子,154671.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT03102,水橋かおり,132220.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT07597,江川央生,92894.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT03189,池澤春菜,76981.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT03697,矢島晶子,94516.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT04663,鉄炮塚葉子,26914.0,female
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT08792,関智一,266637.0,male
C10034,機巧奇傳ヒヲウ戦記[カラクリキデンヒヲウセンキ],C2417,26,2000-10-24,2001-05-01,ACT08876,飛田展男,138303.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT05264,ワタナベシンイチ,16594.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT00389,三石琴乃,154613.0,female
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT05737,八戸優,7015.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT01073,南央美,43741.0,female
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT06284,大西健晴,29982.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT01473,大谷育江,128332.0,female
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT07404,森久保祥太郎,202836.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT07515,櫻井孝宏,325313.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT07855,田中完,21098.0,male
C10038,ドッとKONIちゃん,C2420,26,2000-11-03,2001-05-29,ACT03569,田村ゆかり,224325.0,female
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT00489,中川亜紀子,44388.0,female
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT06052,園部啓一,47266.0,male
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT01285,坂本千夏,60729.0,female
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT06583,小野坂昌也,93182.0,male
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT06659,山崎たくみ,59257.0,male
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT01921,山本圭子,38241.0,female
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT02092,川崎恵理子,14902.0,female
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT06843,川津泰彦,48561.0,male
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT06960,徳山靖彦,19568.0,male
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT04364,西原久美子,37082.0,female
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT08479,西村朋紘,49104.0,male
C10042,ピポパポ パトルくん,C2422,65,2000-12-04,2001-03-07,ACT04600,金月真美,36721.0,female
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT05365,中博史,110244.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT05428,中田和宏,68471.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT05839,加門良,13392.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT01295,坪井章子,30756.0,female
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT06152,塩屋浩三,88360.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT06284,大西健晴,29982.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT06300,天田益男,56688.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT06595,小関一,26478.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT06729,岡和男,25719.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT07378,桜井敏治,41933.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT03154,永島由子,37093.0,female
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT03569,田村ゆかり,224325.0,female
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT08122,稲田徹,143323.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT08281,花田光,25310.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT08334,菅原淳一,39859.0,male
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,C2314,13,2000-03-20,2000-03-28,ACT04892,高乃麗,66636.0,female
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT05404,中村大樹,59980.0,male
C10053,ゾイド 新世紀/ZERO,C2286,26,2001-01-06,2001-06-30,ACT05891,千葉進歩,70816.0,male
