マンガ雑誌名,ccid,マンガ作品名,8話目までの平均掲載位置,8話目までの平均ページ数,8話目までのカラー獲得率,合計各話数,アニメ化,連載開始日
週刊少年サンデー,C93948,ワープボーイ,0.2226710696151325,27.75,0.125,33.0,False,1996-01-01
週刊少年サンデー,C93953,ワイルドライフ,0.23064366338655495,26.375,0.125,233.0,False,2003-01-01
週刊少年サンデー,C91652,MAJOR,0.11999458531433244,23.875,0.25,292.0,True,1994-08-03
週刊少年サンデー,C91670,DAN DOH,0.15583888633990506,27.875,0.25,254.0,True,1995-03-29
週刊少年サンデー,C92062,ARMS,0.24565975938225096,20.875,0.125,242.0,True,1997-04-02
週刊少年サンデー,C92136,アラタカンガタリ～革神語～,0.26991821136697136,27.75,0.375,240.0,True,2008-10-15
週刊少年サンデー,C92178,犬夜叉,0.10883452768880478,23.25,0.375,558.0,True,1996-11-27
週刊少年サンデー,C92204,境界のRINNE,0.14794206003668095,22.75,0.375,380.0,True,2009-05-13
週刊少年サンデー,C92222,銀の匙 Silver Spoon,0.1672479593163468,21.625,0.375,124.0,True,2011-04-06
週刊少年サンデー,C92290,うえきの法則,0.29571639726476695,23.0,0.25,155.0,True,2001-08-08
週刊少年サンデー,C92301,クロスゲーム,0.2439182126572622,20.75,0.375,169.0,True,2005-05-11
週刊少年サンデー,C92312,競女!!!!!!!!,0.16865759390536955,28.75,0.25,177.0,True,2013-07-24
週刊少年サンデー,C92326,結界師,0.31989015178509284,28.875,0.25,346.0,True,2003-05-07
週刊少年サンデー,C92357,うしおととら,0.3816793578110931,26.25,0.125,321.0,True,1990-01-24
週刊少年サンデー,C92601,神のみぞ知るセカイ,0.36227271136372763,26.5,0.25,272.0,True,2008-04-23
週刊少年サンデー,C92636,ガンバ!!Fly high,0.1403489287951344,23.25,0.125,305.0,True,1994-06-08
週刊少年サンデー,C92696,絶対可憐チルドレン,0.3507503719803912,33.5,0.5,480.0,True,2004-09-08
週刊少年サンデー,C92780,ゴーストスイーパー美神 極楽大作戦!!,0.20084220341281406,20.75,0.25,389.0,True,1991-05-08
週刊少年サンデー,C92818,だがしかし,0.4461372413036274,9.25,0.25,149.0,True,2014-06-25
週刊少年サンデー,C92896,金色のガッシュ!!,0.2820862168573257,22.5,0.25,323.0,True,2001-01-24
週刊少年サンデー,C92996,史上最強の弟子ケンイチ,0.43557679026722856,26.5,0.25,582.0,True,2002-05-01
週刊少年サンデー,C93043,常住戦陣!!ムシブギョー,0.09850953961213497,28.0,0.375,306.0,True,2011-01-05
週刊少年サンデー,C93195,天使な小生意気,0.13512101541499272,22.25,0.25,199.0,True,1999-06-02
週刊少年サンデー,C93207,電波教師,0.29317378295112123,28.25,0.25,250.0,True,2011-11-02
週刊少年サンデー,C93469,マギ The labyrinth of magic,0.19558654218495827,25.875,0.25,361.0,True,2009-06-17
週刊少年サンデー,C93471,マギ シンドバッドの冒険,0.2114781174136619,21.875,0.125,9.0,True,2013-05-08
週刊少年サンデー,C93486,MAR メル,0.1361853241562351,22.0,0.375,161.0,True,2003-01-22
週刊少年サンデー,C93539,名探偵コナン,0.06857644323435208,21.875,0.375,1008.0,True,1994-01-19
週刊少年サンデー,C93564,美鳥の日々,0.49308083291370713,20.0,0.125,86.0,True,2002-10-02
週刊少年サンデー,C93592,妖逆門,0.14727190419487457,25.0,0.25,51.0,True,2006-03-15
週刊少年サンデー,C93610,モンキーターン,0.419953097617655,21.5,0.125,384.0,True,1996-08-21
週刊少年サンデー,C93612,焼きたて!!ジャぱん,0.32883984286837115,28.75,0.25,241.0,True,2001-11-07
週刊少年サンデー,C93705,ハヤテのごとく!,0.2845289333836979,20.25,0.375,566.0,True,2004-10-20
週刊少年サンデー,C93936,烈火の炎,0.3657040205557227,19.875,0.125,329.0,True,1995-04-05
週刊少年ジャンプ,C110892,ヨアケモノ,0.4905522302470857,27.75,0.25,16.0,False,2014-08-04
週刊少年ジャンプ,C110920,ハイファイクラスタ,0.4431691756326471,27.5,0.25,18.0,False,2014-09-29
週刊少年ジャンプ,C110926,Sporting Salt,0.45344787941836234,27.25,0.25,18.0,False,2014-10-06
週刊少年ジャンプ,C110927,うちはサスケの写輪眼伝,0.3607762065807192,3.0,0.0,9.0,False,2014-10-06
週刊少年ジャンプ,C110958,学糾法廷,0.2836642520281379,28.0,0.375,21.0,False,2015-01-01
週刊少年ジャンプ,C111020,カガミガミ,0.4002095534060031,27.25,0.25,39.0,False,2015-02-23
週刊少年ジャンプ,C111023,ブラッククローバー,0.36116705134279703,27.75,0.25,119.0,False,2015-03-02
週刊少年ジャンプ,C111025,Ultra Battle Satellite,0.4730319506381861,27.5,0.25,17.0,False,2015-03-16
週刊少年ジャンプ,C111077,背すじをピン!と～鹿高競技ダンス部へようこそ～,0.31670000975716184,26.75,0.375,88.0,False,2015-05-25
週刊少年ジャンプ,C111078,レディ・ジャスティス,0.49238472398695127,27.75,0.25,16.0,False,2015-06-01
週刊少年ジャンプ,C111079,デビリーマン,0.3827034929063735,26.75,0.25,16.0,False,2015-06-08
週刊少年ジャンプ,C111101,ベストブルー,0.49531067718786903,27.75,0.25,19.0,False,2015-07-27
週刊少年ジャンプ,C112641,鬼滅の刃,0.5137125985713441,27.75,0.375,72.0,False,2016-02-29
週刊少年ジャンプ,C112648,左門くんはサモナー,0.40608034343133104,26.0,0.25,88.0,False,2015-10-05
週刊少年ジャンプ,C112655,たくあんとバツの日常閻魔帳,0.402840753170288,31.25,0.375,21.0,False,2015-11-09
週刊少年ジャンプ,C112665,バディストライク,0.4791413852408359,26.0,0.25,12.0,False,2015-11-30
週刊少年ジャンプ,C112672,ものの歩,0.3676076997840788,27.5,0.375,45.0,False,2015-09-28
週刊少年ジャンプ,C112675,ゆらぎ荘の幽奈さん,0.4501081820702053,27.75,0.375,72.0,False,2016-02-22
週刊少年ジャンプ,C115384,約束のネバーランド,0.43607004839485586,28.0,0.25,49.0,False,2016-08-15
週刊少年ジャンプ,C115390,ラブラッシュ!,0.5599013155836852,27.0,0.25,13.0,False,2016-09-05
週刊少年ジャンプ,C115395,レッドスプライト,0.4673003326521582,26.25,0.25,14.0,False,2016-09-12
週刊少年ジャンプ,C115420,歪のアマルガム,0.3509176761328141,27.0,0.25,18.0,False,2016-10-24
週刊少年ジャンプ,C115422,青春兵器ナンバーワン,0.46261311999675014,27.25,0.25,41.0,False,2016-10-31
週刊少年ジャンプ,C115442,デモンズプラン,0.46503495811758744,26.75,0.25,12.0,False,2016-12-05
週刊少年ジャンプ,C115448,オレゴラッソ,0.5049629538155795,27.0,0.25,12.0,False,2016-12-12
週刊少年ジャンプ,C115491,ぼくたちは勉強ができない,0.4594611924546675,26.75,0.25,24.0,False,2017-02-20
週刊少年ジャンプ,C115492,U19,0.6235677173686683,26.25,0.25,18.0,False,2017-02-27
週刊少年ジャンプ,C115493,ポロの留学記,0.5843759941653467,26.5,0.25,18.0,False,2017-03-06
週刊少年ジャンプ,C115494,腹ペコのマリー,0.361370183509944,27.0,0.375,21.0,False,2017-03-13
週刊少年ジャンプ,C115495,Dr.STONE,0.4179149459701557,26.5,0.25,20.0,False,2017-03-20
週刊少年ジャンプ,C115512,ROBOT×LASERBEAM,0.27907977330783473,24.25,0.25,18.0,False,2017-04-03
週刊少年ジャンプ,C87487,ドルヒラ,0.4779341326128236,25.75,0.125,14.0,False,1996-07-22
週刊少年ジャンプ,C87499,ドン・ボルカン -聖なる男の伝説-,0.41747231575583754,26.875,0.125,11.0,False,1991-06-24
週刊少年ジャンプ,C87517,謎の村雨くん,0.4654219945917667,30.25,0.375,23.0,False,2005-12-12
週刊少年ジャンプ,C87586,AKABOSHI-異聞水滸伝-,0.4031033567760721,27.5,0.25,24.0,False,2009-06-01
週刊少年ジャンプ,C87591,A・O・M,0.43338045491471344,25.125,0.25,10.0,False,2002-10-14
週刊少年ジャンプ,C87599,BAKUDAN,0.4519220705840072,27.0,0.125,17.0,False,1994-10-03
週刊少年ジャンプ,C87600,Base Boys,0.45359658217242094,25.0,0.25,18.0,False,1998-07-27
週刊少年ジャンプ,C87606,BE TAKUTO! ～野蛮なれ～,0.29739112834705517,25.75,0.125,20.0,False,1996-11-25
週刊少年ジャンプ,C87614,BLUE DRAGON ラルΩグラド,0.3909954078989709,29.25,0.375,29.0,False,2007-01-01
週刊少年ジャンプ,C87616,BOMBER GIRL,0.4699097101270902,25.5,0.125,11.0,False,1994-01-31
週刊少年ジャンプ,C87617,BOY-ボーイ-HARELUYAⅡ,0.4495658544967799,26.0,0.125,297.0,False,1992-10-12
週刊少年ジャンプ,C87628,CHIBI -チビー,0.3650151300093995,29.0,0.25,54.0,False,1992-06-29
週刊少年ジャンプ,C87629,CHILDRAGON,0.5373311441774291,25.25,0.25,14.0,False,1998-11-02
週刊少年ジャンプ,C87640,COOL～RENTAL BODYGUARD～,0.34562071492904406,32.5,0.125,19.0,False,1997-04-14
週刊少年ジャンプ,C87643,COWA!,0.24318189152327335,14.25,0.5,14.0,False,1997-11-10
週刊少年ジャンプ,C87659,DOIS SOL,0.42612865696764163,25.75,0.25,17.0,False,2011-02-28
週刊少年ジャンプ,C87676,E-Robot,0.4430630378056618,30.5,0.375,12.0,False,2014-02-10
週刊少年ジャンプ,C87687,Fの閃光 -アイルトン・セナの挑戦-,0.4666050608783531,25.75,0.125,16.0,False,1991-08-19
週刊少年ジャンプ,C87703,GP BOY☆グランプリボーイ☆,0.4268946834258758,24.875,0.125,17.0,False,1990-07-16
週刊少年ジャンプ,C87705,GUN BLAZE WEST,0.33271137709458354,25.75,0.375,28.0,False,2001-01-08
週刊少年ジャンプ,C87708,HACHI -東京23宮-,0.3976142287782026,26.75,0.25,22.0,False,2013-09-30
週刊少年ジャンプ,C87711,HAND’S -ハンズ-,0.4774386172584316,29.5,0.25,11.0,False,2006-04-17
週刊少年ジャンプ,C87713,HARELUYA-ハレルヤ-,0.5088978064682775,25.125,0.125,10.0,False,1992-06-15
週刊少年ジャンプ,C87718,HUNGRY JOKER,0.397045238445064,29.75,0.375,25.0,False,2011-09-05
週刊少年ジャンプ,C87722,I'm A Faker!,0.43489643101142605,24.25,0.25,11.0,False,2001-10-01
週刊少年ジャンプ,C87726,I''s,0.20562367488561212,24.5,0.25,142.0,False,1997-04-21
週刊少年ジャンプ,C87727,JOKER,0.4475654190201486,30.25,0.125,16.0,False,1997-03-24
週刊少年ジャンプ,C87754,J連作 1コマギャグ,1.0,1.0,0.0,48.0,False,2014-01-01
週刊少年ジャンプ,C87766,K.O.SEN,0.6113542347092353,26.25,0.125,12.0,False,2008-01-08
週刊少年ジャンプ,C87767,K.O.マサトメ,0.5890854051922758,25.0,0.125,17.0,False,1996-05-13
週刊少年ジャンプ,C87772,LIGHT WING,0.4802606317315517,26.75,0.25,22.0,False,2010-09-20
週刊少年ジャンプ,C87775,LIVE,0.40090468107229327,24.5,0.25,11.0,False,2004-01-15
週刊少年ジャンプ,C87778,LOCK ON!,0.3599875157450466,30.25,0.5,19.0,False,2009-07-13
週刊少年ジャンプ,C87783,magico,0.3243298590969164,25.75,0.375,65.0,False,2011-03-14
週刊少年ジャンプ,C87786,Merry Wind,0.44579135102152434,26.75,0.125,11.0,False,1997-05-05
週刊少年ジャンプ,C87787,METAL FINISH メタル・フィニッシュ,0.40167562420998243,24.25,0.125,14.0,False,1990-09-24
週刊少年ジャンプ,C87789,MIND ASSASSIN,0.3378778742762602,32.0,0.25,28.0,False,1994-07-25
週刊少年ジャンプ,C87796,Mr.FULLSWING,0.4482054070851273,26.25,0.25,229.0,False,2001-05-21
週刊少年ジャンプ,C87799,MUDDY,0.5333100395081958,30.0,0.25,13.0,False,2007-08-20
週刊少年ジャンプ,C87805,NINK〔U_ 〕-忍空- SECOND STAGE,0.5079798720278462,25.0,0.125,27.0,False,1994-12-05
週刊少年ジャンプ,C87810,NUMBER 10,0.4781639206985285,26.875,0.25,10.0,False,2002-06-03
週刊少年ジャンプ,C87819,OVER TIME,0.49556636056502346,26.5,0.25,19.0,False,2006-07-31
週刊少年ジャンプ,C87820,P2! -let's Play Pingpong!-,0.45439845384480054,26.25,0.25,58.0,False,2006-10-09
週刊少年ジャンプ,C87828,PSYCHO+,0.5016455493676095,25.75,0.125,11.0,False,1992-12-07
週刊少年ジャンプ,C87829,PSYREN-サイレン-,0.41515896739584834,27.0,0.25,147.0,False,2008-01-01
週刊少年ジャンプ,C87833,RASH!!,0.30571188866815757,29.125,0.125,17.0,False,1994-10-10
週刊少年ジャンプ,C87836,ROMANCERS,0.41291876400408384,29.875,0.375,20.0,False,1997-07-14
週刊少年ジャンプ,C87838,ROOKIES,0.3264407338054203,27.25,0.375,233.0,False,1998-02-16
週刊少年ジャンプ,C87842,SAND LAND,0.25333074246937703,16.0,0.25,14.0,False,2000-05-22
週刊少年ジャンプ,C87843,★SANTA!★,0.5247396926050083,26.75,0.25,12.0,False,2003-04-21
週刊少年ジャンプ,C87847,SHADOW LADY,0.2569958362924113,29.25,0.25,24.0,False,1995-01-10
週刊少年ジャンプ,C87852,SILENT KNIGHT翔,0.4200469163643787,25.375,0.125,13.0,False,1992-08-17
週刊少年ジャンプ,C87866,STEEL BALL RUN,0.31879971806028706,36.375,0.25,23.0,False,2004-02-02
週刊少年ジャンプ,C87873,SWORD BREAKER,0.3869918686393421,28.5,0.375,17.0,False,2002-02-18
週刊少年ジャンプ,C87874,SWOT スウォット,0.40470494950004815,29.5,0.375,21.0,False,2009-11-23
週刊少年ジャンプ,C87876,TATTOO HEARTS,0.4908329811891286,31.0,0.25,15.0,False,2000-10-23
週刊少年ジャンプ,C87886,TOKYO WONDER BOYS,0.4874551454925886,27.5,0.25,11.0,False,2014-03-17
週刊少年ジャンプ,C87894,Ultra Red,0.4313346558089129,25.5,0.25,34.0,False,2002-10-21
週刊少年ジャンプ,C87897,VICE -ヴァイス-,0.49370044524928625,26.625,0.125,10.0,False,1993-06-07
週刊少年ジャンプ,C87903,WILD HALF,0.5523396483979937,27.125,0.125,142.0,False,1996-01-10
週刊少年ジャンプ,C87914,Wrestling with もも子,0.31622344992961104,19.75,0.125,18.0,False,1997-04-28
週刊少年ジャンプ,C87916,ZOMBIE POWDER,0.5289725380035877,25.5,0.25,27.0,False,1999-08-02
週刊少年ジャンプ,C87927,アイアンナイト,0.4656597659267421,25.5,0.375,17.0,False,2014-01-01
週刊少年ジャンプ,C87931,i・ショウジョ,0.45823265079504727,26.5,0.25,21.0,False,2014-03-03
週刊少年ジャンプ,C87942,アウターゾーン,0.6162187091428936,25.125,0.125,121.0,False,1991-03-25
週刊少年ジャンプ,C87978,アスクレピオス,0.42785531374220603,32.5,0.375,21.0,False,2007-04-23
週刊少年ジャンプ,C87992,あっけら貫刃帖,0.31102400317735257,27.25,0.25,13.0,False,2001-09-24
週刊少年ジャンプ,C87997,アニ基地 ジャンプアニメ情報基地,0.7885602227268004,2.375,0.0,9.0,False,2007-01-15
週刊少年ジャンプ,C88003,あねどきっ,0.3664927635600356,26.75,0.25,27.0,False,2009-07-20
週刊少年ジャンプ,C88059,磯部磯兵衛物語,0.8795112302843959,10.75,0.0,8.0,False,2013-06-10
週刊少年ジャンプ,C88060,磯部磯兵衛物語～浮世はつらいよ～,0.7273537107499708,10.125,0.25,253.0,False,2013-11-04
週刊少年ジャンプ,C88072,いぬまるだしっ,0.37845574624589307,7.875,0.125,203.0,False,2008-09-08
週刊少年ジャンプ,C88080,ILLEGAL RARE,0.4469460211885737,26.5,0.25,30.0,False,2014-02-24
週刊少年ジャンプ,C88110,うるとら☆イレブン,0.4388525951288278,23.75,0.125,10.0,False,1994-07-18
週刊少年ジャンプ,C88121,エース!,0.19951486890470302,24.5,0.125,72.0,False,1990-01-01
週刊少年ジャンプ,C88130,エニグマ,0.35813244349166967,26.25,0.25,56.0,False,2010-09-13
週刊少年ジャンプ,C88132,エム×ゼロ,0.46079228151682716,26.5,0.25,99.0,False,2006-05-22
週刊少年ジャンプ,C88139,王様はロバ -はったり帝国の逆襲-,0.5727228384472759,8.25,0.125,129.0,False,1994-04-11
週刊少年ジャンプ,C88141,逢魔ヶ刻動物園,0.4277057518803113,29.25,0.375,39.0,False,2009-12-14
週刊少年ジャンプ,C88152,大相撲刑事,0.6213892430852136,23.25,0.125,11.0,False,1992-03-23
週刊少年ジャンプ,C88155,大泥棒ポルタ,0.41149125051366686,30.0,0.25,16.0,False,2005-04-25
週刊少年ジャンプ,C88193,鬼が来たりて,0.3638622267726094,30.75,0.125,14.0,False,1995-09-04
週刊少年ジャンプ,C88232,画・ROW,0.4348172462019856,25.0,0.125,9.0,False,1998-01-01
週刊少年ジャンプ,C88246,カイゼルスパイク,0.6067655159613659,24.875,0.25,13.0,False,2000-07-31
週刊少年ジャンプ,C88247,改造人間ロギィ,0.43038523960853337,30.75,0.375,12.0,False,2011-02-07
週刊少年ジャンプ,C88254,カイン,0.502907166266453,27.125,0.25,19.0,False,2005-05-30
週刊少年ジャンプ,C88261,かおす寒鰤屋,0.5499619530814315,29.5,0.125,10.0,False,1995-08-07
週刊少年ジャンプ,C88263,鏡の国の針栖川,0.29725831831837024,26.5,0.375,30.0,False,2011-07-25
週刊少年ジャンプ,C88265,鍵人-カギジン-,0.5224161107179431,26.75,0.25,17.0,False,2009-07-27
週刊少年ジャンプ,C88282,影武者徳川家康,0.3922171465387235,30.0,0.125,51.0,False,1994-01-10
週刊少年ジャンプ,C88285,カジカ,0.2361433609006803,17.25,0.375,12.0,False,1998-07-20
週刊少年ジャンプ,C88287,賢い犬リリエンタール,0.4408437177184579,30.75,0.375,34.0,False,2008-12-01
週刊少年ジャンプ,C88291,風と真理子の物語,1.0,1.0,0.0,14.0,False,1994-11-14
週刊少年ジャンプ,C88308,河童レボリューション,0.45729052408202076,27.5,0.25,20.0,False,1997-09-29
週刊少年ジャンプ,C88314,神奈川磯南風天組,0.30616977711214965,26.0,0.25,18.0,False,2003-07-14
週刊少年ジャンプ,C88334,鴉MAN,0.4866661444995985,24.0,0.25,16.0,False,2001-05-28
週刊少年ジャンプ,C88345,神撫手,0.3812409787536705,31.0,0.25,14.0,False,2003-03-24
週刊少年ジャンプ,C88354,奇怪噺 花咲一休,0.3128123187486363,26.5,0.25,15.0,False,2011-05-16
週刊少年ジャンプ,C88366,キックスメガミックス,0.41923679763064375,27.0,0.25,13.0,False,2003-06-23
週刊少年ジャンプ,C88368,蹴撃手マモル,0.5948587533516936,23.5,0.125,32.0,False,1990-07-30
週刊少年ジャンプ,C88372,詭弁学派、四ツ谷先生の怪談。,0.4115077642770509,29.75,0.375,19.0,False,2009-06-22
週刊少年ジャンプ,C88384,ギャグマンガ日和,0.4948945061153582,7.25,0.5,8.0,False,2005-06-27
週刊少年ジャンプ,C88391,キャプテン翼ワールドユース編,0.2552429654951217,25.625,0.25,159.0,False,1994-05-30
週刊少年ジャンプ,C88400,究極!!変態仮面,0.4639944641013275,23.5,0.125,54.0,False,1992-04-06
週刊少年ジャンプ,C88422,切法師,0.3745470039436493,30.5,0.375,20.0,False,2004-09-06
週刊少年ジャンプ,C88423,きりん ～The Last Unicon～,0.42761457754336535,25.75,0.125,20.0,False,1997-09-22
週刊少年ジャンプ,C88425,銀河パトロール ジャコ,0.4506366279254603,20.25,0.125,11.0,False,2013-07-29
週刊少年ジャンプ,C88441,クライシスダイバー,0.5026237852417074,26.5,0.125,12.0,False,1990-06-11
週刊少年ジャンプ,C88446,グラナダ -究極科学探検隊-,0.5714925851893151,26.0,0.125,13.0,False,2003-01-01
週刊少年ジャンプ,C88449,暗闇をぶっとばせ!,0.5798044765581286,26.5,0.125,13.0,False,1994-01-08
週刊少年ジャンプ,C88450,グラン・バガン,0.398141358468855,24.125,0.25,11.0,False,2001-10-08
週刊少年ジャンプ,C88462,純情パイン,0.47000594985103017,19.875,0.25,14.0,False,2000-06-19
週刊少年ジャンプ,C88475,少年守護神,0.4671210198091539,29.0,0.375,12.0,False,2003-03-03
週刊少年ジャンプ,C88476,少年エスパーねじめ,0.46090938480149235,20.125,0.25,21.0,False,2001-10-29
週刊少年ジャンプ,C88478,少年探偵Q,0.6134111975135446,27.625,0.25,15.0,False,1998-02-23
週刊少年ジャンプ,C88479,少年疾駆,0.41455923989249877,25.5,0.25,15.0,False,2010-05-24
週刊少年ジャンプ,C88492,ジョジョの奇妙な冒険 Part6 ストーンオーシャン,0.27924482103481746,25.5,0.25,154.0,False,2000-01-01
週刊少年ジャンプ,C88499,私立ポセイドン学園高等部,0.3729450770150658,13.0,0.125,18.0,False,2008-01-21
週刊少年ジャンプ,C88505,身海魚 SHINKAIGYO,0.5787782297181546,24.25,0.25,10.0,False,1999-01-01
週刊少年ジャンプ,C88531,ST＆RS -スターズ-,0.31022012761573664,27.25,0.375,40.0,False,2011-07-18
週刊少年ジャンプ,C88543,ステルス交境曲,0.4625533910470797,27.25,0.25,22.0,False,2014-03-10
週刊少年ジャンプ,C88551,FW陣! ー蹴球伝ーフィールドの狼,0.4109351956525833,26.0,0.125,17.0,False,1999-03-08
週刊少年ジャンプ,C88563,スモーキーB.B.,0.41053232471354617,27.0,0.25,15.0,False,2013-06-10
週刊少年ジャンプ,C88572,世紀末リーダー伝たけし!,0.26492896362492246,22.25,0.25,238.0,False,1997-07-28
週刊少年ジャンプ,C88588,クロガネ,0.3036733760390444,26.5,0.25,69.0,False,2011-09-19
週刊少年ジャンプ,C88592,クロクロク,0.3988702633307284,30.0,0.375,18.0,False,2013-01-22
週刊少年ジャンプ,C88596,クロス・マネジ,0.45479817737550465,30.75,0.375,43.0,False,2012-05-07
週刊少年ジャンプ,C88629,元気やでっ,0.620282866671619,23.25,0.125,10.0,False,1995-03-20
週刊少年ジャンプ,C88632,原色超人PAINT MAN,0.5451962181176639,26.625,0.125,11.0,False,1993-03-22
週刊少年ジャンプ,C88634,現存!古代生物史パッキー,0.36456278529189656,17.25,0.25,24.0,False,2011-11-28
週刊少年ジャンプ,C88641,恋するエジソン,0.28617613907303285,14.875,0.375,37.0,False,2012-04-16
週刊少年ジャンプ,C88644,恋染紅葉,0.4261139540602769,23.75,0.25,28.0,False,2012-02-13
週刊少年ジャンプ,C88646,恋のキューピッド 焼野原塵,0.4035603175817254,30.0,0.375,22.0,False,2012-08-27
週刊少年ジャンプ,C88679,ごっちゃんです!!,0.4332229592488935,26.0,0.25,38.0,False,2003-06-30
週刊少年ジャンプ,C88689,こもれ陽の下で・・・,0.3117255831003333,27.125,0.125,25.0,False,1993-07-19
週刊少年ジャンプ,C88701,神力契約者 M＆Y,0.5288754394495463,29.5,0.25,11.0,False,2006-04-10
週刊少年ジャンプ,C88726,サクラテツ対話篇,0.3175266558821238,22.5,0.25,19.0,False,2002-01-01
週刊少年ジャンプ,C88750,サバイビー,0.48814451108645146,25.25,0.25,20.0,False,1999-07-12
週刊少年ジャンプ,C88754,サムライうさぎ,0.46905353298701746,26.0,0.25,67.0,False,2007-03-19
週刊少年ジャンプ,C88760,サラブレッドと呼ばないで,0.38149730102944496,26.5,0.25,13.0,False,2003-09-29
週刊少年ジャンプ,C88763,斬,0.5717079616382088,29.25,0.25,19.0,False,2005-03-28
週刊少年ジャンプ,C88766,三獣士,0.5360057139583464,27.25,0.25,20.0,False,1999-08-09
週刊少年ジャンプ,C88782,地獄戦士 魔王,0.47553305096110754,17.75,0.125,29.0,False,1994-02-14
週刊少年ジャンプ,C88881,重機人間ユンボル,0.5054122022696662,26.75,0.25,10.0,False,2007-01-15
週刊少年ジャンプ,C88885,重臣 猪狩虎次郎,0.37125600019066124,21.25,0.375,22.0,False,2001-02-26
週刊少年ジャンプ,C88887,ジュウドウズ,0.45939292022606,24.875,0.25,19.0,False,2014-01-29
週刊少年ジャンプ,C88902,神光援団紳士録,0.473656554869334,26.625,0.125,16.0,False,1996-03-04
週刊少年ジャンプ,C88904,新ジャングルの王者ターちゃん,0.42170927785905793,16.75,0.0,234.0,False,1990-06-18
週刊少年ジャンプ,C88909,新世紀アイドル伝説 彼方セブンチェンジ,0.38939450315676843,18.5,0.25,14.0,False,2009-11-16
週刊少年ジャンプ,C88912,真説ボボボーボ・ボーボボ,0.5238453424222118,18.0,0.125,58.0,False,2006-04-24
週刊少年ジャンプ,C88914,陣内流柔術武闘伝 真島クンすっとばす!!,0.31974802317136003,27.625,0.125,141.0,False,1995-02-27
週刊少年ジャンプ,C88916,新米婦警キルコさん,0.4772616044119127,26.75,0.25,24.0,False,2012-12-03
週刊少年ジャンプ,C88918,心理捜査官 草薙葵,0.48743468027384335,27.0,0.125,23.0,False,1996-07-29
週刊少年ジャンプ,C88944,戦国ARMORS,0.3412667876743791,29.5,0.375,18.0,False,2010-02-01
週刊少年ジャンプ,C88946,戦国乱破伝サソリ,0.37714966884003465,26.75,0.25,12.0,False,2003-09-22
週刊少年ジャンプ,C88949,戦星のバルジ,0.32214949607970317,26.75,0.25,16.0,False,2012-06-04
週刊少年ジャンプ,C88965,SOUL CATCHER(S),0.4001703595382553,26.75,0.25,59.0,False,2013-05-27
週刊少年ジャンプ,C88978,ソワカ,0.4673328932540641,25.5,0.25,22.0,False,2001-12-10
週刊少年ジャンプ,C88994,大好王 ダイスキング,0.606586505306938,24.625,0.25,17.0,False,1999-03-15
週刊少年ジャンプ,C88996,太臓もて王サーガ,0.4277020463830804,22.25,0.25,87.0,False,2005-08-08
週刊少年ジャンプ,C89000,タイムウォーカー零,0.35872538418095035,27.375,0.125,23.0,False,1990-11-12
週刊少年ジャンプ,C89004,DIAMOND　ダイヤモンド,0.5932989109027983,26.25,0.125,17.0,False,1996-05-06
週刊少年ジャンプ,C89013,タカマガハラ,0.46520486501031694,30.375,0.375,18.0,False,2011-08-01
週刊少年ジャンプ,C89015,タカヤ -閃武学園激闘伝-,0.4064504533021658,26.25,0.25,38.0,False,2005-06-06
週刊少年ジャンプ,C89016,タカヤ -夜明けの炎刃王-,0.8671619018330706,18.0,0.0,13.0,False,2006-03-13
週刊少年ジャンプ,C89019,卓上のアゲハ,0.38137944061989154,31.75,0.375,23.0,False,2014-07-07
週刊少年ジャンプ,C89021,猛き龍星,0.27909757706496285,27.625,0.25,26.0,False,1995-05-08
週刊少年ジャンプ,C89041,ダブルアーツ,0.3819002478358688,27.0,0.375,23.0,False,2008-04-07
週刊少年ジャンプ,C89055,チェンジUP!!,0.3429105070956425,25.75,0.125,21.0,False,1992-03-09
週刊少年ジャンプ,C89057,力人伝説 -鬼を継ぐ者-,0.22970443479165267,26.75,0.125,21.0,False,1992-12-14
週刊少年ジャンプ,C89060,地上最速青春卓球少年 ぷーやん,0.4243167836589728,26.25,0.25,13.0,False,2004-06-21
週刊少年ジャンプ,C89068,チャゲチャ,0.4727364768182066,22.75,0.25,8.0,False,2008-09-29
週刊少年ジャンプ,C89072,超機動暴発蹴球野郎 リベロの武田,0.40434648587025196,22.5,0.125,83.0,False,1991-03-18
週刊少年ジャンプ,C89079,超弩級戦士ジャスティス,0.5009402339508552,27.75,0.125,14.0,False,1993-11-15
週刊少年ジャンプ,C89088,珍遊記,0.4331315187858307,20.75,0.125,63.0,False,1990-11-19
週刊少年ジャンプ,C89093,ツギハギ漂流作家,0.4986246847170105,26.0,0.25,22.0,False,2006-02-20
週刊少年ジャンプ,C89121,べしゃり暮らし,0.2989301177526103,26.5,0.375,28.0,False,2005-10-17
週刊少年ジャンプ,C89122,ヘタッピマンガ研究所R,0.7424498459422684,7.0,0.0,18.0,False,2008-05-12
週刊少年ジャンプ,C89137,ぼくのわたしの勇者学,0.4289019938621589,19.25,0.25,66.0,False,2007-05-28
週刊少年ジャンプ,C89140,ぼくは少年探偵ダン!!,0.3610085357856758,20.5,0.125,20.0,False,1998-10-05
週刊少年ジャンプ,C89145,保健室の死神,0.40511157445082885,26.75,0.25,90.0,False,2009-09-21
