マンガ雑誌名,ccid,マンガ作品名,8話目までの平均掲載位置,8話目までの平均ページ数,8話目までのカラー獲得率,合計各話数,アニメ化,連載開始日
週刊少年マガジン,C91135,スミレ❤16歳!!,0.4805629499717654,15.75,0.125,26.0,False,2006-05-24
週刊少年マガジン,C91147,青春少年マガジン 1978～1983,0.5258589418084229,15.0,0.125,13.0,False,2008-08-27
週刊少年マガジン,C91152,青春少年マガジン -紙の翼-,0.643729486066004,8.375,0.125,10.0,False,2014-03-05
週刊少年マガジン,C91161,ゼウスの種,0.5519327682926041,9.25,0.0,53.0,False,2011-03-02
週刊少年マガジン,C91175,せっかち伯爵と時間どろぼう,0.3259764068138167,19.25,0.125,51.0,False,2013-11-20
週刊少年マガジン,C91180,ゼロセン,0.2786778681740444,27.5,0.125,76.0,False,2008-08-06
週刊少年マガジン,C91202,空の昴,0.3291107750955282,30.625,0.25,160.0,False,2000-05-24
週刊少年マガジン,C91206,それでも僕は君が好き,0.40270522730021907,28.25,0.125,24.0,False,2014-01-08
週刊少年マガジン,C91209,ちょっと盛りました。 読者専用検索エンジン,0.890875684445029,6.25,0.125,97.0,False,2012-06-27
週刊少年マガジン,C91220,強く成り上がれ! 空手アホ一代目,0.3971670842168098,50.625,0.25,21.0,False,1993-01-01
週刊少年マガジン,C91222,釣りに行こうよ,0.5336426608295866,32.375,0.125,24.0,False,1996-10-02
週刊少年マガジン,C91223,釣りに行こうぜ!!,0.4237732452272629,31.5,0.125,26.0,False,1999-10-13
週刊少年マガジン,C91225,ティジクン!,0.17659433354103377,31.5,0.125,21.0,False,2009-08-19
週刊少年マガジン,C91241,鉄腕ブレイク,0.31316871400936264,31.5,0.125,13.0,False,2008-01-23
週刊少年マガジン,C91247,天啓のアリマリア,0.5110683859646259,29.875,0.125,11.0,False,2014-06-18
週刊少年マガジン,C91251,天才料理少年 味の助,0.4402473745760853,39.125,0.125,39.0,False,2003-11-05
週刊少年マガジン,C91252,伝説の頭 翔,0.2136081544959594,38.875,0.125,91.0,False,2003-08-06
週刊少年マガジン,C91262,トウショウライオン,0.53832672801484,32.0,0.125,29.0,False,1992-06-03
週刊少年マガジン,C91278,トッキュー!!,0.19147382103961152,32.0,0.25,195.0,False,2004-01-21
週刊少年マガジン,C91291,トト!,0.2377781719705166,31.25,0.125,41.0,False,2005-01-12
週刊少年マガジン,C91295,賭博師 梟,0.42270018121923264,30.625,0.125,8.0,False,2003-05-14
週刊少年マガジン,C91296,賭博覇王伝 零,0.27487253331973255,31.625,0.125,158.0,False,2007-09-19
週刊少年マガジン,C91298,飛びだせスチュワーデス!,0.483602102074993,26.125,0.125,27.0,False,1990-02-28
週刊少年マガジン,C91299,どぶてけし,0.3823517053288549,22.75,0.125,11.0,False,1990-06-20
週刊少年マガジン,C91303,ドメスティックな彼女,0.4306408239702457,30.25,0.125,153.0,False,2014-05-14
週刊少年マガジン,C91309,ドラゴンコレクション 竜を統べるもの,0.3934350344697245,30.0,0.125,50.0,False,2011-09-14
週刊少年マガジン,C91311,永遠の詩,0.2583929345099578,31.625,0.125,55.0,False,1998-01-22
週刊少年マガジン,C91328,泣くよ うぐいす,0.2129609270942963,28.75,0.125,54.0,False,1999-08-11
週刊少年マガジン,C91358,日曜はダメよ かおるの小部屋,0.5724035404072663,2.625,0.0,12.0,False,1991-03-20
週刊少年マガジン,C91372,人間凶器 カツオ!,0.47984472138617545,31.875,0.125,77.0,False,1997-11-19
週刊少年マガジン,C91373,人間だってアニモー,0.4951690504911329,11.75,0.125,11.0,False,1994-06-08
週刊少年マガジン,C91392,ねむる前の悪夢,0.46685642852107234,5.75,0.125,67.0,False,1995-07-12
週刊少年マガジン,C91396,脳みそプルン!,0.5238936356908912,6.375,0.0,285.0,False,1995-09-27
週刊少年マガジン,C91416,覇王伝説驍,0.5004713164970284,29.875,0.125,81.0,False,1991-10-16
週刊少年マガジン,C91417,覇王伝説驍 不死鳥編,0.42721642698174034,24.875,0.125,85.0,False,1993-10-13
週刊少年マガジン,C91418,覇王の剣,0.2690872643328549,30.0,0.125,33.0,False,2004-09-15
週刊少年マガジン,C91419,破壊王ノリタカ!,0.3011398357330374,31.5,0.125,155.0,False,1991-03-27
週刊少年マガジン,C91427,ばくだん! 幕末男子,0.4275413831764356,26.5,0.25,56.0,False,2011-06-08
週刊少年マガジン,C91440,ぱすてる,0.4355724673402015,32.375,0.25,49.0,False,2002-07-24
週刊少年マガジン,C91448,発掘!マガジン野郎!!,0.6844956180550422,2.0,0.0,14.0,False,2008-04-23
週刊少年マガジン,C91449,はっけよい,0.36679100203700127,22.5,0.125,27.0,False,1990-10-03
週刊少年マガジン,C91451,はっさく!twins,0.39702635159475713,18.875,0.125,15.0,False,1990-06-27
週刊少年マガジン,C91457,ハッピープロジェクト,0.3603851925261501,28.875,0.25,33.0,False,2012-01-15
週刊少年マガジン,C91461,花形  新約「巨人の星」,0.10364214164276044,35.375,0.125,192.0,False,2006-08-30
週刊少年マガジン,C91481,パラレル☆バスター,0.6513845041044997,26.125,0.125,10.0,False,1992-06-17
週刊少年マガジン,C91489,反逆の影使い,0.480116194998701,30.375,0.125,14.0,False,2013-06-05
週刊少年マガジン,C91490,反逆のモビィ・ディック,0.535997899720409,26.375,0.125,14.0,False,1991-07-31
週刊少年マガジン,C91499,ハンマーセッション!,0.22795498433061984,31.0,0.125,116.0,False,2006-11-29
週刊少年マガジン,C91506,魂の剣,0.30642587526162773,38.625,0.125,15.0,False,1995-01-01
週刊少年マガジン,C91514,秘石戦記ストーンバスター!,0.21173972852302586,35.875,0.25,30.0,False,1994-08-17
週刊少年マガジン,C91521,ビッグをめざせ!!,0.878644608841762,2.0,0.0,9.0,False,1991-07-17
週刊少年マガジン,C91540,ビバ!柔道愚連隊,0.459584394493691,27.25,0.125,93.0,False,1991-01-01
週刊少年マガジン,C91558,ファイ・ブレイン 最期のパズル,0.4932373201031623,34.0,0.25,22.0,False,2011-05-18
週刊少年マガジン,C91560,ファッションリーダー今井正太郎,0.3800318298966053,21.75,0.125,31.0,False,2005-11-09
週刊少年マガジン,C91566,フードハンター双雷伝,0.33722238252650216,38.5,0.25,21.0,False,2003-08-20
週刊少年マガジン,C91752,マックミランの女子野球部,0.6479861332871811,7.0,0.125,24.0,False,2013-02-13
週刊少年マガジン,C91753,マッシュGO!!,0.4216029799450265,31.0,0.125,14.0,False,2009-03-25
週刊少年マガジン,C91806,マラソンマン,0.370097907000681,28.125,0.125,164.0,False,1993-06-16
週刊少年マガジン,C91828,ミス週刊少年マガジン2004 星野飛鳥アイドル修行道場!,0.7526299967150281,2.0,0.0,10.0,False,2004-08-25
週刊少年マガジン,C91843,ミヤジマがお知らせします。,0.8101369500602469,2.5,0.0,8.0,False,2011-02-02
週刊少年マガジン,C91854,未来町内会,0.4836813551004321,13.0,0.125,83.0,False,2006-09-06
週刊少年マガジン,C91859,むしまろ!,0.5258005613192869,6.125,0.125,50.0,False,2000-01-01
週刊少年マガジン,C91877,麺王フタツキ!,0.5137907500272143,29.25,0.125,17.0,False,2004-02-04
週刊少年マガジン,C91882,もう、しませんから。,0.990875270811168,5.375,0.0,356.0,False,2004-09-15
週刊少年マガジン,C91925,ヤンキー君とメガネちゃん,0.2823912100150896,27.125,0.25,215.0,False,2006-06-21
週刊少年マガジン,C91941,妖怪のお医者さん,0.27108041242243336,32.125,0.125,70.0,False,2007-03-14
週刊少年マガジン,C91953,雷神 RISING,0.42347342984280817,32.5,0.125,34.0,False,2000-06-14
週刊少年マガジン,C91958,ラクゴモン。 平成噺家青春譚,0.5040470783565483,30.875,0.25,14.0,False,2012-11-21
週刊少年マガジン,C91979,龍馬へ,0.3773972602292592,33.875,0.125,62.0,False,2000-01-29
週刊少年マガジン,C91982,ルポ魂,0.9799169618148715,8.125,0.0,40.0,False,2014-07-23
週刊少年マガジン,C91983,ルポ魂,0.9613727761427511,5.75,0.0,63.0,False,2014-07-23
週刊少年マガジン,C91984,霊長類最強伝説ゴリ夫,0.5061979861356211,32.625,0.125,58.0,False,2001-05-02
週刊少年マガジン,C91994,ロスタイム,0.36144561133104836,26.75,0.125,15.0,False,1991-04-17
週刊少年マガジン,C92003,我妻さんは俺のヨメ,0.29579757589274597,26.375,0.25,98.0,False,2012-10-03
週刊少年マガジン,C92011,わらしべSEED,0.999732905982906,1.0,0.0,8.0,False,2004-10-20
週刊少年マガジン,C92019,わんるーむ,0.49685426052780995,6.875,0.125,82.0,False,2001-09-19
週刊少年マガジン,C92584,かってに改蔵,0.6337173441841051,17.25,0.0,290.0,False,1998-05-06
週刊少年マガジン,C89939,Baby Steps ベイビーステップ,0.2873334972022839,33.0,0.125,443.0,True,2007-10-31
週刊少年マガジン,C89952,BOYS BE…,0.49162253466859746,28.125,0.125,271.0,True,1991-08-07
週刊少年マガジン,C89961,CODE:BREAKER コード:ブレイカー,0.17499169534052775,31.625,0.125,232.0,True,2008-06-25
週刊少年マガジン,C89964,DAYS,0.5544059647955353,30.75,0.125,207.0,True,2013-05-15
週刊少年マガジン,C89978,FAIRY TAIL,0.12553655605984357,32.5,0.125,547.0,True,2006-08-16
週刊少年マガジン,C89986,Get Backers 奪還屋,0.18006356422979106,33.125,0.0,333.0,True,1999-04-07
週刊少年マガジン,C89995,GTO,0.25711415069030275,30.25,0.125,285.0,True,1997-01-08
週刊少年マガジン,C90025,SAMURAI DEEPER KYO,0.34103762258243026,31.75,0.125,307.0,True,1999-06-09
週刊少年マガジン,C90031,Let'sぬぷぬぷっ,0.5513070182417885,6.75,0.0,283.0,True,1993-04-28
週刊少年マガジン,C90212,Over Drive,0.36042953678669704,31.25,0.125,145.0,True,2005-05-25
週刊少年マガジン,C90219,RAVE,0.15854581571583354,32.625,0.125,302.0,True,1999-07-21
週刊少年マガジン,C90306,アソボット五九,0.2298336086634264,34.625,0.25,27.0,True,2002-01-17
週刊少年マガジン,C90329,アホガール,0.4796462212091006,6.375,0.125,109.0,True,2012-12-12
週刊少年マガジン,C90415,エア・ギア,0.38956083982813206,32.375,0.25,359.0,True,2002-11-20
週刊少年マガジン,C90428,エリアの騎士,0.26106604086185814,38.0,0.25,503.0,True,2006-05-17
週刊少年マガジン,C90482,君のいる町,0.18995568787065725,23.75,0.125,265.0,True,2008-06-11
週刊少年マガジン,C90527,金田一少年の事件簿,0.19827273981457588,35.125,0.125,513.0,True,1992-10-28
週刊少年マガジン,C90528,金田一少年の事件簿R,0.4716885384701326,21.5,0.125,115.0,True,2013-12-11
週刊少年マガジン,C90602,ケンコー全裸系水泳部 ウミショー,0.5822306967218747,14.0,0.125,130.0,True,2005-07-27
週刊少年マガジン,C90703,魁!!クロマティ高校,0.7270563091593686,6.75,0.125,279.0,True,2000-08-02
週刊少年マガジン,C90721,さよなら絶望先生,0.4880534917476033,11.0,0.125,302.0,True,2005-05-04
週刊少年マガジン,C90794,中華一番!,0.4488252813321298,30.875,0.125,30.0,True,1995-10-11
週刊少年マガジン,C90829,ダイヤのA,0.2327365401656919,33.25,0.25,425.0,True,2006-05-31
週刊少年マガジン,C90848,だぶるじぇい,0.6331164277056737,9.0,0.125,108.0,True,2009-08-05
週刊少年マガジン,C90858,探偵学園Q,0.23635812076512158,37.0,0.375,183.0,True,2001-06-06
週刊少年マガジン,C90993,シュート!,0.47047034666792786,24.625,0.125,291.0,True,1990-08-22
週刊少年マガジン,C91092,スクールランブル,0.558003503576318,11.5,0.125,287.0,True,2002-11-06
週刊少年マガジン,C91098,涼風,0.24358371652174038,29.75,0.25,172.0,True,2003-12-03
週刊少年マガジン,C91157,生徒会役員共,0.37997141101481,4.875,0.125,432.0,True,2008-08-06
週刊少年マガジン,C91219,ツバサ ～RESERVoir CHRoNiCLE～,0.32025420640544355,32.125,0.25,236.0,True,2003-06-04
週刊少年マガジン,C91240,勝負師伝説 哲也 雀聖と呼ばれた男,0.22547342504051615,22.375,0.25,194.0,True,2000-09-20
週刊少年マガジン,C91337,七つの大罪,0.27791412433568796,34.25,0.375,243.0,True,2011-12-07
週刊少年マガジン,C91340,波打際のむろみさん,0.6529396472448723,6.375,0.125,240.0,True,2009-02-04
週刊少年マガジン,C91386,魔法先生 ネギま! MAGISTER NEGI MAGI,0.19754204792529786,27.5,0.125,356.0,True,2003-03-12
週刊少年マガジン,C91565,風夏,0.2683141528917161,22.25,0.125,164.0,True,2014-02-26
週刊少年マガジン,C91918,山田くんと7人の魔女,0.20234070788105213,26.625,0.125,246.0,True,2012-03-07
週刊少年マガジン,C91965,ラブひな,0.3742309184365354,27.125,0.125,124.0,True,1998-11-04
