マンガ雑誌巻号名,マンガ作品数,マンガ作者数,合計ページ数,発売日,価格,マンガ雑誌名,マンガ作品数（ジッタリング後）,マンガ作者数（ジッタリング後）,発売年
週刊少年サンデー 1974年 表示号数38,11,17,248.0,1974-09-15,130.0,週刊少年サンデー,11.160032881524398,16.66701208337069,1974
週刊少年サンデー 1974年 表示号数39,11,17,247.0,1974-09-22,130.0,週刊少年サンデー,10.595760988922292,16.559827859900302,1974
週刊少年サンデー 1974年 表示号数4,13,16,320.0,1974-01-27,130.0,週刊少年サンデー,12.993918468900267,15.587319683543974,1974
週刊少年サンデー 1974年 表示号数40,11,17,247.0,1974-09-29,130.0,週刊少年サンデー,10.815492272698577,16.777361103959237,1974
週刊少年サンデー 1974年 表示号数41,11,17,247.0,1974-10-06,130.0,週刊少年サンデー,11.06998114976081,16.720221150360068,1974
週刊少年サンデー 1974年 表示号数42,11,17,249.0,1974-10-13,130.0,週刊少年サンデー,10.97546240258926,17.48901972592591,1974
週刊少年サンデー 1974年 表示号数43,11,17,246.0,1974-10-20,130.0,週刊少年サンデー,11.227544727023147,16.918375125480456,1974
週刊少年サンデー 1974年 表示号数44,11,17,247.0,1974-10-27,130.0,週刊少年サンデー,11.079304553797826,16.66433105265564,1974
週刊少年サンデー 1974年 表示号数45,11,17,243.0,1974-11-03,130.0,週刊少年サンデー,11.196581990527244,17.27859574419495,1974
週刊少年サンデー 1974年 表示号数46,11,17,248.0,1974-11-10,130.0,週刊少年サンデー,10.883395225816015,16.853369015294604,1974
週刊少年サンデー 1974年 表示号数47,11,17,246.0,1974-11-17,130.0,週刊少年サンデー,10.763888436020437,16.69078665586465,1974
週刊少年サンデー 1974年 表示号数48,11,17,248.0,1974-11-24,130.0,週刊少年サンデー,10.897487576699364,17.218959731912324,1974
週刊少年サンデー 1974年 表示号数49,11,17,248.0,1974-12-01,130.0,週刊少年サンデー,10.99574489653464,17.155840544144507,1974
週刊少年サンデー 1974年 表示号数50,10,16,248.0,1974-12-08,130.0,週刊少年サンデー,10.094787933888771,15.891260829261194,1974
週刊少年サンデー 1974年 表示号数51,11,17,250.0,1974-12-15,130.0,週刊少年サンデー,11.564827237672713,17.351885000060307,1974
週刊少年サンデー 1974年 表示号数52,11,17,249.0,1974-12-22,130.0,週刊少年サンデー,10.98943571208484,17.03227539492768,1974
週刊少年サンデー 1974年 表示号数53,11,18,249.0,1974-12-29,130.0,週刊少年サンデー,10.761013749876806,18.404237399714326,1974
週刊少年サンデー 1974年 表示号数6,14,16,260.0,1974-02-03,120.0,週刊少年サンデー,13.913504556075154,16.125685220499975,1974
週刊少年サンデー 1974年 表示号数8,13,16,248.0,1974-02-17,120.0,週刊少年サンデー,12.884101006338476,16.389701385154964,1974
週刊少年サンデー 1974年 表示号数9,12,15,244.0,1974-02-24,120.0,週刊少年サンデー,12.120370368443366,15.027350674106357,1974
週刊少年サンデー 1975年 表示号数1,11,17,249.0,1975-01-05,130.0,週刊少年サンデー,10.614800746388843,16.69506390075524,1975
週刊少年サンデー 1975年 表示号数10,11,17,247.0,1975-03-09,130.0,週刊少年サンデー,11.015815498550083,17.61234216226535,1975
週刊少年サンデー 1975年 表示号数11,12,18,247.0,1975-03-16,130.0,週刊少年サンデー,12.039126634491344,17.863556458004357,1975
週刊少年サンデー 1975年 表示号数12,11,17,249.0,1975-03-23,130.0,週刊少年サンデー,11.058045259050068,16.950290534277777,1975
週刊少年サンデー 1975年 表示号数13,10,16,254.0,1975-03-30,130.0,週刊少年サンデー,9.85067098275866,15.824900373769687,1975
週刊少年サンデー 1975年 表示号数14,11,17,247.0,1975-04-06,130.0,週刊少年サンデー,10.940519567565998,16.94915138775886,1975
週刊少年サンデー 1975年 表示号数15,11,16,249.0,1975-04-13,130.0,週刊少年サンデー,10.643984772754367,16.06066736027045,1975
週刊少年サンデー 1975年 表示号数16,11,16,248.0,1975-04-20,130.0,週刊少年サンデー,10.87667002915945,16.0504575447185,1975
週刊少年サンデー 1975年 表示号数17,10,16,249.0,1975-04-27,130.0,週刊少年サンデー,9.86428463099582,16.165255071899672,1975
週刊少年サンデー 1975年 表示号数18,11,15,249.0,1975-05-04,130.0,週刊少年サンデー,11.104012511565356,15.448039552243891,1975
週刊少年サンデー 1975年 表示号数19,11,15,249.0,1975-05-11,130.0,週刊少年サンデー,10.710954392044522,14.969883857052873,1975
週刊少年サンデー 1975年 表示号数2,11,18,239.0,1975-01-12,130.0,週刊少年サンデー,11.1952995254275,17.691719816138395,1975
週刊少年サンデー 1975年 表示号数20,11,16,247.0,1975-05-18,130.0,週刊少年サンデー,11.373621136122843,15.704420468372591,1975
週刊少年サンデー 1975年 表示号数21,13,17,287.0,1975-05-25,150.0,週刊少年サンデー,12.482503743746618,16.83356137045022,1975
週刊少年サンデー 1975年 表示号数22,12,17,247.0,1975-06-01,130.0,週刊少年サンデー,12.106564682694525,16.581451048095268,1975
週刊少年サンデー 1975年 表示号数23,14,20,247.0,1975-06-08,130.0,週刊少年サンデー,14.169227008757561,20.206257456109746,1975
週刊少年サンデー 1975年 表示号数24,13,18,246.0,1975-06-15,130.0,週刊少年サンデー,12.840640743611942,17.87544660909223,1975
週刊少年サンデー 1975年 表示号数25,12,17,256.0,1975-06-22,130.0,週刊少年サンデー,11.900682046417801,16.922253755424286,1975
週刊少年サンデー 1975年 表示号数26,12,15,249.0,1975-06-29,130.0,週刊少年サンデー,11.966779855603262,14.999527129290499,1975
週刊少年サンデー 1975年 表示号数27,11,15,247.0,1975-07-06,130.0,週刊少年サンデー,10.925552280149567,14.650844893851142,1975
週刊少年サンデー 1975年 表示号数28,12,17,249.0,1975-07-13,130.0,週刊少年サンデー,11.922746757738219,16.78467090980599,1975
週刊少年サンデー 1975年 表示号数29,13,19,288.0,1975-07-20,150.0,週刊少年サンデー,12.580999048417507,19.168677881421992,1975
週刊少年サンデー 1975年 表示号数3,12,18,249.0,1975-01-19,150.0,週刊少年サンデー,12.28808289119578,18.154634782696572,1975
週刊少年サンデー 1975年 表示号数30,12,18,246.0,1975-07-27,130.0,週刊少年サンデー,12.269904648009206,17.88920701732484,1975
週刊少年サンデー 1975年 表示号数31,13,18,256.0,1975-08-03,130.0,週刊少年サンデー,12.79665893519895,18.452633728531364,1975
週刊少年サンデー 1975年 表示号数32,12,18,249.0,1975-08-10,130.0,週刊少年サンデー,11.633393918049372,17.673568269360565,1975
週刊少年サンデー 1975年 表示号数33,12,18,248.0,1975-08-17,130.0,週刊少年サンデー,12.13026621911319,17.913753197461254,1975
週刊少年サンデー 1975年 表示号数34,11,17,257.0,1975-08-24,150.0,週刊少年サンデー,10.856053007546734,16.94229006421613,1975
週刊少年サンデー 1975年 表示号数35,10,12,220.0,1975-08-31,130.0,週刊少年サンデー,10.035488290830195,11.301728749963365,1975
週刊少年サンデー 1975年 表示号数36,11,14,291.0,1975-09-07,150.0,週刊少年サンデー,10.920167895713726,14.48438220340402,1975
週刊少年サンデー 1975年 表示号数37,11,13,247.0,1975-09-14,130.0,週刊少年サンデー,11.172884687767546,13.091583003635014,1975
週刊少年サンデー 1975年 表示号数38,11,14,250.0,1975-09-21,130.0,週刊少年サンデー,11.173687285914001,13.738852654523052,1975
週刊少年サンデー 1975年 表示号数39,11,14,252.0,1975-09-28,130.0,週刊少年サンデー,10.818600655384104,14.512793360714362,1975
週刊少年サンデー 1975年 表示号数40,11,14,247.0,1975-10-05,130.0,週刊少年サンデー,10.654159011151236,14.146415500043096,1975
週刊少年サンデー 1975年 表示号数41,11,14,249.0,1975-10-12,130.0,週刊少年サンデー,10.604265400666229,14.10738153500549,1975
週刊少年サンデー 1975年 表示号数42,12,15,283.0,1975-10-19,150.0,週刊少年サンデー,12.152594844776802,14.848250400449988,1975
週刊少年サンデー 1975年 表示号数43,11,14,248.0,1975-10-26,130.0,週刊少年サンデー,10.702785185553992,14.026555681008805,1975
週刊少年サンデー 1975年 表示号数44,11,14,247.0,1975-11-02,130.0,週刊少年サンデー,10.873295911425329,13.618579920942661,1975
週刊少年サンデー 1975年 表示号数45,12,15,246.0,1975-11-09,130.0,週刊少年サンデー,11.850921490387373,15.19875652360621,1975
週刊少年サンデー 1975年 表示号数46,11,14,250.0,1975-11-16,130.0,週刊少年サンデー,10.986858175932614,13.906390420289195,1975
週刊少年サンデー 1975年 表示号数47,12,14,280.0,1975-11-23,150.0,週刊少年サンデー,11.515930048538372,14.033512049138656,1975
週刊少年サンデー 1975年 表示号数48,12,15,249.0,1975-11-30,130.0,週刊少年サンデー,12.047194649198458,15.300513715549926,1975
週刊少年サンデー 1975年 表示号数49,12,15,247.0,1975-12-07,130.0,週刊少年サンデー,12.13097275595855,15.071187027712265,1975
週刊少年サンデー 1975年 表示号数5,11,16,248.0,1975-02-02,130.0,週刊少年サンデー,11.022105521761166,16.065616861365818,1975
週刊少年サンデー 1975年 表示号数50,12,15,249.0,1975-12-14,130.0,週刊少年サンデー,11.922278457075382,15.069124826205545,1975
週刊少年サンデー 1975年 表示号数51,14,17,289.0,1975-12-21,150.0,週刊少年サンデー,14.024350041567196,16.81668209902617,1975
週刊少年サンデー 1975年 表示号数52,13,17,282.0,1975-12-28,140.0,週刊少年サンデー,13.099761586410033,17.209001179858568,1975
週刊少年サンデー 1975年 表示号数6,12,19,248.0,1975-02-09,130.0,週刊少年サンデー,11.306851810893338,19.385839777701122,1975
週刊少年サンデー 1975年 表示号数7,12,19,247.0,1975-02-16,130.0,週刊少年サンデー,12.488978077062674,19.189701415024484,1975
週刊少年サンデー 1975年 表示号数8,12,19,249.0,1975-02-23,130.0,週刊少年サンデー,12.097523330671981,19.22122720361622,1975
週刊少年サンデー 1975年 表示号数9,12,19,247.0,1975-03-02,130.0,週刊少年サンデー,11.836897854403245,18.780679620270455,1975
週刊少年サンデー 1976年 表示号数1,13,17,280.0,1976-01-04,140.0,週刊少年サンデー,12.9022616562031,16.78305319428177,1976
週刊少年サンデー 1976年 表示号数10,13,17,262.0,1976-03-07,140.0,週刊少年サンデー,13.123435444337296,16.63978099392704,1976
週刊少年サンデー 1976年 表示号数11,13,18,270.0,1976-03-14,140.0,週刊少年サンデー,12.970974015241408,18.30806326770711,1976
週刊少年サンデー 1976年 表示号数12,13,18,298.0,1976-03-21,150.0,週刊少年サンデー,12.492328883054626,17.93645503309816,1976
週刊少年サンデー 1976年 表示号数13,13,18,265.0,1976-03-28,140.0,週刊少年サンデー,13.51612321533983,18.349960985620246,1976
週刊少年サンデー 1976年 表示号数14,13,18,267.0,1976-04-04,140.0,週刊少年サンデー,12.972364835691883,17.8045220793283,1976
週刊少年サンデー 1976年 表示号数15,13,18,280.0,1976-04-11,140.0,週刊少年サンデー,13.25504317792895,17.890622754292856,1976
週刊少年サンデー 1976年 表示号数16,14,19,290.0,1976-04-18,150.0,週刊少年サンデー,13.826987538053903,19.023856271797815,1976
週刊少年サンデー 1976年 表示号数17,14,19,297.0,1976-04-25,150.0,週刊少年サンデー,14.38409426356145,19.230362517164878,1976
週刊少年サンデー 1976年 表示号数18,15,21,296.0,1976-05-02,150.0,週刊少年サンデー,15.07158592222307,21.015187548949875,1976
週刊少年サンデー 1976年 表示号数19,13,16,286.0,1976-05-09,150.0,週刊少年サンデー,13.152210958618863,16.05278118875193,1976
週刊少年サンデー 1976年 表示号数2,13,17,284.0,1976-01-11,140.0,週刊少年サンデー,12.738686658463262,17.004131891826404,1976
週刊少年サンデー 1976年 表示号数20,14,17,298.0,1976-05-16,150.0,週刊少年サンデー,14.302786322420674,17.04429693006899,1976
週刊少年サンデー 1976年 表示号数21,14,18,296.0,1976-05-23,150.0,週刊少年サンデー,14.172454541133698,17.720882495528812,1976
週刊少年サンデー 1976年 表示号数22,14,18,297.0,1976-05-30,150.0,週刊少年サンデー,14.32546155739125,18.02023177524332,1976
週刊少年サンデー 1976年 表示号数23,14,18,297.0,1976-06-06,150.0,週刊少年サンデー,13.842978110089605,17.953355251622135,1976
週刊少年サンデー 1976年 表示号数24,14,18,279.0,1976-06-13,150.0,週刊少年サンデー,13.879743220384803,17.985793879778537,1976
週刊少年サンデー 1976年 表示号数25,13,17,281.0,1976-06-20,150.0,週刊少年サンデー,13.575979174420986,17.12308413898416,1976
週刊少年サンデー 1976年 表示号数26,13,17,299.0,1976-06-27,150.0,週刊少年サンデー,12.734996044319614,16.82983046474778,1976
週刊少年サンデー 1976年 表示号数27,14,17,280.0,1976-07-04,150.0,週刊少年サンデー,13.966012574830419,16.978872993148844,1976
週刊少年サンデー 1976年 表示号数28,13,16,264.0,1976-07-11,150.0,週刊少年サンデー,13.284222840650674,15.925659529306625,1976
週刊少年サンデー 1976年 表示号数29,13,15,272.0,1976-07-18,150.0,週刊少年サンデー,13.024431241928713,15.104325501243716,1976
週刊少年サンデー 1976年 表示号数3,13,17,298.0,1976-01-18,150.0,週刊少年サンデー,13.145738419938324,17.196192662753898,1976
週刊少年サンデー 1976年 表示号数30,13,17,284.0,1976-07-25,150.0,週刊少年サンデー,12.900137742684281,16.761143684406576,1976
週刊少年サンデー 1976年 表示号数31,13,16,286.0,1976-08-01,150.0,週刊少年サンデー,13.09251397196188,16.146477607775655,1976
週刊少年サンデー 1976年 表示号数32,13,16,295.0,1976-08-08,150.0,週刊少年サンデー,12.673368287066172,16.516445830054707,1976
週刊少年サンデー 1976年 表示号数33,14,17,286.0,1976-08-15,150.0,週刊少年サンデー,14.414532669904547,16.632210768541842,1976
週刊少年サンデー 1976年 表示号数34,14,16,286.0,1976-08-22,150.0,週刊少年サンデー,13.970458988717857,15.792457026171222,1976
週刊少年サンデー 1976年 表示号数35,14,17,284.0,1976-08-29,150.0,週刊少年サンデー,13.829955449000787,16.779855600038957,1976
週刊少年サンデー 1976年 表示号数36,13,15,276.0,1976-09-05,150.0,週刊少年サンデー,13.166595770507978,14.930225569614178,1976
週刊少年サンデー 1976年 表示号数37,13,16,269.0,1976-09-12,150.0,週刊少年サンデー,12.884820053152861,16.4057122714885,1976
週刊少年サンデー 1976年 表示号数38,14,17,293.0,1976-09-19,150.0,週刊少年サンデー,13.666435382149311,17.003338169086796,1976
週刊少年サンデー 1976年 表示号数39,15,19,282.0,1976-09-26,150.0,週刊少年サンデー,14.66332062355061,18.826326601178195,1976
週刊少年サンデー 1976年 表示号数40,13,16,282.0,1976-10-03,150.0,週刊少年サンデー,13.173443288172534,16.155450876076394,1976
週刊少年サンデー 1976年 表示号数41,15,18,292.0,1976-10-10,150.0,週刊少年サンデー,14.960106640463433,17.85004886723229,1976
週刊少年サンデー 1976年 表示号数42,14,18,284.0,1976-10-17,150.0,週刊少年サンデー,13.96657461008289,18.280853040505484,1976
