性別,年代,声優数,合計声優数,声優数のシェア,text
female,2000,561,1113,0.5040431266846361,0.50
female,2005,844,1695,0.49793510324483775,0.50
female,2010,856,1654,0.5175332527206772,0.52
female,2015,597,1149,0.5195822454308094,0.52
male,2000,552,1113,0.49595687331536387,0.50
male,2005,851,1695,0.5020648967551622,0.50
male,2010,798,1654,0.48246674727932287,0.48
male,2015,552,1149,0.4804177545691906,0.48
