マンガ作品名,掲載位置,ceid,date
名探偵コナン,0.0068807339449541,CE126217,2003-08-13
名探偵コナン,0.2534246575342466,CE125842,2004-01-01
名探偵コナン,0.0756880733944954,CE126195,2003-08-20
名探偵コナン,0.3538812785388128,CE125823,2004-01-21
名探偵コナン,0.3236607142857143,CE125910,2003-12-10
名探偵コナン,0.165929203539823,CE125796,2004-01-28
名探偵コナン,0.2579908675799087,CE126267,2003-07-30
名探偵コナン,0.2920560747663551,CE125933,2003-11-19
名探偵コナン,0.1344339622641509,CE126174,2003-09-03
名探偵コナン,0.3587962962962963,CE126291,2003-07-23
名探偵コナン,0.1525821596244131,CE125951,2003-11-12
名探偵コナン,0.0859030837004405,CE125772,2004-02-04
名探偵コナン,0.3483412322274881,CE125975,2003-11-05
名探偵コナン,0.2013574660633484,CE125752,2004-02-11
名探偵コナン,0.1438356164383561,CE126308,2003-07-16
名探偵コナン,0.1261467889908256,CE126330,2003-07-09
名探偵コナン,0.0859030837004405,CE125725,2004-02-18
名探偵コナン,0.1175115207373272,CE126128,2003-09-17
名探偵コナン,0.1183574879227053,CE125993,2003-10-29
名探偵コナン,0.0924170616113744,CE126105,2003-09-24
名探偵コナン,0.2364864864864864,CE126153,2003-09-10
名探偵コナン,0.2270642201834862,CE128279,2001-09-19
名探偵コナン,0.0711009174311926,CE126396,2003-06-18
名探偵コナン,0.1122881355932203,CE128732,2001-04-11
名探偵コナン,0.1970338983050847,CE127951,2002-01-09
名探偵コナン,0.1425339366515837,CE128758,2001-04-04
名探偵コナン,0.2532467532467532,CE127929,2002-01-16
名探偵コナン,0.0707762557077625,CE128780,2001-03-28
名探偵コナン,0.1901709401709401,CE127904,2002-01-23
名探偵コナン,0.0558035714285714,CE128803,2001-03-21
名探偵コナン,0.2534246575342466,CE128832,2001-03-14
名探偵コナン,0.2362385321100917,CE127859,2002-02-06
名探偵コナン,0.3738532110091743,CE127838,2002-02-13
名探偵コナン,0.184931506849315,CE128854,2001-03-07
名探偵コナン,0.1073059360730593,CE128876,2001-02-28
名探偵コナン,0.1864035087719298,CE127810,2002-02-20
名探偵コナン,0.025,CE128898,2001-02-21
名探偵コナン,0.1210045662100456,CE128924,2001-02-14
名探偵コナン,0.0068807339449541,CE128945,2001-02-07
名探偵コナン,0.0068807339449541,CE127782,2002-02-27
名探偵コナン,0.1077981651376146,CE127760,2002-03-06
名探偵コナン,0.1123853211009174,CE128971,2001-01-31
名探偵コナン,0.111344537815126,CE128993,2001-01-24
名探偵コナン,0.125,CE127736,2002-03-13
名探偵コナン,0.2078189300411522,CE129019,2001-01-17
名探偵コナン,0.2155555555555555,CE127714,2002-03-20
名探偵コナン,0.1359832635983263,CE129043,2001-01-10
名探偵コナン,0.1215596330275229,CE127689,2002-03-27
名探偵コナン,0.2886363636363636,CE127977,2002-01-01
名探偵コナン,0.1550218340611353,CE128710,2001-04-18
名探偵コナン,0.2545871559633027,CE128689,2001-04-25
名探偵コナン,0.3642533936651583,CE128001,2001-12-12
名探偵コナン,0.1776315789473684,CE128301,2001-09-12
名探偵コナン,0.3269230769230769,CE128329,2001-09-05
名探偵コナン,0.0068807339449541,CE128250,2001-09-26
名探偵コナン,0.2775229357798165,CE128232,2001-10-03
名探偵コナン,0.1504237288135593,CE128350,2001-08-15
名探偵コナン,0.3925438596491228,CE128379,2001-08-08
名探偵コナン,0.0573394495412844,CE128203,2001-10-10
名探偵コナン,0.2775229357798165,CE128401,2001-08-01
名探偵コナン,0.1651583710407239,CE128422,2001-07-25
名探偵コナン,0.1032110091743119,CE128180,2001-10-17
名探偵コナン,0.231651376146789,CE128447,2001-07-18
名探偵コナン,0.1077981651376146,CE128156,2001-10-24
名探偵コナン,0.2004405286343612,CE127668,2002-04-03
名探偵コナン,0.1077981651376146,CE128132,2001-10-31
名探偵コナン,0.1077981651376146,CE128468,2001-07-11
名探偵コナン,0.037117903930131,CE128490,2001-07-04
名探偵コナン,0.1032110091743119,CE128086,2001-11-14
名探偵コナン,0.0614406779661017,CE128516,2001-06-27
名探偵コナン,0.2729357798165137,CE128067,2001-11-21
名探偵コナン,0.3522727272727273,CE128572,2001-06-13
名探偵コナン,0.0619658119658119,CE128589,2001-06-06
名探偵コナン,0.0243362831858407,CE128613,2001-05-30
名探偵コナン,0.0986238532110091,CE128040,2001-11-28
名探偵コナン,0.1688034188034188,CE128640,2001-05-23
名探偵コナン,0.1295454545454545,CE128662,2001-05-02
名探偵コナン,0.2821100917431192,CE128021,2001-12-05
名探偵コナン,0.2821100917431192,CE128113,2001-11-07
名探偵コナン,0.2031963470319634,CE126377,2003-06-25
名探偵コナン,0.1314655172413793,CE129067,2001-01-01
名探偵コナン,0.1188340807174887,CE127620,2002-04-17
名探偵コナン,0.3493150684931507,CE127012,2002-11-06
名探偵コナン,0.2945205479452055,CE126988,2002-11-13
名探偵コナン,0.2120535714285714,CE126941,2002-11-27
名探偵コナン,0.251131221719457,CE126919,2002-12-11
名探偵コナン,0.1118721461187214,CE126893,2002-12-25
名探偵コナン,0.275,CE126874,2003-01-01
名探偵コナン,0.0244444444444444,CE126847,2003-01-08
名探偵コナン,0.1808035714285714,CE126827,2003-01-22
名探偵コナン,0.0665137614678899,CE126802,2003-01-29
名探偵コナン,0.3587962962962963,CE126786,2003-02-05
名探偵コナン,0.3096330275229357,CE126761,2003-02-12
名探偵コナン,0.1921296296296296,CE126736,2003-02-19
名探偵コナン,0.3571428571428571,CE126717,2003-02-26
名探偵コナン,0.2671232876712329,CE126691,2003-03-05
名探偵コナン,0.2139639639639639,CE126666,2003-03-12
名探偵コナン,0.2834101382488479,CE126646,2003-03-19
名探偵コナン,0.0382882882882882,CE126617,2003-03-26
名探偵コナン,0.1307339449541284,CE126574,2003-04-09
名探偵コナン,0.1093023255813953,CE126551,2003-04-16
名探偵コナン,0.1921296296296296,CE126530,2003-04-23
名探偵コナン,0.0227272727272727,CE126504,2003-04-30
名探偵コナン,0.1210045662100456,CE126484,2003-05-07
名探偵コナン,0.1347031963470319,CE126462,2003-05-28
名探偵コナン,0.2096774193548387,CE126442,2003-06-04
名探偵コナン,0.3591549295774648,CE126423,2003-06-11
名探偵コナン,0.0275862068965517,CE127029,2002-10-30
名探偵コナン,0.2789115646258503,CE127058,2002-10-23
名探偵コナン,0.3646788990825688,CE127083,2002-10-16
名探偵コナン,0.2214611872146118,CE127103,2002-10-09
名探偵コナン,0.2795454545454545,CE127602,2002-04-24
名探偵コナン,0.0252293577981651,CE129091,2000-12-13
名探偵コナン,0.2431818181818182,CE127577,2002-05-01
名探偵コナン,0.3071748878923767,CE127555,2002-05-08
名探偵コナン,0.1912442396313364,CE129119,2000-12-06
名探偵コナン,0.1795454545454545,CE129143,2000-11-29
名探偵コナン,0.3400900900900901,CE127534,2002-05-22
名探偵コナン,0.0573394495412844,CE129163,2000-11-22
名探偵コナン,0.0386363636363636,CE127505,2002-05-29
名探偵コナン,0.0986238532110091,CE129187,2000-11-15
名探偵コナン,0.0622119815668202,CE127483,2002-06-05
名探偵コナン,0.1143497757847533,CE127461,2002-06-12
名探偵コナン,0.2945205479452055,CE127647,2002-04-10
名探偵コナン,0.1903669724770642,CE129213,2000-11-08
名探偵コナン,0.1129032258064516,CE127416,2002-06-26
名探偵コナン,0.1261467889908256,CE129234,2000-11-01
名探偵コナン,0.1340909090909091,CE127393,2002-07-03
名探偵コナン,0.2931818181818181,CE127374,2002-07-10
名探偵コナン,0.286036036036036,CE127352,2002-07-17
名探偵コナン,0.2050691244239631,CE127328,2002-07-24
名探偵コナン,0.175,CE127240,2002-08-21
名探偵コナン,0.2333333333333333,CE127218,2002-09-04
名探偵コナン,0.1188340807174887,CE127194,2002-09-11
名探偵コナン,0.0795454545454545,CE127170,2002-09-18
名探偵コナン,0.2096774193548387,CE127150,2002-09-25
名探偵コナン,0.1313364055299539,CE127124,2002-10-02
名探偵コナン,0.2049549549549549,CE127441,2002-06-19
名探偵コナン,0.1274298056155507,CE190233,2017-07-12
名探偵コナン,0.109375,CE118552,2010-06-23
名探偵コナン,0.0422222222222222,CE125607,2004-03-24
名探偵コナン,0.2270833333333333,CE120248,2009-02-11
名探偵コナン,0.0767543859649122,CE120270,2009-02-04
名探偵コナン,0.0955555555555555,CE120295,2009-01-29
名探偵コナン,0.1346153846153846,CE120317,2009-01-22
名探偵コナン,0.148068669527897,CE120342,2009-01-15
名探偵コナン,0.1281512605042016,CE120366,2009-01-08
名探偵コナン,0.0903361344537815,CE120222,2009-02-18
名探偵コナン,0.1137339055793991,CE120389,2009-01-01
名探偵コナン,0.1,CE120462,2008-11-26
名探偵コナン,0.2411504424778761,CE120491,2008-11-19
名探偵コナン,0.0726872246696035,CE120511,2008-11-12
名探偵コナン,0.3126385809312638,CE120542,2008-11-05
名探偵コナン,0.3127659574468085,CE120567,2008-10-29
名探偵コナン,0.0581896551724137,CE120586,2008-10-22
名探偵コナン,0.1073059360730593,CE120439,2008-12-03
名探偵コナン,0.1916299559471365,CE120144,2009-03-11
名探偵コナン,0.1131687242798353,CE120116,2009-03-18
名探偵コナン,0.1004273504273504,CE120090,2009-03-25
名探偵コナン,0.0511111111111111,CE119671,2009-07-22
名探偵コナン,0.1888888888888888,CE119697,2009-07-15
名探偵コナン,0.0579399141630901,CE119721,2009-07-08
名探偵コナン,0.1270833333333333,CE119747,2009-07-01
名探偵コナン,0.0907258064516129,CE119773,2009-06-24
名探偵コナン,0.4568627450980392,CE119807,2009-06-17
名探偵コナン,0.0584415584415584,CE119824,2009-06-10
名探偵コナン,0.0971074380165289,CE119852,2009-06-03
名探偵コナン,0.0922746781115879,CE119880,2009-05-27
名探偵コナン,0.1835443037974683,CE119908,2009-05-20
名探偵コナン,0.2521551724137931,CE119964,2009-04-29
名探偵コナン,0.2991631799163179,CE119989,2009-04-22
名探偵コナン,0.1788793103448276,CE120013,2009-04-15
名探偵コナン,0.0438413361169102,CE120034,2009-04-08
名探偵コナン,0.123046875,CE120062,2009-04-01
名探偵コナン,0.1907894736842105,CE120637,2008-10-08
名探偵コナン,0.1051502145922746,CE119624,2009-08-05
名探偵コナン,0.1431535269709543,CE120661,2008-10-01
名探偵コナン,0.0875486381322957,CE120709,2008-09-17
名探偵コナン,0.1688034188034188,CE121331,2008-03-19
名探偵コナン,0.2630434782608695,CE121356,2008-03-12
名探偵コナン,0.1283783783783783,CE121398,2008-02-27
名探偵コナン,0.2004132231404958,CE121424,2008-02-20
名探偵コナン,0.2695473251028806,CE121449,2008-02-13
名探偵コナン,0.0562015503875969,CE121468,2008-02-06
名探偵コナン,0.274390243902439,CE121309,2008-03-26
名探偵コナン,0.2112403100775193,CE121497,2008-01-30
名探偵コナン,0.2474048442906574,CE121547,2008-01-14
名探偵コナン,0.2890070921985815,CE121576,2008-01-07
名探偵コナン,0.3416988416988417,CE121602,2008-01-01
名探偵コナン,0.0579399141630901,CE121621,2007-12-12
名探偵コナン,0.2991266375545851,CE121675,2007-11-28
名探偵コナン,0.2074235807860262,CE121697,2007-11-21
名探偵コナン,0.1521739130434782,CE121521,2008-01-23
名探偵コナン,0.4470338983050847,CE121289,2008-04-02
名探偵コナン,0.2073643410852713,CE121256,2008-04-09
名探偵コナン,0.185823754789272,CE121205,2008-04-23
名探偵コナン,0.1196078431372549,CE120735,2008-09-10
名探偵コナン,0.1941176470588235,CE120789,2008-08-20
名探偵コナン,0.2641921397379912,CE120818,2008-08-13
名探偵コナン,0.1792035398230088,CE120840,2008-08-06
名探偵コナン,0.1122881355932203,CE120864,2008-07-30
名探偵コナン,0.124015748031496,CE120890,2008-07-23
名探偵コナン,0.2940074906367041,CE120918,2008-07-16
名探偵コナン,0.1542750929368029,CE120941,2008-07-09
名探偵コナン,0.1511194029850746,CE120969,2008-07-02
名探偵コナン,0.1051502145922746,CE121021,2008-06-18
名探偵コナン,0.1666666666666666,CE121075,2008-06-04
名探偵コナン,0.1053719008264462,CE121100,2008-05-28
名探偵コナン,0.1877470355731225,CE121128,2008-05-21
名探偵コナン,0.1306818181818181,CE121152,2008-05-07
名探偵コナン,0.0096525096525096,CE121177,2008-04-30
名探偵コナン,0.1720647773279352,CE120686,2008-09-24
名探偵コナン,0.4196787148594377,CE121725,2007-11-14
名探偵コナン,0.1293859649122807,CE119600,2009-08-12
名探偵コナン,0.1172566371681416,CE119552,2009-08-26
名探偵コナン,0.1,CE118075,2010-11-17
名探偵コナン,0.1,CE118124,2010-11-03
名探偵コナン,0.1021739130434782,CE118148,2010-10-27
名探偵コナン,0.1824034334763948,CE118172,2010-10-20
名探偵コナン,0.0953389830508474,CE118196,2010-10-13
名探偵コナン,0.1301369863013698,CE118221,2010-10-06
名探偵コナン,0.1197478991596638,CE118051,2010-11-24
名探偵コナン,0.3584474885844749,CE118250,2010-09-29
名探偵コナン,0.0644444444444444,CE118289,2010-09-15
名探偵コナン,0.1238317757009345,CE118313,2010-09-08
名探偵コナン,0.1046511627906976,CE118337,2010-09-01
名探偵コナン,0.0165876777251184,CE118359,2010-08-25
名探偵コナン,0.1099137931034482,CE118385,2010-08-18
名探偵コナン,0.136574074074074,CE118411,2010-08-04
名探偵コナン,0.1357142857142857,CE118268,2010-09-22
名探偵コナン,0.2981220657276995,CE118032,2010-12-01
名探偵コナン,0.1400862068965517,CE117979,2010-12-22
名探偵コナン,0.1926977687626775,CE117954,2011-01-05
名探偵コナン,0.534,CE117536,2011-05-11
名探偵コナン,0.2575187969924812,CE117556,2011-04-27
名探偵コナン,0.5020325203252033,CE117613,2011-04-13
名探偵コナン,0.3416988416988417,CE117634,2011-04-06
名探偵コナン,0.2848605577689243,CE117659,2011-03-30
名探偵コナン,0.028735632183908,CE117678,2011-03-23
名探偵コナン,0.3012295081967213,CE117708,2011-03-16
名探偵コナン,0.3117154811715481,CE117733,2011-03-09
名探偵コナン,0.3369098712446352,CE117757,2011-03-02
名探偵コナン,0.4578544061302682,CE117786,2011-02-23
名探偵コナン,0.0294695481335952,CE117826,2011-02-09
名探偵コナン,0.2773279352226721,CE117858,2011-02-02
名探偵コナン,0.4107142857142857,CE117886,2011-01-26
名探偵コナン,0.6479166666666667,CE117917,2011-01-19
名探偵コナン,0.2252066115702479,CE117931,2011-01-12
名探偵コナン,0.2468879668049792,CE118460,2010-07-21
名探偵コナン,0.4318706697459584,CE119583,2009-08-19
名探偵コナン,0.0756880733944954,CE118480,2010-07-14
名探偵コナン,0.1978723404255319,CE118604,2010-06-09
名探偵コナン,0.191699604743083,CE119149,2009-12-23
名探偵コナン,0.075107296137339,CE119173,2009-12-09
名探偵コナン,0.0404255319148936,CE119198,2009-12-02
名探偵コナン,0.2554585152838428,CE119231,2009-11-25
名探偵コナン,0.1299559471365639,CE119252,2009-11-18
名探偵コナン,0.1165254237288135,CE119276,2009-11-11
名探偵コナン,0.0787234042553191,CE119123,2010-01-06
名探偵コナン,0.1590909090909091,CE119300,2009-11-04
名探偵コナン,0.2106481481481481,CE119351,2009-10-21
名探偵コナン,0.0560538116591928,CE119371,2009-10-14
名探偵コナン,0.1079295154185022,CE119429,2009-10-14
名探偵コナン,0.3857758620689655,CE119461,2009-09-23
名探偵コナン,0.2708333333333333,CE119482,2009-09-16
名探偵コナン,0.0969827586206896,CE119502,2009-09-09
名探偵コナン,0.0342465753424657,CE119323,2009-10-28
名探偵コナン,0.1604166666666666,CE119099,2010-01-13
名探偵コナン,0.0601659751037344,CE119045,2010-01-27
名探偵コナン,0.0569620253164556,CE119018,2010-02-03
名探偵コナン,0.565843621399177,CE118637,2010-06-02
名探偵コナン,0.0606694560669456,CE118650,2010-05-26
名探偵コナン,0.1846473029045643,CE118677,2010-05-19
名探偵コナン,0.1158536585365853,CE118701,2010-05-12
名探偵コナン,0.2195652173913043,CE118729,2010-04-28
名探偵コナン,0.1319444444444444,CE118751,2010-04-21
名探偵コナン,0.0967078189300411,CE118774,2010-04-14
名探偵コナン,0.1944444444444444,CE118822,2010-03-31
名探偵コナン,0.1013513513513513,CE118846,2010-03-24
名探偵コナン,0.1142241379310344,CE118869,2010-03-17
名探偵コナン,0.1941544885177453,CE118897,2010-03-10
名探偵コナン,0.1272321428571428,CE118920,2010-03-03
名探偵コナン,0.4004424778761062,CE118951,2010-02-24
名探偵コナン,0.1147186147186147,CE118969,2010-02-17
名探偵コナン,0.1094420600858369,CE118994,2010-02-10
名探偵コナン,0.0278969957081545,CE118575,2010-06-16
名探偵コナン,0.5790513833992095,CE121753,2007-11-07
名探偵コナン,0.2385892116182572,CE121768,2007-10-31
名探偵コナン,0.2411504424778761,CE121793,2007-10-24
名探偵コナン,0.3266666666666666,CE124348,2005-06-15
名探偵コナン,0.1328828828828828,CE124366,2005-06-08
名探偵コナン,0.1215596330275229,CE124389,2005-06-01
名探偵コナン,0.1051502145922746,CE124412,2005-05-25
名探偵コナン,0.1167400881057268,CE124435,2005-05-04
名探偵コナン,0.2824267782426778,CE124461,2005-04-27
名探偵コナン,0.1313364055299539,CE124321,2005-06-22
名探偵コナン,0.2458677685950413,CE124483,2005-04-20
名探偵コナン,0.1164383561643835,CE124527,2005-04-06
名探偵コナン,0.3523206751054852,CE124553,2005-03-30
名探偵コナン,0.1227678571428571,CE124593,2005-03-16
名探偵コナン,0.1943231441048035,CE124621,2005-03-09
名探偵コナン,0.1386363636363636,CE124641,2005-03-02
名探偵コナン,0.1175115207373272,CE124663,2005-02-23
名探偵コナン,0.1328828828828828,CE124504,2005-04-13
名探偵コナン,0.2050691244239631,CE124300,2005-06-29
名探偵コナン,0.1301369863013698,CE124275,2005-07-06
名探偵コナン,0.2155555555555555,CE124253,2005-07-13
名探偵コナン,0.084090909090909,CE123856,2005-11-16
名探偵コナン,0.3549107142857143,CE123885,2005-11-09
名探偵コナン,0.1049107142857142,CE123902,2005-11-02
名探偵コナン,0.169683257918552,CE123950,2005-10-19
名探偵コナン,0.1334841628959276,CE123972,2005-10-12
名探偵コナン,0.2113636363636363,CE123997,2005-10-05
名探偵コナン,0.2068181818181818,CE124021,2005-09-28
名探偵コナン,0.1519823788546255,CE124042,2005-09-21
名探偵コナン,0.1622222222222222,CE124065,2005-09-14
名探偵コナン,0.2022727272727272,CE124090,2005-09-07
名探偵コナン,0.1593886462882096,CE124111,2005-08-24
名探偵コナン,0.1261467889908256,CE124135,2005-08-17
名探偵コナン,0.0538793103448275,CE124156,2005-08-10
名探偵コナン,0.3355555555555555,CE124208,2005-07-27
名探偵コナン,0.2653508771929824,CE124230,2005-07-20
名探偵コナン,0.1359447004608295,CE124686,2005-02-16
名探偵コナン,0.0386363636363636,CE123832,2005-11-23
名探偵コナン,0.1515837104072398,CE124708,2005-02-09
名探偵コナン,0.120253164556962,CE124751,2005-01-26
名探偵コナン,0.3461538461538461,CE125253,2004-08-04
名探偵コナン,0.0923423423423423,CE125270,2004-07-21
名探偵コナン,0.2911111111111111,CE125321,2004-07-07
名探偵コナン,0.1635944700460829,CE125341,2004-06-30
名探偵コナン,0.1529680365296803,CE125363,2004-06-23
名探偵コナン,0.125,CE125384,2004-06-16
名探偵コナン,0.355603448275862,CE125230,2004-08-11
名探偵コナン,0.1319444444444444,CE125406,2004-06-09
名探偵コナン,0.2671232876712329,CE125455,2004-05-26
名探偵コナン,0.0397196261682243,CE125473,2004-05-05
名探偵コナン,0.2388392857142857,CE125500,2004-04-28
名探偵コナン,0.2085201793721973,CE125541,2004-04-14
名探偵コナン,0.1864035087719298,CE125563,2004-04-07
名探偵コナン,0.1739130434782608,CE125587,2004-03-31
名探偵コナン,0.0903083700440528,CE125428,2004-06-02
名探偵コナン,0.2639484978540772,CE125206,2004-08-18
名探偵コナン,0.1407563025210084,CE125180,2004-08-25
名探偵コナン,0.4270833333333333,CE125163,2004-09-01
名探偵コナン,0.4515418502202643,CE124778,2005-01-19
名探偵コナン,0.1575342465753424,CE124795,2005-01-01
名探偵コナン,0.2977272727272727,CE124820,2004-12-22
名探偵コナン,0.0741525423728813,CE124837,2004-12-15
名探偵コナン,0.0767441860465116,CE124861,2004-12-08
名探偵コナン,0.0424107142857142,CE124882,2004-11-24
名探偵コナン,0.1036866359447004,CE124906,2004-11-17
名探偵コナン,0.1563876651982378,CE124953,2004-11-03
名探偵コナン,0.1289592760180995,CE124975,2004-10-27
名探偵コナン,0.1206140350877193,CE125021,2004-10-13
名探偵コナン,0.5597345132743363,CE125055,2004-10-06
名探偵コナン,0.2809734513274336,CE125071,2004-09-29
名探偵コナン,0.4535398230088495,CE125096,2004-09-22
名探偵コナン,0.2967289719626168,CE125116,2004-09-15
名探偵コナン,0.4851694915254237,CE125141,2004-09-08
名探偵コナン,0.1959459459459459,CE124730,2005-02-02
名探偵コナン,0.1334841628959276,CE123811,2005-11-30
名探偵コナン,0.2041284403669724,CE123790,2005-12-07
名探偵コナン,0.3013392857142857,CE123770,2005-12-14
名探偵コナン,0.1995798319327731,CE122372,2007-04-04
名探偵コナン,0.334070796460177,CE122399,2007-03-28
名探偵コナン,0.0109649122807017,CE122416,2007-03-21
名探偵コナン,0.3540772532188841,CE122446,2007-03-14
名探偵コナン,0.2339055793991416,CE122468,2007-03-07
名探偵コナン,0.1425619834710743,CE122490,2007-02-28
名探偵コナン,0.2288888888888889,CE122350,2007-04-11
名探偵コナン,0.2068273092369477,CE122540,2007-02-14
名探偵コナン,0.1846473029045643,CE122588,2007-01-31
名探偵コナン,0.1986607142857142,CE122637,2007-01-01
名探偵コナン,0.3236607142857143,CE122662,2006-12-13
名探偵コナン,0.3445945945945945,CE122686,2006-12-06
名探偵コナン,0.4380733944954128,CE122714,2006-11-29
名探偵コナン,0.2911111111111111,CE122734,2006-11-22
名探偵コナン,0.3078512396694214,CE122567,2007-02-07
名探偵コナン,0.4232456140350877,CE122332,2007-04-18
名探偵コナン,0.01931330472103,CE122276,2007-05-02
名探偵コナン,0.1962025316455696,CE122257,2007-05-23
名探偵コナン,0.3861607142857143,CE121843,2007-10-10
名探偵コナン,0.3356164383561644,CE121865,2007-10-03
名探偵コナン,0.3933333333333333,CE121890,2007-09-19
名探偵コナン,0.1592741935483871,CE121908,2007-09-12
名探偵コナン,0.2411504424778761,CE121966,2007-08-15
名探偵コナン,0.1307053941908713,CE121986,2007-08-08
名探偵コナン,0.2404255319148936,CE122016,2007-08-01
名探偵コナン,0.1978723404255319,CE122041,2007-07-25
名探偵コナン,0.3226495726495726,CE122068,2007-07-18
名探偵コナン,0.2883817427385892,CE122092,2007-07-11
名探偵コナン,0.4196787148594377,CE122142,2007-06-27
名探偵コナン,0.4012345679012346,CE122165,2007-06-20
名探偵コナン,0.31875,CE122189,2007-06-13
名探偵コナン,0.3199152542372881,CE122212,2007-06-06
名探偵コナン,0.1885593220338983,CE122233,2007-05-30
名探偵コナン,0.2161572052401746,CE122756,2006-11-15
名探偵コナン,0.2210300429184549,CE122780,2006-11-08
名探偵コナン,0.2083333333333333,CE122827,2006-10-25
名探偵コナン,0.094,CE122849,2006-10-18
名探偵コナン,0.0427927927927927,CE123364,2006-04-26
名探偵コナン,0.2013274336283186,CE123392,2006-04-19
名探偵コナン,0.1987447698744769,CE123416,2006-04-12
名探偵コナン,0.1206140350877193,CE123439,2006-04-05
名探偵コナン,0.0560165975103734,CE123462,2006-03-29
名探偵コナン,0.3156779661016949,CE123515,2006-03-15
名探偵コナン,0.2777777777777778,CE123536,2006-03-08
名探偵コナン,0.3552036199095023,CE123562,2006-03-01
名探偵コナン,0.0848623853211009,CE123579,2006-02-22
名探偵コナン,0.1386363636363636,CE123604,2006-02-15
名探偵コナン,0.2176724137931034,CE123628,2006-02-08
名探偵コナン,0.2958715596330275,CE123654,2006-02-01
名探偵コナン,0.1724890829694323,CE123674,2006-01-21
名探偵コナン,0.082,CE123695,2006-01-14
名探偵コナン,0.2489177489177489,CE123744,2006-01-01
名探偵コナン,0.2945205479452055,CE123346,2006-05-03
名探偵コナン,0.1995614035087719,CE125634,2004-03-17
名探偵コナン,0.1089743589743589,CE123318,2006-05-24
名探偵コナン,0.1049107142857142,CE123268,2006-06-07
名探偵コナン,0.1804979253112033,CE122876,2006-10-11
名探偵コナン,0.3248847926267281,CE122905,2006-10-04
名探偵コナン,0.0481171548117154,CE122922,2006-09-27
名探偵コナン,0.1224066390041493,CE122949,2006-09-20
名探偵コナン,0.1274509803921568,CE122973,2006-09-13
名探偵コナン,0.1565040650406504,CE123001,2006-09-06
名探偵コナン,0.2593360995850622,CE123028,2006-08-16
名探偵コナン,0.142,CE123049,2006-08-09
名探偵コナン,0.0975103734439834,CE123073,2006-08-02
名探偵コナン,0.0892116182572614,CE123098,2006-07-26
名探偵コナン,0.1079295154185022,CE123123,2006-07-19
名探偵コナン,0.1239130434782608,CE123147,2006-07-12
名探偵コナン,0.1165254237288135,CE123171,2006-07-05
名探偵コナン,0.3199152542372881,CE123224,2006-06-21
名探偵コナン,0.1400862068965517,CE123244,2006-06-14
名探偵コナン,0.2944915254237288,CE123297,2006-05-31
名探偵コナン,0.1986301369863013,CE129259,2000-10-25
名探偵コナン,0.1473922902494331,CE190136,2017-06-14
名探偵コナン,0.1404255319148936,CE133666,1997-01-02
名探偵コナン,0.1480637813211845,CE133186,1997-06-04
名探偵コナン,0.1068181818181818,CE131249,1999-02-10
名探偵コナン,0.0216450216450216,CE134310,1996-06-05
名探偵コナン,0.0659090909090909,CE131271,1999-02-03
名探偵コナン,0.0945054945054945,CE134336,1996-05-29
名探偵コナン,0.0787589498806682,CE134358,1996-05-22
名探偵コナン,0.0850574712643678,CE133209,1997-05-28
名探偵コナン,0.1252955082742316,CE133162,1997-06-11
名探偵コナン,0.0274261603375527,CE131316,1999-01-16
名探偵コナン,0.0797413793103448,CE131342,1999-01-15
名探偵コナン,0.0209790209790209,CE133137,1997-06-18
名探偵コナン,0.0463576158940397,CE134381,1996-05-08
名探偵コナン,0.1124401913875598,CE134406,1996-05-01
名探偵コナン,0.1631205673758865,CE133117,1997-06-25
名探偵コナン,0.1118721461187214,CE131295,1999-01-29
名探偵コナン,0.0366748166259168,CE134427,1996-04-24
名探偵コナン,0.0629067245119305,CE134287,1996-06-12
名探偵コナン,0.0909090909090909,CE133233,1997-05-21
名探偵コナン,0.0251141552511415,CE134121,1996-07-31
名探偵コナン,0.0735294117647058,CE131136,1999-03-17
名探偵コナン,0.0997782705099778,CE134146,1996-07-24
名探偵コナン,0.0248306997742663,CE133306,1997-04-23
名探偵コナン,0.0064794816414686,CE134167,1996-07-17
名探偵コナン,0.0205949656750572,CE133283,1997-04-30
名探偵コナン,0.0237580993520518,CE134262,1996-06-19
名探偵コナン,0.0707762557077625,CE131158,1999-03-10
名探偵コナン,0.0788912579957356,CE134192,1996-07-10
名探偵コナン,0.1618625277161862,CE134218,1996-07-03
名探偵コナン,0.1252653927813163,CE133258,1997-05-07
名探偵コナン,0.0681318681318681,CE134239,1996-06-26
名探偵コナン,0.1210045662100456,CE131203,1999-02-24
名探偵コナン,0.0662100456621004,CE131225,1999-02-17
名探偵コナン,0.0616438356164383,CE131180,1999-03-03
名探偵コナン,0.2104072398190045,CE133335,1997-04-16
名探偵コナン,0.0981735159817351,CE129280,2000-10-18
名探偵コナン,0.1147186147186147,CE131391,1999-01-01
名探偵コナン,0.0631808278867102,CE134585,1996-03-06
名探偵コナン,0.0166270783847981,CE134607,1996-02-28
名探偵コナン,0.1073059360730593,CE131557,1998-10-28
名探偵コナン,0.131403118040089,CE132976,1997-08-06
名探偵コナン,0.0261282660332541,CE134629,1996-02-21
名探偵コナン,0.025,CE131578,1998-10-21
名探偵コナン,0.1261467889908256,CE131534,1998-11-04
名探偵コナン,0.0070921985815602,CE134652,1996-02-14
名探偵コナン,0.1725571725571725,CE132929,1997-08-20
名探偵コナン,0.0977272727272727,CE131604,1998-10-14
名探偵コナン,0.0581395348837209,CE134676,1996-02-07
