マンガ雑誌名,ccid,マンガ作品名,平均掲載位置,平均ページ数,カラー獲得率,合計各話数
週刊少年サンデー,C93126,ちくちくウニウニ,0.010180241843114725,15.0,0.0,16
週刊少年サンデー,C93096,ズウ,0.1412708930021801,25.25,0.0,145
週刊少年サンデー,C93687,はっぴぃ直前,0.14144702731880998,23.25,0.0,58
週刊少年サンデー,C93452,六三四の剣,0.14265060014329395,23.25,0.0,223
週刊少年サンデー,C93837,プロレススーパースター列伝,0.1459537572254335,21.375,0.0,155
週刊少年サンデー,C93833,プロゴルファー猿,0.16517734636034773,29.75,0.0,190
週刊少年サンデー,C92832,ただいま授業中!,0.16818181818181815,20.0,0.0,114
週刊少年サンデー,C93473,まことちゃん,0.17599559429258393,17.25,0.0,297
週刊少年サンデー,C92714,スペオペ宙学,0.17731615066523154,27.375,0.0,36
週刊少年サンデー,C91648,LOVe,0.18981910984303418,22.75,0.0,266
週刊少年サンデー,C92892,ごろんぼ松,0.19200379905239667,25.75,0.0,23
週刊少年サンデー,C93145,ちょっとヨロシク!,0.19452656385374348,22.375,0.0,104
週刊少年サンデー,C93662,陽気なカモメ,0.20498207202358387,19.375,0.0,94
週刊少年サンデー,C92717,スマイルfor美衣,0.20601469867187383,23.5,0.0,112
週刊少年サンデー,C92268,スプリンター,0.20979023639107994,25.0,0.0,121
週刊少年サンデー,C93812,ぶっちぎり,0.21267432814421983,25.375,0.0,125
週刊少年サンデー,C93760,火の玉ボーイ,0.21709784510161736,20.0,0.0,134
週刊少年サンデー,C92721,星雲児,0.22300917946391213,19.75,0.0,57
週刊少年サンデー,C92066,B・B,0.23196920438444327,25.625,0.0,286
週刊少年サンデー,C93216,東京番長,0.23382977260214396,23.5,0.0,112
週刊少年サンデー,C92875,こっとん鉄丸,0.24168212318925283,24.0,0.0,41
週刊少年サンデー,C91782,ＺＩＮＧＹ,0.25112272393239154,18.875,0.0,30
週刊少年サンデー,C93498,燃えるV,0.25119209389910396,20.0,0.0,47
週刊少年サンデー,C93682,ラグナロック・ガイ,0.2528932250998233,19.625,0.0,69
週刊少年サンデー,C91717,青空ふろっぴぃ,0.2552031812851926,23.75,0.0,58
週刊少年サンデー,C93061,ジョーダンじゃないよ!,0.2590431723325976,23.75,0.0,107
週刊少年サンデー,C91639,I`mナム,0.26066911507112317,20.75,0.0,29
週刊少年サンデー,C92941,サバイバル,0.26409900806162045,29.375,0.0,200
週刊少年サンデー,C92576,風を抜け!,0.26450899574302184,24.375,0.0,125
週刊少年サンデー,C92667,ステキに野蛮人,0.26862617628867386,20.0,0.0,19
週刊少年サンデー,C93223,闘翔ボーイ,0.2808823529411764,22.5,0.0,83
週刊少年サンデー,C91716,青空しょって,0.28223421641832275,24.5,0.0,225
週刊少年サンデー,C92325,ケダマン,0.28413259389250967,17.75,0.0,40
週刊少年サンデー,C93822,ブリザードプリンセス,0.28831150112586945,16.875,0.0,30
週刊少年サンデー,C93245,どきどきハードビート,0.29611391694725026,19.375,0.0,49
週刊少年サンデー,C93912,陸軍中野予備校,0.29953104927776353,18.25,0.0,61
週刊少年サンデー,C93358,ニッポン博物誌,0.29966036984188493,32.25,0.0,23
週刊少年サンデー,C93709,バランサー,0.3019481109169186,18.875,0.0,27
週刊少年サンデー,C93015,ジャストミート,0.3024542022019265,18.25,0.0,170
週刊少年サンデー,C93309,ないとバード,0.30611525823460484,22.5,0.0,66
週刊少年サンデー,C92922,サイボーグ009,0.3070007478876754,23.625,0.0,100
週刊少年サンデー,C93102,スーパーライダー,0.30719696969696964,21.125,0.0,88
週刊少年サンデー,C93047,少年フライデー,0.3084305659432346,16.875,0.0,30
週刊少年サンデー,C92345,拳児,0.31659858410136676,20.75,0.0,201
週刊少年サンデー,C93287,DRUM拳,0.3176356999747423,20.625,0.0,37
週刊少年サンデー,C92732,その名もあがろう,0.31932428832792015,18.25,0.0,30
週刊少年サンデー,C91720,赤いペガサス,0.32061553488192174,21.25,0.0,125
週刊少年サンデー,C93467,まかせてエルナ,0.32368265457582773,19.625,0.0,9
週刊少年サンデー,C92071,FCレッドカード,0.32478927867411167,3.5,0.0,73
週刊少年サンデー,C93720,春美120％,0.3282699120623389,19.75,0.0,59
週刊少年サンデー,C93415,ますらお,0.33271968872887514,21.25,0.0,84
週刊少年サンデー,C93726,番外甲子園,0.33499194227011764,30.0,0.0,157
週刊少年サンデー,C92069,BFボーイズ,0.33990848442041866,22.75,0.0,37
週刊少年サンデー,C92397,英雄失格,0.3416854789505796,21.75,0.0,54
週刊少年サンデー,C92462,オッス!少林寺,0.34545099310378935,23.5,0.0,67
週刊少年サンデー,C92506,俺たちのフィールド,0.34976383001399386,25.875,0.0,325
週刊少年サンデー,C92767,青春ナックル4,0.35255125955799616,22.75,0.0,17
週刊少年サンデー,C93899,炎の転校生,0.3544024569707161,17.5,0.0,120
週刊少年サンデー,C92448,おさるなまさるくん,0.35840786482984316,10.375,0.0,59
週刊少年サンデー,C93915,リベロ革命!!,0.3599379689468013,26.0,0.0,35
週刊少年サンデー,C92837,ダッシュ勝平,0.36235997341528675,24.625,0.0,150
週刊少年サンデー,C92715,スポーツてんこ盛り,0.37138308240354884,3.0,0.0,114
週刊少年サンデー,C92900,昆虫物語ピースケの冒険,0.3725578020147032,9.5,0.0,22
週刊少年サンデー,C93829,フルメタルボクサー,0.3750288193180439,24.5,0.0,10
週刊少年サンデー,C92590,かつみ,0.3761734139406218,24.625,0.0,22
週刊少年サンデー,C111059,漫画家志望必見!!先輩漫画家が極意を伝授!! 進め!漫画道!!,0.3765169566554919,2.375,0.0,37
週刊少年サンデー,C92104,アップル・シンデレラ,0.3786638422409862,19.75,0.0,10
週刊少年サンデー,C92724,青拳狼,0.3811912800429764,18.125,0.0,30
週刊少年サンデー,C92451,おじさんBOY! 小学中学生,0.3825952955809189,15.25,0.0,30
週刊少年サンデー,C93259,どっきりドクター,0.38298419554464685,21.375,0.0,46
週刊少年サンデー,C93715,はるかなビシ,0.38921335409910673,25.25,0.0,27
週刊少年サンデー,C92582,ガチンコ,0.39229261950650396,23.125,0.0,12
週刊少年サンデー,C93596,はしれ走,0.39667481935336757,19.5,0.0,106
週刊少年サンデー,C93217,東京刑事,0.4011584984577875,24.25,0.0,17
週刊少年サンデー,C111062,漫画家志望必見!!先輩漫画家が極意を伝授!! 進め!漫画道!!,0.4020339581807369,2.0,0.0,19
週刊少年サンデー,C92515,おれは直角,0.4030455864588819,30.25,0.0,128
週刊少年サンデー,C93916,リベロ革命!!,0.4040439219001055,21.0,0.0,76
週刊少年サンデー,C93527,力童くん,0.4049830286199182,23.25,0.0,52
週刊少年サンデー,C93602,バスボン特急,0.4050382340589347,17.875,0.0,10
週刊少年サンデー,C92118,あばれ大海,0.40676355702572403,21.875,0.0,20
週刊少年サンデー,C92496,おやこ刑事,0.40870747512149963,21.625,0.0,192
週刊少年サンデー,C92574,風の伝承者,0.40942909048548526,26.75,0.0,96
週刊少年サンデー,C92081,GOAL,0.40970955085495997,24.25,0.0,15
週刊少年サンデー,C92856,ダメおやじ,0.4133352304652624,5.0,0.0,585
週刊少年サンデー,C92585,かってに頼道,0.41605359957961113,21.5,0.0,22
週刊少年サンデー,C91679,Dr.椎名の教育的指導,0.4163269624353133,6.0,0.0,12
週刊少年サンデー,C92985,ジーザス,0.42108023933239924,21.75,0.0,125
週刊少年サンデー,C93279,とべとべとんび,0.42503101484645106,21.875,0.0,21
週刊少年サンデー,C91651,MAD STONE,0.4322811425679184,21.5,0.0,19
週刊少年サンデー,C92766,青春の河,0.43236297539149887,22.625,0.0,34
週刊少年サンデー,C93954,ワインドアップ!!,0.43280289138868117,22.5,0.0,46
週刊少年サンデー,C93690,闘魂少女,0.43328176192209683,26.75,0.0,26
週刊少年サンデー,C92873,ゴッド・アーム,0.4397767180762953,20.5,0.0,62
週刊少年サンデー,C92558,学園帝国俺はジュウベイ!,0.44130576732870425,21.875,0.0,39
週刊少年サンデー,C92779,ゴーゴーえっちゃんのキャスター参るゾ!,0.4414533043137597,7.875,0.0,35
週刊少年サンデー,C93202,天地無用,0.4453722638794213,21.0,0.0,39
週刊少年サンデー,C93694,パニック方程式,0.44803591470258136,19.25,0.0,37
週刊少年サンデー,C93808,ふたり鷹,0.44999999999999996,19.75,0.0,188
週刊少年サンデー,C92491,帯をギュッとね!,0.4508019478932447,21.5,0.0,317
週刊少年サンデー,C92965,サンデー19ショー,0.45234467038366644,6.0,0.0,16
週刊少年サンデー,C93013,シャウト シブヤ・ロックンロール・ストーリー,0.45465987864807905,21.375,0.0,16
週刊少年サンデー,C93405,ハウンドイレブン,0.4548759370040195,19.5,0.0,8
週刊少年サンデー,C92516,おれはナマズ者,0.4551299498904289,18.75,0.0,54
週刊少年サンデー,C91689,NO.1リンナ,0.4561139151783707,17.875,0.0,20
週刊少年サンデー,C91768,TO-Y,0.45819551229389954,19.75,0.0,99
週刊少年サンデー,C93783,ファンシー雑技団,0.46391266074227006,6.375,0.0,101
週刊少年サンデー,C92109,兄ふんじゃった!,0.4666489030468397,10.25,0.0,142
週刊少年サンデー,C93777,ふぁいてぃんぐSWEEPER,0.4719861450763104,19.75,0.0,20
週刊少年サンデー,C91709,SALAD DAYS,0.4730311961526753,26.5,0.0,155
週刊少年サンデー,C92839,奪戦元年,0.4821489572292549,18.75,0.0,30
週刊少年サンデー,C93813,ぶっちぎり竜太,0.48226298398413625,20.875,0.0,10
週刊少年サンデー,C93515,ラブZ,0.48244206532151196,19.0,0.0,87
週刊少年サンデー,C93799,不二夫のギャグありき,0.4836431896835173,13.375,0.0,26
週刊少年サンデー,C93568,美味パラダイス,0.4928317951208981,20.5,0.0,39
週刊少年サンデー,C93750,ヒット・エンド・ラン,0.49401218853660417,19.375,0.0,121
週刊少年サンデー,C92956,さよなら三角,0.49765358019286454,21.125,0.0,165
週刊少年サンデー,C93522,ランブル・フィッシュ,0.4998591315923978,19.25,0.0,19
週刊少年サンデー,C92119,あばれフブキ,0.5012938734447882,26.5,0.0,13
週刊少年サンデー,C93759,ヒナに胸キュン イエローキャブ物語,0.5030749811128689,18.625,0.0,10
週刊少年サンデー,C93233,動物のカメちゃん,0.503680490924047,7.625,0.0,108
週刊少年サンデー,C92093,I LOVE あやめ,0.505057803468208,17.75,0.0,10
週刊少年サンデー,C92923,サイボーグエース,0.5052777519928822,24.125,0.0,20
週刊少年サンデー,C91730,アクシデンツ,0.5083160211862584,25.25,0.0,101
週刊少年サンデー,C93784,ファンタジスタ,0.51044534502712,22.125,0.0,221
週刊少年サンデー,C92108,あなたの街の荒川権造,0.5142041695415451,10.5,0.0,10
週刊少年サンデー,C92198,究極超人あ～る,0.5145545323679208,19.25,0.0,99
週刊少年サンデー,C93083,神聖モテモテ王国,0.5146564641639373,9.0,0.0,153
週刊少年サンデー,C112735,古見さんは、コミュ症です。,0.5269268774703557,5.25,0.0,96
週刊少年サンデー,C92468,音吉君のピアノ物語,0.5308956473430504,23.5,0.0,42
週刊少年サンデー,C92870,こちゃんと礼,0.535270024914738,14.625,0.0,15
週刊少年サンデー,C92123,アホアホ学園,0.5367093737334007,8.875,0.0,95
週刊少年サンデー,C92186,牙戦,0.5423969629311636,21.125,0.0,32
週刊少年サンデー,C93118,聖イカンガ―学園,0.5467234983162848,7.0,0.0,27
週刊少年サンデー,C93775,ピントぴったし!,0.5468355573880759,18.25,0.0,84
週刊少年サンデー,C92385,うる星やつら,0.5479753470190946,21.25,0.0,364
週刊少年サンデー,C93615,野球虫,0.5519823126968387,21.625,0.0,20
週刊少年サンデー,C93182,てりぶる少年団,0.5527974990642709,15.75,0.0,14
週刊少年サンデー,C92318,激猿シアター,0.5535672192356279,4.875,0.0,25
週刊少年サンデー,C92225,銀輪魂,0.5553490233280393,23.25,0.0,10
週刊少年サンデー,C93839,奮戦ヨーデルス,0.5701459206634366,16.5,0.0,11
週刊少年サンデー,C93460,舞,0.5742437197850007,24.125,0.0,53
週刊少年サンデー,C93019,シャンセエ,0.5765805007989427,5.625,0.0,11
週刊少年サンデー,C92730,その気になっても❤,0.5811877862208292,7.75,0.0,32
週刊少年サンデー,C93282,トライトライ,0.5901139124033682,19.25,0.0,20
週刊少年サンデー,C92131,歩武の駒,0.5917258912381633,21.875,0.0,50
週刊少年サンデー,C92098,あっかんマン,0.6031688777844247,16.0,0.0,32
週刊少年サンデー,C93163,できんボーイ,0.6061981391092129,16.0,0.0,82
週刊少年サンデー,C93895,ほっとけどっぐ,0.6074663433127497,16.875,0.0,14
週刊少年サンデー,C92604,がむしゃら,0.6102806886628844,21.75,0.0,13
週刊少年サンデー,C91698,PATI-PATI,0.6113875463685415,22.25,0.0,11
週刊少年サンデー,C93076,シロベ,0.6179993996311962,18.875,0.0,20
週刊少年サンデー,C93407,バカ草物語,0.6273682605438902,8.875,0.0,10
週刊少年サンデー,C93566,みなしご仁義,0.6291000042735664,25.375,0.0,10
週刊少年サンデー,C93838,プロレス大勝負,0.6319608185561024,17.875,0.0,10
週刊少年サンデー,C92584,かってに改蔵,0.6337173441841051,17.25,0.0,290
週刊少年サンデー,C93841,ベアマーダー流介,0.63947273007378,20.25,0.0,10
週刊少年サンデー,C93258,特救GO!,0.6402189644082332,24.625,0.0,52
週刊少年サンデー,C92317,激犬シアター,0.6459543986504049,3.5,0.0,48
週刊少年サンデー,C92641,がんばれロボコン,0.6482611781179164,15.25,0.0,28
週刊少年サンデー,C93598,はしれ!春馬,0.6541738136077759,21.0,0.0,10
週刊少年サンデー,C93689,鳩と桜,0.655305666137108,21.5,0.0,15
週刊少年サンデー,C92386,ウルトラ・ナンセンス劇場!,0.6676999200740367,1.0,0.0,35
週刊少年サンデー,C93375,ネコなび,0.6701274135276949,4.0,0.0,113
週刊少年サンデー,C93166,試験あらし,0.6765529208255623,31.75,0.0,24
週刊少年サンデー,C93491,もぅスンゴイ!!!,0.6792441390323607,6.375,0.0,39
週刊少年サンデー,C92250,グリングラス,0.6890715778522785,18.0,0.0,40
週刊少年サンデー,C94044,ワンテン探偵局,0.6944244986745954,16.5,0.0,12
週刊少年サンデー,C93793,笛吹童子,0.6980966901870883,42.0,0.0,19
週刊少年サンデー,C92928,サクラにおまかせ,0.7007479149437443,4.875,0.0,9
週刊少年サンデー,C93944,ロケット・プリンセス,0.7010883890505535,18.625,0.0,30
週刊少年サンデー,C92799,タイトル君,0.707676372205286,5.0,0.0,11
週刊少年サンデー,C91726,赤胴鈴之助,0.7144440766774806,16.0,0.0,20
週刊少年サンデー,C93074,ジロ子さんとグロ子さん,0.7279537506576351,7.375,0.0,8
週刊少年サンデー,C92323,激鳥シアター,0.7283953371516508,2.875,0.0,48
週刊少年サンデー,C93488,漢魂!!!,0.7288358956975787,6.375,0.0,88
週刊少年サンデー,C93380,ネリわさび狂騒曲,0.7326516559376801,18.75,0.0,8
週刊少年サンデー,C93883,ぼくらは√3,0.7383375038491021,19.25,0.0,8
週刊少年サンデー,C92857,ダメッ子ユキちゃん,0.740909090909091,2.25,0.0,108
週刊少年サンデー,C93553,ミス・ネッシー,0.7456608387420723,10.375,0.0,8
週刊少年サンデー,C92812,ダイヤモンド・アイ,0.7608340212950369,14.0,0.0,22
週刊少年サンデー,C93660,夜明けのマッキー,0.7637400843682319,18.875,0.0,21
週刊少年サンデー,C93063,女子中学生ノート,0.7726341921407486,6.375,0.0,10
週刊少年サンデー,C93313,流れ星サブ,0.7781401328267674,21.25,0.0,10
週刊少年サンデー,C93878,ぼくちゃん先生,0.7826679389795648,20.0,0.0,12
週刊少年サンデー,C93198,電人1号,0.7863849405218418,16.0,0.0,8
週刊少年サンデー,C92387,ウルトラマンT,0.8033426939704948,14.875,0.0,18
週刊少年サンデー,C92564,影組,0.808760288618578,14.75,0.0,39
週刊少年サンデー,C92802,ダイナマ伊藤!,0.8117612213901217,7.125,0.0,176
週刊少年サンデー,C91788,アーティスト・アクロ,0.8299232945775423,21.75,0.0,23
週刊少年サンデー,C92329,月光仮面,0.8318102523147485,5.75,0.0,9
週刊少年サンデー,C93193,天才!できた君,0.8376902413185605,9.25,0.0,9
週刊少年サンデー,C92589,カッポレ団,0.8741339183726106,12.125,0.0,12
週刊少年サンデー,C93089,新ひみつ戦隊ゴレンジャー,0.8811104296874823,12.5,0.0,32
週刊少年サンデー,C92776,ゴエモンろっく,0.899205740961497,9.0,0.0,11
週刊少年サンデー,C93546,メグんち物語,0.9256004178901963,2.125,0.0,26
週刊少年サンデー,C92725,青春学園,0.9653505557700436,4.625,0.0,8
週刊少年サンデー,C92592,喝!!ワシが師匠ぜよ!,0.9680373532188465,13.5,0.0,9
週刊少年サンデー,C112738,サンデー非科学研究所,0.9876371331857426,6.0,0.0,63
週刊少年サンデー,C92264,鋼鉄の華っ柱,0.11506712480246194,23.5,0.125,90
週刊少年サンデー,C93451,ムサシ,0.13458106804532216,23.5,0.125,127
週刊少年サンデー,C92389,噂の男前!,0.1399383075929265,23.875,0.125,81
週刊少年サンデー,C112748,柊様は自分を探している。,0.13999099169582457,19.75,0.125,65
週刊少年サンデー,C92636,ガンバ!!Fly high,0.1403489287951344,23.25,0.125,305
週刊少年サンデー,C92469,男大空,0.14567999857753078,22.5,0.125,138
週刊少年サンデー,C93685,ラフ,0.1549944850441196,21.5,0.125,119
週刊少年サンデー,C93728,パンゲアの娘KUNIE,0.15627335607386578,19.75,0.125,54
週刊少年サンデー,C92084,HEAVY METAL甲子園,0.16650602427357827,23.875,0.125,38
週刊少年サンデー,C92472,男どアホウ甲子園,0.1722634616113714,25.25,0.125,230
週刊少年サンデー,C110985,トキワ来たれり!!,0.17236946909128464,23.25,0.125,120
週刊少年サンデー,C92111,姉ログ 靄子姉さんの止まらないモノローグ,0.1778850923382173,6.125,0.125,281
週刊少年サンデー,C93671,吉田秀彦物語,0.18110439694938915,23.125,0.125,23
週刊少年サンデー,C92824,タキシード銀,0.19872862913664346,26.375,0.125,137
週刊少年サンデー,C91653,MAJOR,0.2007556831004282,20.5,0.125,456
週刊少年サンデー,C91671,DAN DOH Xi,0.20667493983516377,22.75,0.125,134
週刊少年サンデー,C93471,マギ シンドバッドの冒険,0.2114781174136619,21.875,0.125,9
週刊少年サンデー,C93948,ワープボーイ,0.2226710696151325,27.75,0.125,33
週刊少年サンデー,C93844,ヘヴィ,0.2256384159881569,25.5,0.125,77
週刊少年サンデー,C92848,タフ,0.22580079009645643,25.5,0.125,49
週刊少年サンデー,C93807,ふ・た・り,0.22670938526362622,21.5,0.125,71
週刊少年サンデー,C93157,望郷戦士,0.22751207631692572,24.0,0.125,65
週刊少年サンデー,C93953,ワイルドライフ,0.23064366338655495,26.375,0.125,233
週刊少年サンデー,C93544,メギドの火,0.23240864888818763,23.125,0.125,26
週刊少年サンデー,C93765,格闘王物語ビュンBOY,0.23324535857298867,26.75,0.125,31
週刊少年サンデー,C92298,黒い鷲,0.23595805497810024,23.75,0.125,34
週刊少年サンデー,C93263,とつげきウルフ,0.24278241868739603,24.25,0.125,24
週刊少年サンデー,C93150,突き屋,0.24507811180112563,23.25,0.125,27
週刊少年サンデー,C93261,ドッグワールド,0.2455205389535482,21.5,0.125,33
週刊少年サンデー,C92062,ARMS,0.24565975938225096,20.875,0.125,242
週刊少年サンデー,C93820,フリーキック,0.24611398963730569,23.0,0.125,79
週刊少年サンデー,C93242,どかちんきっど,0.2587960198694286,23.25,0.125,36
週刊少年サンデー,C93644,勇太やないか,0.26439393939393935,21.625,0.125,39
週刊少年サンデー,C91677,D-LIVE!!,0.26875143411098973,23.0,0.125,163
週刊少年サンデー,C91654,MAOH,0.2701287564169272,24.125,0.125,33
週刊少年サンデー,C92529,母ちゃんNo.1,0.2735335840774088,15.125,0.125,38
週刊少年サンデー,C93244,トキオ,0.2763986952635742,21.5,0.125,59
週刊少年サンデー,C92412,エンヤ KODOMO忍法帖,0.27892778538840574,4.625,0.125,123
週刊少年サンデー,C91675,DEFENSE DEVIL,0.28105392134345314,27.5,0.125,100
週刊少年サンデー,C92059,AKB48殺人事件,0.28198804554534607,20.0,0.125,9
週刊少年サンデー,C92813,太陽の戦士 ポカポカ,0.28424567531772277,20.25,0.125,49
週刊少年サンデー,C92185,牙走り,0.2843624653341616,25.375,0.125,28
週刊少年サンデー,C92092,IFRIT[断罪の炎人],0.28460172715789706,30.25,0.125,82
週刊少年サンデー,C92182,機動警察パトレイバー,0.28810428300400914,19.25,0.125,267
週刊少年サンデー,C93894,ホッケーウルフ,0.28863376217242864,24.75,0.125,16
週刊少年サンデー,C92189,きみのカケラ,0.2895182237900008,26.5,0.125,39
週刊少年サンデー,C93298,ドロロンえん魔くん,0.291854818898729,18.25,0.125,24
週刊少年サンデー,C92135,アラジンの息子,0.29384445368498896,21.25,0.125,13
週刊少年サンデー,C93180,デビデビ,0.2944433768013659,24.5,0.125,144
週刊少年サンデー,C92441,鳳ボンバー,0.2947071240119663,23.375,0.125,48
週刊少年サンデー,C93367,人気者でいこう,0.29473072794076116,23.75,0.125,47
週刊少年サンデー,C93900,炎のニンジャマン,0.29958202963681246,24.375,0.125,38
週刊少年サンデー,C92212,恐竜カーニバル,0.30263954469394266,5.75,0.125,160
週刊少年サンデー,C93745,秘拳伝 キラ,0.304927904482392,26.125,0.125,38
週刊少年サンデー,C93338,何もないけど空は青い,0.305244734571831,26.0,0.125,69
週刊少年サンデー,C93277,丼池女子大付属高校,0.3055749260653313,20.5,0.125,8
週刊少年サンデー,C92078,GU-GUガンモ,0.30727751103253825,18.0,0.125,148
週刊少年サンデー,C93186,天下一大物伝,0.30953169210821196,23.5,0.125,88
週刊少年サンデー,C92830,ダスト18,0.32322044134756706,21.0,0.125,19
週刊少年サンデー,C92126,甘く危険なナンパ刑事,0.32551333951129097,19.5,0.125,25
週刊少年サンデー,C93416,マタドール,0.32642993037564766,26.25,0.125,22
週刊少年サンデー,C93601,パスポート・ブルー,0.3290758613532586,22.0,0.125,110
週刊少年サンデー,C92844,たとえばこんなラヴ・ソング,0.3300248936246453,24.0,0.125,67
週刊少年サンデー,C92479,オニ修業,0.33247596529510887,22.75,0.125,32
週刊少年サンデー,C93014,じゃじゃ馬グルーミン★UP!,0.3362635704740968,18.625,0.125,281
週刊少年サンデー,C93604,はだしのブン,0.34411524501100793,21.125,0.125,19
週刊少年サンデー,C91719,赤いペガサスⅡ 翔,0.34733578907599305,23.5,0.125,48
週刊少年サンデー,C92205,今日から俺は!!,0.3549235438448902,21.0,0.125,341
週刊少年サンデー,C92231,くたばれ!!涙くん,0.36009097230613984,21.25,0.125,13
週刊少年サンデー,C92061,AREA D 異能領域,0.3622796401992784,26.25,0.125,137
週刊少年サンデー,C92375,ウノケンの爆発ウギャー!!,0.3644257664598365,7.75,0.125,72
週刊少年サンデー,C93936,烈火の炎,0.3657040205557227,19.875,0.125,329
週刊少年サンデー,C92159,いただきます!,0.37341603361644593,24.125,0.125,104
週刊少年サンデー,C93917,リュウ,0.37864923747276685,23.25,0.125,65
週刊少年サンデー,C92629,かん太郎物語,0.3789986048442217,13.25,0.125,10
週刊少年サンデー,C93611,やおよろっ!,0.3794175664459479,4.5,0.125,33
週刊少年サンデー,C92357,うしおととら,0.3816793578110931,26.25,0.125,321
週刊少年サンデー,C93128,父物語斧,0.38203429560424784,20.75,0.125,30
週刊少年サンデー,C92347,健太やります!,0.3866307216935362,24.0,0.125,237
週刊少年サンデー,C92255,高原村へようこそ,0.3895573333775007,21.875,0.125,21
週刊少年サンデー,C93778,ふぁいとの暁,0.3911156481286636,25.75,0.125,65
週刊少年サンデー,C92699,銭ゲバ,0.39446705947321137,20.125,0.125,24
週刊少年サンデー,C92943,砂漠の野球部 第二部砂の嵐編,0.39672671500250273,23.0,0.125,105
週刊少年サンデー,C110901,戦争劇場,0.39731630957948244,9.5,0.125,55
週刊少年サンデー,C93842,ベアマーダー流介,0.4057789735596597,29.0,0.125,37
週刊少年サンデー,C91781,YAIBA,0.4088001943005181,20.5,0.125,256
週刊少年サンデー,C92351,小悪魔王伝 戦コレ!,0.40920778544668596,19.875,0.125,20
週刊少年サンデー,C92415,おいら女蛮,0.4094286277830794,18.875,0.125,72
週刊少年サンデー,C93686,ばっくれ一平,0.4115932642487047,24.875,0.125,75
週刊少年サンデー,C92930,ささみさん@がんばらない,0.4152145127118644,13.5,0.125,36
週刊少年サンデー,C93315,なぎさMe公認,0.41843989044965507,26.5,0.125,162
週刊少年サンデー,C93610,モンキーターン,0.419953097617655,21.5,0.125,384
週刊少年サンデー,C92835,タックイン,0.42599023866503105,23.5,0.125,18
週刊少年サンデー,C92427,おーい!ボケタン,0.4271167079618573,17.375,0.125,18
週刊少年サンデー,C92639,がんばれ元気,0.4289691609995303,24.125,0.125,242
週刊少年サンデー,C91681,DUEL MASTERS Rev.,0.4316537959745057,22.75,0.125,42
週刊少年サンデー,C93280,とべない翼,0.4342156632517571,22.625,0.125,36
週刊少年サンデー,C93143,超龍戦記ザウロスナイト,0.43535435510340786,24.75,0.125,54
週刊少年サンデー,C92480,オニデレ,0.4367598476118894,14.0,0.125,142
週刊少年サンデー,C93053,少年,0.44344654583465404,23.75,0.125,8
週刊少年サンデー,C93764,ひめはじけ,0.4448495681461483,14.5,0.125,39
週刊少年サンデー,C93129,地底少年チャッピー,0.4464680619577265,16.0,0.125,37
週刊少年サンデー,C92460,おっ母ァやくざ,0.4602252103120658,21.625,0.125,18
週刊少年サンデー,C111004,レタス2個分のステキ,0.4623712004187474,8.0,0.125,44
週刊少年サンデー,C92195,ギャンブルッ!,0.46318726771085167,29.125,0.125,104
週刊少年サンデー,C111006,さえずり高校OK部!,0.46363293871776845,6.75,0.125,37
週刊少年サンデー,C93791,風魔孤太郎,0.4729897483325673,24.0,0.125,13
週刊少年サンデー,C93343,なんか妖かい!?,0.4761737318326252,21.25,0.125,101
週刊少年サンデー,C92612,仮面ライダーBlack,0.48387300040328,20.625,0.125,60
週刊少年サンデー,C92224,銀輪ジャガー,0.4876473440670918,21.75,0.125,14
週刊少年サンデー,C93680,楽ガキFighter,0.4901712375563345,25.25,0.125,19
週刊少年サンデー,C92861,告白,0.49036395771082797,23.75,0.125,10
週刊少年サンデー,C93564,美鳥の日々,0.49308083291370713,20.0,0.125,86
週刊少年サンデー,C93080,じんじんの仁,0.5018318965318582,20.75,0.125,31
週刊少年サンデー,C92927,サギバッパ,0.5023120399513907,18.625,0.125,22
週刊少年サンデー,C92266,スプリガン,0.5040614527749852,27.75,0.125,17
週刊少年サンデー,C93723,バロン,0.5207564041628548,19.125,0.125,107
週刊少年サンデー,C92829,助けて!フラワーマン,0.5212317475896846,22.875,0.125,8
週刊少年サンデー,C91658,MiXiM☆11,0.5212819476392393,12.75,0.125,118
週刊少年サンデー,C92262,皇帝戦士 斑鳩 聖徳太子異伝,0.521959793506626,23.125,0.125,13
週刊少年サンデー,C92852,タマガワ君,0.5227875941418357,15.5,0.125,10
週刊少年サンデー,C92279,キャプテン・アース,0.527379558371723,21.0,0.125,19
週刊少年サンデー,C92271,キャッチマン,0.5343696907361504,22.125,0.125,23
週刊少年サンデー,C92171,県立伊手高柔道部物語 いでじゅう!,0.5345536788264506,18.0,0.125,141
週刊少年サンデー,C93249,ドクター・ジュン,0.5445588692871302,21.625,0.125,20
週刊少年サンデー,C93768,日吉の城,0.5458062473051778,21.625,0.125,15
週刊少年サンデー,C92960,サンダーマスク,0.5525787077683839,17.875,0.125,13
週刊少年サンデー,C93085,人造人間キカイダー,0.5562092749160396,22.375,0.125,85
週刊少年サンデー,C112746,ニッペン!,0.5711570664415649,28.0,0.125,19
週刊少年サンデー,C92503,俺様は?,0.5819104632921058,9.0,0.125,95
週刊少年サンデー,C92192,キャラクタイズム,0.6224896838219489,8.25,0.125,131
週刊少年サンデー,C92539,怪人ジャガーマン,0.6276388424864168,18.5,0.125,10
