マンガ雑誌名,ccid,マンガ作品名,平均掲載位置,平均ページ数,カラー獲得率,合計各話数
週刊少年チャンピオン,C94735,だちっ子,0.5574724423096092,20.625,0.0,18
週刊少年チャンピオン,C94567,グルームパーティー,0.5690367898704953,5.0,0.0,219
週刊少年チャンピオン,C95522,夢見て一平人,0.5702797700864488,22.375,0.0,25
週刊少年チャンピオン,C95082,デビルクリーチャー,0.5710549013725343,23.25,0.0,10
週刊少年チャンピオン,C115479,英雄!シーザーさん,0.5716912824627816,8.0,0.0,11
週刊少年チャンピオン,C95626,百億の昼と千億の夜,0.5737885991684327,23.25,0.0,21
週刊少年チャンピオン,C94931,THEショック!怪奇幻想館,0.5761910760639575,7.625,0.0,65
週刊少年チャンピオン,C95559,隼人がいく,0.5798262266256988,20.75,0.0,22
週刊少年チャンピオン,C94405,エコエコアザラク,0.5804518555568937,20.375,0.0,186
週刊少年チャンピオン,C95680,武頼漢,0.5824410555916072,25.0,0.0,8
週刊少年チャンピオン,C95816,ましのの,0.5826030719821463,9.5,0.0,57
週刊少年チャンピオン,C95594,ビートニック!,0.5842427310682767,21.25,0.0,9
週刊少年チャンピオン,C94482,がんばれ酢めし疑獄!!,0.5854056909509829,3.5,0.0,244
週刊少年チャンピオン,C95420,闇の密霊師,0.5876132188578783,24.0,0.0,24
週刊少年チャンピオン,C94871,ココロが変吉,0.5903344776362675,10.0,0.0,10
週刊少年チャンピオン,C95780,炎の大空,0.5990170993094582,22.625,0.0,12
週刊少年チャンピオン,C95071,デカポリス,0.6023495617589751,16.0,0.0,48
週刊少年チャンピオン,C95334,むじな注意報!,0.6083979679938308,18.625,0.0,46
週刊少年チャンピオン,C94108,750ライダー,0.615813860673535,22.0,0.0,456
週刊少年チャンピオン,C94848,号外!!新選組カズエ,0.6243745965806313,15.5,0.0,24
週刊少年チャンピオン,C94439,金縛っておくれよベイベー,0.6270114942528735,8.0,0.0,11
週刊少年チャンピオン,C95569,ハルの空,0.6281660261695431,17.0,0.0,10
週刊少年チャンピオン,C94509,きまぐれ悟空,0.6297054898837469,17.0,0.0,22
週刊少年チャンピオン,C95858,やけっぱちのマリア,0.6297651342909963,17.25,0.0,17
週刊少年チャンピオン,C95563,バラの進さま,0.6308641724743753,15.375,0.0,31
週刊少年チャンピオン,C94266,アクション!!,0.6413306000229982,21.25,0.0,11
週刊少年チャンピオン,C94716,銭っ子,0.6437971152410807,22.375,0.0,52
週刊少年チャンピオン,C95238,1/2の螢,0.6488862239780371,20.625,0.0,22
週刊少年チャンピオン,C94374,宇宙猿人ゴリ対スペクトルマン,0.6497389509470617,19.5,0.0,16
週刊少年チャンピオン,C95313,魔物な彼女たち,0.6502078629681489,20.0,0.0,9
週刊少年チャンピオン,C94397,エイト・ビート,0.6537205493912256,16.0,0.0,29
週刊少年チャンピオン,C95174,とびっきり宗一郎,0.6597393295159746,18.875,0.0,13
週刊少年チャンピオン,C95165,とってもチャンプ,0.6662561563597412,12.75,0.0,11
週刊少年チャンピオン,C94658,スパルタクス,0.6737816750415512,21.75,0.0,13
週刊少年チャンピオン,C95381,はじめが肝一,0.6878059539186467,18.75,0.0,20
週刊少年チャンピオン,C94558,暗くなって魔女,0.6883253467289612,13.375,0.0,33
週刊少年チャンピオン,C95881,リミット112,0.6931559476339839,21.875,0.0,16
週刊少年チャンピオン,C95159,どっこい大作,0.6933333333333334,13.625,0.0,32
週刊少年チャンピオン,C94556,雲をけとばせ!,0.6978629488327764,21.25,0.0,27
週刊少年チャンピオン,C94299,あまのじゃくん,0.7018049906397305,17.875,0.0,8
週刊少年チャンピオン,C94865,極道きゃらりんこ組,0.7032088876962632,3.875,0.0,12
週刊少年チャンピオン,C95212,ナックルボンバー学園,0.7283063615269811,3.375,0.0,41
週刊少年チャンピオン,C94033,がちんこ翔平,0.7304693550141806,21.75,0.0,15
週刊少年チャンピオン,C95836,モーレツ先生,0.7315155390586425,19.25,0.0,26
週刊少年チャンピオン,C94461,がらがら,0.7329228052838135,18.25,0.0,16
週刊少年チャンピオン,C95666,ふたりと5人,0.7333333333333334,13.5,0.0,204
週刊少年チャンピオン,C95012,ジョギリ屋ジョーがやって来る,0.7366543928269684,21.875,0.0,9
週刊少年チャンピオン,C94831,ゲバ宿,0.7385642733703078,10.0,0.0,23
週刊少年チャンピオン,C95096,天使と呼んで!,0.7406102432105157,18.375,0.0,23
週刊少年チャンピオン,C94342,いそうろう大将,0.7424999999999999,13.375,0.0,11
週刊少年チャンピオン,C110911,喧嘩村,0.7435468031972078,22.25,0.0,8
週刊少年チャンピオン,C95834,燃えろ!一歩,0.7494731175167888,22.5,0.0,60
週刊少年チャンピオン,C94841,現代怪奇絵巻,0.7561168249723493,2.75,0.0,290
週刊少年チャンピオン,C94226,THEフンドシ守護霊,0.7565058288137149,20.25,0.0,27
週刊少年チャンピオン,C94222,THE KIZAKURA SHOW,0.7570686682297224,4.0,0.0,14
週刊少年チャンピオン,C94137,C'mon!ごーすと,0.757383639936314,12.125,0.0,24
週刊少年チャンピオン,C94913,最強・最後のカラテ,0.759410054635488,20.875,0.0,37
週刊少年チャンピオン,C94320,アルマジロ,0.7622263400554228,2.0,0.0,23
週刊少年チャンピオン,C94422,オーバードライブ魂,0.762363407296943,8.0,0.0,8
週刊少年チャンピオン,C95131,ドキドキだいありー,0.764124672245093,12.375,0.0,13
週刊少年チャンピオン,C94542,ギラ!,0.7647901682841979,20.0,0.0,10
週刊少年チャンピオン,C95762,ボール2,0.7761870530897008,20.125,0.0,19
週刊少年チャンピオン,C94035,学校怪談,0.778202164690095,11.25,0.0,259
週刊少年チャンピオン,C95805,負けずの大五,0.7817369551334459,23.375,0.0,10
週刊少年チャンピオン,C93992,おやつ,0.7832664222002181,3.75,0.0,241
週刊少年チャンピオン,C115484,SIX,0.784906763260493,24.0,0.0,8
週刊少年チャンピオン,C94288,あの頃のお姉ちゃんはもういない?,0.7867566382180354,12.75,0.0,9
週刊少年チャンピオン,C94733,タタケイのマル秘ジャリ教室,0.7876343572251197,5.0,0.0,20
週刊少年チャンピオン,C94859,ごきぶり18,0.8024120912427011,15.25,0.0,14
週刊少年チャンピオン,C95564,パラレル亜美,0.8084226960628852,15.25,0.0,8
週刊少年チャンピオン,C94070,快速王,0.8092820870864178,20.0,0.0,8
週刊少年チャンピオン,C94604,出撃!くじら丸,0.8152718730192898,7.75,0.0,11
週刊少年チャンピオン,C95466,わんぱくジョッキー,0.8155926630493544,19.25,0.0,16
週刊少年チャンピオン,C94882,コトノハ学園,0.8214216215769665,12.0,0.0,10
週刊少年チャンピオン,C95051,チョッキン,0.8353618141740335,16.5,0.0,64
週刊少年チャンピオン,C94728,たつみ!センセーション,0.840316161885551,19.875,0.0,8
週刊少年チャンピオン,C111053,私のお兄ちゃんはサイボーグです。,0.8454711946584347,8.0,0.0,9
週刊少年チャンピオン,C95421,闇の密霊師外伝 光の霊記,0.8497367938940127,19.75,0.0,8
週刊少年チャンピオン,C94935,サナギさん,0.8513004256006942,3.875,0.0,221
週刊少年チャンピオン,C94943,さらし首3人衆,0.8616454910266163,10.0,0.0,10
週刊少年チャンピオン,C94582,ジャリパックショー,0.861904761904762,4.0,0.0,16
週刊少年チャンピオン,C94620,すうぱあチャンポン,0.8688384737567855,3.25,0.0,88
週刊少年チャンピオン,C111000,私を食卓に連れてって,0.8737588825591935,20.75,0.0,8
週刊少年チャンピオン,C95323,未来警察ウラシマン,0.8768744436918288,15.875,0.0,30
週刊少年チャンピオン,C95637,ファミコン八犬伝,0.9461475144780496,18.25,0.0,9
週刊少年チャンピオン,C94590,週刊スペシャル小僧!,0.9798758426423002,7.875,0.0,61
週刊少年チャンピオン,C95852,もんもこタイム,0.9837278106508877,4.0,0.0,9
週刊少年チャンピオン,C94599,柔道放物線,0.9868589359093004,6.0,0.0,142
週刊少年チャンピオン,C95839,木曜日のフルット,0.9971692076770476,2.0,0.0,420
週刊少年チャンピオン,C94995,少チャンまんが時評,1.0,1.0,0.0,8
週刊少年チャンピオン,C95319,まんが時評,1.0,1.0,0.0,17
週刊少年チャンピオン,C95575,ハレハレまんが時評,1.0,1.0,0.0,17
週刊少年チャンピオン,C95576,ハレハレまんが時評,1.0,1.0,0.0,39
週刊少年チャンピオン,C94997,少チャンまんが時評,1.0,1.0,0.0,43
週刊少年チャンピオン,C94996,少チャン時評,1.0,1.0,0.0,51
週刊少年チャンピオン,C95074,でじこの1ページ劇場,1.0,1.0,0.0,65
週刊少年チャンピオン,C95661,フジケン,0.09724283893981744,28.0,0.125,199
週刊少年チャンピオン,C94783,ダイナマ舞,0.11108581509222121,22.625,0.125,30
週刊少年チャンピオン,C95297,魔獣戦士タイガー,0.12827925706001703,32.25,0.125,58
週刊少年チャンピオン,C95226,ナンバMG5,0.13593833033796596,27.75,0.125,161
週刊少年チャンピオン,C94503,牙れや!,0.13627423755060744,22.375,0.125,15
週刊少年チャンピオン,C94741,タマゴたまご,0.1365667829677943,16.875,0.125,43
週刊少年チャンピオン,C93983,オバコブラ,0.13757230988837946,12.75,0.125,35
週刊少年チャンピオン,C95128,ドカベン プロ野球編,0.1448974989669187,23.375,0.125,239
週刊少年チャンピオン,C95378,パクリコン THE NIGHT JACKER,0.14861223391622946,22.75,0.125,26
週刊少年チャンピオン,C94940,サムライジ,0.1486869481717048,23.25,0.125,35
週刊少年チャンピオン,C94096,2×2,0.15177003949807683,21.875,0.125,108
週刊少年チャンピオン,C95832,燃えて Vシュート,0.15250463361781552,23.125,0.125,33
週刊少年チャンピオン,C94628,スクライド,0.15453076818954928,23.125,0.125,44
週刊少年チャンピオン,C95872,乱丸XXX,0.16169613120472429,15.75,0.125,90
週刊少年チャンピオン,C95715,フルアヘッド!ココ,0.16942055230884942,29.0,0.125,261
週刊少年チャンピオン,C94271,アクメツ 悪滅,0.17453562674236806,25.75,0.125,162
週刊少年チャンピオン,C95711,フリオチ,0.17531579734445438,21.0,0.125,19
週刊少年チャンピオン,C94056,オレは力だ!,0.17568407960199,23.5,0.125,100
週刊少年チャンピオン,C94478,元祖!浦安鉄筋家族,0.18067229753020153,14.5,0.125,419
週刊少年チャンピオン,C94864,悟空道,0.18173469509214676,24.25,0.125,122
週刊少年チャンピオン,C95414,バトルナイト剣,0.18441400686939763,26.25,0.125,49
週刊少年チャンピオン,C95717,ぶるうピーター,0.18708924967153318,22.375,0.125,79
週刊少年チャンピオン,C94574,ジャイアンツ,0.18752346536219514,15.5,0.125,39
週刊少年チャンピオン,C94007,ガキ警察,0.192872146487495,28.125,0.125,51
週刊少年チャンピオン,C94390,浦安鉄筋家族,0.19388050862817888,13.375,0.125,457
週刊少年チャンピオン,C95075,テスト・ラン,0.19760744350908283,20.25,0.125,41
週刊少年チャンピオン,C94752,ダンコン 團魂,0.1988450402034248,22.0,0.125,54
週刊少年チャンピオン,C95079,鉄鍋のジャン!,0.1997091669621633,25.5,0.125,257
週刊少年チャンピオン,C95141,どくだみ先生,0.20416666666666664,14.375,0.125,79
週刊少年チャンピオン,C94351,電光!武闘派倶楽部,0.2065361837182176,21.375,0.125,19
週刊少年チャンピオン,C95422,ヤワラーマン,0.2070428119295879,24.0,0.125,37
週刊少年チャンピオン,C95231,虹色ラーメン,0.2091531416203113,25.25,0.125,163
週刊少年チャンピオン,C94869,極楽バタフライ,0.20938195735615633,23.0,0.125,34
週刊少年チャンピオン,C95011,ショー☆バン,0.21049641307265132,26.125,0.125,296
週刊少年チャンピオン,C95890,輪道 RINDO,0.21060348717038857,25.75,0.125,97
週刊少年チャンピオン,C94560,クラップヘッズ,0.21258921754684462,22.375,0.125,23
週刊少年チャンピオン,C94750,男旗,0.21378072045786103,30.625,0.125,160
週刊少年チャンピオン,C95219,ななか6/17,0.2143777421105749,31.125,0.125,107
週刊少年チャンピオン,C94600,しゅーまっは,0.21634489318000016,14.25,0.125,103
週刊少年チャンピオン,C94757,チェリー,0.21922829692941187,23.5,0.125,26
週刊少年チャンピオン,C94862,極悪バンビーナ!,0.22067216821601748,12.5,0.125,29
週刊少年チャンピオン,C95728,ぷろぶれむちゃいるど,0.22118640171188714,25.5,0.125,9
週刊少年チャンピオン,C94688,ちゃんちきガッパ,0.2217247122638577,15.125,0.125,29
週刊少年チャンピオン,C95237,日本沈没,0.22275862068965516,21.625,0.125,52
週刊少年チャンピオン,C95091,天下たい平,0.22550974537755647,20.75,0.125,15
週刊少年チャンピオン,C94910,曲芸家族,0.22669027297050462,26.875,0.125,32
週刊少年チャンピオン,C94969,七人のナナ,0.22680903483442535,21.0,0.125,27
週刊少年チャンピオン,C95739,べにまろ,0.22681278024994453,15.875,0.125,104
週刊少年チャンピオン,C94463,からじしぼたん,0.22766157366186882,23.75,0.125,44
週刊少年チャンピオン,C94780,大介ゴール!,0.2393193164184908,23.25,0.125,71
週刊少年チャンピオン,C95529,よたろう,0.24020886075949363,16.625,0.125,25
週刊少年チャンピオン,C95305,マッドドッグ拳,0.24335314732727337,23.875,0.125,29
週刊少年チャンピオン,C94072,怪力ボンゴ,0.24512968696951015,21.0,0.125,29
週刊少年チャンピオン,C94233,UKキングダム,0.24857831092524812,24.5,0.125,35
週刊少年チャンピオン,C94057,おれはピカ一,0.2501779531133753,25.875,0.125,74
週刊少年チャンピオン,C95625,ひもろぎ守護神,0.2502819320260281,23.125,0.125,47
週刊少年チャンピオン,C94207,SAMURAIMAN,0.25074450158271033,26.0,0.125,25
週刊少年チャンピオン,C95694,ブラック商会変奇郎,0.25339228070334363,21.125,0.125,61
週刊少年チャンピオン,C95584,パンダのこ,0.2537740115729203,7.0,0.125,53
週刊少年チャンピオン,C94990,ショウup,0.2537839819289671,26.375,0.125,17
週刊少年チャンピオン,C95114,どうぎんぐ,0.2543365282226878,23.875,0.125,70
週刊少年チャンピオン,C94519,キャラメルリンゴ,0.2553075959308285,24.625,0.125,44
週刊少年チャンピオン,C95161,特攻天女,0.2561877222136048,22.5,0.125,281
週刊少年チャンピオン,C94158,I'mダチ公,0.2608070737323422,21.75,0.125,9
週刊少年チャンピオン,C95610,必殺卓球人,0.2618456364531261,21.5,0.125,34
週刊少年チャンピオン,C95820,めざせ1等賞,0.26291745250375037,21.625,0.125,143
週刊少年チャンピオン,C95871,らんぽう,0.2634626839113314,15.875,0.125,457
週刊少年チャンピオン,C95283,南風!BunBun,0.26559359850123615,24.375,0.125,35
週刊少年チャンピオン,C95031,ジン-ジン,0.2703622758216936,23.625,0.125,38
週刊少年チャンピオン,C94827,ゲッチューまごころ便,0.27067231477112547,23.625,0.125,152
週刊少年チャンピオン,C95435,恋愛出世絵巻 えん×むす,0.2756571285394222,24.375,0.125,55
週刊少年チャンピオン,C95321,満天の星,0.2758973261444029,24.125,0.125,182
週刊少年チャンピオン,C94335,いけ!悪太郎,0.2775662957789182,21.375,0.125,48
週刊少年チャンピオン,C95808,本気!2,0.2775751166802972,21.0,0.125,17
週刊少年チャンピオン,C95774,星のブンガ,0.2812171580846159,20.625,0.125,31
週刊少年チャンピオン,C94781,代打教師 秋葉、真剣です!,0.2816490882682238,23.125,0.125,130
週刊少年チャンピオン,C95124,ドールガン,0.28247525501800214,25.875,0.125,79
週刊少年チャンピオン,C94607,ジュトン,0.2842619423124506,24.0,0.125,30
週刊少年チャンピオン,C95447,浪漫くん,0.2862614199052217,25.875,0.125,30
週刊少年チャンピオン,C95094,臀撃おしおき娘ゴータマン,0.28855783973314697,19.25,0.125,62
週刊少年チャンピオン,C95735,ペーパーブレイバー,0.29274347250495764,9.5,0.125,63
週刊少年チャンピオン,C94669,セイガク嵐,0.29339557162784125,26.25,0.125,30
週刊少年チャンピオン,C94408,エデンの戦士,0.296365580180551,25.125,0.125,19
週刊少年チャンピオン,C95580,ハングリーハート,0.2975570987373214,26.75,0.125,50
週刊少年チャンピオン,C95771,ぼくはウイリー!,0.2999853143152194,21.875,0.125,35
週刊少年チャンピオン,C94926,朔風の挽歌,0.30029176070748587,21.875,0.125,48
週刊少年チャンピオン,C94764,そして大地,0.30094713829397285,22.5,0.125,17
週刊少年チャンピオン,C94094,24のひとみ,0.3013698630136986,29.875,0.125,129
週刊少年チャンピオン,C94539,恐竜くん,0.30472636815920395,26.875,0.125,67
週刊少年チャンピオン,C95602,肥前屋十兵衛,0.30771493776527103,24.0,0.125,27
週刊少年チャンピオン,C94753,探偵ボーズ21休さん,0.30914300433369957,26.25,0.125,61
週刊少年チャンピオン,C94447,カミカゼ,0.31000443521995247,20.75,0.125,13
週刊少年チャンピオン,C95067,釣り屋ナガレ,0.310326984507431,26.25,0.125,98
週刊少年チャンピオン,C94491,キッカー烈男,0.3106459687592753,23.625,0.125,21
週刊少年チャンピオン,C94561,グラップラー刃牙,0.31094527363184077,24.25,0.125,372
週刊少年チャンピオン,C94280,熱くんの微熱,0.31319561230336007,23.875,0.125,46
週刊少年チャンピオン,C94850,吼!サムライ,0.314253020557597,25.125,0.125,28
週刊少年チャンピオン,C95065,銀翼（つばさ）,0.3155816273914463,23.0,0.125,8
週刊少年チャンピオン,C94116,Am a Boy,0.3182788542136786,20.5,0.125,18
週刊少年チャンピオン,C94578,シャカリキ!,0.31971876176144226,25.375,0.125,156
週刊少年チャンピオン,C94369,うずらコンビニエンス,0.3213483146067415,4.25,0.125,15
週刊少年チャンピオン,C95692,ブラック・ジャック,0.32254687120636255,23.125,0.125,257
週刊少年チャンピオン,C95170,となりの格闘王,0.324129243176422,24.0,0.125,86
週刊少年チャンピオン,C94120,BA-KU,0.3250176796813935,23.5,0.125,28
週刊少年チャンピオン,C94216,SPRING MAN,0.3263643180703431,25.25,0.125,35
週刊少年チャンピオン,C94396,エイケン,0.32670155388701827,26.875,0.125,160
週刊少年チャンピオン,C95099,転生ANIMA,0.3278428738079222,23.0,0.125,10
週刊少年チャンピオン,C95338,無敵看板娘,0.3304737991339721,16.0,0.125,189
週刊少年チャンピオン,C94186,NOAH'S ARK,0.33066342518427455,23.875,0.125,18
週刊少年チャンピオン,C94177,MASTER GUN MASTER,0.331673001583726,26.25,0.125,43
週刊少年チャンピオン,C94945,サンガース,0.33212689980078447,24.25,0.125,63
週刊少年チャンピオン,C95509,優駿の門,0.3329854691730283,23.625,0.125,305
週刊少年チャンピオン,C94638,すこぶるランド,0.3335798816568047,20.75,0.125,14
週刊少年チャンピオン,C94531,京四郎,0.33452613408783016,20.75,0.125,231
週刊少年チャンピオン,C95785,マーズ,0.3346561713208397,31.0,0.125,48
週刊少年チャンピオン,C94573,ジャージマン,0.3347432849977434,14.125,0.125,21
週刊少年チャンピオン,C95413,バトル・ストリート,0.33642816360427696,23.0,0.125,9
週刊少年チャンピオン,C94024,風のフィールド,0.33658506434109514,24.75,0.125,154
週刊少年チャンピオン,C95587,番長連合,0.3367672996363765,27.5,0.125,145
週刊少年チャンピオン,C95370,箕輪道伝説,0.3377204598444138,20.875,0.125,70
週刊少年チャンピオン,C94015,格闘新世紀 GO BOUT!,0.3378645729078927,24.625,0.125,29
週刊少年チャンピオン,C94551,唇にパンク,0.34063889901134525,22.375,0.125,44
週刊少年チャンピオン,C95092,伝鬼活人剣,0.3414610580909501,24.0,0.125,35
週刊少年チャンピオン,C94618,スーパー巨人,0.34193383003424405,22.375,0.125,47
週刊少年チャンピオン,C95043,チュンチュンアレイ,0.3428126431516262,16.5,0.125,13
週刊少年チャンピオン,C94621,超バージン!,0.34339547979943047,22.5,0.125,68
週刊少年チャンピオン,C94467,カリュウド,0.3443716698812808,23.25,0.125,29
週刊少年チャンピオン,C95638,ファラウェイ Far・A・Way,0.3460845364869291,24.25,0.125,24
週刊少年チャンピオン,C95056,月とスッポン,0.34701406449300315,14.875,0.125,296
週刊少年チャンピオン,C93985,おまかせ!ピース電器店,0.34790107728877445,22.75,0.125,216
週刊少年チャンピオン,C95645,風雲プロレス30年 -力道山からタイガー・マスクまで-,0.34849511812933964,22.25,0.125,130
週刊少年チャンピオン,C95020,白い弾丸,0.3494034256179366,24.5,0.125,17
週刊少年チャンピオン,C94293,呼火走,0.35192051351885145,24.125,0.125,26
週刊少年チャンピオン,C94580,邪神戦線リストラ・ボーイ,0.35357592326305487,23.375,0.125,46
週刊少年チャンピオン,C94113,A.-D.O.G.S.,0.3545053978396447,24.25,0.125,27
週刊少年チャンピオン,C94102,4P田中くん,0.35565026150084056,24.375,0.125,476
週刊少年チャンピオン,C94098,3LDKの花子さん,0.3557255255974713,12.5,0.125,40
週刊少年チャンピオン,C95781,ほんきでFU-FU,0.3559906584251197,17.25,0.125,21
週刊少年チャンピオン,C95064,椿ナイトクラブ,0.3568814450161368,21.25,0.125,63
週刊少年チャンピオン,C95167,トップスピード,0.35721882060439536,24.25,0.125,26
週刊少年チャンピオン,C95256,涅槃姫みどろ,0.35858804517404075,22.875,0.125,56
週刊少年チャンピオン,C94030,家族のオキテ,0.3586605245307207,25.75,0.125,25
週刊少年チャンピオン,C94415,王様のオーパーツ,0.3592633635350664,25.125,0.125,24
週刊少年チャンピオン,C95365,ミッドナイト,0.3607400960890222,23.5,0.125,68
週刊少年チャンピオン,C94151,GAMBLE FISH ギャンブルフィッシュ,0.36256627957160287,29.375,0.125,168
週刊少年チャンピオン,C94128,BROTHER,0.3676329712170485,23.375,0.125,22
週刊少年チャンピオン,C95807,本気!,0.36803100552825435,23.25,0.125,492
週刊少年チャンピオン,C95641,ファントム零,0.371014084427213,25.375,0.125,34
週刊少年チャンピオン,C94435,勝手にシロー,0.37113075017465436,23.75,0.125,37
週刊少年チャンピオン,C95364,ミッドシップ隼,0.3714776780443085,28.875,0.125,74
週刊少年チャンピオン,C94105,5％ブルース,0.3730988731389107,23.375,0.125,18
週刊少年チャンピオン,C94371,ウダウダやってるヒマはねェ!,0.37313370569226634,24.5,0.125,188
週刊少年チャンピオン,C95652,フォーナが走る,0.37421442300697166,21.625,0.125,38
週刊少年チャンピオン,C94878,ゴッドハンド,0.37465424111241385,23.0,0.125,9
週刊少年チャンピオン,C94314,あらぶれ力人,0.3755495738481327,23.375,0.125,29
週刊少年チャンピオン,C112585,AIの遺伝子,0.3779991667749857,19.0,0.125,82
週刊少年チャンピオン,C94191,NUDE 少女鮮明,0.3790719026447188,22.0,0.125,18
週刊少年チャンピオン,C115397,ベルリンは鐘ヤッホー,0.38502567735695475,2.0,0.125,44
週刊少年チャンピオン,C95190,トリック・リップ,0.38594860037861445,23.375,0.125,26
週刊少年チャンピオン,C95554,バビル2世,0.3871014407179972,24.0,0.125,121
週刊少年チャンピオン,C95562,パラダイス・リング,0.3878855002087228,23.0,0.125,19
週刊少年チャンピオン,C95842,モテキング!,0.3879483651865674,30.5,0.125,18
週刊少年チャンピオン,C94701,聖戦士KAZUMA,0.38868159203980096,25.0,0.125,19
週刊少年チャンピオン,C95272,バージンロケット88,0.3902111510284587,21.0,0.125,12
週刊少年チャンピオン,C94199,Pound for Pound,0.3936015442828761,27.625,0.125,43
週刊少年チャンピオン,C94936,ザ・のら犬  平塚八兵衛捜査記録,0.3943703375562132,21.875,0.125,18
週刊少年チャンピオン,C94315,有明スプライト,0.39445165247216424,23.375,0.125,12
週刊少年チャンピオン,C94164,Ｊフーリガン,0.39469216417910447,22.75,0.125,8
週刊少年チャンピオン,C94805,功夫伝奇アグニ,0.40060891250416586,24.25,0.125,16
週刊少年チャンピオン,C95307,魔島伝説ムー,0.4039830615330601,23.875,0.125,13
週刊少年チャンピオン,C94985,忍びの風太,0.4046324986070916,23.375,0.125,33
週刊少年チャンピオン,C94022,風と海とサブ,0.4056431092228296,24.0,0.125,17
週刊少年チャンピオン,C94393,ウル,0.4057019319911487,24.625,0.125,52
週刊少年チャンピオン,C110995,バイオハザード ～ヘヴンリーアイランド～,0.40705733669640015,20.5,0.125,50
週刊少年チャンピオン,C94762,愚零斗鏖,0.4079753133459308,21.625,0.125,19
週刊少年チャンピオン,C94843,拳魂 ケンダマ,0.409570953092599,23.625,0.125,17
週刊少年チャンピオン,C95107,ドウカン,0.4135572139303482,23.5,0.125,28
週刊少年チャンピオン,C95757,房総暴走族ブラック金魚,0.4148872803669732,22.375,0.125,13
週刊少年チャンピオン,C95784,麻雀鬼ウキョウ,0.41586147601223644,25.875,0.125,90
週刊少年チャンピオン,C95112,東京レスキュー,0.4160323569806316,25.375,0.125,42
週刊少年チャンピオン,C94014,格闘士ローマの星,0.4166796828192095,23.125,0.125,32
週刊少年チャンピオン,C95545,ラフ＆ラフ,0.41808196899090666,25.0,0.125,25
週刊少年チャンピオン,C94261,青空ずかん,0.41934976345092273,24.25,0.125,18
週刊少年チャンピオン,C110942,行徳の漫画家とイトの日記,0.42043670424713314,4.25,0.125,21
週刊少年チャンピオン,C95045,超人!竜巻バレー部,0.42623906325027067,23.5,0.125,26
週刊少年チャンピオン,C94577,しゃがら,0.4310187464831548,25.0,0.125,42
週刊少年チャンピオン,C94206,SAKURA斬く!,0.4328376973630482,22.25,0.125,22
週刊少年チャンピオン,C95122,東洋妖人伝 用神坊,0.43350847874053045,23.125,0.125,71
週刊少年チャンピオン,C94834,ケンカJUDO,0.43589625762811557,24.625,0.125,35
週刊少年チャンピオン,C95314,迷い家ステーション,0.43599824752588245,24.375,0.125,44
週刊少年チャンピオン,C94801,黒虎,0.43708349695075893,26.25,0.125,44
週刊少年チャンピオン,C95164,とってもアイドル,0.43783260132871515,21.375,0.125,59
週刊少年チャンピオン,C94479,ガン×ソード,0.4382100194146584,23.5,0.125,8
週刊少年チャンピオン,C94554,くにお,0.4382761290046744,25.125,0.125,37
週刊少年チャンピオン,C94803,クンクンカムカ,0.44050343249427915,12.0,0.125,32
週刊少年チャンピオン,C95262,昇れリュウ,0.44103455893499716,22.75,0.125,14
週刊少年チャンピオン,C94411,エレル,0.44162048866461423,25.375,0.125,16
週刊少年チャンピオン,C94655,スナッチャー窃,0.4453907834369253,23.0,0.125,17
週刊少年チャンピオン,C95668,ブッキラによろしく,0.44808107375915773,24.75,0.125,13
週刊少年チャンピオン,C94911,サイカチ 真夏の昆虫格闘記,0.4500890524538675,23.625,0.125,35
週刊少年チャンピオン,C95512,夕日の恋人,0.45042213764421,20.5,0.125,11
週刊少年チャンピオン,C94076,カオシックルーン,0.45372045897652,24.125,0.125,71
週刊少年チャンピオン,C111002,マジカロマジカル,0.4556365963234465,26.875,0.125,43
週刊少年チャンピオン,C95893,霊能バトル,0.45913780950726774,20.875,0.125,29
週刊少年チャンピオン,C94704,セーラー服で一晩中,0.4607223833113062,20.5,0.125,19
週刊少年チャンピオン,C112600,正義の殺人鬼,0.46392909481606165,22.25,0.125,26
週刊少年チャンピオン,C94999,少年ラケット,0.46425653359187635,32.75,0.125,105
週刊少年チャンピオン,C95204,トンボー,0.4661715908789254,8.25,0.125,40
週刊少年チャンピオン,C94359,イレギュラー,0.4675670511655986,19.0,0.125,14
週刊少年チャンピオン,C95633,ビンタ!,0.4687298666793681,26.125,0.125,18
週刊少年チャンピオン,C94197,Pika☆Pokoスクランブル!,0.47548381130862116,22.75,0.125,18
週刊少年チャンピオン,C94713,絶対解決まぐれ君,0.478153874965326,26.5,0.125,9
週刊少年チャンピオン,C95376,はぐヤン!とんじる,0.4795274353702075,8.0,0.125,41
週刊少年チャンピオン,C94355,生命のダイアリー,0.48530325488601234,23.0,0.125,8
週刊少年チャンピオン,C95747,ペンギン娘,0.488736523609808,4.75,0.125,78
週刊少年チャンピオン,C112586,BADBROS,0.48993054234227185,26.75,0.125,25
週刊少年チャンピオン,C93997,俺たち鶴高ラグビー部,0.490231426303355,25.5,0.125,20
週刊少年チャンピオン,C111051,羽恋らいおん,0.49430592826818576,28.0,0.125,34
週刊少年チャンピオン,C93991,おやじの手錠,0.49552514692900484,21.625,0.125,15
週刊少年チャンピオン,C95517,ゆっくり隼人,0.4956082782403476,23.875,0.125,10
