掲載日,掲載位置,作品名,各話名,カラー有無
1977-03-28,0.3706070287539936,こちら葛飾区亀有公園前派出所,❤射殺命令!?の巻,False
1977-04-04,0.0967741935483871,ドカベン,,False
1977-04-04,0.5015974440894568,こちら葛飾区亀有公園前派出所,❤治安の戦士!?の巻,False
1977-04-11,0.0967741935483871,ドカベン,,False
1977-04-11,0.4372990353697749,こちら葛飾区亀有公園前派出所,❤ゴキブリと両津の巻,False
1977-04-18,0.1397849462365591,ドカベン,,False
1977-04-18,0.2907348242811501,こちら葛飾区亀有公園前派出所,●派出所自慢の巻,True
1977-04-25,0.3428571428571428,こちら葛飾区亀有公園前派出所,❤部長の悪いクセ・・・・・・・・・の巻,False
1977-04-25,0.0108303249097472,ドカベン,,True
1977-05-02,0.1407942238267148,ドカベン,,False
1977-05-02,0.6063492063492063,こちら葛飾区亀有公園前派出所,快盗・鶴の007号 の巻,False
1977-05-09,0.1326164874551971,ドカベン,,False
1977-05-09,0.6063492063492063,こちら葛飾区亀有公園前派出所,●タレント志願の巻,False
1977-05-16,0.1407942238267148,ドカベン,,False
1977-05-16,0.1428571428571428,こちら葛飾区亀有公園前派出所,●お犬様の巻,False
1977-05-23,0.6571428571428571,こちら葛飾区亀有公園前派出所,❤あつい一日・・・の巻,False
1977-05-23,0.0145454545454545,ドカベン,,True
1977-05-30,0.0974729241877256,ドカベン,,False
1977-05-30,0.6571428571428571,こちら葛飾区亀有公園前派出所,亀有大合唱!?の巻,False
1977-06-06,0.4952380952380952,こちら葛飾区亀有公園前派出所,○ガンマン両津!?の巻,False
1977-06-06,0.1402877697841726,ドカベン,,False
1977-06-13,0.746031746031746,こちら葛飾区亀有公園前派出所,みあい狂騒曲の巻,False
1977-06-13,0.0971223021582733,ドカベン,,False
1977-06-20,0.0108303249097472,ドカベン,,True
1977-06-20,0.346031746031746,こちら葛飾区亀有公園前派出所,●ガッツマン両津の巻,False
1977-06-27,0.1413043478260869,ドカベン,,False
1977-06-27,0.5111111111111111,こちら葛飾区亀有公園前派出所,●取りしまり日よりの巻,False
1977-07-04,0.0974729241877256,ドカベン,,False
1977-07-04,0.6571428571428571,こちら葛飾区亀有公園前派出所,身も心も軽く!?の巻,False
1977-07-11,0.1413043478260869,ドカベン,,False
1977-07-11,0.6063492063492063,こちら葛飾区亀有公園前派出所,●スイカはいらんかね!?の巻,False
1977-07-18,0.6063492063492063,こちら葛飾区亀有公園前派出所,富豪巡査・中川の巻,False
1977-07-18,0.0108303249097472,ドカベン,,True
1977-07-25,0.1413043478260869,ドカベン,,False
1977-07-25,0.346031746031746,こちら葛飾区亀有公園前派出所,〔■☆〕雨にうたえば・・・の巻,True
1977-08-01,0.2063492063492063,こちら葛飾区亀有公園前派出所,●でました18番!の巻,False
1977-08-01,0.0145985401459854,ドカベン,,True
1977-08-08,0.0158730158730158,こちら葛飾区亀有公園前派出所,■中川邸パートⅡ大追撃!の巻,True
1977-08-08,0.1413043478260869,ドカベン,,False
1977-08-15,0.2126984126984127,こちら葛飾区亀有公園前派出所,❤ニコニコ両さんの巻,False
1977-08-15,0.010752688172043,ドカベン,,True
1977-08-22,0.1274787535410765,こちら葛飾区亀有公園前派出所,■亀有でこぼこコンビの巻,False
1977-08-22,0.0870967741935483,ドカベン,,False
1977-08-29,0.1254019292604501,ドカベン,,False
1977-08-29,0.2063492063492063,こちら葛飾区亀有公園前派出所,□両さんありがとうの巻,False
1977-09-05,0.0870967741935483,ドカベン,,False
1977-09-05,0.1428571428571428,こちら葛飾区亀有公園前派出所,■カッパの両さんの巻,False
1977-09-12,0.0097087378640776,ドカベン,,True
1977-09-12,0.346031746031746,こちら葛飾区亀有公園前派出所,■ど迫力幹事の巻,True
1977-09-19,0.2126984126984127,こちら葛飾区亀有公園前派出所,●モデル・チェンジの巻,False
1977-09-19,0.1258064516129032,ドカベン,,False
1977-09-26,0.2126984126984127,こちら葛飾区亀有公園前派出所,●祭り太鼓の巻,False
1977-09-26,0.0974729241877256,ドカベン,,False
1977-10-03,0.1428571428571428,こちら葛飾区亀有公園前派出所,●変身カウンタックの巻,False
1977-10-03,0.0971223021582733,ドカベン,,False
1977-10-10,0.0107142857142857,ドカベン,,True
1977-10-10,0.2126984126984127,こちら葛飾区亀有公園前派出所,迷子さんいらっしゃい!!の巻,False
1977-10-17,0.2126984126984127,こちら葛飾区亀有公園前派出所,●育ちざかり!?の巻,False
1977-10-17,0.1402877697841726,ドカベン,,False
1977-10-24,0.1428571428571428,こちら葛飾区亀有公園前派出所,❤恋のカウンタックの巻,False
1977-10-24,,ドカベン,,
1977-10-31,,ドカベン,,
1977-10-31,0.2126984126984127,こちら葛飾区亀有公園前派出所,●亀有のダビンチの巻,False
1977-11-07,0.0107913669064748,ドカベン,,True
1977-11-07,0.2126984126984127,こちら葛飾区亀有公園前派出所,●ふれあい運動会の巻,False
1977-11-14,0.0964285714285714,ドカベン,,False
1977-11-14,0.1401273885350318,こちら葛飾区亀有公園前派出所,●執念の追跡!の巻,False
1977-11-21,0.1407942238267148,ドカベン,,False
1977-11-21,0.2825396825396825,こちら葛飾区亀有公園前派出所,●ふるさとは遠かったの巻,False
1977-11-28,0.0964285714285714,ドカベン,,False
1977-11-28,0.1428571428571428,こちら葛飾区亀有公園前派出所,●未婚の父の巻,False
1977-12-05,0.0107142857142857,ドカベン,,True
1977-12-05,0.346031746031746,こちら葛飾区亀有公園前派出所,ラジコン決戦!の巻,True
1977-12-12,0.1397849462365591,ドカベン,,False
1977-12-12,0.5047619047619047,こちら葛飾区亀有公園前派出所,●マシンガンの男!?の巻,False
1977-12-19,0.1402877697841726,ドカベン,,False
1977-12-19,0.1428571428571428,こちら葛飾区亀有公園前派出所,❤派出所売ります!の巻,False
1977-12-26,0.346031746031746,こちら葛飾区亀有公園前派出所,★ボーナスさんこんににちわ・・・の巻,True
1978-01-01,0.0108303249097472,ドカベン,,True
1978-01-02,0.0964285714285714,ドカベン,,False
1978-01-02,0.346031746031746,こちら葛飾区亀有公園前派出所,●ポラロイド!?の巻,True
1978-01-09,0.0177304964539007,ドカベン,,True
1978-01-09,0.2126984126984127,こちら葛飾区亀有公園前派出所,❤クリスマス戦争・・・の巻,False
1978-01-16,0.1028368794326241,ドカベン,,False
1978-01-16,0.5883905013192612,こちら葛飾区亀有公園前派出所,警察ガルタの巻,False
1978-01-23,0.0121951219512195,ドカベン,,True
1978-01-30,0.1767810026385224,こちら葛飾区亀有公園前派出所,●ただ今本番中!の巻,False
1978-02-06,0.125,ドカベン,,False
1978-02-13,0.2126984126984127,こちら葛飾区亀有公園前派出所,❤立体ダコ!の巻,False
1978-02-13,0.0107913669064748,ドカベン,,True
1978-02-20,0.346031746031746,こちら葛飾区亀有公園前派出所,★鬼は内・・・!?の巻,True
1978-02-20,0.1402877697841726,ドカベン,,False
1978-02-27,0.1326164874551971,ドカベン,,False
1978-02-27,0.4539682539682539,こちら葛飾区亀有公園前派出所,❤まごころ説教!?の巻,False
1978-03-06,0.0971223021582733,ドカベン,,False
1978-03-06,0.5682539682539682,こちら葛飾区亀有公園前派出所,アドリブ旅行…の巻,False
1978-03-13,0.010752688172043,ドカベン,,True
1978-03-13,0.5047619047619047,こちら葛飾区亀有公園前派出所,★冬の旅・・・の巻,False
1978-03-20,0.4349206349206349,こちら葛飾区亀有公園前派出所,★いかりのハーレー!の巻,False
1978-03-20,0.1326164874551971,ドカベン,,False
1978-03-27,0.1326164874551971,ドカベン,,False
1978-03-27,0.5682539682539682,こちら葛飾区亀有公園前派出所,ひな祭りロック!の巻,False
1978-04-03,0.010752688172043,ドカベン,,True
1978-04-03,0.5145631067961165,こちら葛飾区亀有公園前派出所,★新作国定 忠治の巻,False
1978-04-10,0.1340579710144927,ドカベン,,False
1978-04-10,0.5145631067961165,こちら葛飾区亀有公園前派出所,ジャイアント・まゆみ!?の巻,False
1978-04-17,0.5282392026578073,こちら葛飾区亀有公園前派出所,●ミュージックライフ!の巻,False
1978-04-17,0.1485507246376811,ドカベン,,False
1978-04-24,0.0092307692307692,ドカベン,,True
1978-04-24,0.6454545454545455,こちら葛飾区亀有公園前派出所,●亀有ガンガン!?の巻,False
1978-05-01,0.1316725978647686,ドカベン,,False
