掲載日,掲載位置,作品名,各話名,カラー有無,掲載形態
1976-07-19,0.7060702875399361,こちら葛飾区亀有公園前派出所,,False,カラー各話+モノクロ各話
1976-07-26,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-08-02,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-08-09,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-08-16,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-08-23,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-08-30,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-09-06,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-09-13,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-09-20,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-09-27,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-10-04,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-10-11,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1976-10-18,0.4983922829581994,こちら葛飾区亀有公園前派出所,●下町の青年警察官の巻,False,カラー各話+モノクロ各話
1976-10-25,0.7252396166134185,こちら葛飾区亀有公園前派出所,●祭りとフータローの巻,False,カラー各話+モノクロ各話
1976-11-01,0.3429487179487179,こちら葛飾区亀有公園前派出所,●亀有の少年の巻,True,カラー各話+モノクロ各話
1976-11-08,0.5271565495207667,こちら葛飾区亀有公園前派出所,気のあうふたり!?の巻,False,カラー各話+モノクロ各話
1976-11-15,0.2715654952076677,こちら葛飾区亀有公園前派出所,❤派出所でお茶を…の巻,False,カラー各話+モノクロ各話
1976-11-22,0.0095846645367412,こちら葛飾区亀有公園前派出所,■早うち両さん!?の巻,True,カラー各話+モノクロ各話
1976-11-29,0.232,こちら葛飾区亀有公園前派出所,わたしは殺人犯・・・の巻,False,カラー各話+モノクロ各話
1976-12-13,0.0095846645367412,こちら葛飾区亀有公園前派出所,敵もさるもの!!の巻,True,カラー各話+モノクロ各話
1976-12-20,0.2204472843450479,こちら葛飾区亀有公園前派出所,●にくいヤツ!?の巻,False,カラー各話+モノクロ各話
1976-12-27,0.1373801916932907,こちら葛飾区亀有公園前派出所,●12月24日雪・・・の巻,False,カラー各話+モノクロ各話
1977-01-03,0.1373801916932907,こちら葛飾区亀有公園前派出所,❤タバコ屋の洋子ちゃん・・・の巻,False,カラー各話+モノクロ各話
1977-01-10,0.2907348242811501,こちら葛飾区亀有公園前派出所,●ナゾの男・・・・の巻,True,カラー各話+モノクロ各話
1977-01-17,0.2396166134185303,こちら葛飾区亀有公園前派出所,交剣知愛・・・の巻,False,カラー各話+モノクロ各話
1977-01-24,0.2838196286472148,こちら葛飾区亀有公園前派出所,★撃ちぞめの巻,True,カラー各話+モノクロ各話
1977-01-31,0.0079575596816976,こちら葛飾区亀有公園前派出所,伊勢神宮参拝の巻,True,カラー各話+モノクロ各話
1977-02-14,0.1373801916932907,こちら葛飾区亀有公園前派出所,●消えた派出所!?の巻,False,カラー各話+モノクロ各話
1977-02-21,0.1373801916932907,こちら葛飾区亀有公園前派出所,なめるなよ!!の巻,False,カラー各話+モノクロ各話
1977-02-28,0.1373801916932907,こちら葛飾区亀有公園前派出所,しつこさ一番!!の巻,False,カラー各話+モノクロ各話
1977-03-07,0.5015974440894568,こちら葛飾区亀有公園前派出所,●再建の日!!の巻,False,カラー各話+モノクロ各話
1977-03-14,0.3706070287539936,こちら葛飾区亀有公園前派出所,執念の人たち!の巻,False,カラー各話+モノクロ各話
1977-03-21,0.2907348242811501,こちら葛飾区亀有公園前派出所,■この世を華とするために・・・の巻,True,カラー各話+モノクロ各話
1977-03-28,0.3706070287539936,こちら葛飾区亀有公園前派出所,❤射殺命令!?の巻,False,カラー各話+モノクロ各話
1977-04-04,0.5015974440894568,こちら葛飾区亀有公園前派出所,❤治安の戦士!?の巻,False,カラー各話+モノクロ各話
1977-04-11,0.4372990353697749,こちら葛飾区亀有公園前派出所,❤ゴキブリと両津の巻,False,カラー各話+モノクロ各話
1977-04-18,0.2907348242811501,こちら葛飾区亀有公園前派出所,●派出所自慢の巻,True,カラー各話+モノクロ各話
1977-04-25,0.3428571428571428,こちら葛飾区亀有公園前派出所,❤部長の悪いクセ・・・・・・・・・の巻,False,カラー各話+モノクロ各話
1977-05-02,0.6063492063492063,こちら葛飾区亀有公園前派出所,快盗・鶴の007号 の巻,False,カラー各話+モノクロ各話
1977-05-09,0.6063492063492063,こちら葛飾区亀有公園前派出所,●タレント志願の巻,False,カラー各話+モノクロ各話
1977-05-16,0.1428571428571428,こちら葛飾区亀有公園前派出所,●お犬様の巻,False,カラー各話+モノクロ各話
1977-05-23,0.6571428571428571,こちら葛飾区亀有公園前派出所,❤あつい一日・・・の巻,False,カラー各話+モノクロ各話
1977-05-30,0.6571428571428571,こちら葛飾区亀有公園前派出所,亀有大合唱!?の巻,False,カラー各話+モノクロ各話
1977-06-06,0.4952380952380952,こちら葛飾区亀有公園前派出所,○ガンマン両津!?の巻,False,カラー各話+モノクロ各話
1977-06-13,0.746031746031746,こちら葛飾区亀有公園前派出所,みあい狂騒曲の巻,False,カラー各話+モノクロ各話
1977-06-20,0.346031746031746,こちら葛飾区亀有公園前派出所,●ガッツマン両津の巻,False,カラー各話+モノクロ各話
1977-06-27,0.5111111111111111,こちら葛飾区亀有公園前派出所,●取りしまり日よりの巻,False,カラー各話+モノクロ各話
1977-07-04,0.6571428571428571,こちら葛飾区亀有公園前派出所,身も心も軽く!?の巻,False,カラー各話+モノクロ各話
1977-07-11,0.6063492063492063,こちら葛飾区亀有公園前派出所,●スイカはいらんかね!?の巻,False,カラー各話+モノクロ各話
1977-07-18,0.6063492063492063,こちら葛飾区亀有公園前派出所,富豪巡査・中川の巻,False,カラー各話+モノクロ各話
1977-07-25,0.346031746031746,こちら葛飾区亀有公園前派出所,〔■☆〕雨にうたえば・・・の巻,True,カラー各話+モノクロ各話
1977-08-01,0.2063492063492063,こちら葛飾区亀有公園前派出所,●でました18番!の巻,False,カラー各話+モノクロ各話
1977-08-08,0.0158730158730158,こちら葛飾区亀有公園前派出所,■中川邸パートⅡ大追撃!の巻,True,カラー各話+モノクロ各話
1977-08-15,0.2126984126984127,こちら葛飾区亀有公園前派出所,❤ニコニコ両さんの巻,False,カラー各話+モノクロ各話
1977-08-22,0.1274787535410765,こちら葛飾区亀有公園前派出所,■亀有でこぼこコンビの巻,False,カラー各話+モノクロ各話
1977-08-29,0.2063492063492063,こちら葛飾区亀有公園前派出所,□両さんありがとうの巻,False,カラー各話+モノクロ各話
1977-09-05,0.1428571428571428,こちら葛飾区亀有公園前派出所,■カッパの両さんの巻,False,カラー各話+モノクロ各話
1977-09-12,0.346031746031746,こちら葛飾区亀有公園前派出所,■ど迫力幹事の巻,True,カラー各話+モノクロ各話
1977-09-19,0.2126984126984127,こちら葛飾区亀有公園前派出所,●モデル・チェンジの巻,False,カラー各話+モノクロ各話
1977-09-26,0.2126984126984127,こちら葛飾区亀有公園前派出所,●祭り太鼓の巻,False,カラー各話+モノクロ各話
1977-10-03,0.1428571428571428,こちら葛飾区亀有公園前派出所,●変身カウンタックの巻,False,カラー各話+モノクロ各話
1977-10-10,0.2126984126984127,こちら葛飾区亀有公園前派出所,迷子さんいらっしゃい!!の巻,False,カラー各話+モノクロ各話
1977-10-17,0.2126984126984127,こちら葛飾区亀有公園前派出所,●育ちざかり!?の巻,False,カラー各話+モノクロ各話
1977-10-24,0.1428571428571428,こちら葛飾区亀有公園前派出所,❤恋のカウンタックの巻,False,カラー各話+モノクロ各話
1977-10-31,0.2126984126984127,こちら葛飾区亀有公園前派出所,●亀有のダビンチの巻,False,カラー各話+モノクロ各話
1977-11-07,0.2126984126984127,こちら葛飾区亀有公園前派出所,●ふれあい運動会の巻,False,カラー各話+モノクロ各話
1977-11-14,0.1401273885350318,こちら葛飾区亀有公園前派出所,●執念の追跡!の巻,False,カラー各話+モノクロ各話
1977-11-21,0.2825396825396825,こちら葛飾区亀有公園前派出所,●ふるさとは遠かったの巻,False,カラー各話+モノクロ各話
1977-11-28,0.1428571428571428,こちら葛飾区亀有公園前派出所,●未婚の父の巻,False,カラー各話+モノクロ各話
1977-12-05,0.346031746031746,こちら葛飾区亀有公園前派出所,ラジコン決戦!の巻,True,カラー各話+モノクロ各話
1977-12-12,0.5047619047619047,こちら葛飾区亀有公園前派出所,●マシンガンの男!?の巻,False,カラー各話+モノクロ各話
1977-12-19,0.1428571428571428,こちら葛飾区亀有公園前派出所,❤派出所売ります!の巻,False,カラー各話+モノクロ各話
1977-12-26,0.346031746031746,こちら葛飾区亀有公園前派出所,★ボーナスさんこんににちわ・・・の巻,True,カラー各話+モノクロ各話
1978-01-02,0.346031746031746,こちら葛飾区亀有公園前派出所,●ポラロイド!?の巻,True,カラー各話+モノクロ各話
1978-01-09,0.2126984126984127,こちら葛飾区亀有公園前派出所,❤クリスマス戦争・・・の巻,False,カラー各話+モノクロ各話
1978-01-16,0.5883905013192612,こちら葛飾区亀有公園前派出所,警察ガルタの巻,False,カラー各話+モノクロ各話
1978-01-30,0.1767810026385224,こちら葛飾区亀有公園前派出所,●ただ今本番中!の巻,False,カラー各話+モノクロ各話
1978-02-13,0.2126984126984127,こちら葛飾区亀有公園前派出所,❤立体ダコ!の巻,False,カラー各話+モノクロ各話
1978-02-20,0.346031746031746,こちら葛飾区亀有公園前派出所,★鬼は内・・・!?の巻,True,カラー各話+モノクロ各話
1978-02-27,0.4539682539682539,こちら葛飾区亀有公園前派出所,❤まごころ説教!?の巻,False,カラー各話+モノクロ各話
1978-03-06,0.5682539682539682,こちら葛飾区亀有公園前派出所,アドリブ旅行…の巻,False,カラー各話+モノクロ各話
1978-03-13,0.5047619047619047,こちら葛飾区亀有公園前派出所,★冬の旅・・・の巻,False,カラー各話+モノクロ各話
1978-03-20,0.4349206349206349,こちら葛飾区亀有公園前派出所,★いかりのハーレー!の巻,False,カラー各話+モノクロ各話
1978-03-27,0.5682539682539682,こちら葛飾区亀有公園前派出所,ひな祭りロック!の巻,False,カラー各話+モノクロ各話
1978-04-03,0.5145631067961165,こちら葛飾区亀有公園前派出所,★新作国定 忠治の巻,False,カラー各話+モノクロ各話
1978-04-10,0.5145631067961165,こちら葛飾区亀有公園前派出所,ジャイアント・まゆみ!?の巻,False,カラー各話+モノクロ各話
1978-04-17,0.5282392026578073,こちら葛飾区亀有公園前派出所,●ミュージックライフ!の巻,False,カラー各話+モノクロ各話
1978-04-24,0.6454545454545455,こちら葛飾区亀有公園前派出所,●亀有ガンガン!?の巻,False,カラー各話+モノクロ各話
1978-05-01,0.5145631067961165,こちら葛飾区亀有公園前派出所,❤アイドル・ポリスの巻,False,カラー各話+モノクロ各話
1978-05-08,0.6079734219269103,こちら葛飾区亀有公園前派出所,❤自殺ゲーム!?の巻,False,カラー各話+モノクロ各話
1978-05-15,0.7722772277227723,こちら葛飾区亀有公園前派出所,●スクランブル・レースの巻,False,カラー各話+モノクロ各話
1978-05-22,0.4735099337748344,こちら葛飾区亀有公園前派出所,●マルチ時代!?の巻,False,カラー各話+モノクロ各話
1978-05-29,0.2229508196721311,こちら葛飾区亀有公園前派出所,リングアウト!?・・・の巻,False,カラー各話+モノクロ各話
1978-06-05,0.6622950819672131,こちら葛飾区亀有公園前派出所,☆亀有の夜はやさしく!?の巻,False,カラー各話+モノクロ各話
1978-06-12,0.5475409836065573,こちら葛飾区亀有公園前派出所,○屋根の上の休日・・・の巻,False,カラー各話+モノクロ各話
1978-06-19,0.8098360655737705,こちら葛飾区亀有公園前派出所,公園ブギウギ・・・の巻,False,カラー各話+モノクロ各話
1978-06-26,0.0162337662337662,こちら葛飾区亀有公園前派出所,☆ガンファイター!の巻,True,カラー各話+モノクロ各話
1978-07-03,0.2240802675585284,こちら葛飾区亀有公園前派出所,❤安全バンド再び!の巻,False,カラー各話+モノクロ各話
1978-07-10,0.4590163934426229,こちら葛飾区亀有公園前派出所,●奪還!の巻,False,カラー各話+モノクロ各話
1978-07-17,0.6262295081967213,こちら葛飾区亀有公園前派出所,適材適署!?の巻,False,カラー各話+モノクロ各話
1978-07-24,0.6063492063492063,こちら葛飾区亀有公園前派出所,山奥村大戦争の巻,False,カラー各話+モノクロ各話
1978-07-31,0.3311475409836065,こちら葛飾区亀有公園前派出所,●部長代行の日!?の巻,False,カラー各話+モノクロ各話
1978-08-07,0.4207792207792207,こちら葛飾区亀有公園前派出所,❤愛があれば・・・の巻,False,カラー各話+モノクロ各話
1978-08-14,0.6262295081967213,こちら葛飾区亀有公園前派出所,❤いとしのマイカー!の巻,False,カラー各話+モノクロ各話
1978-08-21,0.6065573770491803,こちら葛飾区亀有公園前派出所,モー暑粉砕!の巻,False,カラー各話+モノクロ各話
1978-08-28,0.5114754098360655,こちら葛飾区亀有公園前派出所,❤モンスター・ポリスの巻,False,カラー各話+モノクロ各話
1978-09-04,0.2196721311475409,こちら葛飾区亀有公園前派出所,夕立ち!の巻,False,カラー各話+モノクロ各話
1978-09-11,0.4254742547425474,こちら葛飾区亀有公園前派出所,野菜カレー!の巻,False,カラー各話+モノクロ各話
1978-09-18,0.0160771704180064,こちら葛飾区亀有公園前派出所,■ポール・中川来日す!の巻,True,カラー各話+モノクロ各話
1978-09-25,0.4557377049180328,こちら葛飾区亀有公園前派出所,征服志願!の巻,False,カラー各話+モノクロ各話
1978-10-02,0.6622950819672131,こちら葛飾区亀有公園前派出所,■お巡りさんコールの巻,False,カラー各話+モノクロ各話
1978-10-09,0.2885245901639344,こちら葛飾区亀有公園前派出所,★レディー!?の巻,False,カラー各話+モノクロ各話
1978-10-16,0.4295081967213114,こちら葛飾区亀有公園前派出所,★パトロール・デイト!?の巻,False,カラー各話+モノクロ各話
1978-10-23,0.6163934426229508,こちら葛飾区亀有公園前派出所,●風よ吹け!の巻,False,カラー各話+モノクロ各話
1978-10-30,0.7016393442622951,こちら葛飾区亀有公園前派出所,さすらいのワンちゃんの巻,False,カラー各話+モノクロ各話
1978-11-06,0.5591054313099042,こちら葛飾区亀有公園前派出所,●野球必勝法!?の巻,False,カラー各話+モノクロ各話
1978-11-13,0.7311475409836066,こちら葛飾区亀有公園前派出所,●バイク倶楽部の巻,False,カラー各話+モノクロ各話
1978-11-20,,こちら葛飾区亀有公園前派出所,,,カラー各話+モノクロ各話
1978-11-27,0.4065573770491803,こちら葛飾区亀有公園前派出所,●亀有バザールの巻,False,カラー各話+モノクロ各話
1978-12-04,0.6764705882352942,こちら葛飾区亀有公園前派出所,❤麗子巡査の秘密!?の巻,False,カラー各話+モノクロ各話
1978-12-11,0.6950819672131148,こちら葛飾区亀有公園前派出所,●ギャンブル狂時代の巻,False,カラー各話+モノクロ各話
1978-12-18,0.4052287581699346,こちら葛飾区亀有公園前派出所,●土俵の鬼!?の巻,False,カラー各話+モノクロ各話
1978-12-25,0.6476964769647696,こちら葛飾区亀有公園前派出所,●ボーナスはまだか!?の巻,False,カラー各話+モノクロ各話
1979-01-01,0.6143790849673203,こちら葛飾区亀有公園前派出所,●こてんコテン!?の巻,False,カラー各話+モノクロ各話
1979-01-15,0.4909090909090909,こちら葛飾区亀有公園前派出所,●歳末サバイバルの巻,False,カラー各話+モノクロ各話
1979-01-29,0.7020725388601037,こちら葛飾区亀有公園前派出所,●年ごろ!?の巻,False,カラー各話+モノクロ各話
1979-02-12,0.5409836065573771,こちら葛飾区亀有公園前派出所,挑戦【チャレンジ】ギネスブック!?の巻,False,カラー各話+モノクロ各話
1979-02-19,0.5377049180327869,こちら葛飾区亀有公園前派出所,●人間適性検査!?の巻,False,カラー各話+モノクロ各話
1979-02-26,0.0163934426229508,こちら葛飾区亀有公園前派出所,★拳銃無宿!?の巻,True,カラー各話+モノクロ各話
1979-03-05,0.6885245901639344,こちら葛飾区亀有公園前派出所,ぼくら少年剣士!の巻,False,カラー各話+モノクロ各話
1979-03-12,0.7475409836065574,こちら葛飾区亀有公園前派出所,●馬の目をみろ!の巻,False,カラー各話+モノクロ各話
1979-03-19,0.819672131147541,こちら葛飾区亀有公園前派出所,●かめありエンジェルス!?の巻,False,カラー各話+モノクロ各話
1979-03-26,0.6491803278688525,こちら葛飾区亀有公園前派出所,●夢一夜!?の巻,False,カラー各話+モノクロ各話
1979-04-02,0.7040498442367601,こちら葛飾区亀有公園前派出所,●ねんころりん!?の巻,False,カラー各話+モノクロ各話
1979-04-09,0.6448598130841121,こちら葛飾区亀有公園前派出所,●おお ティータイムの巻,False,カラー各話+モノクロ各話
1979-04-16,0.7422360248447205,こちら葛飾区亀有公園前派出所,●わがよき友よ!?の巻,False,カラー各話+モノクロ各話
1979-04-23,0.0598290598290598,こちら葛飾区亀有公園前派出所,●本官は勤務中!の巻,False,カラー各話+モノクロ各話
1979-04-30,0.7422360248447205,こちら葛飾区亀有公園前派出所,●ファイター!!の巻,False,カラー各話+モノクロ各話
1979-05-07,0.8074534161490683,こちら葛飾区亀有公園前派出所,★天下ご免!の巻,False,カラー各話+モノクロ各話
1979-05-14,0.7445482866043613,こちら葛飾区亀有公園前派出所,●ミスター・ズウの巻,False,カラー各話+モノクロ各話
1979-05-21,0.5907859078590786,こちら葛飾区亀有公園前派出所,がんばれ!チャーリーの巻,False,カラー各話+モノクロ各話
1979-05-28,0.7151515151515152,こちら葛飾区亀有公園前派出所,☆麗子、両津の爆笑ギャグツアー〔●1〕 酒飲むべし!  の巻,False,カラー各話+モノクロ各話
1979-06-04,0.7818181818181819,こちら葛飾区亀有公園前派出所,★爆笑ギャグツアー〔●2〕 ビーナスブリッジ!の巻,False,カラー各話+モノクロ各話
1979-06-11,0.6484149855907781,こちら葛飾区亀有公園前派出所,●実戦セールス講座!?の巻,False,カラー各話+モノクロ各話
1979-06-18,0.8442367601246106,こちら葛飾区亀有公園前派出所,下町カボチャ!の巻,False,カラー各話+モノクロ各話
1979-06-25,0.6027027027027027,こちら葛飾区亀有公園前派出所,●友人代表・・・の巻,False,カラー各話+モノクロ各話
1979-07-02,0.0743034055727554,こちら葛飾区亀有公園前派出所,●苦走!の巻,False,カラー各話+モノクロ各話
1979-07-09,0.6448598130841121,こちら葛飾区亀有公園前派出所,祭り気分!の巻,False,カラー各話+モノクロ各話
1979-07-16,0.5202492211838006,こちら葛飾区亀有公園前派出所,■私設警察! の巻,False,カラー各話+モノクロ各話
1979-07-23,0.3008130081300813,こちら葛飾区亀有公園前派出所,●ローラー大作戦! の巻,True,カラー各話+モノクロ各話
1979-07-30,0.4080996884735202,こちら葛飾区亀有公園前派出所,■違反はイカン!の巻,False,カラー各話+モノクロ各話
1979-08-06,0.2032085561497326,こちら葛飾区亀有公園前派出所,●スーパー麗子!の巻,False,カラー各話+モノクロ各話
1979-08-13,0.7258566978193146,こちら葛飾区亀有公園前派出所,●女の意地!の巻,False,カラー各話+モノクロ各話
1979-08-20,0.0725552050473186,こちら葛飾区亀有公園前派出所,大和魂保存会!?の巻,False,カラー各話+モノクロ各話
1979-08-27,0.7588075880758808,こちら葛飾区亀有公園前派出所,●亀有村塾!?の巻,False,カラー各話+モノクロ各話
1979-09-03,0.6199376947040498,こちら葛飾区亀有公園前派出所,●汗は金なり!?の巻,False,カラー各話+モノクロ各話
1979-09-10,0.013550135501355,こちら葛飾区亀有公園前派出所,■闇の爆音!の巻,True,カラー各話+モノクロ各話
1979-09-17,0.6822429906542056,こちら葛飾区亀有公園前派出所,四畳半ライフ!?の巻,False,カラー各話+モノクロ各話
1979-09-24,0.3395638629283489,こちら葛飾区亀有公園前派出所,●風をきれ!の巻,True,カラー各話+モノクロ各話
1979-10-01,0.6355140186915887,こちら葛飾区亀有公園前派出所,●カサ行脚【アンギヤ】の巻,False,カラー各話+モノクロ各話
1979-10-08,0.6105919003115264,こちら葛飾区亀有公園前派出所,ああ!マイホームの巻,False,カラー各話+モノクロ各話
1979-10-15,0.6728971962616822,こちら葛飾区亀有公園前派出所,●クラス会の巻,False,カラー各話+モノクロ各話
1979-10-22,0.8644986449864499,こちら葛飾区亀有公園前派出所,●台風に愛された男の巻,False,カラー各話+モノクロ各話
1979-10-29,0.7112462006079028,こちら葛飾区亀有公園前派出所,●長い一日!?の巻,False,カラー各話+モノクロ各話
1979-11-05,0.7102803738317757,こちら葛飾区亀有公園前派出所,■ハーレーのち曇り!?の巻,False,カラー各話+モノクロ各話
1979-11-12,0.8130841121495327,こちら葛飾区亀有公園前派出所,■劇画刑事・星 逃田!の巻,False,カラー各話+モノクロ各話
1979-11-19,0.8161993769470405,こちら葛飾区亀有公園前派出所,●オクラホマ・ミキサーの巻,False,カラー各話+モノクロ各話
1979-11-26,0.7777777777777778,こちら葛飾区亀有公園前派出所,■コンバット!の巻,False,カラー各話+モノクロ各話
1979-12-03,0.5109034267912772,こちら葛飾区亀有公園前派出所,□交通安全指導講習会の巻,False,カラー各話+モノクロ各話
1979-12-10,0.7445482866043613,こちら葛飾区亀有公園前派出所,■本官は金無中!の巻,False,カラー各話+モノクロ各話
1979-12-17,0.7601246105919003,こちら葛飾区亀有公園前派出所,★スピード狂時代!の巻,False,カラー各話+モノクロ各話
1979-12-24,0.7777777777777778,こちら葛飾区亀有公園前派出所,■ギア・チェンジ!?の巻,False,カラー各話+モノクロ各話
1980-01-07,0.6230529595015576,こちら葛飾区亀有公園前派出所,●薬の時間!,False,カラー各話+モノクロ各話
1980-01-14,0.8130841121495327,こちら葛飾区亀有公園前派出所,劇画刑事・星 逃田Ⅱの巻,False,カラー各話+モノクロ各話
1980-01-21,0.7412935323383084,こちら葛飾区亀有公園前派出所,初日の出!の巻,False,カラー各話+モノクロ各話
1980-02-04,0.7935323383084577,こちら葛飾区亀有公園前派出所,○ふたりの本田!?の巻,False,カラー各話+モノクロ各話
1980-02-18,0.698170731707317,こちら葛飾区亀有公園前派出所,●カメ型人間!の巻,False,カラー各話+モノクロ各話
1980-02-25,0.7598784194528876,こちら葛飾区亀有公園前派出所,■オレも男だ!の巻,False,カラー各話+モノクロ各話
1980-03-03,0.5772357723577236,こちら葛飾区亀有公園前派出所,★おくれてきた年賀状の巻,False,カラー各話+モノクロ各話
1980-03-10,0.756838905775076,こちら葛飾区亀有公園前派出所,■マイク・パワー・・・の巻,False,カラー各話+モノクロ各話
1980-03-17,0.8237082066869301,こちら葛飾区亀有公園前派出所,●受験天獄!?の巻,False,カラー各話+モノクロ各話
1980-03-24,0.7629179331306991,こちら葛飾区亀有公園前派出所,ヤマトダマシイ!の巻,False,カラー各話+モノクロ各話
1980-03-31,0.8461538461538461,こちら葛飾区亀有公園前派出所,●部下一同よりの巻,False,カラー各話+モノクロ各話
1980-04-07,0.5653495440729484,こちら葛飾区亀有公園前派出所,■み仏の心!?の巻,False,カラー各話+モノクロ各話
1980-04-14,0.5076923076923077,こちら葛飾区亀有公園前派出所,★プレッシャー!の巻,False,カラー各話+モノクロ各話
1980-04-21,0.331306990881459,こちら葛飾区亀有公園前派出所,★くるい咲き!?の巻,True,カラー各話+モノクロ各話
1980-04-28,0.724233983286908,こちら葛飾区亀有公園前派出所,■ヘビーQ!?の巻,False,カラー各話+モノクロ各話
1980-05-05,0.0151975683890577,こちら葛飾区亀有公園前派出所,●ああ!忍者部隊の巻,True,カラー各話+モノクロ各話
1980-05-12,0.6565349544072948,こちら葛飾区亀有公園前派出所,❤恋のマッドハウス!?の巻,False,カラー各話+モノクロ各話
1980-05-19,0.7659574468085106,こちら葛飾区亀有公園前派出所,●両津大明神!?の巻,False,カラー各話+モノクロ各話
1980-05-26,0.7264437689969605,こちら葛飾区亀有公園前派出所,●発明の日!の巻,False,カラー各話+モノクロ各話
1980-06-02,0.7777777777777778,こちら葛飾区亀有公園前派出所,■真夜中のパイロット!の巻《前編》,False,カラー各話+モノクロ各話
1980-06-09,0.8099688473520249,こちら葛飾区亀有公園前派出所,■真夜中のパイロット!の巻後編,False,カラー各話+モノクロ各話
1980-06-16,0.8753894080996885,こちら葛飾区亀有公園前派出所,●鋼鉄の人!の巻,False,カラー各話+モノクロ各話
1980-06-23,0.7445482866043613,こちら葛飾区亀有公園前派出所,■ラプソデーの巻,False,カラー各話+モノクロ各話
1980-06-30,0.7566765578635015,こちら葛飾区亀有公園前派出所,■カギっ子!?の巻,False,カラー各話+モノクロ各話
1980-07-07,0.6296296296296297,こちら葛飾区亀有公園前派出所,●ノンストップ!の巻,False,カラー各話+モノクロ各話
1980-07-14,0.67003367003367,こちら葛飾区亀有公園前派出所,●ガキ大将! 勘吉の巻,False,カラー各話+モノクロ各話
1980-07-21,0.8047138047138047,こちら葛飾区亀有公園前派出所,❤男たちへ・・・!の巻,False,カラー各話+モノクロ各話
1980-07-28,0.7739130434782608,こちら葛飾区亀有公園前派出所,●親をよべ! の巻,False,カラー各話+モノクロ各話
1980-08-04,0.4709480122324159,こちら葛飾区亀有公園前派出所,☆白バイ鬼の十訓!の巻,False,カラー各話+モノクロ各話
1980-08-11,0.6146788990825688,こちら葛飾区亀有公園前派出所,両津将棋教室の巻,False,カラー各話+モノクロ各話
1980-08-18,0.4709480122324159,こちら葛飾区亀有公園前派出所,よい子たちへ!!の巻,False,カラー各話+モノクロ各話
1980-08-25,0.7125382262996942,こちら葛飾区亀有公園前派出所,■ボクたち強い子!?の巻,False,カラー各話+モノクロ各話
1980-09-01,0.5963302752293578,こちら葛飾区亀有公園前派出所,●メンソーレ《前編》の巻,False,カラー各話+モノクロ各話
1980-09-08,0.6941896024464832,こちら葛飾区亀有公園前派出所,■メンソーレ《後編》の巻,False,カラー各話+モノクロ各話
1980-09-15,0.073394495412844,こちら葛飾区亀有公園前派出所,●本田VS本口パートⅠの巻,False,カラー各話+モノクロ各話
1980-09-22,0.0151975683890577,こちら葛飾区亀有公園前派出所,★本田VS本口 パートⅡの巻,True,カラー各話+モノクロ各話
1980-09-29,0.4923547400611621,こちら葛飾区亀有公園前派出所,●うらしまポリス!?の巻,False,カラー各話+モノクロ各話
1980-10-06,0.4923547400611621,こちら葛飾区亀有公園前派出所,●のろいの車!?の巻,False,カラー各話+モノクロ各話
1980-10-13,0.4984709480122324,こちら葛飾区亀有公園前派出所,大江戸騒動!月光小僧参上の巻,False,カラー各話+モノクロ各話
1980-10-20,0.6269113149847095,こちら葛飾区亀有公園前派出所,SPACE POLICE スペース・ポリスの巻,False,カラー各話+モノクロ各話
1980-10-27,0.6269113149847095,こちら葛飾区亀有公園前派出所,●ああ青春! の巻,False,カラー各話+モノクロ各話
1980-11-03,0.5657492354740061,こちら葛飾区亀有公園前派出所,●走れ両さん! の巻,False,カラー各話+モノクロ各話
1980-11-10,0.5045871559633027,こちら葛飾区亀有公園前派出所,〔クローバー〕備えあれば・・・の巻,False,カラー各話+モノクロ各話
1980-11-17,0.5640243902439024,こちら葛飾区亀有公園前派出所,◆ハッピーバースデー!?の巻,False,カラー各話+モノクロ各話
1980-11-24,0.5623100303951368,こちら葛飾区亀有公園前派出所,❤花嫁の父の巻,False,カラー各話+モノクロ各話
1980-12-01,0.5623100303951368,こちら葛飾区亀有公園前派出所,■心のこり・・・の巻,False,カラー各話+モノクロ各話
1980-12-08,0.400611620795107,こちら葛飾区亀有公園前派出所,■線路は つづく!の巻,False,カラー各話+モノクロ各話
1980-12-15,0.4617737003058104,こちら葛飾区亀有公園前派出所,■今夜は無礼講!!の巻,False,カラー各話+モノクロ各話
1980-12-22,0.4984709480122324,こちら葛飾区亀有公園前派出所,◆カミカゼ・ポリスの巻,False,カラー各話+モノクロ各話
1980-12-29,0.4311926605504587,こちら葛飾区亀有公園前派出所,●火の用心の巻,False,カラー各話+モノクロ各話
