ccid,crtid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname,crtname
C90440,CCRT02722,男いっぴき大行進,3,1,0,1978-12-03,1979-06-24,C119033,週刊少年マガジン,秋月研二
C90441,CCRT02064,男おいどん,115,0,6,1971-05-09,1973-08-05,C119033,週刊少年マガジン,松本零士
C90442,CCRT01700,男ぞ!硬介,17,4,0,1980-06-15,1980-10-05,C119033,週刊少年マガジン,川三番地
C90443,CCRT02230,男魂ロック,22,0,2,2012-10-31,2013-04-10,C119033,週刊少年マガジン,榎本智
C90444,CCRT02996,男は清次,4,0,0,1972-03-26,1972-06-25,C119033,週刊少年マガジン,谷郁夫
C90445,CCRT02663,おとし穴,1,1,0,1971-03-21,1971-03-21,C119033,週刊少年マガジン,石森章太郎
C90446,CCRT02230,お年玉ロック,1,0,0,2012-11-28,2012-11-28,C119033,週刊少年マガジン,榎本智
C90447,CCRT02393,おとな,1,0,0,2010-01-29,2010-01-29,C119033,週刊少年マガジン,流石景
C90448,CCRT00572,おとぼけﾎﾞｰｲ,1,0,0,1989-10-04,1989-10-04,C119033,週刊少年マガジン,ロドリゲス高橋
C90449,CCRT03148,お友達から,1,0,1,2014-07-02,2014-07-02,C119033,週刊少年マガジン,長門知大
C90451,CCRT02507,鬼神少年,1,1,0,1979-03-25,1979-03-25,C119033,週刊少年マガジン,玄太郎
C90452,CCRT02794,鬼若と牛若 Edge of the World,6,0,2,2010-05-05,2010-06-16,C119033,週刊少年マガジン,綾峰欄人
C90452,CCRT03203,鬼若と牛若 Edge of the World,6,0,2,2010-05-05,2010-06-16,C119033,週刊少年マガジン,青樹佑夜
C90453,CCRT01263,小野伸二物語,1,0,1,2002-06-12,2002-06-12,C119033,週刊少年マガジン,大島司
C90454,CCRT03008,おバカさん,8,0,0,1978-02-12,1978-04-02,C119033,週刊少年マガジン,赤塚不二夫
C90455,CCRT00353,オバフェン・キッド,1,0,0,1987-02-11,1987-02-11,C119033,週刊少年マガジン,もとはしまさひで
C90456,CCRT01211,オフサイド,258,5,12,1983-03-18,1992-04-15,C119033,週刊少年マガジン,塀内夏子
C90456,CCRT01212,オフサイド,258,5,12,1983-03-18,1992-04-15,C119033,週刊少年マガジン,塀内真人
C90458,CCRT02374,思い出のKISSシーン,1,0,0,1990-03-07,1990-03-07,C119033,週刊少年マガジン,河方かおる
C90459,CCRT02322,オモライクン,24,0,6,1972-01-01,1972-08-06,C119033,週刊少年マガジン,永井豪とダイナミック・プロ
C90460,CCRT00253,おもろいやんけ,1,0,0,1987-03-11,1987-03-11,C119033,週刊少年マガジン,なかいま強
C90461,CCRT02856,全身総毛立的暗黒漫画,2,0,0,1970-11-29,1970-12-06,C119033,週刊少年マガジン,草原タカオ
C90462,CCRT02726,親バカ天国,28,0,1,1970-08-02,1971-02-21,C119033,週刊少年マガジン,秋竜山
C90463,CCRT00182,お山の五九,1,0,1,1985-05-15,1985-05-15,C119033,週刊少年マガジン,さだやす圭
C90464,CCRT00852,おゆき三度笠,4,0,2,1971-04-04,1971-04-25,C119033,週刊少年マガジン,伴砂夢
C90465,CCRT00852,おらァ天下のジロ長だ,8,0,1,1971-05-23,1971-07-11,C119033,週刊少年マガジン,伴砂夢
C90466,CCRT02608,オリンパスマナスル隊’78　二人だけのマナスル挑戦,1,1,0,1978-10-08,1978-10-08,C119033,週刊少年マガジン,矢口高雄
C90467,CCRT00131,俺たちのロード,3,0,0,1979-11-04,1980-02-24,C119033,週刊少年マガジン,かざま鋭二
C90468,CCRT00219,おれたちの魔女,1,0,0,1980-08-31,1980-08-31,C119033,週刊少年マガジン,たかもち・げん
C90469,CCRT01211,おれたちの頂,13,3,0,1983-07-13,1983-12-07,C119033,週刊少年マガジン,塀内夏子
C90470,CCRT00389,俺たち…プロレスら!,10,0,0,1985-01-16,1986-10-22,C119033,週刊少年マガジン,よこだ純
C90471,CCRT01985,俺のデカプリンちゃん,2,0,0,1981-04-08,1981-09-02,C119033,週刊少年マガジン,本山一城
C90472,CCRT00596,俺の話を聞いてくれ!!,1,0,0,1995-08-09,1995-08-09,C119033,週刊少年マガジン,三井カツオ
C90473,CCRT00362,オレのマーメイド,1,0,0,1981-08-05,1981-08-05,C119033,週刊少年マガジン,やぎむら亜樹
C90474,CCRT00649,俺のメイドの里帰り,1,0,0,2013-04-24,2013-04-24,C119033,週刊少年マガジン,上田ゆい
C90475,CCRT01085,俺はガメリスト,4,0,1,1972-01-23,1972-02-13,C119033,週刊少年マガジン,叶バンチョウ
C90476,CCRT00465,おれはキャプテン,60,0,3,2003-09-24,2009-01-15,C119033,週刊少年マガジン,コージィ❤城倉
C90477,CCRT00601,おれは元気だぜ,1,0,0,1989-11-29,1989-11-29,C119033,週刊少年マガジン,三原ゆうすけ
C90478,CCRT00472,おれは五馬力ぶっちぎり!!,1,0,0,1980-12-21,1980-12-21,C119033,週刊少年マガジン,サトウ・ユウ
C90479,CCRT01700,おれは埼玉のまこと犬,1,0,0,1982-06-02,1982-06-02,C119033,週刊少年マガジン,川三番地
C90480,CCRT00190,気まぐれ・夏・タイフーン,1,0,0,1982-07-21,1982-07-21,C119033,週刊少年マガジン,さなだしんじ
C90481,CCRT01700,気ままにスクラム,15,2,2,1985-09-11,1986-01-02,C119033,週刊少年マガジン,川三番地
C90482,CCRT02471,君のいる町,265,0,24,2008-06-11,2014-02-26,C119033,週刊少年マガジン,瀬尾公治
C90483,CCRT00620,きみの思いを声にして!,2,0,0,1993-10-27,1993-11-03,C119033,週刊少年マガジン,三枝義浩
C90485,CCRT02162,君を回したい。,30,0,1,2013-07-03,2014-05-28,C119033,週刊少年マガジン,梅山たらこ
C90486,CCRT00620,キムンカムイ,36,0,1,1999-03-03,1999-12-01,C119033,週刊少年マガジン,三枝義浩
C90491,CCRT01355,キャプテンキッド,38,0,1,1991-02-13,1992-05-13,C119033,週刊少年マガジン,宇野比呂士
C90494,CCRT03200,ギャロップ!,2,0,0,1995-02-15,1995-02-22,C119033,週刊少年マガジン,青柳孝夫
C90495,CCRT00351,ぎゃんばるGang,42,8,0,1983-05-11,1984-03-07,C119033,週刊少年マガジン,むつ利之
C90496,CCRT00180,勝負師伝説 哲也　～雀聖と呼ばれた男～,139,0,5,1997-07-30,2000-06-28,C119033,週刊少年マガジン,さいふうめい
C90496,CCRT01906,勝負師伝説 哲也　～雀聖と呼ばれた男～,139,0,5,1997-07-30,2000-06-28,C119033,週刊少年マガジン,星野泰視
C90497,CCRT00180,勝負師伝説哲也－雀聖と呼ばれた男－　新宿激闘編,8,0,2,2000-07-19,2000-09-13,C119033,週刊少年マガジン,さいふうめい
C90497,CCRT01906,勝負師伝説哲也－雀聖と呼ばれた男－　新宿激闘編,8,0,2,2000-07-19,2000-09-13,C119033,週刊少年マガジン,星野泰視
C90498,CCRT02372,究極のグルメ　好田右夫物語,1,0,0,1987-02-11,1987-02-11,C119033,週刊少年マガジン,河合単
C90499,CCRT01483,究極のガンダムを創れ! ～ガンプラ開発物語～,1,0,1,2002-08-14,2002-08-14,C119033,週刊少年マガジン,小林徹也
C90499,CCRT01535,究極のガンダムを創れ! ～ガンプラ開発物語～,1,0,1,2002-08-14,2002-08-14,C119033,週刊少年マガジン,屋代川隆史
C90500,CCRT02194,球聖ビスマルク物語,2,0,1,1994-11-02,1994-11-09,C119033,週刊少年マガジン,森浦勲
C90504,CCRT01939,強敵あらわる!!,1,0,0,1994-10-19,1994-10-19,C119033,週刊少年マガジン,朝基まさし
C90505,CCRT01490,今日の女バレ,30,0,1,2013-02-13,2014-04-30,C119033,週刊少年マガジン,小林開
C90507,CCRT02301,脅迫スリーラン,1,0,1,1973-08-19,1973-08-19,C119033,週刊少年マガジン,水島新司
C90510,CCRT01836,恐怖の転校生,1,0,0,2002-03-27,2002-03-27,C119033,週刊少年マガジン,拓磨彰彦
C90512,CCRT02301,恐怖のTO砲,1,0,1,1974-03-03,1974-03-03,C119033,週刊少年マガジン,水島新司
C90513,CCRT02539,今日もケンコー,1,0,0,1982-06-09,1982-06-09,C119033,週刊少年マガジン,田村信
C90514,CCRT02539,今日もケンコーⅡ,1,0,0,1982-07-21,1982-07-21,C119033,週刊少年マガジン,田村信
C90515,CCRT02052,今日より、あした!,1,0,1,2005-06-29,2005-06-29,C119033,週刊少年マガジン,松木洋一郎
C90518,CCRT01718,巨人の星,24,0,4,1970-08-02,1971-01-17,C119033,週刊少年マガジン,川崎のぼるとカワサキプロ
C90518,CCRT02172,巨人の星,24,0,4,1970-08-02,1971-01-17,C119033,週刊少年マガジン,梶原一騎
C90519,CCRT01717,巨人の星外伝それからの飛雄馬,1,1,0,1978-02-12,1978-02-12,C119033,週刊少年マガジン,川崎のぼる
C90519,CCRT02172,巨人の星外伝それからの飛雄馬,1,1,0,1978-02-12,1978-02-12,C119033,週刊少年マガジン,梶原一騎
C90520,CCRT01369,キラキラ!,72,0,2,1989-01-01,1990-06-06,C119033,週刊少年マガジン,安達哲
C90521,CCRT00196,きらめきバイブレーション,1,0,0,1982-10-13,1982-10-13,C119033,週刊少年マガジン,しげの秀一
C90522,CCRT02322,霧の扉,1,1,0,1973-05-13,1973-05-13,C119033,週刊少年マガジン,永井豪とダイナミック・プロ
C90523,CCRT01327,極味ドラゴン,1,0,1,2011-01-22,2011-01-22,C119033,週刊少年マガジン,天野博之
C90523,CCRT02450,極味ドラゴン,1,0,1,2011-01-22,2011-01-22,C119033,週刊少年マガジン,滝口将人
C90524,CCRT00353,銀駕乃太刀,26,5,1,1986-01-22,1986-07-16,C119033,週刊少年マガジン,もとはしまさひで
C90527,CCRT00188,金田一少年の事件簿,513,2,39,1992-10-28,2013-05-01,C119033,週刊少年マガジン,さとうふみや
C90527,CCRT01321,金田一少年の事件簿,513,2,39,1992-10-28,2013-05-01,C119033,週刊少年マガジン,天樹征丸
C90528,CCRT00188,金田一少年の事件簿R,115,0,7,2013-12-11,2017-07-26,C119033,週刊少年マガジン,さとうふみや
C90528,CCRT01321,金田一少年の事件簿R,115,0,7,2013-12-11,2017-07-26,C119033,週刊少年マガジン,天樹征丸
C90529,CCRT00154,きんたろララバイ,1,0,0,1981-11-11,1981-11-11,C119033,週刊少年マガジン,くぼやすひと
C90530,CCRT00367,銀の鼓動,15,0,1,2000-02-23,2000-06-07,C119033,週刊少年マガジン,やなぎはあきら
C90531,CCRT01970,金のフライパン,9,0,1,1990-01-24,1990-03-28,C119033,週刊少年マガジン,木村謙午
C90531,CCRT02093,金のフライパン,9,0,1,1990-01-24,1990-03-28,C119033,週刊少年マガジン,林廣美
C90533,CCRT00253,グー・チョキ・パーンチ!!,1,0,0,1986-10-22,1986-10-22,C119033,週刊少年マガジン,なかいま強
C90535,CCRT00531,釘師サブやん,93,1,21,1971-02-28,1972-12-03,C119033,週刊少年マガジン,ビッグ錠
C90535,CCRT02493,釘師サブやん,93,1,21,1971-02-28,1972-12-03,C119033,週刊少年マガジン,牛次郎
C90537,CCRT02321,くずれる,1,0,1,1971-04-25,1971-04-25,C119033,週刊少年マガジン,永井豪とダイナミックプロ
C90538,CCRT00116,くたばれ!ジャイアンツ,2,0,0,1982-09-22,1982-09-29,C119033,週刊少年マガジン,おおのたいじ
C90542,CCRT01363,クニミツの政,226,1,14,2001-01-08,2005-11-16,C119033,週刊少年マガジン,安童夕馬
C90542,CCRT01939,クニミツの政,226,1,14,2001-01-08,2005-11-16,C119033,週刊少年マガジン,朝基まさし
C90543,CCRT00234,首のなくなった少年のお話,1,0,0,1971-04-25,1971-04-25,C119033,週刊少年マガジン,つくし・みくお
C90543,CCRT00540,首のなくなった少年のお話,1,0,0,1971-04-25,1971-04-25,C119033,週刊少年マガジン,ブロック68
C90546,CCRT01019,熊太郎とプンプンちゃん,14,0,0,1973-06-17,1974-06-23,C119033,週刊少年マガジン,北田庄吾
C90547,CCRT02420,クマの死神さん,1,0,0,2005-03-09,2005-03-09,C119033,週刊少年マガジン,深山和香
C90548,CCRT00709,くらくらパラダイス,13,2,1,1986-12-03,1987-03-11,C119033,週刊少年マガジン,中西やすひろ
C90549,CCRT02959,クラスの杉沢くん,1,0,0,2012-11-28,2012-11-28,C119033,週刊少年マガジン,西木田景志
C90550,CCRT01977,クラック!!,14,0,2,2005-12-14,2006-03-29,C119033,週刊少年マガジン,本名啓介
C90553,CCRT02339,狂い鳩,1,0,0,1972-06-11,1972-06-11,C119033,週刊少年マガジン,池上遼一
C90554,CCRT01802,来る来る転入教室,2,0,0,1990-09-26,1990-10-03,C119033,週刊少年マガジン,徳光康之
C90556,CCRT02643,くるぶしくん,1,0,0,1990-05-02,1990-05-02,C119033,週刊少年マガジン,石垣ゆうき
C90558,CCRT03084,くるみちゃん気をつけて!,1,0,0,1980-04-13,1980-04-13,C119033,週刊少年マガジン,野田たみ樹
C90559,CCRT00142,くれいじいBoogie,1,0,1,1985-05-22,1985-05-22,C119033,週刊少年マガジン,きうちかずひろ
C90560,CCRT02118,クレイジーファイター,2,0,0,1982-06-09,1982-07-14,C119033,週刊少年マガジン,柴山みのる
C90563,CCRT02339,くれ～じ～サルトビ,18,0,1,1973-09-09,1974-01-13,C119033,週刊少年マガジン,池上遼一
C90564,CCRT00672,紅の挑戦者,116,0,3,1973-09-02,1975-12-28,C119033,週刊少年マガジン,中城健
C90564,CCRT03264,紅の挑戦者,116,0,3,1973-09-02,1975-12-28,C119033,週刊少年マガジン,高森朝雄
C90565,CCRT00890,黒い教室,1,0,0,2008-09-24,2008-09-24,C119033,週刊少年マガジン,佐藤将
C90566,CCRT01037,黒い死球,1,0,0,1973-12-23,1973-12-23,C119033,週刊少年マガジン,南井宏之
C90567,CCRT00175,黒い太陽の恐怖,1,0,1,1973-04-08,1973-04-08,C119033,週刊少年マガジン,さいとう・たかを
C90570,CCRT00089,クロスROAD!,1,0,0,2002-01-30,2002-01-30,C119033,週刊少年マガジン,いもとさちこ
C90571,CCRT01942,くろのロワイヤル,4,0,0,2010-05-12,2011-05-18,C119033,週刊少年マガジン,木下由一
C90573,CCRT01426,喰わせモン!,32,0,2,2001-04-18,2001-12-05,C119033,週刊少年マガジン,寺沢大介
C90575,CCRT01979,群竜伝,46,1,16,1972-04-30,1973-04-01,C119033,週刊少年マガジン,本宮ひろ志
C90578,CCRT03161,刑事マイクロ太,7,0,0,1978-05-07,1978-06-18,C119033,週刊少年マガジン,関本敏和
C90579,CCRT02474,芸術王,1,0,0,1995-07-05,1995-07-05,C119033,週刊少年マガジン,瀬川貴博
C90581,CCRT01757,ゲームクリエイター列伝,3,0,3,1999-01-02,2000-12-06,C119033,週刊少年マガジン,平沢たかゆき
C90584,CCRT02062,劇団鯨ごろし,13,0,0,2000-02-02,2001-07-11,C119033,週刊少年マガジン,松本英
C90586,CCRT01426,激烈カバ,3,0,0,1989-03-01,1989-08-02,C119033,週刊少年マガジン,寺沢大介
C90587,CCRT01921,激烈バカ,1,0,0,1986-01-02,1986-01-02,C119033,週刊少年マガジン,暮橋剣三郎
C90588,CCRT01847,激烈バカ,281,11,5,1987-08-26,1994-05-11,C119033,週刊少年マガジン,斉藤富士夫
C90590,CCRT02307,ゲゲゲの鬼太郎,48,20,2,1983-03-18,1987-04-22,C119033,週刊少年マガジン,水木しげる
C90591,CCRT01511,ゲタバキ甲子園,21,2,0,1975-08-17,1976-01-11,C119033,週刊少年マガジン,小畑しゅんじ
C90595,CCRT02747,決闘2108年,1,0,0,1980-09-21,1980-09-21,C119033,週刊少年マガジン,竹宮恵子
C90600,CCRT03224,けものの国境,2,0,0,1981-10-07,1981-10-14,C119033,週刊少年マガジン,飯森広一
C90601,CCRT00199,ケンカ権六学園荒し,1,0,0,1976-09-26,1976-09-26,C119033,週刊少年マガジン,しのはら勉
C90602,CCRT00280,ケンコー全裸系水泳部 ウミショー,130,0,5,2005-07-27,2008-05-14,C119033,週刊少年マガジン,はっとりみつる
C90603,CCRT00769,剣崎くんがんばって!!,14,2,1,1980-08-24,1981-04-01,C119033,週刊少年マガジン,井上やすき
C90605,CCRT01598,剣聖宮本助兵,1,0,0,1972-07-30,1972-07-30,C119033,週刊少年マガジン,山松ゆうきち
C90606,CCRT01082,剣とバット,14,0,0,1974-04-28,1974-08-04,C119033,週刊少年マガジン,史村翔
C90606,CCRT01274,剣とバット,14,0,0,1974-04-28,1974-08-04,C119033,週刊少年マガジン,大東豊治
C90608,CCRT02125,小石けって7月,1,0,0,1981-08-26,1981-08-26,C119033,週刊少年マガジン,柴門ふみ
C90609,CCRT03261,恋忍,1,0,0,2009-11-18,2009-11-18,C119033,週刊少年マガジン,高本ヨネコ
C90610,CCRT00801,恋ってなんじゃろサダマツくん,6,0,0,1973-07-01,1973-08-05,C119033,週刊少年マガジン,仁一朗
C90611,CCRT00623,恋のシャッターチャンス,1,0,0,1980-09-07,1980-09-07,C119033,週刊少年マガジン,三浦みつる
C90612,CCRT00793,恋人はD51,2,0,0,1971-01-24,1971-02-07,C119033,週刊少年マガジン,井草はじめ
C90613,CCRT00226,剛Q超児イッキマン,18,3,1,1986-04-23,1986-08-20,C119033,週刊少年マガジン,たなみやすお
C90613,CCRT03266,剛Q超児イッキマン,18,3,1,1986-04-23,1986-08-20,C119033,週刊少年マガジン,高橋かずお
C90614,CCRT02600,豪快くん,10,0,0,1974-03-10,1974-05-19,C119033,週刊少年マガジン,真樹村正とダイナミック・プロ
C90615,CCRT01509,高速扉道路,2,0,0,2004-10-13,2005-03-30,C119033,週刊少年マガジン,小田扉
C90616,CCRT02301,豪打鏡獅子,1,0,0,1974-08-25,1974-08-25,C119033,週刊少年マガジン,水島新司
C90618,CCRT03327,高知の巨鯨中村高校,1,0,0,1977-04-03,1977-04-03,C119033,週刊少年マガジン,鳴島生
C90621,CCRT01723,荒野への帰還,1,1,0,1971-03-14,1971-03-14,C119033,週刊少年マガジン,川本コオ
C90624,CCRT01243,聲の形,63,0,11,2013-03-06,2014-12-03,C119033,週刊少年マガジン,大今良時
C90626,CCRT01812,ごーいんぐキンギョ,1,0,0,1982-07-07,1982-07-07,C119033,週刊少年マガジン,愛川てつや
C90627,CCRT02945,コータローまかりとおる!,558,26,15,1982-01-20,1999-08-11,C119033,週刊少年マガジン,蛭田達也
C90628,CCRT02945,コータローまかりとおる!L,52,0,1,2001-05-30,2002-08-21,C119033,週刊少年マガジン,蛭田達也
C90629,CCRT02945,コータローまかりとおる!柔道編,17,0,0,1994-09-07,1995-01-07,C119033,週刊少年マガジン,蛭田達也
C90630,CCRT02945,コータローまかりとおる!　番外編,22,0,0,1987-10-07,1988-03-16,C119033,週刊少年マガジン,蛭田達也
C90631,CCRT00759,コーポ失楽園,17,0,1,2014-07-09,2014-10-08,C119033,週刊少年マガジン,五十嵐正邦
C90632,CCRT02362,古賀稔彦物語,2,0,0,1992-07-29,1992-08-05,C119033,週刊少年マガジン,沢田博文
C90633,CCRT02127,ごくありふれた男子中学生の日常,1,0,0,2005-04-20,2005-04-20,C119033,週刊少年マガジン,栖徒伊シズム
C90634,CCRT02432,国士無双,2,0,0,1987-07-01,1987-07-29,C119033,週刊少年マガジン,渡辺二巳秀
C90635,CCRT00201,極道きゃんぱす,23,4,1,1983-11-09,1984-04-25,C119033,週刊少年マガジン,しもさか保
C90636,CCRT00201,極道きゃんぱす純情編,1,0,0,1983-10-12,1983-10-12,C119033,週刊少年マガジン,しもさか保
C90637,CCRT02301,極道くん,112,20,2,1984-10-03,1986-12-10,C119033,週刊少年マガジン,水島新司
C90638,CCRT00623,ココナッツAVE,53,7,1,1985-09-04,1986-09-17,C119033,週刊少年マガジン,三浦みつる
C90639,CCRT02373,心の架け橋,2,0,0,1996-07-10,1996-07-17,C119033,週刊少年マガジン,河合英則
C90640,CCRT02301,乞食打者,1,0,0,1973-05-27,1973-05-27,C119033,週刊少年マガジン,水島新司
C90642,CCRT02643,コシヒカリ劇場,1,0,0,1989-08-23,1989-08-23,C119033,週刊少年マガジン,石垣ゆうき
C90643,CCRT01357,ゴジラを創った男達 本多猪四郎物語,2,0,0,2001-12-12,2002-01-01,C119033,週刊少年マガジン,安宅一也
C90644,CCRT01496,護送屋三途組,1,0,1,1971-09-12,1971-09-12,C119033,週刊少年マガジン,小池一雄
