マンガ作品名,マンガ雑誌名,初出年代,制作形態,マンガ雑誌名ID
あばれ鳥,週刊少年チャンピオン,1970,共同制作,2
アラスカ物語,週刊少年チャンピオン,1970,共同制作,2
いただきヤスベエ,週刊少年チャンピオン,1970,共同制作,2
宇宙猿人ゴリ,週刊少年チャンピオン,1970,共同制作,2
宇宙猿人ゴリ対スペクトルマン,週刊少年チャンピオン,1970,共同制作,2
エデンの戦士,週刊少年チャンピオン,1970,共同制作,2
狼のZ旗,週刊少年チャンピオン,1970,共同制作,2
カリュウド,週刊少年チャンピオン,1970,共同制作,2
ガンガラガン,週刊少年チャンピオン,1970,共同制作,2
雲をけとばせ!,週刊少年チャンピオン,1970,共同制作,2
ジャリパックショー,週刊少年チャンピオン,1970,共同制作,2
週刊少年チャンネル0,週刊少年チャンピオン,1970,共同制作,2
集団脱走,週刊少年チャンピオン,1970,共同制作,2
スーパー巨人,週刊少年チャンピオン,1970,共同制作,2
すてごろ専科,週刊少年チャンピオン,1970,共同制作,2
セイガク嵐,週刊少年チャンピオン,1970,共同制作,2
青春砂漠,週刊少年チャンピオン,1970,共同制作,2
ちびっこ機関車,週刊少年チャンピオン,1970,共同制作,2
青春I・N・G,週刊少年チャンピオン,1970,共同制作,2
銭っ子,週刊少年チャンピオン,1970,共同制作,2
タロのD51,週刊少年チャンピオン,1970,共同制作,2
太陽の恋人,週刊少年チャンピオン,1970,共同制作,2
拳銃王子,週刊少年チャンピオン,1970,共同制作,2
剣は道なり,週刊少年チャンピオン,1970,共同制作,2
拳のアニマル,週刊少年チャンピオン,1970,共同制作,2
最強・最後のカラテ,週刊少年チャンピオン,1970,共同制作,2
ザ・のら犬  平塚八兵衛捜査記録,週刊少年チャンピオン,1970,共同制作,2
刑事いのち,週刊少年チャンピオン,1970,共同制作,2
東京レスキュー,週刊少年チャンピオン,1970,共同制作,2
どろっぷ,週刊少年チャンピオン,1970,共同制作,2
夏休み大作戦,週刊少年チャンピオン,1970,共同制作,2
日本沈没,週刊少年チャンピオン,1970,共同制作,2
ネオマスク,週刊少年チャンピオン,1970,共同制作,2
のれん人生,週刊少年チャンピオン,1970,共同制作,2
虫けら,週刊少年チャンピオン,1970,共同制作,2
ムツゴロウの箱舟,週刊少年チャンピオン,1970,共同制作,2
走れD51,週刊少年チャンピオン,1970,共同制作,2
連鎖反応,週刊少年チャンピオン,1970,共同制作,2
ロン先生の虫眼鏡,週刊少年チャンピオン,1970,共同制作,2
夕日の恋人,週刊少年チャンピオン,1970,共同制作,2
ラグビー酋長,週刊少年チャンピオン,1970,共同制作,2
百億の昼と千億の夜,週刊少年チャンピオン,1970,共同制作,2
ふぶきの戦記 八甲田山,週刊少年チャンピオン,1970,共同制作,2
ほえろガクラン,週刊少年チャンピオン,1970,共同制作,2
負けずの大五,週刊少年チャンピオン,1970,共同制作,2
燃えよ番外兵,週刊少年チャンピオン,1970,共同制作,2
モーレツ先生,週刊少年チャンピオン,1970,共同制作,2
おてんばちゃんと弱虫くん,週刊少年チャンピオン,1970,単独制作,2
おとなちゃん,週刊少年チャンピオン,1970,単独制作,2
父子球場,週刊少年チャンピオン,1970,単独制作,2
おやこトンビ,週刊少年チャンピオン,1970,単独制作,2
おやじの手錠,週刊少年チャンピオン,1970,単独制作,2
檻,週刊少年チャンピオン,1970,単独制作,2
オレに父はなく母もなく さすらいの一匹狼,週刊少年チャンピオン,1970,単独制作,2
鏡の中の海,週刊少年チャンピオン,1970,単独制作,2
ガキ・ザ・プロ,週刊少年チャンピオン,1970,単独制作,2
がきデカ,週刊少年チャンピオン,1970,単独制作,2
格闘新世紀 GO BOUT!,週刊少年チャンピオン,1970,単独制作,2
風,週刊少年チャンピオン,1970,単独制作,2
おれはエースだ,週刊少年チャンピオン,1970,単独制作,2
おれは主役だ,週刊少年チャンピオン,1970,単独制作,2
おれを殺したのはおれだ,週刊少年チャンピオン,1970,単独制作,2
かあさんたずねてないたけど,週刊少年チャンピオン,1970,単独制作,2
かいとう蘭麻,週刊少年チャンピオン,1970,単独制作,2
怪力ボンゴ,週刊少年チャンピオン,1970,単独制作,2
帰ってきた7人,週刊少年チャンピオン,1970,単独制作,2
0戦あらし,週刊少年チャンピオン,1970,単独制作,2
1年すけべえ組,週刊少年チャンピオン,1970,単独制作,2
2丁目1番地恐怖団,週刊少年チャンピオン,1970,単独制作,2
750ライダー,週刊少年チャンピオン,1970,単独制作,2
BOKU(ぼく),週刊少年チャンピオン,1970,単独制作,2
アイラブねえちゃん,週刊少年チャンピオン,1970,単独制作,2
アイラブ・ユウ,週刊少年チャンピオン,1970,単独制作,2
青い空を、白い雲がかけてった,週刊少年チャンピオン,1970,単独制作,2
悪運,週刊少年チャンピオン,1970,単独制作,2
当たり屋サブ,週刊少年チャンピオン,1970,単独制作,2
あちゃらかぽい,週刊少年チャンピオン,1970,単独制作,2
アニマル世界をゆく!!,週刊少年チャンピオン,1970,単独制作,2
あばしり一家,週刊少年チャンピオン,1970,単独制作,2
あばよ!トンキー,週刊少年チャンピオン,1970,単独制作,2
あばれ天童,週刊少年チャンピオン,1970,単独制作,2
アラバスター,週刊少年チャンピオン,1970,単独制作,2
アリサ!,週刊少年チャンピオン,1970,単独制作,2
あるインクの話,週刊少年チャンピオン,1970,単独制作,2
ある夏の日のできごと,週刊少年チャンピオン,1970,単独制作,2
あんたかてアホや わてかてアホや ほなサイナラ,週刊少年チャンピオン,1970,単独制作,2
いきがり番長,週刊少年チャンピオン,1970,単独制作,2
いけ!悪太郎,週刊少年チャンピオン,1970,単独制作,2
いそうろう大将,週刊少年チャンピオン,1970,単独制作,2
犬,週刊少年チャンピオン,1970,単独制作,2
イレギュラーバウンド,週刊少年チャンピオン,1970,単独制作,2
餓,週刊少年チャンピオン,1970,単独制作,2
ウソは殺しのはじまり!,週刊少年チャンピオン,1970,単独制作,2
うっちゃり一番,週刊少年チャンピオン,1970,単独制作,2
海の姉弟,週刊少年チャンピオン,1970,単独制作,2
ウル,週刊少年チャンピオン,1970,単独制作,2
エイト・ビート,週刊少年チャンピオン,1970,単独制作,2
エエカゲンニサラセ!!,週刊少年チャンピオン,1970,単独制作,2
エコエコアザラク,週刊少年チャンピオン,1970,単独制作,2
おー!!ばけ,週刊少年チャンピオン,1970,単独制作,2
おーマイ・パック,週刊少年チャンピオン,1970,単独制作,2
大本勇の8月15日,週刊少年チャンピオン,1970,単独制作,2
がっぷ力丸,週刊少年チャンピオン,1970,単独制作,2
加奈のともだち,週刊少年チャンピオン,1970,単独制作,2
カミカゼ,週刊少年チャンピオン,1970,単独制作,2
カメ吉はゆく!,週刊少年チャンピオン,1970,単独制作,2
がらがら,週刊少年チャンピオン,1970,単独制作,2
がらがら,週刊少年チャンピオン,1970,単独制作,2
元日の朝,週刊少年チャンピオン,1970,単独制作,2
奇想天外,週刊少年チャンピオン,1970,単独制作,2
きちがい三四郎,週刊少年チャンピオン,1970,単独制作,2
キッカー烈男,週刊少年チャンピオン,1970,単独制作,2
きのうの続き,週刊少年チャンピオン,1970,単独制作,2
きまぐれ悟空,週刊少年チャンピオン,1970,単独制作,2
奇妙なできごと,週刊少年チャンピオン,1970,単独制作,2
キャー❤ジュリエット,週刊少年チャンピオン,1970,単独制作,2
ぎゃぐぼだる,週刊少年チャンピオン,1970,単独制作,2
キャメル,週刊少年チャンピオン,1970,単独制作,2
球魂,週刊少年チャンピオン,1970,単独制作,2
キューティーハニー,週刊少年チャンピオン,1970,単独制作,2
恐怖新聞,週刊少年チャンピオン,1970,単独制作,2
空白帯のひとりむすこ,週刊少年チャンピオン,1970,単独制作,2
くそだら教,週刊少年チャンピオン,1970,単独制作,2
くたばれ!とうちゃん,週刊少年チャンピオン,1970,単独制作,2
クレージー放送局,週刊少年チャンピオン,1970,単独制作,2
ジャガーのビッチュ,週刊少年チャンピオン,1970,単独制作,2
ジャリ泣かし,週刊少年チャンピオン,1970,単独制作,2
シャン・キャット,週刊少年チャンピオン,1970,単独制作,2
修羅場っくれ,週刊少年チャンピオン,1970,単独制作,2
水平線の彼方,週刊少年チャンピオン,1970,単独制作,2
女番長ケロ子,週刊少年チャンピオン,1970,単独制作,2
スターダスト,週刊少年チャンピオン,1970,単独制作,2
ずっこけ屁四郎,週刊少年チャンピオン,1970,単独制作,2
スミレちゃん,週刊少年チャンピオン,1970,単独制作,2
青春アタッカー,週刊少年チャンピオン,1970,単独制作,2
父帰る,週刊少年チャンピオン,1970,単独制作,2
ちゃんちきガッパ,週刊少年チャンピオン,1970,単独制作,2
チャンピオンマンガ科,週刊少年チャンピオン,1970,単独制作,2
背番号8,週刊少年チャンピオン,1970,単独制作,2
タタケイのジャリモミ劇場,週刊少年チャンピオン,1970,単独制作,2
タタケイのマル秘ジャリ教室,週刊少年チャンピオン,1970,単独制作,2
タレン党,週刊少年チャンピオン,1970,単独制作,2
誓いのVサイン,週刊少年チャンピオン,1970,単独制作,2
大滑走,週刊少年チャンピオン,1970,単独制作,2
大強奪,週刊少年チャンピオン,1970,単独制作,2
グンバツ野郎,週刊少年チャンピオン,1970,単独制作,2
京王線新宿行き,週刊少年チャンピオン,1970,単独制作,2
激殺!福岡拳,週刊少年チャンピオン,1970,単独制作,2
けだもの派,週刊少年チャンピオン,1970,単独制作,2
結婚しようよ人魚ちゃま,週刊少年チャンピオン,1970,単独制作,2
ゲバ宿,週刊少年チャンピオン,1970,単独制作,2
原始少年リュウ,週刊少年チャンピオン,1970,単独制作,2
懸賞首,週刊少年チャンピオン,1970,単独制作,2
荒野の純喫茶,週刊少年チャンピオン,1970,単独制作,2
コーヒーれもん,週刊少年チャンピオン,1970,単独制作,2
ゴールデンボーイ,週刊少年チャンピオン,1970,単独制作,2
ゴキブリくん,週刊少年チャンピオン,1970,単独制作,2
刻の鐘,週刊少年チャンピオン,1970,単独制作,2
こちら学園探偵局,週刊少年チャンピオン,1970,単独制作,2
こちらマンガ科,週刊少年チャンピオン,1970,単独制作,2
ゴッドハンド,週刊少年チャンピオン,1970,単独制作,2
こまけんハレーション,週刊少年チャンピオン,1970,単独制作,2
ゴミ平ちゃん,週刊少年チャンピオン,1970,単独制作,2
ゴミムシくん,週刊少年チャンピオン,1970,単独制作,2
古利田くん,週刊少年チャンピオン,1970,単独制作,2
最後の渡世人,週刊少年チャンピオン,1970,単独制作,2
さすらいのボウラー,週刊少年チャンピオン,1970,単独制作,2
ざんこくベビー,週刊少年チャンピオン,1970,単独制作,2
屍の時間,週刊少年チャンピオン,1970,単独制作,2
しまっていこうぜ!,週刊少年チャンピオン,1970,単独制作,2
少チャンまんが時評,週刊少年チャンピオン,1970,単独制作,2
少チャン時評,週刊少年チャンピオン,1970,単独制作,2
少チャンまんが時評,週刊少年チャンピオン,1970,単独制作,2
少年の旅,週刊少年チャンピオン,1970,単独制作,2
白雪姫,週刊少年チャンピオン,1970,単独制作,2
シロベ,週刊少年チャンピオン,1970,単独制作,2
真紅のボウラー,週刊少年チャンピオン,1970,単独制作,2
シンコクくん,週刊少年チャンピオン,1970,単独制作,2
信じられないがほんとうだ!!,週刊少年チャンピオン,1970,単独制作,2
チュウチュウフレンド,週刊少年チャンピオン,1970,単独制作,2
チョッキン,週刊少年チャンピオン,1970,単独制作,2
千代の介が来た!!,週刊少年チャンピオン,1970,単独制作,2
ちょろチビ,週刊少年チャンピオン,1970,単独制作,2
月とスッポン,週刊少年チャンピオン,1970,単独制作,2
テケテケボーイ,週刊少年チャンピオン,1970,単独制作,2
手っちゃん,週刊少年チャンピオン,1970,単独制作,2
天下たい平,週刊少年チャンピオン,1970,単独制作,2
天使にとって翼とは?,週刊少年チャンピオン,1970,単独制作,2
どう!,週刊少年チャンピオン,1970,単独制作,2
通りすぎた少女,週刊少年チャンピオン,1970,単独制作,2
都会の伝記,週刊少年チャンピオン,1970,単独制作,2
ドカベン,週刊少年チャンピオン,1970,単独制作,2
どくだみ先生,週刊少年チャンピオン,1970,単独制作,2
どくとるマッド,週刊少年チャンピオン,1970,単独制作,2
ドサマワリまたたび一座,週刊少年チャンピオン,1970,単独制作,2
どしゃぶり,週刊少年チャンピオン,1970,単独制作,2
どたんばナイン,週刊少年チャンピオン,1970,単独制作,2
とつげきー進,週刊少年チャンピオン,1970,単独制作,2
とつげき!次郎丸,週刊少年チャンピオン,1970,単独制作,2
どっこい大作,週刊少年チャンピオン,1970,単独制作,2
となりのミヨちゃん,週刊少年チャンピオン,1970,単独制作,2
虎の目ざめ,週刊少年チャンピオン,1970,単独制作,2
どんじり,週刊少年チャンピオン,1970,単独制作,2
ドン・ドラキュラ,週刊少年チャンピオン,1970,単独制作,2
流れものガンマン,週刊少年チャンピオン,1970,単独制作,2
なくて，ナレアイ先生,週刊少年チャンピオン,1970,単独制作,2
泣くな!十円,週刊少年チャンピオン,1970,単独制作,2
ナンセンスマンガ特集 夏の日の思い出 扉,週刊少年チャンピオン,1970,単独制作,2
夏の日の思い出,週刊少年チャンピオン,1970,単独制作,2
にいちゃんと正助,週刊少年チャンピオン,1970,単独制作,2
逃げられない町,週刊少年チャンピオン,1970,単独制作,2
ぬし,週刊少年チャンピオン,1970,単独制作,2
猫がおどった日,週刊少年チャンピオン,1970,単独制作,2
ネンネコ貫平,週刊少年チャンピオン,1970,単独制作,2
のんのんばあ,週刊少年チャンピオン,1970,単独制作,2
魔太郎がくる!!,週刊少年チャンピオン,1970,単独制作,2
まんが時評,週刊少年チャンピオン,1970,単独制作,2
マンガ道,週刊少年チャンピオン,1970,単独制作,2
ムーン・ファンタジー,週刊少年チャンピオン,1970,単独制作,2
無情狩り,週刊少年チャンピオン,1970,単独制作,2
名犬黄金丸,週刊少年チャンピオン,1970,単独制作,2
ミクロイドZ,週刊少年チャンピオン,1970,単独制作,2
